[00:00:00.009 --> 00:00:02.750]  Go to GCNlive.com to order online now.
[02:09:11.616 --> 02:09:15.920]  When has he ever taken part in civil disobedience in his lifetime, Alex?
[02:09:16.181 --> 02:09:17.362]  I think that's a pretty big statement.
[02:09:17.382 --> 02:09:18.283]  Yeah, when has he been arrested?
[02:09:18.303 --> 02:09:19.664]  I've been arrested probably ten times.
[02:09:20.475 --> 02:09:22.276]  You've been arrested, or have you been arrested for protesting?
[02:09:22.316 --> 02:09:23.836]  No, I've never gotten arrested protesting.
[02:09:23.936 --> 02:09:25.676]  So you haven't got your wings yet?
[02:09:25.897 --> 02:09:26.657]  Well, I guess not.
[02:09:26.897 --> 02:09:28.497]  I've always been able to talk my way out of it.
[02:09:28.537 --> 02:09:31.958]  I've gotten the threats of the little tie bands a couple times, and I'm like, really?
[02:09:31.978 --> 02:09:33.138]  You're going to put tie bands on me?
[02:09:33.339 --> 02:09:33.639]  Really?
[02:09:33.659 --> 02:09:35.039]  Is that what's going to happen here?
[02:09:35.099 --> 02:09:36.019]  Is that where it's going?
[02:09:36.319 --> 02:09:37.820]  What have I done to deserve tie bands?
[02:09:37.880 --> 02:09:39.520]  I try to make them feel guilty, Jones.
[02:09:41.141 --> 02:09:41.641]  Oh, Burmy.
[02:09:43.410 --> 02:10:10.641]  Well they tried to get me once also at the Tribeca premiere of that United 93 and I had to sit there with this cop for like 45 minutes and he was actually aware of the 93 bombings and Ahmad Salaam and I think it was Peter Lance's book Triple Cross so he was kinda on the fence on whether I should be there or not and he was like well you gotta go to this free speech and I'm like there's a it's a little cage you're gonna make me stand there I'm not even I don't even have a sign you know I'm handing people DVDs and whatnot
[02:10:11.181 --> 02:10:13.142]  And basically I just reached out to him.
[02:10:13.182 --> 02:10:14.602]  We talked for like 45 minutes.
[02:10:14.642 --> 02:10:16.463]  He let me hand out my DVDs and that was that.
[02:10:16.703 --> 02:10:17.764]  Now you're very persuasive.
[02:10:18.044 --> 02:10:20.085]  And you're going to be on the air tonight, 9 to midnight.
[02:10:20.505 --> 02:10:21.845]  And stations need to pick it up.
[02:10:22.125 --> 02:10:22.766]  Have you talked to Ted?
[02:10:22.786 --> 02:10:25.947]  Have they gotten the satellite coordinates listed yet on GCN Live.com?
[02:10:25.967 --> 02:10:27.267]  I don't know if they have it listed.
[02:10:27.287 --> 02:10:28.848]  He says that the satellite's all ready to go.
[02:10:28.908 --> 02:10:29.788]  He says that the... No, no.
[02:10:29.829 --> 02:10:31.089]  The satellite's been up for two weeks.
[02:10:31.509 --> 02:10:34.390]  But I go on the site and I can't find where our new satellite's listed.
[02:10:34.690 --> 02:10:35.771]  I will call him immediately.
[02:10:35.791 --> 02:10:38.432]  I have stations calling me asking where are the satellite coordinates.
[02:10:38.672 --> 02:10:41.774]  Alright, so I will get the satellite coordinates from... We have to do everything around here.
[02:10:42.154 --> 02:10:43.575]  From Ted Anderson right after this.
[02:10:43.595 --> 02:10:43.995]  Oh, Ted's great.
[02:10:44.015 --> 02:10:45.496]  He's paying for an extra satellite for us.
[02:10:45.796 --> 02:10:48.398]  So we can run my show 21 hours a day and your show 3 hours a day.
[02:10:48.798 --> 02:10:50.099]  Live 9 to midnight central.
[02:10:50.419 --> 02:10:55.222]  So I hope stations out there that want to record it or air it live will get the Info Warrior with Jason Burmese.
[02:10:55.302 --> 02:10:56.363]  And you pop in a lot too.
[02:10:56.423 --> 02:10:57.023]  It's a great show.
[02:10:57.043 --> 02:10:58.344]  Hey Jason, where'd you get the name of the Info Warrior?
[02:10:58.824 --> 02:11:00.545]  I took it from you, Alex, obviously.
[02:11:01.225 --> 02:11:20.431]  You are the original Info Warrior, but I'm trying to bring in more Info Warriors, and I'm actually trying to make this Independence Day Info Warrior, Independence Day, all groups, whether it's End the Fed, whether it's Campaign for Liberty, whether it's 9-11 Truth, We Are Change, all that stuff, take this Independence Day, hand out DVDs, hand out flyers, this is when communities actually get together, this is when...
[02:11:20.691 --> 02:11:21.371]  It's having an effect.
[02:11:21.391 --> 02:11:22.872]  People say, oh, you're not having an effect.
[02:11:22.913 --> 02:11:23.653]  Nothing's happening.
[02:11:23.953 --> 02:11:24.794]  Nothing's changing.
[02:11:24.834 --> 02:11:26.215]  And they're admitting world government.
[02:11:26.235 --> 02:11:27.496]  The people are waking up en masse.
[02:11:27.536 --> 02:11:28.957]  Everything we do goes megaviral.
[02:11:29.377 --> 02:11:31.158]  People have to have the belief we can change this.
[02:11:31.178 --> 02:11:31.839]  It's the only chance.
[02:11:31.879 --> 02:11:33.540]  We're having one hell of an effect.
[02:11:33.600 --> 02:11:33.920]  Exactly.
[02:11:33.960 --> 02:11:39.024]  Right now, the IMF is openly announcing they're going to build a global super currency before the G20.
[02:11:39.804 --> 02:11:43.646]  Now, Obama's going to the G20, but before that he's going to meet with the Queen in private.
[02:11:44.086 --> 02:11:45.706]  So, I mean, look at this progression there.
[02:11:45.726 --> 02:11:46.687]  But the Queen doesn't exist.
[02:11:46.827 --> 02:11:47.267]  Oh, yeah.
[02:11:47.727 --> 02:11:48.167]  Exactly.
[02:11:48.428 --> 02:11:51.749]  Nobility has never had any influence on anything, Alex.
[02:11:52.109 --> 02:11:54.010]  I mean, I can't even... She only owns half of Canada.
[02:11:54.570 --> 02:11:57.051]  And then threw the Parliament out when they didn't agree with her a few months ago.
[02:11:57.291 --> 02:11:58.892]  Hey, Jason Bermas, 9 to midnight tonight.
[02:11:58.912 --> 02:11:59.672]  Good to have you in here with us.
[02:11:59.692 --> 02:12:00.252]  Thank you, sir.
[02:12:00.533 --> 02:12:01.333]  More calls straight ahead.
[02:12:04.474 --> 02:12:07.496]  Have you ever wanted to generate your own supply of electrical power?
[02:12:07.937 --> 02:12:11.239]  If so, this is going to be the most important message you will ever hear.
[02:12:11.720 --> 02:12:17.664]  Solar-powered generators are now available from Solutions from Science, one of GCN's oldest and most trusted sponsors.
[02:12:18.044 --> 02:12:22.188]  These emergency backup systems provide life-saving electrical power when you need it most.
[02:12:22.668 --> 02:12:28.392]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity for free.
[02:12:28.693 --> 02:12:31.755]  It's like having an electric power plant running quietly in your own home.
[02:12:32.115 --> 02:12:34.017]  Run sump pumps, shortwave radios,
[02:12:36.736 --> 02:12:42.701]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[02:12:42.961 --> 02:12:47.585]  When the power goes out, you'll be ready with the Solar Power Generator from Solutions from Science.
[02:12:47.945 --> 02:12:51.928]  Go to MySolarBackup.com and get off the grid today.
[02:12:52.289 --> 02:12:54.070]  That's MySolarBackup.com today.
[02:12:54.090 --> 02:12:54.630]  Or call 877-327-0365.
[02:12:54.650 --> 02:12:54.690]  877-327-0365.
[02:12:54.711 --> 02:12:55.351]  Don't wait.
[02:12:55.451 --> 02:12:55.871]  Call today.
[02:13:04.855 --> 02:13:10.161]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:13:10.662 --> 02:13:17.670]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[02:13:18.234 --> 02:13:24.461]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:13:24.821 --> 02:13:26.663]  Well, Obama's already fudging.
[02:13:26.803 --> 02:13:29.226]  He's fudged since day one in this election.
[02:13:29.306 --> 02:13:40.258]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[02:13:40.865 --> 02:13:42.166]  It's not about left or right.
[02:13:42.546 --> 02:13:43.946]  It's about a one world government.
[02:13:44.407 --> 02:13:50.729]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:13:51.309 --> 02:13:59.093]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:13:59.573 --> 02:14:00.733]  The Obama Deception.
[02:14:01.133 --> 02:14:02.334]  The people strike back.
[02:14:04.039 --> 02:14:04.379]  Good day.
[02:14:04.579 --> 02:14:06.120]  Jim Newcomer from Midas Resources.
[02:14:06.260 --> 02:14:06.480]  March 17, 2009.
[02:14:06.540 --> 02:14:07.641]  Gold opened this morning at $9.1870.
[02:14:07.681 --> 02:14:11.023]  A one-ounce gold coin can be purchased for $9.4523, $4.7262 for the half-ounce, and $2.3631 for a quarter-ounce.
[02:14:11.063 --> 02:14:11.303]  That's $9.4523.
[02:14:21.529 --> 02:14:22.370]  472.62 and 236.31.
[02:14:23.391 --> 02:14:27.015]  We've been hearing the USA has been spending money faster than tax collections.
[02:14:27.075 --> 02:14:30.118]  Now the government has published the document that sounds the alarm.
[02:14:30.198 --> 02:14:35.884]  That's right, the United States Government Accountability Office, the GAO, has published the long-term fiscal outlook document.
[02:14:36.304 --> 02:14:44.990]  Clearly stating that the federal debt burden is spiraling out of control, this will directly affect programs like Social Security to FDIC's ability to insure bank deposits.
[02:14:45.491 --> 02:14:47.793]  Taxation and inflationary printing of the U.S.
[02:14:47.853 --> 02:14:50.294]  dollar are inevitable pressures facing the economy.
[02:14:50.695 --> 02:14:52.796]  Get this document free by calling 800-686-2237.
[02:14:54.057 --> 02:14:57.800]  The USGAO has spelled it out in black and white.
[02:14:57.840 --> 02:14:58.120]  Call 800-686-2237.
[02:14:58.140 --> 02:14:58.320]  That's 800-686-2237.
[02:15:05.740 --> 02:15:09.191]  In these uncertain times, safety and precaution are key.
[02:15:09.712 --> 02:15:11.297]  Don't rely on others for protection.
[02:15:11.744 --> 02:15:15.067]  Protect yourself and your family with products from Pepperspray.com.
[02:15:15.327 --> 02:15:20.431]  Pepperspray.com carries the largest assortment of pepper spray and personal safety devices on the web.
[02:15:20.691 --> 02:15:24.113]  From home safety to nighttime safety we have the products you need.
[02:15:24.434 --> 02:15:34.581]  Order the Discreet Pepper Mace Baton, which relies on a powerful pepper formula that upon direct contact with an attacker's eyes, forces them to slam shut, causing an intense burning sensation.
[02:15:35.002 --> 02:15:37.804]  This refillable unit is designed to be carried as a key ring.
[02:15:38.124 --> 02:15:39.445]  Easily accessible pepper spray
[02:15:39.465 --> 02:15:40.085]  We're good to go.
[02:16:06.997 --> 02:16:16.222]  I just had my two IT guys walk over to me and they said, guess how much bandwidth you've used in the first 17 days of March?
[02:16:16.262 --> 02:16:17.083]  90 plus terabytes.
[02:16:17.123 --> 02:16:19.284]  That'll be $30,000 on top of my regular IT bill.
[02:16:35.188 --> 02:16:39.510]  That's why you need to buy the hard copy DVD at Infowars.com.
[02:16:39.570 --> 02:16:41.690]  That's where the money bomb money went in this office.
[02:16:42.030 --> 02:16:44.411]  By the way, I shot the tour of the office a week ago.
[02:16:45.111 --> 02:16:46.652]  When is the... Call Rob Dew in here.
[02:16:46.672 --> 02:16:53.334]  I want to know when the tour of the website is going to be up on the web for everybody.
[02:16:53.594 --> 02:16:53.934]  Hold on.
[02:16:53.974 --> 02:16:55.415]  Democracy don't rule the world.
[02:16:56.235 --> 02:17:00.537]  You better get that through your head.
[02:17:00.557 --> 02:17:03.218]  This world is ruled by violence.
[02:17:07.478 --> 02:17:10.240]  But I guess, left unsaid.
[02:17:11.681 --> 02:17:13.802]  From Broadway to the Milky Way.
[02:17:15.703 --> 02:17:18.605]  That's a lot of territory indeed.
[02:17:20.146 --> 02:17:21.267]  But a man's gonna do.
[02:17:21.387 --> 02:17:24.449]  And a man's gonna do what he has to do.
[02:17:24.969 --> 02:17:29.692]  When he's gonna... Rob Due, when is the tour of the new Command Center going up?
[02:17:29.712 --> 02:17:30.373]  Everybody wants it?
[02:17:30.773 --> 02:17:36.617]  The Central Texas Command Center tour will be online probably by the end of this week.
[02:17:38.176 --> 02:17:39.958]  Well, hell, we just walked around for 10 minutes in here.
[02:17:40.178 --> 02:17:42.340]  Yeah, there are other things to do.
[02:17:42.400 --> 02:17:44.962]  Plus, we don't want to run up the bandwidth too high, right?
[02:17:45.483 --> 02:17:47.084]  We'll put it out on YouTube, baby.
[02:17:47.144 --> 02:17:48.185]  Okay, we'll put it out on YouTube.
[02:17:48.305 --> 02:17:48.605]  Perfect.
[02:17:48.625 --> 02:17:49.867]  Put it out on the Alex Jones Channel.
[02:17:49.887 --> 02:17:51.468]  I don't want another $30,000 bill.
[02:17:51.508 --> 02:17:57.353]  Well, what happened is all the members, we had it turned up to 10, so people could share it with 10 people.
[02:17:58.474 --> 02:18:01.737]  And I just told them, we've got to cut that back or I'm going to be in the pauper house here.
[02:18:02.686 --> 02:18:04.550]  Because, I mean, it's expensive.
[02:18:05.331 --> 02:18:09.559]  How much, with the medium quality, is it, say, for the QuickTime, for somebody to download that?
[02:18:09.579 --> 02:18:12.965]  I have no clue.
[02:18:15.003 --> 02:18:15.543]  Madden here.
[02:18:15.564 --> 02:18:16.604]  Well, it doesn't matter.
[02:18:16.985 --> 02:18:19.166]  One thing we are going to have up soon is the call to action.
