[00:00:00.009 --> 00:00:00.409]  Congruent.
[01:45:41.743 --> 01:45:43.144]  And I've had enough of it, I tell you.
[01:45:43.945 --> 01:45:46.026]  This government sure wants a fight, I tell you.
[01:45:46.066 --> 01:45:47.827]  They sure want one, don't they?
[01:45:47.847 --> 01:45:51.089]  And I tell you it's going to be 1776.
[01:45:51.269 --> 01:45:55.391]  If it does go to physical blows, all these people all day want to sit around and
[01:45:56.772 --> 01:45:59.673]  Talk about how the government's going to whoop our butt because they got all this technology.
[01:46:00.033 --> 01:46:00.733]  Baloney!
[01:46:02.594 --> 01:46:07.416]  No one can stop a guerrilla, decentralized, lone wolf army.
[01:46:09.077 --> 01:46:10.857]  There's over 100 million gun owners in this country.
[01:46:16.159 --> 01:46:19.020]  And I don't want it to come to that, but it looks like they're not going to give us a choice.
[01:46:19.040 --> 01:46:25.943]  So let's hold out as long as we can peacefully, but you can't put up with them trying to take your guns and take you to FEMA camps, you know.
[01:46:28.200 --> 01:46:30.081]  And I know this is going on.
[01:46:30.141 --> 01:46:44.151]  I keep telling listeners they've got giant cadres of youth, now for at least seven years I know of, who are now I guess if you were fourteen then, and now at seven years later you'd be twenty-one, twenty-two.
[01:46:46.873 --> 01:46:48.414]  And that's why these are the guys.
[01:46:48.474 --> 01:46:51.477]  These are the guys that arrest you when you try to go photograph the Bilderberg Group.
[01:46:51.817 --> 01:46:53.738]  These are the guys that tell you you don't have free speech.
[01:46:53.778 --> 01:46:54.319]  These are the guys.
[01:46:54.639 --> 01:46:55.720]  Now these young kids,
[01:46:56.897 --> 01:46:58.258]  I want to try to get some of their parents on.
[01:46:58.358 --> 01:47:00.118]  I mean, I'm sure they're nice people and mean well.
[01:47:00.478 --> 01:47:01.919]  Road to hell is paved with good intentions.
[01:47:02.399 --> 01:47:05.800]  It's all quite a step forward from the square knot.
[01:47:05.900 --> 01:47:06.580]  That's right.
[01:47:06.620 --> 01:47:14.183]  No longer how to build a fire, or how to survive in the wilderness, or how to learn morals, or the Constitution and Bill of Rights.
[01:47:14.203 --> 01:47:16.124]  By the way, they don't teach that in Boy Scouts anymore.
[01:47:16.464 --> 01:47:19.825]  I went and looked at what they teach them now, and I said, I'm sorry, I guess my son can't be in that.
[01:47:20.285 --> 01:47:22.226]  It's basically like a communist organization now.
[01:47:22.906 --> 01:47:24.107]  The Explorers program,
[01:47:25.615 --> 01:47:26.616]  Co-educational.
[01:47:27.796 --> 01:47:29.197]  Co-educational affiliate.
[01:47:29.657 --> 01:47:31.278]  Yeah, can't have the Boy Scouts just be boys.
[01:47:32.019 --> 01:47:33.119]  See, it's totally different.
[01:47:33.960 --> 01:47:37.322]  A lot of these Boy Scout things are just basically places for your children to be molested.
[01:47:37.342 --> 01:47:41.344]  I mean, I'm sorry to have to report that to you, but that's basically what it's turned into.
[01:47:41.564 --> 01:47:42.064]  I'm sorry!
[01:47:42.104 --> 01:47:45.206]  We don't get the Boy Scouts back till we take it back over!
[01:47:47.588 --> 01:47:55.212]  Boy Scouts of America that began 60 years ago was training thousands of young people in skills used to confront terrorism, illegal immigration, and escalating border violence.
[01:47:56.644 --> 01:47:57.765]  No, that's not.
[01:47:57.805 --> 01:47:59.285]  They're training them to kill U.S.
[01:47:59.325 --> 01:47:59.745]  vets.
[01:47:59.785 --> 01:48:01.006]  They admitted it in the first line.
[01:48:02.687 --> 01:48:08.869]  An intense ratcheting up of one of the group's long-time missions to prepare youth for traditional jobs as police officers and firefighters.
[01:48:09.310 --> 01:48:10.410]  And that is why they started it.
[01:48:12.211 --> 01:48:14.472]  They started the NRA because the North couldn't shoot.
[01:48:15.112 --> 01:48:16.573]  Not bashing people up north.
[01:48:16.593 --> 01:48:18.994]  They'd become, you know, city dwellers.
[01:48:20.423 --> 01:48:22.184]  Everybody from the South had come from the North.
[01:48:22.944 --> 01:48:25.785]  And so, you know, the North had three times the troops.
[01:48:25.845 --> 01:48:27.845]  It could barely beat the South in four years.
[01:48:28.205 --> 01:48:29.666]  And so they had a public proclamation.
[01:48:29.706 --> 01:48:33.607]  The federal government funded the NRA to train school kids how to shoot.
[01:48:34.987 --> 01:48:41.389]  And they also set up the Boy Scouts to, you know, prepare them for how to carry a pack, how to follow discipline, how to follow orders.
[01:48:43.171 --> 01:48:47.236]  That's a far human cry, though, from training them to kill veterans.
[01:48:47.817 --> 01:48:48.858]  That isn't patriotic.
[01:48:49.158 --> 01:48:51.521]  Training them to kill vets isn't patriotic.
[01:48:51.721 --> 01:48:52.382]  Let me say it again.
[01:48:53.003 --> 01:48:55.206]  You starting to see how the Homeland Security documents
[01:48:56.164 --> 01:48:57.345]  About vets and gun owners.
[01:48:57.405 --> 01:48:58.726]  The Boy Scouts is about that.
[01:48:58.926 --> 01:48:59.987]  Everything is about that.
[01:49:00.207 --> 01:49:03.610]  And they got a bill introduced where if they say you're an extremist, you don't get to own a gun.
[01:49:03.670 --> 01:49:05.071]  No judge, no jury, no appeal.
[01:49:05.791 --> 01:49:08.453]  Somebody on death row gets appeals, but you as a gun owner don't.
[01:49:09.074 --> 01:49:13.177]  But you were like, oh, that's good for them al Qaeda to take all their rights away!
[01:49:13.537 --> 01:49:15.279]  But then now you're learning it's for you!
[01:49:16.360 --> 01:49:18.501]  Confronting terrorism is about killing the vets.
[01:49:19.522 --> 01:49:21.483]  And I'm not just saying that.
[01:49:22.845 --> 01:49:25.807]  This is how they take over in the Soviet Union and Nazi Germany.
[01:49:27.588 --> 01:49:30.051]  Who was the first group Hitler culled when he got to power?
[01:49:30.111 --> 01:49:31.212]  The police and military.
[01:49:31.733 --> 01:49:33.695]  He killed hundreds of thousands in that first year.
[01:49:33.835 --> 01:49:34.977]  Get ready, cops!
[01:49:35.517 --> 01:49:36.679]  Get ready, military!
[01:49:37.960 --> 01:49:39.242]  Get ready, business owners!
[01:49:40.796 --> 01:49:44.557]  This is about being a true-blooded American guy and girl, said A.J.
[01:49:44.997 --> 01:49:54.019]  Lowenthal, a sheriff's deputy here in Emerald, Imperial County, whose life clock, he says, is set around the Explorers events he helps run.
[01:49:54.679 --> 01:49:57.340]  It fits right in with the honor and bravery of the Boy Scouts.
[01:49:57.360 --> 01:49:59.580]  And again, it's Homeland Security funding this!
[01:49:59.820 --> 01:50:01.100]  This isn't the local sheriff!
[01:50:02.381 --> 01:50:05.781]  In fact, my dad sent this to me two weeks ago, and I keep meaning to print it.
[01:50:05.801 --> 01:50:07.042]  Will you go look in Aaron Dyke's printer?
[01:50:07.922 --> 01:50:08.582]  Is Aaron here yet?
[01:50:09.844 --> 01:50:14.889]  I want that email my dad sent me, and it describes life in 56 compared to life today.
[01:50:14.909 --> 01:50:18.312]  I don't know if we posted that, but will you just bring it to me?
[01:50:18.332 --> 01:50:22.516]  I said I'd take your calls, but how do I even do it?
[01:50:22.616 --> 01:50:23.277]  I don't even want to do this.
[01:50:23.737 --> 01:50:30.724]  I want to fight them, but I mean, I want to expose the globalists, but I just can't believe how hardcore the tyranny is.
[01:50:34.253 --> 01:50:35.854]  You've got to get the exact headline to find it.
[01:50:36.334 --> 01:50:36.914]  It's an email.
[01:50:38.054 --> 01:50:41.835]  It's life in 1956 school compared to 2008.
[01:50:45.036 --> 01:50:45.516]  You've seen it?
[01:50:46.797 --> 01:50:51.598]  Well, yeah, and literally when my dad was going to school in the mid-1960s, you know, he was in college in 67, 68, 69, 70.
[01:50:55.791 --> 01:51:05.197]  He would literally take a shotgun to school and ride on the school bus with it and then go shooting after school with the football coaches and his history teacher.
[01:51:07.978 --> 01:51:09.719]  Of course, back then you didn't have mass shootings.
[01:51:10.219 --> 01:51:14.081]  You had mass shootings because we're a mentally ill, degenerate, Prozac society.
[01:51:14.401 --> 01:51:19.124]  By the way, they tested the blood of that chimpanzee that murdered that lady and attacked the police.
[01:51:19.344 --> 01:51:21.786]  He was on a serotonin reuptake inhibitor.
[01:51:22.306 --> 01:51:23.306]  He was on Xanax.
[01:51:23.827 --> 01:51:26.828]  And I told you that monkey was going to be... No, it's not a monkey, it's an ape.
[01:51:27.289 --> 01:51:29.250]  I told you that primate was going to be on it.
[01:51:30.870 --> 01:51:33.412]  Because apes rarely do that unless they're hopped up on drugs.
[01:51:36.704 --> 01:51:37.984]  Chimpanzees killing people.
[01:51:38.104 --> 01:51:38.665]  Prozac.
[01:51:38.745 --> 01:51:39.805]  People killing their parents.
[01:51:39.865 --> 01:51:40.425]  Prozac.
[01:51:41.505 --> 01:51:42.886]  And it's now on the drug insert.
[01:51:45.186 --> 01:51:46.207]  Oh, it doesn't even matter.
[01:51:49.448 --> 01:51:50.468]  And it just goes on.
[01:51:50.728 --> 01:51:53.489]  It says, uh, Kathy Norigo
[01:51:54.804 --> 01:51:56.807]  Sixteen said she was attracted by the guns.
[01:51:56.947 --> 01:51:58.649]  See, it's a message.
[01:51:58.669 --> 01:52:01.173]  You can't have guns in a society that are bad unless you're with the government.
[01:52:01.493 --> 01:52:07.661]  Oh God, you get to use them on little old ladies and get to gun people down in the back every day and we'll cover up for you.
[01:52:08.583 --> 01:52:09.364]  Oh, it's so good.
[01:52:19.441 --> 01:52:29.135]  Oh, they also have them take online, uh, they also have them take sensitivity training, and so they also indoctrinate them in an ADL script.
[01:52:29.155 --> 01:52:31.759]  I know, it's just unbelievable brainwashing.
[01:52:33.462 --> 01:52:35.485]  Oh my God, I can't handle it anymore.
[01:52:37.694 --> 01:52:48.941]  If there are critics of the content or purpose of law enforcement training, they have not made themselves known to the Explorers National Organization in Irving, Texas, or to the volunteers here on the ground, national officials and local leaders said.
[01:52:49.322 --> 01:52:51.643]  They said the Explorers have faced problems over the years.
[01:52:51.983 --> 01:52:59.668]  There have been numerous cases over the last decades in which police officers supervising Explorers have been charged in civil and criminal cases with sexually abusing them.
[01:52:59.948 --> 01:53:00.649]  Well, I told you!
[01:53:01.329 --> 01:53:05.312]  You give your kids to the Boy Scouts or public school, it's a rape room, basically.
[01:53:05.672 --> 01:53:06.312]  I just said that.
[01:53:06.372 --> 01:53:09.114]  I hadn't even read the article yet and I told you it'd be in there.
[01:53:11.595 --> 01:53:13.735]  And the Boy Scouts used to be the best thing out there.
[01:53:13.755 --> 01:53:16.837]  But this is, look, this country's full of evil people now.
[01:53:16.877 --> 01:53:17.637]  We became evil.
[01:53:18.518 --> 01:53:19.758]  This country's falling apart.
[01:53:20.278 --> 01:53:23.920]  And you put your children in public school, you put them in some kind of cop program.
[01:53:25.180 --> 01:53:26.381]  Have you read criminology?
[01:53:26.461 --> 01:53:28.342]  You know where real child offenders go?
[01:53:28.382 --> 01:53:29.682]  They want to be truancy officers.
[01:53:29.882 --> 01:53:31.163]  They want to be CPS people.
[01:53:34.249 --> 01:53:37.311]  I'm not saying all the CPS people are cops or pedophiles.
[01:53:38.152 --> 01:53:40.534]  I'm saying that's where you find the biggest percentage of them.
[01:53:41.715 --> 01:53:43.016]  I don't even feel like doing the show anymore.
[01:53:43.036 --> 01:53:44.057]  It makes me so sick!
[01:53:47.082 --> 01:53:48.363]  I just want to beat these tyrants.
[01:53:48.403 --> 01:53:49.424]  I just want to defeat them.
[01:53:49.904 --> 01:53:51.285]  I'm tired of the New World Order.
[01:53:51.305 --> 01:53:53.266]  I'm tired of the degenerate scum.
[01:53:53.827 --> 01:53:55.568]  I'm tired of all the corruption.
[01:53:55.948 --> 01:53:57.349]  I'm tired of evil.
[01:53:58.030 --> 01:53:59.070]  I'm tired of it!
[01:53:59.511 --> 01:54:03.814]  It's time for good people to start whooping some New World Order butt in the Info War!
[01:54:04.174 --> 01:54:06.716]  And if they want to start a physical fight, then to kick their butts!
[01:54:07.469 --> 01:54:08.249]  Spring is here.
[01:54:08.509 --> 01:54:09.289]  Growing season.
[01:54:09.470 --> 01:54:11.450]  The economy is not getting any better.
[01:54:11.650 --> 01:54:13.071]  In fact, it's getting worse.
[01:54:13.371 --> 01:54:14.031]  Think about it.
[01:54:14.351 --> 01:54:18.192]  At this rate, how will your life be in a month or even a year?
