[00:00:04.699 --> 00:00:06.180]  Thank you, Mr. Chairman.
[02:21:31.091 --> 02:21:32.611]  Hello folks, this is Alex Jones.
[02:21:33.011 --> 02:21:36.512]  There are some habits you need to break if you want to hold on to your privacy.
[02:21:36.872 --> 02:21:40.493]  That's why I'm inviting you to take the one-week StartPage challenge.
[02:21:40.653 --> 02:21:45.615]  The next time you're about to look something up on Google, Yahoo, or Bing, go to StartPage.com instead.
[02:21:45.795 --> 02:21:48.756]  Try seven days of StartPage and break the big brother habit.
[02:21:49.196 --> 02:21:50.757]  Do yourself and your privacy a favor.
[02:21:50.957 --> 02:21:54.858]  Try StartPage.com for seven days and start protecting your privacy.
[02:21:55.238 --> 02:21:56.839]  That's StartPage.com.
[02:22:00.811 --> 02:22:07.013]  On the average, Americans work between 45 to 50 years, hoping to build up enough wealth to retire and live out their golden years.
[02:22:07.473 --> 02:22:15.255]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[02:22:15.595 --> 02:22:23.477]  Is this a flaw for the enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt, ensuring inflation and higher taxes?
[02:22:23.757 --> 02:22:28.518]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[02:22:28.858 --> 02:22:33.560]  Congressman Ron Paul states it's what every American needs to know about central bank power.
[02:22:34.080 --> 02:22:37.922]  A gripping adventure into the secret world of international banking cartel.
[02:22:38.422 --> 02:22:39.443]  Hi, this is Ted Anderson.
[02:22:39.503 --> 02:22:43.584]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[02:22:44.005 --> 02:22:48.386]  Call 1-800-686-2237 and order a copy today.
[02:22:48.927 --> 02:22:51.468]  It's critical that the public be made aware of the system.
[02:22:51.908 --> 02:22:53.569]  Call and order your copy today at 1-800-686-2237.
[02:22:56.730 --> 02:22:57.571]  That's 1-800-686-2237.
[02:23:00.373 --> 02:23:00.893]  You worry.
[02:23:01.273 --> 02:23:02.995]  You see the signs and worry about the future.
[02:23:03.335 --> 02:23:05.556]  You worry about economic turmoil and food shortages.
[02:23:05.977 --> 02:23:07.778]  How to be prepared while preserving your sanity?
[02:23:08.098 --> 02:23:09.299]  Your answer may be at hand.
[02:23:09.699 --> 02:23:12.902]  Author Linda Runyon lived off the land, isolated from civilization.
[02:23:13.302 --> 02:23:18.165]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[02:23:18.546 --> 02:23:21.848]  Perhaps the only sane insurance is knowledge of wild edible plants.
[02:23:22.503 --> 02:23:23.843]  The cost of learning is minimal.
[02:23:24.184 --> 02:23:26.784]  Wild food grows everywhere and you will see it everywhere.
[02:23:27.104 --> 02:23:30.045]  It's every bit organic and more nutritious than our modern diets.
[02:23:30.545 --> 02:23:38.688]  Well respected in her field, Linda's approach to teaching the subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
[02:23:39.188 --> 02:23:43.589]  Learn how to identify it, where and when to find it, how to prepare, use, and store it.
[02:23:44.010 --> 02:23:47.711]  Go to Linda's website, ofthefield.com, and take advantage of special offers.
[02:23:48.031 --> 02:23:48.891]  Or if you're not online,
[02:23:49.229 --> 02:23:53.430]  Call her 24-hour toll-free order line at 888-51-EAT-FREE.
[02:23:53.850 --> 02:23:56.751]  That number again, 888-51-EAT-FREE.
[02:23:57.271 --> 02:23:59.311]  A little knowledge makes starvation impossible.
[02:24:05.253 --> 02:24:09.494]  Medical doctor, Dr. Stan Monteith, joins us for the rest of the hour.
[02:24:10.998 --> 02:24:14.440]  We're going to take some of your phone calls on the swine flu, your questions, your comments.
[02:24:14.941 --> 02:24:23.527]  When we open the phones up, Doctor, unlimited amounts, as many as we can take, nurses and husbands and wives of nurses being ordered to take it or they're fired.
[02:24:23.587 --> 02:24:24.768]  Nurses who've been fired.
[02:24:24.788 --> 02:24:27.710]  We're going to have a lady on the day, but she kind of chickened out.
[02:24:27.750 --> 02:24:28.310]  I don't blame her.
[02:24:28.550 --> 02:24:30.812]  But we have the letters where they're being threatened.
[02:24:30.832 --> 02:24:31.372]  It's in the news.
[02:24:31.392 --> 02:24:32.293]  They're now being fired.
[02:24:32.874 --> 02:24:34.154]  But there's not even a law.
[02:24:34.595 --> 02:24:38.818]  They're using regulations and Obama's lying, saying they're not trying to make this mandatory.
[02:24:39.657 --> 02:24:44.198]  Open discussions on CNN and Fox about using the military to forcibly inoculate us.
[02:24:44.638 --> 02:24:48.539]  But you gave us the CDC, Center for Disease Control map.
[02:24:48.579 --> 02:24:49.899]  We'll put that up on screen.
[02:24:50.359 --> 02:24:52.520]  They admit it's supposed to peak middle of next month.
[02:24:52.560 --> 02:24:53.840]  It's basically already peaked.
[02:24:53.880 --> 02:24:54.980]  It doesn't even go up much.
[02:24:55.540 --> 02:24:57.321]  This is a very mild flu, as you said.
[02:24:57.781 --> 02:25:00.041]  So why do they want us to take this vaccine so bad?
[02:25:00.061 --> 02:25:04.542]  Because it contains mercury, and mercury is toxic.
[02:25:04.622 --> 02:25:05.882]  It destroys the fertility.
[02:25:06.002 --> 02:25:07.243]  It destroys the mind.
[02:25:09.341 --> 02:25:15.586]  The endocrine system, there is no safe dose of mercury and yet they're going to give it.
[02:25:16.027 --> 02:25:23.853]  They want everybody to take a swine flu shot with a full dose of mercury, a regular flu shot with a regular dose of mercury.
[02:25:24.014 --> 02:25:27.296]  They want every pregnant woman to take these shots.
[02:25:27.677 --> 02:25:29.058]  They want to give two shots.
[02:25:30.201 --> 02:25:36.866]  Of swine flu and two shots of the regular influenza vaccine to every child less than 10 years of age.
[02:25:36.946 --> 02:25:41.989]  Is this not precedent setting where they're ordering medical workers to take the standard flu shot?
[02:25:42.329 --> 02:25:43.810]  Oh, it absolutely is.
[02:25:44.030 --> 02:25:45.731]  I don't know about the standard flu shot.
[02:25:45.751 --> 02:25:47.132]  They've always recommended that.
[02:25:47.152 --> 02:25:48.093]  No, no, they're ordering that.
[02:25:48.113 --> 02:25:49.174]  I've got the letters.
[02:25:49.314 --> 02:25:51.955]  I've got the letters from major hospital chains.
[02:25:52.035 --> 02:25:54.197]  They are firing people that don't take it.
[02:25:54.637 --> 02:26:01.921]  Well, basically, of course, this is going to produce terrible damage, first of all, because it does contain the mercury.
[02:26:02.141 --> 02:26:06.363]  A lot of people never have gotten the flu until they take a flu shot.
[02:26:06.403 --> 02:26:11.726]  They've been recommending for years that medical personnel take the seasonal flu.
[02:26:11.746 --> 02:26:13.027]  Now, that's not the H1N1.
[02:26:13.107 --> 02:26:18.910]  It's the seasonal, and most people won't take it because they know it makes them sick and it doesn't do any good.
[02:26:20.061 --> 02:26:24.730]  The vast majority of doctors in this country do not believe in influenza.
[02:26:31.366 --> 02:26:33.227]  I took the flu shot and almost died.
[02:26:33.267 --> 02:26:35.328]  I mean, my mother, that happened to her.
[02:26:35.348 --> 02:26:38.350]  Everybody I know has their horrible flu shot story.
[02:26:38.750 --> 02:26:42.032]  And of course, this promotes Gilead Ray Disease.
[02:26:42.212 --> 02:26:45.874]  It produces all sorts of medical problems.
[02:26:46.434 --> 02:26:55.518]  And they've been trying to sell it to the American people, and yet so many people have been crippled or have permanent damage to their immunity.
[02:26:55.539 --> 02:27:00.201]  You have to understand that the whole idea of vaccines is to stimulate the immune system.
[02:27:01.269 --> 02:27:01.729]  Eczema?
[02:27:17.954 --> 02:27:18.594]  Absolutely.
[02:27:18.855 --> 02:27:25.197]  And so, and then of course, you have to understand, we could start with simply an alphabetical approach to this.
[02:27:25.938 --> 02:27:31.220]  A, that you get asthma, and you get allergies, and you get autoimmune disease.
[02:27:31.800 --> 02:27:39.303]  Do you realize that in the United States today, one in nine children has asthma?
[02:27:39.663 --> 02:27:46.106]  You don't see this in the Amish children, because they aren't required to take their vaccines, or they just refuse to take their vaccines.
[02:27:46.732 --> 02:27:49.233]  There's been an explosion of autoimmune disease.
[02:27:49.513 --> 02:27:52.575]  There's an explosion of eczema and asthma, as you point out.
[02:27:53.195 --> 02:27:58.137]  And then, of course, the mercury in the vaccine attacks the brain.
[02:27:58.157 --> 02:28:13.885]  This is why, today, in the United States, one in six children, according to the CDC, their own figures, one in six children has either a learning disability or a neurodevelopmental abnormality.
[02:28:14.441 --> 02:28:16.122]  One in six American children.
[02:28:16.402 --> 02:28:19.284]  You don't see this in children who don't take the vaccine.
[02:28:19.524 --> 02:28:22.886]  They're destroying the minds and lives of our children.
[02:28:23.026 --> 02:28:26.969]  Which is what the top eugenicists like H.G.
[02:28:27.049 --> 02:28:32.552]  Wells and Bertrand Russell and John P. Holdren said they would do.
[02:28:32.912 --> 02:28:33.512]  Absolutely.
[02:28:33.572 --> 02:28:42.738]  In fact, if you read, and we have the book, people can get it, it's called The Impact of Science on Society, written by Bertrand Russell.
[02:28:43.198 --> 02:28:44.579]  Any comment there?
[02:28:47.741 --> 02:28:50.463]  By diet, injections, and injunctions.
[02:28:50.663 --> 02:28:58.128]  We will so alter the mind of the child that they will not be able to differ from the things that they were taught by their schoolmaster.
[02:28:58.688 --> 02:29:01.330]  By diet, injections, and injunctions.
[02:29:01.350 --> 02:29:02.911]  What are they going to put in the diet?
[02:29:05.524 --> 02:29:11.414]  Aspartame in the diet has an impact on the mind, but we could talk for hours on that because it's cancer.
[02:29:11.795 --> 02:29:17.846]  But then they put the mercury that they're giving our kids in the injection.
[02:29:18.874 --> 02:29:21.055]  They know that this destroys the mind.
[02:29:21.095 --> 02:29:30.859]  Do you realize that today in America, we have 5 million people with dementia and Alzheimer's disease, and all of China with four times our population.
[02:29:30.899 --> 02:29:33.360]  They've only got below 5.5 million people.
[02:29:33.940 --> 02:29:34.921]  And it gets worse than that.
[02:29:35.021 --> 02:29:37.182]  Stay there, Dr. Long's segment coming up.
[02:29:38.482 --> 02:29:39.283]  It gets worse than that.
[02:29:39.343 --> 02:29:41.164]  Our diabetes level, everything.
[02:29:41.184 --> 02:29:45.926]  We're going to talk about that with medical doctor, Dr. Stan Monteith, on the other side.
[02:29:46.026 --> 02:29:46.466]  Stay with us.
[02:29:51.570 --> 02:29:54.553]  We're on the march, the Empire's on the run.
[02:29:54.573 --> 02:29:58.276]  Alex Jones and the GCN Radio Network.
[02:30:00.998 --> 02:30:03.941]  Have you ever wanted to generate your own supply of electrical power?
[02:30:04.401 --> 02:30:07.564]  If so, this is going to be the most important message you will ever hear.
[02:30:08.024 --> 02:30:12.388]  Solar power generators are now available from Solutions from Science in Thompson, Illinois.
[02:30:12.588 --> 02:30:18.193]  These emergency backup systems provide life-saving electrical power when you need it most, unlike gas generators.
[02:30:18.473 --> 02:30:22.956]  A solar generator runs quietly, emits no fumes, and produces electricity for free.
[02:30:23.236 --> 02:30:26.298]  It's like having an electric power plant running quietly in your own home.
[02:30:26.838 --> 02:30:31.261]  Run sump pumps, shortwave radios, computers, and even keep food from spoiling.
[02:30:31.681 --> 02:30:37.984]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[02:30:38.245 --> 02:30:40.186]  When the power goes out, you'll be ready.
[02:30:40.666 --> 02:30:43.488]  With a solar power generator from Solutions from Science.
[02:30:43.868 --> 02:30:47.931]  Go to MySolarBackup.com and get off the grid today.
[02:30:48.372 --> 02:30:50.153]  That's MySolarBackup.com.
[02:30:50.173 --> 02:30:50.513]  Or call 877-327-0365.
[02:30:50.533 --> 02:30:50.573]  877-327-0365.
[02:30:50.593 --> 02:30:51.134]  Don't wait.
[02:30:51.154 --> 02:30:51.634]  Call today.
[02:31:01.181 --> 02:31:08.666]  Have you heard that millionaire, entrepreneur, businessman, your congressional candidate and author Robert Beatles wrote a new book called Here's What You Do.
[02:31:08.926 --> 02:31:14.709]  You can buy it at hereiswhatyoudo.net as an e-book for six bucks or the book for ten bucks.
[02:31:15.009 --> 02:31:17.711]  And we have an audio book on its way for you commuters as well.
[02:31:17.971 --> 02:31:23.875]  Here's What You Do tells you exactly what to do to survive and thrive in these harsh economic times.
