[00:00:00.009 --> 00:00:00.069]  Wow.
[01:49:35.930 --> 01:49:36.410]  But you know what?
[01:49:36.430 --> 01:49:40.212]  There's something they said during the Vietnam War, which rings true right now.
[01:49:40.572 --> 01:49:46.075]  What they used to say is, hey man, what if they gave a war and nobody came?
[01:49:46.991 --> 01:49:47.291]  You know?
[01:49:47.831 --> 01:49:50.992]  Well, that philosophy is cogent right now.
[01:49:51.052 --> 01:49:52.272]  Yeah, we just say, screw you!
[01:49:52.312 --> 01:49:53.873]  We're not going along with your crap.
[01:49:54.073 --> 01:49:55.433]  We don't buy anything you say.
[01:49:55.473 --> 01:49:56.253]  Yeah, just forget it.
[01:49:56.353 --> 01:50:00.974]  What if you declare a totalitarian state and nobody shows up?
[01:50:01.554 --> 01:50:01.774]  You know?
[01:50:02.115 --> 01:50:06.896]  Massive civil disobedience by the police, state officials, local officials.
[01:50:07.076 --> 01:50:08.336]  Just forget it, man!
[01:50:08.776 --> 01:50:12.457]  Go find your own totalitarian state somewhere else and get the heck out of ours.
[01:50:12.537 --> 01:50:15.040]  Then the feds will stage a bombing, but we expose them.
[01:50:15.420 --> 01:50:15.960]  Exactly.
[01:50:16.081 --> 01:50:19.244]  I mean, you know, what they do is they carrot and stick you with all their nonsense.
[01:50:19.264 --> 01:50:23.828]  They'll say, here, have this program, you get a bunch of money, and if you won't do what we say, we're going to yank your money.
[01:50:24.009 --> 01:50:25.070]  Just get off of their tit!
[01:50:27.918 --> 01:50:29.678]  Well said, Vice Ray Gunray.
[01:50:29.738 --> 01:50:30.098]  Thank you.
[01:50:30.939 --> 01:50:32.259]  All right, ladies and gentlemen.
[01:50:33.579 --> 01:50:34.899]  We're going to be back in a moment.
[01:50:34.940 --> 01:50:35.520]  Thanks, Scholar.
[01:50:36.000 --> 01:50:37.220]  And we're going to bring up Mike Rivera.
[01:50:37.240 --> 01:50:39.300]  He'll keep bobbing here with us about 30 minutes as well.
[01:50:39.681 --> 01:50:45.902]  And then later, are there really microphones and cameras in Magnavox converters for digital?
[01:50:48.722 --> 01:50:53.583]  Thank you for listening to GCN.
[01:50:53.603 --> 01:50:55.284]  Visit GCNlive.com today.
[01:50:57.961 --> 01:50:59.522]  Hello friends, this is Alex Jones.
[01:50:59.642 --> 01:51:04.223]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:51:04.383 --> 01:51:07.144]  We need to be independent, and food and water is the key.
[01:51:07.344 --> 01:51:10.205]  You'll never have to stand in a bread line if you have your own bread.
[01:51:10.385 --> 01:51:15.107]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:51:15.347 --> 01:51:16.268]  If you simply prepare.
[01:51:16.468 --> 01:51:19.410]  No one is going to take care of your family in the final equation but you.
[01:51:19.711 --> 01:51:26.616]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:51:26.716 --> 01:51:29.819]  And they do it at almost half the cost of last year's grocery prices.
[01:51:29.979 --> 01:51:31.860]  Call 1-800-409-5633 or on the web go to eFoodsDirect.com
[01:51:35.123 --> 01:51:41.209]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-stride, and dehydrated foods they have to offer.
[01:51:41.389 --> 01:51:45.133]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:51:45.153 --> 01:51:46.635]  Again, 1-800-409-5633 or on the web at eFoodsDirect.com.
[01:51:46.675 --> 01:51:47.115]  Take action today.
[01:51:47.135 --> 01:51:48.957]  The first step is getting storable food.
[01:52:00.569 --> 01:52:02.470]  Waging war on corruption.
[01:52:02.951 --> 01:52:05.733]  Alex Jones on the GCN Radio Network.
[01:52:39.142 --> 01:52:42.885]  We are now into the fourth and final hour.
[01:52:44.045 --> 01:52:46.827]  Mike Rivero joins us from Hawaii.
[01:52:48.188 --> 01:52:48.569]  Aloha!
[01:52:48.589 --> 01:52:56.494]  We've got him on the webcam simulcasting with us up at PrisonPlanet.TV.
[01:52:58.815 --> 01:53:02.658]  And we also have Bob Dacey here in studio with us.
[01:53:05.526 --> 01:53:10.308]  Bob, we're going to punch him back up on the webcam here in just a moment.
[01:53:10.368 --> 01:53:15.489]  Before we go to Mike Rivera and continue with the phone calls, how do you think this Obama thing is going to end?
[01:53:15.529 --> 01:53:18.891]  I mean, Bush was their puppet, carried through their agenda, became very unpopular.
[01:53:19.551 --> 01:53:23.552]  He's a horrible little creature, but at the same time just a puppet nonetheless.
[01:53:23.592 --> 01:53:24.993]  You know, puppet on the left, puppet on the right.
[01:53:25.033 --> 01:53:25.993]  Gee, I like this puppet.
[01:53:26.873 --> 01:53:27.834]  As a famous comedian,
[01:53:28.954 --> 01:53:37.257]  Bill Hicks like to say, I do see a lot of the Obama people, the Obama people that aren't complete sheep, starting to wake up.
[01:53:37.277 --> 01:53:40.078]  But some of them are just bleeding even more angrily.
[01:53:40.098 --> 01:53:41.299]  Obama!
[01:53:41.659 --> 01:53:42.239]  Obama!
[01:53:42.539 --> 01:53:44.200]  And it was on the news yesterday that
[01:53:44.560 --> 01:53:49.704]  The Obamanoids are running around pulling off conservative stickers, going after people, getting aggressive.
[01:53:50.065 --> 01:53:52.206]  Police are harassing people with anti-Obama stickers.
[01:53:52.226 --> 01:53:55.229]  We know in Missouri, police went on the news and said, don't talk bad about Obama.
[01:53:55.649 --> 01:53:58.011]  We'll decide if it's a lie or not and arrest you.
[01:53:58.071 --> 01:54:00.293]  That was on the news during the campaign.
[01:54:00.694 --> 01:54:04.237]  I think it depends on how stupid people have been, how stupid people are, really.
[01:54:04.537 --> 01:54:09.221]  I mean, through efforts, your efforts, there's more and more people that aren't stupid.
[01:54:09.661 --> 01:54:10.982]  And I think it depends on
[01:54:12.103 --> 01:54:14.405]  How many of them can still think?
[01:54:15.345 --> 01:54:19.028]  And I think, look at the Ron Paul campaign, there's millions of young people that can still think.
[01:54:20.008 --> 01:54:21.269]  And they can keep spreading the word.
[01:54:21.469 --> 01:54:24.531]  And I think that this thing's going to fail one way or the other.
[01:54:24.591 --> 01:54:26.212]  Obama's going to be exposed as a fraud.
[01:54:26.973 --> 01:54:30.775]  And I think it'll be quicker, I think, than George Bush.
[01:54:31.316 --> 01:54:33.737]  Just because the lies are just coming.
[01:54:34.918 --> 01:54:37.820]  He's promised so much, and he's going to deliver nothing.
[01:54:38.737 --> 01:54:46.480]  And as the economy collapses, that's what really makes people wake up, is when they don't have anything to eat, or their paycheck gets cut or whatever.
[01:54:47.240 --> 01:54:58.865]  They're going to be looking for somebody to blame, and since he's the guy sitting up there, even though he's nothing but a puppet, and since the economy continues to collapse, and because they are collapsing the economy on purpose, he's going to take the heat.
[01:54:58.985 --> 01:55:10.294]  But that's what the elite want, is that the Obama supporters and the rest of the people fighting with each other, Obama's saying, look, you didn't get behind my plan, that's why things are getting worse, and everybody focuses on Obama instead of the power behind the throne.
[01:55:10.594 --> 01:55:13.677]  You know, I want to do something in here live on TV, because this is crazy.
[01:55:13.697 --> 01:55:16.079]  We've got two different crews in here and a bunch of folks out there.
[01:55:16.279 --> 01:55:25.366]  Guys, rotate this camera around right here and show the boom mic and some of the stuff, and rotate this camera over here around and kind of get the back shot of this fellow with the big camera here.
[01:55:25.406 --> 01:55:25.867]  This is cool.
[01:55:29.089 --> 01:55:30.029]  What's going on in here?
[01:55:30.809 --> 01:55:33.251]  And plus, people keep wanting to get a tour of the new studios.
[01:55:33.411 --> 01:55:47.217]  I'm so busy finishing the Obama Deception, literally working 18 hours a day many days, most days about 16 and a half, 17, not counting transit time, that I haven't had time to shoot video of the studio to give people an idea.
[01:55:47.257 --> 01:55:50.639]  But I also want to do a video tour of the entire office.
[01:55:50.659 --> 01:55:55.961]  Maybe we should hook up a camera with a wireless unit someday so I can just do it live, like Bill O'Reilly says.
[01:55:56.161 --> 01:55:57.042]  Let's do it live!
[01:56:00.087 --> 01:56:00.908]  I've seen that clip.
[01:56:01.148 --> 01:56:02.089]  You've seen that clip, guys?
[01:56:03.731 --> 01:56:07.435]  On him on Extra or whatever it was, or Current Affair, whatever it was, I don't remember.
[01:56:08.216 --> 01:56:10.999]  But a lot of stuff going on in here.
[01:56:11.019 --> 01:56:14.803]  We're about to go to break here, but let's go ahead and bring up Mike Rivero.
[01:56:15.203 --> 01:56:16.665]  Hey, Mike, how's it going?
[01:56:16.725 --> 01:56:17.906]  Aloha there, my friend.
[01:56:18.783 --> 01:56:21.045]  Aloha Nui Nui, how's it going over there?
[01:56:21.646 --> 01:56:24.028]  Oh good man, this is exciting here.
[01:56:24.948 --> 01:56:37.899]  When we come back I want you to talk about the alternative media and how it's exploding and displacing the mainstream corporate horror media and how they're striking back with internet too and now making the announcements that they're going to have the FCC regulate our speech on the web.
[01:56:38.440 --> 01:56:39.601]  Tell us what we can politically say.
[01:56:39.681 --> 01:56:41.963]  Canada's announcing it and I want to get your take Bob.
[01:56:43.328 --> 01:56:53.092]  And we will continue with your phone calls straight ahead with Mike Rivero, Bob Dacey, the Australian film crew, and the Independent Film Channel.
[01:56:53.772 --> 01:57:03.735]  And the Independent Film Channel is separately doing a little piece here, but they've got a film called The New World Order coming out, with yours truly on my heels, coming out in a few months on IFC as well.
[01:57:04.096 --> 01:57:06.596]  And it's the fairest documentary I've ever seen from the mainstream media.
[01:57:06.997 --> 01:57:07.937]  So maybe they're good guys.
[01:57:08.417 --> 01:57:11.799]  More than 700 chemicals have been found in our drinking water.
[01:57:11.939 --> 01:57:17.161]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[01:57:17.341 --> 01:57:22.124]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[01:57:22.504 --> 01:57:33.609]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[01:57:34.009 --> 01:57:39.574]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons or 1 year whichever comes first.
[01:57:39.794 --> 01:57:45.859]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[01:57:46.059 --> 01:57:46.699]  What about you?
[01:57:47.100 --> 01:57:53.125]  Order your KDF Shower Filter normally $49 for a special price of only $39.99 with free shipping.
[01:57:53.525 --> 01:57:55.667]  Call the Berkey guy and order now by calling 1-877-886-3653.
[01:57:59.008 --> 01:58:00.349]  That's 1-877-886-3653.
[01:58:02.810 --> 01:58:06.331]  Or simply click on the banner at GCNlive.com to order online now.
[01:58:07.892 --> 01:58:14.274]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[01:58:14.634 --> 01:58:16.295]  The enemy struck America on September 11th.
[01:58:17.273 --> 01:58:18.294]  But who is the enemy?
[01:58:18.815 --> 01:58:19.335]  Bin Laden.
[01:58:19.615 --> 01:58:20.617]  This is his ammo.
[01:58:20.637 --> 01:58:21.918]  We have to look to the Middle East.
[01:58:21.998 --> 01:58:23.640]  We have to look to Osama Bin Laden.
[01:58:23.980 --> 01:58:30.747]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:58:31.127 --> 01:58:31.568]  Some U.S.
[01:58:31.628 --> 01:58:37.254]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
