[00:00:01.191 --> 00:00:01.611]  Michigan.
[01:49:57.634 --> 01:50:01.996]  Solar power generators are now available from Solutions from Science in Thompson, Illinois.
[01:50:02.216 --> 01:50:07.798]  These emergency backup systems provide life-saving electrical power when you need it most, unlike gas generators.
[01:50:08.098 --> 01:50:12.582]  A solar generator runs quietly, emits no fumes, and produces electricity for free.
[01:50:12.862 --> 01:50:15.904]  It's like having an electric power plant running quietly in your own home.
[01:50:16.485 --> 01:50:20.908]  Run sump pumps, shortwave radios, computers, and even keep food from spoiling.
[01:50:21.309 --> 01:50:27.614]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[01:50:27.874 --> 01:50:29.816]  When the power goes out, you'll be ready.
[01:50:30.296 --> 01:50:33.117]  With a solar power generator from Solutions from Science.
[01:50:33.497 --> 01:50:37.558]  Go to MySolarBackup.com and get off the grid today.
[01:50:37.998 --> 01:50:39.758]  That's MySolarBackup.com.
[01:50:39.778 --> 01:50:40.158]  Or call 877-327-0365.
[01:50:40.178 --> 01:50:40.218]  877-327-0365.
[01:50:40.518 --> 01:50:40.758]  Don't wait.
[01:50:40.778 --> 01:50:41.318]  Call today.
[01:50:41.398 --> 01:50:42.439]  Waging war on corruption.
[01:50:42.499 --> 01:50:43.699]  Alex Jones on the GCN Radio Network.
[01:51:07.194 --> 01:51:13.256]  You know, cutting all the sarcasm.
[01:51:15.437 --> 01:51:16.677]  Folks, we're in a lot of trouble.
[01:51:17.157 --> 01:51:18.638]  I don't have to tell most of you that.
[01:51:21.499 --> 01:51:23.139]  I don't know what we're going to do.
[01:51:23.940 --> 01:51:26.541]  Hardcore classical tyranny is running wild.
[01:51:30.074 --> 01:51:31.414]  I can't believe how bad it is.
[01:51:31.574 --> 01:51:35.795]  I mean, I'm not even looking for this stuff, and it's staring me in the eye everywhere.
[01:51:37.496 --> 01:51:43.377]  And I know they're putting stuff in the vaccines to give us brain damage and cancer, and it pisses me off, man.
[01:51:43.417 --> 01:51:44.737]  I want to bring these people to justice.
[01:51:50.678 --> 01:51:56.659]  But somehow, we've got to get other people to have a hunger to bring these criminals to justice.
[01:51:58.940 --> 01:51:59.760]  Somehow, we've got to
[01:52:01.687 --> 01:52:02.707]  Reach out to the public.
[01:52:02.828 --> 01:52:09.530]  And I know we're trying, and I know our numbers are growing, but... No, let's just go to your phone calls, and I'm gonna cover the flu and everything else.
[01:52:11.611 --> 01:52:17.234]  Let's go ahead and talk to, uh... Oh, who's up next here?
[01:52:18.954 --> 01:52:19.895]  Janet in Michigan.
[01:52:19.915 --> 01:52:21.115]  Thanks for holding her on the air.
[01:52:21.696 --> 01:52:22.556]  Hi there, Alex.
[01:52:22.616 --> 01:52:23.076]  How are you?
[01:52:23.596 --> 01:52:24.377]  I'm doing alright.
[01:52:24.977 --> 01:52:27.158]  Well, my... This is my opinion.
[01:52:27.598 --> 01:52:29.199]  With all the shit that I've seen,
[01:52:30.612 --> 01:52:32.173]  Man, we're going to have to let you go, okay?
[01:52:32.593 --> 01:52:34.154]  This is a syndicated radio show.
[01:52:34.875 --> 01:52:38.377]  Alright, let's go ahead and take another call here.
[01:52:39.577 --> 01:52:43.860]  Let's go ahead and talk to Rachel in Oregon.
[01:52:43.920 --> 01:52:44.961]  Rachel, you're on the air.
[01:52:45.001 --> 01:52:45.441]  Go ahead.
[01:52:45.461 --> 01:52:47.242]  Hey Alex, how are you?
[01:52:47.582 --> 01:52:47.942]  Pretty good.
[01:52:48.903 --> 01:52:59.209]  I'm calling because I was in traffic the other day in downtown Portland and I saw a vehicle that had police written on it.
[01:52:59.873 --> 01:53:11.959]  In the big letters, but above it, and it just passed us in the intersection, it said federal and then after it was one word and then below it another.
[01:53:12.788 --> 01:53:13.568]  I think it's federal.
[01:53:13.588 --> 01:53:18.591]  No, no, they do have federal and what they call national police that are federal showing up everywhere.
[01:53:18.631 --> 01:53:20.772]  I see them all the time here in Austin.
[01:53:21.652 --> 01:53:25.014]  And I mean, think about Obama saying, I want year-round school.
[01:53:25.394 --> 01:53:28.315]  States won't get their money unless they have 12 months of school.
[01:53:28.895 --> 01:53:32.237]  How did the federal government... These are not independent school districts.
[01:53:32.257 --> 01:53:39.360]  They're little local whorehouse groups that get federal money that came from the states to begin with to follow their orders.
[01:53:40.180 --> 01:53:41.321]  And it's disgusting.
[01:53:43.054 --> 01:53:47.237]  Now, are these new, or are they just something I haven't noticed before?
[01:53:49.178 --> 01:53:57.384]  We first started seeing federal police back in the early 1990s, but no, under Homeland Security, they're federalizing everything.
[01:53:59.185 --> 01:54:01.726]  Every major department's already been completely federalized.
[01:54:02.847 --> 01:54:05.289]  And they're even putting Army liaisons in.
[01:54:06.525 --> 01:54:13.872]  And they're putting them into these threat fusion centers, normally run by the Pentagon, and they every month show the cops a new feature.
[01:54:14.392 --> 01:54:17.075]  Oh, today we're going to show you how to track everybody in real time.
[01:54:17.575 --> 01:54:19.177]  And the cops are just happy to be there.
[01:54:19.197 --> 01:54:21.079]  They're honored members of the department.
[01:54:21.119 --> 01:54:22.820]  And FEMA gets up and says,
[01:54:24.011 --> 01:54:35.038]  Under an emergency system, when we're looking for terrorists or criminals, you just put in their social security number and all known cell phones registered under their name, under the Telecommunications Act, come up live.
[01:54:35.658 --> 01:54:38.079]  So they put in Alex Jones' social security number and bloop!
[01:54:38.820 --> 01:54:41.762]  There he is, right there on this street in South Austin.
[01:54:42.982 --> 01:54:46.024]  And, you know, they just keep introducing the new slave grid.
[01:54:46.044 --> 01:54:48.866]  Oh, now here's a license plate reading system.
[01:54:49.707 --> 01:54:53.969]  Then they tell them, if anybody does anything, go ahead and put them in a database.
[01:54:54.349 --> 01:54:56.790]  Put as many Americans as you can in the database.
[01:54:58.330 --> 01:55:00.771]  And they just turned them all into a little federal secret police.
[01:55:05.153 --> 01:55:17.058]  We thought Portland was going to be pretty difficult to get to pass the flu, because there's a lot of people here who would probably oppose it, but it's getting stranger and stranger out here.
[01:55:17.805 --> 01:55:18.085]  It is.
[01:55:18.125 --> 01:55:18.685]  God bless you.
[01:55:18.725 --> 01:55:19.526]  Good to hear from you.
[01:55:19.726 --> 01:55:20.626]  It is getting insane.
[01:55:20.666 --> 01:55:23.367]  It doesn't matter if your town's liberal, your town's conservative.
[01:55:25.848 --> 01:55:26.868]  They just come in.
[01:55:27.428 --> 01:55:30.309]  Look, most mayors and county commissioners are social climbers.
[01:55:30.810 --> 01:55:39.113]  And they get taken to the statehouse, they get taken to federal meetings, they get flown to meetings, and they're told, you move up the power structure if you implement this.
[01:55:39.753 --> 01:55:42.734]  And the same global system is being implemented worldwide.
[01:55:44.639 --> 01:55:49.902]  They're making neighbor kids visiting your kids at your house illegal worldwide.
[01:55:50.442 --> 01:55:52.123]  They're making being normal illegal.
[01:55:52.163 --> 01:55:53.944]  They're making just living your life illegal.
[01:55:56.085 --> 01:55:57.266]  They're doing it everywhere.
[01:56:01.343 --> 01:56:03.944]  Hello, this is Alex Jones with some important questions.
[01:56:04.365 --> 01:56:09.327]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:56:09.688 --> 01:56:11.409]  My answer would be all I can get.
[01:56:11.729 --> 01:56:16.552]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:56:16.732 --> 01:56:17.692]  How much do you want?
[01:56:17.912 --> 01:56:18.673]  When do you want it?
[01:56:19.053 --> 01:56:20.634]  Now or after the battle starts?
[01:56:20.914 --> 01:56:21.754]  When will you need it?
[01:56:21.995 --> 01:56:24.056]  Can you buy it without proper identification?
[01:56:24.196 --> 01:56:25.316]  Will there be any food?
[01:56:25.537 --> 01:56:26.137]  Will it make your
[01:56:26.277 --> 01:56:26.878]  I'm Alex Jones.
[01:56:44.975 --> 01:56:47.736]  I want all of you good guys to live to fight another day.
[01:56:48.036 --> 01:56:49.777]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[01:56:49.797 --> 01:56:50.717]  Again, that number, 1-800-409-5633.
[01:57:00.273 --> 01:57:05.460]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[01:57:05.580 --> 01:57:09.946]  Will you continue to be their profit center, buying their processed food that makes you sick?
[01:57:10.106 --> 01:57:11.969]  Go to the doctor and buy their drugs?
[01:57:12.389 --> 01:57:13.751]  You don't have to cooperate.
[01:57:14.011 --> 01:57:15.053]  There is a solution.
[01:57:15.273 --> 01:57:23.294]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[01:57:23.695 --> 01:57:30.756]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[01:57:31.156 --> 01:57:36.797]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[01:57:37.197 --> 01:57:42.778]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[01:57:43.198 --> 01:57:47.022]  Try all of their truly honest products that will keep you alive and healthy.
[01:57:47.362 --> 01:57:51.706]  Go to enerfood.com or give them a call right now.
[01:57:51.726 --> 01:57:53.568]  866-762-9238.
[01:57:54.829 --> 01:57:58.133]  Click on their banner at infowars.com to see all the available discounts.
[01:58:01.972 --> 01:58:03.173]  Remain in your houses.
[01:58:03.974 --> 01:58:09.140]  The President of the United States has declared martial law under Executive Order 11004.
[01:58:09.740 --> 01:58:10.741]  Will they do it?
[01:58:11.102 --> 01:58:13.064]  Will they pull the trigger this time?
[01:58:13.724 --> 01:58:19.751]  We all pray they stand down, but an engineered crisis seems more likely with each passing day.
[01:58:20.191 --> 01:58:21.452]  Think it can't happen here?
[01:58:22.373 --> 01:58:25.897]  Executive Order 10-990 locks down all highways.
[01:58:26.658 --> 01:58:30.942]  Executive Order 10-995 seizes control of all media outlets.
[01:58:31.543 --> 01:58:35.808]  Executive Order 10-998 controls all farms and food supplies.
[01:58:36.448 --> 01:58:41.273]  All these executive orders are now cocked, loaded, and waiting for the right crisis.
[01:58:42.174 --> 01:58:50.280]  So if you're worried about the possibility of martial law here in America or have questions about how to survive it, go to MartialLawSurvival.com.
[01:58:50.600 --> 01:58:52.882]  That's MartialLawSurvival.com.
[01:58:53.102 --> 01:58:55.984]  Go to MartialLawSurvival.com right now.
[01:58:56.164 --> 01:58:59.106]  You must remain in your houses until your bracelets are scanned.
[01:59:01.528 --> 01:59:03.729]  He's the T-Rex of political talk.
[01:59:04.290 --> 01:59:07.052]  Alex Jones on the GCN Radio Network.
[01:59:15.655 --> 01:59:27.706]  Right here in Austin, Texas, they're announcing that you'll be thrown out of school and then be arrested if you don't take the regular flu shot and then the H1N1.
[01:59:28.727 --> 01:59:33.912]  So really what's happening here is we are seeing
[01:59:35.644 --> 01:59:44.834]  A precedent being set where school children, healthcare workers, you name it, have to take the flu shot.
[01:59:44.874 --> 01:59:49.820]  We're seeing that added to the list of 60 plus vaccines they claim are mandatory.
[01:59:49.840 --> 01:59:55.226]  Now remember, Governor Rick Perry claimed that the Gardasil shot was mandatory.
[01:59:56.107 --> 01:59:57.168]  Now, that was a lie.
[01:59:57.908 --> 02:00:17.539]  He just put it on the list of health departments, state health department, listed mandatory under policy, then public schools lied, and would kick you out for truancy, saying you'd violated policy if you hadn't taken it, never telling you there was a waiver they were supposed to give you for the policy under state law.
[02:00:19.080 --> 02:00:21.982]  So, even if you're for these shots, it's all fraud-driven.
[02:00:25.523 --> 02:00:28.526]  So it says, should healthcare workers be required to get flu shot?
[02:00:28.566 --> 02:00:29.927]  And all over the nation they are.
[02:00:30.508 --> 02:00:31.889]  All over the nation they're suing.
[02:00:32.249 --> 02:00:34.271]  Before I get to the flu news, I wanted to show you this.
[02:00:34.812 --> 02:00:37.634]  CCTV website recruits video vigilantes.
[02:00:38.155 --> 02:00:39.116]  Governments in the U.S.
[02:00:39.136 --> 02:00:47.303]  and England are paying people to spy, they call it volunteer though, but then they pay you, to spy on the surveillance cameras and report to police.
[02:00:47.323 --> 02:00:48.444]  They want you to be involved in it.
[02:00:49.125 --> 02:00:50.266]  Here's the New York Times.
