[00:00:00.429 --> 00:00:01.670]  ...author many times over.
[01:43:26.152 --> 01:43:28.974]  And that's why the market's going up and everything else is dying.
[01:43:29.935 --> 01:43:34.217]  And when will we see that inflation flood out into the real economy?
[01:43:35.612 --> 01:43:44.319]  Well, you have this battle that's been going on for five and a half years, where they've been trying to keep deflation from getting out of hand.
[01:43:44.920 --> 01:43:50.124]  And they've done that through the money supply and the creation of credit, which was the old M3.
[01:43:50.744 --> 01:43:58.230]  And now what's happened over the last two years, they had the opportunity to create $23.4 trillion.
[01:43:59.231 --> 01:44:01.513]  And that is what's going into these markets.
[01:44:02.048 --> 01:44:09.631]  And if you noticed this morning, if you get up early, you saw that the FTSE in London and the DAX in Frankfurt were both up 100 points or so.
[01:44:10.311 --> 01:44:12.932]  And they were trading the Dow down about 40 points.
[01:44:13.632 --> 01:44:28.497]  And then this bogus report comes out on the employment numbers, and we'll have further numbers in my next issue, probably on Wednesday on this, and the stock market goes up 150 points.
[01:44:31.471 --> 01:44:38.715]  The FTSE, which is the FTSE in London, and the DAX, they both go up 80, 90 to 100 points.
[01:44:39.456 --> 01:44:46.780]  And then at the same time, they made the dollar on the USDX index go up a whole point.
[01:44:47.881 --> 01:44:52.223]  And of course, gold was down today, and they tried to get silver down, but they couldn't.
[01:44:52.724 --> 01:44:54.985]  And the point is, these markets
[01:44:56.463 --> 01:44:58.644]  They are totally manipulated.
[01:44:59.044 --> 01:45:01.145]  And these people don't care whether you know it or not.
[01:45:01.546 --> 01:45:03.407]  And everybody on Wall Street knows it.
[01:45:03.727 --> 01:45:05.508]  They just try to get in the right direction.
[01:45:06.508 --> 01:45:10.930]  But that's the issue, is the corruption just gets crazier and crazier and more and more obvious.
[01:45:11.471 --> 01:45:12.331]  Let's take a call.
[01:45:12.391 --> 01:45:13.532]  Steve in Chicago.
[01:45:14.592 --> 01:45:16.753]  You're on the air with Bob Chapman.
[01:45:17.434 --> 01:45:19.755]  Yes, Bob, you and I are older guys.
[01:45:21.296 --> 01:45:25.878]  You and I appreciate the apotheosis of Barack Hussein Obama, but the reason why I called
[01:45:26.623 --> 01:45:33.689]  The article in the Washington Times today, it's entitled Justice Department Press to Explain Panthers Dropped Charges.
[01:45:34.189 --> 01:45:39.273]  Now that has to do with a case against the new Black Panthers who were intimidating, clearly intimidating.
[01:45:39.293 --> 01:45:41.856]  They got pictures of it with clubs and guns and everything else.
[01:45:42.536 --> 01:45:46.599]  And so anyways, these charges were dropped as soon as Mr. Holder came in there.
[01:45:46.619 --> 01:45:48.981]  Of course, they colored Attorney General.
[01:45:49.302 --> 01:45:54.886]  Now, what I want to do is I want to quote a former Deputy Associate U.S.
[01:45:55.146 --> 01:45:55.887]  Attorney General
[01:45:56.617 --> 01:45:58.019]  Uh, said this, quoting,
[01:46:08.806 --> 01:46:12.407]  Now, to me, that means this is politically motivated.
[01:46:12.707 --> 01:46:13.247]  No, it isn't.
[01:46:13.267 --> 01:46:15.907]  I appreciate your call, and they can commit the hate crimes.
[01:46:16.287 --> 01:46:22.389]  See, hate crime means if you're white, you can be murdered, and it's a wonderful thing, and they give a medal to who kills you.
[01:46:23.089 --> 01:46:27.750]  But if you're another group, and somebody says something they don't like, you get arrested.
[01:46:28.410 --> 01:46:34.451]  But, again, that's only because the elite want to rob the middle class, which they see as predominantly white, though it really isn't.
[01:46:35.311 --> 01:46:37.693]  And so that's all this is about, is divide and conquer.
[01:46:38.353 --> 01:46:39.414]  Bob Chavin, your comments?
[01:46:40.534 --> 01:46:41.695]  That's exactly what it is.
[01:46:42.436 --> 01:46:47.138]  And they're setting groups against one another, and they're just using people.
[01:46:47.819 --> 01:46:54.143]  And all these poor fools that go and get sucked in by it, shortchanging themselves, that's for sure.
[01:46:54.603 --> 01:47:02.388]  Yeah, we need whites and blacks and everybody else to just stop killing each other, like Rodney King said, can't we all just get along and arrest the bankers?
[01:47:03.365 --> 01:47:06.231]  As Rodney King said, can't we all just get along and arrest David Rockefeller?
[01:47:06.913 --> 01:47:07.594]  He really said that.
[01:47:07.614 --> 01:47:11.282]  He said, why can't we just get along and end the Fed and arrest the Rothschilds?
[01:47:11.804 --> 01:47:12.385]  Back in 70 seconds.
[01:47:15.049 --> 01:47:20.015]  America's number one source for independent talk radio for over a decade.
[01:47:20.635 --> 01:47:23.959]  We are the GCN Radio Network.
[01:47:24.520 --> 01:47:25.621]  This is Alex Jones.
[01:47:25.901 --> 01:47:27.703]  Have you heard of the millionaire patriot?
[01:47:27.903 --> 01:47:28.524]  Well, you should.
[01:47:28.544 --> 01:47:33.149]  He has a free handgun and five days of firearms training waiting for you.
[01:47:33.389 --> 01:47:33.830]  That's right.
[01:47:34.170 --> 01:47:44.057]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit, all for pennies on the dollar.
[01:47:44.177 --> 01:47:51.162]  Plus, if you act fast, the Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[01:47:51.522 --> 01:47:58.045]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:47:58.406 --> 01:48:03.608]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:48:03.928 --> 01:48:05.069]  This is real.
[01:48:05.389 --> 01:48:06.129]  Don't miss out.
[01:48:06.450 --> 01:48:14.834]  Secure a Front Sight defensive handgun course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:48:15.014 --> 01:48:17.115]  Go to FrontSight.com today.
[01:48:17.375 --> 01:48:20.880]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:48:21.060 --> 01:48:24.064]  Go to FrontSite.com for your training and free gun.
[01:48:27.529 --> 01:48:29.452]  Waging war on corruption.
[01:48:29.933 --> 01:48:32.696]  Alex Jones on the GCN Radio Network.
[01:48:41.832 --> 01:48:44.094]  Let's jam in a few more calls for Bob Chapman.
[01:48:44.174 --> 01:48:47.618]  I'm going to blitz through a huge stack of headlines I haven't gotten to.
[01:48:48.118 --> 01:48:52.923]  And we have the lawyer who contacted us for the black man beat up by the Obama supporters on video.
[01:48:53.904 --> 01:48:56.026]  And the news didn't want to point that out.
[01:48:57.062 --> 01:48:59.583]  They wanted to say that Republicans were out causing problems.
[01:49:00.563 --> 01:49:08.305]  When it's people mad across the board, black, white, Republican, Democrat, Libertarian, we just are sick of the bankers and the corrupt political parties.
[01:49:09.125 --> 01:49:10.386]  Jim in Chicago.
[01:49:10.426 --> 01:49:12.066]  Another call from Chicago.
[01:49:12.967 --> 01:49:13.827]  Go ahead, Jim.
[01:49:14.487 --> 01:49:15.167]  How you doing, Alex?
[01:49:15.687 --> 01:49:15.967]  Good.
[01:49:16.488 --> 01:49:17.268]  Hey, look, I want to...
[01:49:18.826 --> 01:49:19.747]  I got a little bit of a problem.
[01:49:19.767 --> 01:49:20.968]  I've been with you for a long time.
[01:49:21.008 --> 01:49:24.392]  I really like you, Alex, but, uh, we gotta lay off this union bash.
[01:49:24.432 --> 01:49:27.235]  Now, I've been a union member for 20 years, and I don't work for ACORN.
[01:49:28.035 --> 01:49:28.376]  Okay?
[01:49:28.436 --> 01:49:29.397]  I'm not a Democrat.
[01:49:29.437 --> 01:49:30.438]  I'm not a Republican.
[01:49:31.004 --> 01:49:35.106]  This New World Order, I've been fighting them my whole life because this is nothing but global fascism.
[01:49:35.126 --> 01:49:36.887]  That's what union members do.
[01:49:37.047 --> 01:49:38.227]  Let me just stop you.
[01:49:38.247 --> 01:49:44.970]  I think it was Bob earlier talking about them attacking unions, and I talk about Rockefellers having the unions machine gunned.
[01:49:45.790 --> 01:49:51.633]  I was saying that more and more Obama is trying to take the unions over to use them as political weapons.
[01:49:51.713 --> 01:49:55.715]  Now they don't get jobs in factories, they get jobs being thugs for the government.
[01:49:56.295 --> 01:50:08.363]  I mean, we've always supported unions here, and so maybe I should be more specific and exact when I talk about this, but it is union people attacking the anti-socialist health care folks.
[01:50:08.744 --> 01:50:13.667]  I mean, Obama is selling the unions out on NAFTA and GATT, which he promised to get rid of.
[01:50:13.707 --> 01:50:18.470]  So if I came off as being anti-union, I'm sorry, but that's not what I meant.
[01:50:19.671 --> 01:50:22.613]  That's why I like listening to you, but we get a bad
[01:50:23.186 --> 01:50:24.067]  It could be from everybody.
[01:50:24.107 --> 01:50:32.414]  The mainstream media, which is controlled by these global bankers that have been attacking us for 30 years, as we've watched the decline of America, it's been because of the decline.
[01:50:32.434 --> 01:50:36.177]  Well, don't you... I mean, I have Tarpley on every week and he just worships unions.
[01:50:36.237 --> 01:50:36.577]  Yeah.
[01:50:37.198 --> 01:50:40.040]  But he will tell you that the unions have been taken over.
[01:50:40.720 --> 01:50:45.444]  Oh, trust me, I understand that, but you've got to understand there's public sector and private sector unions.
[01:50:45.945 --> 01:50:47.406]  The public sector have really taken over.
[01:50:47.446 --> 01:50:51.029]  I mean, like on TV when they make the jokes about union guys not being able to get fired.
[01:50:51.656 --> 01:50:54.257]  That's only your bureaucrats.
[01:50:54.837 --> 01:50:58.918]  You know, guys at construction unions like me, like the Internet... No, no, that's people in the government union.
[01:51:00.579 --> 01:51:01.059]  Exactly.
[01:51:01.159 --> 01:51:03.460]  But, Bob Chapman, you want to chime in on this?
[01:51:04.180 --> 01:51:07.761]  The only thing I want to say is, you're right, Alex, and he's right.
[01:51:08.801 --> 01:51:19.945]  My father was one of the original members of the Teamsters Union, and he was in the Teamsters Union for 30 years and retired on a pension, so you know where I'm coming from.
[01:51:22.426 --> 01:51:24.568]  It brought America to the middle class.
[01:51:24.788 --> 01:51:28.691]  And global fascism's greatest threat is organized labor.
[01:51:28.731 --> 01:51:31.393]  That's why they've worked so hard for the last 30 years to destroy us.
[01:51:31.826 --> 01:51:33.587]  That's why they've been devaluing the dollar.
[01:51:33.607 --> 01:51:40.993]  Yeah, and they have destroyed the unions, and so we have to be honest about what's happened to the unions, if you ever want to have that bargaining power again.
[01:51:41.013 --> 01:51:47.297]  You know, the robber barons said, hey, unions, compete with Chinese slave labor, compete with Mexican slave labor.
[01:51:47.998 --> 01:51:54.042]  And so now, all that's left for the unions is to be thugs for the globalists as they mop up America.
[01:51:54.443 --> 01:51:56.464]  So I'm telling the unions, rebel against this.
[01:51:58.686 --> 01:52:00.167]  Another thing that we need here,
[01:52:00.834 --> 01:52:08.059]  That'll really help the unions in America is trade legislation for tariffs on goods and services.
[01:52:08.600 --> 01:52:13.143]  That is the key to bringing back manufacturing to the United States.
[01:52:13.803 --> 01:52:25.392]  And if we could get Congress to pass that, then all these companies that left would be forced to come back because there wouldn't be any advantage anymore because they'd be paying tariffs which would go into the federal coffers.
[01:52:28.183 --> 01:52:29.304]  You're absolutely right, Bob.
[01:52:29.564 --> 01:52:33.808]  Well, listen, I appreciate your call, Jim.
[01:52:33.848 --> 01:52:34.608]  It's good to hear from you.
[01:52:35.029 --> 01:52:36.950]  Bob, I know you're a busy, busy creature.
[01:52:37.251 --> 01:52:41.134]  You want to do five, six more minutes on the other side and talk to Ben, Joe, and John?
[01:52:42.055 --> 01:52:42.715]  Absolutely.
[01:52:43.496 --> 01:52:43.836]  All right.
[01:52:43.856 --> 01:52:46.078]  We're going to come back after break and talk to a few callers.
[01:52:46.118 --> 01:52:47.119]  Then I want to play a clip.
[01:52:47.760 --> 01:52:48.941]  I've got the article here somewhere.
[01:52:50.509 --> 01:53:05.637]  Well, somebody sent me an email on his YouTube attacking me saying I never talk about abolishing the Fed and I never talk about Congress abolishing the Fed and that's all we talk about here.
[01:53:05.717 --> 01:53:11.300]  So I wanted to play this because it also illustrates how it seems like 99% of the time when I get criticized
[01:53:12.701 --> 01:53:13.982]  It's over straw men.
[01:53:14.802 --> 01:53:16.784]  It's not over real issues.
[01:53:16.844 --> 01:53:18.286]  It's not over who I really am.
[01:53:19.406 --> 01:53:23.310]  And, you know, let's say I'm even the worst guy since Timbuktu.
[01:53:24.071 --> 01:53:31.557]  Still, we need to move on and deal with real issues that actually affect people.
[01:53:32.458 --> 01:53:33.539]  Not obsessing over me.
