[00:00:19.507 --> 00:00:21.928]  43 days left.
[02:10:19.093 --> 02:10:21.174]  Hey, Alex.
[02:10:21.514 --> 02:10:21.814]  Welcome.
[02:10:22.990 --> 02:10:24.391]  Hey, I got a question.
[02:10:24.831 --> 02:10:31.235]  When Rosenstein walked up to the White House like he did earlier, how come they just don't arrest him?
[02:10:31.916 --> 02:10:32.936]  They know he's a traitor.
[02:10:32.956 --> 02:10:35.838]  Well, here's the deal.
[02:10:37.458 --> 02:10:42.841]  They know that there's the illusion that he's this Justice Department person that the media worships.
[02:10:43.782 --> 02:10:48.085]  So they know Rosenstein already tried to quit to trick Trump into firing him.
[02:10:48.885 --> 02:10:51.947]  And so they're playing these super weird games right now.
[02:10:52.568 --> 02:10:55.349]  And so I think Trump did the right thing, going, oh no, you're my buddy!
[02:10:56.010 --> 02:11:01.313]  You know, you resigned, the whole corporate media said you were gone, then you spun it that I fired you.
[02:11:01.793 --> 02:11:03.875]  It just shows the disarray of these people.
[02:11:03.915 --> 02:11:05.176]  You know, you ever heard the term
[02:11:06.109 --> 02:11:09.432]  You can't con an honest man, because they don't listen to scams.
[02:11:09.833 --> 02:11:10.814]  And that's how Trump is.
[02:11:11.535 --> 02:11:12.716]  None of it even works on him.
[02:11:13.036 --> 02:11:14.297]  He instantly sees through it.
[02:11:15.038 --> 02:11:17.881]  And so that's why all these lesser men say Trump's this idiot.
[02:11:18.181 --> 02:11:25.269]  No, because these people couldn't wipe their own white asses if it wasn't for being part of the establishment.
[02:11:26.764 --> 02:11:29.505]  Yeah, but the two sets of laws has got to stop.
[02:11:29.805 --> 02:11:37.787]  Somebody, if he doesn't take a stand, I've called the White House and I've told that lady that answers the phone that we got his back.
[02:11:38.687 --> 02:11:39.647]  Listen, Trump knows.
[02:11:39.887 --> 02:11:40.507]  Trump knows.
[02:11:41.027 --> 02:11:41.587]  Trump knows.
[02:11:41.748 --> 02:11:43.308]  That's why he's about to release the documents.
[02:11:43.328 --> 02:11:43.848]  They panicked.
[02:11:44.228 --> 02:11:46.709]  He gave them a week not to release them and now they're already freaking out.
[02:11:46.989 --> 02:11:47.409]  He has
[02:11:48.823 --> 02:11:49.864]  He has them dead to rights.
[02:11:50.544 --> 02:11:55.447]  These criminals are so arrogant, it's their mental illness, that they thought they ruled America.
[02:11:56.028 --> 02:12:07.475]  Even though their witch queen Hillary was gone and Obama was gone, they had stay-behind networks and funding through the Justice Department, CIA, and through the Board of Governors of the FCC.
[02:12:08.015 --> 02:12:10.377]  So they believe they've got political power.
[02:12:10.717 --> 02:12:14.960]  Trump's showing they don't have real power to all the stay-behind networks right now.
[02:12:15.620 --> 02:12:17.763]  And don't worry, it's not just Project Veritas.
[02:12:17.863 --> 02:12:23.749]  As I told the New York Times a month ago, there's new video of big tech admitting censorship coming out.
[02:12:24.270 --> 02:12:26.032]  And it's not just Veritas that's doing it now.
[02:12:26.773 --> 02:12:31.118]  Patriots, now that they've pulled this on Trump the last few months, there's been a total release.
[02:12:31.198 --> 02:12:32.760]  And I'll go ahead and let them know because they already know.
[02:12:34.215 --> 02:12:38.697]  Trump has now released the military and the patriots that are in the intelligence agencies on these people.
[02:12:39.717 --> 02:12:43.298]  So, they're all being recorded, they're all being taped, they're all being set up right now.
[02:12:44.158 --> 02:12:47.880]  And like, you get around a conservative or a patriot, we're all about doing nothing wrong.
[02:12:48.240 --> 02:12:52.501]  You get around a leftist, their religion is being dirty and talking crap.
[02:12:52.921 --> 02:12:55.702]  You wonder how they can be so arrogant, like, oh, screw everyone over!
[02:12:55.982 --> 02:12:56.623]  Oh, F America!
[02:12:58.243 --> 02:12:59.704]  You're like, God, what the hell?
[02:13:00.124 --> 02:13:01.705]  That's who these people are.
[02:13:01.805 --> 02:13:04.887]  Imagine the worst people you know giving power.
[02:13:05.907 --> 02:13:07.588]  And so all you got to do is go tape them.
[02:13:07.928 --> 02:13:12.231]  We've got enough poison politically to destroy their whole system.
[02:13:12.611 --> 02:13:13.912]  Do we want to have to use it?
[02:13:14.372 --> 02:13:17.614]  And we probably are going to.
[02:13:18.174 --> 02:13:19.315]  So don't worry.
[02:13:19.775 --> 02:13:21.556]  The lethal injection for the Democrats
[02:13:22.625 --> 02:13:25.067]  The needles are already loaded up, man, politically.
[02:13:25.667 --> 02:13:27.889]  So you want to see them burn?
[02:13:30.331 --> 02:13:31.632]  We don't want to make this messy.
[02:13:32.913 --> 02:13:35.075]  But if they want to mess, they're going to get one.
[02:13:35.655 --> 02:13:37.817]  Obama and all these cokeheads.
[02:13:37.937 --> 02:13:41.920]  I mean, you know, Obama having sex with 10 dudes a day and like all the cocaine he uses.
[02:13:42.361 --> 02:13:44.483]  A total addict, a total mental patient.
[02:13:45.402 --> 02:13:49.445]  And he can barely talk now, like Bill Clinton, another child rapist.
[02:13:49.965 --> 02:13:51.306]  I mean, Obama doesn't rape kids, I'm told.
[02:13:51.366 --> 02:13:52.807]  He just likes 10 dudes a day, which is fine.
[02:13:53.147 --> 02:13:57.330]  The point is, the cocaine and the drugs Obama takes, he's fried.
[02:13:58.010 --> 02:13:59.951]  And so he's just to the end of his rope, you know?
[02:13:59.972 --> 02:14:00.932]  How that works.
[02:14:03.874 --> 02:14:05.335]  Alex, can I tell you one quick story?
[02:14:05.615 --> 02:14:08.877]  Yes, Eddie, go ahead.
[02:14:09.358 --> 02:14:11.239]  I have your pocket Constitution.
[02:14:11.259 --> 02:14:12.900]  Should I carry it with me?
[02:14:14.381 --> 02:14:34.098]  And I highlighted the emoluments section in it, and I gave it to my boss at work, and she literally stood up in a meeting, took the Constitution and threw it up against the wall and said, Trump shouldn't be allowed to own his own businesses while he's the president.
[02:14:35.180 --> 02:14:37.361]  And I just thought that was crazy and I wanted to tell you.
[02:14:37.721 --> 02:14:44.344]  Did you say, hey, Hillary got billions of dollars trading favors while the head of the State Department with her foundation.
[02:14:44.404 --> 02:14:44.984]  That's OK?
[02:14:45.024 --> 02:14:48.266]  Or stealing billions from the Haitians?
[02:14:48.366 --> 02:14:52.988]  Or Bono keeps 99% of the African aid money?
[02:14:53.008 --> 02:14:58.670]  I mean, if I was running an African aid charity and I took any money for it, I'd feel bad.
[02:14:59.151 --> 02:15:00.311]  Sure, you've got to pay for the charity.
[02:15:00.371 --> 02:15:01.812]  I mean, it might even be half the expenses.
[02:15:04.167 --> 02:15:09.735]  If I was at dinner on an African charity or anything else, and I was paying for dinner off the charity, I'd feel bad.
[02:15:10.056 --> 02:15:11.899]  I mean, what a jerk, man!
[02:15:12.359 --> 02:15:13.962]  But they hold him up like he's God.
[02:15:13.982 --> 02:15:14.562]  What do you say to that?
[02:15:16.036 --> 02:15:19.218]  Oh man, I said the same thing to her.
[02:15:19.818 --> 02:15:22.619]  I said, you let all these criminals steal.
[02:15:23.220 --> 02:15:25.201]  And she's just a big lib.
[02:15:25.541 --> 02:15:30.323]  You understand, they feel their personal power through the media and the system.
[02:15:30.824 --> 02:15:32.685]  Because they have something spiritually missing.
[02:15:32.745 --> 02:15:34.606]  They just, thank God you get it.
[02:15:34.626 --> 02:15:35.886]  Because seriously, none of us are perfect.
[02:15:36.246 --> 02:15:37.327]  But we get justice.
[02:15:37.367 --> 02:15:38.288]  We get fraud.
[02:15:38.348 --> 02:15:41.289]  We get where we are in the universe and we see it.
[02:15:42.690 --> 02:15:43.650]  These people don't get it.
[02:15:44.211 --> 02:15:44.731]  They're lost.
[02:15:45.834 --> 02:15:49.980]  We'll be right back with Mike Adams with the biggest news ever.
[02:15:50.181 --> 02:15:51.262]  43 days out from the election.
[02:15:51.743 --> 02:15:52.684]  This is why they banned us.
[02:15:52.805 --> 02:15:54.928]  You don't want to stop this information.
[02:15:55.709 --> 02:15:57.932]  At a human level, I am not
[02:15:59.019 --> 02:16:03.480]  I'm pleased by being demonized by every major globalist publication in the world.
[02:16:04.360 --> 02:16:07.841]  By all the censorship, all the banning, all the demonization, all the attacks.
[02:16:07.901 --> 02:16:14.683]  But at a gut level, a spiritual level, I know that I've been effective telling the truth and I'm proud of what I've done.
[02:16:15.423 --> 02:16:19.224]  But I'm even more importantly proud of what you the listeners and viewers have done.
[02:16:20.379 --> 02:16:33.886]  The reason the globalists and the communist Chinese, the authoritarian EU, and all these tyrannical corporations and the America-hating Hollywood are targeting Infowars is because they see it as the spirit of Americana.
[02:16:34.726 --> 02:16:36.567]  Not just because of me, but because of you.
[02:16:37.428 --> 02:16:39.849]  It's a place where they see victory for humanity.
[02:16:40.269 --> 02:16:41.910]  A place where they see you in power.
[02:16:42.510 --> 02:16:45.992]  A place where they see you taking control of your destiny.
[02:16:47.566 --> 02:16:51.408]  I've had more than 30 major tech companies in the last six weeks ban me off all their platforms.
[02:16:51.448 --> 02:16:54.790]  And now I've had credit card companies and PayPal and everybody else do it as well.
[02:16:55.751 --> 02:17:03.255]  And then horrible, monstrous, war criminal Nazi collaborators like George Soros openly celebrating what they've done.
[02:17:04.256 --> 02:17:07.198]  People say, hey, you're starting to really lose in the world.
[02:17:07.478 --> 02:17:07.918]  No, I'm not.
[02:17:08.678 --> 02:17:10.920]  I came to expose the corrupt system.
[02:17:11.840 --> 02:17:14.742]  I came to try to change all this, just like you did.
[02:17:15.442 --> 02:17:15.923]  I love God.
[02:17:17.288 --> 02:17:30.876]  And so I have pure confidence at the end of the day that the reason I'm under such unmitigated, such unprecedented, incredible attack is because I'm telling the truth.
[02:17:31.696 --> 02:17:38.120]  And because I am accurately getting into the real issues that the globalists don't want discussed.
[02:17:38.941 --> 02:17:44.344]  We have trailblazed, we have chronicled on every major front
[02:17:45.427 --> 02:17:47.008]  All the major issues of our day.
[02:17:48.108 --> 02:17:56.692]  And not because we were the smartest people around, but because we were actually willing to cover what the facts showed, despite the fact we'd be demonized and attacked.
[02:17:57.713 --> 02:17:59.814]  You see, that's why more people don't tell the truth.
[02:18:00.354 --> 02:18:04.656]  It's because they know that when they do tell the truth, they get persecuted.
[02:18:05.597 --> 02:18:10.659]  But when everybody sells out to persecution, you have stagnation, you have tyranny.
[02:18:11.279 --> 02:18:12.460]  So I'm betting on you.
[02:18:13.766 --> 02:18:14.507]  I believe in you.
[02:18:15.027 --> 02:18:22.115]  And I believe that if you are given the real information, or at least pointed out that there's other information out there, that you'll make the right decision.
[02:18:22.475 --> 02:18:23.396]  And that's what's happened here.
[02:18:24.377 --> 02:18:27.400]  So, yes, they are taking away our advertising capability.
[02:18:27.460 --> 02:18:28.962]  They're taking away our banking capability.
[02:18:29.562 --> 02:18:31.124]  They are doing everything they can to shut us down.
[02:18:31.184 --> 02:18:32.665]  But while we still do have banking,
[02:18:33.566 --> 02:18:42.168]  We can hold out for months and months without your support, but I'd like to know and have an idea how far out, like the Alamo, that you want us to basically hold out.
[02:18:42.928 --> 02:18:48.889]  Because I'm gonna go to the end, but I'm using how much support we get right now as a gauge of just how committed you are.
[02:18:49.089 --> 02:18:50.789]  And I'm not bitching at you, I'm not complaining.
[02:18:51.229 --> 02:18:55.610]  I'm just simply saying, if you like what you've seen so far, we're now right up to the thick of the battle.
[02:18:56.210 --> 02:18:57.631]  We're right up to the third act here.
[02:18:57.671 --> 02:18:59.531]  We're right up to the crucible.
[02:19:00.511 --> 02:19:03.013]  And now is the time to really pick which side you're on.
[02:19:03.074 --> 02:19:06.837]  So, InfoWareStore.com has credit card payment.
[02:19:06.857 --> 02:19:07.958]  We still have PayPal for now.
[02:19:07.978 --> 02:19:15.364]  You can get great supplements, great books, great videos, great water filtration, non-GMO heirloom seeds, high-quality organic coffee.
[02:19:15.404 --> 02:19:15.865]  It's all there.
[02:19:16.245 --> 02:19:17.586]  You can get Patriot Points.
[02:19:17.606 --> 02:19:18.467]  You can get free shipping.
[02:19:18.827 --> 02:19:19.908]  There's so many great deals.
[02:19:19.968 --> 02:19:20.849]  But regardless,
[02:19:22.452 --> 02:19:31.301]  Whatever you do, just check out the site today and realize, without you financially supporting us, they took our sponsors a long time ago, we're not gonna be here.
