[00:00:20.575 --> 00:00:26.477]  From the front lines!
[02:20:52.445 --> 02:20:57.949]  And I talked to some of the other folks in there and they pretty much all came up with the same conclusion that I have in my heart.
[02:20:57.949 --> 02:21:00.131]  I think it's this, Owen, give us your take.
[02:21:01.496 --> 02:21:05.158]  Well, I think that you've just never had anybody really empower you.
[02:21:05.158 --> 02:21:15.044]  You've never felt that anyone has had faith in you or trust in you, so you've never felt the inclination to make more of yourself because you don't feel like anyone's ever believed in you.
[02:21:15.044 --> 02:21:27.231]  And when I saw that moment when Alex handed you the check but also talked about maybe hiring you, there was an emotion that I think came over you and I saw it in your face that it felt like for the first time somebody was willing to invest in you
[02:21:27.931 --> 02:21:33.858]  And that was empowering for you to have that feeling that somebody is willing to stick their neck out there for you and invest in you.
[02:21:33.858 --> 02:21:36.060]  And I think for a lot of people, that's all it takes sometimes.
[02:21:36.060 --> 02:21:40.625]  It's just that little push of somebody having faith in you and investing in you that gets you going.
[02:21:40.625 --> 02:21:46.231]  And by the way, the globalists believe everybody's already done, so they're trying to dumb people down to control them to then depopulate.
[02:21:46.231 --> 02:21:49.014]  And that's what this whole anti-man, anti-woman agenda is.
[02:21:49.494 --> 02:21:52.995]  They admit in the WikiLeaks and the government documents the whole gay agenda is about that.
[02:21:52.995 --> 02:21:54.215]  I'm not bashing gay people.
[02:21:54.215 --> 02:21:54.995]  That's always happened.
[02:21:54.995 --> 02:21:56.096]  That's always been there.
[02:21:56.096 --> 02:21:59.616]  But the artificiality pushing it is about depopulation.
[02:21:59.616 --> 02:22:06.638]  And so people are going into these Asperger's type things that are artificial from the programming, from the television, from the Internet.
[02:22:06.638 --> 02:22:08.399]  And we're hypocrites.
[02:22:08.399 --> 02:22:09.819]  We're on this thing, too.
[02:22:09.819 --> 02:22:10.959]  That's how we're reaching people.
[02:22:10.959 --> 02:22:13.780]  But I'm telling you, I see this in more and more young people.
[02:22:14.750 --> 02:22:21.373]  I know you are 30, but I'm seeing this in a lot of males, especially, who don't thrive in the outside world.
[02:22:21.373 --> 02:22:25.335]  People don't, you know, have barbecues or, you know, outside at night.
[02:22:25.335 --> 02:22:28.177]  Like, when I was a kid, people were still outside most of the time.
[02:22:28.177 --> 02:22:29.738]  Maybe we watch a Saturday night movie or...
[02:22:30.638 --> 02:22:33.780]  Well, I'll just say this and if there's anybody else that wants to talk to Michael here.
[02:22:59.156 --> 02:22:59.936]  I think you're right, Alex.
[02:22:59.936 --> 02:23:06.840]  I think this is a common issue, and it's different than the government just saying, oh, you know, here's a check or welfare or a hand up or everything.
[02:23:06.840 --> 02:23:08.081]  That doesn't really empower you.
[02:23:08.081 --> 02:23:09.241]  That doesn't really influence you.
[02:23:09.241 --> 02:23:18.826]  That makes you want to get more comfortable, whereas if somebody, if a person invests in you, now you're answering to them, and there's a, there's a, there's an actual human experience there.
[02:23:18.826 --> 02:23:22.048]  There's a bonding experience there that can make a man a man.
[02:23:22.048 --> 02:23:26.870]  So I think that that's the big difference here, and I think that this is just something that a lot of people lack.
[02:23:26.870 --> 02:23:27.790]  They don't have leadership.
[02:23:27.790 --> 02:23:28.451]  They don't, whether it's
[02:23:29.111 --> 02:23:33.556]  In a family or in school or whatever it is, they just don't have somebody that's willing to invest in them.
[02:23:33.556 --> 02:23:36.679]  And I'll just say this in closing, you know, I don't know, I don't know what
[02:23:38.109 --> 02:23:51.157]  I'll just say this Michael, I don't know what you think the best options are right now for you to get your kid back, but I would say your best option is to work your tail off and get a great job, and yeah, make some money, get your own home, and then the judge will work you better.
[02:23:51.157 --> 02:23:57.081]  We're going to keep it in here for one episode, one more segment when Saw Man comes on with you, when we're plugging your big veteran special.
[02:23:57.081 --> 02:24:04.506]  It's coming up today on The War Room, and Saw Man, former Navy SEAL patriot, his body just got the Congressional Medal of Honor yesterday, pretty big deal.
[02:24:05.426 --> 02:24:08.028]  So we're going to be breaking all that down and heading into Memorial Day.
[02:24:08.028 --> 02:24:09.589]  But great points, Owen.
[02:24:09.589 --> 02:24:11.670]  And again, jump in any time, Michael.
[02:24:11.670 --> 02:24:16.933]  Again, the man that's 30 years old, being evicted from his parents' house in court this week, if you just tuned in.
[02:24:16.933 --> 02:24:22.997]  And let's bring in Daria, or let's bring in Jake Lloyd, or let's bring in any of the other folks that want to get on there.
[02:24:23.117 --> 02:24:25.038]  Well, I want to answer his question.
[02:24:25.038 --> 02:24:31.941]  What he said was, you know, that he alluded to the fact that he believed that I had never had someone who believed in me, and that's not true.
[02:24:31.941 --> 02:24:33.742]  I've had grade school teachers who have believed in me.
[02:24:33.742 --> 02:24:40.145]  I think everyone has had that, but I don't think it happens enough, and I think that a lot of what you're speaking to with
[02:24:42.694 --> 02:24:48.637]  The things that you wish, you know, things that you wish would change comes from the schools.
[02:24:48.637 --> 02:24:51.359]  Well, you need to not, here's the deal, you need to not procrastinate.
[02:24:51.359 --> 02:24:59.323]  You need to let yourself be in other organizations and not at the top and learn that if you just execute and innovate, you'll be moved to the top immediately.
[02:24:59.323 --> 02:25:00.304]  Alright.
[02:25:00.304 --> 02:25:07.628]  Look, people are looking for people who will just do what they're told, understand the information, and then move up in the hierarchy of things.
[02:25:07.628 --> 02:25:10.610]  And you'll find once you move up in the hierarchy of things, it's actually a big responsibility.
[02:25:10.990 --> 02:25:16.674]  But it does advance your mental clarity, understanding as you learn how to deal with more responsibility, more stress.
[02:25:16.674 --> 02:25:17.214]  You understand?
[02:25:17.214 --> 02:25:17.995]  Yeah.
[02:25:17.995 --> 02:25:21.057]  And that's what the whole hierarchy of needs in life is about.
[02:25:21.057 --> 02:25:24.959]  And it's about ascending to the level of where you actually want to then help others.
[02:25:24.959 --> 02:25:25.680]  Like your son.
[02:25:25.680 --> 02:25:26.980]  What you want to do.
[02:25:26.980 --> 02:25:28.261]  So you aspire to that.
[02:25:28.261 --> 02:25:29.642]  It's not about helping my son.
[02:25:29.642 --> 02:25:29.962]  I know.
[02:25:29.962 --> 02:25:38.228]  But you have to sacrifice and not do things the way you want them every time to get in the position to get your son back.
[02:25:38.228 --> 02:25:39.429]  Maybe.
[02:25:39.429 --> 02:25:39.589]  No!
[02:25:41.274 --> 02:25:43.555]  Without sacrifice, there's nothing, my friend.
[02:25:43.555 --> 02:25:47.677]  Let's bring Jake Lloyd in and Drew wants to get in and whoever else.
[02:25:47.677 --> 02:25:51.820]  Yeah, so I guess what I'm wondering is where is your motivation?
[02:25:51.820 --> 02:25:54.621]  Like, did you ever have any dreams when you were a kid?
[02:25:54.621 --> 02:25:56.342]  Did you have any motivation or anything?
[02:25:56.342 --> 02:25:59.384]  Because I guess it doesn't make a lot of sense to me.
[02:25:59.384 --> 02:26:01.245]  I joined the Army at 17.
[02:26:01.245 --> 02:26:01.925]  I got out.
[02:26:01.925 --> 02:26:02.546]  I'm working here now.
[02:26:02.546 --> 02:26:06.568]  I'm 21 years old and I feel like I'm not motivated enough because I measure up
[02:26:07.208 --> 02:26:15.376]  I measure myself against people in the past, like Teddy Roosevelt, people who were doing great things in the past, and I'm doing what I'm doing now, it's good.
[02:26:15.376 --> 02:26:18.039]  I'm just curious, where is your motivation in life?
[02:26:18.039 --> 02:26:21.562]  And if it's to get your son back, what are you doing to get him back?
[02:26:21.562 --> 02:26:30.591]  Because you say, oh he's incredibly important to me, he's the biggest thing in my life, but that doesn't seem to be true because you're not acting that out in your life.
[02:26:31.923 --> 02:26:42.888]  I've been going through a very arduous and costly and time-consuming legal process to try and get him back, based on the fact that I was entitled to get him back.
[02:26:42.888 --> 02:26:46.210]  Not based on the fact that I need to have a job.
[02:26:46.210 --> 02:26:47.770]  You do need a job.
[02:26:47.770 --> 02:26:48.791]  You do need a job.
[02:26:48.791 --> 02:26:50.712]  People need income.
[02:26:50.712 --> 02:26:51.952]  Yeah, you need a job to support your kids.
[02:26:51.952 --> 02:26:55.494]  Listen, you described on Air and then Off Air that the court basically found you incompetent.
[02:26:56.564 --> 02:26:59.346]  That is a reasonable characterization of what happened, yeah.
[02:26:59.346 --> 02:27:01.827]  Because it is incompetent if you won't get out of your parents' house at 30.
[02:27:01.827 --> 02:27:06.149]  It is incompetent if you won't do the things it takes to get stuff done.
[02:27:06.149 --> 02:27:07.970]  I mean, that's not fair to the kid.
[02:27:07.970 --> 02:27:12.133]  That's not fair to your kid at all if you're going to not have a job, if you're going to live at your parents' house.
[02:27:12.133 --> 02:27:14.854]  I mean, that's not raising him properly.
[02:27:14.854 --> 02:27:16.715]  And I'm not trying to jump on you here, man.
[02:27:16.715 --> 02:27:18.156]  I'm trying to help you.
[02:27:18.156 --> 02:27:20.637]  Alright.
[02:27:20.637 --> 02:27:22.679]  Have you ever been in a physical fight?
[02:27:22.679 --> 02:27:22.839]  Yeah.
[02:27:23.720 --> 02:27:28.261]  I'm not saying that's a great thing, that's generally a lot of folks... It happens to a lot of people.
[02:27:28.261 --> 02:27:30.642]  How old were you?
[02:27:30.642 --> 02:27:31.702]  Which time?
[02:27:31.702 --> 02:27:33.883]  I'm just seeing if you've lived any.
[02:27:33.883 --> 02:27:34.623]  Have I lived any?
[02:27:34.623 --> 02:27:35.003]  Yes.
[02:27:35.003 --> 02:27:36.604]  Yeah, a few.
[02:27:36.604 --> 02:27:37.984]  Alright, great points Jake Lloyd.
[02:27:37.984 --> 02:27:39.105]  Let's bring in the next question.
[02:27:39.105 --> 02:27:40.045]  Who wants to get in there next?
[02:27:44.824 --> 02:27:45.645]  Oh, can y'all hear me?
[02:27:45.645 --> 02:27:46.285]  I'm on?
[02:27:46.285 --> 02:27:48.427]  I can hear you great, and we're gonna hold you over.
[02:27:48.427 --> 02:27:49.428]  Start your question.
[02:27:49.428 --> 02:28:07.604]  So, I'm naturally lazy as well, but with that being said, I'm almost 30 now, done a lot of stuff with my life, so what I'm really asking you is what has, besides your kid, what has been your biggest achievement since you've been an adult?
[02:28:07.604 --> 02:28:11.347]  Um, I have not considered anything like that.
[02:28:13.891 --> 02:28:15.292]  My biggest achievement.
[02:28:15.292 --> 02:28:18.495]  Achievement since then?
[02:28:18.495 --> 02:28:19.095]  What's that?
[02:28:19.095 --> 02:28:21.177]  You haven't considered anything an achievement since then?
[02:28:21.177 --> 02:28:27.222]  No, I haven't considered what my... I'm trying to think of one thing that I would consider to be an achievement, and I'm having a hard time.
[02:28:27.222 --> 02:28:28.323]  That seems to be a problem.
[02:28:28.323 --> 02:28:29.464]  Yeah, that is a bad sign.
[02:28:29.464 --> 02:28:30.865]  Stay there, Drew.
[02:28:30.865 --> 02:28:31.966]  I'll tell you your achievement.
[02:28:31.966 --> 02:28:32.247]  What?
[02:28:32.247 --> 02:28:38.232]  You finally started to fight when they kicked your ass out of the nest, which is the beginning of how they're trying to help you, and now you're on InfoWars.
[02:28:39.787 --> 02:28:40.508]  Because I'm a slacker?
[02:28:40.508 --> 02:28:42.690]  Or because I was a slacker?
[02:28:42.690 --> 02:28:44.611]  Well, here's the deal.
[02:28:44.611 --> 02:28:46.373]  We're gonna transform you.
[02:28:46.373 --> 02:28:46.974]  Oh yeah?
[02:28:46.974 --> 02:28:52.339]  From Slacker Man to Super Hair Man!
[02:28:52.339 --> 02:28:53.440]  We'll be back, stay with us.
[02:28:55.353 --> 02:29:06.738]  If you or anyone you love has been diagnosed with lung cancer, asbestosis, or mesothelioma, your diagnosis may be the result of job-related exposure to asbestos, and you may be entitled to compensation.
[02:29:06.738 --> 02:29:11.960]  Over $30 billion in trusts have been set aside for individuals who have been affected by asbestos exposure.
[02:29:11.960 --> 02:29:14.922]  How do you protect your rights and get the compensation you deserve?
[02:29:14.922 --> 02:29:16.562]  Call Capital Legal Group now at 800-400-LUNG.
[02:29:18.183 --> 02:29:23.288]  Capital Legal Group is one of the nation's resources for settlement of lung cancer and mesothelioma cases.
[02:29:23.288 --> 02:29:31.516]  Law firms have successfully recovered over $2.7 billion for their clients in all 50 states and claims have been paid in as little as 60 days.
[02:29:31.516 --> 02:29:37.942]  If you or a family member were diagnosed with lung cancer, asbestosis or mesothelioma, call Capital Legal Group now at 800-400-LUNG.
[02:29:39.443 --> 02:29:40.023]  We're good to go.
[02:29:57.495 --> 02:30:06.038]  Alex Jones here with an extremely exciting announcement that will be a gift to yourself and a gift to the InfoWar to fight the globalist and live in a free society.
[02:30:06.038 --> 02:30:09.539]  Several years ago, I set out with top formulators in the U.S.
[02:30:09.539 --> 02:30:19.062]  to create the strongest, most concentrated, over-the-top stamina, libido, workout, brain formula that is safe.
[02:30:19.062 --> 02:30:26.245]  I know from using this myself the last few months, and from seeing my friends and family use it, that this new product is going to end up being the number one
[02:30:26.485 --> 02:30:30.067]  Best selling product at Infowarslife.com because it works so well.
