[00:00:10.245 --> 00:00:14.268]  You are listening to an InfoWars.com Frontline Report.
[02:14:17.916 --> 02:14:27.848]  Aside from the FBI's incompetence, if Broward County did not have this policy, is it conceivable that this young guy Cruz might have been removed from schools and might have been
[02:14:29.150 --> 02:14:29.711]  We're good to go.
[02:14:47.591 --> 02:14:55.194]  If we stop holding boys to female behavior standards, stop feminizing our playgrounds, stop throwing them all on antidepressant drugs.
[02:14:55.434 --> 02:15:00.577]  Dylann Roof, of course, being the best example of a young boy thrown on drugs.
[02:15:01.957 --> 02:15:05.939]  Maybe we wouldn't have these outbursts of so-called toxic masculinity.
[02:15:06.119 --> 02:15:17.004]  Masculinity is not toxic, but it can become dangerous if it is suppressed and abused by an increasingly feminized educational establishment.
[02:15:18.072 --> 02:15:20.597]  Masculinity is great.
[02:15:21.519 --> 02:15:23.002]  It's what got us to the stars.
[02:15:23.062 --> 02:15:24.224]  It's what built the internet.
[02:15:24.284 --> 02:15:29.915]  That testosterone-fueled desire to make women happy and to impress fellow men.
[02:15:31.544 --> 02:15:47.278]  But it can go bad when it's suppressed, and you gotta bear in mind a lot of... In fact, I think every one of these school shooters, these young white school shooters, was on antidepressant drugs, for which we don't necessarily have a clear idea of the consequences.
[02:15:47.399 --> 02:15:52.623]  After the break, we're going to talk about a change in American culture, away from so-called bourgeois culture.
[02:15:53.224 --> 02:15:53.825]  We'll be right back.
[02:15:54.145 --> 02:15:55.006]  This is the Alex Jones Show.
[02:15:55.026 --> 02:15:56.247]  Marlee Anopoulos, standing in.
[02:16:02.694 --> 02:16:04.394]  Joel Gilbert joins us for the balance of the hour.
[02:16:04.534 --> 02:16:09.096]  Here is the trailer for the powerful new film available at Infowarsstore.com.
[02:16:09.856 --> 02:16:11.556]  Trump, the art of the insult.
[02:16:11.596 --> 02:16:14.017]  Directed by the amazing director, Joel Gilbert.
[02:16:14.057 --> 02:16:14.917]  Here is the trailer.
[02:16:15.377 --> 02:16:19.558]  Call women you don't like fat pigs, dogs, slobs.
[02:16:20.499 --> 02:16:22.779]  Only Rosie O'Donnell.
[02:16:23.579 --> 02:16:25.300]  And they said that wasn't politically correct.
[02:16:25.360 --> 02:16:25.880]  Who cares?
[02:16:29.525 --> 02:16:30.525]  You haven't been called.
[02:16:32.406 --> 02:16:33.466]  Go back to Univision.
[02:16:33.646 --> 02:16:36.207]  I think Jeff is a nice person.
[02:16:36.247 --> 02:16:37.108]  He's very low energy.
[02:16:37.208 --> 02:16:39.788]  I'm not used to that kind of a person.
[02:16:40.929 --> 02:16:42.389]  Throw him out.
[02:16:42.649 --> 02:16:43.750]  Throw him out into the cold.
[02:16:44.050 --> 02:16:48.691]  Don't give him their coat.
[02:16:48.831 --> 02:16:50.032]  No coats.
[02:16:50.072 --> 02:16:51.812]  L-Y-I-N apostrophe.
[02:16:52.073 --> 02:16:52.453]  Lying dead.
[02:16:57.345 --> 02:17:01.369]  I've never seen a human being eat in such a disgusting fashion.
[02:17:03.531 --> 02:17:04.972]  The most dishonest human beings.
[02:17:04.992 --> 02:17:05.893]  These people right here.
[02:17:06.013 --> 02:17:11.058]  Look at all the cameras.
[02:17:11.078 --> 02:17:11.779]  So disgusting.
[02:17:11.799 --> 02:17:14.041]  He's socialist slash communist.
[02:17:14.061 --> 02:17:14.601]  Crazy bird.
[02:17:14.621 --> 02:17:15.622]  He's crazy as a midwife.
[02:17:15.682 --> 02:17:18.845]  Pocahontas?
[02:17:18.865 --> 02:17:19.726]  The Indian?
[02:17:19.926 --> 02:17:20.867]  Very offensive.
[02:17:20.927 --> 02:17:21.728]  I'm sorry about that.
[02:17:22.068 --> 02:17:22.889]  A Pocahontas?
[02:17:24.983 --> 02:17:25.904]  Crooked Hillary!
[02:17:25.984 --> 02:17:27.165]  Crooked Hillary, folks!
[02:17:27.185 --> 02:17:29.227]  She's been crooked from the beginning.
[02:17:29.247 --> 02:17:34.853]  Crooked Hillary!
[02:17:34.893 --> 02:17:37.415]  Politicians are really dishonest.
[02:17:37.796 --> 02:17:42.360]  Donald Trump alleges that my dad was involved in assassinating JFK.
[02:17:42.420 --> 02:17:45.584]  This had nothing to do with me, except I might have pointed it out.
[02:17:47.717 --> 02:17:49.839]  This guy was sweating so badly.
[02:17:50.019 --> 02:17:51.840]  Thank God he has really large ears.
[02:17:51.860 --> 02:17:53.221]  The biggest ears I've ever seen.
[02:17:53.902 --> 02:17:55.443]  Because they were protecting him.
[02:17:55.563 --> 02:17:56.483]  I'm trying to be nice.
[02:17:56.503 --> 02:17:58.004]  You know, I'm working hard to be nice.
[02:17:59.305 --> 02:18:00.907]  He was begging for my endorsement.
[02:18:01.127 --> 02:18:02.928]  I could have said, Mitt, drop to your knees.
[02:18:02.968 --> 02:18:04.129]  He would have dropped to his knees.
[02:18:05.888 --> 02:18:08.309]  He put glasses on so people will think he's smart.
[02:18:08.449 --> 02:18:09.170]  It just doesn't work.
[02:18:09.210 --> 02:18:11.351]  You know, people can see through the glasses.
[02:18:11.471 --> 02:18:14.312]  I'll make three or four major speeches.
[02:18:14.352 --> 02:18:17.154]  He makes a speech for 15 minutes, he goes home, goes to bed.
[02:18:18.294 --> 02:18:19.915]  We live off Chinese manufacturing.
[02:18:19.955 --> 02:18:23.677]  That's because when you say we, you are stupid.
[02:18:23.957 --> 02:18:24.897]  Repeat after me.
[02:18:24.917 --> 02:18:27.739]  Donald, you're not going to be able to insult your way to the presidency.
[02:18:27.799 --> 02:18:29.299]  That's not going to happen.
[02:18:29.700 --> 02:18:30.520]  So help me God.
[02:18:30.840 --> 02:18:32.161]  Congratulations, Mr. President.
[02:18:38.263 --> 02:18:41.289]  We will make America great again!
[02:18:42.532 --> 02:18:43.554]  Go home to mommy.
[02:18:43.914 --> 02:18:45.137]  They're gonna tuck you in bed.
[02:18:45.417 --> 02:18:46.980]  And your mother is voting for Trump?
[02:18:48.294 --> 02:18:49.575]  You've made a lot of amazing films.
[02:18:49.595 --> 02:18:50.336]  We've carried them all.
[02:18:50.636 --> 02:18:51.256]  We sell them all.
[02:18:51.276 --> 02:18:52.017]  They're all groundbreaking.
[02:18:52.037 --> 02:18:53.819]  But this one, this one is fun.
[02:18:54.479 --> 02:18:55.740]  And very, very celebratory.
[02:18:55.780 --> 02:18:58.322]  So, congratulations on what you've done.
[02:18:58.342 --> 02:18:59.163]  It's really a special film.
[02:19:00.264 --> 02:19:00.744]  Thanks a lot.
[02:19:00.764 --> 02:19:05.588]  Look, I urge everyone, you gotta get this film in the Infowars.com store.
[02:19:06.369 --> 02:19:09.051]  First of all, you'll laugh non-stop the whole time.
[02:19:09.692 --> 02:19:12.394]  But more importantly, there's a lot of important lessons.
[02:19:12.954 --> 02:19:25.458]  You'll see how Middle America fell in love with a Manhattan billionaire because he was the only one of the Republicans that was willing and capable of standing up to Hillary and the leftist media complex.
[02:19:25.758 --> 02:19:28.919]  And he did it, don't forget, with a mix of truth and humor.
[02:19:28.959 --> 02:19:29.939]  That's why it stuck.
[02:19:30.159 --> 02:19:35.161]  So this film, 95 minutes of non-stop laughter, but you get to know Donald Trump.
[02:19:35.321 --> 02:19:36.261]  I thought I knew Trump.
[02:19:36.361 --> 02:19:37.182]  I studied Trump.
[02:19:37.622 --> 02:19:38.342]  I thought I knew him.
[02:19:38.862 --> 02:19:41.663]  Only when you see this all back to back, how he reacts.
[02:19:42.243 --> 02:19:43.404]  You're listening to the Alex Jones Show.
[02:20:15.060 --> 02:20:17.141]  They took my saddle in Houston.
[02:20:17.341 --> 02:20:20.902]  Broke my leg in Santa Fe.
[02:20:23.042 --> 02:20:29.064]  Lost my wife and a girlfriend somewhere along the way.
[02:20:29.084 --> 02:20:32.125]  In defense of human liberty, Alex Jones.
[02:20:32.185 --> 02:20:35.466]  I'll be looking for aid when they pull that gate.
[02:20:36.366 --> 02:20:38.987]  And I hope that judge ain't blind.
[02:20:40.047 --> 02:20:41.367]  Hello, hello, hello.
[02:20:41.387 --> 02:20:41.847]  Welcome back.
[02:20:41.927 --> 02:20:43.408]  I'm Marlionopoulos filling in
[02:20:44.693 --> 02:20:48.495]  For Alex Jones, I'm in my CPAC outfit, by the way.
[02:20:48.715 --> 02:20:49.735]  It's CPAC this week.
[02:20:49.875 --> 02:20:56.578]  I'll be headlining a party with Mike Cernovich, Stefan Molyneux, a couple of other people in Washington, D.C.
[02:20:57.419 --> 02:21:01.741]  I'm dressed in my young Republican loser outfit today for you.
[02:21:02.441 --> 02:21:03.241]  Little bow tie.
[02:21:03.562 --> 02:21:04.122]  It's wonderful.
[02:21:05.694 --> 02:21:09.496]  And we're talking about what happened in Florida.
[02:21:09.996 --> 02:21:18.121]  And I'll take a moment before we move back on to that serious subject, by the way, to thank the producers for this lovely pink and purple-washed background.
[02:21:18.161 --> 02:21:19.022]  I think they're heckling me.
[02:21:19.922 --> 02:21:24.105]  Yes, it is Info Wars, the Alex Jones Show, but slightly gayer than you know it.
[02:21:25.245 --> 02:21:34.491]  Now, what happened in Florida was the result of a broken and damaged young man.
[02:21:35.694 --> 02:21:49.402]  But these things don't happen in isolation, and if it's true that they're happening with increasing frequency and regularity, if Dylan Roof and Mr. Cruz are just the first in a new wave of this, it bears examination.
[02:21:50.102 --> 02:21:59.548]  It's worth us considering why it might be, and it's worth us considering whether there's anything over the last 30 years that might have left boys in such a terrible state.
[02:21:59.588 --> 02:22:02.650]  Now the left is going to tell you that toxic masculinity
[02:22:03.957 --> 02:22:08.020]  is in large part responsible for the acts of people like Dylan Roof and young Mr. Cruz.
[02:22:09.161 --> 02:22:26.134]  They're going to tell you that runaway male characteristics, violence, the instinct to cause death, to spread suffering, to inflict oneself on others, are responsible for this outburst.
[02:22:26.174 --> 02:22:31.519]  And they're going to tell you that the ready availability of guns is enabling
[02:22:32.719 --> 02:22:32.939]  That.
[02:22:33.940 --> 02:22:42.325]  But for quite some time, a brand of dissident feminist scholars has been suggesting that what we have is not too much masculinity, but in fact too little.
[02:22:43.185 --> 02:22:48.288]  In culture, men are regularly perceived as idiots, as dunderheads, blundering buffoons.
[02:22:49.349 --> 02:22:53.572]  Chris Pratt's character in Parks and Recreation isn't just an amusing
[02:22:54.292 --> 02:23:05.875]  It was not a new way of looking at a weak man in relationships with strong women, but it was in fact something of a herald for the way that culture was going to consider and treat men since.
