[00:00:23.232 --> 00:00:27.943]  Yeah, I think.
[02:43:55.444 --> 02:43:59.389]  Living in volcano may sound more dramatic than it really is.
[02:43:59.389 --> 02:44:02.173]  The real drama can be found here in Leilani Estates.
[02:44:02.173 --> 02:44:08.962]  But a lot of us on the Big Island rely on rainwater and we need to be concerned about ash and acid rain.
[02:44:08.962 --> 02:44:11.725]  Volcanic ash may contain heavy metal particles.
[02:44:12.466 --> 02:44:16.269]  An acid rain could lower the pH of the water to unhealthy levels.
[02:44:16.269 --> 02:44:22.753]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[02:44:22.753 --> 02:44:27.717]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[02:44:28.467 --> 02:44:32.390]  Next, we tested the water from our Alexa Pure gravity filter.
[02:44:32.390 --> 02:44:39.574]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[02:44:39.574 --> 02:44:44.818]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[02:44:44.818 --> 02:44:50.501]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[02:44:50.501 --> 02:44:54.464]  But more importantly, a good water filtration system will purify it.
[02:44:56.553 --> 02:45:02.815]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[02:45:02.815 --> 02:45:07.176]  This powerful combo is perfect for supporting your thyroid and health.
[02:45:07.176 --> 02:45:12.558]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[02:45:14.458 --> 02:45:23.105]  Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[02:45:23.105 --> 02:45:30.872]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[02:45:30.872 --> 02:45:37.778]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[02:45:38.158 --> 02:45:44.359]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[02:45:44.359 --> 02:45:48.200]  Take control of your chemistry today with this super combo.
[02:45:48.200 --> 02:45:56.122]  Discover the power of Survival Shield X2 and BioTrue Selenium at Infowarslife.com.
[02:45:56.122 --> 02:46:03.844]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[02:46:03.844 --> 02:46:04.324]  It's you!
[02:46:05.430 --> 02:46:07.932]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[02:46:07.932 --> 02:46:09.253]  You are the Infowar.
[02:46:09.253 --> 02:46:12.215]  And now because of their intensifying censorship, it's more important than ever
[02:46:26.585 --> 02:46:37.973]  That everyone go to Infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[02:46:37.973 --> 02:46:45.938]  And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[02:46:45.938 --> 02:46:52.983]  The bare minimum you can do is sign up for the free newsletter at Infowars.com forward slash newsletter.
[02:46:52.983 --> 02:46:55.745]  We are the renaissance and we are winning.
[02:46:58.880 --> 02:47:09.368]  You're listening to The Alex Jones Show.
[02:47:09.368 --> 02:47:27.902]  On a warm summer's eve On a train bound for nowhere We met up with a gambler We were both too tired to sleep So we took turns of staring Out the window at the darkness
[02:47:28.831 --> 02:47:30.393]  He said, son I've made a life
[02:47:37.689 --> 02:47:51.438]  Listen, we're trying as hard as we can to get the word out.
[02:47:51.438 --> 02:47:56.021]  There's about to be a bunch of new videos posted to InfoWars.com on that splash page we put up.
[02:47:56.021 --> 02:47:56.862]  They're trying to censor.
[02:47:56.862 --> 02:48:01.025]  I'm asking all of you to download them, re-upload them wherever you can, get them out to everybody.
[02:48:02.202 --> 02:48:06.305]  I want to thank all the folks that have been spreading the articles, that have been putting up posters around the country.
[02:48:06.305 --> 02:48:13.670]  We've retweeted that on Paul Watson's Twitter, where people are putting up signs, AlexJones and 4Wars.com for voting information.
[02:48:13.670 --> 02:48:16.512]  America and the world is fighting back against this censorship.
[02:48:16.512 --> 02:48:18.654]  But I've got some really scary news here.
[02:48:18.654 --> 02:48:22.716]  They never release in high-profile cases the names of the jurors until after...
[02:48:23.996 --> 02:48:28.439]  The ruling, and then they see if the jurors want their names released.
[02:48:28.439 --> 02:48:38.407]  But CNN, BuzzFeed, and other George Soros terror organizations that have literally called all our sponsors and threatened them that they're going to write stories against them until they leave us.
[02:48:38.407 --> 02:48:44.972]  And who go around lobbying for us to be taken off the air everywhere because no one watches them, and they're dirtbag scum.
[02:48:44.972 --> 02:48:47.954]  Judge Amanda Fortrall says he's already been threatened over the case.
[02:48:49.284 --> 02:48:58.409]  He says the media is basically threatening him and demanding that they release the names of the jurors while they deliberate, I guess, so their families can be properly threatened.
[02:48:58.409 --> 02:49:07.453]  Because the jurors came out today and said, we want to know about reasonable doubt.
[02:49:07.453 --> 02:49:13.997]  And it looks like they're getting ready to equip Manafort, and so CNN and other terrorist organizations, and they call me a terrorist,
[02:49:14.974 --> 02:49:16.255]  So you're like, well why are you calling them one?
[02:49:16.255 --> 02:49:18.778]  Because the terrorist is who attacks and calls you a terrorist.
[02:49:18.778 --> 02:49:22.041]  The terrorist is who says take you off the air.
[02:49:22.041 --> 02:49:24.183]  That makes them what they say I am.
[02:49:24.183 --> 02:49:27.286]  I mean, CNN is already taking itself off the air.
[02:49:27.286 --> 02:49:33.072]  They have to pay to be on airports, bus terminals, public spaces, hotels.
[02:49:33.072 --> 02:49:34.914]  We don't have to pay to do that.
[02:49:34.914 --> 02:49:37.877]  But they want us off the air, which shows what degenerates they are.
[02:49:39.406 --> 02:50:04.368]  A coalition of news outlets, you mean terrorists, anti-free speech groups, including CNN, the New York Times, this is the criminal brigade, BuzzFeed, give the same group, and the Washington Post, that's all them, Bezos, Carlos Slim, the Chai Kongs, George Soros, BuzzFeed, and the Washington Post want the federal government, federal judge presiding over the Paul Manafort case, to unseal the names of addresses of the jurors deliberating the case.
[02:50:04.368 --> 02:50:05.849]  Wow, I've never seen that before.
[02:50:08.686 --> 02:50:12.307]  And you know that's for jury tampering, so here's your headline.
[02:50:12.307 --> 02:50:17.889]  MSM terrorists call for jurors' names to be released so they can threaten them and tamper with the jury.
[02:50:17.889 --> 02:50:24.931]  And believe me, CNN's been tampering, trying to take my kids away, trying to get me bankrupted, trying to get me sued.
[02:50:24.931 --> 02:50:28.632]  We're on thousands and thousands, you know, of the year's stations.
[02:50:28.632 --> 02:50:30.912]  We're on close to a thousand right now in total.
[02:50:30.912 --> 02:50:32.233]  UHF, VHF, cable.
[02:50:33.590 --> 02:50:39.414]  AMFM, they find some little micro station, anybody can buy a kit online, I don't even know if it's on air still.
[02:50:39.414 --> 02:50:41.135]  I think years ago there was some micro in town.
[02:50:41.135 --> 02:50:43.816]  I think they're good people, but this new group I don't even know.
[02:50:43.816 --> 02:50:47.398]  I met the lady, she was an anti-fluoride activist.
[02:50:47.398 --> 02:50:50.080]  They go, Jones has been raided, his illegal station taken down.
[02:50:50.080 --> 02:50:55.683]  I don't broadcast, I'm not on any broadcast stations that I own.
[02:50:55.683 --> 02:50:58.045]  I send out a transmission on satellite.
[02:50:59.517 --> 02:51:00.899]  And over fiber optic.
[02:51:00.899 --> 02:51:02.982]  There's no transmitters here.
[02:51:02.982 --> 02:51:07.388]  But this is their fraud, and this is what they did.
[02:51:07.388 --> 02:51:15.139]  And they've had this country under their control so long, they just think that they are totally and completely invincible.
[02:51:17.774 --> 02:51:20.056]  Alex Jones is pirate radio station.
[02:51:20.056 --> 02:51:21.097]  That's time.
[02:51:21.097 --> 02:51:28.565]  We got more than a dozen publications to retract it and say it's not my radio station, but Time Magazine doesn't care they're not to.
[02:51:28.565 --> 02:51:34.751]  Just to illustrate this info, at least Radio Inc.
[02:51:34.751 --> 02:51:36.332]  got it right, along with some others.
[02:51:36.332 --> 02:51:37.734]  Alex Jones, I'm not a pirate.
[02:51:38.897 --> 02:51:47.186]  After a barrage of news reports Thursday that a pirate radio station in Austin turns out was off for like a year, they just made all this up.
[02:51:47.186 --> 02:51:50.229]  But imagine, oh, a pirate station got shut down a year ago?
[02:51:50.229 --> 02:51:51.350]  Carried Alex Jones sometimes?
[02:51:51.350 --> 02:51:52.552]  Well, say it's him.
[02:51:52.552 --> 02:51:54.494]  Say he's been arrested, see?
[02:51:54.494 --> 02:51:56.076]  That creates that illusion that we're being shut down.
[02:51:57.381 --> 02:51:59.063]  Because that's what people are trying to demoralize you.
[02:51:59.063 --> 02:52:00.144]  America was never great.
[02:52:00.144 --> 02:52:01.045]  It's never going to be great.
[02:52:01.045 --> 02:52:02.166]  It's never coming back.
[02:52:02.166 --> 02:52:03.668]  We're going to have a depression next year.
[02:52:03.668 --> 02:52:04.990]  China's better than us.
[02:52:04.990 --> 02:52:05.991]  This is Hollywood.
[02:52:05.991 --> 02:52:13.019]  After a barrage of news reports Thursday that a pirate radio station in Austin was airing Alex Jones content, Alex Jones issued a statement on his InfoWars website.
[02:52:13.019 --> 02:52:16.262]  He said he does not operate any radio and TV stations anywhere in the country.
[02:52:17.043 --> 02:52:24.672]  And claims that his running an illegal radio station in Austin are complete and totally a hoax by mainstream corporate media to imply that the world that is broadcast is somehow illegal.
[02:52:24.672 --> 02:52:35.724]  Jones also pointed out that even the FCC chimed in on the matter stating, it's important to make clear that our pirate radio station efforts, including this one, have nothing to do with the content of the pirate radio station's air.
[02:52:36.912 --> 02:52:42.835]  We act against pirate radio stations because they are violating the law and broadcasting the FM airwaves without a license.
[02:52:42.835 --> 02:52:54.462]  Jones stated that he legally and lawfully transmitted our broadcasts, like every other TV and radio station in the world, to affiliates that have licenses on cable TV, broadcast TV, and FM radio stations.
[02:52:54.462 --> 02:53:01.286]  Media reports the contrary are implying that our broadcast is illegal by preying on the public's ignorance on broadcasting and how it works.
[02:53:01.866 --> 02:53:04.727]  We do not have a radio station or a TV station.
[02:53:04.727 --> 02:53:05.887]  This is a giant hoax.
[02:53:05.887 --> 02:53:13.049]  There are thousands of micro radio stations across the country that we have nothing to do with, including the recently shut down station.
[02:53:13.049 --> 02:53:19.371]  Now, I would add that if you're not interfering with a commercial station, you're, you know, in the middle of nowhere, you're in open frequency.
[02:53:19.371 --> 02:53:22.032]  In this day and age of censorship, I'm all for it.
[02:53:23.541 --> 02:53:25.823]  But I'm not pushing pirate radio.
[02:53:25.823 --> 02:53:26.965]  We don't broadcast.
[02:53:26.965 --> 02:53:29.928]  We don't have a TV station or a radio station.
[02:53:29.928 --> 02:53:31.930]  If I wanted to buy stations, I could.
[02:53:31.930 --> 02:53:34.112]  We are a provider to stations.
[02:53:34.112 --> 02:53:41.740]  But for them to cherry-pick some station off since last year, that I thought was off for like three years, because you used to... different people ran it.
