[00:00:10.893 --> 00:00:12.954]  ["Ramblin' Man"]
[02:28:07.539 --> 02:28:15.643]  But upon reading his release documents, I saw how Julian gave people accurate insights into the inner workings of his own government.
[02:28:16.479 --> 02:28:23.642]  He said, today we see intense coordinated efforts to reimpose effective information control in America and globally.
[02:28:24.262 --> 02:28:35.767]  Facebook, Twitter, Google, YouTube, PayPal, other high-tech titans are rushing to hire censors to adopt restrictive policies that block controversial voices from reaching global audiences.
[02:28:36.287 --> 02:28:37.588]  Big Brother is back, folks.
[02:28:37.768 --> 02:28:38.508]  Big Brother is back.
[02:28:38.548 --> 02:28:41.670]  And today we got flushed down the memory hole of Google.
[02:28:42.290 --> 02:28:45.573]  Yes, they long ago gave up their motto, don't be evil.
[02:28:45.614 --> 02:28:47.435]  They are embracing the evil.
[02:28:47.475 --> 02:28:49.277]  They're embracing the Orwellian Code.
[02:28:49.918 --> 02:28:52.981]  And this retired colonel from the U.S.
[02:28:53.021 --> 02:29:01.490]  Army talks about how we and WikiLeaks and others have now become the targets of a systemic censorship.
[02:29:04.096 --> 02:29:05.717]  What would he do if he was President Trump?
[02:29:06.137 --> 02:29:06.958]  Dr. Paul?
[02:29:07.218 --> 02:29:20.466]  Today, you don't have a whole lot you can do, but you could use the veto pen and make everything that they want pass, use a two-thirds vote, because he should veto all his spending bills until people wake up.
[02:29:20.826 --> 02:29:21.867]  You should bring the troops home.
[02:29:21.907 --> 02:29:23.509]  We should give up on this foreign policy.
[02:29:23.529 --> 02:29:25.671]  And the President has a lot to say about foreign policy.
[02:29:26.191 --> 02:29:29.855]  And he doesn't have to send the troops around the world.
[02:29:29.895 --> 02:29:31.376]  There are no declared wars.
[02:29:31.416 --> 02:29:32.797]  Why should he be fighting wars?
[02:29:33.058 --> 02:29:34.099]  There's no reason for it.
[02:29:34.379 --> 02:29:36.981]  So I'd start bringing the troops home, saving a lot of money.
[02:29:37.021 --> 02:29:42.066]  We've spent $5 trillion on the Middle East since this century started.
[02:29:42.626 --> 02:29:44.128]  And the wars continue.
[02:29:44.148 --> 02:29:45.009]  They're ongoing.
[02:29:45.369 --> 02:29:46.390]  And they have to end.
[02:29:46.770 --> 02:29:54.216]  And in this atmosphere, when you have a constant war on terrorism, it means that you can justify violations of our civil liberties at home.
[02:29:54.596 --> 02:29:56.178]  And that's what's happened ever since.
[02:29:56.758 --> 02:30:00.501]  And Alex, when we first met, I think we were dealing with the Patriot Act.
[02:30:00.861 --> 02:30:04.644]  As soon as you have a crisis, they pass the things that they had been planning on.
[02:30:04.664 --> 02:30:08.867]  They had planned on the Middle Eastern Wars, and they had the Patriot Act in order.
[02:30:09.108 --> 02:30:13.591]  So when we have the crisis, then they come in and they use them.
[02:30:13.991 --> 02:30:15.573]  But I think what we need to do,
[02:30:16.233 --> 02:30:18.554]  Is cut the spending, bring the troops home.
[02:30:19.454 --> 02:30:21.995]  You know, curtail the power of the Fed.
[02:30:22.035 --> 02:30:23.295]  We should get rid of the Fed.
[02:30:23.475 --> 02:30:27.456]  But in the meantime, I would tell the Congress, look, we're going to find out what these guys are doing.
[02:30:28.316 --> 02:30:29.617]  They are terrified.
[02:30:29.677 --> 02:30:37.299]  Republicans and Democrats are terrified that we would ever get hold of the books on the Federal Reserve and find out who's really making the big bucks.
[02:30:37.599 --> 02:30:42.900]  Then they, a lot of people ask me, I guess they ask you, who actually is the D-State?
[02:30:43.200 --> 02:30:44.420]  Well, we would find out.
[02:30:44.480 --> 02:30:47.201]  If you find out what's in the Fed, that deep state will be there.
[02:30:47.461 --> 02:30:51.443]  And it won't be one group of people, five people who run the world.
[02:30:51.463 --> 02:30:53.183]  It's going to be a lot of different people.
[02:30:53.523 --> 02:30:58.505]  They'll be in banking, and they're going to be in foreign policy and military industrial complex.
[02:30:58.885 --> 02:31:00.426]  So you got to get to the Fed.
[02:31:00.846 --> 02:31:03.086]  And besides, the Fed is the economic planner.
[02:31:03.166 --> 02:31:04.347]  They plan, they think, they
[02:31:04.867 --> 02:31:04.987]  No.
[02:31:26.289 --> 02:31:27.810]  It would be bipartisan.
[02:31:27.830 --> 02:31:32.134]  They could impeach an individual like I'm talking about because it would be such a challenge.
[02:31:32.194 --> 02:31:38.980]  But I still think that there's a bipartisan collusion on financing big government.
[02:31:39.000 --> 02:31:42.723]  Alex, you've seen me work for years about the Federal Reserve.
[02:31:43.644 --> 02:31:45.407]  Republicans aren't any better than the Democrats.
[02:31:45.427 --> 02:31:58.467]  They all love the Federal Reserve because it finances the military-industrial complex, it takes care of the welfare of the state, takes care of the deficits, and that's where big government is, and that's where the deep state has a lot of big butts.
[02:32:01.932 --> 02:32:07.195]  Climb to the top of the food chain with Alpha Power by Infowars Life.
[02:32:07.916 --> 02:32:11.218]  For those who want to increase testosterone and energy levels.
[02:32:12.078 --> 02:32:18.322]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1-2% per year.
[02:32:20.103 --> 02:32:26.449]  This drop can show signs such as fatigue, low energy, low sex drive, and muscle loss.
[02:32:27.270 --> 02:32:32.515]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[02:32:33.115 --> 02:32:41.844]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including
[02:32:42.324 --> 02:32:43.685]  You're listening to the Alex Jones Show.
[02:33:24.005 --> 02:33:32.627]  Live from the InfoWars.com studios, it's Alex Jones.
[02:33:33.888 --> 02:33:38.069]  Folks, if you want to subscribe to the band show, you can go to InfoWars.com.
[02:33:38.689 --> 02:33:42.690]  Take a look at the top, you'll see a banner that says subscribe to the band show.
[02:33:43.210 --> 02:33:45.811]  We don't have to go through these ghettos that they've created.
[02:33:45.831 --> 02:33:47.352]  That's what Matt Drudge said when he came here.
[02:33:47.392 --> 02:33:51.013]  He was told by a Supreme Court judge, hey, you only got a year or two before they're going to shut you down.
[02:33:51.053 --> 02:33:51.893]  Right on schedule, folks.
[02:33:53.063 --> 02:33:55.025]  You know, they are right on schedule.
[02:33:55.085 --> 02:34:15.521]  It's interesting to me that as you look at their plans, whether it is their plans for smart cities and sustainability, whether it is the climate change accord or whatever, or even when you have Strauss and Howe, actually, Neil Strauss is the one I think that has survived the fourth turning.
[02:34:16.281 --> 02:34:19.764]  Always 2030, 2030, 2029, 2030, that sort of thing.
[02:34:19.804 --> 02:34:20.625]  They're on schedule.
[02:34:20.705 --> 02:34:27.290]  All these people who are setting up these systems believe that they are going to completely remake our society within the next 12 years.
[02:34:28.171 --> 02:34:29.512]  That's their time frame, it's not mine.
[02:34:30.433 --> 02:34:34.896]  And I don't know if there's a conspiracy or not, but isn't it interesting that they keep coming up with the same number?
[02:34:35.437 --> 02:34:38.539]  You got the UN agenda for 2030, sustainability, right?
[02:34:38.579 --> 02:34:39.960]  The UN agenda for sustainability, 2030.
[02:34:41.377 --> 02:34:45.478]  It was the UN Agenda 21 for the 21st century, and then they made it very specific.
[02:34:45.798 --> 02:34:47.819]  All of this is 2030, so it's right on schedule.
[02:34:48.399 --> 02:34:50.300]  Knew two years ago they were going to shut everything down here.
[02:34:50.980 --> 02:34:58.782]  And as I said, going back to April, I got this notification that I'd been noticed by the comrades at Google.
[02:34:59.683 --> 02:35:04.304]  Said, we've reviewed this manually, and you're not eligible for ads.
[02:35:04.344 --> 02:35:06.905]  Well, we had never signed up for ads on that particular channel.
[02:35:07.947 --> 02:35:11.630]  And at that point, I saw my engagement drop by 90%.
[02:35:12.271 --> 02:35:13.111]  Right there.
[02:35:13.251 --> 02:35:13.512]  Boom.
[02:35:13.692 --> 02:35:14.052]  Like that.
[02:35:14.232 --> 02:35:15.814]  And then I got this message today.
[02:35:16.898 --> 02:35:21.520]  They pulled the plug on our show on YouTube just as it was ending this morning.
[02:35:21.940 --> 02:35:22.760]  Again, that's real news.
[02:35:23.621 --> 02:35:27.842]  Begins at 9 Eastern Time every Monday through Friday.
[02:35:28.062 --> 02:35:30.723]  I would like to inform you that we received a complaint.
[02:35:31.103 --> 02:35:31.803]  A complaint.
[02:35:32.204 --> 02:35:34.204]  No specifications as to what that is.
[02:35:34.404 --> 02:35:36.285]  What is this whole thing about three strikes and you're out?
[02:35:36.365 --> 02:35:37.706]  Nah, nah, didn't do that.
[02:35:38.306 --> 02:35:38.706]  Didn't do that.
[02:35:38.726 --> 02:35:40.687]  Didn't tell me what a complaint is.
[02:35:40.787 --> 02:35:41.387]  Just terminate it.
[02:35:43.104 --> 02:35:45.146]  And this is where we are now with Google.
[02:35:45.266 --> 02:35:46.627]  Just got a complaint.
[02:35:47.707 --> 02:35:55.413]  One of the things that they don't want you to see, of course, and this is why this is coming from the deep state, it's coming from the UN, NATO people.
[02:35:55.893 --> 02:36:00.817]  Yes, I know, I sound like a tinfoil hat conspiracy theorist, but when it's really happening, it really is.
[02:36:02.398 --> 02:36:08.002]  No, you know, when we look at this stuff, today we had a poll that came out.
[02:36:09.008 --> 02:36:12.889]  Talking about how Hispanics, African Americans, Asians view President Trump.
[02:36:13.890 --> 02:36:24.014]  And it was interesting because when they talked to African Americans, they said only that 25% of them thought that the economy was going to be very bad for the next four years.
[02:36:24.994 --> 02:36:25.794]  But then 46% of them
[02:36:27.776 --> 02:36:29.919]  Thought that they were going to do very well in the next four years.
[02:36:29.959 --> 02:36:31.342]  You see that difference there?
[02:36:31.642 --> 02:36:40.336]  They can look at their own personal life and they can understand what's going on, but then they've got Google and mainstream media telling them something else.
[02:36:40.356 --> 02:36:42.399]  We've got Alex Jones now joining us in the control room.
[02:36:42.439 --> 02:36:42.859]  Go ahead, Alex.
[02:36:44.070 --> 02:36:46.813]  We had it set for two weeks to take my daughter to a doctor's appointment.
[02:36:46.833 --> 02:36:48.514]  I like to take her when she goes a couple times a year.
[02:36:48.915 --> 02:36:50.416]  She expects me to pick her up in 15 minutes.
[02:36:50.436 --> 02:36:52.038]  I'll be back during the war room.
[02:36:52.058 --> 02:36:53.879]  We'll have live feeds at Infowars.com.
[02:36:54.160 --> 02:37:03.789]  Very thankful to DrudgeReport.com and others linking to us so people can actually hear what we say, not what Fox News involves themselves in attacking us, even in CNN, MSNBC, lie about us and say.
[02:37:03.829 --> 02:37:06.111]  But it just hit me as I was in the parking lot about to leave.
[02:37:06.131 --> 02:37:06.731]  I came back in.
[02:37:07.572 --> 02:37:09.413]  Everything you're saying is on target, David.
[02:37:10.034 --> 02:37:12.055]  They're not just doing this for the midterms coming up.
[02:37:12.075 --> 02:37:14.437]  They're not just doing this to get in line to move into communist China.
[02:37:15.037 --> 02:37:18.199]  They're doing this because they're going to make their move on Trump like they've said.
[02:37:18.599 --> 02:37:22.242]  The escalation, the rhetoric, the violence they're calling for, everything.
[02:37:22.602 --> 02:37:26.985]  This is the globalists, the big money that's been financing leftist movements and radical Islam.
[02:37:27.045 --> 02:37:28.166]  This is their takeover.
[02:37:28.426 --> 02:37:29.487]  This is their big push.
