[00:00:05.885 --> 00:00:08.086]  Hitler took the guns.
[02:28:21.835 --> 02:28:26.578]  So by the time I was about 12, he said, fine, stay with your grandparents when you go out of town, because they love southern Mexico.
[02:28:26.578 --> 02:28:28.259]  I mean, I like it too.
[02:28:28.259 --> 02:28:29.660]  It's very pretty and a lot of cool stuff.
[02:28:29.660 --> 02:28:34.864]  But the point is, is that I feel you, brother, and I know what you're talking about.
[02:28:34.864 --> 02:28:36.525]  Now it's not even really like that.
[02:28:36.525 --> 02:28:37.586]  The old corrupt cops.
[02:28:38.246 --> 02:28:39.387]  They're pretty much all gone.
[02:28:39.387 --> 02:28:43.089]  It's just paramilitary troops everywhere and super, super dangerous.
[02:28:43.089 --> 02:28:45.591]  Of course, that's where corruption leads.
[02:28:45.591 --> 02:28:47.292]  It just gets worse and worse.
[02:28:47.292 --> 02:28:49.073]  Roger Stone, straight ahead.
[02:28:49.073 --> 02:28:52.095]  On the other side, I'm Alex Jones, NewsWars.com.
[02:28:55.595 --> 02:28:58.016]  Hello, I'm Mike Lindell, the inventor of MyPillow.
[02:28:58.016 --> 02:29:00.617]  And like all of you out there, I have problems sleeping.
[02:29:00.617 --> 02:29:08.261]  Pillows would go flat, I would flip-flop all night long, I would wake up with a sore neck, maybe a headache, or feel like I needed a nap even though I slept eight hours.
[02:29:08.261 --> 02:29:16.285]  When I invented MyPillow, I wanted it to where you can move the pad and fill to give you the exact support you need as an individual, regardless of sleep position.
[02:29:16.525 --> 02:29:20.788]  MyPillow will get you into that deep REM sleep faster and you will stay there longer.
[02:29:20.788 --> 02:29:25.271]  It's not about how much time we spend in bed, it's about how much of that quality sleep we get.
[02:29:25.271 --> 02:29:28.173]  I do all of my own manufacturing right here in the United States.
[02:29:28.173 --> 02:29:29.595]  I have a 10-year warranty.
[02:29:29.595 --> 02:29:35.279]  You can wash and dry MyPillow and I give you a 60-day money-back guarantee so you have nothing to lose.
[02:29:35.279 --> 02:29:36.860]  And here's my best offer ever.
[02:29:36.860 --> 02:29:39.742]  You can buy one of MyPillows and get one absolutely free.
[02:29:39.742 --> 02:29:41.163]  Go to MyPillow.com
[02:29:41.383 --> 02:29:43.626]  Or call 800-870-0305 and use promo code GCN.
[02:29:43.626 --> 02:29:46.570]  That's MyPillow.com or 800-870-0305 with promo code GCN.
[02:29:57.498 --> 02:30:02.200]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[02:30:02.200 --> 02:30:12.605]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[02:30:13.505 --> 02:30:18.328]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[02:30:18.328 --> 02:30:26.714]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[02:30:26.714 --> 02:30:34.439]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[02:30:34.439 --> 02:30:36.381]  Wake up refreshed and take on the day.
[02:30:36.881 --> 02:30:44.808]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[02:30:44.808 --> 02:30:48.512]  Get the sleep you deserve and experience the power of knockout.
[02:30:48.512 --> 02:30:52.876]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[02:30:52.876 --> 02:30:54.297]  That's InfoWarsLife.com
[02:30:56.584 --> 02:31:05.154]  You know, I've got some talking points here about Caveman from Infowarsandlife.com, but instead of going over those talking points, let me just give you what I've experienced personally.
[02:31:05.154 --> 02:31:09.720]  From all the wives' tales in every culture, we know that the bones have the essence.
[02:31:09.720 --> 02:31:12.864]  We know chicken noodle soup is great for people that are sick.
[02:31:12.864 --> 02:31:15.967]  Again, in every culture, this has been reported because it works.
[02:31:17.478 --> 02:31:30.302]  And there's no way to quantify how strong this is, but the amount of bone protein and the amount of marrow and the amount of concentrated life force that is in this is incredible.
[02:31:30.302 --> 02:31:45.367]  Ladies and gentlemen, whether it's for your joints, whether it's for your arteries and your veins, whether it's for your brain, whether it's for energy, this, ladies and gentlemen, is the strongest, most concentrated bone broth formula out there, and it's amazing.
[02:31:46.368 --> 02:31:50.656]  Find out for yourself today at Infowarsstore.com what it can do for you and your family.
[02:31:50.656 --> 02:31:52.379]  And again, I want to thank you all for your support.
[02:31:52.379 --> 02:31:54.643]  You are funding the Information War in 2018.
[02:31:56.542 --> 02:32:04.005]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[02:32:04.005 --> 02:32:17.230]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[02:32:18.170 --> 02:32:30.059]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[02:32:30.059 --> 02:32:36.024]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[02:32:36.784 --> 02:32:45.812]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[02:32:45.812 --> 02:33:00.264]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[02:33:00.264 --> 02:33:02.927]  You're listening to the Alex Jones Show.
[02:33:24.747 --> 02:33:32.314]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[02:33:32.314 --> 02:33:39.180]  All right, I want to try to be calm here because this is so important and I tend to get too excited as everybody knows.
[02:33:39.180 --> 02:33:47.188]  Walk through what we know is already known about illegal spying on candidate Trump, President-elect Trump.
[02:33:48.345 --> 02:34:04.196]  And then right at the time that he was actually inaugurated, plus surveillance and harassment and lawsuits against myself, Roger Stone, you name it, by the Hillary law firm, by the Soros groups, by Obama's law group that he set up to, quote, battle Trump once he was in office.
[02:34:04.196 --> 02:34:05.918]  That's CNN.
[02:34:05.918 --> 02:34:06.978]  That's Politico.
[02:34:06.978 --> 02:34:09.120]  I mean, this is all admitted.
[02:34:09.120 --> 02:34:16.125]  But it's all coming to a head now as we learn the real collusion, the real secret societies, the real stuff that was going on.
[02:34:17.165 --> 02:34:34.494]  We're a bunch of FBI agents and Justice Department people inside of the Obama administration who've been appointed by the Clintons engaging in this massive crime and now Chairman Devin Nunes and others are each week rolling out what's going to be released the next week.
[02:34:34.494 --> 02:34:39.557]  The collusion, the secret meetings, the insurance policies, the deputy director.
[02:34:40.851 --> 02:34:42.892]  Getting money from Hillary directly.
[02:34:42.892 --> 02:34:50.754]  It goes on and on and on, and shifts gone from this isn't real to desperately saying don't release it, to we're putting our own memo out.
[02:34:50.754 --> 02:35:01.177]  I know Roger has given me a lot of intel from folks that have seen the memo, and it's basically what they've already said, but more damning text messages, and more collusion, and more secret meetings.
[02:35:01.177 --> 02:35:08.780]  And of course, this stuff is all recoverable by the NSA, but it's very embarrassing with all this illegal spying
[02:35:09.560 --> 02:35:18.646]  To admit where they're really getting it, but we knew this was coming when senators and others started saying yesterday, oh don't worry, we'll just get that out of the NSA database.
[02:35:18.646 --> 02:35:23.409]  Missing text between anti-Trump FBI agents uncovered by the DOJ.
[02:35:23.409 --> 02:35:29.993]  People didn't buy that there was a glitch on the phones that made them all disappear, 50,000.
[02:35:29.993 --> 02:35:34.035]  DOJ office says it has found missing text messages of FBI officials.
[02:35:34.035 --> 02:35:36.297]  They were able to pull it off of
[02:35:37.239 --> 02:35:44.971]  The phone's between Strzok and his girlfriend, Paige, and so the rabbit hole just gets deeper and crazier.
[02:35:45.788 --> 02:35:48.429]  So Roger, let's encapsulate what we're seeing.
[02:35:48.429 --> 02:35:54.792]  The cornered rat scenario, the walls closing in, the deep state's war against America and the electric now exposed.
[02:35:54.792 --> 02:36:02.356]  I think we've reached the point of maximum danger with these people cornered as Trump dominates at Davos.
[02:36:02.356 --> 02:36:03.597]  How are they going to strike back?
[02:36:03.597 --> 02:36:05.718]  What's the intel you've got of what's in the memo?
[02:36:05.718 --> 02:36:10.280]  How much can you tell folks and how accurately from your research have I gotten stuff here?
[02:36:11.809 --> 02:36:19.053]  Well Alex, let's try to summarize this because it's all coming at us so quickly it can be somewhat confusing.
[02:36:19.053 --> 02:36:30.258]  The 100-page FISA document that we put up at InfoWars essentially was summarized in the four-page memo.
[02:36:30.258 --> 02:36:35.801]  The basic underlying information is essentially the same and here's how it goes.
[02:36:35.801 --> 02:36:36.441]  In essence,
[02:36:37.345 --> 02:36:57.957]  The dirty dossier, the dossier which falsely accused Donald Trump of dallying with prostitutes in a Moscow hotel room, a complete and total fabrication, was used as the fake rationale to go to the FISA court
[02:36:58.737 --> 02:37:09.946]  And get permission for the wholesale surveillance of Donald Trump and some of his closest associates, including yours truly.
[02:37:09.946 --> 02:37:20.315]  The problem for the deep state is that when the FISA court initially denied their requests, they went ahead with the surveillance anyway.
[02:37:20.835 --> 02:37:37.397]  So this entire investigation, Mueller, the House and Senate Intelligence Committee investigations, the FBI investigation into so-called Russian collusion, is all based on a willful fabrication.
[02:37:38.481 --> 02:37:58.266]  And the reason you see the rats scrambling today is because it is not credible that the entire front line of the Obama NSA, the Obama Justice Department, the Obama FBI did this without authority from the highest possible level.
[02:37:58.826 --> 02:38:03.391]  You notice that President Barack Obama lawyered up today.
[02:38:03.391 --> 02:38:04.151]  Why?
[02:38:04.151 --> 02:38:08.656]  Because we are beginning to ask the obvious question.
[02:38:08.656 --> 02:38:12.960]  What did the President know and when did he know it?
[02:38:13.547 --> 02:38:26.459]  The Deep State was in such a tizzy to stop Donald Trump that they fabricated the initial piece of evidence on which everything afterwards is based.
[02:38:26.459 --> 02:38:32.144]  Oh, we have to spy on him because he's in bed with the Russians.
[02:38:32.144 --> 02:38:38.270]  That was a falsehood from the get-go, and it is on that thin reed that it all collapses.
[02:38:39.005 --> 02:38:50.514]  The credit, Alex, in my opinion, really goes to Matt Gaetz, Congressman Ron DeSantis, Congressman Jim Jordan, Congressman Trey Gowdy.
[02:38:50.514 --> 02:39:01.543]  While the Country Club Republicans were all out at a cocktail party, these four brave individuals stayed the course and kept pounding for the truth.
[02:39:03.123 --> 02:39:06.312]  And I've mentioned this quite a bit, but you're absolutely right.
[02:39:06.312 --> 02:39:10.705]  This morning I was just sitting back thinking about the American people waking up.
[02:39:12.044 --> 02:39:16.666]  About the real press we've got in this country, our great crew, all of us together.
[02:39:16.666 --> 02:39:19.867]  But I really sat back and I thought, why is it different now?
[02:39:19.867 --> 02:39:24.109]  It's not just that Trump showed up on the scene, or that nationalism's popping everywhere.
[02:39:24.109 --> 02:39:26.450]  It's like the spirit, it's the times we're in.
[02:39:26.450 --> 02:39:33.472]  Historians always marked that there were times of tyranny, times of enlightenment, times of awakening, times of war, times of peace.
[02:39:33.472 --> 02:39:37.794]  I guess as Proverbs says, a time to live, a time to die, a time to sow, a time to reap.
[02:39:37.794 --> 02:39:40.415]  And right now, we suddenly have this wonderful crop
[02:39:41.075 --> 02:39:41.676]  I don't think so.
[02:39:57.397 --> 02:40:10.841]  And so this is a big, big deal, and of course, you know, we have QAnon saying that he's hired counsel, but the word is they're all luring up, and that's in the mainstream news, so we don't, I don't go off what QAnon says.
[02:40:10.841 --> 02:40:22.063]  You know, a lot of what QAnon says is really accurate stuff, and there's obviously some intelligent sources in the government that are patriots, but we can see them all luring up in the real world.
