[00:00:01.668 --> 00:00:03.073]  We are drugged out!
[02:16:23.649 --> 02:16:24.530]  It's too fast.
[02:16:25.371 --> 02:16:30.956]  I was reading one of these animals was caught and explaining they like to knife them and cut them.
[02:16:31.983 --> 02:16:37.409]  And let him die slowly because that way it's more painful and they enjoy watching that much more.
[02:16:37.469 --> 02:16:38.210]  These are animals.
[02:16:38.490 --> 02:16:40.392]  Did you hear him call MS-13 animals?
[02:16:40.512 --> 02:16:41.173]  Yes, I did.
[02:16:41.193 --> 02:16:42.054]  What did you think about that?
[02:16:42.334 --> 02:16:43.175]  I think he's a pig.
[02:16:43.195 --> 02:16:44.777]  An animal.
[02:16:44.837 --> 02:16:46.299]  I mean, you know, you smell your own, I guess.
[02:16:46.319 --> 02:16:48.341]  Maybe not all people in that group are animals.
[02:16:48.681 --> 02:16:49.802]  No, they're not animals at all.
[02:16:49.842 --> 02:16:51.223]  They're human beings just like all of us.
[02:16:51.523 --> 02:16:52.403]  I think he's a pig.
[02:16:52.683 --> 02:16:58.507]  He's just using that as an excuse to, I don't know, justify his being such a racist.
[02:16:58.687 --> 02:17:01.349]  And then this week Trump made the comment about MS-13 being animals.
[02:17:01.369 --> 02:17:01.989]  Did you hear about that?
[02:17:02.009 --> 02:17:02.670]  I did.
[02:17:02.690 --> 02:17:03.690]  What do you think about that?
[02:17:03.710 --> 02:17:07.653]  I think he's criticizing his own American people.
[02:17:07.753 --> 02:17:09.013]  What can you say about this guy?
[02:17:09.073 --> 02:17:09.714]  He's the animal.
[02:17:10.578 --> 02:17:12.841]  Would you agree that not all MS-13 members are animals?
[02:17:13.141 --> 02:17:13.642]  Absolutely.
[02:17:13.662 --> 02:17:14.282]  Cool.
[02:17:14.303 --> 02:17:15.744]  And then, um, it kind of, yeah, exactly.
[02:17:15.764 --> 02:17:18.407]  It's just like a negative, always negative in the news, always negative in the news.
[02:17:18.427 --> 02:17:21.591]  The guys that are running around gangbanging, killing people, they're animals.
[02:17:22.152 --> 02:17:22.392]  You know?
[02:17:22.873 --> 02:17:25.496]  But the rest of the gang, it's a big gang, you know?
[02:17:25.836 --> 02:17:29.441]  I can't decide whether I should laugh at this or it's like a punch to my gut.
[02:17:30.795 --> 02:17:32.196]  Yeah, I feel the same way.
[02:17:32.316 --> 02:17:35.877]  And I feel like it's a punch to the gut a lot of times.
[02:17:36.157 --> 02:17:43.920]  And people with that last video, a lot of them say, oh, you probably interviewed a ton of people and picked the five people that actually supported MS-13.
[02:17:44.440 --> 02:17:48.321]  And Owen, I swear to you, those are the five people I interviewed.
[02:17:48.621 --> 02:17:49.862]  Those were the five reactions.
[02:17:49.942 --> 02:17:51.002]  I went five for five.
[02:17:51.182 --> 02:17:54.123]  Every single person I asked, MS-13, are they animals?
[02:17:54.663 --> 02:17:56.884]  Every single person I asked in West Hollywood said no.
[02:17:57.584 --> 02:17:58.464]  So it's scary.
[02:17:58.504 --> 02:18:08.248]  We're in a really weird spot right now where the left, just to spite Trump, is doubling down on things that are in no way at all American or American values.
[02:18:08.288 --> 02:18:17.732]  And I think one of the only reasons the left is able to get away with these ridiculous stories, these ridiculous claims, is because their base audience has such a short attention span.
[02:18:18.352 --> 02:18:21.874]  So they basically engineered, like, the perfect resistor in a way.
[02:18:21.894 --> 02:18:33.682]  It's people with short attention spans, people that don't actually pay attention to politics, a lot of times they think they're educated because they went to college and are in debt, and for that reason they feel like they're oppressed and they know more than everybody.
[02:18:34.342 --> 02:18:37.946]  And a lot of what we're seeing now, I think, is going beyond politics.
[02:18:38.006 --> 02:18:40.508]  I think it's basically coming down to good versus evil.
[02:18:40.528 --> 02:18:44.251]  And I think it's coming down to establishment versus anti-establishment.
[02:18:44.652 --> 02:18:55.882]  And it's scary to see the left head in this direction because not too long ago, liberals were the ones who were for free speech, who were against censorship, who wanted to expose government corruption.
[02:18:56.263 --> 02:18:58.465]  And now we're seeing them side with things that
[02:18:59.125 --> 02:19:04.686]  I don't think anyone should ever side with, and it's just at a base level, anti, you know, un-American, anti-American.
[02:19:04.726 --> 02:19:24.410]  But I think the good news is, every time the left takes a stand and supports MS-13, or, you know, promotes the Me Too movement, meanwhile they're all sexual predators in Hollywood, and every time they take a stand and contradict themselves, I think their audience shrinks just a little bit, and it's the people in the middle, the rational people, the centrists,
[02:19:24.890 --> 02:19:32.152]  The independents, the maybe even classical liberals, who are now looking around and saying, wait, why is my party defending MS-13?
[02:19:32.572 --> 02:19:35.673]  Why are we pretending that Hollywood isn't a toxic culture?
[02:19:36.013 --> 02:19:40.214]  And these are the people that are going to start heading to the right, just like we're seeing, you know, across the board.
[02:19:40.675 --> 02:19:49.177]  So while the far left will always be the far left and the protesters will always be pretty much brainwashed and convinced that Trump is the devil himself,
[02:19:49.737 --> 02:20:06.589]  Everyone else in the middle who is somewhat rational will start waking up and their audience I think is shrinking by the day for that reason You're listening to the Alex Jones Show
[02:20:37.907 --> 02:20:40.128]  Waging war on corruption.
[02:20:40.569 --> 02:20:45.692]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[02:20:47.119 --> 02:20:49.260]  Okay, when I'm wrong about something, I admit it.
[02:20:49.880 --> 02:20:54.641]  And if you go back 10, 15 years ago, everybody was talking about caliphates, Islamic takeovers.
[02:20:55.101 --> 02:20:56.882]  That's a bunch of anti-terrorism hype.
[02:20:57.542 --> 02:20:58.562]  That's never going to happen.
[02:20:58.582 --> 02:20:59.522]  They can't get their act together.
[02:21:00.023 --> 02:21:01.583]  Now the borders are all being broken down.
[02:21:01.663 --> 02:21:03.243]  They're funding attacks on Russia, Europe.
[02:21:03.704 --> 02:21:05.284]  10 million military-age men have poured in.
[02:21:05.604 --> 02:21:09.025]  You criticize imams saying kill gays, kill liberals.
[02:21:09.065 --> 02:21:10.385]  The left comes out and attacks you.
[02:21:10.445 --> 02:21:11.926]  You get banned on YouTube, Facebook.
[02:21:12.966 --> 02:21:22.070]  The lawsuit's being financed by us, we know the Saudi government, members of the National Federal Reserve, who's an islamicist, he's involved in it, the guy that owns Chobani Yogurt.
[02:21:22.610 --> 02:21:25.071]  I mean, you learn who's got the power when they come down on you.
[02:21:25.551 --> 02:21:36.555]  And so John Gondolo has been a long time FBI agent, now a retired counter-terrorism expert Marine, a lot of covert operations, and he got briefed on Brennan being a communist, being an islamicist, and now all that's come out.
[02:21:37.115 --> 02:21:39.977]  35,000 foot view on this at understandingthethreat.com.
[02:21:41.477 --> 02:21:42.678]  What's their endgame?
[02:21:42.818 --> 02:21:44.500]  Why is the left allied with them?
[02:21:44.720 --> 02:21:49.364]  And then how has Trump basically at least paused that or disrupted that?
[02:21:49.404 --> 02:21:58.812]  Because I mean, I love America, but I'm actually ashamed that people aren't more pro-Trump when it's so obvious that he's the first real American president in a long time.
[02:21:58.852 --> 02:22:00.553]  And I just thank my lucky stars.
[02:22:00.593 --> 02:22:03.656]  I wonder where we'd be if it wasn't for him and what Obama was planning.
[02:22:05.168 --> 02:22:12.450]  Well, I think to answer your first part of your question, thanks, that's a great question, is it is all about Sharia for the Islamic movement.
[02:22:12.470 --> 02:22:13.330]  It's all about Sharia.
[02:22:13.810 --> 02:22:17.531]  Al Qaeda says what they're doing is to establish an Islamic state under Sharia.
[02:22:17.851 --> 02:22:23.753]  That's what ISIS says, Boko Haram, al-Shabaab, Abu Sayyaf, Hamas, Hezbollah, Iran.
[02:22:24.193 --> 02:22:31.875]  It's what the entire Muslim world, under the umbrella of the Organization of Islamic Cooperation,
[02:22:32.535 --> 02:22:35.039]  Which is all 57 Islamic states on the planet.
[02:22:35.540 --> 02:22:37.143]  Largest voting block in the U.N.
[02:22:37.203 --> 02:22:47.459]  And like you said, they play the good cop, just like, and I'm not attacking the Irish, but you know, a lesser thing there, but obviously you had like, Sinn Féin, then you had the, you know, the bad cop, good cop thing.
[02:22:48.567 --> 02:22:48.967]  That's right.
[02:22:49.027 --> 02:23:02.618]  What they're doing, the suit-wearing jihadis, as I call them, the ones who wear suits and purport to be nice, and they work with our White House, with our Defense Department, with the FBI, they purport to be and pretend to be friendly.
[02:23:02.718 --> 02:23:13.346]  But the facts are on the table that these are Muslim Brotherhood organizations whose bylaws say that they are required to fight the enemies and tyrants of Allah until they establish an Islamic State.
[02:23:13.446 --> 02:23:15.628]  Exactly the same objective
[02:23:16.309 --> 02:23:16.409]  Yes.
[02:23:35.848 --> 02:23:40.831]  Their ideology is to impose a form of the foundation of Marxism.
[02:23:40.871 --> 02:23:52.078]  So whether it's a socialist government or a communist government, and... That's right, I always notice these imams, these prominent imams call for the overthrow of capitalism and free market, which meshes with the liberals.
[02:23:53.066 --> 02:23:53.506]  That's right.
[02:23:53.946 --> 02:24:05.570]  And as what we've seen is Hamas groups, and Hamas is a part of the Muslim Brotherhood, openly, their leaders openly saying, you know, we're aligned with these groups, Black Lives Matter.
[02:24:05.970 --> 02:24:11.351]  We see them aligned with Code Pink and Antifa and ANSWER, Act Now, Stop, We're in Recess.
[02:24:11.631 --> 02:24:15.993]  These hardcore left-wing groups, these... Sure, so what's their plan?
[02:24:16.013 --> 02:24:20.114]  I want to get back for a full hour, we'll come back soon, but what's their, you're an expert on this, what's their plan?
[02:24:20.814 --> 02:24:24.017]  I mean, I know you're a global caliphate, but how's their plan going?
[02:24:24.237 --> 02:24:26.078]  And how has Trump gotten in the middle of that?
[02:24:27.039 --> 02:24:32.203]  From the perspective of the Islamic movement, they're winning, and they're nearly unopposed.
[02:24:32.423 --> 02:24:34.985]  And I would concur with their assessment of where they are.
[02:24:36.438 --> 02:24:38.319]  Even people that seem to understand this.
[02:24:39.079 --> 02:24:41.261]  Again, I go back to there's no sense of urgency.
[02:24:41.301 --> 02:24:50.727]  The good news is this president at a gut level seems to understand that Islam is the problem, but he is surrounded by a number of people who don't understand it.
[02:24:50.868 --> 02:25:01.995]  Some of them, like now that Ambassador John Bolton is in, Mike Pompeo, General Kelly understands the Muslim Brotherhood's a threat, but they don't seem to understand the bigger totality of the threat.
[02:25:02.035 --> 02:25:03.356]  How could Kelly not get it?
[02:25:03.396 --> 02:25:04.157]  They killed his son.
[02:25:05.407 --> 02:25:08.030]  Well, because I think a lot of people like him.
[02:25:08.090 --> 02:25:16.898]  He gets that this is an organized movement, but that the Muslim Brotherhood is a radical group, and they don't represent your average, everyday Muslim.
[02:25:18.325 --> 02:25:19.646]  But isn't that part of Islam?
[02:25:19.666 --> 02:25:22.208]  Like you said, Mohammed said, lie and tell them you're friendly.
[02:25:22.668 --> 02:25:22.889]  Yes.
[02:25:23.349 --> 02:25:23.969]  Yes, of course.
[02:25:24.390 --> 02:25:29.954]  And that's what they do, and we've caught them in numerous lies, and yet we still continue.
[02:25:30.494 --> 02:25:46.287]  I just want to say, their purpose is to, the Islamic movement and the left working together, from the perspective of the Islamic movement, they will coordinate with others and they'll work with others
[02:25:47.174 --> 02:25:52.599]  Uh, but they can never officially partner with them if they don't follow Sharia.
[02:25:52.639 --> 02:25:55.341]  So they will use the left and as we've seen in history.
[02:25:57.029 --> 02:26:05.438]  When the Islamic, of course according to their plan, when they take over, the first people they will kill will be the Marxists, the leftists.
[02:26:05.558 --> 02:26:13.627]  I was about to say, in fact, we played an email on earlier, it's one of the most prominent in Europe, saying, we're letting them bring us in, but they're our main enemy, the left, once we get control.
