[00:00:00.109 --> 00:00:01.310]  Agenda 2030.
[01:49:21.409 --> 01:49:22.730]  This is fuckin' bad, alright?
[01:49:22.630 --> 01:49:26.630]  and I'm, you know, it's fucking pretty bad dude.
[01:49:27.630 --> 01:49:31.630]  [Sounds of a crowd, people talking, and music]
[01:49:31.630 --> 01:49:36.630]   And realize that you are the cancer that is tearing this nation apart!
[01:49:36.346 --> 01:49:38.346]  [Screaming]
[01:49:38.346 --> 01:49:40.346]  God dang!
[01:49:40.346 --> 01:49:45.346]   Alright ladies and gentlemen, we are back live here. We've got loaded phone lines.
[01:49:45.346 --> 01:49:48.346]   And there's a lot of crazy stuff going on behind the scenes with my crew.
[01:49:49.001 --> 01:49:53.384]  I was talking to the crew in El Paso and some crazy stuff going on we're trying to deal with right now.
[01:49:53.404 --> 01:49:56.505]  So I apologize that I was running that tape.
[01:49:56.605 --> 01:49:59.447]  It's just that it's a full-time job.
[01:49:59.607 --> 01:50:01.568]  This is an insane asylum.
[01:50:02.048 --> 01:50:04.529]  I'm not just some talk show host that gets up here and covers topics.
[01:50:04.629 --> 01:50:07.691]  I've got 20 irons in the fire and I'm not bitching.
[01:50:08.151 --> 01:50:09.652]  I'm just saying sometimes you got to bear with me.
[01:50:12.230 --> 01:50:13.251]  We got a load of phone lines.
[01:50:13.771 --> 01:50:20.036]  Tom, Max, Sam, Tim, Rex, Caroline, Henry, Doug, Sean, Andrew.
[01:50:20.056 --> 01:50:22.978]  We're all going to get to you guys in short order.
[01:50:24.399 --> 01:50:33.406]  But I wanted to air a very important clip here that I saw on the list today that I intended to, uh, that I intended to play.
[01:50:35.267 --> 01:50:39.931]  So I'm just going to sit here and I'm going to read this and I'm going to find it.
[01:50:43.407 --> 01:50:43.947]  We're gonna air it.
[01:50:45.288 --> 01:50:46.709]  Sorry, I can't hear you in my earphones.
[01:50:48.750 --> 01:50:50.711]  Yeah, so that'd be special report one.
[01:50:50.731 --> 01:51:02.337]  I was busy doing administrative stuff during the break and I said I want that special report to air and so we're gonna air that report.
[01:51:03.737 --> 01:51:05.798]  But listen, this is what the end of the world looks like.
[01:51:05.838 --> 01:51:07.319]  This is just the beginning of the end of the world.
[01:51:08.280 --> 01:51:11.803]  I mean, the globalists are not in control, but they're in control.
[01:51:12.063 --> 01:51:15.005]  They're not controlling what's happening, but they're able to mess stuff up more.
[01:51:19.208 --> 01:51:24.871]  They're able to stay in power over us and do worse and worse things to try to control us.
[01:51:25.252 --> 01:51:28.894]  When all they had to do was give us prosperity and leave us alone, they'd be in charge of it.
[01:51:29.174 --> 01:51:30.535]  But they can't help it.
[01:51:30.595 --> 01:51:32.817]  They want that power over children.
[01:51:34.312 --> 01:51:42.735]  They want the power from Macron in France to put up state-sponsored giant paintings of bound children being raped by adults.
[01:51:43.515 --> 01:51:49.657]  And Chelsea Clinton's saying, I'm going to force your kids to take shots, and we're going to make them read books about how they should have sex with adults.
[01:51:49.777 --> 01:51:51.878]  I mean, I don't want to be talking about this.
[01:51:53.138 --> 01:51:54.139]  I'm not thinking about that.
[01:51:54.899 --> 01:51:57.940]  I'm thinking, I had two breakfast tacos this morning and I'm hungry.
[01:51:58.920 --> 01:52:01.021]  But see, to them, they have a hunger for something else.
[01:52:02.290 --> 01:52:10.477]  So here's the report I was talking about, and we'll come back with your phone calls here on the other side.
[01:52:10.537 --> 01:52:19.464]  But that's their plan, is to demoralize us so much with their evil that we give up.
[01:52:20.264 --> 01:52:22.086]  And when I'm telling you that, I'm telling myself that.
[01:52:23.584 --> 01:52:24.445]  Because I'm just like you.
[01:52:24.705 --> 01:52:28.207]  I am just like, what in the world is going on here?
[01:52:28.607 --> 01:52:30.188]  This is beyond insane.
[01:52:30.828 --> 01:52:32.069]  Well, these are insane people.
[01:52:33.470 --> 01:52:34.230]  This is who they are.
[01:52:35.431 --> 01:52:36.652]  So just recognize that's who they are.
[01:52:36.712 --> 01:52:37.292]  It's what they're going to do.
[01:52:37.312 --> 01:52:38.333]  It's like a scorpion in the toad.
[01:52:38.753 --> 01:52:39.293]  Here's the report.
[01:52:39.313 --> 01:52:40.054]  We'll come back with your calls.
[01:52:41.194 --> 01:52:42.535]  It's called the Great Reset.
[01:52:43.316 --> 01:52:43.696]  Tough guy.
[01:52:44.989 --> 01:52:46.070]  It's called the New World Order.
[01:52:46.130 --> 01:52:56.116]  It's called the big banks wanting to squeeze the economy and make people poor so they can loan us fiat money to take control of our lives with a social credit score and a universal basic income.
[01:52:56.196 --> 01:52:57.217]  That's everything.
[01:52:57.517 --> 01:52:59.319]  That's the whole future of our lives.
[01:52:59.619 --> 01:53:04.862]  The whole world's gonna be about surveillance and control and them manipulating and tracking everything you do.
[01:53:04.902 --> 01:53:06.423]  It's all being officially announced.
[01:53:06.443 --> 01:53:07.844]  I've got articles everywhere.
[01:53:07.884 --> 01:53:10.186]  There are press releases saying it!
[01:53:13.408 --> 01:53:16.652]  And then the crew asked me during the break, they go, are you alright?
[01:53:16.692 --> 01:53:17.773]  You really seem upset.
[01:53:17.913 --> 01:53:18.894]  Are you feeling okay?
[01:53:19.094 --> 01:53:20.376]  Atlanta's about to have a nuclear war.
[01:53:20.556 --> 01:53:23.179]  I mean, they're gonna starve a couple hundred million people to death.
[01:53:23.239 --> 01:53:24.600]  Yeah, I'm pretty freaked out, yeah.
[01:53:24.620 --> 01:53:25.321]  But this is real.
[01:53:25.942 --> 01:53:29.566]  This is not, this is not a freaking game to me, man.
[01:53:31.027 --> 01:53:32.449]  I don't understand.
[01:53:32.909 --> 01:53:33.990]  I like living, right?
[01:53:34.010 --> 01:53:36.331]  Don't you like your children at night?
[01:53:36.351 --> 01:53:40.313]  People are starving to death by the hundreds of millions right now.
[01:53:40.353 --> 01:53:41.994]  You know, you never see it on the news.
[01:53:42.154 --> 01:53:43.295]  They're dying right now.
[01:53:43.455 --> 01:53:53.280]  They're in their freaking houses, starving to death, begging for God's help, and no one's coming because God tells us to get up and take action, and then we don't do anything!
[01:53:53.380 --> 01:53:56.202]  And that paralyzes God!
[01:53:56.302 --> 01:53:59.404]  Yeah, God can do it.
[01:54:00.640 --> 01:54:03.921]  But God needs us to do it, because that's not free will.
[01:54:03.941 --> 01:54:09.243]  Once again, not for the first time, what had seemed like a nutty conspiracy theory turned out to be true.
[01:54:09.263 --> 01:54:10.164]  Yeah, I'm upset.
[01:54:10.284 --> 01:54:10.944]  I'm really mad.
[01:54:11.064 --> 01:54:13.425]  I told you last night, what's wrong with you?
[01:54:13.485 --> 01:54:14.686]  I'm really freaked out.
[01:54:14.726 --> 01:54:16.126]  I'm like, yeah, I'm really freaked out.
[01:54:16.306 --> 01:54:17.827]  I'm really freaked out.
[01:54:18.647 --> 01:54:19.487]  I'm really freaked out.
[01:54:19.547 --> 01:54:20.968]  You see, because this is real.
[01:54:21.728 --> 01:54:25.330]  The supply chain being cut off, the energy grid being cut off is real.
[01:54:28.473 --> 01:54:31.454]  And we're going into a time now where we're not going to be on the air.
[01:54:31.494 --> 01:54:38.697]  I mean, if we don't back this off, if you don't get sane people to stop the globalists... I mean... We won't be here in six months.
[01:54:38.938 --> 01:54:48.382]  You won't be here in six months.
[01:54:49.742 --> 01:54:52.904]  Who is the most banned news network in the world?
[01:54:53.004 --> 01:54:55.365]  InfoWars.com InfoWars comes to mind.
[01:54:55.505 --> 01:54:57.743]   InfoWars.com InfoWars.
[01:54:57.763 --> 01:54:58.724]  You watch InfoWars?
[01:54:58.944 --> 01:54:59.924]  InfoWars.
[01:54:59.944 --> 01:55:02.085]  It's a radio show hosted by Alex Jones.
[01:55:02.245 --> 01:55:02.865]  Alex Jones.
[01:55:02.925 --> 01:55:03.426]  Nice guy.
[01:55:03.466 --> 01:55:05.987]  You must be a threat if they call you out by name.
[01:55:06.187 --> 01:55:06.787]  Alex Jones.
[01:55:08.488 --> 01:55:09.188]  Alex Jones.
[01:55:09.288 --> 01:55:09.928]  Alex Jones.
[01:55:10.028 --> 01:55:11.229]  Alex Jones is the greatest.
[01:55:11.289 --> 01:55:12.409]  He knows who InfoWars is.
[01:55:12.449 --> 01:55:13.530]  They're playing this joke over here.
[01:55:13.710 --> 01:55:15.070]  That's why the de-platforming didn't work.
[01:55:15.210 --> 01:55:18.552]  Alex has been right on for over a decade.
[01:55:18.412 --> 01:55:25.412]  You need to listen to Alex Jones.
[01:55:25.412 --> 01:55:31.412]   Well, Drew Hernandez is a great talk show host, a great pastor, and a hammer of truth.
[01:55:31.412 --> 01:55:32.251]  Peace.
[01:55:33.174 --> 01:55:36.416]  And I can't wait to hear him in the next hour when he takes over.
[01:55:36.996 --> 01:55:45.761]  He pulled an all-nighter on the Arizona-Mexico border last night, has had no sleep, and shot a lot of the footage you're seeing right now with drones.
[01:55:47.062 --> 01:55:48.243]  He takes over next hour.
[01:55:48.263 --> 01:55:50.624]  All right, we got loaded phone lines.
[01:55:50.664 --> 01:55:52.505]  Let's take your phone calls right now.
[01:55:53.086 --> 01:55:54.687]  Tom in Tennessee, thanks for calling.
[01:55:54.707 --> 01:55:55.027]  Go ahead.
[01:55:56.499 --> 01:55:57.019]  Thanks Alex.
[01:55:57.499 --> 01:56:02.021]  I called you last year and we talked about seven or eight asymmetric wars that I said we're in.
[01:56:02.042 --> 01:56:17.969]  It's a long five minute call and at the end you asked me if I was in military intelligence, and I'm not, but I've still been working on this and our company does military inspired security stuff and I want to, but that's not why I called.
[01:56:18.129 --> 01:56:29.189]   I called to tell you that you and Drew Bennett, I'm sorry, you and Scott Bennett a couple of days ago had some real important solutions and things that we can do, need to
[01:56:29.189 --> 01:56:29.419]  do.
[01:56:29.419 --> 01:56:32.299]  What I've been working on is the tool, the infrastructure.
[01:56:32.299 --> 01:56:35.498]   Yeah, the Scott Bennett interview yesterday was really important.
[01:56:35.498 --> 01:56:44.059]   Yeah, there's things in there that are great examples of a tool that I want to put on the web, and it's a push
[01:56:44.059 --> 01:56:47.259]   tool that's out there with seven blocks that show you the
[01:56:47.259 --> 01:56:51.498]   asymmetric wars. The important thing is to come up with the right metaphor
[01:56:51.498 --> 01:56:54.779]  They'll get people out of their chair and go do something.
[01:56:54.877 --> 01:56:55.878]  Yeah, because folks need to know.
[01:56:55.898 --> 01:56:57.959]  They're going to lose everything if they don't get engaged now.
[01:56:58.799 --> 01:56:59.259]  That's right.
[01:56:59.779 --> 01:57:17.186]  So, like, for example, one of the metaphors is if you're a mama bear and at school and the kids you're worried about, there's a flotilla out there and you need to get in a boat and it can be your only boat, but when you get out there in the water, you're going to see all these other boats.
[01:57:17.870 --> 01:57:20.551]  So a flotilla is one of the metaphors I'm working on.
[01:57:21.051 --> 01:57:23.532]  But the most important part of this is Reed's Law.
[01:57:23.833 --> 01:57:27.194]  That's an MIT... IT... Let's go back to your flotilla metaphor.
[01:57:27.654 --> 01:57:30.856]  It was like that famous boat lift that happened...
[01:57:32.310 --> 01:57:32.650]  Oh, absolutely.
[01:57:32.470 --> 01:57:36.510]   beginning of World War II when they drove the British Expeditionary Force at
[01:57:36.510 --> 01:57:39.439]  Dunkirk into the ocean and people didn't even get orders.
[01:57:39.439 --> 01:57:43.079]   They all got their small boats that came across and saved a few soldiers a piece but
[01:57:43.079 --> 01:57:47.559]   literally almost saved the entire army 90% the Germans were gonna kill
[01:57:47.559 --> 01:57:51.789]   because they didn't listen for orders they did the right thing. The flotilla
[01:57:51.789 --> 01:57:52.909]  analogy is key.
[01:57:52.909 --> 01:57:58.390]   Oh absolutely it's good and and it's it's more well known than than most
[01:57:59.174 --> 01:58:01.055]  They talk about the Brown Water Flotilla.
[01:58:01.095 --> 01:58:03.996]  That's a flotilla that occurs inside a country.
[01:58:04.036 --> 01:58:05.117]  It's not out on the ocean.
[01:58:05.637 --> 01:58:10.819]  But when you get out there in that boat, you're going to see all these other boats, and you're going to see some that are getting bigger and bigger.
[01:58:10.859 --> 01:58:11.339]  That's right.
[01:58:11.379 --> 01:58:14.841]  Until you engage and get in the war, you don't know how much we're fighting.
[01:58:16.221 --> 01:58:25.813]   So, Reed's Law says that this huge distribution of people that don't know each other They will coalesce and become a network if they get two things.
[01:58:25.933 --> 01:58:28.235]  If they get coordination and communication.
[01:58:28.936 --> 01:58:30.998]  So that's what we're putting together in this app.
[01:58:31.479 --> 01:58:35.783]  I'm not starting an organization or a dot org or anything.
[01:58:35.803 --> 01:58:39.467]  I'm providing this app for counties.
[01:58:39.927 --> 01:58:41.929]  And I want to have one app in each county.
[01:58:42.389 --> 01:58:44.917]   We may have 3,300 Hello?
[01:58:44.977 --> 01:58:45.197]  Hello?
[01:58:45.217 --> 01:58:45.817]  What's up Alex?
[01:58:45.737 --> 01:58:50.697]   won't we may have 1,500 because of the... Well brother when you launch the app call us again
[01:58:50.697 --> 01:58:54.537]   we'll have you on as a guest I gotta give each caller a few minutes we'll get everybody I
[01:58:54.537 --> 01:59:02.136]   appreciate you. Max in New York go ahead. Hello hello yes Max what's up Alex I'm just calling
