[00:00:00.029 --> 00:00:00.509]  Guess what?
[02:19:50.946 --> 02:19:52.746]  When was the last time you saw blacktop burning?
[02:19:53.446 --> 02:19:56.387]  We saw fire out in the middle of the ocean.
[02:19:57.542 --> 02:19:58.883]  People were standing in the ocean.
[02:19:58.963 --> 02:20:07.705]  I saw one story of a man who held a two-year-old baby because the baby's father was physically incapable of holding the baby anymore and said, would you please hold my baby?
[02:20:07.725 --> 02:20:12.126]  This guy held this baby for three hours while they turned around and they watched everything burn.
[02:20:12.547 --> 02:20:13.607]  Nobody's coming for them.
[02:20:13.907 --> 02:20:14.927]  Nobody's coming to help them.
[02:20:14.947 --> 02:20:16.708]  What exactly FEMA has been doing there?
[02:20:17.108 --> 02:20:17.968]  Absolutely nothing.
[02:20:18.448 --> 02:20:19.849]  What the Coast Guard did to help out?
[02:20:20.009 --> 02:20:20.849]  Absolutely nothing.
[02:20:21.509 --> 02:20:29.514]  The federal government isn't helping with anything because the federal government just perpetuated an actual physical-style, military-style attack on its own people.
[02:20:30.935 --> 02:20:33.557]  And so when you have people... But I didn't even... I thought of this last night.
[02:20:34.177 --> 02:20:34.897]  I told the crew.
[02:20:35.238 --> 02:20:36.378]  Wait, we did a video.
[02:20:36.418 --> 02:20:38.880]  We wondered why the white and blue toys wouldn't burn.
[02:20:39.440 --> 02:20:39.820]  Look at it.
[02:20:40.261 --> 02:20:42.822]  But the black toys and brown toys would.
[02:20:42.842 --> 02:20:44.363]  And that's it.
[02:20:47.986 --> 02:20:48.546]  It's insane.
[02:20:51.744 --> 02:21:03.211]  So what do you do with a population full of people where you still have three-quarters of the country who's unwilling to accept the premise that their government is capable of a military-style attack against them?
[02:21:03.351 --> 02:21:08.214]  When the same government actually put into Fort Detrick a weapon of biowarfare.
[02:21:09.155 --> 02:21:16.700]  When SARS-CoV-2 and its genetic sequence was actually made at University of North Carolina, Chapel Hill, Ralph Barrett, these people are still walking around.
[02:21:17.040 --> 02:21:18.421]  Tony Fauci is still walking around.
[02:21:19.207 --> 02:21:21.970]  In retirement, enjoying himself after killing millions of people.
[02:21:23.252 --> 02:21:29.900]  But you have these masses of people who are still willing to go along with this and are actually looking forward to this right here.
[02:21:30.799 --> 02:21:33.541]  They're looking forward to this contactless shopping.
[02:21:33.561 --> 02:21:36.302]  They're looking forward to the two weeks to slow the spread.
[02:21:36.322 --> 02:21:37.843]  We could just sit inside and watch Netflix.
[02:21:37.923 --> 02:21:39.504]  I want to give you the floor right now.
[02:21:39.904 --> 02:21:45.347]  We're going to play your Target video, because when you were on with me, I was trying to get you on all the time, and we got you.
[02:21:45.367 --> 02:21:46.688]  You thought you were coming on about your Target video.
[02:21:46.728 --> 02:21:47.268]  I hadn't seen it.
[02:21:47.288 --> 02:21:53.592]  Right after you go off the show, they go, you didn't see his video with 5 million views, and now it's got like 20 million, where you went to your local Target.
[02:21:53.652 --> 02:22:01.156]   Now all over the country, I would send countless videos of Targets, Walmarts, setting up 10, 20, 30, Rollers, brand new construction at Target.
[02:22:00.995 --> 02:22:05.275]   that's just a new business. No, they're getting ready now at California admitting
[02:22:05.275 --> 02:22:08.754]   lockdowns are coming back. It's all confirmed, new shots, everything. We're
[02:22:08.754 --> 02:22:11.795]   gonna play this clip and I'm giving the floor about the next COVID rollout and
[02:22:11.795 --> 02:22:16.754]   how Stu Peters, tomorrow's news today, thinks how we beat it. But here it is.
[02:22:16.754 --> 02:22:22.225]  Rollers, brand new construction at Target. What is it for?
[02:22:22.225 --> 02:22:29.475]   Not one, not three, not five, not even seven, but two dozen, 24 brand new drive up
[02:22:29.475 --> 02:22:32.395]   terminals in a town of 16,000 people.
[02:22:32.200 --> 02:22:33.121]  What would be the need for that?
[02:22:33.581 --> 02:22:35.283]  I'll tell you the need for that because they're bringing it back.
[02:22:36.216 --> 02:22:37.817]  They're going to bring back draconian lockdowns.
[02:22:37.857 --> 02:22:45.939]  They're going to bring back the torturous mask mandates in schools, strapping your kids up with a medical device and oxygen inhibiting bacteria ridden Sharia face muzzle.
[02:22:46.279 --> 02:22:47.859]  They're going to bring back the injection mandates.
[02:22:47.879 --> 02:22:49.080]  They're going to close down churches.
[02:22:49.100 --> 02:22:52.361]  They're going to close down small businesses while these people stay open.
[02:22:52.421 --> 02:22:53.701]  And the pharmacies expanded too.
[02:22:53.741 --> 02:22:54.561]  Why do you think that is?
[02:22:55.241 --> 02:22:59.763]  And now California just updated this week their official page saying they're doing it.
[02:23:00.403 --> 02:23:02.123]  So we caught them with their pants down.
[02:23:02.143 --> 02:23:07.651]   Thank God day one You helped boost our story two weeks ago, so it went huge.
[02:23:08.452 --> 02:23:13.035]  We didn't know they'd roll it out like that very afternoon, but this is a big deal.
[02:23:13.095 --> 02:23:14.596]  I think we've got a good chance of stopping them.
[02:23:14.956 --> 02:23:15.977]  What do you think they're about to pull?
[02:23:17.785 --> 02:23:28.828]  Well, if you thought that COVID-1 was draconian or overreaching or unconstitutional or violent in nature or murderous in nature, what we're about to see is going to be the nail in the coffin.
[02:23:28.948 --> 02:23:30.928]  I mean, so you see how desperate that they are.
[02:23:31.448 --> 02:23:35.729]  You know, as much as we think that elections are fake and rigged and stolen, we know that they are.
[02:23:35.829 --> 02:23:36.569]  We know that they're rigged.
[02:23:36.589 --> 02:23:37.530]  We know that they're stolen.
[02:23:38.070 --> 02:23:42.551]  As much black pills as I can spit every day about our election process, here's what is real.
[02:23:43.795 --> 02:23:50.238]  What is real is if you look at the way that they're targeting Donald Trump, they're doing that because Donald Trump mainstreams a message.
[02:23:50.278 --> 02:23:55.280]  Donald Trump wakes up millions of people who now see, oh, well, the government is fake.
[02:23:55.800 --> 02:23:57.901]  We don't really have a two-party representative system.
[02:23:57.941 --> 02:24:10.087]  We have a uniparty of globalists who are controlled by foreign interests and Israeli Mossad operations and a central banking criminal cabal and BlackRock and Vanguard and, you know, maybe George Soros and the Rothschilds.
[02:24:10.326 --> 02:24:15.846]   You know, we see this ultimate control by the CCP or the infiltration of our government at every level.
[02:24:15.846 --> 02:24:18.646]   And that was something that Donald Trump helped to mainstream.
[02:24:18.646 --> 02:24:23.367]   Millions of people, that's very dangerous for, you know, that many people, hundreds of millions
[02:24:23.367 --> 02:24:28.486]   across our country to now be awake or at least open to receiving the idea that we live under this
[02:24:28.486 --> 02:24:32.566]   fake illusion, this movie of The Matrix, which was a documentary instead of a movie.
[02:24:32.566 --> 02:24:35.045]   And so when you have all these people, they have to target him.
[02:24:35.045 --> 02:24:37.447]   And by extension, what they're telling you is, hey, we're targeting you.
[02:24:37.447 --> 02:24:42.165]   So if you question the election or the veracity of it, or if you dispute the electors,
[02:24:42.165 --> 02:24:44.806]   or if you have an alternate slate of them, that becomes a criminal offense.
[02:24:44.806 --> 02:24:46.806]  You're part of a criminal conspiracy.
[02:24:46.806 --> 02:24:49.685]  If you tweet or, you know, tell people to go watch.
[02:24:49.910 --> 02:24:51.851]  Election integrity hearings on OAN.
[02:24:51.871 --> 02:24:53.811]  I mean, apparently that's a criminal conspiracy now as well.
[02:24:53.831 --> 02:24:57.612]  If you haven't read the indictment, you should read the indictment, particularly the one out of Georgia, because it's all BS.
[02:24:57.672 --> 02:25:07.434]  It's beyond, they say, Trump falsely claimed, section 7, that they closed down the counting center in Atlanta and blocked the windows and kept counting.
[02:25:07.534 --> 02:25:08.835]  It's not, they admit they did!
[02:25:10.735 --> 02:25:12.175]  It's all on video that they did it.
[02:25:12.796 --> 02:25:29.223]   And so, when you have The targeting of a man like that, by extension meaning that the number one enemy of these people is the masses of people who would not be okay with this sort of authoritarian, totalitarian, one world governance that's coming our way.
[02:25:29.483 --> 02:25:30.705]  Of course, nobody wants that.
[02:25:31.286 --> 02:25:35.328]  And so all of the constructs that they have put in the way, do you support Ukraine or do you not?
[02:25:35.348 --> 02:25:37.689]  Do you believe that Hunter Biden is a criminal or do you not?
[02:25:37.789 --> 02:25:39.170]  Are you a racist or are you not?
[02:25:39.250 --> 02:25:43.612]  Are you a right wing extremist or are you a liberal left wing freedom lover?
[02:25:43.692 --> 02:25:51.616]  You know, I mean, all of the constructs that they have put up in the place to run these psychological operations to divide and conquer are absolutely happening.
[02:25:51.656 --> 02:26:05.116]   And so now what you have is people that are so set in their ways, people that are so in love With the nanny state idea of government control to feel safe under a security blanket of protection that's provided by the government at the cost of the taxpayer.
[02:26:05.882 --> 02:26:16.288]  You have literally this group of people who really believes that what Donald Trump did, and by extension, everything that we do by questioning the official narrative should be deemed a criminal offense.
[02:26:16.728 --> 02:26:21.071]  And that means arresting people like Alex Jones, not just suing you or taking you off the air.
[02:26:21.371 --> 02:26:23.352]  No, that means coming after you and arresting you.
[02:26:23.372 --> 02:26:29.476]  That means arresting people like me who want to, weird concept here, uphold the rule of law.
[02:26:29.816 --> 02:26:35.059]  And so when you go to Las Vegas, by the way, met Owen Schroeder and Robin, a bunch of other people at your network, awesome people.
[02:26:35.459 --> 02:26:48.884]  When you go to an event like this in Vegas and you stand on a stage and you give a speech about extreme accountability, which are the measures that we really need to be mainstreaming and talking about right now, because we're not talking about trying Hunter Biden for some gun offense or tax evasion.
[02:26:48.904 --> 02:26:51.445]  We're talking about trying him for what he is, a treasonous traitor.
[02:26:52.025 --> 02:26:52.986]  And what does that mean?
[02:26:54.241 --> 02:26:56.161]  Why do we still allow these people to run around?
[02:26:56.241 --> 02:27:03.523]  Why haven't there been hundreds of millions of people that have gathered up and said, I don't care what political ideology you are, this doesn't sound right for the future of my children.
[02:27:03.603 --> 02:27:04.623]  And let's expand on that.
[02:27:05.103 --> 02:27:06.703]  We are winning globally.
[02:27:07.083 --> 02:27:08.464]  The Globalist Zone documents come out.
[02:27:08.764 --> 02:27:10.404]  Populism's winning, communism's winning.
[02:27:10.784 --> 02:27:11.764]  So imagine the globalists.
[02:27:12.164 --> 02:27:13.905]  Okay, they're in control of the executive branches.
[02:27:14.385 --> 02:27:16.185]  They can devalue your currency and inflation.
[02:27:16.325 --> 02:27:17.645]  Bloop!
[02:27:17.665 --> 02:27:21.106]  They can dissolve borders and send in giant third world hordes.
[02:27:21.206 --> 02:27:21.426]  Bloop!
[02:27:21.986 --> 02:27:24.167]  They can promote pedophilia to destroy the family, bloop!
[02:27:24.547 --> 02:27:26.968]  They can start war with Russia, bloop!
