[00:00:00.000 --> 00:00:00.500]  [BEEP]
[02:12:10.863 --> 02:12:12.104]  He used a truck with a pulley.
[02:12:12.604 --> 02:12:13.866]  And I'm just looking at this going...
[02:12:14.486 --> 02:12:16.387]  Is that level of man dead?
[02:12:16.928 --> 02:12:18.989]  I mean, I know I'm not close to that level of man.
[02:12:19.270 --> 02:12:22.031]  I'm not brave enough to be an infantryman in Vietnam.
[02:12:22.592 --> 02:12:27.155]  I'm worried that that level of masculinity that built this country, by the way, is dead.
[02:12:27.555 --> 02:12:31.078]  Well, especially my dad's dad was like super masculine, not even trying to be.
[02:12:31.438 --> 02:12:33.520]  And my mom's dad was very masculine as well.
[02:12:33.920 --> 02:12:35.901]  And it was like they were like in the wrong century.
[02:12:35.941 --> 02:12:39.464]  Like they were like a weapon that wasn't even being used compared to what we are now.
[02:12:39.784 --> 02:12:43.426]  Because it is true, we're getting weaker, our bones are getting weaker, the sperm count's plunging.
[02:12:43.446 --> 02:12:44.467]  They think it's pesticides.
[02:12:44.807 --> 02:12:47.009]  More than even the shots, it's the pesticides are killing us.
[02:12:47.813 --> 02:12:49.014]  Well, you know what it also could be?
[02:12:49.294 --> 02:12:50.494]  These women take birth control.
[02:12:50.614 --> 02:12:51.815]  They think that they're pregnant.
[02:12:52.315 --> 02:12:53.936]  Their body thinks they're pregnant.
[02:12:54.036 --> 02:13:00.919]  A pregnant woman doesn't want to be around a horny guy that wants to have sex, and they want to be around a male figure, like a brother, who's her sibling.
[02:13:01.219 --> 02:13:09.283]  Then they go off the birth control, they get married, and then go off the birth control, and then they're looking at their brother, and they're like, I don't want to have sex with my brother.
[02:13:09.383 --> 02:13:10.103]  What are you doing?
[02:13:10.483 --> 02:13:10.743]  Exactly.
[02:13:10.823 --> 02:13:12.024]  They're on those hormones, they want a pal.
[02:13:12.464 --> 02:13:13.965]  So then they breed with that wimp.
[02:13:14.665 --> 02:13:15.446]  If they don't get divorced.
[02:13:15.466 --> 02:13:16.046]  That's a big part of it.
[02:13:16.287 --> 02:13:23.854]  And we're breeding wimps because they were on a different chemical when their body chemistry was literally different when they met this guy.
[02:13:24.334 --> 02:13:27.297]  So we may have altered the DNA of the country.
[02:13:27.437 --> 02:13:27.938]  I totally agree.
[02:13:27.978 --> 02:13:29.799]  And then in quote, feminists want to be powerful.
[02:13:29.859 --> 02:13:30.700]  I'm all about powerful women.
[02:13:30.740 --> 02:13:31.361]  I think it's sexy.
[02:13:31.901 --> 02:13:34.382]  They're all, like, ugly and weak and stupid.
[02:13:34.822 --> 02:13:37.362]  And then I think about my grandmothers were like wildcats, man.
[02:13:37.382 --> 02:13:38.922]  Like electricity was shooting out of their eyes.
[02:13:39.263 --> 02:13:41.363]  I mean, it's like, whoa, something's happened to us.
[02:13:41.383 --> 02:13:41.923]  That's not good.
[02:13:42.003 --> 02:13:42.763]  You know what else?
[02:13:43.323 --> 02:13:44.684]  No one's cool anymore.
[02:13:45.284 --> 02:13:56.606]  Like, you look at these trans kids, and they have Crocs on and an anime figure in their bag that they just bought, and some oversized t-shirt, and you're like, where's, like, Johnny in the wild one?
[02:13:56.966 --> 02:13:57.946]  Where's Marlon Brando?
[02:13:58.306 --> 02:13:59.487]  Like, whatever happened to Crocs?
[02:13:59.507 --> 02:14:00.787]  Today, I pulled into work.
[02:14:01.307 --> 02:14:06.028]  And I guess kids are off school, so at this office building, their parents must have been inside.
[02:14:06.328 --> 02:14:16.711]  But I saw two little boys and a little girl in a pool of water from rain that happened a few days ago, under an oak tree, playing with like a paper cup or something.
[02:14:16.731 --> 02:14:20.551]  And I actually pulled over to look what they were doing, just because it was so weird to see kids even outside.
[02:14:21.252 --> 02:14:21.512]  Yeah.
[02:14:22.472 --> 02:14:24.112]  I don't think bullying exists anymore.
[02:14:24.232 --> 02:14:27.133]  I don't think there's such thing as a nerd, or even a loser.
[02:14:28.512 --> 02:14:31.554]  I think if you're a fat pig, Covenant, you could be prom king.
[02:14:32.615 --> 02:14:34.616]  By the way, I've got some examples of that.
[02:14:34.896 --> 02:14:53.850]   We're everywhere, and I'm not perfect, I'm not in great shape like you are, but there's examples everywhere where they say a fat dude is the top winner of Women's Germany, and then a sexy woman, look at what's happening in places like Yeah, okay, they're both women.
[02:14:53.870 --> 02:14:54.630]  Well, this looks like a dude to me.
[02:14:54.950 --> 02:14:59.854]  The point is, is Germany's top model, winner 2023, versus random ethnic German model.
[02:15:00.654 --> 02:15:06.078]  So, so in Germany, they're telling you, and I'm not against fat women, the point is, this is not the archetype of a woman.
[02:15:06.098 --> 02:15:06.798]  This is right here.
[02:15:07.359 --> 02:15:08.820]  Yeah, we've killed, we've killed beauty.
[02:15:08.840 --> 02:15:09.760]  They don't want any standards.
[02:15:10.341 --> 02:15:11.681]  We've killed beauty.
[02:15:12.122 --> 02:15:13.383]  Beauty is illegal.
[02:15:14.403 --> 02:15:15.484]  And I don't understand why.
[02:15:15.504 --> 02:15:22.268]  Exactly, only a fat dude can say he's a woman, and I'm not saying this is a dude, but like, fat dudes dressed like clowns is a woman, and then this you're not supposed to do.
[02:15:23.217 --> 02:15:23.997]  Because it's powerful!
[02:15:24.218 --> 02:15:25.738]  And they don't control that, they don't own that.
[02:15:26.279 --> 02:15:29.040]  We used to give wedgies to nerds, they invented the iPhone.
[02:15:29.480 --> 02:15:30.621]  Wedgies work, folks.
[02:15:30.941 --> 02:15:32.782]  Wedgies are good for the economy.
[02:15:33.582 --> 02:15:34.403]  We'll all be rich.
[02:15:34.683 --> 02:15:37.504]  You can probably monetize what each wedgie is.
[02:15:38.165 --> 02:15:38.845]  You just hit on $1,000.
[02:15:39.925 --> 02:15:41.246]  This is ruled by nerds.
[02:15:41.306 --> 02:15:44.568]  And I'm kind of a nerd in ways, I like to read books.
[02:15:45.828 --> 02:15:52.852]  The globalists really are a bunch of nerds who have chips on their shoulders and are really assaulting civilization.
[02:15:53.632 --> 02:15:53.832]  Yeah.
[02:15:54.893 --> 02:15:56.113]  And they're doing a great job.
[02:15:56.493 --> 02:15:57.214]  Gotta hand it to them.
[02:15:57.914 --> 02:16:03.337]  Well, since you talked about it, here is the 1970s Bionic Man intro.
[02:16:03.857 --> 02:16:06.739]  And yes, ladies and gentlemen, we will rebuild Gavin McInnes.
[02:16:07.059 --> 02:16:08.200]  I'm rebuilt!
[02:16:08.920 --> 02:16:10.100]  I'm the six million dollar man!
[02:16:10.121 --> 02:16:10.841]  Alex did it!
[02:16:10.861 --> 02:16:11.641]  Go ahead and roll it.
[02:16:11.681 --> 02:16:12.562]  This is for Gavin.
[02:16:15.043 --> 02:16:15.583]  Like the buildup.
[02:16:17.004 --> 02:16:17.404]  Here we go.
[02:16:17.344 --> 02:16:18.344]  It's amazing.
[02:16:18.344 --> 02:16:19.344]  Oh great.
[02:16:19.344 --> 02:16:24.743]  This was everything before Star Wars.
[02:16:24.578 --> 02:16:26.578]  [Gunfire]
[02:16:26.578 --> 02:16:28.578]  Evil, Caneval and violent.
[02:16:28.578 --> 02:16:32.578]  [Gunfire]
[02:16:32.578 --> 02:16:34.578]  [Explosion]
[02:16:34.578 --> 02:16:36.578]  [Street noise]
[02:16:36.578 --> 02:16:38.578]  [Radio chatter]
[02:16:38.578 --> 02:16:43.578]   The point is, is that you were down at the time, as was saying, studying history.
[02:16:43.640 --> 02:16:45.021]  That's a baptism by fire.
[02:16:45.101 --> 02:16:46.722]  You'd already reinvented things so many times.
[02:16:47.402 --> 02:16:48.743]  You just had somebody to encourage you.
[02:16:48.803 --> 02:16:50.224]  It wasn't... It's the truth.
[02:16:50.764 --> 02:16:51.425]  And you didn't give up.
[02:16:51.445 --> 02:16:52.365]  Now you're more powerful than ever.
[02:16:52.645 --> 02:16:53.066]  Are we on?
[02:16:53.246 --> 02:16:54.687]  Are we... No, we're talking over right now.
[02:16:55.467 --> 02:17:00.290]  Yeah, well, you know, the thing that really fuels any kind of movement is love.
[02:17:01.586 --> 02:17:03.687]  And hate is the devil's playground.
[02:17:04.288 --> 02:17:05.108]  Idle hands and hate.
[02:17:05.488 --> 02:17:08.150]  And I just, you reminded me that I love people.
[02:17:08.690 --> 02:17:10.591]  Like, when I'm in the Uber, I'm talking to the guy.
[02:17:10.932 --> 02:17:12.673]  When I'm at the barber, I'm talking to the guy.
[02:17:12.693 --> 02:17:13.873]  Like, I want to know you.
[02:17:14.073 --> 02:17:15.834]  Yeah, the system doesn't want you interfacing with him.
[02:17:15.854 --> 02:17:19.016]  How's business, I say, when I'm buying a burrito, you know?
[02:17:19.076 --> 02:17:24.159]  Yeah, so you're already up there like an astronaut of culture, trailblazing, and you crashed and got torn up.
[02:17:24.379 --> 02:17:27.561]  But if you just ask for the help, everybody rebuilds you, Gavin.
[02:17:27.941 --> 02:17:28.522]  Crank it up, guys.
[02:17:32.157 --> 02:17:36.279]  See, I told you this allegory because this was an allegory for me.
[02:17:36.840 --> 02:17:39.902]  I was like in a hotel room and they were really attacking me five years ago and lying about me.
[02:17:40.442 --> 02:17:50.049]  And I was flipping the channels and saw the intro to this on some re-aired show and I kind of sat there with a vodka in my hand and thought, well I've crashed, I'm torn up, but my listeners are going to rebuild me.
[02:17:50.469 --> 02:17:52.711]  So that was kind of my own little ethos too.
[02:17:53.251 --> 02:17:58.555]  Well, this is a good segue into the infighting on the right.
[02:17:59.437 --> 02:18:04.741]  Now, the problem with being on the right, right now, is you have to be a wolf.
[02:18:05.522 --> 02:18:13.768]  Because it's a venomous world, there's a lot of, they call your parents, they call your parents friends, they call your uncle, they destroy lives.
[02:18:14.188 --> 02:18:17.871]  So the people that remain are tough and alpha.
[02:18:18.171 --> 02:18:21.133]  And the problem with alphas is, just like wolves, they always want to fight.
[02:18:22.014 --> 02:18:24.736]  So that's why you have so much infighting with the new right.
[02:18:24.896 --> 02:18:25.917]  I did a whole chart of it.
[02:18:25.957 --> 02:18:29.400]  It's crazy with the red lines, how who's mad at who.
[02:18:29.880 --> 02:18:34.243]  You're one of the people, actually, that there was no arrow coming from you to anyone.
[02:18:34.464 --> 02:18:42.189]  There was people mad at you, like I think Milo was mad at you, because you didn't disavow Ali Alexander, whatever his name is.
[02:18:42.450 --> 02:18:43.811]  Yeah, that's his name, right?
[02:18:44.011 --> 02:18:48.855]  But there's this massive chart of like, he's mad at him, and he's mad at him, and they're mad at Crowder, and this guy hates this guy.
[02:18:49.355 --> 02:18:50.376]  And then you look at the left.
[02:18:50.896 --> 02:18:52.197]  They have the opposite problem.
[02:18:52.217 --> 02:18:57.579]  They have so much unity that they'll take in pedophiles and they'll forgive rapists.
[02:18:57.599 --> 02:18:58.559]  They're totally unaware.
[02:18:58.779 --> 02:19:05.662]  And they'll, you know, you can have sex with a spy and you still have a job, you know, there's no problems over there.
[02:19:06.022 --> 02:19:07.282]  So we need to find a balance.
[02:19:07.322 --> 02:19:08.923]  The left needs less unity.
[02:19:09.443 --> 02:19:13.904]  And they need to eschew their bad actors, and the right needs more unity.
[02:19:14.345 --> 02:19:20.927]  Look, guy, like, if you want less government, and you adhere to the Constitution, I love you.
[02:19:21.947 --> 02:19:22.467]  That's it.
[02:19:23.087 --> 02:19:27.168]  We can disagree on, I like the Stones more than the Beatles, that's fine.
[02:19:27.389 --> 02:19:27.809]  I do too.
[02:19:28.209 --> 02:19:28.729]  Yeah, they're better.
[02:19:29.289 --> 02:19:29.549]  Come on.
[02:19:29.749 --> 02:19:30.710]  The Beatles are for kids.
[02:19:30.870 --> 02:19:31.550]  Rocky Raccoon?
[02:19:31.690 --> 02:19:31.890]  Come on.
[02:19:34.380 --> 02:19:36.081]  I like The Who, too.
[02:19:36.101 --> 02:19:37.382]  Oh, they're genius artists.
[02:19:38.303 --> 02:19:38.884]  It's hard.
[02:19:39.224 --> 02:19:42.246]  So, The Rolling Stones, Pink Floyd, or The Who?
[02:19:42.387 --> 02:19:42.807]  Who's better?
[02:19:44.408 --> 02:19:46.910]  I'd say The Stones, The Who, Floyd.
[02:19:46.930 --> 02:19:48.632]  Well, just for that real raw magic.
[02:19:48.872 --> 02:19:50.133]  And the number of jams.
[02:19:50.533 --> 02:19:54.757]  Like, Bob O'Reilly, The Who have like five songs that blow your head off.
[02:19:55.297 --> 02:19:57.119]  I think The Stones have more like ten.
[02:19:57.319 --> 02:19:57.619]  Yeah.
[02:19:57.779 --> 02:19:57.919]  Eight.
[02:19:58.939 --> 02:20:00.040]  What's the best?
[02:20:00.260 --> 02:20:00.801]  Gimme Shelter?
[02:20:01.642 --> 02:20:06.546]  Gimme Shelter, the greatest song is that, uh, uh, RAPE MURDER!
[02:20:06.947 --> 02:20:08.368]  It's just a shadow way!
[02:20:08.608 --> 02:20:11.211]  But that's it, that's, that's... Yeah, that's Gimme Shelter, right?
[02:20:11.231 --> 02:20:12.312]  Yeah, yeah.
[02:20:12.332 --> 02:20:12.612]  Um, yeah.
[02:20:13.012 --> 02:20:20.019]  But then you have The Who with Bob O'Reilly and that... No, you know what's a great song, too, is, uh, Fool in the Rain, Led Zeppelin.
[02:20:20.239 --> 02:20:21.080]  Oh, yeah.
[02:20:21.140 --> 02:20:23.462]  Oh, no, Led Zeppelin, that's another class.
[02:20:24.523 --> 02:20:37.175]  I was thinking of those groups, and then Led Zeppelin, you can't even... You think when they were in the studio, or they were in the jam space, and they were doing, like, immigrant song, do you think they looked at each other and went, holy crap!
[02:20:37.736 --> 02:20:48.634]   In fact, I think it goes, Led Zeppelin, The Rolling Stones, The Who, Pink Floyd and then The Beatles.
