[00:00:00.000 --> 00:00:02.480]  [BEEPING]
[02:28:21.700 --> 02:28:22.821]  It is all up to you.
[02:28:23.521 --> 02:28:24.602]  God is not going to force you.
[02:28:24.622 --> 02:28:29.285]  God is not going to... He's not going to impose His will upon you.
[02:28:30.663 --> 02:28:31.905]  You are going to make that choice.
[02:28:32.585 --> 02:28:41.335]  You see, but this is what the other side is attempting to do, because the other side, Lucifer, anti-Christ, pseudo-Christ, is attempting to be in the role of God.
[02:28:41.856 --> 02:28:47.162]  They will attempt to bypass and overrule your God-given free will.
[02:28:47.182 --> 02:28:48.604]  That's the difference between the two.
[02:28:48.624 --> 02:28:50.305]  God will give you a choice.
[02:28:50.346 --> 02:28:51.267]  It's all in your hands.
[02:28:52.085 --> 02:28:53.787]  But the other side is gonna force you.
[02:28:54.047 --> 02:28:55.068]  They'll force you to mask.
[02:28:55.468 --> 02:28:57.030]  They'll force you to take the death jab.
[02:28:57.050 --> 02:28:58.832]  They'll force you with the Mark of the Beast.
[02:28:59.272 --> 02:29:00.673]  If not, then you die.
[02:29:00.693 --> 02:29:01.634]  We'll be right back.
[02:29:01.674 --> 02:29:02.435]  We got a lot of news.
[02:29:03.156 --> 02:29:09.082]  The new book, The Great Awakening, defeating the globalists and launching the next great renaissance.
[02:29:10.083 --> 02:29:12.445]  The follow-up to the Great Reset and the War for the World.
[02:29:12.925 --> 02:29:14.927]  This is the latest book by Alex Jones.
[02:29:15.767 --> 02:29:22.993]  And man, you know, that one was a real focused dissertation about the Great Reset and the globalist plan for the corporate world government.
[02:29:24.114 --> 02:29:34.382]  This goes even deeper into the phenomenon and gets into the cultural aspects, the artificial intelligence aspects, and so much more.
[02:29:34.442 --> 02:29:40.312]   But also, how we the people can have a great renaissance In the face of it.
[02:29:41.412 --> 02:29:52.479]  And so not only is this copy available at InfoWarsTore.com, you can get a signed copy by Alex Jones exclusively at InfoWarsTore.com.
[02:29:52.519 --> 02:29:55.401]  Get your signed copy exclusively at InfoWarsTore.com.
[02:29:55.782 --> 02:29:57.723]  And this basically operates like a fundraiser.
[02:29:59.244 --> 02:30:05.370]  When you buy the autographed copy at InfoWarsTore.com, that goes towards funding this operation and keeping us on the air.
[02:30:05.751 --> 02:30:17.062]  Despite all the lawfare against us, all the censorship against us, they're putting me in prison for my speech, we will still be on the air thanks to your continued support at InfoWarsTore.com.
[02:30:17.162 --> 02:30:20.085]  So, when you buy the autographed copy, I've already got my autographed copy.
[02:30:21.144 --> 02:30:22.266]  I might have an inside track.
[02:30:22.486 --> 02:30:24.028]  Let's just say I got an inside track.
[02:30:24.488 --> 02:30:25.790]  I got my autographed copy already.
[02:30:25.830 --> 02:30:28.013]  But you can get yours exclusively at Infowarshore.com.
[02:30:28.393 --> 02:30:29.094]  The Great Awakening.
[02:30:29.375 --> 02:30:36.375]  This might be some prison reading for me.
[02:30:36.375 --> 02:30:41.254]  Corrine in Massachusetts.
[02:30:41.261 --> 02:30:41.801]  You're on the air.
[02:30:41.620 --> 02:30:42.620]  Thanks for calling.
[02:30:42.620 --> 02:30:44.620]  Honored to be talking with you, Alex.
[02:30:44.620 --> 02:30:49.620]   I've been listening since 2016 and I am a financial supporter ever since.
[02:30:49.620 --> 02:30:50.620]  Thank you.
[02:30:50.620 --> 02:30:53.180]  I'd like to promote your nitric oxide product.
[02:30:53.180 --> 02:30:56.780]  I actually market a competitor for 20 years.
[02:30:56.759 --> 02:31:02.282]  I've done over 30 million dollars in that product, so I know a little bit about nitric oxide.
[02:31:02.422 --> 02:31:14.547]  It is, according to the Nobel Prize in Medicine 1998, it is the key signaling molecule to the entire cardiovascular system, and it is used by every single cell in the human body.
[02:31:14.647 --> 02:31:19.326]   And the reason that we can't generate as much as we get older is because the lining of the
[02:31:19.326 --> 02:31:24.767]   arteries, the endothelial lining gets damaged and that's where it gets generated.
[02:31:24.767 --> 02:31:29.566]   So when you're taking nitric oxide, all the other products that your listeners are taking
[02:31:29.566 --> 02:31:33.526]  work better because it's like putting a pump in a fish tank.
[02:31:33.526 --> 02:31:34.526]  Everything circulates.
[02:31:34.526 --> 02:31:38.686]  It regulates the whole arteries and the arterial system.
[02:31:38.686 --> 02:31:44.166]   So I would have every one of your listeners add that product and all the other products
[02:31:44.166 --> 02:31:47.527]   are going to work better and they're going to protect those ACE receptors.
[02:31:48.242 --> 02:31:52.484]  It's Nitric Boost from InfoWars MD, the new product line.
[02:31:52.524 --> 02:31:55.245]  This is a clone that the company authorizes to do it.
[02:31:55.305 --> 02:31:59.426]  Private label by us of one of the top selling Nitric Boost products in the country.
[02:31:59.566 --> 02:32:02.207]  Already tested, already loved, already five star reviewed.
[02:32:02.227 --> 02:32:03.388]  We're now able to private label it.
[02:32:03.428 --> 02:32:04.888]  Hope everybody gets Nitric Boost.
[02:32:05.048 --> 02:32:10.910]  Available at InfoWarsStore.com under the InfoWars MD line of products.
[02:32:10.930 --> 02:32:13.271]  And then it funds the InfoWars, a 360 win.
[02:32:13.210 --> 02:32:15.210]  And everybody should get nitric boost today.
[02:32:15.210 --> 02:32:31.210]  [crowd chanting InfoWars]
[02:32:32.210 --> 02:32:36.210]  InfoWars, the most banned network in the world.
[02:32:36.669 --> 02:32:43.093]  The truth is out there in front of you, but they lay out this buffet of lies.
[02:32:43.233 --> 02:32:46.955]  I'm sick of it, and I'm not going to take a bite out of it!
[02:32:47.015 --> 02:32:48.076]  Do you got me?
[02:32:48.216 --> 02:32:49.857]  I'm here to warn people.
[02:32:49.897 --> 02:32:51.978]  You keep telling me to shut up.
[02:32:52.278 --> 02:32:53.119]  This isn't a game.
[02:32:54.879 --> 02:32:58.879]  Visit infowars.com/show today.
[02:32:58.879 --> 02:33:08.879]   Leading a frontal assault on the lies of the New World Order.
[02:33:09.494 --> 02:33:11.194]  It's Alex Jones.
[02:33:11.194 --> 02:33:19.093]  All righty.
[02:33:19.724 --> 02:33:21.245]  Infowarriors worldwide.
[02:33:21.285 --> 02:33:22.766]  Infowarriors.com.
[02:33:24.187 --> 02:33:25.108]  Band.video.
[02:33:25.168 --> 02:33:26.389]  Infowarriorsstore.com.
[02:33:26.409 --> 02:33:27.750]  Good to see every single one of you guys.
[02:33:27.770 --> 02:33:29.292]  I'm your guest host, Drew Hernandez.
[02:33:29.312 --> 02:33:30.553]  Let's get into some of this news.
[02:33:31.391 --> 02:33:34.013]  And like I say, man, the New World Order is going to continue to run their ops.
[02:33:34.053 --> 02:33:35.834]  They're going to continue to run their false flags.
[02:33:35.874 --> 02:33:51.044]  They're going to continue to prop up emergency situations in order to give them an excuse to impose their tyrannical laws, their tyrannical decrees, their tyrannical recommendations from the CDC and these proxy New World Order organizations.
[02:33:51.064 --> 02:33:56.208]  You're going to continue to see this as we go further on and on and on and on and on.
[02:33:57.462 --> 02:33:58.743]  This is Infowars.com.
[02:33:59.043 --> 02:33:59.403]  D.C.
[02:33:59.443 --> 02:34:04.925]  Mayor implements Big Brother digital vehicle tracking program amid rising car thefts.
[02:34:05.585 --> 02:34:16.349]  Now obviously this is all by design because you get these woke diversity hires, you get Mayor Muriel Bowser in there, you know, you get this woke black lady that, you know, doesn't give a damn about anybody but herself.
[02:34:16.830 --> 02:34:17.990]  It's like, I made it, girl!
[02:34:18.310 --> 02:34:18.770]  I made it!
[02:34:18.790 --> 02:34:20.111]  I'm the mayor now, girl!
[02:34:20.371 --> 02:34:23.012]  You know, they don't really care about blacks.
[02:34:23.032 --> 02:34:30.701]   There was other reports that were going on yesterday that You know, face masking is now a part of the rise in crime in D.C.
[02:34:31.041 --> 02:34:34.006]  because criminals can cover their face and commit crimes now.
[02:34:35.074 --> 02:34:36.575]  And I was like, oh, would you look at that?
[02:34:37.296 --> 02:34:46.324]  You get a woke black diversity hire that's, you know, causing black people to have to face, you know, criminal activity because, you know, that's just how these people are.
[02:34:46.344 --> 02:34:49.046]  You know, but they never want to learn.
[02:34:49.066 --> 02:34:54.030]  You know, these woke blacks, they never want to learn from their mistakes or they never really want to get it together.
[02:34:54.050 --> 02:34:54.851]  But anyways, D.C.
[02:34:54.891 --> 02:35:05.880]   Mayor Muriel Bowser and the Metropolitan Police Department, MPD, unveiled a new taxpayer-funded program that uses digital tracking tags Wow, to find stolen cars more easily.
[02:35:06.241 --> 02:35:15.288]  This comes as Bowser's failed progressive defund the police policies have sparked a crime tsunami across the nation's capital.
[02:35:15.408 --> 02:35:23.595]  On Wednesday morning, Bowser's office stated that tracking tags will be available to residents, would you look at this, who live in areas with the greatest increase in vehicle theft.
[02:35:24.233 --> 02:35:31.377]  MPD will install the device in vehicles, allowing them to track stolen cars via a mobile device easily.
[02:35:31.677 --> 02:35:36.360]  Now, again, you cause, you create a problem.
[02:35:36.800 --> 02:35:39.461]  You cause and you create mass instability.
[02:35:39.982 --> 02:35:41.743]  You cause a rise in crime.
[02:35:42.283 --> 02:35:43.304]  You defund the police.
[02:35:43.344 --> 02:35:45.005]  Now, it even goes further back than that.
[02:35:45.025 --> 02:35:46.725]  You shut down the world, right?
[02:35:47.186 --> 02:35:48.166]  You shut down the world.
[02:35:48.206 --> 02:35:49.507]  You launch a bioweapon.
[02:35:49.807 --> 02:35:51.028]  You shut down the world.
[02:35:51.892 --> 02:35:52.953]  Mass lockdowns.
[02:35:53.453 --> 02:35:56.074]  Mask formation psychosis.
[02:35:57.075 --> 02:35:58.036]  Mask mandates.
[02:35:58.396 --> 02:35:59.356]  Jab mandates.
[02:35:59.376 --> 02:36:01.978]  You put fear in the hearts of millions of people.
[02:36:02.658 --> 02:36:06.660]  And then at the same time, you weaponize and launch Antifa and BLM.
[02:36:07.581 --> 02:36:10.503]  George Floyd gets killed by fentanyl, in my opinion.
[02:36:10.623 --> 02:36:12.684]  I think that's pretty clear by now.
[02:36:13.664 --> 02:36:18.307]  But the entire world doesn't get the actual footage of what really went down till what, like a year and a half later?
[02:36:19.494 --> 02:36:22.497]  And then there's mass riots, over $2 billion in insurance damage.
[02:36:22.997 --> 02:36:24.078]  BLM, Antifa.
[02:36:25.079 --> 02:36:30.244]  Mainstream media runs cover for them, refuses to call them what they really are, domestic terrorists.
[02:36:31.025 --> 02:36:32.166]  Doing domestic terrorism.
[02:36:32.586 --> 02:36:34.848]  Ah, they're fiery, but mostly peaceful protests.
[02:36:35.809 --> 02:36:37.791]  You see, all of this leads to stuff like this.
[02:36:37.851 --> 02:36:38.792]  They defund the police.
[02:36:38.832 --> 02:36:39.913]  It gave them a reason.
[02:36:40.822 --> 02:36:42.903]  Defunding the police was a regime installation.
[02:36:42.943 --> 02:36:43.683]  That's all it was.
[02:36:44.063 --> 02:36:47.004]  When you take a look at the NPD in D.C., it's just a bunch of woke black people.
[02:36:47.024 --> 02:36:47.504]  That's all it is.
[02:36:47.784 --> 02:36:48.144]  Straight up.
[02:36:48.544 --> 02:36:48.764]  Go!
