[00:00:00.149 --> 00:00:01.670]  So this is now in our country, folks.
[02:02:18.859 --> 02:02:21.480]  Most likely you would have been a Nazi, if you look at what the numbers say.
[02:02:21.540 --> 02:02:23.621]  Yeah, well, we're learning that in the modern age now.
[02:02:24.301 --> 02:02:26.344]  So many people are willing to go along to get along.
[02:02:26.364 --> 02:02:27.325]  They want to keep their paycheck.
[02:02:27.345 --> 02:02:28.086]  They want to keep their pension.
[02:02:28.106 --> 02:02:29.648]  They want to keep their health benefits and so on.
[02:02:29.889 --> 02:02:32.753]  They do the thing that they're told to do simply because that's what they do.
[02:02:33.033 --> 02:02:38.861]  That's why they come and deprive you of your civil liberties, even though, as you said, the guys knew it was a First Amendment issue.
[02:02:38.941 --> 02:02:40.203]  They knew that they weren't supposed to do that.
[02:02:40.643 --> 02:02:43.225]  And they just go like, this is that First Amendment, that free speech issue, right?
[02:02:43.725 --> 02:02:45.606]  And like you say, frontline grunts, that was me.
[02:02:45.987 --> 02:02:52.091]  I was a GS-13-1, I was a GS-13-1 frontline FBI agent with five, six years in.
[02:02:52.111 --> 02:02:53.692]  You know, at six years, I got removed.
[02:02:53.872 --> 02:02:55.613]  I spent a year unpaid because of that.
[02:02:55.633 --> 02:03:00.156]  But I was the guy that would have been gone out, they would have said, hey, go get Owen and lock him up.
[02:03:00.256 --> 02:03:01.697]  And I would have been like, hmm, I don't think so.
[02:03:01.977 --> 02:03:03.158]  Because that's the kind of guy that I am.
[02:03:03.339 --> 02:03:09.125]  There's not very many people who do it, and the guys that are willing to do it have pretty much been removed, or they're under investigation right now.
[02:03:09.185 --> 02:03:12.289]  They're investigating us at headquarters, and we call our group the Suspendables.
[02:03:12.329 --> 02:03:12.989]  That's what this is.
[02:03:13.550 --> 02:03:21.839]  And I would suggest to you that just like the United States, a lot of people are flying the flag upside down right now because we are kind of in a state of duress, and we are distressed as a country.
[02:03:22.600 --> 02:03:24.401]  The FBI is an agency that is like that.
[02:03:24.581 --> 02:03:26.662]  And so this represents that to anybody who sees it.
[02:03:26.682 --> 02:03:29.724]  This is a federal badge flipped upside down with our little S. And you know what?
[02:03:29.804 --> 02:03:31.605]  You can flip it back up and the S still looks the same.
[02:03:31.926 --> 02:03:39.070]  So when they recover, which I don't think will happen anytime soon, but if they did, we could turn the badge back upside, you know, we could... Well, let's even look at this logistically speaking.
[02:03:39.130 --> 02:03:40.991]  How many FBI agents are there, give or take?
[02:03:41.231 --> 02:03:41.651]  About 13,000... Under 14,000. 13,800.
[02:03:44.833 --> 02:03:52.998]  And how many have come forward as whistleblowers or even just trying to muck up the gears of corruption at the FBI as all of this is going on?
[02:03:53.019 --> 02:03:53.979]  A couple dozen.
[02:03:54.019 --> 02:03:54.339]  Tops, 36, 40.
[02:03:54.740 --> 02:03:56.701]  So let's say, let's say 40.
[02:03:57.101 --> 02:03:58.642]  So we're looking at less than 1%.
[02:03:59.883 --> 02:04:04.786]  We're looking at less than 1% essentially of the FBI that's willing to stop the corruption.
[02:04:04.826 --> 02:04:11.671]  We're looking at less than 1% that in Nazi Germany are willing to say, no, we're not going to go round up the Jews.
[02:04:11.871 --> 02:04:12.031]  Yeah.
[02:04:12.251 --> 02:04:13.152]  Oh, way less than that.
[02:04:13.412 --> 02:04:13.492]  Yeah.
[02:04:13.512 --> 02:04:14.593]  It's less than half of a percent.
[02:04:15.314 --> 02:04:18.579]  So, I mean, to me... But here's why that happens, and a lot of people go like, how in the world is this?
[02:04:18.619 --> 02:04:20.221]  The FBI actually has close to 40,000 employees.
[02:04:22.025 --> 02:04:23.746]  But only less than 14,000 agents.
[02:04:24.467 --> 02:04:25.848]  So agents are already the minority.
[02:04:26.448 --> 02:04:26.668]  Okay?
[02:04:27.149 --> 02:04:35.995]  But what they've done, and this goes back to what we said earlier, when they transitioned, they learned the wrong lessons in September of 2001, and they said, we need to be an intelligence agency.
[02:04:36.735 --> 02:04:38.156]  They hired intelligence people.
[02:04:38.376 --> 02:04:40.698]  And intelligence people tend to be pretty educated.
[02:04:41.018 --> 02:04:42.539]  Bachelor's, Master's, PhD.
[02:04:42.919 --> 02:04:45.041]  Something my buddy Dan Bongino calls the stupid smart people.
[02:04:45.581 --> 02:04:47.402]  And they have no common sense, but they got a lot of academics.
[02:04:47.422 --> 02:04:48.043]  They have a lot of time.
[02:04:48.063 --> 02:04:49.504]  And they always want you to know about it, too.
[02:04:49.544 --> 02:04:50.725]  They always want you to know.
[02:04:51.485 --> 02:04:53.386]  And they spend time, you know, what have they done?
[02:04:53.426 --> 02:04:58.908]  They've sat out there and they've basically adjusted their worldview to get along in academia.
[02:04:59.448 --> 02:05:03.209]  Now that is persuasive and pervasive in the intelligence community.
[02:05:03.469 --> 02:05:04.830]  And it makes them feel prestigious.
[02:05:05.010 --> 02:05:05.370]  For sure.
[02:05:05.450 --> 02:05:08.091]  It's like this air of prestigiousness that they really don't deserve.
[02:05:08.151 --> 02:05:10.352]  And you're the unwashed mass if you don't know those things.
[02:05:10.712 --> 02:05:28.129]  So when you have a leftist bent, a political left, progressive leftist, that is sort of the captured ideology of the agency, and they are the majority of it, the minority, which is like people like me, carry a gun and a badge at the time, you know, we're like conservative, lowercase c, libertarian minded, live and let live kind of guy.
[02:05:28.189 --> 02:05:29.150]  Actually believe in your oath.
[02:05:29.690 --> 02:05:30.611]  You're still the minority.
[02:05:31.031 --> 02:05:35.355]  You're going to be the majority of agents, but you're the vast and lowest minority inside that agency.
[02:05:35.595 --> 02:05:37.937]  So the orders and the marching orders are coming down from the wrong people.
[02:05:38.177 --> 02:05:41.000]  And when that happens, a lot of people say yes when they should be throwing the BS flag.
[02:05:42.005 --> 02:05:45.708]  Well, and you mentioned the FBI's investigating this film.
[02:05:45.748 --> 02:05:47.509]  That tells me that it's extremely powerful.
[02:05:47.549 --> 02:05:52.273]  Again, police state the film, you're in it, and you're part of an FBI whistleblower panel.
[02:05:52.473 --> 02:05:54.454]  So obviously the film is going to be very powerful.
[02:05:54.935 --> 02:05:59.458]  Do you suspect maybe that there are efforts to shut this film down before it hits theaters?
[02:05:59.818 --> 02:06:02.020]  I think that the Bureau would love that, but they don't know what's in it.
[02:06:02.280 --> 02:06:07.164]  And what's funny is that we didn't have to go get anything classified, and we didn't have to go do anything illegal to make a film.
[02:06:07.184 --> 02:06:08.645]  You didn't have to get anything declassified?
[02:06:09.005 --> 02:06:09.165]  Right.
[02:06:09.225 --> 02:06:10.906]  And we didn't have to use classified information at all.
[02:06:10.966 --> 02:06:11.146]  Yeah.
[02:06:11.286 --> 02:06:12.787]  It's just all publicly available.
[02:06:13.047 --> 02:06:19.489]  It tells a narrative and a story that goes back over 20 years about how a police state evolves in a place that didn't used to have it.
[02:06:19.809 --> 02:06:20.710]  And so that's what it's telling.
[02:06:20.990 --> 02:06:25.311]  And in simple terms, and I'll give people kind of the broad view of it, because we tell it graphically as well.
[02:06:25.832 --> 02:06:36.316]  But if you look at the way that things happened starting in 01 and moving forward, the FBI's focus and most of the mechanisms of Homeland Security and so on, they were focused on what we call international terrorism, IT.
[02:06:37.276 --> 02:06:38.096]  International terrorism.
[02:06:38.617 --> 02:06:39.277]  You run out of them.
[02:06:39.877 --> 02:06:39.957]  U.S.
[02:06:39.997 --> 02:06:40.678]  military is really good.
[02:06:40.698 --> 02:06:42.739]  You talked about how great our men and women are in uniform.
[02:06:43.019 --> 02:06:47.421]  You know, I served in the Air Force around some absolute studs, and they were bringing the fight to the enemy where the enemy was.
[02:06:47.801 --> 02:06:49.422]  That's how you get rid of international terrorism.
[02:06:49.982 --> 02:06:51.663]  The FBI ran out of that, and they still had a budget.
[02:06:51.683 --> 02:06:52.443]  They had to go do something.
[02:06:52.463 --> 02:06:53.784]  So what do you do with your terrorism budget?
[02:06:53.964 --> 02:06:56.465]  You find a thing that are called homegrown violent extremists.
[02:06:56.765 --> 02:06:57.686]  Many people have heard the term.
[02:06:57.806 --> 02:06:58.806]  Not everybody can define it.
[02:06:58.906 --> 02:07:01.728]  In fact, I couldn't for the first probably three years that I worked at the Bureau.
[02:07:02.228 --> 02:07:05.173]  An HVE, a homegrown violent extremist, is someone who lives domestically.
[02:07:05.293 --> 02:07:06.435]  Dearborn, Michigan, for example.
[02:07:06.835 --> 02:07:09.540]  But they associate with a radical ideology from overseas.
[02:07:09.820 --> 02:07:12.244]  They might be first generation here, they may be a naturalized citizen.
[02:07:12.424 --> 02:07:15.068]  They're allowed to be in the U.S., so they're not sneaking in over a border.
[02:07:15.669 --> 02:07:17.292]  But... But it brings the scope internally.
[02:07:17.472 --> 02:07:18.513]  But it brings a scope internally.
[02:07:18.553 --> 02:07:28.239]  And once you've started looking internally for what are your problems, eventually you're gonna run out of HVEs, which they did, and they started looking for things that they called racially motivated violent extremists, which we know as white supremacists.
[02:07:28.640 --> 02:07:31.662]  They didn't do a whole lot in the black supremacist movement or the others, go figure.
[02:07:32.062 --> 02:07:37.986]  And once you do that, then you start turning towards, uh, well, we've run out of those, because there's actually not very many white supremacists that are dangerous.
[02:07:38.006 --> 02:07:38.907]  Yeah, there's a shortage of those.
[02:07:39.167 --> 02:07:40.508]  Yeah, what do they always say?
[02:07:40.528 --> 02:07:43.930]  That the supply of it doesn't meet the demand that the government has.
[02:07:44.230 --> 02:07:45.350]  So then they start looking for other things.
[02:07:45.370 --> 02:07:47.792]  They went after a thing called militia violent extremists, which I exposed.
[02:07:48.052 --> 02:07:53.795]  Ted Cruz famously put his boot up on the table in front of Chris Wray and showed his 1835 Gonzales battle flag, right?
[02:07:54.315 --> 02:08:00.758]  And that was because the FBI classified people who were veterans and people who were law enforcement as potentially militia violent extremists.
[02:08:00.798 --> 02:08:01.179]  That's another 266.
[02:08:01.779 --> 02:08:02.799]  Imagine that.
[02:08:02.859 --> 02:08:07.602]  You go into the military knowing now that when you come out, the FBI is going to label you an extremist.
[02:08:07.782 --> 02:08:08.742]  This goes back a long ways.
[02:08:08.962 --> 02:08:10.323]  I mean, they tried this in the 90s as well.
[02:08:10.483 --> 02:08:12.044]  Janet Reno was trying to do that as well.
[02:08:12.284 --> 02:08:13.144]  Oh, Janet Reno.
[02:08:13.204 --> 02:08:14.825]  She's a real pretty one.
[02:08:14.945 --> 02:08:18.906]  When you start thinking about the types of people, these are all tried and true mechanisms.
[02:08:18.946 --> 02:08:20.386]  They just float them and see if they catch.
[02:08:20.406 --> 02:08:20.987]  They didn't catch.
[02:08:21.047 --> 02:08:23.308]  The militia violent extremist thing did not catch.
[02:08:23.348 --> 02:08:30.510]  They went after guys like Mike Glover, who's an acquaintance of mine and he's a retired Green Beret and an honorable man and was in the Honor Guard, just a stud as a human being.
