[00:00:00.369 --> 00:00:01.290]  FBI report?
[01:54:31.264 --> 01:54:34.106]  Because I'm about to lift and shift and do research on just camps.
[01:54:36.300 --> 01:54:37.802]  I have no idea how many camps there are.
[01:54:37.822 --> 01:54:38.643]  It's all kept secret.
[01:54:38.683 --> 01:54:39.925]  They fly them in at 2 a.m.
[01:54:40.446 --> 01:54:45.012]  in Maine, in New York, in Seattle, in Minnesota, in Dallas.
[01:54:45.052 --> 01:54:47.495]  I mean, it's all black-op run.
[01:54:47.555 --> 01:54:48.777]  As you said, it's all organized.
[01:54:48.817 --> 01:54:49.498]  It's all coordinated.
[01:54:50.897 --> 01:54:53.439]  A lot of these camps are like virtual camps, actually.
[01:54:53.459 --> 01:54:54.560]  They're hotels, right?
[01:54:55.020 --> 01:55:06.289]  I mean, for instance, here, this hotel that we're staying in now is a virtual army base, insofar as there's a lot of military here, and there's Homeland Security here, and other people here, and other camp.
[01:55:06.309 --> 01:55:11.693]  There's another hotel a couple doors down that's filled with people who are building one of the camps, and that sort of thing.
[01:55:12.173 --> 01:55:13.674]  So all these hotels are filled with people.
[01:55:13.694 --> 01:55:14.155]  And you make that point.
[01:55:14.175 --> 01:55:16.096]  The phones are key to the whole coordination.
[01:55:16.577 --> 01:55:17.797]  It's beyond the Obama phone.
[01:55:17.837 --> 01:55:18.298]  Explain that.
[01:55:20.237 --> 01:55:24.619]  Oh yeah, with the weaponization, I mean, phones are so easy to weaponize now, for instance.
[01:55:25.079 --> 01:55:34.444]  They can always be tracked in great detail, as you know, who you're with, where you're at, and you can send messages to them, you can send money to them, you can send instructions.
[01:55:34.744 --> 01:55:37.225]  Hey, you go to XYZ, you can get some money, you know?
[01:55:37.545 --> 01:55:41.507]  Show me a picture of a police car burning, you can get ten bucks on your phone, that sort of thing.
[01:55:41.828 --> 01:55:46.450]  I mean, this is the sort of stuff that can be done by CCP, it can be done by other people.
[01:55:46.470 --> 01:55:48.831]  And the AI can program it, the AI can control it.
[01:55:50.117 --> 01:55:57.542]  Oh yeah, yeah, that adds another complete and incredible dimension that the AI could actually direct and be watching.
[01:55:58.203 --> 01:56:01.825]  It can watch, you know, the situation in real time.
[01:56:01.906 --> 01:56:04.647]  And compartmentalize humans that wouldn't even go along with us.
[01:56:04.668 --> 01:56:06.429]  They don't even know what AI sent out as an order.
[01:56:08.206 --> 01:56:09.547]  Yeah, yeah, yeah.
[01:56:09.607 --> 01:56:13.350]  They wouldn't have no idea they're even talking with AI or the AI is talking with them.
[01:56:14.131 --> 01:56:17.694]  Keep in mind, the people that are coming in across the border come in different ecosystems.
[01:56:18.094 --> 01:56:20.716]  Some are just, for instance, Venezuelans running from Venezuela.
[01:56:21.777 --> 01:56:24.099]  Others are Colombians running from Colombia, right?
[01:56:24.379 --> 01:56:26.661]  And then we've got the Chinese... Michael Yawn, stay there.
[01:56:26.681 --> 01:56:27.842]  Do one more segment with us.
[01:56:29.063 --> 01:56:30.344]  Your Skype broke up, but it's back.
[01:56:30.364 --> 01:56:31.965]  We'll come right back to you in three minutes.
[01:56:31.985 --> 01:56:32.546]  Stay with us, sir.
[01:56:33.166 --> 01:56:37.410]  Well, the bad news is the new world order is coming down on us like King Kong.
[01:56:38.683 --> 01:56:40.684]  The good news is the fight's out in the open.
[01:56:41.164 --> 01:56:43.245]  You can decide to roll over and die or fight back.
[01:56:43.865 --> 01:56:45.066]  Michael Yan is on fire.
[01:56:45.086 --> 01:56:48.707]  He's got another great investigative journalist who I know about his great work, Anthony Rubin.
[01:56:48.727 --> 01:56:50.988]  He was trying to introduce him but their Skype broke out.
[01:56:51.449 --> 01:56:53.890]  They're down there on the Texas-Mexico border in El Paso.
[01:56:53.910 --> 01:56:56.751]  Michael, finish your point and let's hand the baton to Anthony Rubin.
[01:56:58.450 --> 01:56:58.650]  Right.
[01:56:58.930 --> 01:57:02.933]  I think it is important to go ahead and hand it over to Anthony Rubin from Muckraker.
[01:57:02.993 --> 01:57:06.116]  I took him down to Darien recently and he saw it for himself.
[01:57:06.236 --> 01:57:07.337]  Made a small documentary.
[01:57:07.397 --> 01:57:09.238]  It's very much worth looking at.
[01:57:09.638 --> 01:57:14.162]  In fact, he was there the night we encountered Chai Ninja, the obvious Chinese spy.
[01:57:15.123 --> 01:57:22.727]   And Anthony's the first one to call him out and actually Sure, you could go to muckraker.com or you could find me on Twitter at Real Muckraker.
[01:57:22.747 --> 01:57:24.848]  Sure, well, I mean, let me just lay it out.
[01:57:24.668 --> 01:57:28.027]   I know who you are, a lot of listeners do, but for those that don't, how do we find your
[01:57:28.027 --> 01:57:31.908]  documentaries, how do we find your very dangerous work?
[01:57:31.908 --> 01:57:32.988]  Sure.
[01:57:32.988 --> 01:57:36.788]   You could go to muckraker.com or you could find me on Twitter @RealMuckraker.
[01:57:36.788 --> 01:57:37.788]  All right.
[01:57:37.788 --> 01:57:39.347]  Well, tell us what you've seen.
[01:57:39.347 --> 01:57:40.347]  Sure.
[01:57:40.347 --> 01:57:41.988]  Well, I mean, let me just lay it out.
[01:57:41.988 --> 01:57:46.227]   So first of all, we were in the Daring Gap, like Mikey Gahn said, your listeners have
[01:57:46.227 --> 01:57:48.347]  probably seen a lot of our work already.
[01:57:48.435 --> 01:57:53.658]  I need to express first and foremost the speed with which these people are coming up here, especially the Chinese.
[01:57:53.999 --> 01:57:58.101]  I was in touch with a couple of Chinese people that we met down there in the Darien Gap.
[01:57:58.241 --> 01:58:08.748]  I flew back to California and we were there mid-April and by the end of April, less than two weeks later, I was getting calls from them and they were saying, hey, we're in Los Angeles, we want to meet up with you.
[01:58:09.429 --> 01:58:10.370]  It's happening that quickly.
[01:58:10.850 --> 01:58:12.091]  So I mean, there's people down there right now.
[01:58:12.111 --> 01:58:20.537]  We were actually just getting a report earlier from a fixture of ours who went down to the Daring Gap with who was saying that they're coming into these camps, you know, up to 2500 a day.
[01:58:20.838 --> 01:58:23.740]  And all those people are coming up here and they'll probably be up here in like two weeks.
[01:58:23.760 --> 01:58:26.462]  So I mean, you know, right now we're in El Paso right now.
[01:58:27.082 --> 01:58:34.948]   And we haven't really been seeing too much action, but for sure, give it another 10 days, you know, two weeks, three weeks, There's going to be another major flash.
[01:58:35.008 --> 01:58:36.408]  It's just getting started for sure.
[01:58:36.628 --> 01:58:37.789]  This is Agenda 2030.
[01:58:38.149 --> 01:58:44.772]  I would point your listeners to a document that I actually point out in my little documentary that you guys have been flashing up.
[01:58:45.253 --> 01:58:46.353]  It's by the IOM.
[01:58:46.413 --> 01:58:48.834]  This is the International Organization of Migration.
[01:58:49.195 --> 01:58:52.296]  They are basically the migration arm of the UN.
[01:58:52.316 --> 01:58:53.056]  They're part of the UN.
[01:58:54.617 --> 01:58:56.819]  They're a big group down there in the Daring Gap.
[01:58:56.839 --> 01:58:57.520]  You see them everywhere.
[01:58:57.680 --> 01:59:00.763]  They're actually the group that hands out those quote-unquote rape kits.
[01:59:00.943 --> 01:59:05.026]  I shouldn't even say quote-unquote, that's what they are, the rape kits with the condoms and the female condoms and the whistles and all that.
[01:59:05.967 --> 01:59:15.475]  But the IOM put out a very important document, which all of your listeners right now need to go and download before it gets blackballed, which is called Migration and the 2030 Agenda.
[01:59:15.495 --> 01:59:18.038]  And it lays it out in that document clear as day.
[01:59:18.138 --> 01:59:20.580]  It calls these migrants agents of development.
[01:59:21.255 --> 01:59:25.977]  And it says that they are not here to stop migration, but they are here to facilitate migration.
[01:59:26.257 --> 01:59:29.518]  So if that's not clear as day, just laying it out right in front of you, I don't know what is.
[01:59:32.219 --> 01:59:34.240]  Continue, because you've done a lot of important work.
[01:59:35.161 --> 01:59:36.341]  Let me mention one thing, sir.
[01:59:36.641 --> 01:59:51.005]   Alex, to Anthony's point about the rapidity, the speed that the Chinese are coming up with, I just got information a couple of hours ago that one Chinese who just came through Darien Gap a couple of weeks ago, Just got a driver's license in Brooklyn.
[01:59:51.365 --> 01:59:51.606]  Wow.
[01:59:51.646 --> 01:59:54.951]  He got instantly got a, so just like came.
[01:59:55.689 --> 01:59:56.169]  That quick.
[01:59:56.189 --> 01:59:57.190]  That guy must be a pro.
[01:59:57.230 --> 01:59:58.011]  He went straight on.
[01:59:58.471 --> 02:00:00.252]  Yeah, we got the documents and whatnot.
[02:00:00.713 --> 02:00:01.694]  It's very interesting.
[02:00:01.754 --> 02:00:03.955]  Anyway, I interrupted.
[02:00:04.215 --> 02:00:11.241]  Well, again, what I keep exaggerating is that this is about having an educated populace and we need to understand where this is coming at the highest levels.
[02:00:11.481 --> 02:00:20.027]  The lowest levels is going down and seeing these migrants that are tatted up with gang tattoos and, you know, getting all angry at that and all inflamed and saying, oh my God, this is crazy, which it is.
[02:00:20.347 --> 02:00:21.028]  I'm not saying it's not.
[02:00:21.468 --> 02:00:24.170]  But that's not going down there and just paying attention to that.
[02:00:24.190 --> 02:00:25.131]  That's not going to stop this.
[02:00:25.411 --> 02:00:26.211]  It's going to shine a light.
[02:00:26.271 --> 02:00:27.932]  It's going to open up a door and then we could dive deeper.
[02:00:27.952 --> 02:00:30.714]  But what we need to understand is who's signing off on these things.
[02:00:31.014 --> 02:00:32.355]  What are the groups that are operating this?
[02:00:33.136 --> 02:00:33.916]  We've exposed that.
[02:00:33.936 --> 02:00:36.798]  We need to continue to expose that.
[02:00:36.838 --> 02:00:37.459]  That's the key here.
[02:00:37.479 --> 02:00:45.064]  And so we all need to be educated on the groups, including the UN, the IOM, the Red Cross and others who are facilitating this invasion.
[02:00:47.526 --> 02:00:48.087]  Well, that's right.
[02:00:48.127 --> 02:00:54.255]  The media acts like this is all magically happening, but the same NGOs that ran the European invasion the last 12 years are running this.
[02:00:54.295 --> 02:00:54.956]  That's on record.
[02:00:54.976 --> 02:00:57.960]  So walk through that chain of who is running and what they're doing.
[02:00:59.722 --> 02:01:02.066]  Yeah, I mean, as far as we could sell, I mean, so here's the deal.
[02:01:03.055 --> 02:01:07.799]  They're flying into South America, and this is anybody that's not in Mexico or Central America.
[02:01:08.019 --> 02:01:12.924]  They're flying into South America, and they're using, for example, the Chinese use Douyin.
[02:01:13.204 --> 02:01:14.965]  That's the communist Chinese TikTok app.
[02:01:15.226 --> 02:01:23.953]  There's propaganda videos on there telling you exactly how to march through the Darien Gap and Central America and Mexico and cross our border.
[02:01:24.073 --> 02:01:26.075]  I mean, like, long videos that you can just find.
[02:01:26.295 --> 02:01:30.679]  And obviously, we know they can censor anything they want to on that app, but they're allowing these videos to proliferate.
[02:01:31.179 --> 02:01:33.441]  So, right then and there we know that something's afoot.
[02:01:33.461 --> 02:01:35.963]  I mean, we know that this is being promoted for some reason, right?
[02:01:36.463 --> 02:01:36.863]  There's that.
[02:01:37.344 --> 02:01:42.247]  There are... I'm going to be putting out a video soon of public Facebook groups.
[02:01:42.727 --> 02:01:45.209]  Again, we know that Facebook could censor whatever they want, right?
[02:01:45.249 --> 02:01:49.372]  I mean, you mentioned Ivermectin and they're going to take you off in about 10 minutes.
[02:01:50.073 --> 02:01:56.912]   But there's public Facebook groups that these people are using to organize caravans and arrange big operations
[02:01:56.912 --> 02:02:01.273]   of 400 or 500 people through the Darien Gap and up to the US border.
[02:02:01.273 --> 02:02:06.853]   Public Facebook groups, I'm in a few of them right now, trying to just establish contacts with people.
[02:02:06.853 --> 02:02:07.693]  So that's happening.
[02:02:07.693 --> 02:02:12.932]   So all this is going on, trekking through the Darien Gap, getting into Panama, and then Panama's essentially
[02:02:12.932 --> 02:02:16.693]   a staging area where they're getting handed maps and all this other stuff, and then bust up here
[02:02:16.693 --> 02:02:17.533]  in two weeks.
[02:02:17.533 --> 02:02:20.373]  It's a giant plan though, and even big tech is part of it.
[02:02:20.373 --> 02:02:26.453]   And again, for people that don't know, this is all officially a UN program.
[02:02:26.794 --> 02:02:27.534]  That's not debatable.
[02:02:27.554 --> 02:02:41.401]  I remember like six years ago, I'd show NBC News George Soros funding the State Department, the debit cards, and then they would have a mainstream media story saying it wasn't true, but they would announce it, and then we said it was bad, they say it wasn't true.
