[00:00:00.169 --> 00:00:00.910]  It's official.
[02:14:11.674 --> 02:14:12.595]  You can go on and on.
[02:14:12.735 --> 02:14:13.916]  Chinese regulars.
[02:14:14.296 --> 02:14:15.938]  Chinese police stations.
[02:14:16.418 --> 02:14:18.400]  They're all here now.
[02:14:18.720 --> 02:14:23.304]  So Alex, I don't believe we can back out of the situation.
[02:14:23.725 --> 02:14:27.708]  I believe the only way that we're going to get victory over it is identifying it.
[02:14:27.808 --> 02:14:28.829]  And how many?
[02:14:28.949 --> 02:14:30.551]  What, 8 million already?
[02:14:30.931 --> 02:14:32.793]  10 million illegal immigrants?
[02:14:32.853 --> 02:14:35.735]  And by the way, Steve, you're not just saying this.
[02:14:36.596 --> 02:14:40.581]  Totally open borders, 400,000 sex-smuggled slave kids.
[02:14:41.361 --> 02:14:42.463]  Who would ever believe that?
[02:14:42.603 --> 02:14:44.905]  This is the bizarreness, the homeless everywhere.
[02:14:45.266 --> 02:14:46.707]  They're just getting us used to it.
[02:14:46.828 --> 02:14:52.274]  All the movies now about, don't worry, martial law and the UN is going to come crush the evil white people.
[02:14:53.635 --> 02:14:59.940]  Well, absolutely, and Alex, I'm on record as stating we're already seeing, where do the homeless people who disappear go?
[02:14:59.980 --> 02:15:02.482]  And look, look, it's nothing against black people or hispanics or anybody.
[02:15:03.343 --> 02:15:10.408]  Blackrock and the Pentagon says we're going to put minorities in command of everything so when it goes down, they can make it a race war.
[02:15:10.648 --> 02:15:17.954]  They're even making the war racial and putting it in command for that, and then Obama puts out his new movie on Netflix where they say we've got to get the white people.
[02:15:18.855 --> 02:15:19.976]  It's all pre-programmed.
[02:15:20.791 --> 02:15:24.553]  Listen, that's what Jesus meant when he said, nation will rise against nation.
[02:15:24.794 --> 02:15:26.535]  That's ethnos against ethnos.
[02:15:26.875 --> 02:15:28.336]  Kingdom against kingdom countries.
[02:15:28.596 --> 02:15:45.407]  But what is critical is the United States is now the disunited, I would call it, not even states any longer, disunited areas, geographic areas that are defined by the local expression.
[02:15:45.427 --> 02:15:47.208]  So they're setting us up for our total fall?
[02:15:48.015 --> 02:15:48.496]  Total fault.
[02:15:48.576 --> 02:15:50.478]  And look, here's the deal.
[02:15:50.678 --> 02:15:56.625]  All these movies, I'm telling you guys, these are subliminal thoughts, and it's Kill Whitey.
[02:15:57.005 --> 02:16:07.277]  And you know, it's interesting, when a nation rebels against God, and I'm on record as saying this, in Deuteronomy, one of the Old Testament books, it says, strangers from without will possess you from within.
[02:16:07.877 --> 02:16:11.621]  They will be lifted up very high and you will be brought down very low.
[02:16:11.641 --> 02:16:19.169]  And, you know, talking to Michael Yeun, telling what's going on the Darien Gap, talking about all of the things that people are seeing.
[02:16:19.550 --> 02:16:30.160]   And it's tragic, Alex, because in essence, we're being, by the way, we're being dispossessed By people who are totally demon-possessed.
[02:16:30.180 --> 02:16:43.168]  I'm not saying all immigrants are, but what I'm saying is when you talk about satanic child sacrifice, sex trafficking, $140 billion, 85,000 kids unaccounted for, what about the Maui children?
[02:16:43.448 --> 02:16:44.309]  Where did they go?
[02:16:44.629 --> 02:16:55.296]  And I want everyone to know the code name for the picking up of the abandoned human beings that were our countrymen, somebody's son, somebody's daughter, is called First Flush.
[02:16:55.976 --> 02:16:57.877]  That's a real codename, Alex.
[02:16:58.337 --> 02:16:59.538]  First Flush.
[02:16:59.978 --> 02:17:07.501]  That should tell you the contempt that the globalists, the satanists, the occultists, the luciferians have for humanity.
[02:17:07.621 --> 02:17:16.606]  And it's expressed in the WEFers and go-to-hellers that are absolutely... And they cooked up their plan and they're clearly launching it right now.
[02:17:16.966 --> 02:17:24.451]   What do you make of NATO and the German Chancellor and O'Biden saying, If you don't give us unlimited money, we're going to war with Russia.
[02:17:24.892 --> 02:17:26.534]  If Russia wins the war, we're going to war with them.
[02:17:26.574 --> 02:17:27.575]  Russia's won the war.
[02:17:28.396 --> 02:17:31.000]  How do you expect that to kick off, and what the hell's going on there?
[02:17:31.906 --> 02:17:33.867]  Well, first of all, Russia has won the war.
[02:17:34.268 --> 02:17:39.851]  First of all, in any warfare, you've got to come to a realistic assessment.
[02:17:40.172 --> 02:17:49.658]  Look, when I'm telling people for a long time that hypersonic missiles are faster than supersonic missiles, and when the average time for a U.S.
[02:17:49.758 --> 02:18:01.546]  nuke to get into the air can be five to seven minutes because of all the protocols and the hypersonic sub-base Kinzhals and everything that Russia's done, Russia's not bluffing!
[02:18:01.886 --> 02:18:02.687]  That's the key.
[02:18:02.987 --> 02:18:07.151]  And remember, the United States initiated all the nuclear war, nuclear war, nuclear war.
[02:18:07.491 --> 02:18:16.018]  And one of the guys that's got the best handle on what's going on in the world, in my opinion, is former President of Russia, Dmitry Medvedev.
[02:18:16.459 --> 02:18:27.188]   I mean, I'm telling you, Alex, there is no way that the United States that has its military at war with its people, What is his name?
[02:18:27.308 --> 02:18:28.069]  Durbin the Dick?
[02:18:28.269 --> 02:18:29.410]  Dick Durbin, okay?
[02:18:29.950 --> 02:18:32.893]  Durbin, that's my, you know, putting his last name first.
[02:18:33.293 --> 02:18:42.601]  The bottom line is, he said, well, we've got all these people that we'll give citizenship to if they'll fight in our military and earn the right to fight in the military.
[02:18:42.661 --> 02:18:43.682]  Let me translate that.
[02:18:44.062 --> 02:18:50.925]  We're going to see a foreign army form before our eyes that's going to make war on the whites.
[02:18:51.365 --> 02:18:52.685]  This is a racial thing.
[02:18:53.105 --> 02:18:59.668]  Jesus himself said kingdom against kingdom, but more importantly, nation against nation, ethnos against ethnos.
[02:19:00.108 --> 02:19:04.750]  What is Obama's social, if you will, plan?
[02:19:05.030 --> 02:19:07.651]  Well, it's Saul Alinsky's rules for radicals.
[02:19:08.051 --> 02:19:10.553]  And it's being implemented on a community level.
[02:19:10.913 --> 02:19:16.477]  Look at where all the law and equal justice on the law is breaking down, on a community level.
[02:19:17.638 --> 02:19:19.720]  America's been so recited, okay?
[02:19:20.660 --> 02:19:21.401]  In my opinion.
[02:19:21.561 --> 02:19:22.962]  George Soros-cited.
[02:19:23.162 --> 02:19:26.525]  And again, we're... I'm going to skip this break, but I want to ask you something.
[02:19:27.046 --> 02:19:35.813]  If they had their way, and we know they want 90% depopulation and all this, but the average Lepus thinks they're about to get empowered by all this, and they're getting rid of the old America, bringing in the new.
[02:19:35.833 --> 02:19:38.416]  Don't they see the filth, the disease, the collapse?
[02:19:38.436 --> 02:19:42.139]  The Lepus are doing the worst ever, but they spiritually still love their own destruction.
[02:19:43.420 --> 02:19:46.303]  If Satan had his full way, what would it look like?
[02:19:47.503 --> 02:19:50.361]  But how do you see God intervening in this, or what do you see happening?
[02:19:51.206 --> 02:19:55.907]  Well, first of all, we know from the Four Horsemen of the Apocalypse that that's a real thing.
[02:19:55.947 --> 02:20:02.729]  We've got war, we've got famine, we've got pestilence, we've got starvation now, and starvation is taking place.
[02:20:02.969 --> 02:20:25.837]   You can have financial starvation, and that's why it's so important for people to support your supplements, because in essence, and I've said this on your show before, six months ago, but without supplements, You're going to be robbed of the nutritional support that your body needs.
[02:20:25.858 --> 02:20:38.384]  If you throw that picture up one more time on the screen of the Four Horsemen of the Apocalypse, what I think is important that people can recognize is it's a time period that is loosed right now.
[02:20:38.784 --> 02:20:41.505]  In essence, you can't put those horses back in the barn.
[02:20:41.905 --> 02:20:43.286]  In essence, you can't stop.
[02:20:43.346 --> 02:20:45.187]  Here's how they're going to kill everybody.
[02:20:45.747 --> 02:20:46.768]  Let me make it clear.
[02:20:47.822 --> 02:20:57.562]  The bioweapons that have been designed are not only haplogroup specific now, haplogroups means specific, like for instance, Iceland is its own genetic grouping.
[02:20:58.792 --> 02:21:05.900]  Any haplogroup that has identifiable genetics can be, you can make a weapon against it.
[02:21:06.200 --> 02:21:07.341]  So what did we just watch?
[02:21:07.621 --> 02:21:18.793]  We watched, in essence, the Wuhan laboratory, and by the way, that took place in Montana, and I'm told that caused a big stir because Fauci was doing a lot of the bad fight, but here's the critical thing.
[02:21:19.784 --> 02:21:30.140]  The biological attenuation of weaponization, not only to groups, but individually specific groups, and even down to the individual level itself.
[02:21:30.200 --> 02:21:35.568]  And you talked about that 25 years ago on my show, in the latest James Bond movie, the one before last was all about that.
[02:21:36.451 --> 02:21:37.572]  Yep, and here's the deal.
[02:21:38.272 --> 02:21:39.874]  This is something I want people to understand.
[02:21:40.154 --> 02:21:46.839]  Every single genetic database has been hacked, attacked, or bought through holding.
[02:21:46.859 --> 02:21:53.804]  You said 20 years ago with the big DNA databases, don't do it, it's being sent to governments, and now it turns out the CIA and the Chinese, they got it all.
[02:21:54.727 --> 02:22:01.770]  Right, and look at the real-time acquisition of the world's greatest athletes when they were performing in China during the Olympics.
[02:22:02.251 --> 02:22:09.894]  Their DNA was taken multiple times under the guise of, you know, testing for COVID.
[02:22:09.914 --> 02:22:13.656]  Do you realize how many people were tested for COVID?
[02:22:14.036 --> 02:22:16.457]  And guess where all of those results ended up?
[02:22:16.477 --> 02:22:18.378]  No, no, no, you said that three years ago when it started.
[02:22:18.418 --> 02:22:21.660]  It came out a year ago that the big testing companies were getting the DNA.
[02:22:22.881 --> 02:22:23.061]  Yeah.
[02:22:23.361 --> 02:22:24.362]  And so here's the deal.
[02:22:24.583 --> 02:22:27.986]  Your DNA is your key signature.
[02:22:28.246 --> 02:22:29.767]  It's what God created you.
[02:22:30.027 --> 02:22:31.409]  And now here's the point.
[02:22:31.989 --> 02:22:35.532]  The biggest war coming is the genetic war.
[02:22:35.953 --> 02:22:37.034]  It's underway.
[02:22:37.214 --> 02:22:38.535]  It's being attenuated.
[02:22:38.975 --> 02:22:49.922]  And it's going to, how do I say this, they will scare the hell, they, the globalists, they want blood, Alex, because they're Satanists, they need the blood sacrifice.
[02:22:50.203 --> 02:23:09.433]   So I'm saying it's going to be a form of hemorrhagic fever, Ebola, Ebola pox, and my source for that is Kenton Alabeck, a defector from Russia's biopreparat, their bioweapons program, and he went to Congress and told us what was coming.
[02:23:09.433 --> 02:23:11.433]  This must have been, I don't know, 20 years ago.
[02:23:11.433 --> 02:23:12.433]  And guess what?
[02:23:12.433 --> 02:23:13.933]  No one took him serious.
[02:23:13.933 --> 02:23:15.433]  Well, they're going to take him serious now.
[02:23:15.433 --> 02:23:21.433]   And what's critical is that all of our talk about increasing our nuclear arsenal,
[02:23:21.433 --> 02:23:22.433]  let me share this.
[02:23:22.433 --> 02:23:28.433]  Russia has full electromagnetic warfare spectrum dominance.
