[00:00:00.029 --> 00:00:01.792]  Drudge Report captured operation.
[02:16:02.554 --> 02:16:05.295]  He campaigned on a campaign promise of hope and change.
[02:16:05.875 --> 02:16:07.676]  What did they need hope and change from?
[02:16:10.197 --> 02:16:13.419]  Back in the day, Germany was like the big kid on the block.
[02:16:13.479 --> 02:16:15.160]  They were like America today.
[02:16:15.640 --> 02:16:26.526]  They were World War I, they were bombing the living daylights out of everybody, they had a strong stock market, they had a strong real estate market, a culture that was established, well established, a vibrant arts district.
[02:16:27.046 --> 02:16:28.527]  You know, then what happened?
[02:16:29.187 --> 02:16:34.309]  They, after World War I, the Treaty of Versailles came and said, hey, Germany, you've got to repay all your war debts.
[02:16:34.369 --> 02:16:34.769]  It's like, what?
[02:16:34.989 --> 02:16:36.870]  We can't afford that.
[02:16:37.370 --> 02:16:39.051]  So they abandoned the gold standard.
[02:16:39.471 --> 02:16:43.533]  They started printing money without discretion, went into a hyperinflation.
[02:16:43.953 --> 02:16:46.034]  Mommies and daddies couldn't afford to feed their babies.
[02:16:46.254 --> 02:16:50.155]  It was during that economic crisis that what happened.
[02:16:50.456 --> 02:16:53.817]  He came in and said, I'm going to fix it on a campaign promise of hope and change.
[02:16:53.877 --> 02:16:57.779]  And it's known, Klaus Schwab talks about, in these inflationary things, it creates an angrier world.
[02:16:57.819 --> 02:16:58.779]  It produces Hitler's.
[02:16:59.139 --> 02:17:00.680]  Mm-hmm.
[02:17:01.200 --> 02:17:03.200]  This is human nature.
[02:17:03.781 --> 02:17:09.202]  When people are forced with, should I feed my kids or should I give up my freedoms?
[02:17:09.662 --> 02:17:11.343]  A lot of times they start to give up their freedoms.
[02:17:11.763 --> 02:17:14.024]  We're starting to see this kind of stuff now.
[02:17:14.084 --> 02:17:19.125]  So literally, one of the worst dictators in the history of the world got into power non-violently.
[02:17:19.165 --> 02:17:20.546]  He didn't hold a gun to people's heads.
[02:17:20.886 --> 02:17:23.507]  We're seeing the same thing now with banks failing.
[02:17:24.107 --> 02:17:29.510]   And Schwab says that we're going to use the banking crisis To bring in this new global order.
[02:17:29.630 --> 02:17:30.751]  So they know what they're doing.
[02:17:31.432 --> 02:17:33.695]  Oh, it becomes extreme.
[02:17:34.095 --> 02:17:36.378]  People don't understand a lot.
[02:17:36.458 --> 02:17:39.601]  Now, your viewers do because you talk about it all the time, right?
[02:17:40.001 --> 02:17:42.124]  But they don't understand the insidiousness.
[02:17:42.144 --> 02:17:42.865]  Or how late it is.
[02:17:43.365 --> 02:17:44.246]  Yeah, how far?
[02:17:44.486 --> 02:17:48.289]  This has been going on for a long time and it's accelerating.
[02:17:48.369 --> 02:18:00.240]  So, so the globalists, these evil globalists like Klaus Schwab, you know, when you look at what he said recently is COVID was a test.
[02:18:00.640 --> 02:18:01.961]  I mean, that wasn't exact words.
[02:18:01.981 --> 02:18:10.149]  He said it was an opportunity, a short moment in time, a brief opportunity to reimagine and reset the world.
[02:18:10.169 --> 02:18:11.450]  But Bill Gates has said it is a test.
[02:18:11.710 --> 02:18:14.012]  Yeah, so they've said it's an experiment.
[02:18:14.372 --> 02:18:16.554]  Yeah, but an experiment for what?
[02:18:17.135 --> 02:18:29.046]  Right, so I think the experiment was how far could we stretch the global population, how far could we stretch Americans to see when they would give in and when they would give up their freedoms.
[02:18:29.386 --> 02:18:31.488]  Well, it took a flu for them to do that.
[02:18:31.548 --> 02:18:33.109]  It didn't take very much, sadly.
[02:18:33.169 --> 02:18:34.651]  So what comes next?
[02:18:34.711 --> 02:18:35.492]  What's worse than that?
[02:18:36.112 --> 02:18:37.253]  The U.N.
[02:18:37.293 --> 02:18:42.239]  has said we'll use a virus, then we'll use a collapse and a migrant flow, and war.
[02:18:42.499 --> 02:18:43.781]  They've said that in the documents.
[02:18:44.322 --> 02:18:50.509]  Remember Lou Dobbs in 2007 got the BAMF Canada, North American Union Secret Documents, it was still on CNN Top Show, and it was all there.
[02:18:50.549 --> 02:18:52.431]  They said, we're going to use these four things.
[02:18:54.173 --> 02:18:54.774]  And they're doing it now.
[02:18:55.697 --> 02:18:57.298]  Yeah, they're doing it.
[02:18:57.358 --> 02:19:02.383]  So what would be worse, Alex, than somebody's health, right?
[02:19:02.403 --> 02:19:05.725]  It's like, how about your ability to buy or sell when you want to?
[02:19:05.745 --> 02:19:10.329]  The ability to pay your rent, to pay your mortgage, to feed your kids, to do anything.
[02:19:11.070 --> 02:19:13.151]  That's what's coming next, right?
[02:19:13.191 --> 02:19:19.256]  But they have a problem, and that is people aren't going to willingly give up their ability to buy or sell.
[02:19:20.017 --> 02:19:24.138]  But if there's an economic crisis that's bad enough, people will give up a lot of stuff.
[02:19:24.518 --> 02:19:25.438]  This is what's happening.
[02:19:25.478 --> 02:19:26.658]  We've got bank failures.
[02:19:26.718 --> 02:19:27.979]  We've got wars.
[02:19:27.999 --> 02:19:29.159]  We've got rumors of wars.
[02:19:29.459 --> 02:19:34.640]  We've got what I think, geopolitically, is one of the biggest things that is... We're going to skip this break.
[02:19:34.700 --> 02:19:35.060]  Keep going.
[02:19:35.240 --> 02:19:35.380]  Yeah.
[02:19:35.760 --> 02:19:41.422]  One of the biggest things that has hit the world is the emergence of the BRICS nations.
[02:19:41.822 --> 02:19:41.962]  Right?
[02:19:42.002 --> 02:19:43.702]  They're usurping the U.S.
[02:19:43.762 --> 02:19:44.062]  dollar.
[02:19:44.082 --> 02:19:45.502]  They're kicking the U.S.
[02:19:45.562 --> 02:19:45.803]  dollar.
[02:19:45.863 --> 02:19:47.583]  And they're stopping to buy stuff in the dollar.
[02:19:48.984 --> 02:19:55.431]  That was Putin on August 22nd at the BRICS meeting in Durban, South Africa.
[02:19:55.892 --> 02:19:56.693]  What did he say?
[02:19:57.093 --> 02:19:59.616]  He said, we are going to de-dollarize the world.
[02:19:59.836 --> 02:20:01.718]  It's our objective and it's irreversible.
[02:20:03.080 --> 02:20:04.160]  We're fighting words right there, right?
[02:20:04.200 --> 02:20:05.841]  So how are they going to do that?
[02:20:06.081 --> 02:20:11.122]  Oh, they're going to add six of the nine largest oil producers in the world into the BRICS nations.
[02:20:11.142 --> 02:20:14.662]  They've already added Saudi Arabia and United Arab Emirates.
[02:20:15.042 --> 02:20:19.543]  And then come January 1st, just a couple of weeks away, they're adding Egypt.
[02:20:19.703 --> 02:20:20.724]  They're adding Ethiopia.
[02:20:20.764 --> 02:20:21.744]  They're adding Iran.
[02:20:21.784 --> 02:20:22.884]  They're adding Argentina.
[02:20:22.984 --> 02:20:23.844]  India is starting to buy.
[02:20:24.084 --> 02:20:24.564]  And India.
[02:20:24.844 --> 02:20:26.985]  So imagine this BRICS.
[02:20:27.005 --> 02:20:29.625]  For those who don't know, all we have left is the dollar, folks.
[02:20:29.665 --> 02:20:30.886]  That's how we get everything still.
[02:20:31.166 --> 02:20:32.246]  If you think things are bad now, wait.
[02:20:33.166 --> 02:20:35.567]  And again, why would the globalists push Russia into that position?
[02:20:36.047 --> 02:20:37.868]  There's a larger plan there.
[02:20:37.988 --> 02:20:45.111]  It's a big, huge plan, but... So, they've got roughly 50-70% of the world's population in the BRICS nations now.
[02:20:45.471 --> 02:20:46.692]  That's a large trading block.
[02:20:46.752 --> 02:20:51.594]  It's not like some two small, dinky countries making a bilateral trade agreement saying, oh, we're going to trade with each other.
[02:20:52.034 --> 02:20:53.715]  It's literally 50-70% of the world's population.
[02:20:53.755 --> 02:20:55.716]  Yeah, it's not like ignoring Libya or something.
[02:20:56.016 --> 02:20:57.277]  No, this is huge.
[02:20:57.377 --> 02:21:03.660]  So they're building up to be the world's economic, political, geopolitical, economic superpower.
[02:21:04.040 --> 02:21:05.261]  Now, how do you do that?
[02:21:05.301 --> 02:21:07.982]  They've built that up by putting these nations together.
[02:21:08.403 --> 02:21:09.643]  But there's one big problem.
[02:21:09.703 --> 02:21:10.184]  The U.S.
[02:21:10.244 --> 02:21:12.065]  dollar is still the world's reserve currency.
[02:21:12.445 --> 02:21:13.105]  Or is it?
[02:21:13.665 --> 02:21:13.806]  Right?
[02:21:13.846 --> 02:21:15.126]  Because we've had that status.
[02:21:15.166 --> 02:21:16.267]  Now they're all living in the gold.
[02:21:16.747 --> 02:21:20.349]  Yes, we've all had that status since 1944 at the Bretton Woods.
[02:21:20.369 --> 02:21:21.710]  China's buying gold as fast as it can.
[02:21:23.393 --> 02:21:28.435]  They lie about all their numbers, but estimates are they have over 5,000 tons of gold.
[02:21:28.515 --> 02:21:31.316]  Not ounces, not pounds, 5,000 tons.
[02:21:31.856 --> 02:21:42.620]  When you add up India, when you add up Russia that has 1,000 tons, they have more gold than actually the United States, the Federal Reserve, than the European Central Bank.
[02:21:43.000 --> 02:21:43.420]  But why?
[02:21:43.900 --> 02:21:47.663]  I thought they'd been poo-pooing gold forever, saying, oh, it's an ancient relic, this is not good.
[02:21:48.003 --> 02:21:53.847]  But yet, they're amassing thousands of tons of gold to back their University of Texas bought billions of it.
[02:21:54.980 --> 02:21:56.861]  That makes the University of Texas pretty smart.
[02:21:56.941 --> 02:21:58.483]  Yeah.
[02:21:58.843 --> 02:22:00.244]  So what are they doing with that?
[02:22:00.284 --> 02:22:05.568]  They're saying, we are going to be the new kid on the block, and they're kicking out the U.S.
[02:22:05.588 --> 02:22:05.788]  dollar.
[02:22:05.848 --> 02:22:13.013]  See, Alex, the only reason that we can actually amass $32 trillion worth of debt is because we're the world's reserve currency.
[02:22:13.033 --> 02:22:14.875]  There's built-in demand for our currency.
[02:22:15.295 --> 02:22:18.858]  When all international settlements of oil, for example, are traded in U.S.
[02:22:18.898 --> 02:22:20.179]  dollars, that's built-in demand.
[02:22:20.599 --> 02:22:39.218]   That allows us to To extend the debt ceiling, that allows us to have all these stimulus to do everything that we do and we still can actually... So bottom line, because we got 10 minutes till break, 12 minutes till break, but bottom line, I agree with everything you're saying, what's going to go down and then how do people protect themselves?
[02:22:39.238 --> 02:22:44.323]  Because I've looked into you, you're a great guy, people check out what you're doing over on your website because you're doing first-rate work.
[02:22:44.643 --> 02:22:51.643]   Thank you. You know, what comes down first is the lack of demand for the U.S. dollar.
[02:22:51.643 --> 02:22:56.643]   See, I don't believe for a second when Jerome Powell or Janet Yellen say,
[02:22:56.643 --> 02:22:59.643]   "Hey, we can pause interest rates for a while and we're going to lower them next year."
[02:22:59.643 --> 02:23:07.643]   No, because when the BRICS nations hit next year, January 1st, petrodollar is for all intents and purposes gone.
[02:23:07.682 --> 02:23:09.304]  We're going to have to print our way out of it.
[02:23:09.364 --> 02:23:11.065]  That creates inflation.
[02:23:11.105 --> 02:23:14.549]  The way that you slow down inflation is to raise interest rates.
[02:23:14.969 --> 02:23:15.810]  I think the U.S.
[02:23:15.850 --> 02:23:24.939]  economy is about to hit the skids, and Russia and the BRICS nations are playing a masterful game of chess, and our administration's going in with like a checkerboard.
[02:23:24.999 --> 02:23:27.801]  And the Federal Reserve has signaled they're done with interest rates.
[02:23:28.680 --> 02:23:30.981]  They've signaled that, but I don't see how they can be.
[02:23:31.581 --> 02:23:32.281]  So what do they do?
[02:23:32.361 --> 02:23:33.701]  It's a Hobson's choice.
[02:23:33.741 --> 02:23:34.421]  There's no way out.
[02:23:34.441 --> 02:23:35.162]  It's a catch-22.
[02:23:35.362 --> 02:23:40.223]  It's a catch-22, and I think they said they're going to be done with interest rates because it's an election cycle year.
[02:23:40.723 --> 02:23:41.643]  They have to get votes.
[02:23:41.663 --> 02:23:44.124]  They have to say, we're winning this war against inflation.
[02:23:44.504 --> 02:23:45.444]  Look, we're doing good.
[02:23:45.604 --> 02:23:46.704]  Bidenomics is great.
[02:23:46.804 --> 02:23:47.665]  It's not great.
[02:23:48.185 --> 02:23:54.326]  You know, when you go to the grocery store, when you go to the gas station, prices are going through the roof, and people can't afford it.
[02:23:54.346 --> 02:23:56.987]  So what's the best case scenario versus worst case?
[02:24:00.361 --> 02:24:03.845]  I don't necessarily see a best case scenario for the U.S.
[02:24:03.885 --> 02:24:04.105]  dollar.
[02:24:04.125 --> 02:24:05.787]  I think the cycle has to play out.
[02:24:06.248 --> 02:24:10.633]  Worst case scenario, though, is we actually lose the reserve currency status completely.
