[00:00:00.000 --> 00:00:13.000]  [MUSIC]
[01:31:44.203 --> 01:31:57.966]  And that is why I have imposed, and we had passed, and we won at the United States Supreme Court a travel ban on some of the world's most dangerous countries and places.
[01:32:00.450 --> 01:32:03.633]  Countries, of course, identified by the Obama administration.
[01:32:03.693 --> 01:32:08.037]  If Democrats used power, they would throw the floodgates wide open.
[01:32:08.498 --> 01:32:09.138]  Wide open.
[01:32:09.178 --> 01:32:14.944]  We would have people coming into our country, look at what's going on in California, and the people of California don't want it.
[01:32:15.404 --> 01:32:20.289]  They say, come into California, we'll give you free health care, free education.
[01:32:20.549 --> 01:32:21.150]  Well, I wouldn't.
[01:32:21.330 --> 01:32:24.393]  I may even move to California if they keep going.
[01:32:26.243 --> 01:32:28.505]  No, but all it does is it brings everybody in.
[01:32:28.845 --> 01:32:30.086]  What's wrong with these people?
[01:32:30.846 --> 01:32:39.666]   We're rebuilding our military stronger than ever before, and we are not going to deplete it again on stupid, senseless,
[01:32:39.666 --> 01:32:41.086]  endless wars.
[01:32:41.086 --> 01:32:52.685]   We've invested more than two and a half trillion dollars restoring our armed forces,
[01:32:52.685 --> 01:32:58.685]  and all of it was built in the USA.
[01:32:58.905 --> 01:33:05.048]  And that includes approving the construction of almost 200 F-35 fighters.
[01:33:05.228 --> 01:33:05.628]  Stealth.
[01:33:06.589 --> 01:33:06.909]  Stealth.
[01:33:08.229 --> 01:33:10.210]  And many of them are built right here.
[01:33:10.951 --> 01:33:11.531]  Right here.
[01:33:11.591 --> 01:33:12.411]  You know that, right?
[01:33:12.770 --> 01:33:20.770]  in Fort Worth.
[01:33:20.770 --> 01:33:25.930]   As we restore our security, we're also restoring our prosperity.
[01:33:25.962 --> 01:33:31.206]  America is winning again, and America is respected again.
[01:33:31.226 --> 01:33:38.373]  And by the way, I have to say this.
[01:33:39.013 --> 01:33:41.936]  So outside, they have close to 30,000 people.
[01:33:45.319 --> 01:33:50.545]   And I wonder if I could ask the fire marshal Fill up this little area, let them in.
[01:33:50.826 --> 01:33:51.266]  Be so nice.
[01:33:52.389 --> 01:33:53.771]  You know, they have a certain max.
[01:33:53.872 --> 01:33:55.872]  We broke the record tonight.
[01:33:55.872 --> 01:34:20.872]  [Applause]
[01:34:20.872 --> 01:34:23.872]  Good place.
[01:34:23.872 --> 01:34:34.872]  [Chanting "USA!"]
[01:34:35.755 --> 01:34:46.199]  Last month, unemployment reached its lowest level in 51 years.
[01:34:46.219 --> 01:34:50.000]  7 million Americans have been lifted off food stamps since the election.
[01:34:50.040 --> 01:34:50.560]  What a great thing.
[01:34:53.879 --> 01:34:57.040]  1.3 million children have been lifted out of poverty.
[01:34:57.080 --> 01:34:57.521]  Think of that.
[01:35:00.662 --> 01:35:08.101]   And African American, Hispanic American, and Asian American unemployment rates have reached
[01:35:08.101 --> 01:35:18.501]  the lowest levels in history.
[01:35:18.501 --> 01:35:27.541]   Our great Hispanic American population has reached a poverty level which is a all time
[01:35:27.541 --> 01:35:29.021]  low in U.S.
[01:35:29.100 --> 01:35:29.521]  history.
[01:35:33.536 --> 01:35:49.847]  And after years of stagnation, wages for Hispanic Americans are rising fast, up nearly 8% since my election, and everybody in the fake news would have said, that's absolutely impossible.
[01:35:53.710 --> 01:35:54.711]  Medium income.
[01:35:55.762 --> 01:36:04.085]  Think of this, median income for Hispanic Americans has surpassed $50,000 a year for the first time ever.
[01:36:08.486 --> 01:36:17.369]  With Republicans in Congress, we passed the largest package of tax cuts and reform by far in American history.
[01:36:20.830 --> 01:36:23.671]  By the way, the Democrats want to raise your taxes, you know.
[01:36:24.901 --> 01:36:25.662]  I don't mean a little bit.
[01:36:27.403 --> 01:36:28.364]  I don't mean a little bit.
[01:36:28.404 --> 01:36:32.207]  I mean, like, double them up, triple them up, and it still won't pay for the nonsense they want.
[01:36:32.707 --> 01:36:41.754]  We eliminated a record number of regulations, and we ended the war on a thing called American energy, which is very good for Texas.
[01:36:44.717 --> 01:36:52.278]   Since my election, natural gas production in Texas has increased 35 percent, and oil
[01:36:52.278 --> 01:37:01.436]  production has increased by 60 percent, 6-0.
[01:37:01.436 --> 01:37:09.717]   And the United States is now the number one producer of oil and natural gas anywhere in
[01:37:09.717 --> 01:37:15.797]  the world.
[01:37:15.788 --> 01:37:23.773]  Yet every major Democrat running for president wants to abolish all production of oil and natural gas.
[01:37:23.933 --> 01:37:25.334]  I think they want to go to windmills.
[01:37:27.356 --> 01:37:28.276]  Windmills, you know?
[01:37:30.378 --> 01:37:32.579]  Darling, I want to watch Trump speak tonight.
[01:37:32.619 --> 01:37:33.400]  We can't, darling.
[01:37:33.960 --> 01:37:34.961]  The wind isn't blowing.
[01:37:34.981 --> 01:37:36.522]  They want windmills.
[01:37:37.722 --> 01:37:41.985]  In other words, they want to annihilate your Texas economy.
[01:37:42.025 --> 01:37:42.726]  Can you imagine?
[01:37:44.420 --> 01:37:47.461]  No more oil, no more natural gas.
[01:37:47.481 --> 01:37:49.102]  So here we have a few people, right?
[01:37:49.442 --> 01:37:55.464]  No guns, no religion, no oil, no natural gas.
[01:37:56.544 --> 01:38:00.526]  Abraham Lincoln could not win Texas under those circumstances.
[01:38:02.886 --> 01:38:04.807]  Couldn't do it.
[01:38:04.847 --> 01:38:05.367]  Couldn't do it, Ted.
[01:38:07.968 --> 01:38:09.289]  Couldn't do it, Louie.
[01:38:10.129 --> 01:38:11.610]  Abraham Lincoln, honest Dave.
[01:38:11.650 --> 01:38:12.630]  Couldn't do it, Louie, right?
[01:38:14.258 --> 01:38:16.840]  Remember I used to say I can be more presidential.
[01:38:16.659 --> 01:38:18.659]  Look.
[01:38:18.659 --> 01:38:31.659]  [Cheering]
[01:38:31.659 --> 01:38:35.659]  I've always said I can be more presidential.
[01:38:35.947 --> 01:38:41.115]  Than any president in history, except for Honest Abe Lincoln when he's wearing the hat.
[01:38:41.536 --> 01:38:41.977]  That's tough.
[01:38:42.698 --> 01:38:43.159]  That's tough.
[01:38:43.579 --> 01:38:44.621]  That's a tough one to beat.
[01:38:45.723 --> 01:38:47.546]  No, it's much easier being presidential.
[01:38:47.586 --> 01:38:47.966]  It's easy.
[01:38:48.307 --> 01:38:49.949]  All you have to do is act like a stiff.
[01:38:49.829 --> 01:39:04.309]  Look.
[01:39:04.309 --> 01:39:10.989]   Ladies and gentlemen of Texas, it is a great honor to be with you this evening.
[01:39:10.989 --> 01:39:14.989]  [laughter]
[01:39:15.726 --> 01:39:19.948]  And the media would love it, and everybody would be out of here so fast.
[01:39:21.689 --> 01:39:24.251]  You wouldn't have come in in the first place when you get right down to it.
[01:39:24.711 --> 01:39:29.614]  But Democrats will never get that chance because Texas will never give it to them.
[01:39:29.454 --> 01:39:36.454]  them. Texas is not going to do it.
[01:39:36.454 --> 01:39:43.334]   Remember in the last election, they said, these phonies in the back, they said, "Texas
[01:39:43.334 --> 01:39:44.094]  is in play."
[01:39:44.580 --> 01:39:46.061]  They said, Utah's in play too.
[01:39:47.361 --> 01:39:51.683]  And I came here, we had rallies like this, thousands of people outside that couldn't get in.
[01:39:52.344 --> 01:39:54.245]  And I said, why is Texas in play?
[01:39:54.305 --> 01:39:56.526]  They say, because it's phony, it's suppression.
[01:39:57.006 --> 01:39:58.387]  They try and get your hopes down.
[01:39:58.667 --> 01:39:59.527]  They're suppression.
[01:39:59.567 --> 01:40:01.408]  This is just like fake news.
[01:40:01.928 --> 01:40:04.229]  But they said, Texas.
[01:40:05.570 --> 01:40:07.131]  They said, Texas is in play.
[01:40:07.978 --> 01:40:10.380]  Ladies and gentlemen, Texas is in play.
[01:40:11.181 --> 01:40:12.202]  This is CNN.
[01:40:12.242 --> 01:40:13.483]  Texas is in play.
[01:40:14.024 --> 01:40:14.884]  President Trump.
[01:40:15.525 --> 01:40:18.468]  And I had guys on from Texas, and they're wearing cowboy hats.
[01:40:19.749 --> 01:40:21.310]  Sid and a lot of guys.
[01:40:21.330 --> 01:40:25.194]  They go, I don't know about you, but I know something about Texas.
[01:40:25.354 --> 01:40:27.916]  And Donald Trump is not going to lose Texas, I can tell you that.
[01:40:28.236 --> 01:40:32.881]  And Texas is not in play.
[01:40:32.921 --> 01:40:33.841]  We had a lot of guys.
[01:40:33.942 --> 01:40:34.182]  Sid.
[01:40:36.854 --> 01:40:37.834]  Big tough guys.
[01:40:38.775 --> 01:40:39.875]  They're on television.
[01:40:40.095 --> 01:40:41.736]  I don't know what you're talking about.
[01:40:41.796 --> 01:40:42.936]  Texas is not in play.
[01:40:43.777 --> 01:40:45.617]  And then that great November 8th.
[01:40:46.618 --> 01:40:48.818]  We had that great, great night.
[01:40:50.659 --> 01:40:55.741]  And the polls closed at 7 o'clock.
[01:40:57.153 --> 01:41:04.097]  And usually they have to take hours and, you know, sometimes at least, even if it's big, they take a half an hour.
[01:41:04.898 --> 01:41:06.339]  The Texas polls have closed.
[01:41:06.379 --> 01:41:09.480]  And, you know, usually if it's close, it takes hours.
[01:41:10.561 --> 01:41:13.463]  And if it's not even just like so close, it takes a long time.
[01:41:14.043 --> 01:41:18.946]  So they go, ladies and gentlemen, the polls have closed in the state of Texas.
[01:41:19.426 --> 01:41:25.990]  Donald Trump has won the state of Texas.
[01:41:26.571 --> 01:41:26.731]  Right?
[01:41:28.564 --> 01:41:28.924]  Donald Trump.
[01:41:33.245 --> 01:41:35.045]  The polls have closed in Utah.
[01:41:35.225 --> 01:41:36.645]  Remember the guy with the shaved head?
[01:41:36.685 --> 01:41:38.086]  He was going to be my competition.
[01:41:38.346 --> 01:41:39.426]  Even Hillary beat him.
[01:41:41.046 --> 01:41:43.727]  Now he's on these talk shows knocking the hell out of me all the time.
[01:41:44.767 --> 01:41:46.927]  No, even Hillary beat this guy in Utah, right?
[01:41:48.067 --> 01:41:49.228]  Hillary came in second.
[01:41:50.288 --> 01:41:52.388]  I came in first by a lot, but that was another one.
[01:41:52.748 --> 01:41:53.708]  Too close to call.
[01:41:54.528 --> 01:41:57.729]  Except, ladies and gentlemen, Utah.
[01:41:58.800 --> 01:41:59.721]  The polls have closed.
[01:42:00.141 --> 01:42:02.943]  Donald Trump has won the state of Utah in the same summer.
[01:42:04.043 --> 01:42:04.884]  And we won by a lot.
[01:42:05.464 --> 01:42:06.425]  We won by a lot.
[01:42:07.286 --> 01:42:08.526]  And we won Florida.
[01:42:08.727 --> 01:42:10.568]  And we won South Carolina.
[01:42:10.728 --> 01:42:11.989]  And we won Georgia.
[01:42:12.729 --> 01:42:14.270]  And we won North Carolina.
[01:42:14.931 --> 01:42:16.412]  And we won Pennsylvania.
[01:42:20.454 --> 01:42:21.475]  We won a lot.
[01:42:23.848 --> 01:42:25.328]  Remember these phony people?
[01:42:25.428 --> 01:42:26.789]  There is no way to get to 270.
[01:42:26.849 --> 01:42:28.549]  You had to get to 270.
[01:42:28.990 --> 01:42:30.110]  So I kept going to Maine.
[01:42:30.170 --> 01:42:30.730]  I love Maine.
[01:42:31.690 --> 01:42:32.811]  But Maine 2, you get 1.
[01:42:33.431 --> 01:42:34.151]  It's cut in half.
[01:42:34.391 --> 01:42:35.151]  Maine 2, you get 1.
[01:42:36.092 --> 01:42:37.312]  I went there 4 or 5 times.
[01:42:37.872 --> 01:42:41.213]  Because they got me up, the phonies, they got me up to 269.
[01:42:41.273 --> 01:42:41.913]  Couldn't get to 270.
[01:42:43.094 --> 01:42:43.654]  So I went there.
[01:42:43.694 --> 01:42:44.414]  I won, by the way.
[01:42:44.474 --> 01:42:46.015]  I won Maine 2.
[01:42:47.235 --> 01:42:47.495]  I got 1.
[01:42:49.436 --> 01:42:50.276]  But I went there.
[01:42:51.536 --> 01:42:53.437]  And I went there a lot.
[01:42:54.502 --> 01:42:56.844]  That's the beautiful thing about the Electoral College.
[01:42:56.884 --> 01:42:57.906]  You go everywhere.
[01:42:58.126 --> 01:42:59.167]  You don't just spend in three.
[01:42:59.407 --> 01:43:01.589]  And, you know, winning the popular vote would be much easier.
[01:43:01.649 --> 01:43:02.570]  I'd rather have that.
[01:43:02.831 --> 01:43:04.432]  I'd go to four states and relax.
[01:43:05.793 --> 01:43:07.793]  I went to 21 states.
[01:43:07.793 --> 01:43:13.193]  [Applause]
[01:43:13.193 --> 01:43:17.233]   I used to be a believer in the other, but I think winning the—it's like—
[01:43:17.301 --> 01:43:18.122]  You're a track star.
[01:43:18.522 --> 01:43:21.145]  You're working out for the 100-yard dash or the mile.
[01:43:21.205 --> 01:43:22.726]  It's a different form of training.
[01:43:23.247 --> 01:43:24.208]  It's a different form.
[01:43:24.648 --> 01:43:25.569]  But we did great.
[01:43:25.589 --> 01:43:27.671]  They said, he cannot get to 270.
[01:43:27.832 --> 01:43:30.534]  And they were right.
[01:43:30.413 --> 01:43:32.413]  We got to 306.
[01:43:32.413 --> 01:43:41.413]  (Applause)
[01:43:41.413 --> 01:43:47.813]   After decades of economic surrender, I have taken historic action to confront China's
[01:43:47.813 --> 01:43:51.173]  rampant trading abuses, and we've made great progress.
[01:43:51.215 --> 01:43:55.560]  And our relationship with China is fantastic, and great things are happening.
[01:43:55.900 --> 01:43:56.461]  You watch.
[01:43:57.021 --> 01:43:57.842]  They get it now.
[01:43:57.962 --> 01:43:58.463]  They get it.
[01:43:58.943 --> 01:44:00.485]  And a lot of good things are happening.
[01:44:00.886 --> 01:44:03.670]  We're replacing NAFTA with disastrous.
[01:44:03.750 --> 01:44:08.376]  I mean, it's been, to me, probably, I used to call it the worst trade deal in history.
[01:44:08.897 --> 01:44:14.885]  I think the world trade has been, WTO, what a real beauty, World Trade Organization.
[01:44:15.626 --> 01:44:16.427]  That's a real beauty.
[01:44:17.895 --> 01:44:20.197]  They consider China a developing nation.
[01:44:20.277 --> 01:44:22.819]  And because you're a developing nation, Ted, right?
[01:44:23.339 --> 01:44:25.801]  They consider China to be a developing nation.
[01:44:26.442 --> 01:44:28.384]  And because they're developing, they get tremendous.
[01:44:28.744 --> 01:44:29.805]  And we wrote them letters.
[01:44:30.285 --> 01:44:32.607]  We don't consider them to be a developing nation.
[01:44:33.388 --> 01:44:37.911]  We don't consider India to be a developed because they're ripping us off.
[01:44:38.552 --> 01:44:41.014]  And we didn't win any cases at the WTO.
[01:44:41.054 --> 01:44:45.538]  And now we just won seven and a half billion dollars of countries that we're taking advantage of.
[01:44:49.255 --> 01:44:51.175]  And we've won a lot of cases lately.
[01:44:51.235 --> 01:44:53.596]  We didn't win anything for years, practically.
[01:44:54.076 --> 01:44:55.596]  Now we've won a lot of cases.
[01:44:55.616 --> 01:44:56.137]  You know why?
[01:44:56.737 --> 01:44:59.697]  Because they know I'll leave if they don't treat us fairly.
[01:44:59.737 --> 01:45:00.197]  They know it.
[01:45:01.738 --> 01:45:04.618]  And then the piggy bank is gone, where they all rob from.
[01:45:05.939 --> 01:45:13.981]  We're replacing the NAFTA disaster, and we have to get this crazy Nancy Pelosi to put this thing up for a vote.
[01:45:15.061 --> 01:45:15.881]  We have to get her.
[01:45:18.240 --> 01:45:25.966]  And the USMCA is a giant victory for Texas farmers, ranchers, manufacturers, workers, and oil.
[01:45:27.107 --> 01:45:29.029]  The Democrats should pass it.
[01:45:29.749 --> 01:45:31.410]  Overwhelmingly, they will.
