[00:00:00.029 --> 00:00:00.571]  Oh, no!
[02:01:40.736 --> 02:01:42.056]  For a couple minutes, then we'll get Aaron to take it.
[02:01:42.076 --> 02:01:44.057]  We'll come back from break and go to more calls quickly.
[02:01:45.397 --> 02:01:56.065]  Actually it was my nephew, but what I was trying to say was, I just have two more points and I'll let you go.
[02:01:57.086 --> 02:02:06.453]  One of them is in the article, I think the guy that came up with this game, his last name was Sears, he was like the director, I don't remember his first name, but his last name was Sears, and they were having quotes
[02:02:06.513 --> 02:02:07.194]  from him in there.
[02:02:07.574 --> 02:02:17.481]  And one of the quotes, I can't quote it verbatim, but he said, we're tired of the, you know, typical Arab or, you know, the typical Russian bad guy.
[02:02:17.561 --> 02:02:19.803]  So we wanted to do something different.
[02:02:20.143 --> 02:02:23.045]  And I thought, I mean, what is your deal, man?
[02:02:23.065 --> 02:02:33.954]  I mean, you're going to have these children getting this this Christmas, and they're going to say, hey, man, if you're not with the Homeland Security and you're not, you know,
[02:02:35.515 --> 02:02:45.942]  They're going to be having these children growing up to be the ones that fire on us, just like the ones, I told my wife, I said, these are the same people that came out to defend the Penn State.
[02:02:45.982 --> 02:02:56.990]  I said, those kind of people are the same people that are going to be the ones, if anybody ever out there questions who's going to be firing on Americans, it's the ones playing this video game and the ones coming out to defend pedophiles.
[02:02:57.631 --> 02:02:58.171]  And the other
[02:02:58.291 --> 02:03:00.293]  Well, by the way, sir, that's only the cover.
[02:03:00.673 --> 02:03:04.777]  Oh, we just got the idea to make Rainbow Six about fighting militias.
[02:03:05.197 --> 02:03:05.638]  Bull!
[02:03:06.158 --> 02:03:07.399]  Listen, I cover this.
[02:03:07.459 --> 02:03:11.122]  I've been tracking this for more than 14 years with video games.
[02:03:11.623 --> 02:03:11.803]  They...
[02:03:13.650 --> 02:03:18.893]  All of these first-person shooter games have got a version, at least, where you fight American patriots.
[02:03:19.353 --> 02:03:25.276]  And again, you dovetail this with all the police manuals, with the internal manuals, the MIAC, the Homeland Security.
[02:03:25.576 --> 02:03:27.397]  This is a premeditated program.
[02:03:27.637 --> 02:03:29.278]  Do you happen to remember the name of the article?
[02:03:29.298 --> 02:03:36.522]  I mean, I guess it's the new issue of Game Informer breaking down Rainbow Six.
[02:03:38.567 --> 02:03:39.088]  Flip to it.
[02:03:39.148 --> 02:03:43.052]  I mean, this is like a six or seven or eight page long, full page colored.
[02:03:43.452 --> 02:03:48.638]  And going further, it actually quotes Southern Poverty Law Center like, see, this is reality based.
[02:03:48.938 --> 02:03:52.923]  We've got to train to kill these people that said foreign banks and the U.N.
[02:03:52.943 --> 02:03:54.805]  were going to take over because the U.N.
[02:03:54.825 --> 02:03:56.527]  and the foreign banks are taking over.
[02:03:58.048 --> 02:03:58.989]  Oh, this is so sick.
[02:03:59.049 --> 02:03:59.450]  I mean, again,
[02:03:59.770 --> 02:04:00.971]  We are the real Americans.
[02:04:01.051 --> 02:04:01.991]  We are the resistance.
[02:04:02.251 --> 02:04:03.812]  We are the people that did the research.
[02:04:04.072 --> 02:04:04.752]  We were right.
[02:04:04.832 --> 02:04:07.933]  And now they're training the boy scouts to take us on.
[02:04:08.114 --> 02:04:09.754]  They're training the military, the police.
[02:04:09.954 --> 02:04:11.795]  They've got citizen tattletale squads.
[02:04:12.015 --> 02:04:15.737]  They've got PSAs on TV saying, don't even trust your best friend.
[02:04:15.997 --> 02:04:17.137]  This is the terrorist.
[02:04:17.357 --> 02:04:18.518]  This is the foreign banks.
[02:04:18.758 --> 02:04:19.718]  These are the criminals.
[02:04:20.118 --> 02:04:21.019]  God bless you, my friend.
[02:04:21.039 --> 02:04:22.279]  Aaron Dykes, take us out to break.
[02:04:22.539 --> 02:04:23.380]  What's your take on this?
[02:04:23.888 --> 02:04:35.896]  Well, it's obviously a dehumanization tactic by the same general field that's trying to take us into this new world of cyborgs and high technology and entering, yeah, what you called earlier, the Matrix.
[02:04:36.436 --> 02:04:37.057]  It's just sad.
[02:04:37.097 --> 02:04:39.378]  It's obviously going to brainwash a lot of people.
[02:04:39.759 --> 02:04:43.841]  You spend many more hours playing these video games than you do watching a movie or a TV program.
[02:04:43.861 --> 02:04:47.924]  Well, no one, exactly, no one should buy this stuff for their kids.
[02:04:48.144 --> 02:04:52.327]  Your kids should be on the swim team, playing football, oil painting, hiking, whatever.
[02:04:52.467 --> 02:04:53.608]  You shouldn't be doing this garbage.
[02:04:59.831 --> 02:05:03.273]  You may be arrested and or subject to other police action.
[02:05:04.073 --> 02:05:04.994]  Tyranny is here.
[02:05:05.334 --> 02:05:08.836]  The grim future foretold in 1984 has become reality.
[02:05:08.856 --> 02:05:11.497]  It really says that the state is God.
[02:05:11.517 --> 02:05:16.960]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:05:17.380 --> 02:05:23.603]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[02:05:24.023 --> 02:05:29.544]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:05:30.004 --> 02:05:33.685]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[02:05:34.185 --> 02:05:38.166]  Prepare to enter the secretive world of emergency dictatorship.
[02:05:38.466 --> 02:05:43.967]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[02:05:44.407 --> 02:05:47.347]  It's only the beginning of the New World Order's hellish plan.
[02:05:47.967 --> 02:05:49.388]  The police state isn't coming.
[02:05:49.948 --> 02:05:50.388]  It's here.
[02:05:51.048 --> 02:05:58.052]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[02:06:00.194 --> 02:06:05.657]  When you're out on the road, the last place you want to be is on the road.
[02:06:06.838 --> 02:06:11.601]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[02:06:11.981 --> 02:06:18.685]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[02:06:20.694 --> 02:06:27.071]  They sew pride in every stitch Guarantee you love the way they fit
[02:06:29.199 --> 02:06:33.062]  They put a Diamond Gusset in the crotch, where you need it most.
[02:06:33.783 --> 02:06:36.905]  Blue Diamond Gussets, got it.
[02:06:37.626 --> 02:06:38.466]  Others don't.
[02:06:38.867 --> 02:06:40.748]  We turn jeans inside out.
[02:06:41.008 --> 02:06:42.509]  Diamond Gusset Jeans.
[02:06:42.790 --> 02:06:45.352]  Made in the USA with unparalleled quality.
[02:06:45.672 --> 02:06:51.937]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[02:06:52.317 --> 02:06:54.519]  Order yours at gusset.com.
[02:06:55.019 --> 02:06:57.061]  Diamond Gusset Jeans, got it.
[02:06:57.381 --> 02:06:57.881]  Others don't.
[02:06:59.363 --> 02:07:03.586]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[02:07:03.906 --> 02:07:04.186]  Number 1.
[02:07:04.826 --> 02:07:07.968]  New climate legislation could easily double or triple your electric bill.
[02:07:08.249 --> 02:07:08.809]  Number 2.
[02:07:09.109 --> 02:07:13.652]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:07:13.992 --> 02:07:14.433]  It's true.
[02:07:14.733 --> 02:07:19.296]  Total government control of electricity in the name of smart grid technology is coming.
[02:07:19.616 --> 02:07:20.156]  Number 3.
[02:07:20.436 --> 02:07:23.718]  In some areas of the country, the power grid is dangerously overloaded.
[02:07:24.019 --> 02:07:27.721]  And now, new socialist legislation is only compounding the problem.
[02:07:27.921 --> 02:07:28.482]  Number 4.
[02:07:28.722 --> 02:07:31.085]  Dangerous weather is always a threat to local grids.
[02:07:31.486 --> 02:07:34.870]  Every year, thousands of families lose their power from weather-related outages.
[02:07:35.170 --> 02:07:35.391]  Number 5.
[02:07:35.951 --> 02:07:39.876]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:07:40.117 --> 02:07:44.883]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:07:45.143 --> 02:07:49.165]  You can get more information at www.mysolarbackup.com.
[02:07:49.325 --> 02:07:50.866]  That's mysolarbackup.com.
[02:07:51.106 --> 02:07:53.187]  Remember, the government doesn't own the sun.
[02:07:53.347 --> 02:07:55.828]  So go to mysolarbackup.com or call 1-877-327-0365.
[02:07:55.868 --> 02:07:57.049]  He's the T-Rex of political talk.
[02:07:57.069 --> 02:07:58.169]  Alex Jones on the GCN Radio Network.
[02:08:16.786 --> 02:08:20.188]  Alright, I'm going to go to the callers, Jason, Satara, Matt, Chris, and others.
[02:08:20.228 --> 02:08:24.410]  The toll-free number to join us is 800-259-9231.
[02:08:24.950 --> 02:08:33.594]  As often happens when we take calls, and I should take more calls because it's always very informative, the last caller, Noah, took us down a very dark path.
[02:08:34.495 --> 02:08:42.459]  And I was actually aware of this with horror two weeks ago, but it shows how conditioned I am that I never even covered it because I'm so conditioned.
[02:08:44.224 --> 02:08:50.190]  Another of the myriad video games that brainwashed tens of millions of Americans and others have come out.
[02:08:50.250 --> 02:08:51.711]  Tom Clancy's Rainbow Six.
[02:08:53.152 --> 02:08:54.514]  I'm not just going off this from the collar.
[02:08:54.554 --> 02:08:55.935]  I've already watched the video game.
[02:08:56.195 --> 02:08:57.336]  I've already watched its trailers.
[02:08:58.017 --> 02:09:03.062]  You take on American patriots, American conservatives, American libertarians, and kill them.
[02:09:04.491 --> 02:09:08.554]  And you're a special team that kills the evil militias that are fighting the loving banks.
[02:09:08.934 --> 02:09:13.037]  The Southern Poverty Law Center is your advisor, and they're going to help you take on the American people.
[02:09:13.337 --> 02:09:14.918]  I mean, this is like a nightmare.
[02:09:15.178 --> 02:09:21.883]  If they told somebody in the 60s, there'll be things called video games where you simulate killing other Americans who don't want the U.N.
[02:09:21.903 --> 02:09:24.264]  to take over and who talk about a new world order.
[02:09:24.765 --> 02:09:31.409]  And now a new world order is being announced, a global government by the mega banks bankrupting the planet as we told you they would by design.
[02:09:32.089 --> 02:09:33.951]  They're so arrogant, they admit it's their plan.
[02:09:34.671 --> 02:09:39.573]  They've got the Explorer Scouts training to take on quote disgruntled veterans and they admit it in the New York Times.
[02:09:39.873 --> 02:09:41.293]  They've got all these training manuals.
[02:09:41.353 --> 02:09:42.734]  The cops actually believe it.
[02:09:43.194 --> 02:09:47.475]  The cops actually get scared if they pull you over and find a pocket constitution.
[02:09:47.795 --> 02:09:50.836]  I've got video of it from their own squad car in Road to Tyranny.
[02:09:51.076 --> 02:09:54.777]  They start literally freaking out and it's like mind control.
[02:09:55.017 --> 02:09:57.058]  Are they like putting them on drugs or something?
[02:09:58.635 --> 02:10:04.997]  Somebody comes to you and says, we're going to deal with these people that are into liberty and freedom, and they talk about a new world order and global government.
