[00:00:00.009 --> 00:00:00.780]  Radio Network.
[01:51:00.179 --> 01:51:00.599]  Stay with us.
[01:51:02.827 --> 01:51:04.088]  Hi, this is Alex Jones.
[01:51:04.128 --> 01:51:09.473]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:51:09.714 --> 01:51:14.338]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[01:51:14.739 --> 01:51:19.804]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:51:20.304 --> 01:51:22.146]  So our friends at Solutions from Science
[01:51:22.386 --> 01:51:22.906]  We're good to go.
[01:51:40.442 --> 01:51:43.265]  So visit them today at survivalseedbank.com.
[01:51:43.625 --> 01:51:45.507]  That's survivalseedbank.com.
[01:51:45.848 --> 01:51:46.768]  Or give them a call at 877-327-0365.
[01:51:46.789 --> 01:51:46.969]  That's 877-327-0365.
[01:51:46.989 --> 01:51:49.932]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:51:50.432 --> 01:51:52.194]  This is Alex Jones for survivalseedbank.com.
[01:52:02.384 --> 01:52:08.566]  This message starts with a great offer from Big Berkey Water Filters, because we don't want you drinking dangerous water one minute longer.
[01:52:08.826 --> 01:52:20.169]  Right now, purchase any filter system from BigBerkeyWaterFilters.com to get your choice of two Berkey sport bottles, a KDF shower filter, a set of fluoride filters, or our new site-class spigot absolutely free.
[01:52:20.349 --> 01:52:20.929]  Why do this?
[01:52:21.129 --> 01:52:23.950]  Because over 60% of municipal water is fluoridated.
[01:52:24.150 --> 01:52:32.036]  And at less than two cents per gallon, Berkey water filters purify both treated and untreated water, removing dangerous chlorine, fluoride, and other contaminants.
[01:52:32.316 --> 01:52:39.561]  Big Berkey water filters are powerful enough to purify stagnant pond water, so they're perfect for rainwater collection systems and emergency preparedness.
[01:52:39.801 --> 01:52:42.944]  Remember, Big Berkey includes free shipping on every order over $50.
[01:52:43.485 --> 01:52:47.268]  And GCN listeners get 5% off all ceramic filter systems.
[01:52:47.509 --> 01:52:54.075]  Visit B-I-G-B-E-R-K-E-Y waterfilters.com or call 877-99-BERKEY.
[01:52:54.235 --> 01:52:57.738]  That's BigBerkeyWaterfilters.com or call today 1-877-99-BER-K-E-Y.
[01:53:04.201 --> 01:53:05.902]  Are you still a traditional smoker?
[01:53:06.283 --> 01:53:10.986]  Now experience a new lifestyle and try vaping with e-cigarettes by Lecig.
[01:53:11.426 --> 01:53:15.109]  Imagine no ashes, stains, nasty smell, or coughing and hacking.
[01:53:15.289 --> 01:53:26.037]  With Lecig e-cigarettes revolutionary micro-electronic technology, rechargeable battery, and unique replaceable cartridge, you'll get all the benefits and satisfaction of smoking without the hazards.
[01:53:26.198 --> 01:53:31.982]  Choose your taste from a wide variety of our new American-made vapory and e-liquids at lecig.com.
[01:53:32.262 --> 01:53:43.406]  And Lecig smokes the competition by serving thousands of worldwide customers with real people customer service, fast, free, same-day shipping, and a 30-day warranty and satisfaction guarantee.
[01:53:43.606 --> 01:53:46.167]  So are you ready for a new vaping lifestyle?
[01:53:46.367 --> 01:53:46.948]  Then call 870-518-4307.
[01:53:46.968 --> 01:53:47.168]  That's 870-518-4307.
[01:53:47.188 --> 01:53:47.768]  Or visit lecig.com.
[01:53:47.788 --> 01:53:48.848]  Spelled L-E-C-I-G.com.
[01:53:48.868 --> 01:53:50.909]  Lecig e-cigarettes for today's modern smoker.
[01:54:17.950 --> 01:54:21.875]  This radio broadcast is all about empowering people with knowledge.
[01:54:21.915 --> 01:54:25.399]  And two months ago, I had Dr. Joel Wallach on for an hour.
[01:54:25.419 --> 01:54:28.663]  We had a lot of requests to have him back on.
[01:54:28.823 --> 01:54:34.089]  He's a syndicated radio host of, of course, Dead Doctors Don't Lie for, what, 15, 16 years.
[01:54:35.891 --> 01:54:36.612]  He's been out there.
[01:54:37.172 --> 01:54:42.696]  He, of course, is a veterinarian and he also holds a, well, I'll just go over his bio here.
[01:54:42.736 --> 01:54:50.721]  He's published numerous books on dietary deficiencies as being one of the main causes of all these increased illnesses and their resultant effects.
[01:54:50.841 --> 01:54:57.186]  Dr. Wallach conducts approximately 300 lectures annually to overflowing and enthusiastic audiences all over the world.
[01:54:57.666 --> 01:55:15.064]  He sold over 40 million cassette CDs before the internet even got big, which recordings on the lecture, Dead Doctors Don't Lie, he obtained a bachelor's of science in agriculture from the University of Missouri in 62, with a major in animal husbandry, nutrition, and minor in field crops and soils.
[01:55:15.404 --> 01:55:18.307]  That's why he learned about the soils being depleted, which is now admitted.
[01:55:18.867 --> 01:55:21.230]  In 64, he was awarded the doctorate in veterinary medicine.
[01:55:21.610 --> 01:55:29.734]  Also from the University of Missouri thereafter, he completed a three-year postdoctoral fellowship at the Center for Biology and Nutritional Systems at Washington University in St.
[01:55:29.774 --> 01:55:30.414]  Louis, Missouri.
[01:55:30.474 --> 01:55:36.397]  In 1982, he obtained a doctorate in naturopathic medicine from the National College of Naturopathic Medicine in Portland, Oregon.
[01:55:37.037 --> 01:55:42.042]  And, of course, the site where we promote his incredible information is Infowarsteam.com.
[01:55:42.102 --> 01:55:44.044]  Infowarsteam.com.
[01:55:44.084 --> 01:55:46.487]  He'll be with us until about 45 after next hour.
[01:55:46.507 --> 01:55:51.832]  Then I'm going to blitz through financial news, NATO news, the latest on the meltdown reactor, a full meltdown.
[01:55:51.872 --> 01:55:54.775]  Will it explode like Chernobyl is the question at Fukushima No. 2.
[01:55:56.687 --> 01:55:57.148]  I don't know.
[01:56:14.364 --> 01:56:22.029]  That if you don't have these other trace minerals and things, your body then can't fully access the 40 or so that they say is all that you need.
[01:56:22.049 --> 01:56:24.511]  It's those trace minerals, trace elements.
[01:56:24.811 --> 01:56:27.713]  And I want to go over some of the things that we know.
[01:56:28.894 --> 01:56:29.514]  Because here's the deal.
[01:56:29.574 --> 01:56:30.655]  I've seen the real statistics.
[01:56:30.835 --> 01:56:35.859]  Overall, life expectancy has gone down until the 20s and 30s or so.
[01:56:36.419 --> 01:56:39.781]  Around a third in the West of children died by the age of five.
[01:56:40.101 --> 01:56:42.003]  So infant mortality did get better.
[01:56:42.583 --> 01:56:46.924]  But if you average out infant mortality, people were living over 84 years on average.
[01:56:46.984 --> 01:56:49.925]  Now men, they just downgraded to, what, 73 years.
[01:56:50.005 --> 01:56:52.206]  Women, 75 to 76 years.
[01:56:52.266 --> 01:56:53.286]  It varies every year.
[01:56:53.826 --> 01:56:56.147]  So people say, oh, there's not poison in the food and water.
[01:56:56.387 --> 01:56:58.768]  The soils aren't, you know, debilitated.
[01:56:59.688 --> 01:57:01.169]  Because people are living longer.
[01:57:01.209 --> 01:57:02.309]  Well, that's not really true.
[01:57:02.329 --> 01:57:07.291]  If you go to an old cemetery, in many cases, more than a third are children, are babies.
[01:57:07.371 --> 01:57:12.294]  So yes, those developments in regular medicine has gotten better.
[01:57:12.594 --> 01:57:14.415]  So those numbers are averaged out.
[01:57:15.575 --> 01:57:15.815]  I'm
[01:57:33.715 --> 01:57:34.235]  You know all this.
[01:57:34.275 --> 01:57:35.536]  Explain this to people.
[01:57:35.937 --> 01:57:39.119]  But do you concur with my analysis on life expectancy?
[01:57:51.516 --> 01:57:53.900]  Well Alex, you hit the nail right on the head.
[01:57:55.382 --> 01:58:04.175]  In 1990, America ranked 17th in the world in longevity, and at that time we were actually spending more money for healthcare than all the other 200 plus nations on earth.
[01:58:05.056 --> 01:58:06.118]  And today we rank 50th.
[01:58:07.299 --> 01:58:20.870]  And we're still spending more money for health care than all the other 200 plus nations on earth and kind of a fun one is a medical doctors back in 1993 when I came out with the original audio cassette tape Dead Doctors Don't Lie lived to be an average of 58.
[01:58:21.431 --> 01:58:23.652]  Today medical doctors live to be 56.
[01:58:23.812 --> 01:58:28.056]  I'm talking about primary care physicians and family doctors and in 2004
[01:58:29.757 --> 01:58:32.641]  The Forbes magazine did a survey on billionaires.
[01:58:32.661 --> 01:58:34.182]  Tell you what, I just introduced you.
[01:58:34.262 --> 01:58:36.805]  I want you to have the floor when we come back for 45 minutes.
[01:58:37.126 --> 01:58:38.207]  I want to go through all of this.
[01:58:38.227 --> 01:58:39.668]  This is so important, folks.
[01:58:39.889 --> 01:58:41.450]  And they don't want you to know this information.
[01:58:44.193 --> 01:58:47.737]  Thank you for listening to GCN.
[01:58:47.757 --> 01:58:49.740]  Visit GCNlive.com today.
[01:58:52.639 --> 01:58:54.200]  Hello friends, this is Alex Jones.
[01:58:54.280 --> 01:58:57.083]  You've heard me talk about Calden 5 Star Soaps for years.
[01:58:57.643 --> 01:59:02.567]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[01:59:02.867 --> 01:59:06.030]  You can buy factory direct, shipped via UPS right to your door.
[01:59:06.310 --> 01:59:08.652]  Check them out on the web at 5starsoap.com.
[01:59:09.292 --> 01:59:10.153]  Or call 800-340-7091.
[01:59:12.815 --> 01:59:13.756]  Take my word for it.
[01:59:13.956 --> 01:59:16.278]  Once you've used pure soap, you won't buy anything else.
[01:59:16.599 --> 01:59:22.824]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:59:23.104 --> 01:59:24.526]  Buy American and stay clean.
[01:59:24.626 --> 01:59:27.809]  As well as support InfoWars, visit 5starsoap.com today.
[01:59:27.909 --> 01:59:28.309]  Or call 1-800-340-7091.
[01:59:28.329 --> 01:59:29.670]  Well, Marty, what do you have to say?
[01:59:32.941 --> 01:59:40.184]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[01:59:40.864 --> 01:59:50.568]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[01:59:50.908 --> 01:59:51.348]  Thank you.
[01:59:55.530 --> 01:59:57.451]  Waging war on corruption.
[01:59:57.891 --> 02:00:00.692]  Alex Jones on the GCM Radio Network.
[02:00:07.212 --> 02:00:07.852]  Big Brother.
[02:00:08.512 --> 02:00:09.552]  Mainstream media.
[02:00:10.292 --> 02:00:11.413]  Government cover-ups.
[02:00:12.053 --> 02:00:12.853]  You want answers?
[02:00:13.633 --> 02:00:14.534]  Well, so does he.
[02:00:15.174 --> 02:00:18.775]  He's Alex Jones on the GCN Radio Network.
[02:00:19.375 --> 02:00:23.416]  And now, live from Austin, Texas, Alex Jones.
[02:00:24.713 --> 02:00:39.832]  Alright, Dr. Joel Wallach is with us for the next 45 minutes or so, getting into one of the biggest causes from his research and a lot of other research confirming it, being mineral deficiencies, vitamin deficiencies, and the fact that our overall life expectancy is dropping.
[02:00:40.172 --> 02:00:41.834]  It's also dropped massively in Russia.
[02:00:42.515 --> 02:00:52.739]  And if you average out the fact that infant mortality, at least in the last 80 years or so, has gotten better, then you realize it's when you average that out that we are living a lot less.
[02:00:52.999 --> 02:00:54.940]  You were going over some of those numbers, Dr. Wallach.
[02:00:54.960 --> 02:00:55.600]  Please continue.
[02:00:56.360 --> 02:00:57.240]  Well, thank you, Alex.
[02:00:57.280 --> 02:01:00.662]  So, you know, as we said, the average medical doctor today lives to be 56.
[02:01:00.722 --> 02:01:03.743]  They're supposed to be the holders of all knowledge when it comes to health.
[02:01:04.283 --> 02:01:12.086]  Billionaires who can afford to eat the best can afford to hire the entire staff of Harvard Medical School for a little owie on their finger or a cold.
[02:01:13.205 --> 02:01:32.709]  In 2004, Forbes Magazine did a study on them for longevity and what kills them, and they found out that billionaires die from heart attacks, cancer, diabetes, and stroke, all things everybody else dies from, and there's never been a billionaire who lived to be 100, and back then in 2004, the average lifespan of billionaires was 78.
[02:01:33.549 --> 02:01:37.910]  Well, just this last month, March, I think, maybe we're still in March here,
[02:01:39.606 --> 02:01:44.988]  The Forbes magazine did another study on billionaires and they had dropped from 78 in average lifespan now to 66.
[02:01:45.048 --> 02:01:54.191]  So in a seven-year period they've dropped from 78 to 66 is a 12-year drop and there's still never been a billionaire lives to be a hundred.
[02:01:55.531 --> 02:02:07.055]  And this is because they leave out the most important piece which you pointed out very clearly Alex that they're leaving out the basic raw materials that the human being needs to maintain itself.
