[00:00:00.009 --> 00:00:01.982]  This is Alex Jones.
[02:26:56.833 --> 02:27:21.321]  So when you look at a photograph of people looking intently as if they were amazed and bemused by an attack that may or may not have existed, if this was an attack and they attacked a mortuary, God bless them, because Osama bin Laden is totally dead, so there's no way they could have attacked or killed or confronted Osama bin Laden unless you believe in the resurrection of Osama bin Laden, and I don't.
[02:27:21.761 --> 02:27:24.684]  And if I could tell you nine years ago, so let me break it through.
[02:27:25.184 --> 02:27:41.057]  You have a president, you have a chairman of the Joint Chiefs of Staff, Admiral Mullen, whose father was a publicist at the William Morris Agency, who is very much concerned about how he's going to lead the military as an admiral, alright?
[02:27:41.690 --> 02:28:03.127]  You have a president who is in deep, deep trouble, who has no idea of how to get us out of unemployment, and has a disparity between the very rich and the very poor, where no banker in the history of this country, after stealing billions of dollars and coming back to the American public and asking us for bonuses,
[02:28:03.647 --> 02:28:14.913]  I've never been arrested for this, yet some people who have cheated on their taxes or poor people who have not been able to get jobs are put in prison or are waiting on welfare.
[02:28:14.933 --> 02:28:24.698]  So we have a president who, the day he came in, picked up the Nobel Prize for Peace where he had done nothing, next day turns around and declares war on Afghanistan.
[02:28:25.078 --> 02:28:25.898]  Even Bush Jr.
[02:28:25.918 --> 02:28:27.499]  didn't declare war on Afghanistan.
[02:28:27.959 --> 02:28:29.641]  And who's in Afghanistan right now?
[02:28:29.661 --> 02:28:43.874]  We're talking about a man, Karzai, whom I knew, and I was there at the house 20 years ago in Maryland, when this delicate Tassin owner from Silver Spring was ordered to come back.
[02:28:43.954 --> 02:28:50.701]  He was a CIA operative, as I said, as I remembered him, and was put into a position where we have nothing but corruption,
[02:28:51.505 --> 02:28:55.248]  Destruction and basically the killing of our own people.
[02:28:55.808 --> 02:29:00.551]  Then we have the Pakistani allies who they have now irritated this Obama.
[02:29:00.811 --> 02:29:03.173]  And then we have Panetta, who's not in that picture.
[02:29:03.473 --> 02:29:06.295]  The most important of those men who was ordered.
[02:29:06.635 --> 02:29:08.016]  This is the great key order.
[02:29:08.176 --> 02:29:12.859]  Obama wants to tell you how resolute he was because everybody said he was indecisive.
[02:29:13.140 --> 02:29:17.683]  So in order to make sure he looks resolute, he orders Panetta.
[02:29:18.263 --> 02:29:22.565]  A nice liberal who has been a Republican... Stay there, Dr. Pachinik, stay there.
[02:29:22.685 --> 02:29:23.625]  Back in three minutes.
[02:29:23.665 --> 02:29:24.926]  This is key info.
[02:29:24.966 --> 02:29:29.408]  We'll go back to Bin Laden's death and give us any more evidence of that.
[02:29:30.949 --> 02:29:31.869]  We're on the march.
[02:29:32.349 --> 02:29:33.950]  The empire's on the run.
[02:29:34.870 --> 02:29:37.671]  Alex Jones and the GCN Radio Network.
[02:29:40.653 --> 02:29:43.574]  You may be arrested and or subject to
[02:29:44.870 --> 02:29:45.810]  Tyranny is here.
[02:29:46.131 --> 02:29:50.052]  The grim future foretold in 1984 has become reality.
[02:29:50.072 --> 02:29:52.273]  It really says that the state is God.
[02:29:52.293 --> 02:29:57.756]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:29:58.176 --> 02:30:04.419]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[02:30:04.819 --> 02:30:10.362]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:30:10.802 --> 02:30:14.484]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[02:30:14.984 --> 02:30:19.006]  Prepare to enter the secretive world of emergency dictatorship.
[02:30:19.287 --> 02:30:24.789]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[02:30:25.230 --> 02:30:28.171]  It's only the beginning of the New World Order's hellish plan.
[02:30:28.772 --> 02:30:30.212]  The police state isn't coming.
[02:30:30.753 --> 02:30:31.173]  It's here.
[02:30:31.853 --> 02:30:38.876]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[02:30:41.617 --> 02:30:43.098]  Hi folks, this is Alex Jones.
[02:30:43.318 --> 02:30:48.360]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[02:30:48.620 --> 02:30:49.981]  Saving means to make money.
[02:30:50.161 --> 02:30:58.925]  The Calbin Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[02:30:59.685 --> 02:31:06.789]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[02:31:07.209 --> 02:31:14.813]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[02:31:15.214 --> 02:31:20.136]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[02:31:20.456 --> 02:31:22.618]  Getting a free catalog is easy by calling 800-340-7091.
[02:31:25.379 --> 02:31:28.322]  Or see Calvin on the web at 5starsoap.com.
[02:31:28.602 --> 02:31:30.904]  Take charge of your health now by calling 800-340-7091.
[02:31:30.944 --> 02:31:33.106]  Or see Calvin on the web at 5starsoap.com.
[02:31:40.046 --> 02:31:44.269]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[02:31:44.589 --> 02:31:44.870]  Number 1.
[02:31:45.510 --> 02:31:48.652]  New climate legislation could easily double or triple your electric bill.
[02:31:48.933 --> 02:31:49.493]  Number 2.
[02:31:49.793 --> 02:31:54.337]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:31:54.677 --> 02:31:55.117]  It's true.
[02:31:55.417 --> 02:31:59.981]  Total government control of electricity in the name of smart grid technology is coming.
[02:32:00.301 --> 02:32:00.841]  Number 3.
[02:32:01.122 --> 02:32:04.404]  In some areas of the country, the power grid is dangerously overloaded.
[02:32:04.704 --> 02:32:08.407]  And now, new socialist legislation is only compounding the problem.
[02:32:08.607 --> 02:32:09.168]  Number 4.
[02:32:09.408 --> 02:32:11.770]  Dangerous weather is always a threat to local grids.
[02:32:12.170 --> 02:32:15.553]  Every year, thousands of families lose their power from weather-related outages.
[02:32:15.853 --> 02:32:16.394]  Number 5.
[02:32:16.634 --> 02:32:20.557]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:32:20.778 --> 02:32:25.542]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:32:25.822 --> 02:32:29.866]  You can get more information at www.mysolarbackup.com.
[02:32:30.006 --> 02:32:31.548]  That's mysolarbackup.com.
[02:32:31.788 --> 02:32:33.870]  Remember, the government doesn't own the sun.
[02:32:34.030 --> 02:32:36.392]  So go to mysolarbackup.com or call 1-877-327-0365.
[02:33:06.127 --> 02:33:14.524]  Guys, uh, he has written 26-plus New York Times bestsellers, stevepachinick.com.
[02:33:15.265 --> 02:33:17.008]  It's on record, a high-level, uh...
[02:33:18.888 --> 02:33:28.071]  Government position under multiple presidents under Secretary of State's involved in black ops all over the world with the Mujahideen.
[02:33:28.111 --> 02:33:37.313]  I wanted to talk about some of that history briefly before we look at currently what's happening because obviously to know what's coming in the future and what's happening in the present we need to know the past.
[02:33:37.734 --> 02:33:41.575]  Those that don't know history are doomed to repeat it because the cliche rings true.
[02:33:42.635 --> 02:33:50.962]  But remember, this is the character that they created Jack Ryan out of in Tom Clancy's books, and that's on record.
[02:33:51.202 --> 02:33:53.484]  That's how respected he is, and he has a lot of courage.
[02:33:54.184 --> 02:33:57.307]  And I know you probably don't want to get into this now, but you did get a lot of heat
[02:33:57.987 --> 02:33:58.267]  I don't
[02:34:14.346 --> 02:34:19.789]  And then separately, years after that, Madeleine Albright, former Secretary of State, came out and said it.
[02:34:20.089 --> 02:34:22.570]  Benazir Bhutto, the President of Pakistan, said it.
[02:34:23.090 --> 02:34:30.354]  So when the Washington Post, and everybody makes fun of us right now, and has these articles out, some of them wouldn't even quote you.
[02:34:30.414 --> 02:34:37.077]  They just said that Jones claimed he had a source from the State Department when it was on record.
[02:34:38.468 --> 02:34:41.251]  Uh, Atlantic Monthly dare not mention it.
[02:34:41.531 --> 02:34:48.076]  They linked to some Cheech and Chong blog that I have nothing to do with in some attempt to just mislead their readers.
[02:34:48.237 --> 02:34:53.821]  Jeff Goldberg, who when he wasn't an Israeli prison guard, he was...
[02:34:54.662 --> 02:34:54.762]  Yeah.
[02:35:11.978 --> 02:35:15.421]  You've worked with the biggest heavy hitters there are.
[02:35:15.721 --> 02:35:18.784]  You're famous in intelligence and analysis.
[02:35:19.605 --> 02:35:23.349]  Jack Ryan's your character, the guy that doesn't play games.
[02:35:23.889 --> 02:35:26.932]  In the real world, you're actually telling it like it is.
[02:35:29.074 --> 02:35:40.108]  April 22nd on this show and then everything you've talked about has now been backed up in triplicate and now we have this latest PR stunt with them with the photo op with Hillary covering her mouth.
[02:35:40.568 --> 02:35:44.393]  I mean, this looks like a photo where you tell your kids, you know, smile, say cheese.
[02:35:45.174 --> 02:35:46.075]  Breakdown, sir.
[02:35:46.135 --> 02:35:46.776]  Take your time.
[02:35:47.256 --> 02:36:05.561]  With the intel, with the CIA reports you were reading, with as much proof as you can give us without giving up your sources, of knowing that bin Laden was dead, and when he reportedly died, so that we can look at the big news story now in context of why they've launched this hoax today.
[02:36:06.647 --> 02:36:13.373]  Well, let me just say, the issue of why he was dead was exactly what I said before.
[02:36:13.413 --> 02:36:14.994]  He died of Marfan syndrome.
[02:36:15.655 --> 02:36:16.276]  Bush Jr.
[02:36:16.316 --> 02:36:16.956]  knew about it.
[02:36:17.036 --> 02:36:18.918]  The intelligence community knew about it.
[02:36:19.018 --> 02:36:23.122]  CIA had already sent a position way before under the Clinton administration.
[02:36:23.642 --> 02:36:24.163]  We're good to go.
[02:36:47.525 --> 02:36:51.666]  Accidentally that he died, but the point was he was already dead by the time I talked to you.
[02:36:51.786 --> 02:36:53.127]  Why is it relevant?
[02:36:53.227 --> 02:37:00.309]  Now again as I said, why is the fiction and the narrative of the psyops of America against the American people so important?
[02:37:00.349 --> 02:37:04.550]  It's number one, as you said so clearly to your public and they understand it.
[02:37:04.590 --> 02:37:10.772]  Number one, we're viewed as idiots and stupid and Americans are not seen as very bright by our politicians.
[02:37:11.432 --> 02:37:16.113]  Secondly, basically the president was in very deep trouble, as you said.
[02:37:16.533 --> 02:37:19.194]  Economically, politically, he was on the bottom.
[02:37:19.294 --> 02:37:20.954]  He had the birther issue come out.
[02:37:21.414 --> 02:37:26.455]  He proved he said he was American, but now he had to prove that he was more than American.
[02:37:26.515 --> 02:37:28.156]  He was more American than American.
[02:37:28.216 --> 02:37:29.276]  He had to be aggressive.
[02:37:29.736 --> 02:37:37.758]  At the same time, you had an admiral who had really not done very well as chairman of the Joint Chiefs of Staff, who had made some serious gaps.
[02:37:38.178 --> 02:38:01.529]  By giving a Medal of Honor to Greg Mortensen, who lied, going into Pakistan saying he had built schools for women and looked like a fool, you have Panetta, who really caused a lot of civilian damage in the Pakistan area, and the Pakistanis were furious with him because what he called him was a CIA, quite frankly, without telling you a great secret, it's already an open source intelligence.
