[00:00:00.049 --> 00:00:01.230]  More on corruption.
[01:58:33.864 --> 01:58:34.904]  A lot of them can't help it.
[01:58:34.924 --> 01:58:35.784]  They're simple-minded.
[01:58:35.804 --> 01:58:38.165]  They're like, well, I get the power because I'm a good guy.
[01:58:38.645 --> 01:58:41.627]  Things are collapsing and we'll just have to take their guns then.
[01:58:41.647 --> 01:58:43.287]  God bless you, my friend.
[01:58:46.949 --> 01:58:48.229]  You are listening to GCN.
[01:58:48.449 --> 01:58:51.991]  Visit GCNlive.com today.
[01:58:56.440 --> 01:58:57.601]  A very wealthy U.S.
[01:58:57.621 --> 01:59:04.289]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[01:59:04.549 --> 01:59:06.832]  He says it will change everything about our lives.
[01:59:07.112 --> 01:59:12.278]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[01:59:12.478 --> 01:59:15.260]  Now, this man has made some outrageous predictions over the years.
[01:59:15.520 --> 01:59:17.621]  The crazy part is, he's usually right.
[01:59:17.841 --> 01:59:23.765]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[01:59:24.085 --> 01:59:27.287]  In fact, Barron's called his work a dire prophecy.
[01:59:27.467 --> 01:59:32.990]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[01:59:33.251 --> 01:59:34.551]  And it's a real eye-opener.
[01:59:34.892 --> 01:59:36.052]  I can't stress this enough.
[01:59:36.192 --> 01:59:38.734]  You should at least watch this free video online today.
[01:59:38.874 --> 01:59:40.275]  He explains everything you need to know.
[01:59:40.535 --> 01:59:42.896]  Including simple steps you can take to protect yourself.
[01:59:43.077 --> 01:59:47.579]  You can find the video at www.endofamerica3.com.
[01:59:47.699 --> 01:59:50.161]  That's End of America, the number 3.com.
[01:59:50.281 --> 01:59:54.003]  Watch the free video at www.endofamerica3.com.
[01:59:54.163 --> 01:59:55.904]  That's endofamerica3.com.
[01:59:59.346 --> 02:00:01.267]  Waging war on corruption.
[02:00:01.747 --> 02:00:04.529]  Alex Jones on the GCN Radio Network.
[02:00:11.089 --> 02:00:15.252]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:15.932 --> 02:00:16.733]  You want answers?
[02:00:17.513 --> 02:00:18.374]  Well, so does he.
[02:00:19.055 --> 02:00:22.657]  He's Alex Jones on the GCN Radio Network.
[02:00:23.257 --> 02:00:27.360]  And now, live from Austin, Texas, Alex Jones.
[02:00:30.162 --> 02:00:36.987]  Alright, we've got an amazing guest coming up, actually two amazing guests coming up, joining us via video Skype in the next segment.
[02:00:39.335 --> 02:00:47.699]  Oklahoma City investigators, one of them who was there when the bombing, in the aftermath, that is coming up in the next segment.
[02:00:48.399 --> 02:00:53.081]  Also in some of the other news, Obama prepared to attack military action.
[02:00:53.142 --> 02:00:56.403]  Again, Obama prepared to take military action against Iran.
[02:00:56.783 --> 02:01:06.428]  Dennis Ross, a big Obama advisor, says if Obama draws the conclusion that certain kind of steps should be taken against Iran, he'll take them.
[02:01:07.068 --> 02:01:09.209]  Yeah, because he's completely blackmailed and controlled.
[02:01:10.550 --> 02:01:11.291]  Here's another one.
[02:01:11.991 --> 02:01:20.036]  Dozens of people die in roadside bombs in Iraq right as the United States begins to officially pull out.
[02:01:20.096 --> 02:01:23.638]  It has all those advisers and embassy staff and mercenaries there.
[02:01:23.658 --> 02:01:30.522]  And Tony Cardalucci, writer for Infowars.com, has a big article out.
[02:01:31.022 --> 02:01:33.724]  In a move that almost defies belief,
[02:01:35.041 --> 02:01:40.905]  It is so brazen and hypocritical, many will not believe it, no matter how many State Department officials confirm it.
[02:01:41.425 --> 02:01:41.946]  The U.S.
[02:01:41.986 --> 02:01:45.948]  has been guarding a terrorist training camp inside Iraq with U.S.
[02:01:45.988 --> 02:01:51.592]  troops, and is planning to relocate them, possibly, in a freshly abandoned U.S.
[02:01:51.672 --> 02:01:54.094]  military base in Iraq, while D.C.
[02:01:54.134 --> 02:02:01.759]  lobbyists work feverishly to have them delisted, armed, and sent to conduct terrorist operations in Iran.
[02:02:03.663 --> 02:02:10.207]  And this is what, two or three weeks ago, Steve Pucinich, former State Department official and terrorism expert, talked about.
[02:02:10.227 --> 02:02:15.730]  The M.E.K., which is an admitted real terrorist group, is basically working for the U.S.
[02:02:15.770 --> 02:02:16.130]  government.
[02:02:16.490 --> 02:02:17.491]  I mean, what group isn't?
[02:02:18.031 --> 02:02:19.352]  Because this isn't the U.S.
[02:02:19.392 --> 02:02:20.592]  government, ladies and gentlemen.
[02:02:20.953 --> 02:02:29.818]  It's offshore megabanks that are totally ruthless and hire criminal mercenary groups to stage terror attacks all over the world, to finance other terror groups,
[02:02:30.498 --> 02:02:31.318]  We're good to go.
[02:02:52.005 --> 02:02:57.031]  That only props these crazy hereditary dictators up.
[02:02:57.611 --> 02:03:00.515]  I understand they've got to have somebody who can diplomatically talk to these people.
[02:03:00.855 --> 02:03:11.127]  But why did Donald Rumsfeld, as the head of the big Swiss company back in the mid-1990s, transfer the reactor systems so North Korea could have nuclear weapons?
[02:03:13.154 --> 02:03:18.477]  Continuing, Finland finds Patriot missiles on China-bound ship marked as fireworks.
[02:03:19.097 --> 02:03:22.619]  See, Walt, you're busy being told to be scared to death of Al-Qaeda under the table.
[02:03:22.639 --> 02:03:35.506]  10,000-plus missiles, 2,000-plus that are high-tech, surface-to-air missiles were basically given to Al-Qaeda and allowed to keep them when Al-Qaeda was given control of Libya by NATO.
[02:03:35.526 --> 02:03:36.306]  And that's on record.
[02:03:36.346 --> 02:03:37.406]  That's even mainstream news.
[02:03:37.727 --> 02:03:38.147]  Pull it up.
[02:03:39.517 --> 02:03:48.922]  Teleblunt and Telegraph headlines like, Al-Qaeda flag now flies over Libya, Al-Qaeda being sent in to fight Syrians, Al-Qaeda works for the globalists that have hijacked this country.
[02:03:50.103 --> 02:03:51.923]  People are like, but why would they have them attack us?
[02:03:52.624 --> 02:03:57.026]  So they can take all our liberties, blame Iraq that had nothing to do with it, and invade them.
[02:03:57.326 --> 02:03:58.807]  Now they're blaming Iran for 9-11.
[02:03:59.768 --> 02:04:01.048]  Next they'll blame you!
[02:04:02.309 --> 02:04:03.870]  Or maybe Santa Claus for it.
[02:04:04.730 --> 02:04:06.131]  Everybody but who's involved.
[02:04:07.332 --> 02:04:14.297]  The Finnish authorities have impounded an Isle of Man flagship bound for China with undeclared missiles and explosives.
[02:04:15.659 --> 02:04:16.379]  British or U.S.
[02:04:16.419 --> 02:04:17.720]  government, they're always doing this.
[02:04:18.221 --> 02:04:27.088]  Police are questioning the crew of the MS Thor Liberty after what were described as 69 Patriot anti-missile missiles were found on board.
[02:04:27.984 --> 02:04:31.066]  Yeah, you can also use a Patriot to shoot aircraft down all day long.
[02:04:31.906 --> 02:04:35.988]  Oh, but they've been saying Al-Qaeda must have stingers left over from the 80s.
[02:04:36.028 --> 02:04:37.109]  Give all your rights up.
[02:04:38.109 --> 02:04:44.692]  Continuing here, Interior Minister Pavi Rassan said the missiles were marked fireworks.
[02:04:45.193 --> 02:04:49.355]  The MS Thor Liberty was docked in Finnish port after leaving Germany last week.
[02:04:49.715 --> 02:04:51.156]  Dock workers became suspicious.
[02:04:52.375 --> 02:05:02.139]  After Mr. Napolitano told him to be, I'm joking, after finding explosives poorly stored on open pallets and missiles were then found in containers marked fireworks.
[02:05:02.619 --> 02:05:04.520]  More on this coming up, but first, our guest.
[02:05:08.186 --> 02:05:11.827]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[02:05:12.147 --> 02:05:20.268]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[02:05:21.008 --> 02:05:25.049]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[02:05:25.649 --> 02:05:36.451]  The Silver Lungs Generator infuses the respiratory system with your self-produced nanosilver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[02:05:37.091 --> 02:05:46.094]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[02:05:46.614 --> 02:05:51.636]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[02:05:52.036 --> 02:05:59.199]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[02:05:59.519 --> 02:06:01.940]  That's www.SilverLungs.com.
[02:06:07.429 --> 02:06:11.073]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:06:11.453 --> 02:06:14.456]  This is our last chance to not relive history.
[02:06:14.696 --> 02:06:19.480]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[02:06:19.500 --> 02:06:25.726]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[02:06:25.886 --> 02:06:28.129]  I think it's incumbent upon all of us
[02:06:28.669 --> 02:06:28.949]  Tim Geithner?
[02:06:28.969 --> 02:06:29.390]  Bernanke?
[02:06:29.490 --> 02:06:30.250]  They're arsonists!
[02:06:30.290 --> 02:06:31.411]  They're asking for more matches!
[02:06:31.431 --> 02:06:33.673]  And the Congress is saying, who do we make the check out to?
[02:06:47.563 --> 02:06:54.492]  Today seems like nobody does care and right now in Washington DC we have seen a fall of the Republic.
[02:06:54.853 --> 02:07:03.965]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[02:07:06.038 --> 02:07:07.298]  Hi, this is Alex Jones.
[02:07:07.338 --> 02:07:12.680]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:07:12.920 --> 02:07:17.541]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[02:07:17.941 --> 02:07:18.342]  It's true.
[02:07:18.422 --> 02:07:22.983]  Seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[02:07:23.503 --> 02:07:28.205]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:07:28.745 --> 02:07:30.666]  They call it a survival seed bank.
[02:07:31.046 --> 02:07:35.647]  And it can produce an endless supply of nutrient-dense food for you and your family.
[02:07:35.847 --> 02:07:36.748]  And here's the best part.
[02:07:36.968 --> 02:07:39.729]  These seeds have not been genetically modified in any way.
[02:07:40.029 --> 02:07:43.330]  And you actually get enough seeds to plant a full acre crisis garden.
[02:07:43.650 --> 02:07:46.493]  So visit them today at survivalseedbank.com.
[02:07:46.833 --> 02:07:48.735]  That's survivalseedbank.com.
[02:07:49.055 --> 02:07:49.996]  Or give them a call at 877-327-0365.
[02:07:50.016 --> 02:07:50.216]  That's 877-327-0365.
[02:07:50.256 --> 02:07:53.139]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:07:53.639 --> 02:07:55.381]  This is Alex Jones for survivalseedbank.com.
[02:08:07.458 --> 02:08:09.641]  He's the T-Rex of political talk.
[02:08:10.222 --> 02:08:13.027]  Alex Jones on the GCN Radio Network.
[02:08:20.532 --> 02:08:37.310]  All right, we are continuing our series of interviews to document what really happened in Oklahoma City on the record this week, and I'll do it next week and into the new year, at least once or twice a week, because there's so many amazing people that are interviewed and then some that aren't.
[02:08:37.890 --> 02:08:40.413]  In this film, A Noble Lie, Oklahoma City 1995,
[02:08:42.735 --> 02:08:47.416]  Jane Graham, the head of HUD, who was in the building and saw known feds planting bombs.
[02:08:47.436 --> 02:08:48.697]  She didn't know what they were at the time.
[02:08:48.757 --> 02:08:49.777]  Big gray sticks of butter.
[02:08:50.197 --> 02:08:51.737]  They said they were with a telephone company.
[02:08:51.757 --> 02:08:56.639]  You've got the inventor of the neutron bomb saying clearly that there were explosives inside the building.
[02:08:56.659 --> 02:08:58.139]  The newscast admitting it as well.
[02:08:58.899 --> 02:09:01.540]  You've got the former head of Air Force Weapons Development breaking it down.
[02:09:01.960 --> 02:09:07.682]  The mother of police officer of the year, Terence Yankee, the first to respond, who saw the feds running around involved.
[02:09:07.922 --> 02:09:08.782]  They, of course, killed him.
[02:09:10.071 --> 02:09:13.573]  It's an amazing film and you need to show it to police and military especially.
[02:09:14.073 --> 02:09:20.957]  Because the Obama administration has put out, what, three different memos saying a new Oklahoma City would really help them.
[02:09:21.257 --> 02:09:22.217]  They don't even veil it.
[02:09:22.237 --> 02:09:27.840]  They don't say we're going to do it, they just say, it would really help us and if there's a new one we're going to blame the right wing.
