[00:00:01.169 --> 00:00:01.309]  I think.
[01:23:42.803 --> 01:23:49.367]  Oh, Larry King, oh yeah, even when they say Ron Paul is cool, I like him, of course he's not electable.
[01:23:49.607 --> 01:23:54.011]  Well, you say that a hundred times a day, people are going to start like parrots repeating it.
[01:23:54.591 --> 01:23:57.995]  And so when I grill them, I say, why do you think he's not electable?
[01:23:58.395 --> 01:24:10.807]  What if you and everyone who says Ron Paul is not electable, a third party, third candidate, independent, is not electable, go and cast a vote and say, I'm going to do it because I'm disgusted with the two anyway.
[01:24:11.308 --> 01:24:14.351]  I'm not going to take the lesser of the two evils because
[01:24:14.952 --> 01:24:15.332]  What is it?
[01:24:16.253 --> 01:24:20.874]  One ranks 100 in the scale of being evil and the other one ranks 99.
[01:24:21.034 --> 01:24:24.296]  I'm going to vote for the other guy who's 99% evil.
[01:24:24.836 --> 01:24:25.116]  Great.
[01:24:25.276 --> 01:24:26.937]  That's not the mentality we need.
[01:24:27.457 --> 01:24:30.338]  What will happen if you cast vote and everybody who says that
[01:24:30.748 --> 01:24:37.650]  There is this, again, media, education system, universities, the academia, they repeat it.
[01:24:38.170 --> 01:24:40.031]  This is like brainwashing.
[01:24:40.351 --> 01:24:46.033]  So people walking around like robots, they're like, oh, I think Ron Paul is a great guy, but he's not electable.
[01:24:46.533 --> 01:24:46.793]  Why?
[01:24:47.453 --> 01:24:51.755]  Well, you know, he's just not electable.
[01:24:52.075 --> 01:24:56.156]  He's just too different and he doesn't, but they can't really put anything.
[01:24:56.456 --> 01:24:58.517]  Then some of the other ones, they say things like this.
[01:24:58.997 --> 01:25:00.338]  Oh, because he's racist.
[01:25:00.478 --> 01:25:01.098]  I say, really?
[01:25:01.338 --> 01:25:03.439]  Leslie, I come from Middle Eastern background.
[01:25:03.599 --> 01:25:04.200]  I'm female.
[01:25:04.640 --> 01:25:06.441]  What makes you say Ron Paul is racist?
[01:25:06.841 --> 01:25:07.741]  Give me an example.
[01:25:07.761 --> 01:25:09.802]  They say, oh, I don't remember.
[01:25:10.203 --> 01:25:13.444]  I read New York Times said how he's been, he's with the skinheads.
[01:25:14.124 --> 01:25:17.786]  You see, this is the psychological warfare.
[01:25:17.826 --> 01:25:19.567]  This is the OP, the PSYOP.
[01:25:19.587 --> 01:25:22.529]  PSYOPs are not geared for Iraq or Afghanistan.
[01:25:23.129 --> 01:25:27.391]  The PSYOPs happening here with elections in the United States on daily basis.
[01:25:28.300 --> 01:25:30.781]  How many people are exposing that we are on their side?
[01:25:30.901 --> 01:25:31.441]  And you know what?
[01:25:31.461 --> 01:25:34.262]  When you and I say this, Alex, nutcases!
[01:25:34.502 --> 01:25:39.904]  Conspiracy theorist Alex Jones was interviewing conspiracy nutcases about Edmonds.
[01:25:40.524 --> 01:25:42.645]  And they said, we have this great skim poll.
[01:25:42.805 --> 01:25:43.905]  It is a great skim.
[01:25:44.265 --> 01:25:50.367]  Because when I hear people repeat these things, when I ask them why and they can't answer, they've been programmed.
[01:25:50.487 --> 01:25:51.367]  Who programmed them?
[01:25:51.427 --> 01:25:52.348]  You tell me, Alex.
[01:25:52.428 --> 01:25:52.988]  You know this.
[01:25:55.404 --> 01:25:56.085]  Well, you're right.
[01:25:56.245 --> 01:25:57.066]  It's true.
[01:25:57.086 --> 01:25:59.629]  And they just use these little throwaway terms.
[01:25:59.929 --> 01:26:01.170]  But then you've got things like Building 7.
[01:26:01.230 --> 01:26:02.992]  The list just goes on and on.
[01:26:03.873 --> 01:26:07.417]  But people are waking up more and more to the fact that they're being lied to.
[01:26:07.457 --> 01:26:09.459]  They just feel powerless.
[01:26:10.040 --> 01:26:12.042]  And as more whistleblowers go public,
[01:26:13.643 --> 01:26:14.463]  Alex, I don't know.
[01:26:14.503 --> 01:26:15.244]  I mean, you are right.
[01:26:15.604 --> 01:26:16.584]  More and more people are waking up.
[01:26:17.264 --> 01:26:18.265]  I agree with you.
[01:26:18.285 --> 01:26:20.485]  But whistleblowers, this man, Obama, has done more damage
[01:26:33.163 --> 01:26:37.184]  For these people, truth tellers, to come from inside the government than any other president.
[01:26:37.264 --> 01:26:39.225]  Sure, but why are you going public then?
[01:26:39.285 --> 01:26:41.326]  I mean, they wouldn't have special NSA units.
[01:26:41.686 --> 01:26:43.527]  I want to set an example, okay?
[01:26:43.647 --> 01:26:45.708]  I want to say, stand up, do it.
[01:26:46.008 --> 01:26:47.729]  Because some people did.
[01:26:48.009 --> 01:26:50.450]  When I did it in 2002, I wasn't alone.
[01:26:50.490 --> 01:26:52.971]  So many other courageous people, they did similar things.
[01:26:53.552 --> 01:26:57.277]  I had people from GSA send me documents.
[01:26:57.797 --> 01:27:04.626]  I had people from the DIA contact me and then I would get some of that in.
[01:27:05.187 --> 01:27:06.789]  I haven't had that.
[01:27:06.829 --> 01:27:08.812]  People are so scared in government.
[01:27:09.793 --> 01:27:14.376]  This guy jails us because next he's going to start sending us to Guantanamo Bay.
[01:27:14.416 --> 01:27:26.025]  Well listen, a nation of sheep will be ruled by wolves and I got sent, you know, I got sent documents and, you know, where they're creating re-education camps and we release them.
[01:27:26.805 --> 01:27:28.026]  And you know what?
[01:27:28.206 --> 01:27:30.488]  I say make them start arresting people more.
[01:27:30.868 --> 01:27:32.329]  Make them get those camps going.
[01:27:32.610 --> 01:27:33.991]  Let's just get this out in the open.
[01:27:34.211 --> 01:27:35.472]  They want to grow this slow.
[01:27:36.192 --> 01:27:40.136]  C-Bell, and that's why I don't think they're going to go after you, because they don't want to make you a martyr.
[01:27:40.717 --> 01:27:46.582]  That's very true, because they do, they haunt one, put it in jail, and then six months later another.
[01:27:46.842 --> 01:27:54.169]  This is why I was saying, with the mass protests, when I say revolution, I'm pitched for people that think I'm talking about violence.
[01:27:54.330 --> 01:27:55.411]  I am not, okay?
[01:27:55.971 --> 01:28:01.993]  But people that I have friends who are activists, they say, yeah, we have to do more of Gandhi stuff.
[01:28:02.353 --> 01:28:06.895]  Maybe we all get together and have kumbaya and stand on our head and do yoga and stretch.
[01:28:06.935 --> 01:28:08.855]  And I don't have anything against yoga.
[01:28:09.376 --> 01:28:13.097]  But what would Gandhi do if his daughter is being raped in front of him?
[01:28:13.217 --> 01:28:16.738]  OK, for me, I am not being dramatic here.
[01:28:16.978 --> 01:28:17.659]  I have a daughter.
[01:28:17.739 --> 01:28:18.899]  She's three and a half years old.
[01:28:19.179 --> 01:28:20.139]  She's my life.
[01:28:20.339 --> 01:28:21.860]  OK, Alex, she's my life.
[01:28:22.595 --> 01:28:28.718]  And I go to airport and somebody wants to, but I have been teaching my daughter, they don't, nobody touches you.
[01:28:28.778 --> 01:28:29.739]  Mommy can touch you.
[01:28:29.799 --> 01:28:30.699]  Mommy can dress you.
[01:28:31.039 --> 01:28:34.821]  And some people go and try to put their hands on my daughter.
[01:28:34.841 --> 01:28:37.763]  That is, that is raping my daughter.
[01:28:37.783 --> 01:28:42.245]  I mean, raping is not an act that has involved certain technicalities.
[01:28:42.305 --> 01:28:45.707]  To me, that is, that equals rape, okay?
[01:28:46.347 --> 01:28:51.309]  And people now are standing back and they're like, OK, I don't like it, but it's nuisance.
[01:28:51.329 --> 01:28:54.611]  No, no, but listen, they admit it's getting us ready for forced inoculations.
[01:28:55.051 --> 01:28:56.872]  It's getting us ready for a political arrest.
[01:28:57.252 --> 01:28:57.892]  They use it.
[01:28:58.452 --> 01:29:05.135]  You know, I'm sorry, I can't do yoga and do Kumbaya and do the chanting and say, hopefully it will change.
[01:29:05.376 --> 01:29:05.876]  I go to my
[01:29:06.656 --> 01:29:09.237]  Ex-professors in universities, you know what they say?
[01:29:09.537 --> 01:29:12.239]  Alex, they say, this is American politics.
[01:29:12.459 --> 01:29:16.180]  There is this pendulum that swings this way and this way, so it's going to swing back.
[01:29:16.320 --> 01:29:19.982]  Yeah, this pendulum has been going one way for a long time, okay?
[01:29:20.002 --> 01:29:22.463]  It hasn't been swinging back and forth.
[01:29:22.483 --> 01:29:26.865]  That's because they're ramming it through in a controlled global corporate takeover.
[01:29:26.885 --> 01:29:31.007]  This is the intelligentsia, this is the intelligentsia that we have here.
[01:29:31.307 --> 01:29:39.595]  If our professors, they say, chant, wait for the pendulum to swing back that way, and I say, no, grab your pitchfork, symbolically, okay?
[01:29:40.275 --> 01:29:41.076]  Get out!
[01:29:41.697 --> 01:29:49.484]  Go claim back your liberties for your children, for your husband, for your wife, for your parents, because
[01:29:50.256 --> 01:29:53.617]  Because as a nation, we are being raped every day.
[01:29:53.697 --> 01:29:55.058]  That TSA is only one.
[01:29:55.178 --> 01:29:58.219]  As you said, what they do in schools, that's another way.
[01:29:58.779 --> 01:30:02.220]  What they do, you are talking on the phone, and they are listening to you.
[01:30:02.340 --> 01:30:05.621]  Everybody now knows it, but they stopped screaming about it.
[01:30:05.721 --> 01:30:11.383]  It made the splash, Alex, when NSA's illegal eavesdropping of all American communication came out.
[01:30:11.843 --> 01:30:15.064]  Six months later, it became a fact of life.
[01:30:15.124 --> 01:30:16.885]  They rape your privacy on the phone.
[01:30:17.225 --> 01:30:19.307]  They rape your privacy on the email.
[01:30:19.587 --> 01:30:21.669]  They rape your daughter in the airport.
[01:30:21.969 --> 01:30:24.031]  They rape your son in schools.
[01:30:24.391 --> 01:30:28.995]  How long are you going to sit and put up with being raped?
[01:30:29.015 --> 01:30:35.841]  And every month, like good little sheep, go and pay your taxes and say, I give you the money, rent me please.
[01:30:37.322 --> 01:30:39.444]  And when people say, you're going to stop this?
[01:30:40.663 --> 01:30:44.225]  Get their pitchfork, get out there and say, we've had it.
[01:30:44.645 --> 01:30:46.465]  Well, look, absolutely.
[01:30:46.526 --> 01:30:52.188]  I've studied history, and if people at this point stand up and believe they can change it, then it reverses.
[01:30:52.288 --> 01:30:57.850]  But the way we're going, if people give in to the fear, then the tyranny wins, and it's going to be really hardcore.
[01:30:58.251 --> 01:31:00.852]  I've analyzed this, Siebel, and I want to get your take on this tyranny.
[01:31:01.152 --> 01:31:04.033]  This is a scientific, world government, eugenics plan.
[01:31:04.533 --> 01:31:05.754]  It's a scientific plan.
[01:31:06.554 --> 01:31:13.836]  And that's why the pendulum won't ever swing back, because it's being driven by a juggernaut of narcotics money, Federal Reserve money.
[01:31:14.376 --> 01:31:14.796]  It's here.
[01:31:15.116 --> 01:31:19.998]  They've committed so many crimes in the ruling elite that they're all going to go to prison if they don't win.
[01:31:20.378 --> 01:31:26.299]  So they've got to bring in a total technocracy, in their words, and eradicate all forms of human liberty.
[01:31:26.739 --> 01:31:27.960]  This is for everything.
[01:31:28.000 --> 01:31:29.360]  This is for all the marbles.
[01:31:30.040 --> 01:31:32.241]  That's why the Russians, and they're corrupt in their own right,
[01:31:33.121 --> 01:31:41.608]  Are having to say, Medvedev yesterday, their Chairman of Joint Chiefs of Staff last week, they said prepare for nuclear war.
[01:31:41.949 --> 01:31:48.354]  You're moving weapons in, you're moving Al-Qaeda in to attack us, we're going to have to launch nukes into your Western Europe.
[01:31:48.715 --> 01:31:50.716]  The Russians didn't talk like that in the middle of the Cold War.
[01:31:50.977 --> 01:31:54.239]  Because back then the banks were funding them and it was more of an inside deal.
[01:31:54.880 --> 01:32:00.265]  This is serious and these crazy bankers, like Corzine, making 40 to 1 bets at MF Global,
[01:32:00.905 --> 01:32:01.445]  We're good to go.
[01:32:17.473 --> 01:32:18.734]  So many others in history.
[01:32:18.774 --> 01:32:21.154]  We see Napoleon doing the same thing.
[01:32:21.634 --> 01:32:23.135]  These guys have some victories.
[01:32:23.815 --> 01:32:25.035]  And it's megalomania.
[01:32:25.075 --> 01:32:26.056]  Nero went crazy.
[01:32:26.976 --> 01:32:28.036]  Caligula went crazy.
[01:32:28.356 --> 01:32:31.557]  I'm telling you, Sabel, they have gone nuts.
[01:32:31.697 --> 01:32:33.438]  They have gone crazy.
[01:32:33.758 --> 01:32:40.560]  The ruling elite doesn't even care if Fukushima's got... ...hubris because they are seeing it this way.
