[00:00:00.029 --> 00:00:00.549]  Alex Jones!
[01:51:17.145 --> 01:51:23.987]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only thirty nine ninety nine.
[01:51:24.147 --> 01:51:26.268]  That's over 30% off the retail price.
[01:51:26.488 --> 01:51:27.408]  Call the Berkey guy at 1-877-886-3653.
[01:51:27.428 --> 01:51:27.628]  That's 1-877-886-3653.
[01:51:27.648 --> 01:51:28.409]  Or order online at GoBerkey.com.
[01:51:28.449 --> 01:51:29.149]  That's GoBerkey.com today!
[01:51:40.922 --> 01:51:46.324]  Imagine waking one morning only to find your family shivering in the dark because you couldn't afford to pay your electric bill.
[01:51:46.924 --> 01:51:48.024]  That's closer than you think.
[01:51:48.745 --> 01:51:54.567]  You probably haven't heard about this yet because the liberal media has been suppressing what is fast becoming the most shocking news story of 2012.
[01:51:54.927 --> 01:52:02.870]  Obama's secret war on coal that could increase your already high power bill as much as 400% in coming months.
[01:52:03.670 --> 01:52:09.212]  As shocking as it sounds, it may well be just a matter of time before the lights start going out across America.
[01:52:09.952 --> 01:52:10.973]  But here's some good news.
[01:52:11.333 --> 01:52:20.178]  There's an underground video at exposed123.com that thousands of smart patriots have used to end their slavery to the corrupt electricity monopoly.
[01:52:20.819 --> 01:52:29.624]  The video at exposed123.com has already been banned by Google, and the liberal media is doing everything in its power to take it down and keep America in the dark.
[01:52:30.084 --> 01:52:34.127]  So watch it now at exposed123.com before it's too late.
[01:52:34.287 --> 01:52:35.788]  Again, that's exposed123.com.
[01:52:38.817 --> 01:52:40.158]  Jim Newcomer from Midas Resources.
[01:52:40.318 --> 01:52:40.658]  November 16th, 2012.
[01:52:40.738 --> 01:52:41.759]  Gold opened this morning at $17.1130.
[01:52:41.799 --> 01:52:45.060]  A one-ounce gold coin can be purchased for $17.5369, $8.7684 for a half-ounce, or $4.3842 for a quarter-ounce.
[01:52:45.100 --> 01:52:45.781]  That's $17.5369, $8.7684, and $4.3842.
[01:52:58.717 --> 01:53:00.018]  Hi, this is Ted Anderson.
[01:53:00.118 --> 01:53:04.980]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:53:05.420 --> 01:53:06.040]  Wait a sec.
[01:53:06.280 --> 01:53:10.442]  Gold and silver is going up while Congress is trying to settle on the next debt increase.
[01:53:10.682 --> 01:53:12.143]  And there's no end to this madness.
[01:53:12.403 --> 01:53:17.645]  That old 401k and IRA can be converted into physical gold without tax consequences.
[01:53:18.165 --> 01:53:20.826]  I explain this in my book, 10 Reasons to Buy Gold.
[01:53:21.107 --> 01:53:22.347]  Don't let time slip away.
[01:53:22.447 --> 01:53:23.988]  Call for your free copy today, 800-686-2237.
[01:53:26.949 --> 01:53:30.852]  Get away from that Washington spin and get honest answers about gold.
[01:53:30.872 --> 01:53:30.912]  800-686-2237.
[01:53:30.932 --> 01:53:31.653]  The book is free.
[01:53:31.673 --> 01:53:31.713]  800-686-2237.
[01:53:31.733 --> 01:53:34.595]  Our country has been taken over by foreign banking cartels.
[01:53:56.112 --> 01:54:19.358]  And just as my ancestors were in Gonzales when the Mexican troops came to take the guns and resisted and the war for Texas independence began, or my ancestors were there and many of your ancestors were there at the founding of this country, the United States, you have to just at a certain point say, that's it, I'm done, I'm not going to be your slave.
[01:54:21.369 --> 01:54:26.512]  And so many people are like, where are you going to go if you leave the U.S.?
[01:54:26.552 --> 01:54:27.193]  The U.S.
[01:54:27.333 --> 01:54:28.533]  has been taken over.
[01:54:30.094 --> 01:54:33.376]  The New World Order has seceded and stolen the country.
[01:54:33.997 --> 01:54:36.378]  The hijacker is taking over the cockpit.
[01:54:36.418 --> 01:54:37.359]  He's not the pilot.
[01:54:44.343 --> 01:54:46.124]  It is so simple, ladies and gentlemen.
[01:54:47.967 --> 01:54:50.028]  And in fact, I meant to say this.
[01:54:50.048 --> 01:54:51.989]  I want to get Aaron Dykes on at 40 after.
[01:54:52.029 --> 01:54:58.393]  I know I said I'd play the little trailer for the piece I'm doing on the nature of evil, but I'll do that later in the next hour.
[01:54:58.413 --> 01:55:00.074]  I said I'd go back to your calls.
[01:55:00.674 --> 01:55:06.818]  But Aaron was just showing me how they're, with all the articles, that the Republican Tea Party is attacking all these state reps.
[01:55:07.950 --> 01:55:12.854]  Who are coming out and saying, we're under Agenda 21, we're under a New World Order, we've been occupied by foreign banks.
[01:55:13.594 --> 01:55:16.297]  And the Republicans are saying, we've got to kick this guy out.
[01:55:16.357 --> 01:55:17.157]  They're kooks!
[01:55:17.878 --> 01:55:19.859]  I mean, the world government's announced.
[01:55:21.060 --> 01:55:23.823]  Ron Paul's up there giving speeches about the world government.
[01:55:24.283 --> 01:55:26.044]  The UN's now running our military.
[01:55:26.124 --> 01:55:26.985]  Obama's signing.
[01:55:27.265 --> 01:55:28.246]  I've got the article right here.
[01:55:28.266 --> 01:55:29.247]  The New American broke it down.
[01:55:29.267 --> 01:55:30.908]  I went and followed it to the foreign newspapers.
[01:55:31.188 --> 01:55:32.930]  This is in the British and German newspapers.
[01:55:34.232 --> 01:55:36.114]  My top story, so many articles.
[01:55:36.595 --> 01:55:38.456]  You in to seek internet kill switch.
[01:55:38.977 --> 01:55:42.881]  Next month, document shows, newamerican.com or prisonplanet.com.
[01:55:42.901 --> 01:55:44.483]  We need to make this top story on InfoWars.
[01:55:44.883 --> 01:55:46.745]  So much is on Prison Planet that's not on InfoWars.
[01:55:46.785 --> 01:55:47.846]  Folks, you've got to check both sites.
[01:55:49.236 --> 01:55:56.243]  And I went and read it and I already knew about this and knew about the treaties and what they tried to get two years ago but couldn't, where the UN would run it and now Obama's just signing it over.
[01:55:56.303 --> 01:56:00.367]  I mean, that right there is like running around with your hair on fire through town screaming.
[01:56:00.427 --> 01:56:09.976]  I mean, the United States and our engineers build the internet, it's run by the globalists that have hijacked the country and now they're handing it over to the UN.
[01:56:10.236 --> 01:56:13.079]  That's our entire infrastructure for telecommunications.
[01:56:13.119 --> 01:56:14.120]  I mean, this is treason!
[01:56:15.776 --> 01:56:17.617]  And I'm not just saying treason.
[01:56:17.677 --> 01:56:18.817]  I mean, this is it.
[01:56:19.097 --> 01:56:19.958]  This is it.
[01:56:22.339 --> 01:56:24.039]  Steven in Pennsylvania, you're on the air.
[01:56:24.079 --> 01:56:24.360]  Welcome.
[01:56:24.380 --> 01:56:24.920]  Thanks for holding.
[01:56:25.240 --> 01:56:26.380]  What's your take on all this?
[01:56:26.400 --> 01:56:28.141]  All right, here we go, Alex.
[01:56:28.601 --> 01:56:29.782]  I'm going to bring some facts.
[01:56:30.022 --> 01:56:31.002]  I appreciate you.
[01:56:31.022 --> 01:56:36.264]  I appreciate all the brethren that have been working towards this for years and years.
[01:56:36.324 --> 01:56:37.365]  Not many are left.
[01:56:38.163 --> 01:56:41.788]  But this has to do with exactly what you said.
[01:56:41.929 --> 01:56:42.870]  Restoration.
[01:56:42.950 --> 01:56:43.931]  I have good news.
[01:56:44.392 --> 01:56:45.454]  It's been going on.
[01:56:45.474 --> 01:56:48.017]  There have been brothers that have been doing their part.
[01:56:48.478 --> 01:56:49.980]  Brother William brought us the law.
[01:56:50.481 --> 01:56:52.223]  But I want to bring you facts.
[01:56:52.864 --> 01:56:53.025]  Now,
[01:56:53.732 --> 01:56:55.693]  This goes back to where do we stand.
[01:56:55.753 --> 01:56:57.394]  Yesterday you said we stand here.
[01:56:57.835 --> 01:57:03.498]  Brothers made it a little bit more in focus saying we have to stand as individuals.
[01:57:03.998 --> 01:57:13.244]  Yeshua is the king of sovereigns like Alfred of Daskins brought out and you've had intimate talks with him that brought out that truth and other brothers
[01:57:13.844 --> 01:57:17.947]  Like Roger Sales, who has told us it's a deception of words.
[01:57:18.267 --> 01:57:22.750]  And it's all I hear you saying is, get on your knees, get before God, and do your part.
[01:57:23.291 --> 01:57:30.456]  Everybody has an equal part, but I want to give you some facts, and I want the brethren to write this down so they do their own homework.
[01:57:31.236 --> 01:57:38.021]  On May 12th to October 14th of this year, the Torah and the Western Wall were in Philadelphia.
[01:57:38.501 --> 01:57:38.761]  Okay?
[01:57:38.821 --> 01:57:40.062]  A chance for repentance.
[01:57:40.623 --> 01:57:49.549]  On September 13th, Bernanke gave notice, okay, that they were not going to acknowledge the 100-year contract of the Federal Reserve.
[01:57:49.569 --> 01:57:50.789]  They're going to override it.
[01:57:51.270 --> 01:57:51.590]  Boom!
[01:57:51.870 --> 01:57:53.031]  They make a new offer.
[01:57:53.351 --> 01:57:57.674]  Well, in response, Alex, on September 29th, 28th and 29th, there was a national call
[01:58:01.076 --> 01:58:07.539]  On Independence Hall, where eight to ten thousand people, and I was one of them, repented for eight hours.
[01:58:08.340 --> 01:58:09.801]  Now, Jonathan Cahn was there.
[01:58:09.821 --> 01:58:11.021]  It was done biblically.
[01:58:11.081 --> 01:58:12.242]  It was done lawfully.
[01:58:12.762 --> 01:58:13.142]  Okay?
[01:58:13.382 --> 01:58:14.523]  So it has begun.
[01:58:14.563 --> 01:58:16.084]  The restoration has begun.
[01:58:16.104 --> 01:58:16.384]  Absolutely.
[01:58:16.404 --> 01:58:18.085]  We've got an attack in all directions.
[01:58:20.426 --> 01:58:22.307]  You are listening to GCN.
[01:58:23.968 --> 01:58:26.149]  Visit GCNlive.com today.
[01:58:31.835 --> 01:58:39.521]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:58:39.961 --> 01:58:43.584]  Alex and his staff have used these pure soap products for years.
[01:58:44.024 --> 01:58:50.849]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:58:51.330 --> 01:58:54.152]  See them on the web at 5starsoap.com.
[01:58:54.352 --> 01:58:58.855]  Or call 800-340-7091 for a free catalog.
[01:58:59.196 --> 01:59:04.860]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:59:05.140 --> 01:59:10.244]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:59:10.544 --> 01:59:12.166]  This is an amazing deal.
[01:59:12.526 --> 01:59:17.149]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:59:17.770 --> 01:59:19.932]  See them on the web at 5starsoap.com
[01:59:20.472 --> 01:59:25.417]  Or call 800-340-7091 for a free catalog.
[01:59:32.804 --> 01:59:34.726]  Waging war on corruption.
[01:59:35.207 --> 01:59:37.969]  Alex Jones on the GCM Radio Network.
[01:59:44.619 --> 01:59:48.800]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:59:49.461 --> 01:59:50.261]  You want answers?
[01:59:51.041 --> 01:59:51.942]  Well, so does he.
[01:59:52.582 --> 01:59:56.263]  He's Alex Jones on the GCN Radio Network.
[01:59:56.783 --> 02:00:00.845]  And now, live from Austin, Texas, Alex Jones.
[02:00:06.437 --> 02:00:09.439]  Dr. Michael Kaufman, understand our enemy is going to be joining us.
[02:00:09.659 --> 02:00:15.223]  Just with information, he was able to derail a Juno-21 takeover in the mid-90s.
[02:00:15.243 --> 02:00:24.970]  I remember watching on C-SPAN, and just because he got their own documents, got the maps to Congress, and that information beat it.
[02:00:26.457 --> 02:00:31.959]  Now it's openly being announced, but they've got Republicans running around saying Agenda 21 doesn't exist.
[02:00:32.179 --> 02:00:33.699]  Aaron Dice is going to pop in later with this.
[02:00:34.980 --> 02:00:36.820]  Trying to hoax us into standing down.
[02:00:36.940 --> 02:00:37.781]  They are weak.
[02:00:39.001 --> 02:00:42.082]  Agenda 21 is their global treaty for total eugenics.
[02:00:43.022 --> 02:00:43.883]  Dr. Kaufman's coming up.
[02:00:43.903 --> 02:00:45.143]  We'll continue with your calls as well.
[02:00:46.304 --> 02:00:48.404]  He's in my film, Endgame, Blueprint for Global Enslavement.
[02:00:48.644 --> 02:00:50.065]  Almost seven years old.
[02:00:51.078 --> 02:00:53.919]  It's hard to believe that.
[02:00:54.019 --> 02:00:55.580]  Let me see.
[02:00:55.600 --> 02:00:55.580]  2006, 2007.
[02:00:56.340 --> 02:00:57.160]  Five, six years old.
[02:00:57.180 --> 02:00:58.901]  The point is, it's evergreen.
[02:00:58.921 --> 02:01:00.201]  It's more important today than ever.
[02:01:00.621 --> 02:01:05.263]  For Behind the Green Mask, Rosa Corey, the book on Agenda 21.
[02:01:05.563 --> 02:01:08.424]  To get out to your friends and family and neighbors and people in government.
[02:01:08.724 --> 02:01:09.244]  It's happening.
[02:01:09.264 --> 02:01:09.985]  We're beginning to win.
[02:01:11.105 --> 02:01:12.966]  Let's just go ahead and go back to the calls right now.
[02:01:13.046 --> 02:01:15.206]  John in Texas, what's your take on all this, sir?
[02:01:17.127 --> 02:01:17.327]  Alex?
[02:01:17.547 --> 02:01:17.887]  Yes, sir.
[02:01:18.428 --> 02:01:19.068]  Can you hear me okay?
[02:01:19.775 --> 02:01:21.576]  Buddy, I can hear you wonderfully.
[02:01:22.417 --> 02:01:22.957]  Okay, great.
