[00:00:00.129 --> 00:00:07.975]  So... Big Brother.
[01:51:31.421 --> 01:51:37.104]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[01:51:37.364 --> 01:51:38.405]  And here's the best news.
[01:51:38.625 --> 01:51:41.567]  A remarkable fall truckload sale is going on right now.
[01:51:41.767 --> 01:51:45.569]  It gets you $1,700 in bonuses when you buy a solar generator.
[01:51:45.669 --> 01:51:48.251]  To find out why these solar generators are the best generators,
[01:51:48.411 --> 01:51:48.832]  We're good to go.
[01:52:02.990 --> 01:52:08.372]  Imagine waking one morning only to find your family shivering in the dark because you couldn't afford to pay your electric bill.
[01:52:08.972 --> 01:52:10.092]  That's closer than you think.
[01:52:10.813 --> 01:52:16.635]  You probably haven't heard about this yet because the liberal media has been suppressing what is fast becoming the most shocking news story of 2012.
[01:52:16.995 --> 01:52:24.918]  Obama's secret war on coal that could increase your already high power bill as much as 400% in coming months.
[01:52:25.738 --> 01:52:31.260]  As shocking as it sounds, it may well be just a matter of time before the lights start going out across America.
[01:52:32.020 --> 01:52:33.021]  But here's some good news.
[01:52:33.401 --> 01:52:42.226]  There's an underground video at exposed123.com that thousands of smart patriots have used to end their slavery to the corrupt electricity monopoly.
[01:52:42.887 --> 01:52:46.729]  The video at exposed123.com has already been banned by Google.
[01:52:47.169 --> 01:52:51.672]  And the liberal media is doing everything in its power to take it down and keep America in the dark.
[01:52:52.152 --> 01:52:56.195]  So watch it now at exposed123.com before it's too late.
[01:52:56.335 --> 01:52:57.856]  Again, that's exposed123.com.
[01:53:00.990 --> 01:53:05.094]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[01:53:05.754 --> 01:53:07.896]  I want you to know some very important information.
[01:53:08.797 --> 01:53:17.145]  In 1985, President Ronald Reagan requested that carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[01:53:17.765 --> 01:53:22.690]  Now, 27 years later, carnivora capsules are used around the world to keep people healthy.
[01:53:23.311 --> 01:53:34.281]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[01:53:34.681 --> 01:53:41.688]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[01:53:42.348 --> 01:53:46.630]  Call 1-866-VENUSFLY or order from carnivora.com.
[01:53:46.650 --> 01:53:49.832]  That's C-A-R-N-I-V-O-R-A dot com.
[01:53:50.252 --> 01:53:53.174]  That's 1-866-836-8735.
[01:53:53.194 --> 01:53:57.216]  1-866-VENUSFLY or visit carnivora.com.
[01:53:57.516 --> 01:53:58.536]  Protect your immune system.
[01:53:58.796 --> 01:53:59.857]  It's the only one you've got.
[01:53:59.877 --> 01:54:07.821]  The preacher man says it's the end of time.
[01:54:07.901 --> 01:54:11.143]  In the Mississippi River she's a gold drive.
[01:54:16.049 --> 01:54:17.291]  I live back in the woods, you see.
[01:54:27.715 --> 01:54:29.956]  And the man, the foreign bankers, the banksters, they don't like that.
[01:54:29.976 --> 01:54:33.437]  And the worst part is they know that we're all independent people.
[01:54:51.582 --> 01:54:56.086]  On average, don't buy the establishment's bull.
[01:54:56.186 --> 01:55:02.311]  And that's why they're doing everything they can to shut down our rural communities and to kill the gun culture.
[01:55:04.733 --> 01:55:06.354]  And what the establishment wants...
[01:55:14.617 --> 01:55:18.718]  Is to get you to turn your guns in.
[01:55:19.718 --> 01:55:22.379]  And then they can really drop the hammer on us.
[01:55:22.499 --> 01:55:27.840]  Because they can't starve us out, and they can't make us run.
[01:55:28.260 --> 01:55:29.901]  And that's what the system wants to get rid of.
[01:55:41.050 --> 01:55:46.393]  What you need to do, no matter what race, color, creed, religion you are, is get self-sufficient.
[01:55:47.514 --> 01:55:51.516]  And realize that, hey, we can all kill each other later if you want, if that's what you want to do.
[01:55:52.517 --> 01:55:55.138]  But we need to understand the globalists are taking over our world.
[01:55:55.178 --> 01:56:01.442]  It's a scientific takeover, and it's anti-human, it's anti-God, and we better come together against the new world order.
[01:56:02.102 --> 01:56:08.606]  You know in your gut it's true, you know intellectually it's true, and it's time for moron mainline conservatives to stop thinking they're part of the elite.
[01:56:08.646 --> 01:56:09.727]  It's time for liberals to start
[01:56:10.495 --> 01:56:12.160]  Waking up and not thinking they're part of the elite.
[01:56:12.200 --> 01:56:14.767]  It's time to realize we're all in deep trouble and humble ourselves.
[01:56:16.636 --> 01:56:17.596]  Look at some of these headlines.
[01:56:17.696 --> 01:56:20.677]  Syrian opposition says West has promised military aid.
[01:56:21.897 --> 01:56:25.238]  More arms to Al-Qaeda.
[01:56:25.258 --> 01:56:28.318]  6,125 proposed regulations and notifications posted in the last 90 days.
[01:56:28.739 --> 01:56:31.479]  The Feds post it and let you comment and ram it forward.
[01:56:31.819 --> 01:56:37.480]  Like the Federal Reserve under Frank Dodd has its new enforcers over any business where they can just take things over.
[01:56:37.820 --> 01:56:40.321]  Private Federal Reserve is becoming a government agency openly.
[01:56:40.681 --> 01:56:42.962]  So in a way you can say it's government but unaccountable.
[01:56:43.222 --> 01:56:44.782]  A private government of pirates.
[01:56:46.135 --> 01:56:47.896]  It's now up to 34 states petitioning.
[01:56:47.916 --> 01:56:49.696]  It was just a few dozen last night.
[01:56:49.836 --> 01:56:51.217]  An additional 10 or so now.
[01:56:51.237 --> 01:56:52.317]  It's a seed.
[01:56:52.357 --> 01:56:54.498]  Again, Adon Salazar, Infowars.com.
[01:56:55.898 --> 01:56:59.119]  Mark Favre, prepare for massive market meltdown.
[01:56:59.159 --> 01:57:00.380]  And that's out of CNBC.
[01:57:00.420 --> 01:57:01.320]  But get ready here.
[01:57:02.000 --> 01:57:04.841]  They've had members of Congress come out and say things are going to implode.
[01:57:04.881 --> 01:57:06.342]  Stocks tumble, as Congressman predicts.
[01:57:06.382 --> 01:57:07.922]  Economic riots in America.
[01:57:07.962 --> 01:57:09.203]  Louisiana Republican warns.
[01:57:09.243 --> 01:57:11.223]  Day of reckoning rapidly approaching.
[01:57:11.504 --> 01:57:15.225]  And the government will play the part of the savior and say, give me VAT.
[01:57:17.386 --> 01:57:22.908]  Give me carbon tax, and that's in the news, and that new money will keep the welfare checks going.
[01:57:23.388 --> 01:57:30.311]  Now, it won't matter that 90% of that money will go to foreign banks, as long as they say, we're gonna give it to the poor people!
[01:57:30.892 --> 01:57:36.754]  And they'll still get their check in devalued dollars and won't be able to buy as much, but that'll be okay.
[01:57:37.534 --> 01:57:43.177]  And I'll get to hear all day how it's evil and how I want the poor to starve if I don't want this.
[01:57:43.497 --> 01:57:45.337]  There's a reason the mega-rich want this.
[01:57:45.398 --> 01:57:46.278]  It's called a takeover.
[01:57:47.830 --> 01:57:48.230]  Here's one.
[01:57:48.290 --> 01:57:56.813]  Board of Governors of Federal Reserve System agencies issued statement on supervisory practices regarding financial institutions and borrowers affected by Hurricane Sandy.
[01:57:57.093 --> 01:57:58.693]  The Federal Reserve now regulates.
[01:57:59.174 --> 01:58:02.034]  Can the Federal Reserve help prevent a second recession?
[01:58:02.555 --> 01:58:04.135]  Oh, they're saving us.
[01:58:04.795 --> 01:58:09.097]  Is the Federal Reserve using money laundering techniques to cleanse banks' balance sheets?
[01:58:09.137 --> 01:58:09.617]  Well, of course.
[01:58:09.657 --> 01:58:11.377]  It's a narcotics trafficking operation.
[01:58:11.737 --> 01:58:12.358]  That's Forbes.
[01:58:13.858 --> 01:58:17.060]  And it goes on and on and on and on.
[01:58:18.001 --> 01:58:19.261]  Very important articles.
[01:58:19.301 --> 01:58:22.003]  And the most important of the day just came out by Paul Watson.
[01:58:22.023 --> 01:58:22.903]  I want it red-linked.
[01:58:23.544 --> 01:58:26.646]  Why Obama Wants Your Guns and the Rest of Your Freedoms.
[01:58:27.226 --> 01:58:29.627]  Second Amendment in the crosshairs.
[01:58:29.647 --> 01:58:30.568]  They're coming!
[01:58:31.168 --> 01:58:34.330]  And we've got them from every hill and mountain like Paul Revere announced.
[01:58:34.710 --> 01:58:36.751]  The New World Order is here!
[01:58:37.192 --> 01:58:37.932]  They're coming!
[01:58:38.212 --> 01:58:39.253]  We're under attack!
[01:58:39.653 --> 01:58:40.854]  Info War!
[01:58:43.755 --> 01:58:45.576]  Thank you for listening to GCN.
[01:58:47.157 --> 01:58:49.439]  Visit GCNlive.com today.
[01:58:54.342 --> 01:59:02.007]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:59:02.448 --> 01:59:06.090]  Alex and his staff have used these pure soap products for years.
[01:59:06.510 --> 01:59:13.315]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:59:13.815 --> 01:59:21.338]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:59:21.658 --> 01:59:27.341]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:59:27.601 --> 01:59:32.723]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:59:33.023 --> 01:59:34.644]  This is an amazing deal.
[01:59:35.004 --> 01:59:39.606]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:59:40.226 --> 01:59:42.727]  See them on the web at 5starsoap.com
[01:59:43.267 --> 01:59:47.890]  Or call 800-340-7091 for a free catalog.
[01:59:53.094 --> 01:59:54.275]  Coast to Coast.
[01:59:54.615 --> 01:59:56.016]  Direct from Austin.
[01:59:56.676 --> 01:59:59.898]  You're listening to the Alex Jones Broadcasting Network.
[02:00:06.465 --> 02:00:10.646]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:11.306 --> 02:00:12.107]  You want answers?
[02:00:12.887 --> 02:00:13.827]  Well, so does he.
[02:00:14.427 --> 02:00:18.028]  He's Alex Jones on the GCN Radio Network.
[02:00:18.628 --> 02:00:22.709]  And now, live from Austin, Texas, Alex Jones.
[02:00:38.593 --> 02:00:41.516]  It is Friday, the ninth day of November 2012.
[02:00:42.196 --> 02:00:47.821]  I am your host, Alex Jones, and we are going to be here for the next three hours.
[02:00:47.901 --> 02:00:58.230]  Today we have several special reports that are going to premiere here on the radio in the third hour today, including the proof that, yes, the U.N.
[02:00:58.270 --> 02:01:04.636]  Treaty does restrict your Second Amendment, and proof that Obama is coming after your guys.
[02:01:05.396 --> 02:01:05.936]  It's on.
[02:01:06.596 --> 02:01:07.877]  They're moving on every front.
[02:01:07.897 --> 02:01:10.117]  They're going to shut down the industry.
[02:01:10.157 --> 02:01:11.437]  They're going to raise the taxes.
[02:01:11.477 --> 02:01:13.138]  They're going to put in the carbon taxes.
[02:01:14.558 --> 02:01:15.798]  All of it designed.
[02:01:16.159 --> 02:01:19.579]  You see all these businesses finally shutting down now that Obama's been re-elected.
[02:01:20.159 --> 02:01:22.540]  Tens of thousands being laid off just in the first day.
[02:01:23.480 --> 02:01:30.242]  It's because a lot of companies operate on such small profit margins that they cannot compete
[02:01:31.242 --> 02:01:35.405]  Uh, with the government health care system, uh, also increasing the price of health care.
