[00:00:06.038 --> 00:00:07.880]  Ladies and gentlemen,
[01:46:51.776 --> 01:46:53.558]  So, I mean, it just goes on and on.
[01:46:53.598 --> 01:46:55.661]  And now they wheel him out, as I predicted.
[01:46:56.914 --> 01:46:57.414]  And he doesn't?
[01:46:57.474 --> 01:47:02.756]  I mean, they said he was flopping around spitting and didn't know who he was.
[01:47:03.436 --> 01:47:04.496]  And then now here he is.
[01:47:04.696 --> 01:47:07.057]  And there's no discussion of he's insane.
[01:47:07.077 --> 01:47:09.778]  You know, now he just goes to a mental institution.
[01:47:09.878 --> 01:47:14.639]  No, they're gonna, they're gonna go right ahead with the whole process because it's just, I mean, look.
[01:47:15.419 --> 01:47:33.427]  Folks, they could grab me, drug me up, commit a crime, say I did it, put me on Devil's Breath or Halcyon, have me say I did it on the news, just like our troops when the North Vietnamese captured them, you know, saying that they'd been, you know, doing all these things they hadn't done, and then send me to jail.
[01:47:33.507 --> 01:47:35.147]  Or they could do it to anybody.
[01:47:35.768 --> 01:47:41.250]  And then he's in a Department of Defense-funded, advanced
[01:47:42.702 --> 01:47:45.805]  I think it's pretty strange.
[01:47:45.825 --> 01:47:54.652]  I think my eyes are pretty wide open nowadays, because once you find the truth and things, you can see through the lies.
[01:47:54.672 --> 01:47:55.113]  It's pretty easy.
[01:48:06.277 --> 01:48:07.377]  Well, I mean, even that.
[01:48:07.838 --> 01:48:12.759]  Maybe he was a lone crazy who looks totally drugged up in court, and they're not telling us they drugged him up.
[01:48:12.819 --> 01:48:14.140]  I mean, that's a whole issue right there.
[01:48:15.400 --> 01:48:29.085]  The issue here is, if the government's done this over and over again, and writes memos saying how great it would be, and have been caught doing stuff like this to demonize the Second Amendment, aka Fast and Furious, you've got to look at them as the number one suspect.
[01:48:29.425 --> 01:48:30.745]  That's all I'm saying here.
[01:48:34.358 --> 01:48:39.445]  Another subject I kind of wanted to touch base on, it's a little different, but it's about the general public.
[01:48:39.465 --> 01:48:49.257]  Me and my wife went to a movie theater last week and they were playing classics and we went to watch Clockwork Orange, which I'm sure you're probably aware of it.
[01:48:51.656 --> 01:48:55.899]  While we were sitting in there, they have a lot of scenes that are really pretty bad.
[01:48:55.959 --> 01:49:00.083]  I mean, trying to commit suicide, sexual assault.
[01:49:00.183 --> 01:49:07.068]  And while these things are happening, the people sitting in the theater are giggling and chuckling like it's something cute and funny.
[01:49:07.588 --> 01:49:08.789]  And I'm just, I'm losing my mind.
[01:49:08.849 --> 01:49:09.390]  Wait, wait, wait.
[01:49:09.430 --> 01:49:13.173]  You went and saw Clockwork Orange re-aired in a theater and people were liking it?
[01:49:14.281 --> 01:49:18.124]  Yeah, they were chuckling and like giggling when he's trying to commit suicide.
[01:49:18.504 --> 01:49:34.854]  Ooh, that's an idea for us to do is sneak a camera in sometime when they have a showing at the Paramount or something of Clockwork Orange because I've been in movies like Natural Born Killers is designed to show you how horrible the media is and how sickening violence is.
[01:49:35.275 --> 01:49:36.596]  When I was younger, I didn't get that.
[01:49:37.236 --> 01:49:37.416]  Yeah, yeah.
[01:49:37.436 --> 01:49:39.077]  Me and my wife were both looking at each other like, you know,
[01:50:01.164 --> 01:50:03.745]  That's not the point you're supposed to get out of this movie.
[01:50:04.225 --> 01:50:06.766]  The point is... The movie is about mind control.
[01:50:07.166 --> 01:50:17.750]  And it's about the government releasing criminals out of the prison and making them the police to target the non-violent population in an authoritarian takeover.
[01:50:18.090 --> 01:50:22.231]  A Clockwork Orange is a powerful novel that Kubrick made the film out of.
[01:50:22.832 --> 01:50:28.373]  And you notice in the film it's writers who
[01:50:30.345 --> 01:50:34.968]  And it's that writer who's written A Clockwork Orange, hence that's the name of the novel.
[01:50:35.408 --> 01:50:36.369]  I appreciate your call.
[01:50:36.949 --> 01:50:37.509]  Great points.
[01:50:37.669 --> 01:50:43.453]  Okay, I'm gonna hit some more news on the other side, then some calls, then we're gonna go back to our guests.
[01:50:43.473 --> 01:50:45.334]  But I've got a bunch of news I've gotta hit on.
[01:50:45.814 --> 01:50:49.397]  Chertoff suggests pre-crime solution to mass shooting.
[01:50:50.337 --> 01:50:53.359]  Psychopaths, they want TSA in the theaters.
[01:50:54.280 --> 01:50:58.422]  Again, the new symbol of America is a pot-bellied pedophile groping your children.
[01:50:58.442 --> 01:50:59.583]  We'll be right back, stay with us.
[01:51:01.240 --> 01:51:05.481]  This is Alex Jones with five good reasons you should consider buying a solar-powered generator.
[01:51:05.801 --> 01:51:06.401]  Number one.
[01:51:06.701 --> 01:51:09.842]  New climate legislation could easily double or triple your electric bill.
[01:51:10.122 --> 01:51:10.682]  Number two.
[01:51:10.962 --> 01:51:15.524]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:51:15.864 --> 01:51:16.304]  It's true.
[01:51:16.604 --> 01:51:21.145]  Total government control of electricity in the name of smart grid technology is coming.
[01:51:21.465 --> 01:51:21.985]  Number three.
[01:51:22.265 --> 01:51:25.546]  In some areas of the country, the power grid is dangerously overloaded.
[01:51:25.846 --> 01:51:29.547]  And now, new socialist legislation is only compounding the problem.
[01:51:29.767 --> 01:51:30.307]  Number 4.
[01:51:30.547 --> 01:51:32.908]  Dangerous weather is always a threat to local grids.
[01:51:33.288 --> 01:51:36.670]  Every year, thousands of families lose their power from weather-related outages.
[01:51:36.970 --> 01:51:37.170]  Number 5.
[01:51:37.750 --> 01:51:41.672]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:51:41.912 --> 01:51:46.634]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:51:46.934 --> 01:51:50.956]  You can get more information at www.mysolarbackup.com.
[01:51:51.096 --> 01:51:52.677]  That's mysolarbackup.com.
[01:51:52.897 --> 01:51:54.978]  Remember, the government doesn't own the sun.
[01:51:55.138 --> 01:52:00.480]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:52:01.260 --> 01:52:02.661]  Our top story.
[01:52:02.681 --> 01:52:08.824]  47-year-old patriot discovers weird trick to slash power bill and beat Obama's electricity monopoly for good.
[01:52:09.244 --> 01:52:18.234]  If you're fed up with being dependent on fat cat power monopolies that raise rates again and again, if you're sick of high energy bills and sick of high heating bills, so are we.
[01:52:18.535 --> 01:52:20.897]  Join us at CoverUp123.com.
[01:52:21.098 --> 01:52:29.948]  See the free video produced by patriots like you that exposes the truth and shows you the secret to how you can easily slash your power bill.
[01:52:30.208 --> 01:52:34.552]  See our video now before it gets shut down at CoverUp123.com.
[01:52:34.732 --> 01:52:38.876]  At the two-minute mark of our video, you'll see exactly how deep the conspiracy goes.
[01:52:39.176 --> 01:52:40.477]  It's a lot deeper than you think.
[01:52:40.718 --> 01:52:49.666]  Go to CoverUp123.com and see the trick revealed in our video that could slash your power bill and beat Obama's electricity monopoly for good.
[01:52:49.846 --> 01:52:50.266]  Hurry!
[01:52:50.486 --> 01:52:50.907]  Go now!
[01:52:51.127 --> 01:52:53.067]  To coverup123.com.
[01:52:53.227 --> 01:52:56.128]  That's coverup123.com.
[01:52:56.368 --> 01:52:58.068]  Coverup123.com.
[01:52:58.288 --> 01:53:00.129]  Sponsored by Power for Patriots.
[01:53:00.609 --> 01:53:03.510]  We all know there are secrets behind closed doors in every relationship.
[01:53:03.590 --> 01:53:05.910]  And one of the biggest is that men are losing libido.
[01:53:06.110 --> 01:53:07.070]  Or sexual desire.
[01:53:07.250 --> 01:53:08.771]  Especially if you're a man over 40.
[01:53:08.951 --> 01:53:11.311]  The problem could be declining testosterone levels.
[01:53:11.531 --> 01:53:14.632]  Remember, it's testosterone that makes a man a man in every way.
[01:53:14.752 --> 01:53:16.212]  That's why we created Tgen.
[01:53:16.292 --> 01:53:20.813]  Tgen is an all natural formula with ingredients proven to boost your own testosterone.
[01:53:21.073 --> 01:53:25.375]  Optimum testosterone levels mean better mood, energy, and of course, better sex life.
[01:53:25.555 --> 01:53:29.437]  And now, for the first time, you can try Tgen absolutely free for 30 days.
[01:53:29.718 --> 01:53:32.619]  Just pay shipping today and see the incredible results for yourself.
[01:53:32.879 --> 01:53:33.179]  Call 800-577-8644.
[01:53:33.199 --> 01:53:33.239]  800-577-8644.
[01:53:38.482 --> 01:53:40.363]  TGen works, or you simply don't pay.
[01:53:40.523 --> 01:53:42.144]  For your 30-day free trial, call 800-577-8644.
[01:53:42.164 --> 01:53:42.244]  800-577-8644.
[01:53:42.284 --> 01:53:46.386]  In a study of exercising men using the ingredient in TGen, 85% reported an improvement in sexual desire.
[01:53:46.406 --> 01:53:46.746]  Don't wait!
[01:53:46.766 --> 01:53:47.126]  Call now!
[01:53:47.146 --> 01:53:47.306]  Call 800-577-8644.
[01:53:47.326 --> 01:53:47.366]  800-577-8644.
[01:54:39.841 --> 01:54:42.023]  Monday through Friday from 11 a.m.
[01:54:42.163 --> 01:54:42.644]  to 2 p.m.
[01:54:42.704 --> 01:54:44.466]  Central, we are here live.
[01:54:45.046 --> 01:54:59.040]  We also have InfoWars Nightly News that I host, Aaron McBreen hosts, of course Rob Dew, Paul Watson, Aaron Dykes, and many others, and we are in the process of interviewing quite a few of the finalists for the InfoWars Reporter Contest.
[01:54:59.861 --> 01:55:07.864]  And we're going to be hiring some of those folks very soon, so you'll see them here on air and also see their reports here on the radio show.
[01:55:07.984 --> 01:55:09.745]  Hear the reports on the radio show.
[01:55:10.165 --> 01:55:13.706]  See them for viewers at PrisonPlanet.TV.
[01:55:15.347 --> 01:55:24.550]  Continuing with the news, I haven't even gotten in all the video clips of eyewitnesses saying multiple shooters, tear gas canisters, smoke bombs from different sides.
[01:55:24.970 --> 01:55:26.691]  I haven't even gotten into all that yet.
[01:55:28.641 --> 01:55:32.143]  I also covered yesterday the history of government-sponsored terror.
[01:55:32.603 --> 01:55:41.127]  Dozens of examples of our so-called government and other governments staging events to blame it on their political enemies.
[01:55:43.549 --> 01:55:51.913]  And if you go to InfoWars.com, we do have that video report from last night's radio show posted on the site.
[01:55:52.433 --> 01:55:57.396]  But again, Chertoff suggests pre-crime solution to mass shooting psychosis.
[01:55:59.324 --> 01:56:05.448]  Eerie coincidence, Colorado University had identical drill on same day as Batman Massacre.
[01:56:05.928 --> 01:56:10.551]  Feds admit NSA spying violated Fourth Amendment, but they're not going to stop.
[01:56:12.112 --> 01:56:13.733]  First China, then the world.
[01:56:13.993 --> 01:56:16.995]  UN uses China as launchpad for One World.
[01:56:18.749 --> 01:56:22.131]  Government one-child policy, so they want that worldwide.
[01:56:22.151 --> 01:56:26.873]  Colorado shooter had more in common with paramilitary police than Batman.
[01:56:27.473 --> 01:56:31.776]  Top Pakistani politician calls drone strikes insane immoral war crimes.
[01:56:32.736 --> 01:56:36.998]  Yeah, they'll kill like 20, 30, 40, 100 plus innocent people to get one bad guy.
[01:56:37.519 --> 01:56:42.021]  But that's not a tragedy when a whole, you know, apartment building gets blown up with a bunch of little kids in it.
[01:56:43.288 --> 01:56:47.011]  You know, but the same government that does that wouldn't stage a theater shooting.
[01:56:47.331 --> 01:56:49.013]  They wouldn't stage Fast and Furious either.
[01:56:49.973 --> 01:56:57.700]  NBC's Gregory blames Batman massacre on angry political dialogue, insinuates Rush Limbaugh to blame for shooting.
[01:56:58.080 --> 01:57:04.725]  You didn't know it was Rush Limbaugh's fault if that guy's clearly out of his mind with a bozo the clown hairdo.
[01:57:04.845 --> 01:57:06.647]  It's not the Batman franchise's fault.
[01:57:07.387 --> 01:57:09.529]  I'm not saying it is, even though it conditions people.
[01:57:09.969 --> 01:57:11.571]  Certainly not Rush Limbaugh, but
[01:57:12.849 --> 01:57:15.451]  I wonder who would blame that on Rush Limbaugh.
[01:57:18.173 --> 01:57:21.835]  Again, I said they'd do something like this and blame us for it, and they're doing it.
[01:57:21.855 --> 01:57:26.658]  And they write memos saying how great it would be to have this, but you know what, they're not suspects.
[01:57:27.518 --> 01:57:31.221]  Sure, they got the UN Treaty next week and everything, but they're not suspects.
[01:57:32.401 --> 01:57:34.002]  No, we are.
[01:57:34.202 --> 01:57:34.803]  Rush Limbaugh.
[01:57:38.696 --> 01:57:39.877]  It's his fault, folks.
[01:57:40.638 --> 01:57:43.060]  Don't look at Obama or Attorney General Holder.
[01:57:43.260 --> 01:57:44.381]  Do not look at them.
[01:57:44.401 --> 01:57:46.884]  I don't mean just encouraging the guy.
[01:57:46.904 --> 01:57:49.266]  No, no, I mean, you know, setting him up.
[01:57:50.307 --> 01:57:51.108]  They'd never do that.
