[00:00:00.403 --> 00:00:02.709]  Genesis Communications Radio Network
[01:49:16.967 --> 01:49:21.008]  They've even gone so far as to say that people like you and me are terrorists, right?
[01:49:21.148 --> 01:49:25.069]  Oh yeah, we're terrorists because we're trying to get people not to take vaccines.
[01:49:25.609 --> 01:49:28.651]  And of course, in doing that, we'll be destroying the entire country.
[01:49:28.751 --> 01:49:30.651]  So, they have the science.
[01:49:30.871 --> 01:49:32.472]  I mean, it's rock solid.
[01:49:32.952 --> 01:49:33.712]  Oh, wait a minute.
[01:49:34.092 --> 01:49:38.274]  Oh, the whole mumps vaccine is a total fraud from the top down?
[01:49:39.194 --> 01:49:39.914]  Uh, wait a minute.
[01:49:40.194 --> 01:49:41.755]  I think I have to take a vacation.
[01:49:41.955 --> 01:49:45.376]  A medical farce is what I'd say.
[01:49:45.816 --> 01:50:02.720]  So all of you people out there listening today, on this Monday, if you have been vaccinated with MMR or a mumps vaccine made by Merck in the last, what, 45 years, you need to take a second look at who swindled you into that deal
[01:50:03.460 --> 01:50:14.923]  And what may have actually happened to you, instead of being immune from the mumps, remember we talked about this, the Institute of Medicine put out a report that said one of the biggest side effects of the mumps vaccine is the mumps.
[01:50:15.683 --> 01:50:16.103]  Correct.
[01:50:16.743 --> 01:50:17.964]  Correct.
[01:50:18.184 --> 01:50:20.744]  Otherwise, perfectly effective.
[01:50:20.884 --> 01:50:25.286]  I mean, aside from getting the mumps, the mumps vaccine is a miracle.
[01:50:28.086 --> 01:50:33.330]  I mean, it's so ridiculous when you start to pick this whole thing apart.
[01:50:34.871 --> 01:50:44.297]  And then, on top of this, what happened to Merck was, even when they took the big bowl of animal blood, so to speak, and poured it into the dish,
[01:50:45.094 --> 01:50:47.576]  The results were still not very good for them.
[01:50:48.156 --> 01:50:51.498]  Right, they had to fake the results a second time.
[01:50:51.558 --> 01:50:52.899]  That fraud didn't work.
[01:50:52.919 --> 01:50:59.223]  So let's just conceal all of the findings that we've got up until now.
[01:50:59.343 --> 01:51:00.443]  All right, we gotta take a break.
[01:51:00.643 --> 01:51:01.924]  Just lie about it.
[01:51:01.944 --> 01:51:03.785]  We'll be right back, John.
[01:51:03.805 --> 01:51:04.546]  Stay with us, folks.
[01:51:04.586 --> 01:51:05.566]  We'll be right back with more.
[01:51:06.087 --> 01:51:06.647]  Stay with us.
[01:51:07.408 --> 01:51:07.808]  Oh, man.
[01:51:11.010 --> 01:51:15.051]  Folks, have you lost your power and wanted to simply flip a switch to get the lights back on?
[01:51:15.471 --> 01:51:18.452]  If so, this is going to be the most important message you'll ever hear.
[01:51:18.812 --> 01:51:22.874]  Because there's never been a better time to get ready for the winter power outages ahead.
[01:51:23.214 --> 01:51:23.814]  Here's why.
[01:51:24.214 --> 01:51:29.996]  Solar power generators are now available from our friends at Solutions from Science, one of our oldest sponsors.
[01:51:30.336 --> 01:51:34.858]  Their emergency backup systems provide life-saving electrical power when you need it most.
[01:51:35.198 --> 01:51:41.281]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[01:51:41.562 --> 01:51:45.183]  It's like having an electric power plant running quietly in your own home.
[01:51:45.443 --> 01:51:50.986]  Whether it's ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[01:51:51.366 --> 01:51:56.709]  When the power goes out this winter, you'll be ready with a solar power generator from Solutions from Science.
[01:51:56.969 --> 01:51:59.811]  Go to MySolarBackup.com for more information.
[01:51:59.971 --> 01:52:02.313]  That's MySolarBackup.com or call 877-327-0365.
[01:52:02.373 --> 01:52:12.240]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[01:52:12.900 --> 01:52:15.842]  I want you to know some very important information.
[01:52:15.942 --> 01:52:24.248]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[01:52:24.895 --> 01:52:29.840]  Now, 27 years later, carnivore capsules are used around the world to keep people healthy.
[01:52:30.440 --> 01:52:41.431]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[01:52:41.831 --> 01:52:48.818]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[01:52:49.498 --> 01:52:53.760]  Call 1-866-VENUSFLY or order from carnivora.com.
[01:52:53.800 --> 01:52:56.961]  That's C-A-R-N-I-V-O-R-A dot com.
[01:52:57.402 --> 01:53:04.345]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[01:53:04.665 --> 01:53:05.645]  Protect your immune system.
[01:53:05.925 --> 01:53:06.966]  It's the only one you've got.
[01:53:07.717 --> 01:53:08.317]  I don't know.
[01:53:27.085 --> 01:53:28.326]  We're good to go.
[01:53:48.607 --> 01:53:54.271]  Special discounts available for GCN listeners at preparewise.com slash GCN.
[01:53:54.411 --> 01:53:55.051]  Or call 888-545-6265.
[01:53:55.071 --> 01:53:55.171]  1-888-545-6265.
[01:53:55.231 --> 01:53:57.173]  And say you heard it on GCN.
[01:53:57.293 --> 01:53:58.433]  Prepare now.
[01:53:58.594 --> 01:53:59.334]  Preparewise.com.
[01:54:23.608 --> 01:54:25.489]  All right, we're continuing here.
[01:54:25.549 --> 01:54:28.691]  Wow, this has become comedy hour.
[01:54:29.011 --> 01:54:33.513]  And the comedy is in the fraud of the vaccine and all the people who fell for it.
[01:54:34.054 --> 01:54:36.815]  All the doctors, all the pharmacists, all the CDC officials.
[01:54:37.115 --> 01:54:39.777]  Hey, John, I got a Jeopardy quiz question for you.
[01:54:41.505 --> 01:54:52.614]  Where is the former president, I'm sorry, the former head of the CDC, who was running the CDC during all of this alleged fraud that went on with the fake vaccine, where is she now?
[01:54:53.135 --> 01:54:54.156]  Let our audience know.
[01:54:56.337 --> 01:54:59.040]  Couldn't be with a drug company, could it?
[01:54:59.900 --> 01:55:00.461]  Of course not.
[01:55:01.422 --> 01:55:02.162]  That would be too funny.
[01:55:03.303 --> 01:55:04.304]  That would never happen.
[01:55:04.444 --> 01:55:06.806]  That would never happen to Dr. Julie Gerberding.
[01:55:09.795 --> 01:55:14.097]  Who is now running one of the top vaccine companies' international divisions.
[01:55:15.417 --> 01:55:16.577]  But see, this is the thing.
[01:55:16.617 --> 01:55:17.078]  This is the thing.
[01:55:18.018 --> 01:55:26.241]  I guess if the lie is told by enough authorities and enough doctors and people with medical degrees, as my friend Robert Scott Bell likes to say,
[01:55:27.996 --> 01:55:34.879]  I guess the lie becomes reality, and then if the lab tests don't match the lie, they just spike it with some animal blood.
[01:55:34.899 --> 01:55:42.741]  They just throw in, they change the numbers, roll the dice, do whatever they want, invent something, send it over to the FDA, and sell it to 200 million American children.
[01:55:44.062 --> 01:55:51.204]  Or all over the world, probably not 200 million children, but 200 million Americans overall got these vaccines, so that's a big number.
[01:55:51.285 --> 01:55:52.705]  That's a lot of people who got hoodwinked.
[01:55:53.825 --> 01:55:55.106]  Absolutely, that's what they do.
[01:55:55.894 --> 01:55:58.416]  They establish, okay, this is reality.
[01:55:58.976 --> 01:56:00.217]  Everybody's on board.
[01:56:01.078 --> 01:56:05.901]  Everybody knows we can't, you know, rock the boat here because we've gone too far.
[01:56:06.442 --> 01:56:12.967]  So now if anything comes up that really contradicts what we've been saying here and claiming, we've got to lie about it.
[01:56:13.027 --> 01:56:14.088]  Everybody understand that?
[01:56:14.368 --> 01:56:15.469]  Everybody understand?
[01:56:15.509 --> 01:56:16.249]  Yes, yes, yes, yes.
[01:56:16.269 --> 01:56:17.730]  Okay, let's move forward now.
[01:56:18.010 --> 01:56:18.851]  And that's what they do.
[01:56:19.411 --> 01:56:23.875]  And what they're taught and what they learn is how to sound like they know what they're talking about.
[01:56:24.275 --> 01:56:28.598]  I mean, this is media, this is doctors, this is all of these people.
[01:56:29.099 --> 01:56:36.244]  Their main skill as far as dealing with people is, I sound like I know what I'm talking about.
[01:56:36.565 --> 01:56:40.148]  I mean, I see people on television all the time talking about medicals.
[01:56:41.028 --> 01:56:49.154]  I mean, analysts and commentators like Bill Maher and so forth, as if they have the slightest idea of what they're talking about.
[01:56:49.194 --> 01:56:50.074]  They have no clue.
[01:56:50.515 --> 01:56:52.576]  And where are they getting their information from?
[01:56:52.916 --> 01:56:58.280]  You don't find them in medical libraries reading through studies and calling up researchers on the phone.
[01:56:58.680 --> 01:57:07.546]  They're just taking their clue from all of the other lying idiots and criminals who have access to and control the media, basically.
[01:57:08.046 --> 01:57:10.168]  And so, we're pointing out
[01:57:15.651 --> 01:57:21.515]  Yeah, absolutely.
[01:57:21.915 --> 01:57:26.558]  By the way, can you stay with us a little bit into the next hour because there's still so much more to cover here.
[01:57:26.598 --> 01:57:29.160]  This is huge breaking news.
[01:57:29.580 --> 01:57:30.161]  Absolutely.
[01:57:30.381 --> 01:57:31.762]  Now, think about the application.
[01:57:32.142 --> 01:57:38.106]  Once we understand the depth of the fraud, and by the way, the mainstream media is practically refusing to cover this.
[01:57:38.906 --> 01:57:45.012]  You're only gonna get this on places like InfoWars, Natural News, Drudge Report, places like that.
[01:57:45.532 --> 01:58:00.567]  But if this has been faked for the last at least 10 years, then now you gotta look at all the mandatory vaccination policies that have been put into place, like in Texas, where before you go to a university, you have to be injected with the fake mumps vaccine.
[01:58:01.127 --> 01:58:10.052]  You know, in California, the mandatory vaccines, don't these state governments now have to take a new look and say, wait a minute, how can we mandate something that's total fraud?
[01:58:10.913 --> 01:58:11.673]  I bet they won't.
[01:58:12.034 --> 01:58:15.336]  I bet they'll just, oh, well, that was an interesting article.
[01:58:15.396 --> 01:58:18.898]  OK, so let's get out the vaccines and, you know, keep on.
[01:58:19.518 --> 01:58:20.319]  That's what they do.
[01:58:20.459 --> 01:58:25.422]  You know, and then if you argue with them, they'll say, you know, you could be a terrorist.
[01:58:25.982 --> 01:58:28.604]  Oh yeah, well, look, it's the end of sanity in America.
[01:58:28.644 --> 01:58:29.644]  It's the end of truth.
[01:58:29.704 --> 01:58:30.405]  It's the end of justice.
[01:58:31.025 --> 01:58:40.611]  The country's being run by total zombie, runaway, criminal-minded, insane, psychotic, sociopathic bureaucrats and doctors and drug company executives.
[01:58:40.691 --> 01:58:41.111]  It's crazy.
[01:58:41.131 --> 01:58:45.974]  We'll be right back with John Rappaport and much more straight ahead continuing here on the Alex Jones Show.
[01:58:49.116 --> 01:58:50.957]  You are listening to GCN.
[01:58:52.618 --> 01:58:54.799]  Visit GCNlive.com today.
[01:59:00.575 --> 01:59:08.242]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:59:08.682 --> 01:59:12.306]  Alex and his staff have used these pure soap products for years.
[01:59:12.746 --> 01:59:19.572]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:59:20.072 --> 01:59:22.875]  See them on the web at 5starsoap.com.
[01:59:23.075 --> 01:59:27.578]  Or call 800-340-7091 for a free catalog.
[01:59:27.918 --> 01:59:33.582]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:59:33.842 --> 01:59:38.965]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:59:39.266 --> 01:59:40.887]  This is an amazing deal.
[01:59:41.247 --> 01:59:45.850]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:59:46.490 --> 01:59:48.952]  See them on the web at 5starsoap.com.
[01:59:49.212 --> 01:59:50.973]  Or call 800-340-7091 for a free catalog.
[02:00:13.154 --> 02:00:17.339]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:18.000 --> 02:00:18.801]  You want answers?
[02:00:19.582 --> 02:00:20.483]  Well, so does he.
[02:00:21.123 --> 02:00:24.808]  He's Alex Jones on the GCN Radio Network.
[02:00:25.328 --> 02:00:29.373]  And now, live from Austin, Texas, Alex Jones.
