[00:00:09.882 --> 00:00:10.362]  Media.
[01:47:31.766 --> 01:47:35.188]  And I got to tell you, a lot of the Tea Party folks are
[01:47:36.188 --> 01:47:37.349]  80-90% awake.
[01:47:38.109 --> 01:47:40.951]  The Republican Party right now is made up of three factions.
[01:47:40.971 --> 01:47:49.375]  You've got the old establishment GOP faction, you've got the Tea Party faction that still wants to blow up stuff, and then you've got the Patriots faction.
[01:47:49.435 --> 01:47:52.276]  So there's a three-way faction going on there.
[01:47:52.636 --> 01:47:57.419]  So right now, at least, we may not be able to deliver a majority vote.
[01:47:57.819 --> 01:48:09.529]  To be able to win on certain races with a full-blown Patriot candidate, but we definitely have the proof now that we are at least big enough and bad enough to be a swing vote in this situation.
[01:48:09.889 --> 01:48:16.434]  And here are the results right here with Cruz, 57% roughly, and David Dewhurst, 43%.
[01:48:16.715 --> 01:48:26.182]  And it was like you said earlier that Ted Cruz probably ended up winning with a 30% margin, because the word is out that David Dewhurst is exactly
[01:48:27.003 --> 01:48:33.668]  You know, did exactly what you said about this anti-TSA legislation that we had in 2011, that you spearheaded that, folks.
[01:48:34.529 --> 01:48:41.414]  Our listeners did, and Rick Perry got destroyed for his Gardasil thing, lying and saying girls had to take a deadly vaccine that killed a bunch of them.
[01:48:41.494 --> 01:48:45.217]  Well, plus Rick Perry was behind the scenes in killing that anti-TSA legislation.
[01:48:45.797 --> 01:48:52.880]  A lot of the new listeners are not going to know exactly what happened there in the Texas State Legislature in 2011, back in May 2011, June 2011.
[01:48:53.640 --> 01:48:58.222]  Alex and the listeners here locally in Austin and in Texas and nationwide.
[01:48:58.242 --> 01:48:59.363]  We stormed the Capitol twice.
[01:48:59.423 --> 01:49:00.623]  Stormed the Capitol twice.
[01:49:00.643 --> 01:49:01.724]  By the way, we didn't ask permission.
[01:49:01.764 --> 01:49:02.744]  We stormed the Capitol.
[01:49:02.944 --> 01:49:03.164]  Right.
[01:49:03.204 --> 01:49:03.945]  We stormed the Capitol.
[01:49:03.965 --> 01:49:08.267]  I'm sure you can find YouTubes on the YouTube videos of that.
[01:49:08.687 --> 01:49:11.328]  Alex Jones storms Capitol with the crowd that went down there.
[01:49:11.688 --> 01:49:12.109]  We did.
[01:49:12.189 --> 01:49:13.489]  We went down there, stormed the Capitol.
[01:49:13.529 --> 01:49:19.232]  We had a unanimous House of the State of Texas ready to vote for a- Yeah, hey, libertarians!
[01:49:19.272 --> 01:49:20.573]  Stop asking for permits!
[01:49:21.213 --> 01:49:21.473]  Right.
[01:49:21.593 --> 01:49:23.034]  I mean- Hey, we own this country.
[01:49:23.074 --> 01:49:23.614]  It's ours.
[01:49:23.975 --> 01:49:25.956]  You're disgraceful, all you locals that get permits.
[01:49:26.716 --> 01:49:32.662]  Well, I'll tell you, I think the less time we're going to be doing, I think we're just going to be doing more of what we did with Storming the Capitol.
[01:49:33.223 --> 01:49:41.692]  Folks, we went down there, we had a unanimous Texas Statehouse ready to pass a true anti-TSA legislative bill.
[01:49:41.712 --> 01:49:42.653]  They passed it unanimously!
[01:49:42.873 --> 01:49:43.133]  Right.
[01:49:43.473 --> 01:49:45.675]  And then the Senate, I think there was only two.
[01:49:45.695 --> 01:49:47.076]  And then Turdhurst killed it.
[01:49:47.316 --> 01:49:52.419]  Duhurst and Perry both combined to work against that legislation.
[01:49:52.499 --> 01:49:59.543]  And I'll tell you, one thing that happened at the Texas State Convention is Ted Cruz got out there and sounded almost like Alex Jones.
[01:49:59.583 --> 01:50:03.826]  So at the very least, you know, there are some questionable associations in Ted Cruz's background.
[01:50:04.206 --> 01:50:04.926]  No question about it.
[01:50:04.946 --> 01:50:05.847]  Yeah, the wife was CFR.
[01:50:05.887 --> 01:50:07.768]  We're going to have to see what happens there.
[01:50:08.108 --> 01:50:08.849]  But I'll tell you what.
[01:50:09.469 --> 01:50:12.811]  He's out there actually waking people up and educating people when he's talking.
[01:50:12.971 --> 01:50:25.717]  I gotta say this, more and more, I think some of the strategies of Campaign for Liberty and Rand Paul, because I just got mad early on, but I actually think in a way, I'm starting to see these races, it looks like we're taking over.
[01:50:26.177 --> 01:50:27.818]  I think it might be actually what they said.
[01:50:27.838 --> 01:50:30.719]  I never say I'm that smart.
[01:50:31.359 --> 01:50:40.608]  Well, here's what I would say about David Dewhurst, is if he got into the US Senate from Texas, he at each and every opportunity would choose death to the Constitution.
[01:50:40.648 --> 01:50:45.933]  Let me tell you something, I physically, I told you this in the Capitol, I've been around him before, that guy is scary.
[01:50:46.533 --> 01:50:49.096]  I mean, let me tell you, I got chills when he'd look in my eyes.
[01:50:49.616 --> 01:50:54.400]  Well, he showed his true colors on the TSA issue, and the Texans knew about it, they were not fooled.
[01:50:54.500 --> 01:50:56.762]  Well, I'm just telling you, my gut, very few people,
[01:50:57.594 --> 01:51:02.597]  Like, you know, Danger Will Robinson, when that guy looks at you, that guy's super evil.
[01:51:03.218 --> 01:51:04.479]  Hi, this is Alex Jones.
[01:51:04.519 --> 01:51:09.882]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:51:10.122 --> 01:51:14.745]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[01:51:15.125 --> 01:51:20.169]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[01:51:20.689 --> 01:51:25.394]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:51:25.935 --> 01:51:27.857]  They call it a survival seed bank.
[01:51:28.237 --> 01:51:32.842]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:51:33.043 --> 01:51:33.944]  And here's the best part.
[01:51:34.164 --> 01:51:36.927]  These seeds have not been genetically modified in any way.
[01:51:37.227 --> 01:51:40.511]  And you actually get enough seeds to plant a full acre crisis garden.
[01:51:40.831 --> 01:51:43.672]  So visit them today at survivalseedbank.com.
[01:51:44.012 --> 01:51:45.913]  That's survivalseedbank.com.
[01:51:46.233 --> 01:51:47.093]  Or give them a call at 877-327-0365.
[01:51:47.113 --> 01:51:47.333]  That's 877-327-0365.
[01:51:47.373 --> 01:51:50.315]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:51:50.815 --> 01:51:52.555]  This is Alex Jones for survivalseedbank.com.
[01:52:03.143 --> 01:52:04.244]  Are you storing food?
[01:52:04.624 --> 01:52:10.328]  Prepared families are storing food for months and years, but only have enough fuel stored for days or weeks.
[01:52:10.788 --> 01:52:14.891]  Stretch your fuel storage by harnessing the power of the sun with a sun oven.
[01:52:15.211 --> 01:52:21.416]  Food can be baked, boiled or steamed at temperatures of 360 to 400 degrees with the power of the sun.
[01:52:21.756 --> 01:52:24.658]  You can use the sun for 50 to 80 percent of your cooking.
[01:52:24.998 --> 01:52:27.659]  Allowing you to preserve your fuel storage for rainy days.
[01:52:28.079 --> 01:52:31.640]  Sun-baked foods stay moister and have less shrinkage and do not burn.
[01:52:32.040 --> 01:52:34.420]  Sun-baked roasts are tastier and more succulent.
[01:52:34.700 --> 01:52:37.701]  And sun-baked bread has unparalleled taste and texture.
[01:52:38.101 --> 01:52:41.842]  Water can be heated in a sun oven for purification or personal hygiene.
[01:52:42.242 --> 01:52:46.263]  For the past 26 years, sun ovens have been proudly made in the U.S.
[01:52:46.663 --> 01:52:47.283]  They're durable.
[01:52:47.623 --> 01:52:51.544]  Have a long life and come with a 100% satisfaction guarantee.
[01:52:52.005 --> 01:52:53.885]  Don't be fooled by cheap imitations.
[01:52:54.325 --> 01:52:58.207]  For a discount coupon, visit sunoven.com forward slash radio.
[01:52:58.647 --> 01:53:01.108]  That's sunoven.com forward slash radio.
[01:53:02.468 --> 01:53:06.530]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[01:53:07.210 --> 01:53:09.331]  I want you to know some very important information.
[01:53:10.237 --> 01:53:18.582]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[01:53:19.203 --> 01:53:24.126]  Now, 27 years later, Carnivora capsules are used around the world to keep people healthy.
[01:53:24.759 --> 01:53:35.726]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[01:53:36.126 --> 01:53:43.130]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[01:53:43.800 --> 01:53:48.081]  Call 1-866-VENUSFLY or order from carnivora.com.
[01:53:48.101 --> 01:53:51.282]  That's C-A-R-N-I-V-O-R-A dot com.
[01:53:51.702 --> 01:53:53.862]  That's 1-866-836-8735.
[01:53:53.882 --> 01:53:58.664]  1-866-VENUSFLY or visit carnivora.com.
[01:53:58.964 --> 01:53:59.964]  Protect your immune system.
[01:54:00.224 --> 01:54:01.304]  It's the only one you've got.
[01:54:06.125 --> 01:54:08.846]  Day after day, alone on the hill.
[01:54:17.723 --> 01:54:19.403]  We are back live, ladies and gentlemen.
[01:54:19.604 --> 01:54:21.484]  Richard Reeves is in studio with us.
[01:54:22.064 --> 01:54:24.786]  The next little segment I'm going to go to Noel, Scott, and others.
[01:54:25.266 --> 01:54:27.807]  Kaiser's coming on, so folks that are holding it get to talk to Kaiser.
[01:54:27.827 --> 01:54:31.488]  Talking about economic collapse by design, banker occupation.
[01:54:32.048 --> 01:54:37.971]  By the way, we had hundreds and hundreds of entries in phase two of the Obama dictator contest.
[01:54:38.031 --> 01:54:39.071]  It made local news.
[01:54:39.531 --> 01:54:41.472]  People did airplane banner pulls.
[01:54:43.530 --> 01:54:50.774]  And it took us, well, the last month since the contest closed, arguing and debating and just to watch hundreds of videos.
[01:54:51.154 --> 01:54:52.274]  Great job, all of you.
[01:54:52.734 --> 01:54:55.076]  I will announce at the end of the show today the winner.
[01:54:55.356 --> 01:54:55.076]  $10,000.
[01:54:55.596 --> 01:55:05.521]  And then on the nightly news tomorrow, I'm going to play clips from the top four or five, and I want to make some prizes for them as well, but we're out of our budget.
[01:55:06.841 --> 01:55:07.201]  It's hard.
[01:55:07.241 --> 01:55:10.303]  I mean, first place and second place are about one degree apart.
[01:55:12.199 --> 01:55:16.980]  But I'll announce at the end of the transmission in about an hour, five minutes from now.
[01:55:17.600 --> 01:55:18.821]  Going back to Richard Reeves briefly.
[01:55:18.881 --> 01:55:25.422]  Richard, all over the country we're seeing Lugar, Specter, Republican, Democrat.
[01:55:26.343 --> 01:55:27.063]  They're all running.
[01:55:27.283 --> 01:55:28.023]  I mean, they're in trouble.
[01:55:28.063 --> 01:55:30.024]  People are getting rid of them, even with electronic fraud.
[01:55:30.504 --> 01:55:34.665]  The landslides are so big, they're not able to cheat them.
[01:55:35.485 --> 01:55:39.467]  And this is why they're panicking and having all the neocons call to ban guns now.
[01:55:39.487 --> 01:55:40.908]  And they're calling to ban them.
[01:55:40.928 --> 01:55:46.590]  They got legislation introduced to register you when you get ammo and ban semi-autos and all clips above 10 mags.
[01:55:47.090 --> 01:55:47.951]  I mean, we're in trouble.
[01:55:49.423 --> 01:55:52.405]  Again, we're winning, but we're in trouble because the crooks are still in control.
[01:55:52.986 --> 01:55:55.468]  So, people have to understand we're in the fight of our lives.
[01:55:55.508 --> 01:55:56.188]  We're in the fight.
[01:55:56.809 --> 01:55:58.190]  We're not broke back in the ditch.
[01:55:58.230 --> 01:56:01.793]  We can still beat these people, but it's going to take deciding we're going to beat them.
[01:56:01.893 --> 01:56:02.974]  It's going to take getting angry.
[01:56:03.294 --> 01:56:04.535]  But I see the signs of that.
[01:56:04.955 --> 01:56:05.436]  I mean, Richard,
[01:56:06.636 --> 01:56:08.758]  Ten years ago, people would make fun of me walking down the street.
[01:56:08.778 --> 01:56:10.239]  Some of them now, that never happens.
[01:56:10.580 --> 01:56:13.042]  And I was with you ten years ago, seeing that happen.
[01:56:13.162 --> 01:56:13.703]  Exactly.
[01:56:14.163 --> 01:56:16.105]  Uh, so... They're not making fun now.
[01:56:16.505 --> 01:56:17.446]  Exactly, they're not making fun.
[01:56:17.466 --> 01:56:19.208]  What do you make of Dewhurst thinking that he'd won?
[01:56:20.049 --> 01:56:23.570]  Well, I think he was just counting on the black box to kick in.
[01:56:23.590 --> 01:56:35.633]  Because he's claiming that, you know, he actually said, well, the people of Texas have chosen a true patriot constitutionalist, somebody that really is going to fight the federal government, etc.
[01:56:35.673 --> 01:56:37.594]  Somebody that's not an establishment candidate.
[01:56:38.394 --> 01:56:40.357]  And, you know, as if he'd won.
[01:56:40.477 --> 01:56:41.638]  It was just crazy.
[01:56:41.778 --> 01:56:43.981]  I don't know if that video is still up or not.
[01:56:44.061 --> 01:56:46.403]  And notice he's now anti-establishment.
[01:56:46.704 --> 01:56:54.713]  When people hear you work for the cocaine importation agency with Klaus Barbie, he finally started talking about his Air Force record and working for the CIA.
[01:56:55.033 --> 01:56:56.014]  People don't like hearing that.
[01:56:56.035 --> 01:56:57.877]  They know the CIA works for foreign banks now.
