[00:00:00.669 --> 00:00:01.590]  Alex Jones.
[01:54:52.099 --> 01:54:53.380]  It was really Transylvanian royalty.
[01:54:53.780 --> 01:54:56.541]  They'd always said, you've got the best soldier slaves.
[01:54:57.122 --> 01:54:57.862]  How do you do it?
[01:54:57.902 --> 01:54:59.443]  They don't even run off very often.
[01:54:59.883 --> 01:55:03.065]  Though some of them did actually run off here because there were big German communities.
[01:55:03.385 --> 01:55:04.426]  They broke their conditioning.
[01:55:05.166 --> 01:55:05.507]  I don't know.
[01:55:18.368 --> 01:55:36.801]  Charles, the point is, in the video that we just reposted along with the PDF report you talked about at InfoWars.com, you break it all down eloquently with the documents, but the British royalty funded people to go over and figure this out, and then you've got the German and the British connection funding Skull and Bones being set up as this think tank.
[01:55:37.201 --> 01:55:42.225]  Please continue, because this is so key, what you discovered and all these connections
[01:55:43.848 --> 01:55:50.173]  Well, it's terribly important because when I started out, I didn't understand behavior of modern operant conditioning.
[01:55:50.594 --> 01:55:52.175]  It's so simple, folks.
[01:55:52.195 --> 01:55:59.481]  It's simply when you go to the doctor, the doctor hits your knee, you know, used to anyway, with a little hammer, and your knee pops up.
[01:55:59.902 --> 01:56:01.423]  It's a neurological reaction.
[01:56:03.244 --> 01:56:03.865]  Well, I think
[01:56:23.217 --> 01:56:23.837]  We're good to go.
[01:56:51.235 --> 01:56:51.796]  We're good.
[01:57:06.155 --> 01:57:18.012]  Uh, in the Illuminati, is identified as the same Professor Carl Casimir Wundt, and is referred to in the Illuminati Provincial Report from Utica, uh, 1782.
[01:57:18.412 --> 01:57:21.597]  Now, that is the grandfather of Wilhelm Wundt.
[01:57:22.458 --> 01:57:27.704]  So, this method that is being introduced in the United States, mainly, of course, is a computer.
[01:57:28.245 --> 01:57:29.066]  Because, as B.F.
[01:57:29.086 --> 01:57:31.089]  Skinner said, the computer is my box.
[01:57:31.169 --> 01:57:36.776]  And Skinner followed in the steps of Pavlov, who, interestingly enough, was trained by Wunt.
[01:57:37.708 --> 01:57:38.789]  Not the other way around.
[01:57:38.809 --> 01:57:45.873]  So what's going in now is this method I'm talking to you about, This Minute Operant Conditioning.
[01:57:45.913 --> 01:57:53.537]  Now you know it with your dog, you know, you want your dog to sit, uh, you give him a, you sit, you give that dog, he'll sit to you the next time.
[01:57:54.018 --> 01:57:55.699]  When I first saw this in the U.S.
[01:57:55.739 --> 01:58:00.982]  Department of Ed, I wondered, all these books that I would see in the bookshelves, the department said, what works?
[01:58:02.186 --> 01:58:03.286]  And I didn't pay much attention.
[01:58:03.346 --> 01:58:04.427]  One day I pulled it out.
[01:58:04.447 --> 01:58:05.267]  A book out.
[01:58:05.387 --> 01:58:05.887]  And I saw.
[01:58:05.927 --> 01:58:07.867]  This is under Carol Bell.
[01:58:07.927 --> 01:58:09.828]  Now this is some of the big secrets here.
[01:58:09.908 --> 01:58:10.328]  Stay there.
[01:58:10.388 --> 01:58:12.108]  Charlotte Isserby is our guest.
[01:58:12.528 --> 01:58:14.348]  The amazing book back in print.
[01:58:14.889 --> 01:58:16.309]  The Deliberate Dominion of America.
[01:58:16.429 --> 01:58:18.329]  Available at Infowars.com.
[01:58:20.810 --> 01:58:22.610]  You are listening to GCN.
[01:58:24.471 --> 01:58:26.151]  Visit GCNlive.com today.
[01:58:31.505 --> 01:58:35.128]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:58:35.508 --> 01:58:38.511]  This is our last chance to not relive history.
[01:58:38.771 --> 01:58:43.555]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[01:58:43.575 --> 01:58:49.800]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[01:58:49.960 --> 01:58:52.202]  I think it's incumbent upon all of us
[01:58:52.722 --> 01:58:53.002]  Tim Geithner?
[01:58:53.022 --> 01:58:53.283]  Bernanke?
[01:58:53.303 --> 01:58:53.843]  They're arsonists!
[01:58:53.863 --> 01:58:54.824]  They're asking for more matches!
[01:58:54.884 --> 01:58:57.006]  And the Congress is saying, who do we make the check out to?
[01:59:11.621 --> 01:59:13.462]  Today seems like nobody does care.
[01:59:13.482 --> 01:59:18.586]  And right now in Washington, D.C., we have seen a fall of the republic.
[01:59:18.907 --> 01:59:28.854]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[01:59:33.218 --> 01:59:35.139]  Waging war on corruption.
[01:59:35.599 --> 01:59:38.382]  Alex Jones on the GCM Radio Network.
[01:59:45.031 --> 01:59:49.194]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:59:49.855 --> 01:59:50.675]  You want answers?
[01:59:51.456 --> 01:59:52.357]  Well, so does he.
[01:59:52.997 --> 01:59:56.580]  He's Alex Jones on the GCN Radio Network.
[01:59:57.181 --> 02:00:01.284]  And now, live from Austin, Texas, Alex Jones.
[02:00:04.947 --> 02:00:11.272]  By the way, we've got the West Point grad who was arrested for photographing police here in Austin.
[02:00:12.981 --> 02:00:16.984]  It's a big story now, now a national story, because it looks like they set him up.
[02:00:17.504 --> 02:00:19.145]  He's going to be in studio with us.
[02:00:20.746 --> 02:00:22.587]  He's pretty stressed out from all the attention he's given.
[02:00:22.607 --> 02:00:23.948]  He's going to be on the Nightly News tonight.
[02:00:24.508 --> 02:00:25.909]  We've got some other guests as well.
[02:00:27.530 --> 02:00:28.991]  Paul Watson will do the news portion.
[02:00:29.031 --> 02:00:30.992]  I'm going to do the interviews, the two interviews this evening.
[02:00:32.593 --> 02:00:37.677]  The comedian and social commentary guy, Lionel, will also be on with us via Skype.
[02:00:38.557 --> 02:00:39.617]  But let's go back to Charlotte Isby.
[02:00:39.637 --> 02:00:41.578]  This is a short segment, long segment coming up.
[02:00:42.038 --> 02:00:47.199]  So Charlotte, you start discovering all of this and then now years later are able to tie it into skull and bones.
[02:00:47.239 --> 02:00:52.740]  But you were saying you pulled off the shelf at the Department of Education this book that was talking about what works.
[02:00:52.980 --> 02:00:53.400]  What works?
[02:00:53.540 --> 02:00:55.801]  Well, what works is animal psychology.
[02:00:56.541 --> 02:00:58.321]  And that's just what I told you with your dog.
[02:00:58.361 --> 02:00:59.161]  You can train your dog.
[02:00:59.221 --> 02:01:00.261]  It's very, very simple.
[02:01:00.362 --> 02:01:02.462]  All of you must understand that that is simply
[02:01:07.227 --> 02:01:07.727]  I think so.
[02:01:32.005 --> 02:01:32.425]  I think so.
[02:01:52.253 --> 02:01:52.814]  We're good.
[02:02:11.562 --> 02:02:13.683]  We're good to go.
[02:02:39.977 --> 02:02:42.481]  Well, I mean it allows total centralization.
[02:02:51.171 --> 02:02:55.634]  This is what they brought back to this G. Stanley Hall in the United States.
[02:02:55.694 --> 02:02:59.616]  They stacked all of the universities, Columbia, Chicago, etc.
[02:02:59.676 --> 02:03:06.660]  with people like Dewey, Sondheim, et al., who believe man is nothing but an animal to be trained.
[02:03:06.920 --> 02:03:07.681]  Now, C.S.
[02:03:07.761 --> 02:03:20.648]  Lewis was the one who said, when you stop educating and you start training, which is what they're doing right now for the planned economy, global, when you stop educating,
[02:03:20.808 --> 02:03:23.477]  And you start training, civilization dies.
[02:03:26.627 --> 02:03:27.328]  Now that's C.S.
[02:03:27.428 --> 02:03:28.168]  Lewis, alright?
[02:03:28.509 --> 02:03:32.432]  Now my little book, the abbreviated version, is fantastic.
[02:03:32.952 --> 02:03:41.420]  All the sections that have been taken out, the big chunks, the appendices, the index, etc., are available free at my website.
[02:03:41.520 --> 02:03:43.962]  It's a free download, the old book, the big baby.
[02:03:44.462 --> 02:03:52.309]  So anybody who wants to check on what may have been removed, there's three little dark keys, whenever something's removed, they just go on the internet.
[02:03:53.298 --> 02:03:55.800]  But it's a very user-friendly, beautiful book.
[02:03:55.880 --> 02:04:01.584]  I find myself... My son said to me, Mom, I've never seen you reading your book as much as you're reading it now.
[02:04:02.085 --> 02:04:05.387]  Well, I am, because it's so nice and small and handy.
[02:04:05.407 --> 02:04:08.649]  And I just delight in my own book.
[02:04:08.910 --> 02:04:10.431]  It was always very, very big.
[02:04:11.011 --> 02:04:16.335]  And we had people who loved it, obviously, or it wouldn't be out of print and selling for $1,000 in some places.
[02:04:16.355 --> 02:04:17.376]  You know, ridiculous.
[02:04:17.876 --> 02:04:18.076]  It is.
[02:04:18.096 --> 02:04:18.837]  Charlotte, stay there.
[02:04:18.897 --> 02:04:19.697]  Let's come back.
[02:04:19.717 --> 02:04:20.437]  We gotta go to break.
[02:04:20.457 --> 02:04:23.239]  Let's tie in the Illuminati to Skull and Bones to education.
[02:04:40.285 --> 02:04:41.546]  Hi, this is Alex Jones.
[02:04:41.586 --> 02:04:46.932]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:04:47.172 --> 02:04:51.817]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[02:04:52.197 --> 02:04:52.598]  It's true.
[02:04:52.678 --> 02:04:57.243]  Seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[02:04:57.763 --> 02:05:02.465]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:05:02.985 --> 02:05:09.907]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[02:05:10.107 --> 02:05:11.008]  And here's the best part.
[02:05:11.228 --> 02:05:17.570]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[02:05:17.910 --> 02:05:20.751]  So visit them today at survivalseedbank.com.
[02:05:21.091 --> 02:05:22.971]  That's survivalseedbank.com.
[02:05:23.312 --> 02:05:24.232]  Or give them a call at 877-327-0365.
[02:05:24.252 --> 02:05:24.632]  That's 877-327-0365.
[02:05:24.652 --> 02:05:27.393]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:05:27.893 --> 02:05:29.633]  This is Alex Jones for survivalseedbank.com.
[02:05:40.037 --> 02:05:43.861]  Did you ever think you'd be where you are, a decade into the 21st century?
[02:05:44.182 --> 02:05:47.946]  Record foreclosure rates for homes, if not yours and your neighbors.
[02:05:48.326 --> 02:05:50.829]  Thankful for the unemployment check since you were laid off.
[02:05:51.289 --> 02:05:57.797]  And placing your child's name on the angel tree in hopes of a Christmas gift, along with thousands of other Americans.
[02:05:58.277 --> 02:06:01.480]  Did you ever think your future would feel this out of control?
[02:06:01.500 --> 02:06:06.444]  The fact is, in all this craziness, there's only one thing you can control.
[02:06:06.725 --> 02:06:07.986]  Your greatest dependency.
[02:06:08.266 --> 02:06:09.327]  Your food supply.
[02:06:09.687 --> 02:06:13.531]  Make 2012 the year you take control by getting prepared.
[02:06:13.871 --> 02:06:18.155]  eFoods Direct introduces the best way to build your food supply in the 21st century.
[02:06:18.635 --> 02:06:19.175]  You bet!
[02:06:43.931 --> 02:06:44.852]  Tyranny is here.
[02:06:45.192 --> 02:06:49.114]  The grim future foretold in 1984 has become reality.
[02:06:49.134 --> 02:06:51.376]  It really says that the state is God.
[02:06:51.516 --> 02:06:56.799]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:06:57.239 --> 02:07:03.463]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[02:07:03.883 --> 02:07:09.428]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:07:09.868 --> 02:07:13.551]  Police State 4 chronicles the sickening depth to which our republic has fallen.
