[00:00:00.069 --> 00:00:01.109]  The radio starts here.
[01:44:56.443 --> 01:44:57.424]  What would I even have said?
[01:44:57.544 --> 01:44:58.004]  I don't even know.
[01:44:58.424 --> 01:44:59.365]  No, no worries, no worries.
[01:44:59.625 --> 01:45:00.546]  It's all live radio.
[01:45:00.626 --> 01:45:07.151]  Leah in Nevada, are you pro Monsanto or are you against GMOs in our food being secretly added to our foods?
[01:45:07.171 --> 01:45:08.252]  What's your take, Leah?
[01:45:09.633 --> 01:45:14.336]  I'm definitely against GMOs in our food and there's two points I want to raise here.
[01:45:16.212 --> 01:45:24.495]  You know, back in the day, if you get a product that's poison, why don't we have skulls and crossbones on the labels of these GMO foods?
[01:45:24.916 --> 01:45:25.296]  I like that.
[01:45:25.316 --> 01:45:37.301]  And the other thing is, with all the smoking guns we have against Monsanto and GMOs, why hasn't there been a class action lawsuit in the United States?
[01:45:37.441 --> 01:45:39.942]  Because they're obviously killing people, they're giving people cancer.
[01:45:40.342 --> 01:45:42.164]  Well, there have been lawsuits.
[01:45:55.677 --> 01:45:58.819]  But I mean, not a big nationwide class action type of deal.
[01:45:59.019 --> 01:45:59.520]  Oh, right.
[01:45:59.580 --> 01:46:00.200]  Of course, right.
[01:46:00.800 --> 01:46:02.321]  It would have to be massive.
[01:46:02.361 --> 01:46:04.263]  It would have to have millions of dollars worth of funding.
[01:46:04.303 --> 01:46:05.163]  We've looked into it.
[01:46:05.463 --> 01:46:08.526]  We've actually discussed with a few people about what it would take.
[01:46:08.546 --> 01:46:13.789]  And it would take at least $2 million just to even get the lawyer fees and everything out of the way to get started.
[01:46:13.809 --> 01:46:17.231]  Then you'd have to find people that were damaged from Agent Orange and everything like that.
[01:46:17.271 --> 01:46:21.194]  As far back as we're talking like the 40s, we can go back as far as then.
[01:46:21.574 --> 01:46:21.794]  Yeah.
[01:46:39.324 --> 01:46:40.905]  Yeah, hence Prop 37.
[01:46:40.945 --> 01:46:45.527]  That's why this is the ultimate weapon for protecting our health and safety in the food supply.
[01:46:45.547 --> 01:46:46.708]  Let's take another call, Anthony.
[01:46:46.728 --> 01:46:49.589]  We've got Mac in New Hampshire with us.
[01:46:49.929 --> 01:46:53.110]  Mac, are you in favor of GMOs or are you against them?
[01:46:54.111 --> 01:46:57.292]  I'm against GMOs, but think of it this way.
[01:46:57.393 --> 01:46:58.533]  Why does America eat them?
[01:46:59.313 --> 01:47:01.414]  Why doesn't our government ever come out and tell us?
[01:47:03.035 --> 01:47:06.077]  Well, the scientists tell us that they like the infertility.
[01:47:06.117 --> 01:47:08.098]  They love decreasing the population.
[01:47:08.138 --> 01:47:08.738]  That's what they say.
[01:47:10.026 --> 01:47:12.067]  That doesn't get out onto your media, does it?
[01:47:12.287 --> 01:47:12.507]  Nope.
[01:47:12.567 --> 01:47:13.868]  I mean, the regular media.
[01:47:14.088 --> 01:47:14.348]  Right.
[01:47:15.089 --> 01:47:15.329]  Right.
[01:47:15.849 --> 01:47:17.890]  Now, you guys always talk about Hitler, right?
[01:47:18.530 --> 01:47:19.831]  You guys should learn about Hitler.
[01:47:19.871 --> 01:47:21.212]  He didn't kill all those people.
[01:47:21.612 --> 01:47:24.033]  It's done by the same people that are doing it now.
[01:47:25.454 --> 01:47:27.915]  Like the Rothschilds, the Ligoyovitches.
[01:47:28.355 --> 01:47:30.737]  Ah, IG Farben and the pharma industry, right.
[01:47:31.837 --> 01:47:33.998]  Yeah, but you guys should learn about Hitler.
[01:47:34.038 --> 01:47:35.099]  He didn't kill people.
[01:47:35.579 --> 01:47:38.901]  That was done by the Warburgs, the Hamburgs, the same people.
[01:47:39.672 --> 01:47:42.851]  It's the rich, the ultra elite that are killing us!
[01:47:43.706 --> 01:47:45.768]  You know, you should never blame Hitler.
[01:47:45.788 --> 01:47:46.989]  He didn't do any of that stuff.
[01:47:47.029 --> 01:47:49.430]  It's all done by the elite.
[01:47:50.691 --> 01:47:55.935]  The globalist madmen, they always have henchmen to carry out, you know, thugs to carry out their orders.
[01:47:55.995 --> 01:47:57.296]  I mean, look at the TSA.
[01:47:57.677 --> 01:48:05.282]  You know, Napolitano's not reaching down your pants, not yet anyway, but she's got a bunch of thugs out there at the airports who will gladly do it for them.
[01:48:06.283 --> 01:48:09.586]  Anthony, your thoughts on top-down control of tyranny?
[01:48:10.026 --> 01:48:10.987]  Well, the call is right.
[01:48:11.027 --> 01:48:14.492]  Obviously, Hitler was essentially a figurehead, but it doesn't mean he's a good person at all.
[01:48:14.512 --> 01:48:15.934]  I would definitely not say that.
[01:48:16.014 --> 01:48:17.115]  No, he wasn't saying that either.
[01:48:17.135 --> 01:48:19.238]  He was just saying that... No, I just want to be clear.
[01:48:19.258 --> 01:48:20.540]  We don't support him at all.
[01:48:20.580 --> 01:48:23.323]  But what I was saying... That should be a given, you know.
[01:48:23.463 --> 01:48:24.204]  Welcome to the show.
[01:48:24.364 --> 01:48:25.386]  We don't support Hitler.
[01:48:25.706 --> 01:48:25.986]  We don't
[01:48:43.933 --> 01:48:45.715]  No, but hold on Anthony, you're right.
[01:48:45.755 --> 01:48:47.057]  That did just come out.
[01:48:47.077 --> 01:48:50.821]  It was interviews with German soldiers who loved the act of killing women and children.
[01:48:50.841 --> 01:48:51.241]  They loved it.
[01:48:51.261 --> 01:48:51.822]  They lived for it.
[01:49:00.472 --> 01:49:19.158]  Yeah, they physically were driven by it, and even when they weren't ordered to kill, they would just kill anyway, which shows that it's a trickle-down effect to the point where they think they're in power, too, over these four-year-olds, and they get this disgusting, power-driven lust of killing these little babies, literally little babies.
[01:49:19.298 --> 01:49:23.401]  No, it was one of the German pilots that would drop bombs on civilian populations.
[01:49:23.441 --> 01:49:26.744]  I remember in this article he said it gave him a tingly feeling.
[01:49:27.124 --> 01:49:35.511]  So I wonder if these GMO scientists, if they get a tingly feeling when they see, you know, low-income people shopping for corn chips in the store.
[01:49:35.531 --> 01:49:40.375]  Does that give them a tingly feeling to know they're soft-killing those poor citizens?
[01:49:40.875 --> 01:49:41.756]  Well, their leaders do.
[01:49:41.816 --> 01:49:44.178]  At the top, the elite certainly get that tingly feeling.
[01:49:44.198 --> 01:49:45.219]  It's more, I think, of a
[01:49:46.514 --> 01:49:55.419]  Evil feeling, you know, a lust of power, but the scientist in this email, like we said, we verified it before, you may have heard it already, but he said, I am no traitor against humanity.
[01:49:55.599 --> 01:49:59.521]  If this curse word causes infertility, referring to GMOs, awesome.
[01:49:59.721 --> 01:50:02.423]  The world is overpopulated and people need to stop having children.
[01:50:02.823 --> 01:50:06.665]  So obviously he's getting off on it, just like the German soldiers, I think, were getting off on it.
[01:50:06.685 --> 01:50:10.087]  When they have no real power, they're just killing babies.
[01:50:10.467 --> 01:50:11.208]  And what's this guy?
[01:50:11.288 --> 01:50:15.250]  Killing low income, or killing the world, really, everyone, even rich people eat this stuff.
[01:50:16.491 --> 01:50:20.093]  He's a mad scientist and he's probably making $500,000 to kill people.
[01:50:20.113 --> 01:50:20.773]  How are you doing guys?
[01:50:20.793 --> 01:50:21.414]  Great show so far.
[01:50:21.454 --> 01:50:22.114]  I've got two points.
[01:50:41.346 --> 01:50:53.662]  Alright, disabled veterans from Desert Storm, and I was part of that slow kill where I took all the shots and the pills in the DU, and I'm four years older now than Alex, and I have ten diseases.
[01:50:53.762 --> 01:50:54.703]  Alright, stay on the line.
[01:50:54.723 --> 01:50:55.744]  We want to hear the rest of your story.
[01:50:55.784 --> 01:50:59.089]  When we come back after this break on the Alex Jones Show, stay with us.
[01:50:59.129 --> 01:50:59.950]  We'll be right back.
[01:51:04.062 --> 01:51:04.803]  Aaron Fullin here.
[01:51:05.063 --> 01:51:16.355]  As the food police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[01:51:16.576 --> 01:51:20.380]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[01:51:20.600 --> 01:51:23.082]  But frankly, I'm not sure what the food police are so afraid of.
[01:51:23.323 --> 01:51:30.930]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[01:51:31.170 --> 01:51:38.637]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[01:51:38.897 --> 01:51:39.817]  But here's some good news.
[01:51:40.017 --> 01:51:45.840]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[01:51:46.180 --> 01:51:49.221]  Since it's still legal to make these foods as long as you can make them yourself.
[01:51:49.501 --> 01:51:52.162]  For more information, check out fermentationfactor.com.
[01:51:52.323 --> 01:51:54.043]  That's fermentationfactor.com.
[01:51:54.323 --> 01:52:00.306]  It's easy to create your own powerful fermented foods, and you can do it by going to www.fermentationfactor.com.
[01:52:00.406 --> 01:52:02.767]  That's www.fermentationfactor.com.
[01:52:03.607 --> 01:52:07.630]  September is National Preparedness Month, or as we like to call it, PrepTember.
[01:52:08.550 --> 01:52:11.713]  So cash in on PrepTember savings at BePrepared.com.
[01:52:11.913 --> 01:52:15.575]  Going on now, save 21% on freeze-dried mozzarella cheese.
[01:52:15.895 --> 01:52:19.618]  Save 25% on five of Mountain House's most popular freeze-dried meals.
[01:52:19.838 --> 01:52:24.021]  Save 30% and learn how to make bread from scratch with the Wheat Cooking Starter Kit.
[01:52:24.201 --> 01:52:27.104]  Save 36% on the new LRP Entree Combo.
[01:52:27.284 --> 01:52:31.668]  And save a whopping 46% when you buy 10 or more packages of MRE Peanut Butter.
[01:52:31.948 --> 01:52:33.550]  All at BePrepared.com.
[01:52:33.750 --> 01:52:38.114]  Plus, new for PrepTember, freeze-dried yogurt bites in 5 delicious flavors.
[01:52:38.454 --> 01:52:41.918]  And Provident Pantry Non-Fat Dry Milk is specially priced this month.
[01:52:42.238 --> 01:52:46.302]  As always, check out the Emergency Essentials Group Specials during the PrepTember sale.
[01:52:46.462 --> 01:52:47.704]  Now through September 30th.
[01:52:47.844 --> 01:52:54.534]  Call 800-999-1863 for exceptional customer service and BePrepared.com's low price guarantee.
[01:52:54.694 --> 01:52:54.974]  That's 800-999-1863.
[01:52:55.014 --> 01:52:55.595]  The choice is clear.
[01:52:55.615 --> 01:52:56.597]  Be unprepared or BePrepared.com.
[01:53:03.334 --> 01:53:09.515]  After 22 years of nutritional counseling, I've witnessed that a lot of illness can be linked to toxins and deficiencies combined.
[01:53:09.535 --> 01:53:16.077]  Improving your liver function and restoring your cells' ability to detoxify is essential to achieving radiant health.
[01:53:16.517 --> 01:53:20.438]  Listen to the real-world results of Doug and his wife after taking One World Way.
[01:53:20.698 --> 01:53:21.938]  My name is Doug Diderot.
[01:53:22.098 --> 01:53:24.919]  For years, I had an ongoing rash with itching around my eyes.
[01:53:25.179 --> 01:53:28.580]  This was due to metal dust particles landing on my face in the workplace.
[01:53:29.060 --> 01:53:35.306]  After being on One World Way for two weeks, I began to have a severe rash and itching sensation around my eyes.
[01:53:35.746 --> 01:53:40.751]  This rash and itching lasted for five weeks and is now 100% gone.
[01:53:41.171 --> 01:53:48.158]  Additionally, without extra exercise, I've also increased my muscle size and my wife has lost weight and gained a more attractive figure.
[01:53:48.678 --> 01:53:48.958]  Call 888-988-3325.
[01:53:48.978 --> 01:53:49.218]  That's 888-988-3325.
[01:53:49.238 --> 01:53:49.278]  888-988-3325.
[01:53:49.298 --> 01:53:50.039]  Or visit oneworldway.com.
[01:53:50.059 --> 01:53:50.819]  That's oneworld, W-H-E-Y dot com.
[01:54:11.435 --> 01:54:18.882]  We've got on the line a returning veteran from, I believe, maybe, maybe Desert Storm.
[01:54:19.042 --> 01:54:20.203]  Well, he'll tell us in a second.
[01:54:20.263 --> 01:54:21.424]  This is the Alex Jones Show.
[01:54:21.444 --> 01:54:29.111]  We're continuing our conversation with callers about GMO and how we're all being soft killed using food as a weapon.
[01:54:29.151 --> 01:54:33.435]  But this individual was injected with experimental vaccines.
[01:54:33.455 --> 01:54:36.357]  It says he now has 10 diseases.
[01:54:36.377 --> 01:54:37.678]  Is it Tim?
[01:54:37.798 --> 01:54:38.219]  Is that your name?
[01:54:39.744 --> 01:54:40.985]  Okay, Tim, you're back on air.
[01:54:41.005 --> 01:54:41.425]  Go ahead.
