[00:00:00.109 --> 00:00:01.490]  A really good idea.
[01:55:31.765 --> 01:55:34.946]  And everybody thought it was Al-Qaeda, was running around in fear and not going to work.
[01:55:35.006 --> 01:55:39.228]  And the government had to say, oh no, it's okay, it's not Al-Qaeda.
[01:55:40.388 --> 01:55:43.370]  See, just everything's Al-Qaeda now, because Jack Bauer says so.
[01:55:43.390 --> 01:55:50.953]  Because every major TV show that's a drama is about how you torture people and it's good, and secret police are good, and there's terrorists everywhere.
[01:55:51.233 --> 01:55:59.196]  But in the real world, our borders are wide open and they're giving the illegals amnesty, and major pizza chains in Texas are taking pesos now.
[01:56:00.339 --> 01:56:03.701]  Mexican troops are overrunning our troops who run in cowardly fear.
[01:56:03.721 --> 01:56:08.684]  This is the type of news I have in front of me.
[01:56:09.545 --> 01:56:12.627]  And Israel is saying, yeah, we may go ahead and nuke Iran.
[01:56:12.647 --> 01:56:13.748]  That's coming up in the next hour.
[01:56:14.088 --> 01:56:15.749]  And I want to talk about that in some detail.
[01:56:16.490 --> 01:56:27.897]  But I cannot stress how bad it is all over the country to have armed police running drills unannounced, terrorizing children.
[01:56:29.471 --> 01:56:31.552]  Where they put guns in their head and have them line up.
[01:56:31.652 --> 01:56:35.054]  That is trauma-based mind control, period.
[01:56:35.134 --> 01:56:36.155]  And is outrageous!
[01:56:37.095 --> 01:56:41.678]  It's as outrageous or more outrageous as cameras in the bathrooms.
[01:56:42.858 --> 01:56:45.320]  Remember the case in Tennessee where they had them in the girls' shower?
[01:56:45.720 --> 01:56:48.862]  And the away team came and ran out screaming and yelling.
[01:56:48.902 --> 01:56:49.782]  It was a big scene.
[01:56:50.102 --> 01:56:53.244]  And the police came and the principal said, what's the big deal?
[01:56:53.264 --> 01:56:54.925]  Of course we have cameras in the showers.
[01:56:56.830 --> 01:56:58.952]  Everywhere must be surveilled for your safety.
[01:56:59.512 --> 01:57:01.493]  See, at that school, everybody was normal!
[01:57:02.154 --> 01:57:03.475]  Because they were a bunch of freaks!
[01:57:03.915 --> 01:57:06.697]  But normal people still freaked out and screamed!
[01:57:08.118 --> 01:57:17.684]  I mean, imagine you're in a public shower, let's say at the gym, or back when you were in school at the field house, and you look up and there's a camera in the shower.
[01:57:18.732 --> 01:57:20.353]  You would not as a camera boy!
[01:57:20.373 --> 01:57:20.813]  Go on!
[01:57:21.033 --> 01:57:22.274]  No, no, no, no, no, no.
[01:57:22.394 --> 01:57:26.015]  Not in certain areas where the brainwashing has been brought forward.
[01:57:26.055 --> 01:57:26.815]  It's normal.
[01:57:26.995 --> 01:57:30.517]  It's normal to have officers come in and terrorize your child with a gun to their head.
[01:57:30.957 --> 01:57:32.158]  It's for their safety.
[01:57:32.178 --> 01:57:37.840]  They'll kinda, I mean... I mean, Harrison Kleibold in 99.
[01:57:38.580 --> 01:57:41.821]  On April 20th, I mean, they're gonna kill our children.
[01:57:41.842 --> 01:57:43.782]  I mean, we've gotta do it!
[01:57:44.763 --> 01:57:45.223]  See how...
[01:57:46.411 --> 01:57:50.192]  Oh, but somebody might email me and say, you're making a big deal out of it.
[01:57:50.252 --> 01:57:52.312]  It's not that... It's a huge deal!
[01:57:53.352 --> 01:57:54.532]  What is wrong with you?
[01:57:54.893 --> 01:58:07.555]  Fake nuclear spills and fake terror attacks that they announce after the Factor drills, or they'll do it really sneaky on 60 Minutes, and have also seen it on Nightline.
[01:58:08.095 --> 01:58:10.775]  At the very start, they will say, this is a dramatization, blah, blah, blah.
[01:58:10.935 --> 01:58:13.756]  And then they just go into a whole 30-minute, hour-long news piece
[01:58:15.518 --> 01:58:16.319]  Nightline really did it.
[01:58:16.339 --> 01:58:22.760]  It was a five-night piece where the terrorists have hit and are destroying and the bioweapons spreading.
[01:58:23.360 --> 01:58:26.681]  And they would show real footage and wouldn't say it was fake until the end.
[01:58:26.701 --> 01:58:28.202]  And of course it created hysteria.
[01:58:28.462 --> 01:58:32.763]  They want to hit you and have that psychological effect that it's real.
[01:58:33.883 --> 01:58:36.584]  To the point of you're a bunch of ninnying creatures.
[01:58:37.004 --> 01:58:41.865]  Why do you think they have drills all over the country of Delta Force coming in and taking over city halls?
[01:58:42.947 --> 01:58:44.728]  They told Thomas Sanchez in Kingsville.
[01:58:45.448 --> 01:58:45.988]  I interviewed him.
[01:58:46.389 --> 01:58:47.529]  Emergency Management Chief.
[01:58:47.789 --> 01:58:49.910]  They told him this is for takeover of America.
[01:58:51.151 --> 01:58:53.852]  I don't need the inside documents to know that.
[01:58:53.892 --> 01:58:55.033]  Of course that's what it's for.
[01:58:56.794 --> 01:58:58.254]  It's to condition the public.
[01:58:58.995 --> 01:59:00.976]  And it's to train the military this is okay.
[01:59:01.016 --> 01:59:04.017]  Do you like being conditioned for total takeover, folks?
[01:59:04.497 --> 01:59:05.418]  Because it's happening.
[01:59:06.178 --> 01:59:07.719]  They're not playing games.
[01:59:08.159 --> 01:59:10.260]  And you should be hopping mad.
[01:59:13.050 --> 01:59:17.338]  Order a copy of this show for your friends and family at GCNlive.com or call 877-300-7645.
[01:59:22.782 --> 01:59:27.866]  Black Berkey purification elements are more powerful than any gravity filter element on the market.
[01:59:27.946 --> 01:59:35.251]  These awesome elements are used in Berkey purification systems and they can also be used to upgrade most other gravity filtration systems.
[01:59:35.411 --> 01:59:46.019]  They can purify raw, untreated water by removing pathogenic bacteria, cysts, parasites, trihalomethanes, and chemicals such as chlorine, atrazine, styrene, and MTBE.
[01:59:46.239 --> 01:59:50.742]  These elements also reduce unwanted heavy metals such as lead, mercury, and aluminum.
[01:59:51.062 --> 01:59:54.805]  Unbelievably, they even remove small micro-particulate from all minerals.
[01:59:56.227 --> 02:00:06.095]  Moreover, because they are recleanable, black Berkey elements are more economical than the standard disposable elements, providing fresh, pure water for less than 2 cents per gallon.
[02:00:06.115 --> 02:00:11.019]  Get a 2-pack for only $99 or a 4-pack for only $188 by calling New Millennium at 888-803-4438.
[02:00:11.059 --> 02:00:13.301]  That's 888-803-4438 or order on the web at berkeywater.com.
[02:00:22.125 --> 02:00:24.047]  Waging war on corruption.
[02:00:24.527 --> 02:00:27.309]  Alex Jones on the GCN Radio Network.
[02:00:33.837 --> 02:00:34.477]  Big Brother.
[02:00:35.138 --> 02:00:36.198]  Mainstream media.
[02:00:36.919 --> 02:00:38.019]  Government cover-ups.
[02:00:38.679 --> 02:00:39.480]  You want answers?
[02:00:40.260 --> 02:00:41.200]  Well, so does he.
[02:00:41.801 --> 02:00:45.502]  He's Alex Jones on the GCN Radio Network.
[02:00:45.983 --> 02:00:50.105]  And now, live from Austin, Texas, Alex Jones.
[02:00:55.807 --> 02:00:56.828]  Alright, third hour.
[02:00:57.448 --> 02:00:58.429]  Wide open phones.
[02:00:59.789 --> 02:01:01.390]  They're open discussions of Israel.
[02:01:02.512 --> 02:01:04.333]  Using nuclear weapons on Iran.
[02:01:04.894 --> 02:01:07.575]  We, of course, covered this a year ago, but now it's back in the news.
[02:01:08.216 --> 02:01:10.477]  Open discussions of going to war with Iran.
[02:01:12.479 --> 02:01:13.759]  Right now, let's go back to your calls.
[02:01:13.979 --> 02:01:15.921]  Roger in Key West, but holding patiently.
[02:01:16.221 --> 02:01:17.242]  You're on the air, Roger.
[02:01:17.282 --> 02:01:17.642]  Thank you.
[02:01:18.402 --> 02:01:18.903]  Hi, Alex.
[02:01:19.223 --> 02:01:19.483]  Hi.
[02:01:21.324 --> 02:01:25.647]  Man, I'll tell you, I just started listening to you in the last few months.
[02:01:25.667 --> 02:01:31.631]  A friend of mine, she's a big fan of yours, and actually she's sending you some things on
[02:01:32.250 --> 02:01:36.551]  You know that owl that you witnessed in Bohemian Grove?
[02:01:38.172 --> 02:01:41.173]  Yes.
[02:01:42.653 --> 02:01:45.514]  It seems to be everywhere now that she's pointed it out.
[02:01:45.734 --> 02:01:50.876]  And that little Japanese doll, Kinkajou or Pinkajou or whatever it is.
[02:01:51.116 --> 02:01:52.136]  Pinkajou, yeah, whatever.
[02:01:52.156 --> 02:01:53.036]  Yeah, Pinkajou.
[02:01:53.696 --> 02:01:55.797]  She showed me that the other day in a similarity.
[02:01:55.837 --> 02:01:58.538]  She's got this whole collage she's emailing you, so you might
[02:01:59.950 --> 02:02:07.853]  Well, one of their symbols is the pyramid, the other is an all-seeing eye with a pyramid, triple sixes together, and the owl.
[02:02:08.354 --> 02:02:12.395]  The owl, of course, is Lilith and other things in mythology.
[02:02:13.116 --> 02:02:14.576]  Right, and it's on the dollar bill.
[02:02:14.696 --> 02:02:15.677]  It's everywhere.
[02:02:16.117 --> 02:02:18.158]  Yeah, so I was like, I was just blown away.
[02:02:18.258 --> 02:02:24.841]  I'm from Canada, but I've been living down here for a little over ten years, and I was very skeptical.
[02:02:24.961 --> 02:02:28.182]  She's been, you know, dogging me and all this stuff, and I finally started
[02:02:29.068 --> 02:02:29.929]  Looking at a few things.
[02:02:29.989 --> 02:02:32.810]  I watched 9-11 Mysteries, and I was just like, oh my God.
[02:02:32.870 --> 02:02:38.793]  Then Conspiracy of Silence, and it just started on and on.
[02:02:39.434 --> 02:02:46.037]  But I don't know if you... Have you read a book by Anatoly Fomenko called History, Fiction, or Science?
[02:02:46.698 --> 02:02:47.558]  No, but I've heard of it.
[02:02:48.359 --> 02:02:50.620]  Oh, man, you have to read that.
[02:02:51.380 --> 02:02:55.483]  You know, George Orwell said, who controls the past controls the future.
[02:02:55.583 --> 02:02:55.843]  Yes.
[02:02:56.303 --> 02:02:57.784]  The present controls the past.
[02:02:58.821 --> 02:03:01.422]  And, uh, this just makes a lot of sense.
[02:03:01.442 --> 02:03:04.882]  You read this book and I've always been a history buff.
[02:03:05.863 --> 02:03:21.026]  And, uh, you know, we always had questions on, you know, certain things that just didn't fit, especially when you go into medieval, um, before that from what they say is, you know, 1100 back to the birth of Christ.
[02:03:21.506 --> 02:03:25.907]  So, uh, too many, uh, open holes there.
[02:03:27.243 --> 02:03:28.744]  And that just raised a lot of questions.
[02:03:28.764 --> 02:03:31.005]  But when I read this book, I was just blown away.
[02:03:31.405 --> 02:03:32.286]  And he backs it up.
[02:03:32.306 --> 02:03:33.466]  This guy's a mathematician.
[02:03:33.486 --> 02:03:34.487]  He's not a historian.
[02:03:35.267 --> 02:03:46.513]  And he got into it with, you know, his evidence was based on, you know, eclipses and other astral events.
[02:03:46.913 --> 02:03:51.795]  And it just blows you away when you start... His evidence of what?
[02:03:54.055 --> 02:03:58.458]  He shows how the Catholic Church, you've heard of the Council of Trent?
[02:03:59.398 --> 02:03:59.698]  Yes.
[02:04:00.619 --> 02:04:07.082]  And he shows how all of our history is really based on this Scaliger.
[02:04:08.023 --> 02:04:13.886]  He was basically a scriber for the Catholic Church back in the 14-1500s.
[02:04:14.806 --> 02:04:22.991]  His father, coincidentally, was named Julius Caesar Scaliger, and so he wrote
[02:04:23.649 --> 02:04:27.550]  Basically everything, he fictionalized our history.
[02:04:29.610 --> 02:04:51.636]  And it all seemed to start from around 1259 when there was a huge volcanic explosion that caused most of the civilizations to go back centuries or millennia from starving, the crops and everything failing.
[02:04:53.504 --> 02:04:54.184]  Yeah, well you see, that's just it.
[02:04:54.204 --> 02:04:57.525]  If you start reading this book, the Roman Empire and everything kind of falls into the same time as...
[02:05:13.660 --> 02:05:15.402]  Listen, I really appreciate your call.
[02:05:15.442 --> 02:05:16.323]  I'll let them check into that.
[02:05:16.363 --> 02:05:17.104]  Thanks for the call.
[02:05:17.565 --> 02:05:21.830]  We'll be right back and we'll talk to Linda, Rick, Rob, and others.
[02:05:22.210 --> 02:05:25.755]  And I'm going to get into what's happening with the war drums for Iran.
[02:05:32.933 --> 02:05:38.377]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[02:05:38.738 --> 02:05:46.404]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:05:47.088 --> 02:05:54.150]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:05:54.531 --> 02:06:05.934]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[02:06:06.275 --> 02:06:09.776]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
