[00:00:00.029 --> 00:00:01.021]  Bidding talk rates.
[01:47:49.732 --> 01:47:50.152]  Nowhere else.
[01:47:50.192 --> 01:47:51.373]  It's just completely... Oh, that's funny.
[01:47:51.713 --> 01:47:55.856]  Certified documents in the lawsuits that they said, this has... all has AIDS in it.
[01:47:56.156 --> 01:47:57.277]  Just don't tell anybody.
[01:47:57.317 --> 01:47:59.098]  It'll give everybody AIDS, but just do it.
[01:47:59.479 --> 01:48:00.760]  And then everybody they gave AIDS to.
[01:48:01.300 --> 01:48:01.900]  In vaccines.
[01:48:02.501 --> 01:48:02.681]  Mm-hmm.
[01:48:03.541 --> 01:48:03.722]  Mm-hmm.
[01:48:03.862 --> 01:48:04.282]  Oh, yes.
[01:48:04.362 --> 01:48:05.063]  Oh, absolutely.
[01:48:06.043 --> 01:48:10.887]  And almost every vaccine out there, when it's been tested by independent labs, has cancer viruses in it.
[01:48:11.267 --> 01:48:12.428]  Hundreds and hundreds of reports.
[01:48:12.788 --> 01:48:15.770]  So what we're doing is we're creating a huge page that's going to get bigger and bigger.
[01:48:16.721 --> 01:48:19.203]  And it's going to start out with, here's the basic facts.
[01:48:20.965 --> 01:48:30.913]  Vaccines are dangerous, they're filled with all these different toxins, and there's no law you have to take them, so even if you believe they're good for you, why is the media and government lying and saying it's the law when it's not?
[01:48:31.193 --> 01:48:34.856]  You should start from that point and go, wait a minute, they're lying to me about that.
[01:48:36.778 --> 01:48:43.343]  And then move into, B, there is still mercury in them and they have increased it.
[01:48:44.064 --> 01:48:44.464]  And then C,
[01:48:46.753 --> 01:48:52.356]  In the Western world, the graph is, you lay them over each other, they're exactly the same, because it's the same globalist, same operation.
[01:48:54.097 --> 01:48:58.780]  Same social network, same governmental system, all run by the same social engineers.
[01:48:59.360 --> 01:49:01.782]  Australia, Canada, US, New Zealand, England.
[01:49:02.242 --> 01:49:04.163]  You lay the graphs over, they're almost identical.
[01:49:05.003 --> 01:49:10.146]  In the 20s, mass irrigation comes in, mass sanitation, no more sewers down the middle of the street.
[01:49:12.168 --> 01:49:14.589]  Communicable diseases plunge by over 90%.
[01:49:15.009 --> 01:49:16.410]  Then vaccines are introduced,
[01:49:17.713 --> 01:49:24.659]  It goes up a little, the diseases, the communicable diseases, and it happens to be the ones that the shots are involved with, they're actually just giving it to you.
[01:49:27.161 --> 01:49:37.889]  Evidence shows that earlier vaccines caused the polio epidemic, that's major reports by the way, and then you see heavy vaccination becomes popularized in the 60s, it goes back up!
[01:49:38.675 --> 01:49:44.297]  So we're going to have those graphs for you, and then we're going to get into the eugenics, why they're doing it to you.
[01:49:44.617 --> 01:49:51.759]  So there's one stop shop for free, so you can tell everybody where to go to learn.
[01:49:52.299 --> 01:49:57.581]  We'll get back, I'm going to get more into vaccines, and I'm going to beg you to do something.
[01:49:59.261 --> 01:50:00.682]  It is a big idea.
[01:50:01.742 --> 01:50:02.782]  A new world order.
[01:50:03.503 --> 01:50:07.744]  In the near future, Earth is dominated by a power.
[01:50:08.402 --> 01:50:10.143]  It's known as the Bilderberg.
[01:50:10.364 --> 01:50:13.486]  Wasn't their objective to be world domination?
[01:50:14.006 --> 01:50:16.428]  For thousands of years, their dark order grew.
[01:50:17.189 --> 01:50:24.514]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[01:50:27.532 --> 01:50:32.536]  For the first time in history, the elite's plan for world government is blown wide open.
[01:50:32.996 --> 01:50:36.478]  You will learn the secret that drives the entire New World Order agenda.
[01:50:36.859 --> 01:50:39.380]  Bill Burgess makes great progress in order world government.
[01:50:39.420 --> 01:50:40.561]  Most people have no idea.
[01:50:40.581 --> 01:50:41.342]  They're not after money.
[01:50:41.362 --> 01:50:42.422]  They have all the money they need.
[01:50:42.623 --> 01:50:43.403]  They're after power.
[01:50:43.623 --> 01:50:44.484]  That's what they're after, isn't it?
[01:50:44.784 --> 01:50:49.327]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[01:50:49.527 --> 01:50:52.970]  Or watch it online right now at PrisonPlanet.tv.
[01:50:53.130 --> 01:50:55.912]  In Game, blueprint for global enslavement.
[01:50:56.232 --> 01:50:57.473]  You have been warned.
[01:50:58.393 --> 01:51:02.995]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[01:51:03.195 --> 01:51:07.637]  It provides you with purified water, light, power, and communications ability.
[01:51:07.837 --> 01:51:21.843]  The Security Pack includes a Berkey Light Water Purifier, an LED Base, two Berkey Sport Filtration Bottles, the Berkey Battery Adapter, the Berkey MP Solar Charger, as well as a backup set of two Black Berkey Purification Elements.
[01:51:22.083 --> 01:51:41.266]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy lighting, backup battery power for your Berkey LEDs, free long-term solar power for communications devices such as radios, walkie-talkies, and cell phones, as well as power for small applications.
[01:51:41.486 --> 01:51:45.087]  Get the one-stop solution for your emergency and everyday needs.
[01:51:45.247 --> 01:51:47.908]  The Berkey Security Pack, a retail value of $518 for only $399.
[01:51:50.768 --> 01:51:52.414]  By calling New Millennium at 888-803-4438.
[01:51:52.474 --> 01:51:53.538]  Not yet available in Iowa.
[01:51:58.078 --> 01:52:00.619]  Hemp, the superfood for you and your family.
[01:52:01.019 --> 01:52:04.300]  Hemp has nutritional values that far exceed any known plant.
[01:52:04.780 --> 01:52:08.201]  Hemp, used for food, clothing, and shelter since time began.
[01:52:08.561 --> 01:52:15.663]  Hemp, this God-given food source is controlled by your government, making it not legal to grow for American people and farmers, but legal to import.
[01:52:16.003 --> 01:52:19.244]  Our founding fathers grew hemp because they knew of the benefits it offered.
[01:52:19.524 --> 01:52:23.105]  The protein powder, seeds, and oil are available through hempusa.org.
[01:52:23.285 --> 01:52:23.865]  I think so.
[01:52:49.022 --> 01:52:49.262]  Help.
[01:52:49.703 --> 01:52:49.983]  Shop.
[01:52:50.283 --> 01:52:51.644]  At HempUSA.org.
[01:52:51.844 --> 01:52:52.905]  We do not charge for shipping.
[01:52:52.965 --> 01:52:54.947]  That's 908-691-2608.
[01:52:55.528 --> 01:52:57.549]  Or go to HempUSA.org today.
[01:53:03.474 --> 01:53:05.496]  Alright, welcome back.
[01:53:05.656 --> 01:53:12.462]  When I start the next hour, I'm going to continue with the vaccine discussion and all the news I haven't gotten to, and then play a bunch of audio clips.
[01:53:13.223 --> 01:53:17.006]  And maybe I won't take calls.
[01:53:21.620 --> 01:53:31.307]  I'm going to plug some important things and then I'm going to get into the help I need from you.
[01:53:31.447 --> 01:53:33.889]  It's in your hands.
[01:53:35.330 --> 01:53:36.991]  You control our destiny.
[01:53:37.631 --> 01:53:39.112]  You have the power.
[01:53:39.973 --> 01:53:41.834]  And I want to see you unleash it.
[01:53:44.416 --> 01:53:45.817]  I want to go after our enemies.
[01:53:46.758 --> 01:53:49.660]  I want to show everybody who they are and pull aside their veils.
[01:53:50.720 --> 01:53:55.182]  Until they stand naked before us in all their horror and all their evil.
[01:53:56.182 --> 01:53:58.483]  So people can recognize what our enemies are.
[01:53:58.503 --> 01:54:01.224]  And then they can fall.
[01:54:01.244 --> 01:54:04.225]  And it's a long way they're going to be falling.
[01:54:06.926 --> 01:54:09.047]  We have to literally take the power.
[01:54:09.287 --> 01:54:11.608]  We have to literally energize and take action.
[01:54:11.648 --> 01:54:16.069]  We have to literally get the moral authority and stand up and take action.
[01:54:16.510 --> 01:54:17.230]  It's called will!
[01:54:22.637 --> 01:54:23.898]  I'll tell you about a great sponsor.
[01:54:24.078 --> 01:54:25.659]  It's InnerFood, ladies and gentlemen.
[01:54:25.759 --> 01:54:27.360]  And that's just one of their great products.
[01:54:27.420 --> 01:54:28.260]  It's a green food.
[01:54:28.440 --> 01:54:29.281]  I take it every day.
[01:54:29.341 --> 01:54:30.501]  Balanced energy all day long.
[01:54:30.541 --> 01:54:31.202]  Greater stamina.
[01:54:31.542 --> 01:54:32.002]  Weight loss.
[01:54:32.262 --> 01:54:33.403]  20 power packed ingredients.
[01:54:33.443 --> 01:54:34.404]  Greater mental clarity.
[01:54:34.424 --> 01:54:36.945]  If you don't know what green foods are, you need to find out and they're the best.
[01:54:37.285 --> 01:54:38.286]  Reduce food cravings.
[01:54:38.306 --> 01:54:39.186]  Healthy radiant skin.
[01:54:39.206 --> 01:54:40.627]  Helps maintain healthy cholesterol levels.
[01:54:40.927 --> 01:54:41.808]  Improve liver function.
[01:54:41.848 --> 01:54:42.568]  Healthy blood sugar.
[01:54:42.628 --> 01:54:43.529]  Immune system support.
[01:54:44.169 --> 01:54:45.010]  Improve digestion.
[01:54:45.050 --> 01:54:45.830]  Detoxing effects.
[01:54:45.870 --> 01:54:46.530]  Colon cleansing.
[01:54:46.691 --> 01:54:47.311]  On and on and on.
[01:54:48.809 --> 01:54:49.529]  It's great stuff, folks!
[01:55:03.387 --> 01:55:04.048]  1-866-762-9238.
[01:55:04.228 --> 01:55:05.068]  Call them.
[01:55:05.209 --> 01:55:05.729]  Get 10% off.
[01:55:05.889 --> 01:55:10.333]  Tell them that Alex Jones sent you.
[01:55:10.353 --> 01:55:13.656]  866-762-9238 or enerfood.com.
[01:55:13.896 --> 01:55:15.998]  Go to prisonplanet.com on the right hand side.
[01:55:16.519 --> 01:55:19.762]  Link through there on the InterFood banner and go to the sub page.
[01:55:19.782 --> 01:55:21.263]  It gives you 10% off right there.
[01:55:21.803 --> 01:55:24.946]  Automatically and order in bulk and get another 20% off.
[01:55:25.947 --> 01:55:26.687]  We're good to go.
[01:55:55.505 --> 01:56:01.429]  And I'm here to tell you right now that you need to go to eFoodsDirect.com, the J. Michael Stevens Group.
[01:56:01.769 --> 01:56:06.532]  Listen to Steve Schenck, the owner of this great radio show after my Sunday show at 6 p.m.
[01:56:07.132 --> 01:56:08.193]  here on the Genesis Network.
[01:56:09.119 --> 01:56:21.131]  And the number to call, get a free catalog, or order a two-month supply, emergency backup, a year's supply, whatever you'd like, incredibly inexpensive, incredible high quality, 1-800-409-5633, 1-800-409-5633, or efoodsdirect.com, and you cannot miss their great banners at infowars.com and prisonplanet.com.
[01:56:29.640 --> 01:56:30.581]  Just click on those.
[01:56:30.701 --> 01:56:31.401]  Go to their site.
[01:56:31.722 --> 01:56:33.543]  Do yourself and your family a favor.
[01:56:33.583 --> 01:56:34.103]  Take action.
[01:56:34.143 --> 01:56:35.404]  Stop drinking their poison water.
[01:56:35.765 --> 01:56:36.725]  Get storable foods.
[01:56:36.825 --> 01:56:39.427]  This is the longest continual operating company in the nation.
[01:56:39.768 --> 01:56:40.808]  I brought you the best folks.
[01:56:41.589 --> 01:56:45.772]  And if you got into gold, when I told you seven years ago, you'd increase it 125, 130%.
[01:56:45.832 --> 01:56:50.816]  I mean, it's a no-brainer, folks.
[01:56:51.036 --> 01:56:55.019]  They can shut down the highways and shut off the food right now, and I've got a year's supply for my whole family.
[01:56:59.457 --> 01:57:00.777]  And that's how the globalists control.
[01:57:01.037 --> 01:57:04.378]  If they go to full martial law, they'll shut things off and make you come to them.
[01:57:05.198 --> 01:57:07.299]  You see, this is a major ace in the hole.
[01:57:07.899 --> 01:57:10.240]  It's only one tool, but it's a key tool.
[01:57:10.260 --> 01:57:11.460]  Alright, I'm already digressing.
[01:57:11.780 --> 01:57:12.720]  eFoodsDirect.com.
[01:57:12.740 --> 01:57:15.001]  Alright, I meant to get into the vaccines.
[01:57:15.021 --> 01:57:15.921]  We're going to do that right now.
[01:57:15.941 --> 01:57:20.182]  I'm going to try to just break down the basic facts here in this new section we're building on.
[01:57:20.542 --> 01:57:21.602]  PrisonPlanet.com.
[01:57:21.622 --> 01:57:23.883]  We're going to duplicate it and clone it on TruthNews.us.
[01:57:25.183 --> 01:57:27.685]  And of course, InfoWars.com and JonesReport.com.
[01:57:28.025 --> 01:57:29.166]  And I'm going to ask you for your help.
[01:57:29.426 --> 01:57:30.987]  Solemnly, I'm going to ask you for your help.
[01:57:31.128 --> 01:57:33.689]  I'm begging you from my guts!
[01:57:34.170 --> 01:57:34.790]  And you know it!
[01:57:35.091 --> 01:57:36.191]  From my guts!
[01:57:38.693 --> 01:57:42.596]  If you would like a copy of this show, come to GCNlive.com and reserve it today.
[01:57:42.936 --> 01:57:43.717]  Or call toll-free 877-300-7645.
[01:57:54.893 --> 01:57:55.533]  Big Brother.
[01:57:56.194 --> 01:57:57.274]  Mainstream Media.
[01:57:57.954 --> 01:57:59.095]  Government cover-ups.
[01:57:59.715 --> 01:58:00.555]  You want answers?
[01:58:01.296 --> 01:58:02.216]  Well, so does he.
[01:58:02.856 --> 01:58:06.518]  He's Alex Jones on the GCN Radio Network.
[01:58:07.058 --> 01:58:11.160]  And now, live from Austin, Texas, Alex Jones.
[01:58:14.401 --> 01:58:17.382]  Alright, I got a news blitz with all the news I haven't covered coming up.
[01:58:17.442 --> 01:58:18.463]  I promise I'll get to it.
[01:58:19.671 --> 01:58:25.121]  Right now I'm talking about an absolute key area in our defense against the New World Order.
[01:58:26.884 --> 01:58:31.011]  We're creating a section up on PrisonPlanet.com that is going to have examples
[01:58:32.086 --> 01:58:39.211]  Of chemical, biological testing, killing the American people, radiological testing, killing the American people, sterilization in other countries.
[01:58:39.711 --> 01:58:48.517]  Bertrand Russell, another top globalist who helped set up the CPS and the current system we're under, saying that they wanted to use mercury and vaccines to brain damage us.
