[00:00:00.049 --> 00:00:01.150]  Do Our City Pass.
[02:01:45.610 --> 02:01:46.451]  How can I help you?
[02:01:46.911 --> 02:01:49.513]  We're all about that, you stupid twits.
[02:01:50.484 --> 02:01:51.305]  I'm just so mad.
[02:01:51.325 --> 02:01:53.607]  I just get so sick of even working with people.
[02:01:54.247 --> 02:01:56.369]  We're in a crisis here, ladies and gentlemen.
[02:01:57.190 --> 02:01:59.231]  And I just can't believe it.
[02:02:00.552 --> 02:02:06.437]  Let's go ahead now and catch more flies with honey than you do with vinegar.
[02:02:07.298 --> 02:02:08.519]  Nobody knows what I'm talking about.
[02:02:08.559 --> 02:02:09.960]  I'm an emotional person.
[02:02:10.280 --> 02:02:11.241]  It's just unbelievable.
[02:02:11.621 --> 02:02:13.383]  The crap I look at, I see every day.
[02:02:13.943 --> 02:02:17.226]  Just thank God that I'm walking with God or I couldn't do this.
[02:02:19.155 --> 02:02:19.976]  Let's go back to Stan.
[02:02:19.996 --> 02:02:23.419]  Stan, you were talking about how the New World Order wants to cause internal revolution.
[02:02:23.439 --> 02:02:23.799]  Go ahead.
[02:02:24.159 --> 02:02:32.166]  What they wanted to do was they wanted to insert riots and revolution and also they abolished Christianity in France.
[02:02:32.206 --> 02:02:33.387]  Very few people know that.
[02:02:33.447 --> 02:02:36.609]  They tried to go to a ten month calendar.
[02:02:37.110 --> 02:02:39.271]  They tried to change the days of the week to, what, nine?
[02:02:39.451 --> 02:02:39.912]  That's it.
[02:02:40.052 --> 02:02:40.792]  You're exactly right.
[02:02:40.953 --> 02:02:45.176]  They abolished Christianity and set up a goddess of reason, which was a prostitute, Alex.
[02:02:45.948 --> 02:02:48.189]  And I believe the same thing was what they were trying to do.
[02:02:48.209 --> 02:02:49.970]  Well, that goes back to the Greek temples, yeah.
[02:02:50.270 --> 02:03:00.095]  They were trying to do the same thing with the 70s, with the American Communist Party who infiltrated the Weberman Organization on the college campuses.
[02:03:01.276 --> 02:03:04.157]  Now remember, most communists are like Masons or any other group.
[02:03:04.177 --> 02:03:04.998]  That's right.
[02:03:05.138 --> 02:03:06.038]  They're well-meaning.
[02:03:06.078 --> 02:03:08.760]  They think they really are fighting the evil bankers.
[02:03:08.780 --> 02:03:10.221]  They don't know the bankers who are running them.
[02:03:10.641 --> 02:03:13.082]  They have to have these shooters.
[02:03:13.142 --> 02:03:14.743]  It's part of the anti-gun movement, too.
[02:03:15.251 --> 02:03:18.432]  Alex, but they have to create terrorism in this country to get what they want.
[02:03:18.452 --> 02:03:20.493]  Well, I mean, we've written a bunch of articles about it.
[02:03:20.533 --> 02:03:22.093]  You can't even chronicle all of it.
[02:03:23.474 --> 02:03:30.096]  But it was great to have all those students there on day one calling in great folks, you know, taking action.
[02:03:30.536 --> 02:03:32.737]  You've got some smart kids on that campus, Alex.
[02:03:32.777 --> 02:03:35.117]  Let me tell you real quick what we're doing down here in Missouri.
[02:03:35.638 --> 02:03:39.679]  We've got bikers, motorcycle bikers, that are organizing against
[02:03:40.837 --> 02:03:47.292]  Against child abuse and they're offering their services to protect these kids against child abuse and what we've seen happen at the college.
[02:03:49.514 --> 02:03:55.940]  Well, we just need to get guns back into the colleges, and then this guy might have killed five people, but he'd have gotten, you know, taken out by then.
[02:03:56.501 --> 02:03:59.023]  But these cowards don't go into areas where they know there's guns.
[02:03:59.063 --> 02:04:05.529]  They go to the victim disarmament zones, where basically all the legless sheep are.
[02:04:05.549 --> 02:04:11.414]  I mean, if you were a wolf, would you go try to take on a pack of sheep dogs, or would you try to go eat sheep?
[02:04:12.990 --> 02:04:14.811]  They go where people are most vulnerable.
[02:04:14.831 --> 02:04:16.272]  I actually make several good points.
[02:04:16.312 --> 02:04:19.994]  Like I told you last week, that's their targets, where people are most vulnerable.
[02:04:20.914 --> 02:04:23.315]  I hear you, and I really do appreciate you, my friend.
[02:04:23.735 --> 02:04:24.216]  Take care.
[02:04:25.496 --> 02:04:26.697]  Yeah, that's another great group.
[02:04:26.777 --> 02:04:31.059]  Again, I can't keep track of all these names, but his name's Matt Kazee.
[02:04:31.519 --> 02:04:32.480]  He called in before.
[02:04:32.540 --> 02:04:33.680]  I've seen his website.
[02:04:33.900 --> 02:04:40.003]  They have a big 9-11 truth group there at Virginia Tech, and the website is... We got links to it up on InfoWars and PresentPlanet.
[02:04:40.023 --> 02:04:40.924]  We wrote stories and
[02:04:42.107 --> 02:04:44.548]  And put links to all of their stuff.
[02:04:44.568 --> 02:04:47.089]  I mean, that's my whole point.
[02:04:47.109 --> 02:04:47.890]  That's what we do.
[02:04:48.430 --> 02:04:54.392]  We take news and reports and we put it up on our site and we literally feed all of these other sites.
[02:04:54.432 --> 02:04:55.933]  We build these sites.
[02:04:55.993 --> 02:05:05.377]  We literally take our huge sites, PrisonPlanet.com and Infowars.com and we energize everyone else that wants to work with us.
[02:05:06.437 --> 02:05:09.939]  We do nothing but promote and support them and then I get some locals calling me up going,
[02:05:10.712 --> 02:05:15.636]  And I tell you to try to not give us the attention we know you're in a big plan.
[02:05:15.656 --> 02:05:17.377]  And I go, who are you again?
[02:05:17.737 --> 02:05:19.338]  You know who we are.
[02:05:19.599 --> 02:05:20.219]  You know.
[02:05:20.299 --> 02:05:21.500]  And I'm like, no.
[02:05:21.760 --> 02:05:23.121]  Tell me exactly who?
[02:05:23.982 --> 02:05:25.403]  You know, it just makes me so mad.
[02:05:29.418 --> 02:05:38.485]  Now you can upgrade your existing gravity filter to remove chemicals such as triamethylenes, atrazine, benzene, chlorine, chloroform, and MTBE to below detectable limits.
[02:05:38.746 --> 02:05:49.975]  Black Berkey elements are so powerful, they remove pathogenic bacteria, cysts and parasites to non-detectable levels, and transform water, even raw stagnant pond water, into delicious crystal clear drinking water.
[02:05:50.315 --> 02:05:55.139]  Nitrates, nitrites, radon-222, unwanted heavy metals like lead, mercury, and aluminum,
[02:05:55.359 --> 02:05:55.519]  I think?
[02:06:14.189 --> 02:06:15.491]  Let's get a 2-pack, only $99, or a 4-pack, only $188.
[02:06:15.531 --> 02:06:16.092]  Call New Millennium 888-03-4438.
[02:06:16.132 --> 02:06:16.392]  That's 888-03-4438.
[02:06:16.492 --> 02:06:18.695]  Or order on the web at berkeywater.com.
[02:06:31.337 --> 02:06:36.762]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[02:06:37.143 --> 02:06:44.750]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:06:45.481 --> 02:06:52.526]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:06:52.927 --> 02:07:04.335]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[02:07:04.675 --> 02:07:08.198]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:07:08.638 --> 02:07:10.580]  It's an anthology of government crimes.
[02:07:10.900 --> 02:07:14.743]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:07:15.330 --> 02:07:22.795]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[02:07:29.562 --> 02:07:35.004]  This is Jack Blood with the Genesis Radio Network, and I have an urgent message for our listeners.
[02:07:35.424 --> 02:07:40.145]  The mass media keeps telling us that we are the richest, most powerful economy in the world.
[02:07:40.545 --> 02:07:43.186]  If this is true, why can't we pay our bills?
[02:07:43.666 --> 02:07:47.087]  Why is the United States the world's largest debtor nation?
[02:07:47.848 --> 02:07:52.189]  The truth is that we are in the worst debt bubble in our nation's history.
[02:07:52.629 --> 02:07:55.810]  When the bubble bursts, will you be able to feed your family?
[02:07:56.410 --> 02:07:59.251]  When the inevitable crash occurs, will you be ready?
[02:08:00.026 --> 02:08:02.168]  Call Whitehurst International at 1-888-892-6238.
[02:08:02.208 --> 02:08:04.309]  That's 1-888-892-6238 for the following two free reports.
[02:08:04.329 --> 02:08:04.670]  U.S.
[02:08:04.730 --> 02:08:06.391]  Debt Bubble Red Alert and Real Estate Crash.
[02:08:06.411 --> 02:08:06.711]  Call 1-888-8XANADU.
[02:08:06.731 --> 02:08:07.592]  That's 1-888-8XANADU.
[02:08:07.612 --> 02:08:08.152]  Ask for George.
[02:08:28.527 --> 02:08:30.708]  He's the T-Rex of political talk.
[02:08:31.289 --> 02:08:34.151]  Alex Jones on the GCN Radio Network.
[02:08:42.376 --> 02:08:45.558]  Alright, more of your calls coming up in the next segment.
[02:08:46.519 --> 02:08:50.661]  And I've also got some audio clips concerning truck bombs in 9-11.
[02:08:50.801 --> 02:08:52.182]  We'll be going over that.
[02:08:52.402 --> 02:08:56.085]  Also some international and national news concerning war propaganda.
[02:08:57.091 --> 02:09:00.472]  Right now though, popping in, a fellow Texan, D.V.
[02:09:00.552 --> 02:09:00.772]  Kidd.
[02:09:00.792 --> 02:09:02.753]  For those that don't know who she is, most of you do.
[02:09:03.293 --> 02:09:07.695]  D.V., tell us about News With Views that you write editorials for.
[02:09:07.735 --> 02:09:12.436]  Tell us about some of your websites, some of the work you're doing today.
[02:09:12.557 --> 02:09:19.399]  And then give us an update on the first day of this resistance to the North American Union and the Mexican truck drivers.
[02:09:20.382 --> 02:09:26.905]  Well, I'm a citizen activist just like you and all of the people that are listening and I've been at this for 17 years.
[02:09:27.165 --> 02:09:44.692]  I do write several times a week for newswithviews.com and my column that goes up tomorrow is on the so-called hate crimes legislation bill that's in Congress right now and also the latest one to take away the food supplements and of course I try to point out that
[02:09:45.598 --> 02:10:12.112]  The FDA drives their jurisdiction under international treaty and the Constitution only makes criminals four types of conduct and none of this falls under any of those treaties and it's a jurisdictional issue and of course on both of these bills these craven scoundrels in Congress are trying to once again use the interstate commerce clause as justification for so-called hate crime legislation which is absurd
[02:10:12.685 --> 02:10:21.127]  And I believe would be struck down by the courts as they did in Lopez versus the United States and Prince Mack on the Brady Bill versus the U.S.
[02:10:21.667 --> 02:10:26.508]  The United States Supreme Court said that Congress legislated outside their authority.
[02:10:27.048 --> 02:10:37.130]  But the only way it's going to get stopped is for everybody to pick up the telephone and call your House member and call your counterfeit senator and tell them to vote no on these bills.
[02:10:37.190 --> 02:10:38.330]  They're unconstitutional.
[02:10:38.849 --> 02:10:47.714]  And they don't have the right to take away our right, our God-given natural right, to take whatever vitamins and supplements that we want to take for our own bodies.
[02:10:48.075 --> 02:10:52.637]  That's right, they've got that, they've got hate crimes legislation, they've now reintroduced the assault weapons ban.
[02:10:53.378 --> 02:10:55.979]  Can you imagine what it's going to be like when Hillary's in there?
[02:10:56.900 --> 02:11:04.004]  Well, first of all, I think there's some constitutional issues with a woman serving as president, and I'm sure I'll make the poop list.
[02:11:05.865 --> 02:11:25.502]  I don't believe that a woman should ever be President, and I don't believe women should serve in the military, except in medical support roles, and I think that any man serving as President of the United States should serve in the military so they have a full understanding of what they're actually doing when they're the Commander-in-Chief.
[02:11:25.582 --> 02:11:32.448]  So, as far as Hillary Clinton, it's the machines and the machine itself, besides the electronic voting machines.
[02:11:32.915 --> 02:11:41.259]  That are going to decide, once again, because we have to remember that the Electoral College, the delegates are the one who chooses the president regardless of how we the people vote.
[02:11:41.819 --> 02:12:02.269]  So unless and until enough constitutionally minded individuals become delegates, whether you're a Republican, a Democrat, or Constitution Party, unless you become, we get enough delegates in these conventions to nominate somebody other than New World Order lapdogs, we're going to end up with the same results.
