[00:00:00.089 --> 00:00:00.549]  So much more.
[01:38:08.857 --> 01:38:28.695]  So, exactly what Revelations talks about, and so they believe it's a holy sacrament, and the United Nations Biological Diversity Assessment, in two separate assessments, 96 and 87, and these are in the film, and then we have a full bibliography at whatistheendgame.com or endgamethemovie.com, we have a bibliography where every
[01:38:28.695 --> 01:38:31.556]  The claim we make is a link to the document that the U.N.
[01:38:31.636 --> 01:38:44.541]  says, an official policy, and folks, this is so crazy, I know it's hard to believe, do not believe me, check it out, they say, we need to bring back human sacrifice, we need to have staged wars, we need to have staged famine, this is an official U.N.
[01:38:44.561 --> 01:38:49.803]  policy, to serve Gaia to reduce the world's population by 80%.
[01:38:51.224 --> 01:39:01.249]  Now again, some say 90, some say all, but they are the minority that runs the universities, runs the bioethics boards.
[01:39:01.429 --> 01:39:06.912]  In 1945, they were embarrassed by Hitler, who picked up eugenics in the US and England.
[01:39:07.432 --> 01:39:12.016]  And gave awards to Margaret Singers, got awards, IBM chief Thomas Watson gave awards.
[01:39:12.437 --> 01:39:18.202]  The systems where they put the barcodes on the Jews and others, that was an IBM punch card computer.
[01:39:18.542 --> 01:39:22.726]  They'd put in their weight, their age, should they go to a work camp and be worked to death, should they just be killed.
[01:39:23.386 --> 01:39:23.927]  Out of hand.
[01:39:40.579 --> 01:39:41.139]  I think so.
[01:39:56.084 --> 01:39:56.144]  Yes.
[01:40:27.165 --> 01:40:31.687]  Well, Alex, you know, we've been seeing some major catastrophes taking thousands and thousands of lives.
[01:40:31.707 --> 01:40:36.269]  A couple of years ago we had the tsunami in Sumatra, now we've got the cyclone in Myanmar.
[01:40:50.356 --> 01:40:54.239]  China has some earthquakes, we've got tornadoes, hurricanes.
[01:40:54.659 --> 01:41:03.144]  Do you think, maybe through HAARP or through some other fiendish method, that this is part of this plan to reduce the population of planet Earth?
[01:41:04.505 --> 01:41:12.410]  I know that the Times of London today is reporting that the majority of Chinese in polls believe that the earthquake that they were just hit by was staged.
[01:41:12.970 --> 01:41:13.911]  Let me just put it this way.
[01:41:14.722 --> 01:41:17.205]  I don't know what caused Sumatra.
[01:41:18.626 --> 01:41:25.993]  I don't know what just caused the Burmese, or Myanmar as the military junta has now renamed it.
[01:41:26.554 --> 01:41:27.415]  I don't know what caused that.
[01:41:27.435 --> 01:41:31.799]  It could be natural, could be God, could be the New World Order, who wants to play God.
[01:41:32.880 --> 01:41:37.644]  In 1997 in Army Times, and I covered it on the radio at the time, I had THE Army Times.
[01:41:37.684 --> 01:41:38.785]  It was mailed to me from Fort Hood.
[01:41:39.105 --> 01:41:43.289]  Not just an internet, I mean I had THE Army Times, and I'd love to find a video of this.
[01:41:43.709 --> 01:41:45.050]  I'm told it was at a press conference.
[01:41:46.131 --> 01:41:50.615]  He, uh, Secretary of Defense William Cullen gets up and says, we have earthquake weapons,
[01:41:51.335 --> 01:41:52.516]  Others have earthquake weapons.
[01:41:52.556 --> 01:41:53.898]  He called them tectonic weapons.
[01:41:54.358 --> 01:41:55.399]  We have weather weapons.
[01:41:55.479 --> 01:41:56.440]  Others have weather weapons.
[01:41:56.500 --> 01:41:59.423]  And then, two years ago, it was declassified that the U.S.
[01:41:59.463 --> 01:42:06.150]  government could create, control, lessen, strengthen hurricanes, typhoons, cyclones, tornadoes,
[01:42:06.770 --> 01:42:16.377]  Certified Stanford Research Institute, Naval War Laboratory, 1967, been done by 1965, and I then interviewed Ben Livingston.
[01:42:16.398 --> 01:42:22.942]  I was reading the secret documents, and it said Ben Livingston, he was 80-something years old, still alive, runs a major weather modification company.
[01:42:23.937 --> 01:42:24.217]  I don't
[01:42:40.374 --> 01:42:42.075]  Hurricane busters who go into them.
[01:42:42.955 --> 01:42:47.437]  And he was the guy that flooded the Ho Chi Minh Trail, leading squadrons spraying the clouds.
[01:42:47.817 --> 01:42:50.258]  And that's with 40s technology.
[01:42:50.998 --> 01:42:56.620]  They can make it rain 10 feet of water out of a cloudless sky with just eight planes, he said.
[01:42:57.041 --> 01:42:58.601]  But they do have HAARP.
[01:42:58.621 --> 01:43:00.142]  A lot of that's been declassified.
[01:43:00.482 --> 01:43:02.883]  And so, yes, they do have these technologies.
[01:43:03.363 --> 01:43:04.303]  Is that what's happening?
[01:43:04.504 --> 01:43:04.984]  I don't know.
[01:43:05.344 --> 01:43:07.925]  We're now having earthquakes where we've never seen them in Illinois.
[01:43:08.405 --> 01:43:11.086]  Huge earthquakes all over the world in strange places.
[01:43:11.786 --> 01:43:12.327]  It's bizarre.
[01:43:13.347 --> 01:43:16.648]  Our guest is Alex Jones, and we're talking about the New World Order.
[01:43:16.969 --> 01:43:20.390]  Once free nations will be slaves to a tiny elite.
[01:43:20.850 --> 01:43:23.011]  The plan is to eliminate the middle class.
[01:43:23.171 --> 01:43:25.792]  Every form of independence will be eliminated.
[01:43:26.232 --> 01:43:29.994]  Supercomputers will record every action of every human being.
[01:43:30.054 --> 01:43:31.195]  Conspiracy theory?
[01:43:31.655 --> 01:43:32.215]  Not at all.
[01:43:32.295 --> 01:43:34.496]  Our guest Alex Jones is laying out the facts.
[01:43:34.896 --> 01:43:36.358]  And they are brutal.
[01:43:36.838 --> 01:43:41.682]  Alex, what about the concentration camps that we hear about being built in America?
[01:43:41.922 --> 01:43:44.044]  Is there such a thing as concentration camps?
[01:43:44.545 --> 01:43:49.429]  Well, before the days of the Internet with access to all the newspapers of the world, it was a rumor.
[01:43:49.489 --> 01:43:57.556]  But then in 86 it was admitted that there was a plan by Oliver North and the neocons, and of course the Democrats as well.
[01:43:57.616 --> 01:43:58.477]  It's bipartisan.
[01:43:58.957 --> 01:44:01.360]  And it did come out in Miami Papers and others at the time.
[01:44:02.200 --> 01:44:09.364]  To claim they were going to arrest illegal aliens, which then it was popular, just like Hitler went after a group that was popular to go after, but then really it was everybody.
[01:44:09.644 --> 01:44:12.265]  First they came for this group, then they came for that group, then they came for me.
[01:44:13.026 --> 01:44:20.990]  And Rex 84 was to have a military dictatorship come out, take over, put us in FEMA camps, anybody that disagreed,
[01:44:21.650 --> 01:44:27.252]  And that was a repeat of Kermit Roosevelt and some stuff he had been planning to try.
[01:44:27.332 --> 01:44:32.514]  And that went back to Bush Sr., Prescott Bush, the Warburgs, the Harrimans, others.
[01:44:33.435 --> 01:44:38.997]  But two-time Congressional Medal of Honor winner, Smedley Butler, in the late 1930s, they came to him.
[01:44:39.017 --> 01:44:40.678]  He was about to be Marine Corps Commandant.
[01:44:41.258 --> 01:44:47.882]  And they came in, because he was right-wing, and they said, we want to have, we're going to work with Hitler, and we're putting him in power.
[01:44:48.042 --> 01:44:51.504]  See, we put him in power, that is the group here in America, with the British.
[01:44:52.685 --> 01:44:55.347]  That's why never Chamberlain wasn't against him, because he was working with him.
[01:44:56.409 --> 01:45:00.110]  Another faction came in and stopped it, but they were just as bad.
[01:45:00.130 --> 01:45:04.172]  To know what's happening currently, you've got to go back in history.
[01:45:05.312 --> 01:45:13.195]  To make a long story short, they went to him and said, we want you to lead a 500,000 man team to set up martial law, and we're going to team up with Hitler.
[01:45:14.896 --> 01:45:20.602]  He then ran to the Roosevelt administration, who wasn't much better, and he blew the whistle on that.
[01:45:21.022 --> 01:45:25.267]  So you got one Roosevelt involved, another Roosevelt's not involved, but it all gets complex.
[01:45:26.107 --> 01:45:34.516]  But they go to Roosevelt, that gets stopped, later they have the McCormick-Dickstein committee in the early fifties that brought all this out, that is an endgame.
[01:45:34.836 --> 01:45:37.158]  So they keep trying, trying, trying, but yes,
[01:45:38.271 --> 01:45:48.119]  Now finally, the Houston Chronicle, January 24, 2007, reported that they had built giant FEMA camps for the American people.
[01:45:49.100 --> 01:45:52.582]  Then the San Francisco Chronicle reported on it two months ago.
[01:45:52.983 --> 01:45:56.906]  Presidential Decision Directive 51 says the President is a dictator.
[01:45:56.926 --> 01:46:00.609]  That means Barack Obama or Hillary or whoever else is coming, not just Bush.
[01:46:01.309 --> 01:46:06.693]  Again, it's not these personalities, it's the office that's controlled by the globalists, puppeteers, we have to worry about.
[01:46:07.473 --> 01:46:12.977]  It's non-partisan, that's key to understand, because that confuses people how they keep, you know, throwing in different politicians.
[01:46:14.078 --> 01:46:17.941]  And yes, now they've built camps all over the country, that's admitted.
[01:46:18.802 --> 01:46:21.323]  They are doing martial law takeover drills everywhere.
[01:46:22.044 --> 01:46:26.267]  They are having federalized drills where they set up checkpoints and quote, check everybody's driver's license.
[01:46:26.827 --> 01:46:35.338]  Now they've now announced they're going to put in federally funded face scanners that scan everyone's face at convenience stores to quote, make sure you're not buying beer or cigarettes if you're underage.
[01:46:35.698 --> 01:46:37.441]  That's hooked into the national databases.
[01:46:37.821 --> 01:46:43.328]  Thumb scanners, biometrics are going in at tanning salons, churches, schools.
[01:46:44.669 --> 01:46:55.114]  Well, you have a segment on your DVD entitled Battle for the Republic.
[01:46:55.194 --> 01:46:56.875]  It's shocking and frightening.
[01:46:57.495 --> 01:46:59.456]  Anyone who looked at Josh Moore's clip
[01:47:00.360 --> 01:47:01.961]  I think would be deeply troubled.
[01:47:02.001 --> 01:47:19.348]  Here was a horrible example of selective law enforcement, and as you point out, the Seattle Police filled paddy wagons with American citizens who peacefully protested, and yet the illegals, they were marching down the street, they were breaking stuff, and the police had absolutely nothing.
[01:47:19.408 --> 01:47:22.830]  So we're moving, I think, very quickly into a police state.
[01:47:22.950 --> 01:47:23.350]  That's right.
[01:47:23.390 --> 01:47:27.554]  You're going to have the 30 million illegal aliens, and it's going to double in the next decade.
[01:47:27.574 --> 01:47:29.816]  That's a conservative number, 30 million.
[01:47:29.836 --> 01:47:31.398]  The media says 15, 20 million.
[01:47:31.438 --> 01:47:31.858]  It's more like 30.
[01:47:31.898 --> 01:47:39.805]  They're going to be used as a weapon, and the police everywhere, they go to post offices, pull down American flags, if a citizen
[01:47:40.946 --> 01:47:43.808]  goes and runs up the American flag again, they arrest them.
[01:47:43.828 --> 01:47:45.088]  This happens coast-to-coast.
[01:47:45.569 --> 01:47:47.810]  They physically beat up people in cars.
[01:47:47.950 --> 01:48:07.920]  If the person even flips them off, which they shouldn't obviously do, but they're being attacked, or the illegals take over the streets and are taking over an unpermitted march, citizens have to be permitted, the illegals don't, and the police then come and bust his face open on the concrete and then celebrate and the police clap with the illegals as he's beaten.
[01:48:09.005 --> 01:48:20.196]  Well, I know there is a clip of a young man, I believe in a white Honda, who is, you know, peacefully voicing his distrust and dislike of the marching people.
[01:48:20.236 --> 01:48:29.205]  And the police come, the Seattle police, it's all on the film, they come, they pull him out, they break his window, they stomp on his head, they force him to the ground, there's blood coming out of his face.
[01:48:29.845 --> 01:48:34.248]  And yet nothing is done to those who are demonstrating who are illegal.
[01:48:34.268 --> 01:48:35.709]  It's absolutely shocking.
[01:48:35.829 --> 01:48:40.711]  The police commander who orders them to arrest him, he claps with the illegals.
[01:48:40.731 --> 01:48:44.474]  The illegals come over and celebrate and say, I can't repeat it because it's cussing.
[01:48:44.814 --> 01:48:49.656]  And unfortunately, folks, there's a little bit of that in that extra of the film, so viewer discretion advised.
[01:48:50.777 --> 01:48:53.279]  Well, as you point out too, the local police are being militarized.
[01:48:53.339 --> 01:48:56.962]  How are militarized police different from the type of police that we're used to?
[01:49:11.724 --> 01:49:14.686]  Well, they are trained that if you even ask a question, you are tasered.
