[00:00:00.655 --> 00:00:01.636]  Initiate launch.
[01:51:17.038 --> 01:51:20.380]  Why wait for something bad to happen when you can take action now?
[01:51:20.660 --> 01:51:21.340]  Be smart.
[01:51:21.600 --> 01:51:22.301]  Be safe.
[01:51:22.581 --> 01:51:24.542]  Trust Pepper Spray instead of your luck.
[01:51:24.762 --> 01:51:30.326]  Pepperspray.com is the only website you'll ever need for all your non-lethal self-defense supplies.
[01:51:30.586 --> 01:51:40.272]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web, including mace, animal repellents, stun guns, and tasers.
[01:51:40.492 --> 01:51:46.419]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[01:51:46.660 --> 01:51:50.945]  Pepperspray.com is proud to feature SABRE brand pink ribbon pepper spray.
[01:51:51.125 --> 01:51:56.692]  For every SABRE pink ribbon pepper spray sold, a donation will be made to the National Breast Cancer Foundation.
[01:51:56.972 --> 01:52:01.135]  Enter the word pepper in the coupon box and you'll receive 10% off your order.
[01:52:01.375 --> 01:52:02.496]  So what are you waiting for?
[01:52:02.676 --> 01:52:04.097]  Go to Pepperspray.com.
[01:52:04.237 --> 01:52:07.420]  That's Pepperspray.com or call 1-800-908-9988.
[01:52:09.942 --> 01:52:10.542]  Call today.
[01:52:10.562 --> 01:52:17.607]  A day unlike any other in the long course of American history, a terrorist act of war against this country.
[01:52:17.988 --> 01:52:19.629]  The enemy struck America on September 11th.
[01:52:20.763 --> 01:52:21.604]  Who is the enemy?
[01:52:22.125 --> 01:52:22.625]  Bin Laden.
[01:52:22.926 --> 01:52:23.887]  This is his ammo.
[01:52:23.907 --> 01:52:25.229]  We have to look to the Middle East.
[01:52:25.289 --> 01:52:26.951]  We have to look to Osama Bin Laden.
[01:52:27.291 --> 01:52:34.039]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:52:34.439 --> 01:52:34.880]  Some U.S.
[01:52:34.920 --> 01:52:40.567]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[01:52:41.267 --> 01:52:44.749]  I'm aware that some Israeli citizens have been detained.
[01:52:44.769 --> 01:52:47.570]  Either you are with us, or you are with the terrorists.
[01:53:11.161 --> 01:53:14.802]  Everyone knows that omega-3 should be an essential part of our daily diet.
[01:53:14.862 --> 01:53:20.504]  With so many different methods of consumption, how do you choose a simple yet effective way to get your daily intake?
[01:53:20.604 --> 01:53:24.645]  The friendly, knowledgeable folks at North American Nutrition have the answer.
[01:53:24.925 --> 01:53:27.205]  Nature's gem, premium omega-3.
[01:53:27.385 --> 01:53:33.347]  Unlike other flaxseed, our golden flax is grown on our farm in northern Minnesota, providing cooler temperatures.
[01:53:33.527 --> 01:53:33.868]  I'm good.
[01:53:50.808 --> 01:53:52.729]  Nature's Gem Golden Flax is pure.
[01:53:52.829 --> 01:53:56.251]  There is nothing added and nothing taken away and non-GMO.
[01:53:56.371 --> 01:53:58.692]  We offer a 100% money-back guarantee.
[01:53:58.812 --> 01:54:05.016]  Order Nature's Gem Premium Golden Flax today at GoldenFlax.com, GoldenFLAX.com, or call 800-387-5516.
[01:54:05.076 --> 01:54:05.256]  That's 800-387-5516.
[01:54:05.296 --> 01:54:05.976]  Free shipping included.
[01:54:18.618 --> 01:54:20.899]  This is serious business, ladies and gentlemen.
[01:54:21.679 --> 01:54:22.519]  Study history.
[01:54:22.539 --> 01:54:29.441]  The majority of the time, hardcore tyrants come in with a lot of flashy propaganda and literally destroy your way of life.
[01:54:30.102 --> 01:54:31.522]  The United States hasn't been perfect.
[01:54:32.882 --> 01:54:36.643]  But we got all this wealth, which made the globalists then try to move here and take over.
[01:54:37.004 --> 01:54:37.964]  Now we're the great evil.
[01:54:38.984 --> 01:54:41.245]  A lot of other corruption, but this is the big place.
[01:54:41.505 --> 01:54:42.885]  This is where the evil emanates from.
[01:54:43.245 --> 01:54:44.546]  This is the main command base.
[01:54:46.215 --> 01:54:52.577]  Because we had liberty and produced so much wealth, the scum all came here to take us over.
[01:54:53.817 --> 01:54:58.699]  To use us as an engine to dominate the planet and take over the world.
[01:54:59.759 --> 01:55:00.720]  And we're in deep trouble.
[01:55:01.060 --> 01:55:04.481]  They're coming for the guns with bills to ban almost every gun in America.
[01:55:06.541 --> 01:55:11.603]  Through executive fiat to say you can't own guns if the White House feels like it, without even having a conviction.
[01:55:13.288 --> 01:55:14.389]  They're building FEMA camps.
[01:55:14.429 --> 01:55:15.830]  It's now all over mainstream news.
[01:55:16.210 --> 01:55:21.613]  They're now admitting the clergy response teams to tell their parishioners to go to the FEMA camps.
[01:55:22.774 --> 01:55:26.936]  They're openly announcing the youth corps, the brigades, the Tattletale squads.
[01:55:27.837 --> 01:55:29.558]  They've even given us a messianic leader.
[01:55:30.959 --> 01:55:31.539]  It's happening.
[01:55:37.903 --> 01:55:38.844]  We're going to, uh,
[01:55:40.287 --> 01:55:43.090]  Go to your phone calls here in a moment, then I'm going to get into these ads.
[01:55:43.951 --> 01:55:57.584]  But first off, ladies and gentlemen, I want to encourage all of the listeners to go to InfoWars.com and PrisonPlanet.com and not just support this radio show and the TV show we're starting and all the work we're doing here.
[01:55:58.737 --> 01:56:04.540]  But also, these are great films that need to be seen, that need to be owned in high quality on DVD, and need to be shown to others.
[01:56:04.580 --> 01:56:06.401]  The Money Masters, three and a half hour film, 1995.
[01:56:07.662 --> 01:56:12.485]  You want to know who's raping you, you want to know the history of it, and currently what's going on, this is the film to have.
[01:56:14.165 --> 01:56:21.630]  Endgame, the overall Rosetta Stone of understanding the New World Order and what their endgame is, their history, their overall strategy, and what their future plans are.
[01:56:21.930 --> 01:56:23.911]  This is the best film out there, period.
[01:56:24.251 --> 01:56:25.872]  Many people are saying it, I happen to have made it.
[01:56:27.574 --> 01:56:33.658]  Barry Cooper's Never Get Busted Again, at checkpoints, police, speeding, you name it.
[01:56:33.778 --> 01:56:36.700]  Understanding globalist tactics, understanding how they want to undermine your rights.
[01:56:37.100 --> 01:56:40.522]  Got these two DVDs, discounted right now at InfoWars.com.
[01:56:40.943 --> 01:56:45.185]  My latest 9-11 film, 9-11 Chronicles, Truth Rising, Cinema Verite.
[01:56:46.326 --> 01:56:48.347]  As a director, the best film I've made.
[01:56:49.448 --> 01:56:51.169]  Dealing with just the way the film moves.
[01:56:51.489 --> 01:56:53.411]  No voiceover, just all hardcore info.
[01:56:53.931 --> 01:56:55.515]  And waking a lot of people up.
[01:56:55.916 --> 01:56:58.622]  Fabled Enemies, Jason Bermas' 9-11 film.
[01:56:58.662 --> 01:57:01.729]  Getting into a lot of subjects not covered by others.
[01:57:02.531 --> 01:57:03.914]  So definitely check this out.
[01:57:05.151 --> 01:57:07.013]  And I had one in here, but I guess I don't know where it is.
[01:57:07.394 --> 01:57:08.735]  Eye of the Phoenix just came in.
[01:57:08.795 --> 01:57:09.876]  It just now came out.
[01:57:10.737 --> 01:57:12.840]  Eye of the Phoenix, Secrets of the Dollar Bill.
[01:57:13.200 --> 01:57:14.462]  Just looking at this one thing.
[01:57:15.082 --> 01:57:16.144]  It's part three on the series.
[01:57:16.164 --> 01:57:21.670]  We have that discounted out of the gates with the other two films in the series as well.
[01:57:21.830 --> 01:57:25.354]  Eye of the Phoenix, Secrets of the Dollar Bill, available right now.
[01:57:26.329 --> 01:57:31.611]  at InfoWars.com or by calling toll-free 888-253-3139.
[01:57:32.812 --> 01:57:38.794]  You can also ask about discounts on different combos and videos or bulk purchases.
[01:57:39.174 --> 01:57:44.116]  We have those prices listed as well at InfoWars.com or again 888-253-3139.
[01:57:44.576 --> 01:57:53.559]  Don't forget, all of my films are posted in super high quality for download to burn to disk and share with others at PrisonPlanet.tv, only 15 cents a day.
[01:57:53.640 --> 01:57:54.560]  Prison Planet.
[01:57:54.980 --> 01:57:57.723]  I want to thank all the members out there.
[01:57:57.743 --> 01:58:11.980]  We keep trying to add, you know, not just the films, the weekly TV reports, the audio blogs, higher quality archives of the show, the streaming live TV show, live and archived every day, for PrisonPlanet.tv members, and we are.
[01:58:12.941 --> 01:58:16.164]  We have a major internet firm that does some of the biggest websites out there.
[01:58:17.025 --> 01:58:30.096]  Here designing a super web 2.0, where you'll have your own sub-pages, where it's all gonna, in the next month or two, PrisonPlanet.tv, the site, not just the content, is gonna be super awesome.
[01:58:30.497 --> 01:58:33.660]  And so that's one of the announcements we have to make that are coming up.
[01:58:33.800 --> 01:58:39.265]  A lot of others as well, as we expand our operations against the Global Crime Syndicate.
[01:58:39.625 --> 01:58:40.825]  I mean, they're openly the bad guys.
[01:58:40.845 --> 01:58:41.826]  We know who the bad guys are.
[01:58:41.866 --> 01:58:42.546]  We're the good guys.
[01:58:42.866 --> 01:58:46.327]  We need you to join us in this fight for the Republic and humanity worldwide.
[01:58:46.567 --> 01:58:50.268]  The transmission against tyranny continues on the front lines of the Info War.
[01:58:52.769 --> 01:58:54.150]  You are listening to GCN.
[01:58:54.190 --> 01:58:57.451]  Visit GCNlive.com today.
[01:59:01.459 --> 01:59:03.040]  Hello friends, this is Alex Jones.
[01:59:03.160 --> 01:59:07.783]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:59:07.903 --> 01:59:10.644]  We need to be independent, and food and water is the key.
[01:59:10.844 --> 01:59:13.706]  You'll never have to stand in a bread line if you have your own bread.
[01:59:13.906 --> 01:59:18.609]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:59:18.849 --> 01:59:19.790]  If you simply prepare.
[01:59:19.970 --> 01:59:22.912]  No one is going to take care of your family in the final equation but you.
[01:59:23.212 --> 01:59:30.116]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. Coli, Salmonella, genetic alteration or Chinese imports.
[01:59:30.196 --> 01:59:33.338]  And they do it at almost half the cost of last year's grocery prices.
[01:59:33.478 --> 01:59:35.359]  Call 1-800-409-5633 or on the web go to eFoodsDirect.com
[01:59:38.621 --> 01:59:44.705]  Visit eFoodsDirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[01:59:44.885 --> 01:59:48.647]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:59:48.667 --> 01:59:49.968]  Again, 1-800-409-5633 or on the web at eFoodsDirect.com.
[01:59:49.988 --> 01:59:50.588]  Take action today.
[01:59:50.628 --> 01:59:52.610]  The first step is getting storable food.
[02:00:04.119 --> 02:00:06.020]  Waging war on corruption.
[02:00:06.500 --> 02:00:09.342]  Alex Jones on the GCN Radio Network.
[02:00:13.024 --> 02:00:27.833]  If you do a Google search, there are multiple states attempting to pass legislation like New Hampshire.
[02:00:28.113 --> 02:00:30.435]  HCR 6 is introduced in the 2009 session.
[02:00:33.373 --> 02:00:36.116]  We're going to get some of these State Reps on.
[02:00:36.196 --> 02:00:47.590]  Representative Ides, Rock, Ingbertson, Graff, Comford, Delaney.
[02:00:50.712 --> 02:00:52.954]  So, we're going to work on that.
[02:00:53.654 --> 02:00:56.616]  Says we're not going to have martial law, we're not going to have gun confiscation.
[02:00:57.096 --> 02:00:59.898]  And they list what the feds are doing and what they're moving ahead with.
[02:00:59.938 --> 02:01:02.880]  So, the states are rallying, the people are waking up.
[02:01:03.040 --> 02:01:04.041]  Shame on Texas.
[02:01:04.441 --> 02:01:05.462]  Shame on Arizona.
[02:01:05.882 --> 02:01:08.744]  Shame on places like Vermont that claim they're so pro-Second Amendment.
[02:01:09.344 --> 02:01:11.765]  Gun owners are delusional, going, my guns are fine.
[02:01:11.805 --> 02:01:25.808]  Barack says, as they introduce the bills to ban every semi-auto, to make you be federally licensed, psychological federal testing, by fiat, they can just claim that you've got a psychological problem.
[02:01:25.848 --> 02:01:27.388]  I mean, this is the end.
