[00:00:00.433 --> 00:00:02.796]  Organicacede.com today!
[01:42:29.844 --> 01:42:33.408]  You know, that's the way my mom would put it if she was still alive.
[01:42:34.009 --> 01:42:38.453]  You know, because she was so for law and order, so to speak.
[01:42:39.214 --> 01:42:45.521]  And she would be so disappointed to see how our country's law enforcement has degenerated.
[01:42:45.601 --> 01:42:46.082]  It's awful.
[01:42:47.984 --> 01:42:54.213]  Take a few calls from Ronnie, Brian, Joel Keebler and others on the other side of this quick break.
[01:42:55.015 --> 01:43:00.843]  It is sick when me and Bob just start laughing, because I'm sitting here thinking about being drugged off to prison and I'm just laughing.
[01:43:00.863 --> 01:43:01.644]  It's so ridiculous.
[01:43:04.432 --> 01:43:07.714]  Silver is mankind's oldest natural antibiotic.
[01:43:07.874 --> 01:43:11.956]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:43:12.116 --> 01:43:23.562]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:43:23.782 --> 01:43:29.565]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:43:29.905 --> 01:43:30.186]  I'm good.
[01:43:50.928 --> 01:43:53.473]  Visit us today at utopiasilver.com.
[01:43:53.633 --> 01:43:56.358]  That's U-T-O-P-I-A-Silver dot com.
[01:43:56.538 --> 01:43:57.139]  Or call 888-213-4338.
[01:43:57.159 --> 01:43:57.219]  888-213-4338.
[01:43:57.239 --> 01:43:58.361]  And help us win this battle.
[01:44:04.827 --> 01:44:10.151]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:44:10.871 --> 01:44:16.195]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:44:16.756 --> 01:44:22.900]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:44:23.240 --> 01:44:25.061]  Well, Obama's already fudging.
[01:44:25.201 --> 01:44:27.602]  He's fudged since day one in this election.
[01:44:27.682 --> 01:44:38.606]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:44:40.847 --> 01:44:42.148]  It's not about left or right.
[01:44:42.528 --> 01:44:43.928]  It's about a one-world government.
[01:44:44.388 --> 01:44:50.631]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:44:51.292 --> 01:44:59.067]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:44:59.568 --> 01:45:00.710]  The Obama Deception.
[01:45:01.151 --> 01:45:02.333]  The people strike back!
[01:45:04.255 --> 01:45:05.496]  Hi, this is Alex Jones.
[01:45:05.557 --> 01:45:10.902]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:45:11.143 --> 01:45:15.768]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:45:16.168 --> 01:45:16.569]  It's true.
[01:45:16.649 --> 01:45:19.232]  Seeds have outperformed even gold and silver before in this country.
[01:45:19.452 --> 01:45:21.194]  And it's possible that could even happen again.
[01:45:21.730 --> 01:45:26.433]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:45:26.954 --> 01:45:28.875]  They call it a Survival Seed Bank.
[01:45:29.275 --> 01:45:33.878]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:45:34.078 --> 01:45:34.979]  And here's the best part.
[01:45:35.199 --> 01:45:37.961]  These seeds have not been genetically modified in any way.
[01:45:38.261 --> 01:45:41.563]  And you actually get enough seeds to plant a full acre crisis garden.
[01:45:41.884 --> 01:45:44.725]  So visit them today at survivalseedbank.com.
[01:45:45.066 --> 01:45:46.967]  That's survivalseedbank.com.
[01:45:47.307 --> 01:45:48.208]  Or give them a call at 877-327-0365.
[01:45:51.857 --> 01:45:53.618]  That's 877-327-0365.
[01:45:54.818 --> 01:46:00.601]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:46:00.921 --> 01:46:03.342]  This is Alex Jones for survivalseedbank.com.
[01:46:06.043 --> 01:46:17.168]  We're going to find out who our surprise guest is here soon enough.
[01:46:35.054 --> 01:46:36.976]  Bob Chapman is our guest.
[01:46:37.076 --> 01:46:39.658]  Ronnie in Texas, you're on the air.
[01:46:39.738 --> 01:46:40.519]  Thank you for holding.
[01:46:41.200 --> 01:46:41.940]  Thank you, sir.
[01:46:42.000 --> 01:46:44.042]  And I want to thank Mr. Chapman.
[01:46:44.082 --> 01:46:45.163]  I've got two ideas for you.
[01:46:45.243 --> 01:46:58.475]  One, actually I've been thinking for you too, I think, is to help you and this program and everyone else to keep laughing, use humor whenever you can because, and here's the key, it helps people want to remember what you say to them.
[01:46:59.002 --> 01:47:01.224]  Because humor, it's like a reward.
[01:47:01.244 --> 01:47:03.827]  And so, sharing joy with info is the key.
[01:47:03.867 --> 01:47:05.949]  I think it helps it sink in, whatever you're trying to do.
[01:47:05.969 --> 01:47:10.753]  I know, but when the tyranny is so sick and so obvious and so ridiculous, you start laughing.
[01:47:11.314 --> 01:47:12.655]  I mean, it's just sick.
[01:47:14.437 --> 01:47:17.000]  I mean, this world is just run by a bunch of scum.
[01:47:18.243 --> 01:47:20.364]  And the public's all dumbed down, but you know what?
[01:47:20.424 --> 01:47:22.385]  I shouldn't be negative, and I appreciate your call, Ronnie.
[01:47:22.826 --> 01:47:27.268]  The good news here, Bob, is we're up to almost 300 sponsors to end the Fed.
[01:47:27.288 --> 01:47:29.910]  The globalists are on the run on every front.
[01:47:30.270 --> 01:47:31.731]  They must be really getting scared.
[01:47:33.432 --> 01:47:33.992]  They should.
[01:47:36.714 --> 01:47:38.295]  We're formidable opponents.
[01:47:43.298 --> 01:47:44.618]  Oh, let's take another call here.
[01:47:44.658 --> 01:47:46.880]  Let's go ahead and talk to Brian in Canada.
[01:47:47.984 --> 01:47:48.904]  Brian, go ahead.
[01:47:49.565 --> 01:47:50.025]  Hi, Alex.
[01:47:50.045 --> 01:47:50.485]  Hi, Bob.
[01:47:51.345 --> 01:47:51.806]  Hi, buddy.
[01:47:51.886 --> 01:47:55.147]  I just wanted to let you guys know up in Canada, yeah, it's the same thing.
[01:47:55.187 --> 01:47:56.747]  They say that the recession's over.
[01:47:57.608 --> 01:47:59.969]  You know, makes you wonder what kind of pills they're taking.
[01:48:00.869 --> 01:48:13.254]  But, yeah, you should stay positive, Alex, because if you go onto social networks like 12-160 and other places like that, people are well aware of what's going on, and they're making up their own contingency plans.
[01:48:13.274 --> 01:48:14.174]  They're communicating.
[01:48:14.194 --> 01:48:14.794]  They're talking.
[01:48:14.955 --> 01:48:16.015]  We're having a big effect.
[01:48:18.357 --> 01:48:22.380]  Bob, I was wondering if you don't think this is a mistake on their part, too.
[01:48:22.940 --> 01:48:29.504]  For years, we have the impression that they're under the control of everything, but that money is money, and money is normal and regular.
[01:48:30.085 --> 01:48:37.269]  And just recently, when they come up with their, let's say, prefabricated problems, they turned to us.
[01:48:37.349 --> 01:48:44.214]  They tried to take money from us, but when you saw them putting together the packages, you had a big resistance from the people.
[01:48:44.947 --> 01:48:51.029]  And so they kind of turned around and said, well, look, we're the ones who created the money anyway, so we can just create more.
[01:48:51.690 --> 01:48:53.831]  And this kind of tells the public, well, watch it.
[01:48:54.391 --> 01:49:03.254]  If you create the money and if you can make your own money at any time to get yourself out of your own problems, basically you don't need us and we don't have to put up with you anymore.
[01:49:03.794 --> 01:49:05.435]  It's kind of a mistake on their part.
[01:49:06.676 --> 01:49:07.976]  Well, I think you're absolutely right.
[01:49:08.056 --> 01:49:12.838]  And it's a very unusual, but a great way of explaining their problem.
[01:49:13.676 --> 01:49:16.017]  And it's a very sophisticated answer.
[01:49:16.737 --> 01:49:17.738]  And I thank you for it.
[01:49:18.138 --> 01:49:23.680]  I hadn't thought of it in those terms, but they underestimate people.
[01:49:24.000 --> 01:49:27.202]  And there's a lot of very, very bright people throughout the entire world.
[01:49:28.082 --> 01:49:34.585]  And they think that they are far better than everybody else because they are in this elite group.
[01:49:35.225 --> 01:49:37.926]  And of course, they know better what's good for us than we do.
[01:49:39.048 --> 01:49:45.993]  And when they're met with formidable force, which they have many times before, they've lost at this a number of times.
[01:49:46.834 --> 01:49:50.677]  And the number of players along the way have been liquidated by different societies.
[01:49:51.277 --> 01:49:52.779]  And many of them have been banned.
[01:49:52.819 --> 01:49:55.340]  In the olden days, they used to ban people for doing this.
[01:49:56.902 --> 01:49:59.944]  Although today, I don't know where we could ban people to.
[01:50:00.484 --> 01:50:05.628]  But the point is that we are making a tremendous effect.
[01:50:06.089 --> 01:50:07.189]  We're making them react.
[01:50:08.464 --> 01:50:10.505]  We're telling everybody what they're doing.
[01:50:11.265 --> 01:50:23.609]  And in this environment where you have the layoffs and the drop in consumption, the problems in housing, and all of those things, people's minds are open.
[01:50:24.069 --> 01:50:25.690]  Alright, Bob, great having you on with us.
[01:50:25.710 --> 01:50:26.750]  I appreciate you coming on.
[01:50:27.751 --> 01:50:28.631]  Okay, see you next week.
[01:50:29.002 --> 01:50:30.824]  Alright, TheInternationalForecaster.com.
[01:50:31.304 --> 01:50:34.767]  My website is InfoWars.com and PrisonPlanet.tv.
[01:50:34.807 --> 01:50:35.908]  His issue comes out tomorrow.
[01:50:36.188 --> 01:50:37.149]  Be sure and check it out.
[01:50:37.549 --> 01:50:41.032]  Our surprise guest, coming up in just 70 seconds.
[01:50:45.556 --> 01:50:49.239]  You are listening to GCN.
[01:50:49.259 --> 01:50:50.940]  Visit GCNlive.com today.
[01:50:53.706 --> 01:50:58.893]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[01:50:59.013 --> 01:51:03.399]  Will you continue to be their profit center, buying their processed food that makes you sick?
[01:51:03.539 --> 01:51:05.402]  Go to the doctor and buy their drugs?
[01:51:05.822 --> 01:51:07.184]  You don't have to cooperate.
[01:51:07.444 --> 01:51:08.486]  There is a solution.
[01:51:08.706 --> 01:51:16.730]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[01:51:17.130 --> 01:51:24.193]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[01:51:24.593 --> 01:51:30.196]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health major.
[01:51:30.636 --> 01:51:36.219]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[01:51:36.639 --> 01:51:40.501]  Try all of their truly honest products that will keep you alive and healthy.
[01:51:40.781 --> 01:51:45.163]  Go to enerfood.com or give them a call right now.
[01:51:45.183 --> 01:51:45.624]  866-762-9238.
[01:51:46.084 --> 01:51:53.267]  Click on their banner at infowars.com to see all the available discounts.
[01:51:56.849 --> 01:51:58.770]  Waging war on corruption.
[01:51:59.230 --> 01:52:01.992]  Alex Jones on the GCN Radio Network.
[01:52:10.535 --> 01:52:13.516]  Well, it's the final hour of this Friday edition.
[01:52:13.576 --> 01:52:15.577]  Blasting out on the Hammond-Edmund Dial.
[01:52:15.717 --> 01:52:19.198]  Shortwave, XM radio, and the Internet.
[01:52:19.278 --> 01:52:27.601]  And, uh, for the rest of the hour, we're very honored to be joined by Harrison Hagen-Schmidt, or Jack Schmidt.
