[00:00:00.149 --> 00:00:00.229]  3-3.
[01:52:09.164 --> 01:52:11.685]  Ted Anderson's our guest for the next five minutes.
[01:52:11.865 --> 01:52:14.466]  Then Dr. Jerome Corsi on a host of important issues.
[01:52:15.066 --> 01:52:15.787]  The economy.
[01:52:15.807 --> 01:52:17.147]  Got a doctorate in that.
[01:52:18.468 --> 01:52:19.328]  His take on the flu.
[01:52:19.368 --> 01:52:20.188]  I don't know his view on it.
[01:52:20.228 --> 01:52:20.609]  We'll get it.
[01:52:20.629 --> 01:52:23.690]  I would imagine it's similar to ours from the research.
[01:52:25.171 --> 01:52:29.013]  And what's happening with Google and others wanting to track everything you do inside your home.
[01:52:29.473 --> 01:52:30.554]  That is coming up.
[01:52:30.614 --> 01:52:38.357]  In fact, did you guys print me that article of Watson's story three years ago about Google wanting to use the cameras and microphone in your computer to watch and track you?
[01:52:39.118 --> 01:52:39.798]  We can't find that.
[01:52:40.098 --> 01:52:42.880]  Get Watson to... I know you gave it to us.
[01:52:43.520 --> 01:52:45.901]  I got the stack here on the tracking in the home.
[01:52:45.961 --> 01:52:46.641]  I just need that one.
[01:52:48.382 --> 01:52:49.383]  Going back to Ted Anderson.
[01:52:49.423 --> 01:52:51.384]  Ted, you've been in the gold and silver business for 30 years.
[01:52:52.044 --> 01:52:53.285]  You've had Midas Resources for 12.
[01:52:55.237 --> 01:52:58.539]  I mean, we knew in the fall gold would go up.
[01:52:58.579 --> 01:52:59.339]  We told everybody that.
[01:52:59.359 --> 01:53:00.600]  I mean, that's what the smart money was on.
[01:53:01.440 --> 01:53:02.541]  The dollar's plunging.
[01:53:02.601 --> 01:53:07.083]  The world is talking about all the overprinting of money and issuance of currency and credit to the central banks.
[01:53:07.363 --> 01:53:12.705]  They're telling us we're going to have the first jobless recovery, a booming economy where you're homeless, because the banks are doing well.
[01:53:12.725 --> 01:53:14.266]  That's the only gauge in the economy now.
[01:53:14.526 --> 01:53:15.987]  Thanks to their heist, they're doing well.
[01:53:16.407 --> 01:53:17.908]  A $23.7 trillion in the U.S.
[01:53:17.968 --> 01:53:19.989]  alone of taxpayer money the last 11 months.
[01:53:21.186 --> 01:53:23.448]  What's really going on at this particular time?
[01:53:23.468 --> 01:53:24.209]  You said it like you did.
[01:53:24.229 --> 01:53:28.614]  We're in the time of the year where gold and silver does better, as a historical fact.
[01:53:37.466 --> 01:53:39.888]  And right now, we're at the beginning of it and not the end of it.
[01:53:39.968 --> 01:53:41.969]  We've just about reached the gold peak.
[01:53:42.249 --> 01:53:47.012]  That's, you know, the highest price that's ever been seen, which is $1,030.80.
[01:53:48.453 --> 01:53:51.875]  When we break through that level, gold is going to see a new trading range.
[01:53:51.895 --> 01:53:56.098]  We'll probably be seeing that $1,016 level, and then we'll be bouncing down.
[01:53:56.458 --> 01:54:00.340]  Maybe we'll get lucky, and we'll be able to buy gold at about $1,050 on the dip.
[01:54:02.165 --> 01:54:03.806]  And so this momentum is building.
[01:54:03.826 --> 01:54:05.507]  You can see it in the charts and graphs.
[01:54:06.067 --> 01:54:10.209]  With India, I mean, every time, this time of year, they're always buying gold.
[01:54:10.269 --> 01:54:11.690]  This is their wedding season.
[01:54:12.110 --> 01:54:15.572]  It's part of the dowry to have gold for the women when they get married.
[01:54:16.072 --> 01:54:20.355]  In the springtime, they always sell to buy their seed for their farms.
[01:54:20.675 --> 01:54:23.256]  It's just timing-wise in the marketplace.
[01:54:23.536 --> 01:54:28.819]  But you compound this issue with all the money that's been printed by the Fed and issued into the banks
[01:54:29.059 --> 01:54:29.419]  I think?
[01:54:49.512 --> 01:54:50.313]  The U.S.
[01:54:50.373 --> 01:54:52.515]  Treasury bonds, notes and bills and cash.
[01:54:52.995 --> 01:54:55.197]  All that money comes back to the United States.
[01:54:55.598 --> 01:54:56.298]  We're toast.
[01:54:56.378 --> 01:55:00.362]  We're going to be in worse shape than Argentina was when they failed.
[01:55:00.382 --> 01:55:05.046]  I mean, the United States has been on a credit binge and still is.
[01:55:05.126 --> 01:55:14.535]  Every time the government turns around and has a problem, they want to print money, which means that the United States has to borrow money directly from the Fed through the open market operation.
[01:55:15.055 --> 01:55:19.017]  And that means more money coming into the system, and it means a loss of purchasing power.
[01:55:19.377 --> 01:55:21.297]  And gold prices are reflecting that.
[01:55:21.617 --> 01:55:26.419]  And you can see the Fed trying to step in and manipulate the market and bring the price down.
[01:55:26.819 --> 01:55:33.582]  If you want to know more about that, all you have to do is go to gata.org, G-A-T-A dot org, and you can find out more on that.
[01:55:34.382 --> 01:55:54.934]  I can just tell you right now, Alex, there's so much manipulation going on in the marketplace, but the Fed and its operations are losing the battle, and the value of the currency is going to be lost in the math of it, and unfortunately, the people of the United States are going to lose a lot of purchasing power, whether if it's in the stocks,
[01:55:55.414 --> 01:55:56.095]  Bond market.
[01:55:56.456 --> 01:55:57.577]  You're sitting in annuities.
[01:55:57.637 --> 01:55:58.678]  It doesn't matter what you're holding.
[01:55:58.698 --> 01:56:06.607]  And what's going to happen is, as the yuppies that laugh at us finally, and it's starting to happen, rush in and start buying gold and silver as it goes up, that's going to make it even harder to get.
[01:56:06.667 --> 01:56:08.670]  You've now come to the point where it's hard for you to get it.
[01:56:08.750 --> 01:56:09.591]  You've got it in stock.
[01:56:10.071 --> 01:56:12.774]  Silver and gold way below what it's currently selling for.
[01:56:13.095 --> 01:56:15.898]  How long can you hold that deal you made in the last segment?
[01:56:16.118 --> 01:56:23.460]  Well, this one here I'm going to hold until midnight and if I'm lucky, if I'm really lucky, we'll get another dip and I can buy again and still keep the prices low.
[01:56:23.900 --> 01:56:25.521]  But it's getting to be more difficult.
[01:56:25.561 --> 01:56:29.482]  Like I said, Alex, I had about a two-hour window here to pick up things at that $9.94.
[01:56:29.802 --> 01:56:34.163]  And you're selling it in the market right now at that one, Gold's Above $1,020.
[01:56:35.964 --> 01:56:36.124]  800-686-2237.
[01:56:36.244 --> 01:56:41.969]  The brokers will be there till midnight Central Standard Time tonight.
[01:56:42.089 --> 01:56:42.630]  Don't wait.
[01:56:43.150 --> 01:56:47.174]  The deal ends at midnight tonight.
[01:56:47.194 --> 01:56:47.814]  800-686-2237.
[01:56:49.336 --> 01:56:52.879]  Midas Resources, the owner of the GCN Radio Network, the best deal out there.
[01:56:52.939 --> 01:56:53.659]  Ted Anderson, 800-686-2237.
[01:56:53.759 --> 01:56:58.844]  Tell him Alex Jones sent you to get that or you'll pay more.
[01:56:59.044 --> 01:56:59.705]  We'll be right back.
[01:57:01.277 --> 01:57:03.879]  Hello, this is Alex Jones with some important questions.
[01:57:04.279 --> 01:57:09.242]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:57:09.603 --> 01:57:11.344]  My answer would be all I can get.
[01:57:11.664 --> 01:57:16.467]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:57:16.667 --> 01:57:17.628]  How much do you want?
[01:57:17.848 --> 01:57:18.588]  When do you want it?
[01:57:18.969 --> 01:57:20.570]  Now or after the battle starts?
[01:57:20.850 --> 01:57:21.671]  When will you need it?
[01:57:21.931 --> 01:57:23.992]  Can you buy it without proper identification?
[01:57:24.132 --> 01:57:25.233]  Will there be any food?
[01:57:25.473 --> 01:57:26.774]  Will it make your children sick?
[01:57:26.994 --> 01:57:32.059]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[01:57:32.240 --> 01:57:35.463]  You wipe out all these problems if you have a good food supply.
[01:57:35.843 --> 01:57:39.327]  Food is your ammunition to fight for your freedom and your life.
[01:57:39.648 --> 01:57:40.649]  How much will you need?
[01:57:40.889 --> 01:57:41.490]  We don't know.
[01:57:41.790 --> 01:57:42.711]  How much do you want?
[01:57:42.891 --> 01:57:43.612]  All you can get.
[01:57:43.632 --> 01:57:44.633]  I'm Alex Jones.
[01:57:44.893 --> 01:57:45.113]  I think.
[01:58:00.342 --> 01:58:05.528]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[01:58:05.648 --> 01:58:10.033]  Will you continue to be their profit center, buying their processed food that makes you sick?
[01:58:10.193 --> 01:58:12.035]  Go to the doctor and buy their drugs?
[01:58:12.456 --> 01:58:13.797]  You don't have to cooperate.
[01:58:14.078 --> 01:58:15.119]  There is a solution.
[01:58:15.339 --> 01:58:23.366]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[01:58:23.766 --> 01:58:30.832]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[01:58:31.233 --> 01:58:36.898]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[01:58:37.278 --> 01:58:42.863]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[01:58:43.263 --> 01:58:47.087]  Try all of their truly honest products that will keep you alive and healthy.
[01:58:47.428 --> 01:58:53.635]  Go to enerfood.com or give them a call right now.
[01:58:53.655 --> 01:58:54.095]  866-762-9238.
[01:58:54.896 --> 01:58:58.220]  Click on their banner at infowars.com to see all the available discounts.
[01:59:01.215 --> 01:59:01.915]  Hello, friends.
[01:59:01.955 --> 01:59:04.957]  This is Alex Jones here to tell you about Cal Bend Soap.
[01:59:05.077 --> 01:59:14.943]  My staff and I just love the old-fashioned pure handmade soap produced by the Cal Bend Soap Company, a family-owned and operated American company that's over 62 years old.
[01:59:15.263 --> 01:59:18.945]  Go to 5starsoaps.com or click on their link at InfoWars.com.
[01:59:19.185 --> 01:59:20.946]  They have been a longtime sponsor of ours.
[01:59:21.147 --> 01:59:24.629]  Cal Bend Soaps meet the highest standards of quality, purity, and value.
[01:59:24.969 --> 01:59:27.110]  Everyone should use their great line of products.
[01:59:27.530 --> 01:59:32.714]  I consistently hear from my listeners and friends how much they love the Calvin Pure Soap products.
[01:59:32.734 --> 01:59:37.557]  Check out their whole line of bath, hair, laundry, and dish soap and more at 5starsoap.com.
[01:59:37.757 --> 01:59:42.700]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[01:59:43.140 --> 01:59:44.341]  Don't take my word for it.
[01:59:44.421 --> 01:59:47.203]  Get a free, detailed catalog by calling toll-free 1-800-340-7091.
[01:59:50.145 --> 01:59:52.892]  Or check them out online at 5starsoap.com.
[01:59:53.213 --> 01:59:56.681]  Again, go to 5starsoap.com and just try their products.
[01:59:56.761 --> 01:59:57.483]  You're gonna love them.
[01:59:57.724 --> 01:59:59.328]  You will never use anything else again.
[02:00:02.483 --> 02:00:08.504]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[02:00:09.104 --> 02:00:12.145]  It's Alex Jones and the GCN Radio Network.
[02:00:12.625 --> 02:00:20.287]  That's right, coming to you by corporate occupied territory, the global corporate takeover of the United States, the entire planet, known as the New World Order, is moving quickly.
[02:00:20.307 --> 02:00:24.968]  At the bottom of the hour, I'm going to break down all these mainstream articles calling for a world government, world taxes.
[02:00:25.328 --> 02:00:29.489]  Meanwhile, the George Soros publications are saying we're liars, none of this exists.
[02:00:30.089 --> 02:00:35.733]  Using a military tactic of stalling, so we just argue about whether or not it exists, rather than whether we want it or not.
[02:00:35.753 --> 02:00:47.280]  Dr. Jerome Corsi received a PhD from Harvard University in political science in 72, and has written many best-selling books, including the number one New York Times bestseller, Unfit for Command, Swift Boat, Veterans Speak Out Against Kerry.
[02:00:47.600 --> 02:00:54.204]  His latest bestseller was the late great USA that we sell, by the way, the latest edition on InfoWars.com, The Coming Merger of Mexico-Canada.
[02:00:54.484 --> 02:00:56.345]  He's a senior staff reporter for WorldNetDaily.
[02:00:56.365 --> 02:00:57.026]  He's also written
[02:00:57.706 --> 02:01:00.047]  Uh, for human events and other big publications.
[02:01:00.367 --> 02:01:01.928]  His newest book is America for Sale.
[02:01:01.948 --> 02:01:03.689]  We'll have him back on the next few weeks about that.
[02:01:04.389 --> 02:01:06.110]  Uh, Dr. Corsi, I got a host of issues.
[02:01:06.150 --> 02:01:09.211]  The flu, Google, and these smart thermostats.
[02:01:09.251 --> 02:01:11.372]  California putting in another system that tracks.
[02:01:11.732 --> 02:01:12.613]  Texas putting them in.
[02:01:12.653 --> 02:01:13.793]  We have one here at the office.
