[00:00:04.696 --> 00:00:06.177]  Thank you, Mr. Chairman.
[02:30:04.401 --> 02:30:08.024]  If so, this is going to be the most important message you will ever hear.
[02:30:08.024 --> 02:30:12.588]  Solar power generators are now available from Solutions from Science in Thompson, Illinois.
[02:30:12.588 --> 02:30:18.193]  These emergency backup systems provide life-saving electrical power when you need it most, unlike gas generators.
[02:30:18.473 --> 02:30:23.236]  A solar generator runs quietly, emits no fumes, and produces electricity for free.
[02:30:23.236 --> 02:30:26.838]  It's like having an electric power plant running quietly in your own home.
[02:30:26.838 --> 02:30:31.681]  Run sump pumps, shortwave radios, computers, and even keep food from spoiling.
[02:30:31.681 --> 02:30:38.245]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[02:30:38.245 --> 02:30:40.166]  When the power goes out, you'll be ready.
[02:30:40.666 --> 02:30:43.868]  With a solar power generator from Solutions from Science.
[02:30:43.868 --> 02:30:48.372]  Go to MySolarBackup.com and get off the grid today!
[02:30:48.372 --> 02:30:50.593]  That's MySolarBackup.com or call 877-327-0365.
[02:30:50.593 --> 02:30:50.914]  877-327-0365.
[02:30:50.914 --> 02:30:51.594]  Don't wait, call today!
[02:31:01.181 --> 02:31:08.926]  Have you heard that millionaire, entrepreneur, businessman, your congressional candidate, and author Robert Beatles wrote a new book called Here's What You Do.
[02:31:08.926 --> 02:31:15.009]  You can buy it at hereiswhatyoudo.net as an e-book for six bucks or the book for ten bucks.
[02:31:15.009 --> 02:31:17.971]  And we have an audio book on its way for you commuters as well.
[02:31:17.971 --> 02:31:23.875]  Here's What You Do tells you exactly what to do to survive and thrive in these harsh economic times.
[02:31:24.235 --> 02:31:25.836]  This book will work for anyone.
[02:31:25.836 --> 02:31:28.317]  Rich, poor, middle class, it doesn't matter.
[02:31:28.317 --> 02:31:33.940]  This book truly has the information that can make you wealthy and it will tell you how to protect your wealth as well.
[02:31:33.940 --> 02:31:36.021]  You know the government isn't looking out for you.
[02:31:36.021 --> 02:31:37.782]  You need to look out for yourself.
[02:31:37.782 --> 02:31:40.303]  The economy is bad, but it's probably going to get worse.
[02:31:40.303 --> 02:31:45.026]  You must prepare and make sure you are able to financially take care of yourself and your loved ones.
[02:31:45.026 --> 02:31:48.727]  Go to here'swhatyoudo.net and start today.
[02:31:48.727 --> 02:31:50.889]  Again, it is here'swhatyoudo.net.
[02:31:51.849 --> 02:31:53.752]  That's hereiswhatyoudo.net.
[02:31:53.752 --> 02:31:55.975]  One last time, it's hereiswhatyoudo.net.
[02:32:01.400 --> 02:32:10.104]  Of the three million plus edible food plants that grow on earth, no other single plant can compare with the nutritional value of the powder, seeds, and oil of the hemp plant.
[02:32:10.104 --> 02:32:15.226]  At HempUSA.org, we ship worldwide these nutritional products with free shipping to the U.S.
[02:32:15.226 --> 02:32:16.106]  and Canada.
[02:32:16.106 --> 02:32:22.629]  At HempUSA.org, we want to educate our listeners that edible hemp is not marijuana and is certified THC-free.
[02:32:23.189 --> 02:32:26.591]  Our powder is 50% protein and does not contain gluten.
[02:32:26.591 --> 02:32:29.033]  Gluten impairs the cells from absorbing nutrients.
[02:32:29.033 --> 02:32:35.637]  This nutrient-dense food can be stored up to five years when vacuum-packed and is priced affordably to be used as a storable food.
[02:32:35.637 --> 02:32:39.160]  HempUSA.org is a bulk shipper starting with five pounds and up.
[02:32:39.160 --> 02:32:43.022]  To allow this food to work for you call 908-691-2608 or go to HempUSA.org and order today.
[02:32:46.204 --> 02:32:49.367]  The body will react and heal itself given the proper nutrition.
[02:32:49.367 --> 02:32:51.568]  This superfood will be your greatest asset.
[02:32:51.568 --> 02:32:55.231]  So try it today, store it today, and change your life.
[02:32:55.231 --> 02:32:56.092]  Call 908-691-2608 or order from hempusa.org.
[02:32:56.092 --> 02:32:57.032]  Is it getting better?
[02:33:18.138 --> 02:33:23.442]  Or do you feel the same?
[02:33:23.442 --> 02:33:26.044]  Will it make it easier on you now?
[02:33:26.044 --> 02:33:33.830]  You've got someone to blame You said one love
[02:33:36.296 --> 02:33:39.599]  Mike, Chris, Susan, Dan, Mark.
[02:33:39.599 --> 02:33:40.741]  Dan's calling from the Philippines.
[02:33:40.741 --> 02:33:42.763]  We're gonna go to your calls with Dr. Monteith here in a few minutes.
[02:33:42.763 --> 02:33:49.830]  We're gonna have him back up next week if he can do it to get more into eugenics with us.
[02:33:49.830 --> 02:33:53.695]  Doctor, separately from the whole flu situation,
[02:33:55.196 --> 02:33:56.696]  I mean, you mentioned Alzheimer's.
[02:33:56.696 --> 02:34:00.458]  They now have this early onset of it when you're 35, 40 years old.
[02:34:00.458 --> 02:34:05.359]  You mentioned that we have more brain disorders than people in China and more Alzheimer's.
[02:34:05.359 --> 02:34:06.420]  I mean, they're killing us.
[02:34:06.420 --> 02:34:07.280]  We know it's designed.
[02:34:07.280 --> 02:34:08.600]  They stated they would do it.
[02:34:08.600 --> 02:34:11.821]  They write giant textbooks on it like eco-science bragging about it.
[02:34:16.033 --> 02:34:17.834]  How do we defeat this?
[02:34:17.834 --> 02:34:19.474]  They control the main churches.
[02:34:19.474 --> 02:34:21.515]  They control the corporations.
[02:34:21.515 --> 02:34:23.475]  They don't just want a world government.
[02:34:23.475 --> 02:34:30.777]  That's the means to the end, as John P. Holder in White House Science Hour says, as he states, a planetary government, a planetary regime.
[02:34:30.777 --> 02:34:31.878]  Dr. Pianka says it.
[02:34:31.878 --> 02:34:33.158]  Peter Singer says it.
[02:34:33.158 --> 02:34:34.579]  They all say it.
[02:34:34.579 --> 02:34:35.239]  Ehrlich says it.
[02:34:36.319 --> 02:34:37.579]  George Bush Senior's advisor.
[02:34:37.579 --> 02:34:43.960]  They're going to have a world government to carry out our orderly extermination, testing soft kill weapons as we die.
[02:34:43.960 --> 02:34:45.161]  They train as it's normal.
[02:34:45.161 --> 02:34:46.381]  They pose as the saviors.
[02:34:46.381 --> 02:34:52.122]  They have marches and marathons to fund research, which is actually funding how to kill us.
[02:34:52.122 --> 02:34:55.163]  You're a medical doctor who discovered this decades ago.
[02:34:55.163 --> 02:35:02.324]  It appears, all the evidence shows, they're expanding their eugenics operations to more of a hot kill, fast kill now.
[02:35:03.462 --> 02:35:07.664]  And the Reuters has got a big article out saying, oh, there'll be millions of deaths this year.
[02:35:07.664 --> 02:35:10.085]  People will think they take the shot and die.
[02:35:10.085 --> 02:35:12.046]  But no, there'll be no adverse reactions.
[02:35:12.046 --> 02:35:13.146]  It's impossible.
[02:35:13.146 --> 02:35:19.429]  They're telling doctors if someone dies after they take it or becomes paralyzed, the shot didn't do it.
[02:35:19.429 --> 02:35:28.893]  It appears they're preemptively studying how to roll this out successfully, just like Gardasil, and kill and maim us and sterilize us, and then get away with it.
[02:35:29.693 --> 02:35:45.013]  Well, I think that probably the vaccine that they're going to give in Europe will be more dangerous than the one that they're going to give here, because the one they're going to use in Europe is a squalene, one that's licensed to give to people over 65.
[02:35:45.013 --> 02:35:48.057]  They're going to give it to the whole population.
[02:35:48.709 --> 02:35:49.009]  I don't
[02:36:07.641 --> 02:36:20.494]  Well, we've had medical workers at the vaccine companies call in, and I've seen reports that no, there's different versions, but no, they have the Indralucan, or whatever it's called, that Dr. Horowitz saw yesterday.
[02:36:20.494 --> 02:36:24.058]  They're saying that it is in the vaccines, or at least some of them.
[02:36:24.058 --> 02:36:30.545]  It may very well be, but we can't trust them, because they have put things into the vaccines in the past.
[02:36:31.796 --> 02:36:34.077]  Well, we didn't know it was there.
[02:36:34.077 --> 02:36:35.439]  Well, they can say that.
[02:36:35.439 --> 02:36:39.242]  But when they did know it was there, they continued to distribute it.
[02:36:39.242 --> 02:36:43.865]  And I'm talking about specifically the polio vaccine, the original polio vaccine.
[02:36:43.865 --> 02:36:49.390]  And when they found out it had a cancer virus in it, they continued disseminating it.
[02:36:49.390 --> 02:36:55.235]  They've contaminated the whole population of the world, about 30% of our population today.
[02:36:56.129 --> 02:37:02.413]  Joe carries that cancer vaccine, that cancer virus that was in the original polio vaccine.
[02:37:02.413 --> 02:37:09.098]  One reason why the incidence of bone cancer and brain cancer and lymphoma and mesothelioma and
[02:37:09.975 --> 02:37:18.261]  And no doubt by design, German news is reporting that they're growing it again in the same monkeys that have the SV40 for the virus stock in the European vaccines.
[02:37:40.255 --> 02:37:46.361]  Supposedly, the American vaccine is going to be grown in the yolk of eggs.
[02:37:46.361 --> 02:37:48.923]  But then we get the chicken viruses.
[02:37:48.923 --> 02:37:51.425]  That's the frightening thing about this.
[02:37:51.425 --> 02:37:55.389]  And they've introduced so many viruses from so many animals.
[02:37:55.389 --> 02:38:03.896]  God gave us an immune system that allows us to fight off animal viruses that can't get to our bodies unless you inject them with a needle.
[02:38:04.355 --> 02:38:08.999]  Well what about how for five years the FDA approved it's now in wide use?
[02:38:08.999 --> 02:38:17.988]  Not just a radiation of the meat, but they're now spraying in Latin, I can't pronounce it, that means bacteria eating virus.
[02:38:17.988 --> 02:38:25.235]  They grow it in giant vaccine tanks with other viruses and RNA and are now spraying it on most meats we get at the store.
[02:38:25.235 --> 02:38:26.196]  Well I'm very confused.
[02:38:26.636 --> 02:38:27.457]  We're good to go.
[02:38:45.642 --> 02:38:47.282]  Chickens are a lot smarter than people.
[02:38:47.282 --> 02:38:48.743]  Chickens won't eat it.
[02:38:48.743 --> 02:38:53.424]  We know that it actually causes infertility in pigs.
[02:38:53.424 --> 02:39:03.806]  We know that studies have been done in Russia that shows it causes genetically modified corn actually creates infertility in animals in Russia.
[02:39:03.806 --> 02:39:05.866]  And the people wanted to get the information out.
[02:39:05.866 --> 02:39:08.566]  We're told you can't disseminate the information.
[02:39:08.566 --> 02:39:11.327]  It's all about population control.
[02:39:11.906 --> 02:39:25.301]  We know that the Rockefeller Foundation and the Bill and Melinda Gates Foundation at Monsanto have a similar very large genetic modification company over in Switzerland are spending
[02:39:26.325 --> 02:39:34.188]  Hundreds of millions of dollars to store seeds in vast vaults up above the Arctic Circle on a little island there.
[02:39:34.188 --> 02:39:46.434]  And nobody's asked, why are they storing all these seeds for corn and for wheat and for all the other vegetables and things, you know, in these vaults where they'll be permanently frozen?
[02:39:46.434 --> 02:39:48.335]  And it should be very obvious.
[02:39:48.335 --> 02:39:51.716]  All of these people are dedicated to population control.
[02:39:51.716 --> 02:39:56.098]  And they want the seeds for when they start all over again.
[02:39:56.656 --> 02:39:57.537]  They've stated this.
[02:39:57.537 --> 02:40:00.460]  In fact, the MI...
[02:40:01.503 --> 02:40:06.125]  Six officer, he was OSS, who wrote the James Bond novels that were made into movies.
[02:40:06.125 --> 02:40:08.865]  He wrote, uh, Moonraker.
[02:40:08.865 --> 02:40:14.167]  And in that, the global elite and this head banker want to kill everybody on Earth.
[02:40:14.167 --> 02:40:18.769]  They, the eugenics pure, go to a space station.
[02:40:18.769 --> 02:40:21.110]  While they kill everybody on Earth, they're going to come back.
[02:40:21.110 --> 02:40:24.030]  But in the real government documents, they're not going to space.
[02:40:24.030 --> 02:40:25.271]  They've got the underground bases.
[02:40:25.271 --> 02:40:27.572]  And I saw a Reuters article two weeks ago.
[02:40:27.572 --> 02:40:28.552]  In fact, we can pull that up.
[02:40:29.575 --> 02:40:29.996]  U.N.
[02:40:29.996 --> 02:40:31.657]  chief or U.N.
[02:40:31.657 --> 02:40:33.558]  head visits Seed Vault.
[02:40:33.558 --> 02:40:39.522]  And it's this photo of the big armored mountain and the troops guarding the ark.
[02:40:39.522 --> 02:40:42.104]  And then you read the transhumanists.
[02:40:42.104 --> 02:40:46.047]  They admit, which are the eugenicists, that they do plan to kill us.
