[00:00:04.821 --> 00:00:05.461]  It is Monday.
[02:36:11.795 --> 02:36:20.618]  It covers the entire master plan, how the banks carried it out, what the new rule order is, how they're using television to put people into a hypnotic state, and it's volume one.
[02:36:20.618 --> 02:36:22.438]  Volume two comes out March 15th.
[02:36:22.438 --> 02:36:25.439]  It will be shipping out on or before October 21st.
[02:36:25.439 --> 02:36:29.200]  If your orders come in first, we ship the orders out in the order they came in.
[02:36:29.200 --> 02:36:33.962]  Get yours first, pre-order today at InfoWars.com to get Fall of the Republic.
[02:36:34.926 --> 02:36:38.188]  Or you can also call toll-free to pre-order 888-253-3139.
[02:36:38.188 --> 02:36:48.035]  Be sure and ask about all the combos and specials you can get half off and or more on some of my films when you get it with Fall of the Republic.
[02:36:48.035 --> 02:36:53.039]  Going back to Mike Adams of NaturalNews.com, the health ranger.
[02:36:53.039 --> 02:36:57.102]  He also runs Better Life Foods and Truth Publishing.
[02:36:57.102 --> 02:36:58.763]  And again, NaturalNews.com.
[02:36:58.763 --> 02:37:00.164]  I want to go to calls, but
[02:37:00.484 --> 02:37:03.026]  Before we do that, Mike, again, you've got the floor.
[02:37:03.026 --> 02:37:07.891]  You keep pausing for me to jump in, and that's a great opportunity for me, but I'm trying to break my habit of interrupting.
[02:37:07.891 --> 02:37:13.656]  What is most important people should know about the regular shot and the H1N1?
[02:37:13.656 --> 02:37:18.240]  Where do you see all this going, and what can we do to get the word out to say no to this?
[02:37:19.981 --> 02:37:30.025]  Yeah, the most important thing people need to know right now is that if they're considering a vaccine, maybe they're trying to weigh the potential upside and the potential downside.
[02:37:30.025 --> 02:37:35.568]  They might be doing that from a point of view of believing that they have been told both sides of the story.
[02:37:36.108 --> 02:37:54.205]  What they need to know is that these drug companies, and Merck in particular, I just wrote an article about Merck today, has a well-documented history of engaging in the intimidation of doctors and researchers who disagree with the safety of the company's products.
[02:37:54.205 --> 02:38:02.152]  So, the question that I asked in today's article, in fact, was, are doctors and researchers and healthcare workers being intimidated
[02:38:02.811 --> 02:38:07.816]  About speaking out against the safety of the vaccines, because I think that's what's going on.
[02:38:07.816 --> 02:38:21.028]  In fact, I'm sure of it, Alex, that people need to know that they aren't being given both sides of the story, that these vaccines are not safe, and that, in fact, they weren't even approved under a system of, quote, scientific medicine.
[02:38:21.468 --> 02:38:28.094]  They were approved under a medical dogma, a medical tyranny that operates in this country today.
[02:38:28.094 --> 02:38:31.596]  Under emergency, under level 6, under level 6 flu pandemic.
[02:38:31.596 --> 02:38:33.758]  Emergency, they did it.
[02:38:33.758 --> 02:38:34.899]  Absolutely.
[02:38:34.899 --> 02:38:36.400]  This isn't scientific.
[02:38:36.400 --> 02:38:38.362]  This vaccine isn't based on science.
[02:38:38.362 --> 02:38:42.465]  It's based on profits and politics and control.
[02:38:42.465 --> 02:38:45.668]  It has nothing to do with medical justification, period.
[02:38:47.472 --> 02:38:49.274]  Mike, you brought up Merck, interrupting here.
[02:38:49.274 --> 02:38:50.995]  You brought up Merck.
[02:38:50.995 --> 02:38:53.998]  It was in the ABC News Australia headline.
[02:38:53.998 --> 02:38:59.583]  Merck drew up hit list of doctors with, quote, seek and destroy missions, quote, going to where they live.
[02:38:59.583 --> 02:39:03.166]  And then Merck said, we just mean we go after them, not that we kill them.
[02:39:03.166 --> 02:39:06.469]  But a lot of people in the federal court said, no, we believe this is hit teams.
[02:39:06.469 --> 02:39:06.790]  Go ahead.
[02:39:07.762 --> 02:39:09.443]  Well, yeah, they used those exact terms.
[02:39:09.443 --> 02:39:11.803]  They said we were going to, quote, neutralize doctors.
[02:39:11.803 --> 02:39:20.286]  There was another email from a Merck employee that surfaced in this Australian court case where they said, quote, we're going to go after them where they live.
[02:39:20.286 --> 02:39:23.587]  We're going to interfere with the funding of academic institutions.
[02:39:23.587 --> 02:39:30.029]  We're going to essentially target and destroy any person or organization that speaks out against our drugs.
[02:39:30.029 --> 02:39:33.210]  This is a drug company whose vaccines have been approved.
[02:39:35.171 --> 02:39:43.215]  And they brought us Gardasil, they brought us Gardasil, they brought us Vioxx.
[02:39:43.215 --> 02:39:44.296]  Remind folks about that.
[02:39:45.691 --> 02:39:47.913]  Well, Gardasil, it's the same story.
[02:39:47.913 --> 02:39:53.358]  In fact, I think the Gardasil propaganda was a trial run for this pandemic propaganda.
[02:39:53.358 --> 02:40:08.311]  Gardasil, they've managed to get more than half of all teenage girls in America injected with this Gardasil vaccine, which is, once again, medically unjustified, in my view, and in the view of many, many other well-educated medical professionals.
[02:40:08.311 --> 02:40:10.693]  But this vaccine has been linked with all kinds of problems.
[02:40:12.225 --> 02:40:14.006]  People passing out with death.
[02:40:14.006 --> 02:40:15.606]  Deaths have been linked with this.
[02:40:15.606 --> 02:40:17.807]  Neurological problems have been linked with it.
[02:40:17.807 --> 02:40:20.588]  But it's the same story as with the swine flu vaccine.
[02:40:20.588 --> 02:40:26.370]  They say, couldn't be us, couldn't be the vaccine, don't blame us, it must be something else.
[02:40:26.370 --> 02:40:28.671]  It's always this disavowing of responsibility.
[02:40:30.393 --> 02:40:35.197]  Well, these are new type of genetically engineered hybrid viruses.
[02:40:35.197 --> 02:40:44.904]  They admitted in their own insert during the trials three years ago, as you know, but recapping for people, that it was causing autoimmune disorders, that there were deaths linked to it in the trials.
[02:40:44.904 --> 02:40:50.768]  Now the deaths are mounting and healthy 13, 14 year old girls take it and their lives are over.
[02:40:50.768 --> 02:40:51.269]  They die.
[02:40:51.269 --> 02:40:52.250]  They get paralyzed.
[02:40:53.070 --> 02:41:03.661]  And we know that Merck went to Governor Rick Perry to get him to quote make it mandatory or on the list of mandatory shots to be in school so that vaccine damage fund federally would kick in.
[02:41:03.661 --> 02:41:07.866]  This is one cold-blooded plan that they're engaged in.
[02:41:09.045 --> 02:41:18.270]  This is a very powerful corporation with a lot of strong political ties, including with Governor Rick Perry there in Texas, but many other ties at the national level.
[02:41:18.270 --> 02:41:29.216]  I mean, this company rules the medical world, and my concern with that, Alex, is that they're doing so purely based on profit and politics and not based on science.
[02:41:29.216 --> 02:41:34.419]  I mean, the scientific method has been thrown out the window when it comes to these vaccines.
[02:41:35.675 --> 02:41:46.925]  This whole germ theory has been turned on its head and used, exploited, as a way to dominate the health beliefs of the American citizens.
[02:41:46.925 --> 02:41:51.750]  Now people don't realize that they need to take responsibility for their own health.
[02:41:51.750 --> 02:41:53.091]  They need to eat better.
[02:41:53.091 --> 02:42:00.138]  They need to get some sunshine and vitamin D. They need to stop using so many chemicals in personal care products.
[02:42:00.598 --> 02:42:07.462]  If they do those things, they're going to be well protected against this pandemic, or any pandemic, really.
[02:42:07.462 --> 02:42:12.726]  But the medical system wants chemical intervention, and that's what they keep driving at.
[02:42:13.171 --> 02:42:37.502]  Well now the medical system is telling doctors don't tell people there's any protection but Tamiflu or H1N1 shot, don't tell people you need natural vitamin D from the sun, 30 minutes of sun every few days, direct sun, don't tell people vitamin C, don't tell people fish oil, don't tell people colloidal silver compounds, even though the studies show it's excellent, they're saying you're now not allowed to tell people.
[02:42:38.783 --> 02:42:39.543]  Well, exactly.
[02:42:39.543 --> 02:42:44.704]  This is the enforced health illiteracy of the American people.
[02:42:44.704 --> 02:42:51.606]  I mean, really, I almost hate to invoke this imagery, but it goes back to the enslavement of people in America.
[02:42:51.606 --> 02:42:54.826]  And how do you keep people enslaved is you keep them illiterate.
[02:42:54.826 --> 02:42:56.507]  And that's what the FDA is doing.
[02:42:56.507 --> 02:43:03.688]  That's what the FTC is doing with the way that they attack and go after these companies that try to tell the truth online.
[02:43:04.148 --> 02:43:09.309]  About the benefits of their herbal products, or their nutritional products, or their superfoods.
[02:43:09.309 --> 02:43:12.210]  They are being attacked, intimidated, arrested.
[02:43:12.210 --> 02:43:14.631]  They're having their inventory confiscated.
[02:43:14.631 --> 02:43:19.772]  I had one of these guys, the founder of one of these companies, visit me in Ecuador.
[02:43:19.772 --> 02:43:25.653]  The things he told me, I would have thought he was being oppressed in Nazi Germany.
[02:43:25.653 --> 02:43:28.514]  But no, he came from the United States of America.
[02:43:29.014 --> 02:43:36.716]  He barely got out of the country with his life, with his freedom, and now he refuses to go back because he's selling natural products.
[02:43:36.716 --> 02:43:38.757]  Well, the people perish right now.
[02:43:38.757 --> 02:43:55.202]  The people perish for lack of knowledge, and certainly there's a lot of quacks out there, but there's more quackery in the major MD medical system and the drug companies taking over medicine, even getting rid of classical western medicine and bringing in this pharmakia medicine, but
[02:43:57.199 --> 02:44:01.582]  I've talked to a lot of other medical doctors and they say that the tyranny is really expanding.
[02:44:01.582 --> 02:44:12.029]  When you can't tell people, get lots of rest and sunshine, when the CDC says only drugs, only shots, it's just such a crime.
[02:44:13.496 --> 02:44:19.200]  Yeah, and there are very few companies and individuals are willing to stand up to the FTC.
[02:44:19.200 --> 02:44:35.111]  There's one company, it's actually a church organization, Daniel Chapter One, and I've written about them extensively, and I know you've spoken with them, but they are standing up to the FTC and pulling the bluff of these federal tyrants that are trying to censor
[02:44:35.931 --> 02:44:36.631]  Absolutely.
[02:44:36.631 --> 02:44:38.572]  I want to take some phone calls now.
[02:44:38.572 --> 02:44:39.853]  Any other key points you haven't added, sir?
[02:44:39.853 --> 02:44:41.394]  Yeah, they'll be all over the map.
[02:44:41.394 --> 02:44:43.495]  Lewis in Texas, you're on the air.
[02:44:43.495 --> 02:44:43.895]  Go ahead.
[02:45:04.957 --> 02:45:05.857]  Can you hear me good?
[02:45:05.857 --> 02:45:07.898]  Yes, I can.
[02:45:07.898 --> 02:45:11.840]  Yeah, I got three quick points and a question for the doctor.
[02:45:11.840 --> 02:45:12.621]  He's not a doctor.
[02:45:12.621 --> 02:45:14.822]  He's a health researcher.
[02:45:14.822 --> 02:45:15.442]  Oh, okay.
[02:45:15.442 --> 02:45:16.462]  Yeah, right.
