[00:00:09.810 --> 00:00:10.250]  Oh, Willie.
[01:37:46.453 --> 01:37:47.154]  It's all a lie.
[01:37:47.494 --> 01:37:48.894]  I just want reasonable gun control.
[01:37:48.914 --> 01:37:51.635]  Well, reasonable means all of us turning our guns in.
[01:37:51.935 --> 01:37:53.896]  Obama as State Senator and as U.S.
[01:37:53.916 --> 01:37:54.256]  Senator.
[01:37:55.057 --> 01:37:57.438]  Attorney General Eric Holder as Deputy Attorney General.
[01:37:58.498 --> 01:38:01.519]  And then last year, arguing for the gun control groups.
[01:38:02.420 --> 01:38:04.360]  Before the Supreme Court in the D.C.
[01:38:04.380 --> 01:38:08.122]  gunman case, he said no citizens should be able to own guns.
[01:38:09.523 --> 01:38:12.750]  He went on to say the same thing some of the mayors said.
[01:38:13.391 --> 01:38:20.485]  Obama said the same thing in his book that he wrote, The Call for the Youth Brigade, that the White House Chief of Staff
[01:38:21.221 --> 01:38:21.881]  ...called for that.
[01:38:22.062 --> 01:38:24.323]  When he was a congressman, he tried to pass these bills.
[01:38:24.663 --> 01:38:31.287]  They have bills where they can ban you owning a gun without a judge, without a jury, without an indictment, without a charge, without an arrest.
[01:38:31.927 --> 01:38:32.908]  There is no doubt.
[01:38:33.028 --> 01:38:35.769]  They are coming for your guns.
[01:38:36.130 --> 01:38:38.231]  They are coming for them now.
[01:38:38.871 --> 01:38:44.034]  And we've got to... I mean, this monster is part of a supremacist organization.
[01:38:44.074 --> 01:38:45.915]  Notice how only whites can be racist?
[01:38:46.215 --> 01:38:47.596]  So they call it reverse racism?
[01:38:47.616 --> 01:38:47.816]  No.
[01:38:48.016 --> 01:38:49.077]  This is tribalism.
[01:38:49.477 --> 01:38:50.818]  She's part of her tribal group.
[01:38:51.764 --> 01:38:53.485]  The globalists want a race pimp.
[01:38:53.786 --> 01:38:55.087]  They want to divide everybody.
[01:38:55.127 --> 01:38:58.890]  That's why they love her, because the globalists want to destroy U.S.
[01:38:58.950 --> 01:39:04.134]  sovereignty and want to try to make Hispanics racist, just like they want to make blacks racist and whites racist.
[01:39:04.594 --> 01:39:10.439]  All in the name of multiculturalism, it actually intensifies it and increases it to divide and conquer.
[01:39:11.140 --> 01:39:14.903]  But the fact that she's part of a group whose slogan is, for the race, everything.
[01:39:14.943 --> 01:39:16.244]  For those outside the race, nothing.
[01:39:16.904 --> 01:39:19.907]  La Raza, that means the race, on the board.
[01:39:20.825 --> 01:39:23.249]  That is nothing for the race group.
[01:39:24.090 --> 01:39:31.401]  The issue is she is openly a treasonous, larcenous worm who openly has declared war on the Second Amendment.
[01:39:31.441 --> 01:39:36.268]  And that's the argument that Obama, Rahm Emanuel, Eric Holder, and her
[01:39:36.989 --> 01:40:03.591]  They have all said, they claim, that the Second Amendment only means the military, and they argue that only the National Guard can be armed in the United States, and their paramilitary enforcer police, when the National Guard didn't exist until 1902, and when clearly the Founding Fathers, they had a, I had Don Lott on, the professor about this, they had that other professor out of Illinois, and Lott exposed him and got him fired,
[01:40:04.798 --> 01:40:08.641]  Well, we actually made the call for the investigation and got the ball rolling.
[01:40:09.122 --> 01:40:10.363]  I forget the professor's name.
[01:40:11.004 --> 01:40:17.850]  Five years ago, he wrote a book saying no one owned guns, the Founding Fathers were anti-gun, the Second Amendment actually took everybody's guns.
[01:40:18.330 --> 01:40:19.932]  He did fake research.
[01:40:20.312 --> 01:40:21.373]  We exposed it.
[01:40:21.833 --> 01:40:27.394]  And there was an investigation and he lost his tenure thanks to Professor Lott and others exposing him.
[01:40:27.434 --> 01:40:39.037]  So the issue is, these criminal liars want your property, want your farm, want your ranch, want your business, want your kids, want to control your reproductive life, want one-child policies.
[01:40:39.277 --> 01:40:46.019]  These pus-sucking maggots of hell, this enemy of the republic, this swollen communist witch war.
[01:40:46.539 --> 01:40:50.342]  She wants to destroy our Republic and she needs to be seen for what she is.
[01:40:50.683 --> 01:40:55.006]  We must absolutely ensure that even if she does, get confirmation.
[01:40:55.206 --> 01:41:02.673]  Everyone knows the government is an abomination of evil and wickedness and they want our guns and they are coming after our guns.
[01:41:02.713 --> 01:41:07.317]  And if you read the Supreme Court ruling, they said they can restrict our Second Amendment under law.
[01:41:07.557 --> 01:41:12.982]  So they're saying the Second Amendment is a right for them to send paramilitary officers to take our gun.
[01:41:13.502 --> 01:41:15.663]  This will start World War III in this country.
[01:41:15.923 --> 01:41:17.403]  We have got to avert this happening.
[01:41:17.423 --> 01:41:19.284]  I know most police are pro-Second Amendment.
[01:41:19.524 --> 01:41:24.046]  Then you need to speak out against the bug cops nationwide coming after the Second Amendment.
[01:41:24.266 --> 01:41:25.486]  But listen, I'm going to get out of here.
[01:41:25.626 --> 01:41:31.288]  I just, we need the listeners to not just write great ten-paragraph articles.
[01:41:31.328 --> 01:41:36.830]  I mean, some of this stuff is great minds, great thoughts, great quotes, literary geniuses.
[01:41:37.451 --> 01:41:43.207]  Ten times smarter than I am, and it's just all over the website, but not in one central place.
[01:41:43.288 --> 01:41:44.170]  I want these articles...
[01:41:45.416 --> 01:41:54.921]  To be submitted, we can just lightly review them, maybe have a disclaimer on the bottom that this is listener content articles, but just start posting almost all of it.
[01:41:55.341 --> 01:42:07.267]  I'm just not going to have any patriot slander or infighting, but anything else, serious stuff, I want everybody to start exposing them, because their crimes are so massive, so huge, that we can't do it all.
[01:42:07.327 --> 01:42:08.568]  And again, I dropped the ball.
[01:42:09.890 --> 01:42:15.115]  Last week, I saw these quotes by her and confirmed them and then literally forgot about it.
[01:42:15.956 --> 01:42:18.619]  And, you know, kind of like you forget about a good restaurant or something.
[01:42:18.659 --> 01:42:20.361]  Well, I forgot about this important news to cover.
[01:42:21.282 --> 01:42:23.944]  So, please help us expose this monster.
[01:42:24.285 --> 01:42:25.366]  Save the Republic.
[01:42:25.386 --> 01:42:27.788]  There's no doubt they're making their move right now.
[01:42:27.848 --> 01:42:28.409]  Jason Burms.
[01:42:28.968 --> 01:42:47.821]  Absolutely, and you talk about, you know, Obama coming out and saying, we need preventative detention, and, oh, the Second Amendment's no good, and let's bring in the youth brigades, and we're going to have a National Civil Service Corps, and our national holiday is going to be on 9-11, where we have people in red jackets knocking on your door to ask you to pledge service.
[01:42:47.881 --> 01:42:49.782]  I mean, it's the... Wearing black uniforms, environmental, here's the deal.
[01:42:50.383 --> 01:42:53.485]  They're actually doing military marching on these videos.
[01:42:53.545 --> 01:42:54.766]  It's actually happening.
[01:42:54.886 --> 01:42:56.427]  Hey, get the calls, brother, I'll talk to you soon.
[01:42:56.826 --> 01:42:57.146]  All right.
[01:42:57.246 --> 01:42:57.987]  God bless you, Alex.
[01:42:58.027 --> 01:42:58.687]  I'll talk to you soon.
[01:42:59.227 --> 01:42:59.868]  Let's go.
[01:43:00.168 --> 01:43:00.988]  It's Alex's Rules.
[01:43:01.028 --> 01:43:01.949]  It's Alex's Show.
[01:43:02.809 --> 01:43:05.210]  Thomas in Arizona disagrees, so you're in the front of the line.
[01:43:05.230 --> 01:43:05.951]  Thomas, you're on the line.
[01:43:07.852 --> 01:43:08.152]  Yes, sir.
[01:43:09.092 --> 01:43:10.733]  Yeah, they're pretty good-sized, right?
[01:43:11.133 --> 01:43:11.934]  Yeah, we'll do that.
[01:43:12.114 --> 01:43:13.174]  Yeah, thank you.
[01:43:13.194 --> 01:43:13.875]  Thomas, you're on the air.
[01:43:14.628 --> 01:43:15.688]  Thomas, you're on the air.
[01:43:16.028 --> 01:43:16.709]  Thomas, you're on the air.
[01:43:16.769 --> 01:43:17.309]  Thomas, you're on the air.
[01:43:17.369 --> 01:43:17.969]  Thomas, you're on the air.
[01:43:18.389 --> 01:43:18.969]  Thomas, you're on the air.
[01:43:18.989 --> 01:43:19.549]  Thomas, you're on the air.
[01:43:19.569 --> 01:43:20.110]  Thomas, you're on the air.
[01:43:20.130 --> 01:43:20.730]  Thomas, you're on the air.
[01:43:20.750 --> 01:43:21.370]  Thomas, you're on the air.
[01:43:21.390 --> 01:43:21.990]  Thomas, you're on the air.
[01:43:22.030 --> 01:43:23.310]  Thomas, you're on the air.
[01:43:23.330 --> 01:43:23.971]  Thomas, you're on the air.
[01:43:23.991 --> 01:43:24.771]  Thomas, you're on the air.
[01:43:24.791 --> 01:43:25.391]  Thomas, you're on the air.
[01:43:25.411 --> 01:43:25.891]  Thomas, you're on the air.
[01:43:25.911 --> 01:43:26.491]  Thomas, you're on the air.
[01:43:26.531 --> 01:43:27.152]  Thomas, you're on the air.
[01:43:27.172 --> 01:43:27.892]  Thomas, you're on the air.
[01:43:27.912 --> 01:43:28.872]  Thomas, you're on the air.
[01:43:28.892 --> 01:43:29.832]  Thomas, you're on the air.
[01:43:29.852 --> 01:43:30.373]  Thomas, you're on the air.
[01:43:30.433 --> 01:43:31.873]  Thomas, you're on the air.
[01:43:31.893 --> 01:43:32.733]  Thomas, you're on the air.
[01:43:32.753 --> 01:43:33.533]  Thomas, you're on the air.
[01:43:33.553 --> 01:43:36.494]  Thomas, you're on the air.
[01:43:36.514 --> 01:43:37.495]  Thomas, you're on the air.
[01:43:37.515 --> 01:43:38.615]  Thomas, you're on the air.
[01:43:38.635 --> 01:43:39.155]  Thomas, you're on the air.
[01:43:39.830 --> 01:43:42.273]  Hey, well, today's breaking news in Pittsburgh.
[01:43:42.313 --> 01:43:44.756]  Luckily, I've been listening to you guys for quite a few years.
[01:43:44.776 --> 01:43:46.878]  It was up to speed on GPS.
[01:43:46.958 --> 01:43:50.162]  I woke up late today because I'm a disabled Vietnam vet.
[01:43:50.703 --> 01:43:57.110]  And, uh, turn on my camera monitors, sit down at the computer, turn on InfoWars, and lo and behold, I see this guy sitting across from my house.
[01:43:58.072 --> 01:43:59.373]  So I see him sit on the wall.
[01:43:59.433 --> 01:44:00.394]  He's got a clipboard.
[01:44:00.434 --> 01:44:05.258]  It looks like a handheld, uh, you know, PDF or some kind of device.
[01:44:05.338 --> 01:44:06.739]  I'm like, that's a GPS guy.
[01:44:06.999 --> 01:44:08.600]  So I saw him walk up to the other corner.
[01:44:08.640 --> 01:44:12.203]  So I put on my clothes, you know, hobbled on out to him.
[01:44:12.777 --> 01:44:13.978]  Asked him, sure he was.
[01:44:13.998 --> 01:44:15.838]  He was a census worker.
[01:44:16.118 --> 01:44:17.759]  He said he didn't GPS my home.
[01:44:17.839 --> 01:44:19.239]  I said, well, don't step foot on my home.
[01:44:19.480 --> 01:44:20.640]  Don't step on my property.
[01:44:20.680 --> 01:44:21.540]  I took pictures of him.
[01:44:21.600 --> 01:44:22.401]  I sent you guys.
[01:44:22.741 --> 01:44:23.621]  I called the police.
[01:44:23.981 --> 01:44:25.642]  I even went in after I talked to him.
[01:44:25.682 --> 01:44:26.542]  His name was Jack.
[01:44:26.922 --> 01:44:28.323]  I gave him the whole spiel.
[01:44:28.383 --> 01:44:30.004]  He's talked to me for 45 minutes.
[01:44:30.364 --> 01:44:33.885]  I gave him copies of the info or stories, the articles.
[01:44:34.185 --> 01:44:37.126]  The website told him, look, you know, I don't want you around here.
[01:44:37.346 --> 01:44:39.127]  You know, you're working for the evil empire.
[01:44:39.167 --> 01:44:41.808]  They're going to use us for nefarious purposes.
[01:44:42.552 --> 01:44:57.703]  And, uh, you know, so that's... Well, you know, that'll bring me into this story, and I appreciate the call, my man, because, you know, I've been talking about how this is an extension, not just for the census, but really Google, which is in with NASA, which is going to become kind of like one of those front organizations.
[01:44:57.743 --> 01:45:05.189]  Didn't start out as a front organization for the government, but with the implementation of Google Earth, where they are literally mapping the world,
