[00:00:01.869 --> 00:00:02.489]  Engage!
[01:34:24.598 --> 01:34:27.640]  Okay, so, at any rate... Hold on, hold on, hold on just a second, though.
[01:34:27.760 --> 01:34:33.125]  I'm not... Listen, it's not, ooh, Alex told me about secret surveillance blimps and now the news admits it.
[01:34:33.525 --> 01:34:34.546]  It's been admitted!
[01:34:35.026 --> 01:34:48.657]  It's just, I go on national shows and they laugh at me and say, he believes there's big blimps, everybody knows they're flying saucers, and I go, no, it's a government, homeland security blimp, here's the government purchase order, and the media laughs, but go ahead.
[01:34:49.077 --> 01:34:50.198]  Yeah, well, no, I just, you know,
[01:34:50.874 --> 01:34:51.794]  I just found it amazing.
[01:34:51.834 --> 01:34:56.517]  I mean, I'm sitting there doing my laundry and I said, Oh my God, it's the same thing it was on Alex Jones Show.
[01:34:56.537 --> 01:34:57.337]  You gotta be kidding.
[01:34:57.357 --> 01:35:02.700]  At any rate, there's one other thing I wanted to point out here today on today's MSNBC.com.
[01:35:03.600 --> 01:35:04.881]  Okay.
[01:35:04.901 --> 01:35:11.504]  The other story that you were talking about pertaining to the grandmother who was zapped by the cop in Austin.
[01:35:12.504 --> 01:35:12.725]  Yes.
[01:35:13.525 --> 01:35:15.806]  This is on, I'm looking at it right now.
[01:35:15.886 --> 01:35:17.827]  Today's MSNBC.com.
[01:35:18.499 --> 01:35:23.484]  They say here, great-grandmother dared cop, dared the cop to tase her.
[01:35:24.084 --> 01:35:25.406]  So he did, and they have the film.
[01:35:26.146 --> 01:35:29.870]  It says, woman 72 refused to sign traffic ticket.
[01:35:30.751 --> 01:35:32.412]  An argument and then a zap.
[01:35:32.833 --> 01:35:36.796]  And then she finally submitted and said, I'll do it, and that's when he zapped her.
[01:35:37.237 --> 01:35:39.899]  And the mainstream media, they just released this two days ago.
[01:35:39.919 --> 01:35:42.262]  We were talking about weeks ago before they released it.
[01:35:43.359 --> 01:35:47.740]  And of course, his story is not exactly what he said, and her story isn't exactly what she said.
[01:35:47.760 --> 01:35:48.780]  That's normally how it is.
[01:35:49.261 --> 01:35:54.302]  But the issue is the media loves it, legitimizing, look, tasering women for not signing tickets is good!
[01:35:54.322 --> 01:35:56.783]  And that message is... That's excessive force, man!
[01:35:58.803 --> 01:36:01.884]  Well, look, pretty soon they're going to line well women up and blow their heads off.
[01:36:02.484 --> 01:36:04.985]  And if the yuppies think that's going to get them some money, they'll do it.
[01:36:05.005 --> 01:36:08.486]  So, you've got to worry about the government and then the sheep.
[01:36:08.526 --> 01:36:09.706]  The sheep are very dangerous.
[01:36:10.362 --> 01:36:10.582]  Right.
[01:36:10.983 --> 01:36:19.870]  Well, the other thing I wanted to just mention real quick, when I called you the other week when you had Jesse Ventura on, did I hear him correctly?
[01:36:19.910 --> 01:36:27.156]  I mean, was he like selling out, sitting there saying, give me the post in Cuba so I can go down there and drink rum and smoke cigars and I'll do whatever you say?
[01:36:27.196 --> 01:36:27.976]  Was that what he was saying?
[01:36:29.117 --> 01:36:30.158]  I didn't hear him say that.
[01:36:30.318 --> 01:36:34.602]  I mean, it's a joke saying I would love to be the first ambassador to Cuba.
[01:36:37.734 --> 01:36:43.722]  Yeah, I mean in a way he's saying, he's obsessed with scuba diving and the beach and surfing.
[01:36:44.143 --> 01:36:44.744]  Sure.
[01:36:45.004 --> 01:36:48.249]  And so the joke was, I want a job.
[01:36:49.417 --> 01:36:58.585]  Yeah, he's saying, no, it was in the body of discussion, I mean it's all the connotation it's in, it's all how it's framed.
[01:36:58.625 --> 01:37:05.211]  He's saying we ought to open up Cuba, 50 years of sanctions is stupid, I'll be the first ambassador.
[01:37:05.592 --> 01:37:08.514]  So it was a joke, but I bet if he was offered it he'd take it, yeah.
[01:37:08.935 --> 01:37:10.656]  Because he agrees with that policy.
[01:37:11.617 --> 01:37:19.722]  And I would tell Jesse to take that post, because then we'd have a 9-11 truther as the ambassador to Cuba, and we could have him on the show and get even more influence.
[01:37:20.703 --> 01:37:21.383]  Right, right, right.
[01:37:21.703 --> 01:37:22.824]  I don't think it's a sellout.
[01:37:23.745 --> 01:37:24.885]  Alright, no, that's cool.
[01:37:24.985 --> 01:37:27.827]  I just, you know, when I was hearing that, I was like going, whoa, are you kidding?
[01:37:28.708 --> 01:37:30.509]  Well, I mean, I don't think he said, I'm going to sell out.
[01:37:30.549 --> 01:37:31.790]  He said, give me the post in Cuba.
[01:37:32.630 --> 01:37:32.870]  Right.
[01:37:33.851 --> 01:37:34.451]  Anyway, alright.
[01:37:34.551 --> 01:37:37.193]  Well, we all know it's not going to happen, so let's not hold our breath.
[01:37:37.533 --> 01:37:37.913]  There you go.
[01:37:38.174 --> 01:37:40.335]  Anyway, I'm going to send you some money for your money bomb.
[01:37:41.329 --> 01:37:42.951]  And keep up the good work.
[01:37:42.991 --> 01:37:44.151]  You're doing a hell of a job.
[01:37:44.532 --> 01:37:45.392]  God bless you, my friend.
[01:37:45.413 --> 01:37:45.993]  I appreciate it.
[01:37:46.073 --> 01:37:47.434]  Yeah.
[01:37:47.694 --> 01:37:48.315]  What is 30,000 times 12?
[01:37:48.355 --> 01:37:49.075]  What's 30 times 12?
[01:37:49.115 --> 01:37:50.857]  $360,000 a year in IT bills here at this office.
[01:37:50.877 --> 01:37:50.857]  $360,000.
[01:37:51.017 --> 01:37:54.460]  Over $20,000 of that is bandwidth and then the two IT guys.
[01:38:12.657 --> 01:38:21.585]  Folks, I mean, I have to sit here and hustle just to, it's like a locomotive going towards the New World Order on the tracks.
[01:38:22.145 --> 01:38:23.566]  And I'm shoveling coal in.
[01:38:24.347 --> 01:38:30.272]  And so I end up spending my time trying to make the money to pay for websites getting millions of views a week.
[01:38:30.552 --> 01:38:36.758]  To pay to serve out, what's 150,000 free podcasts six days a week?
[01:38:36.818 --> 01:38:37.398]  What's six times 150,000?
[01:38:40.441 --> 01:38:44.442]  That's almost a million four-hour podcasts.
[01:38:44.462 --> 01:38:45.443]  That costs a lot of money.
[01:38:45.903 --> 01:38:54.426]  I mean, literally, I've got a decent house and a decent car.
[01:38:54.726 --> 01:38:56.266]  It's a Chrysler car.
[01:38:56.867 --> 01:38:57.587]  Nothing fancy.
[01:38:58.507 --> 01:39:00.148]  And that is that much of my money.
[01:39:01.109 --> 01:39:05.871]  I mean, you know, eating decent food, taking care of my kids and my wife is that much.
[01:39:06.451 --> 01:39:08.071]  Here's the money this operation makes.
[01:39:08.851 --> 01:39:10.212]  Here's the money this operation makes.
[01:39:10.532 --> 01:39:11.612]  Here's the money I'm keeping.
[01:39:14.693 --> 01:39:16.374]  That's how I can get up here and ask for money.
[01:39:16.534 --> 01:39:23.236]  And then people say, you know, on YouTube, man, he doesn't look like a televangelist asking for money.
[01:39:25.313 --> 01:39:27.454]  He looks sincere, because I am sincere.
[01:39:28.034 --> 01:39:30.835]  I'm sincerely waging war on the New World Order.
[01:39:31.515 --> 01:39:33.475]  I'm sincerely risking my life.
[01:39:34.696 --> 01:39:36.716]  I'm sincerely taking on the globalists.
[01:39:37.356 --> 01:39:41.258]  I'm sincerely breaking massive news story after massive news story.
[01:39:41.578 --> 01:39:46.359]  Infowars.com and PrisonPlanet.com are treasures.
[01:39:48.119 --> 01:39:49.340]  They are treasures.
[01:39:50.325 --> 01:39:52.587]  Because we can break major stories.
[01:39:52.947 --> 01:40:02.953]  You heard the caller earlier, I have no reason to doubt him, saying a month ago he posted on their forum the VFW order to register all their firearms and old equipment.
[01:40:04.014 --> 01:40:06.556]  For basically for confiscation down the road by the BATF.
[01:40:07.596 --> 01:40:08.657]  And I'm sure he did.
[01:40:08.717 --> 01:40:11.019]  The point is we got it, we put it out, now it's big.
[01:40:12.304 --> 01:40:18.795]  Whatever we put out ends up in the news because we do the research, we have the documents, we make the phone calls, we put it out, it breaks.
[01:40:19.215 --> 01:40:24.384]  Do you know the value of being able to warn people about federal and state legislation that's bad?
[01:40:25.742 --> 01:40:36.967]  There were people for weeks fighting this bill that had passed the House, going to the Governor's desk to be able to kidnap people's kids with no Fourth Amendment, with no judge, jury, order, nothing.
[01:40:37.568 --> 01:40:39.028]  Without parents even being told, ever.
[01:40:39.608 --> 01:40:40.329]  Just, where's my kid?
[01:40:40.369 --> 01:40:40.709]  I don't know.
[01:40:41.389 --> 01:40:43.971]  Snatch and grab, like CIA and Abu Ghraib.
[01:40:45.631 --> 01:40:48.213]  Literal snatch and grab type ops.
[01:40:49.633 --> 01:40:51.134]  They grab your kid, they're in a van, gone.
[01:40:53.288 --> 01:40:56.989]  We put that up Friday, and then it was all over the news and everywhere this week.
[01:40:57.289 --> 01:41:08.013]  I mean, literally, the Wall Street Journal's doing a big cover story on me, Psychology Today has a bunch of other big papers, and of course there are going to be hit pieces, but I can't turn them down, because then, you know, they'll just be their side.
[01:41:08.133 --> 01:41:09.513]  None of what I have to say will be in there.
[01:41:09.533 --> 01:41:12.414]  And they'll say, Alex refused to be, you know, talked to for this.
[01:41:13.574 --> 01:41:15.155]  But they're saying, why are you so big?
[01:41:15.215 --> 01:41:16.515]  Why is everybody talking about you?
[01:41:16.555 --> 01:41:17.976]  Why is there this buzz everywhere?
[01:41:18.976 --> 01:41:21.297]  And folks, it is everywhere.
[01:41:22.248 --> 01:41:31.117]  I can go to Alabama, I can go to New York, I can walk into the first restaurant I go into, I can walk out on the beach in South Texas and people walk up.
[01:41:31.717 --> 01:41:37.743]  My uncle was telling me in East Texas that, and he doesn't go to the store but maybe once a week, he's a farmer.
[01:41:38.752 --> 01:42:03.826]  and uh... keeps the ranch up and things and and and he said just everywhere he went to the station fifty miles out or something goes into that area east texas an affiliate and he said did you just buzz everywhere everyone's talking about i mean folks this radio show the the websites the films i'm going to we are changing moment i'm sorry i'm like it done this is all just absolutely amazing
[01:42:05.524 --> 01:42:12.226]  And I know I babble, I know I stutter, I know I'm goofy, I know I act stupid, I know... but I'm real, folks!
[01:42:12.666 --> 01:42:15.808]  And I've got a good brain, and I understand what the enemy's doing.
[01:42:16.308 --> 01:42:18.408]  I understand what they're doing a lot better.
[01:42:18.428 --> 01:42:23.130]  I'm a lot better at that than my communication skills, which people seem to think are pretty good.
[01:42:23.510 --> 01:42:24.711]  I think they're not that good.
[01:42:25.311 --> 01:42:26.431]  And I get your criticisms.
[01:42:26.671 --> 01:42:27.551]  A lot of it's legitimate.
[01:42:27.631 --> 01:42:28.032]  I know.
[01:42:28.372 --> 01:42:30.132]  I'm a sorry excuse for a human being.
[01:42:30.713 --> 01:42:32.153]  But I'm doing the best I can.
[01:42:34.394 --> 01:42:34.854]  And, uh...
[01:42:35.936 --> 01:42:45.420]  I'll take 100% of this money bomb, and depending on how much comes in, I'll hire a couple of video editors, a couple of webmasters, a moderator for the site, maybe more if we have some, or I'm going to have to shut down the comments.
[01:42:45.700 --> 01:42:48.941]  It's getting really dangerous with the setups and things that are going on there.
[01:42:49.962 --> 01:42:53.123]  We're going to maybe even get the space next to us, which is available.
[01:42:53.383 --> 01:42:58.946]  The economy is falling apart around here, so the warehouse space next to us that I couldn't afford a year ago, or when we signed the lease,
[01:43:00.126 --> 01:43:01.147]  At least about 10 months ago.
[01:43:01.687 --> 01:43:07.530]  It's now almost, it's a little over a third, about 40% of the price it was a year ago.
[01:43:07.550 --> 01:43:11.472]  So I said, oh, I can't get more space, but now they haven't leased it and it's sitting there.
[01:43:12.152 --> 01:43:14.433]  I need that room to do the official TV studio.
[01:43:14.453 --> 01:43:15.293]  Look at all we've done.
[01:43:15.774 --> 01:43:20.456]  So tomorrow, tonight at midnight, start giving and in the morning we'll put the numbers in.
[01:43:20.496 --> 01:43:22.557]  You can see throughout the day how much is coming in.
[01:43:22.577 --> 01:43:23.537]  There's going to be a phone number.
[01:43:23.857 --> 01:43:26.759]  You can give multiple places, credit card, PayPal.
[01:43:28.690 --> 01:43:37.219]  And it will all go to equipment and expanding what we're doing and you will see within months the measurable change and the expansion of what we're doing here.
[01:43:39.782 --> 01:43:45.408]  And look, I've pledged my name, my blood, my sacred honor, everything on fighting the New World Order.
[01:43:45.488 --> 01:43:46.369]  I don't have a choice now.
[01:43:46.909 --> 01:43:47.510]  I'm going in 110%.
[01:43:52.597 --> 01:43:54.178]  I don't like having to do all this extra work.
[01:43:54.298 --> 01:43:59.342]  I don't enjoy having to hire new people and worry of their feds trying to set me up, because that stuff goes on, folks.
[01:44:00.342 --> 01:44:03.604]  I don't enjoy, at this point, being on the spotlight, because now it's dangerous.
[01:44:04.225 --> 01:44:09.608]  It was fun ten years ago, and still a little bit dangerous, but now it's, you know, now it's white knuckle.
[01:44:09.668 --> 01:44:11.149]  It's, man, this is real.
[01:44:11.290 --> 01:44:20.095]  This is, I am now, with the enemy, fully aware of who I am, concerned about me, and they will, they'll kill a million, three hundred thousand Iraqis and think nothing of it.
[01:44:20.356 --> 01:44:21.636]  So we're going to, we are changing a moment.
