[00:00:19.180 --> 00:00:20.163]  We are back live.
[01:45:29.565 --> 01:45:33.230]  The Scorpion Stun Gun is a great way to take down a potential attacker.
[01:45:33.531 --> 01:45:41.582]  Mr. Defense also carries the largest selection of air tasers, knives, self-defense keychains, swords, batons, survival, spy, and tactical gear.
[01:45:41.842 --> 01:45:46.188]  Mention this ad and receive 10% off of your order and a free self-defense keychain.
[01:45:46.388 --> 01:45:47.989]  Visit MrDefense.com.
[01:45:48.089 --> 01:45:50.030]  That's MRDefense.com.
[01:45:50.170 --> 01:45:50.871]  Or call 1-800-313-6400.
[01:45:51.031 --> 01:45:51.611]  That's 1-800-313-6400.
[01:45:51.631 --> 01:45:53.812]  For all of your self-defense needs, today.
[01:45:53.972 --> 01:45:56.314]  Got Steve Quayle with us, 5 minutes to the next hour.
[01:45:56.654 --> 01:45:57.554]  Then Carol Cilente.
[01:45:57.594 --> 01:46:02.957]  We'll take a few calls.
[01:46:03.037 --> 01:46:05.299]  Lenny Brock and others that are calling for him.
[01:46:11.769 --> 01:46:16.373]  I also want to encourage listeners to realize that now is the time to take action.
[01:46:16.453 --> 01:46:18.054]  People are ready to hear the truth now.
[01:46:18.754 --> 01:46:25.640]  Everything that they heard us talk about for years, almost everybody out there has heard Steve or myself or, you know, he goes coast to coast all the time on his own show.
[01:46:26.480 --> 01:46:30.704]  They've heard myself or a half dozen other folks out there that get the big picture.
[01:46:30.724 --> 01:46:31.304]  Steve gets it.
[01:46:31.985 --> 01:46:33.986]  And he even adds a lot that I didn't know over the years.
[01:46:34.006 --> 01:46:34.727]  I've learned a lot from him.
[01:46:34.747 --> 01:46:35.427]  We appreciate him.
[01:46:37.049 --> 01:46:38.650]  Now is the time to reach out to people.
[01:46:39.130 --> 01:46:39.391]  Even if
[01:46:40.871 --> 01:46:42.052]  You think it's all over, folks.
[01:46:42.112 --> 01:46:43.972]  It's the will to fight, the will to stand up.
[01:46:44.012 --> 01:46:44.873]  That's what saves you.
[01:46:45.693 --> 01:46:46.814]  Life is about the choice.
[01:46:47.574 --> 01:46:48.514]  And God hates cowards.
[01:46:48.554 --> 01:46:49.615]  I'll tell you that right now, folks.
[01:46:49.675 --> 01:46:51.035]  And it's so good to fight evil.
[01:46:51.275 --> 01:46:52.196]  It's what you're meant to do.
[01:46:52.236 --> 01:46:53.316]  That's why you're not fulfilled.
[01:46:53.696 --> 01:46:56.738]  Get the Obama Deception on DVD at infowars.com.
[01:46:57.038 --> 01:46:57.838]  Make copies of it.
[01:46:57.858 --> 01:46:59.139]  Go to prisonplanet.tv.
[01:46:59.159 --> 01:46:59.499]  Download it.
[01:46:59.519 --> 01:47:00.439]  It's super high quality.
[01:47:00.739 --> 01:47:02.220]  When you're a member, burn it to disk.
[01:47:03.220 --> 01:47:04.181]  Air it on AXS TV.
[01:47:05.967 --> 01:47:10.009]  This film is literally sending shockwaves across the nation right now.
[01:47:10.089 --> 01:47:11.810]  Let's intensify that even more.
[01:47:12.990 --> 01:47:17.172]  Let's get a reprieve for Nineveh, so we have more time to wake up more people.
[01:47:17.512 --> 01:47:18.553]  Let's reverse this thing.
[01:47:19.513 --> 01:47:23.455]  Let's try to lessen the strikes of the New World Order, you know, on our head with their hammer.
[01:47:24.756 --> 01:47:25.816]  It's just so important.
[01:47:25.836 --> 01:47:27.597]  So, Infowars.com or toll-free 888-253-3139, 888.
[01:47:35.458 --> 01:47:40.581]  Q-U-A-Y-L-E dot com.
[01:47:40.941 --> 01:47:46.484]  And Alex, my orange alert is posted.
[01:47:47.004 --> 01:47:47.865]  I mean every word of it.
[01:47:47.945 --> 01:47:50.947]  And I also want to get one thing in before I sign off with you.
[01:47:51.287 --> 01:47:58.151]  We're getting reports from all over the country that census takers are showing up, but they're not showing up at every home in the neighborhood.
[01:47:58.191 --> 01:48:01.433]  They're selectively showing up and taking GPS readings.
[01:48:01.874 --> 01:48:13.356]  They seem to be going off another list and somebody that had this happen said he and his neighbor are both gun owners and they were the only two in the neighborhood that had that happen.
[01:48:15.151 --> 01:48:21.317]  Now, of course, they could be going off the ATF Form 4s, or 4473s, or whatever, you know, as file with whomever.
[01:48:21.777 --> 01:48:37.112]  But I suggest, ladies and gentlemen, that you do not identify, vilify, and make them the brunt of all the world's evil, like Janet Napolitano did, without the ultimate object of being the destruction of everyone.
[01:48:37.192 --> 01:48:38.253]  And, Alex, I agree with you.
[01:48:38.673 --> 01:48:41.715]  We buy every second of time we can for people.
[01:48:41.755 --> 01:48:49.519]  We buy every minute, every hour, every day as one more moment of God's infinite mercy, pleading with people to see what's coming down.
[01:48:49.539 --> 01:49:06.048]  You know, listen, when THE God is out there, those who worship Satan ought to figure out that obviously if Satan hates God and Satan identifies that God, Christians, and Jesus are his enemies, then maybe there's another side to the story besides the one they've been indoctrinated with all these years.
[01:49:06.994 --> 01:49:26.503]  Alex, we're at the latest point in all time, and given the rhetoric is increasing, and I tell you this, we know actions follow rhetoric, but ladies and gentlemen, if you will step up, if you will absolutely, as veterans, let your voices be heard, and those of you who will not step up, then at least help the veterans financially.
[01:49:26.823 --> 01:49:31.185]  Some of these men and women, who are some of the most amazing men and women in the world, are on the streets.
[01:49:32.345 --> 01:49:34.931]  I'm going to hold you over one more minute and take a few calls.
[01:49:34.951 --> 01:49:36.233]  You got time for that?
[01:49:44.687 --> 01:49:49.148]  But going back to him saying, cover up the name of Jesus in the church where he was going to speak.
[01:49:49.929 --> 01:49:53.130]  I mean, politicians have always gone and spoken at churches, even if they're not even Christians.
[01:49:53.970 --> 01:49:54.290]  Right.
[01:49:54.370 --> 01:49:55.430]  This is a message.
[01:49:55.670 --> 01:49:56.971]  You know, they do this on purpose.
[01:49:56.991 --> 01:49:59.291]  This is a highly religious man.
[01:49:59.611 --> 01:50:00.652]  People say he's a Muslim.
[01:50:00.692 --> 01:50:01.552]  No, he's not a Muslim.
[01:50:01.572 --> 01:50:02.452]  He's a Luciferian.
[01:50:02.912 --> 01:50:03.093]  Right.
[01:50:03.173 --> 01:50:04.613]  The promised one has come.
[01:50:05.153 --> 01:50:07.934]  And if you take the, if you understand, okay.
[01:50:08.641 --> 01:50:14.125]  When the Illuminists talk about the Great One or the Promised One, they're not talking about the Messiah.
[01:50:14.426 --> 01:50:20.370]  They're talking about the literal, physical incarnation of Lucifer on the planet.
[01:50:20.650 --> 01:50:25.374]  You're saying you believe, the Illuminists believe, he is the Antichrist?
[01:50:25.414 --> 01:50:34.841]  I don't know that he's the Antichrist, but I'm telling you, if they look at him, now remember, there's a time in the Bible where the Antichrist is the Antichrist, and then he gets literally possessed by the devil.
[01:50:36.202 --> 01:50:37.603]  Ah, you're saying he's a prototype.
[01:50:41.226 --> 01:50:43.327]  Thank you for listening to GCN.
[01:50:43.827 --> 01:50:48.269]  Be sure to visit GCNlive.com today.
[01:50:49.310 --> 01:50:49.890]  Hello, friends.
[01:50:49.950 --> 01:50:50.871]  This is Alex Jones.
[01:50:51.011 --> 01:50:55.633]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:50:55.733 --> 01:50:58.494]  We need to be independent, and food and water is the key.
[01:50:58.695 --> 01:51:01.576]  You'll never have to stand in a bread line if you have your own bread.
[01:51:01.756 --> 01:51:07.599]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:51:07.819 --> 01:51:10.761]  No one is going to take care of your family in the final equation but you.
[01:51:11.062 --> 01:51:17.967]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:51:18.047 --> 01:51:21.190]  And they do it at almost half the cost of last year's grocery prices.
[01:51:21.330 --> 01:51:21.530]  Call 1-800-409-5633.
[01:51:21.590 --> 01:51:23.011]  Or on the web, go to efoodsdirect.com.
[01:51:26.474 --> 01:51:32.558]  Visit efoodsdirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[01:51:32.739 --> 01:51:36.481]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:51:36.501 --> 01:51:38.002]  Again, 800-409-5633, or on the web at efoodsdirect.com.
[01:51:38.042 --> 01:51:38.463]  Take action today.
[01:51:38.483 --> 01:51:40.304]  The first step is getting storable food.
[01:51:52.196 --> 01:51:54.097]  Waging war on corruption.
[01:51:54.557 --> 01:51:57.499]  Alex Jones on the GCM Radio Network.
[01:52:00.600 --> 01:52:05.363]  Final segment with Steve Quayle.
[01:52:05.403 --> 01:52:10.405]  Vanity Fair came out this month with a cover story.
[01:52:10.686 --> 01:52:12.446]  I have the magazine.
[01:52:12.526 --> 01:52:16.809]  It admits that Christian conservative leaders go and have gay orgies there.
[01:52:17.429 --> 01:52:20.891]  And that they do rituals, but it goes on to say it's fun and no big deal.
[01:52:24.195 --> 01:52:28.456]  Now again, people can say, oh, Bohemian Grove, they're just having fun.
[01:52:28.496 --> 01:52:30.676]  No, they take it seriously.
[01:52:30.716 --> 01:52:34.157]  These people are lunatics.
[01:52:35.418 --> 01:52:36.418]  Gerald Salente coming up.
[01:52:36.478 --> 01:52:37.958]  A few calls for Steve Quayle, quickly.
[01:52:38.338 --> 01:52:39.738]  Have your question ready, please.
[01:52:40.259 --> 01:52:41.419]  Lenny in New York.
[01:52:41.959 --> 01:52:43.259]  Lenny and then Brock.
[01:52:43.299 --> 01:52:44.500]  That'll be it for calls for Steve.
[01:52:44.540 --> 01:52:45.140]  Go ahead, Lenny.
[01:52:46.040 --> 01:52:46.520]  Hey, what's up, man?
[01:52:46.640 --> 01:52:50.901]  I heard you heard just the call and right our officials and have our voices be heard, and I agree, but...
[01:52:51.414 --> 01:52:57.537]  Since the one quote against the bailout in October and Congress still passed it, I just have no confidence in our officials.
[01:52:58.567 --> 01:53:01.449]  Well, I agree with that, but the thing is we're all demanding one thing.
[01:53:01.469 --> 01:53:05.831]  We're demanding that Napolitano step down and resign.
[01:53:06.312 --> 01:53:13.116]  And why I'm saying this is that if everyone will focus on a specific individual who has targeted them, the pressure.
[01:53:13.196 --> 01:53:15.537]  This is one thing Washington does respond to.
[01:53:15.918 --> 01:53:20.160]  And I'll go on to basically say, Alex, I'm saying all we can do is buy time.
[01:53:21.581 --> 01:53:21.981]  Absolutely.
[01:53:22.001 --> 01:53:24.203]  We called 1,000 to 1 against the bailout and they still
[01:53:45.689 --> 01:53:46.269]  No, they have an agenda.
[01:53:46.289 --> 01:53:49.070]  They're going to go through with this.
[01:53:49.590 --> 01:53:54.991]  But it's got to be on record that they're criminals doing the opposite of what the people in the Constitution and the law says.
[01:53:55.192 --> 01:53:56.012]  Appreciate your call.
[01:53:56.072 --> 01:53:56.952]  Correct, Steve?
[01:53:57.392 --> 01:53:58.212]  Yeah, absolutely.
[01:53:58.993 --> 01:54:00.373]  Yeah, I mean, we've got to continue to fight.
[01:54:01.133 --> 01:54:02.133]  Brock in Long Island.
[01:54:02.153 --> 01:54:03.094]  Brock, you're on the air.
