[00:00:00.369 --> 00:00:06.454]  We are changed.
[01:46:17.443 --> 01:46:18.563]  In the United States and Europe.
[01:46:18.984 --> 01:46:27.466]  They're doing this because they're getting ready to totally bankrupt everybody and then you're going to be on basically a government paycheck now and they're going to tell you how to live your life.
[01:46:29.547 --> 01:46:30.407]  This is bondage.
[01:46:30.447 --> 01:46:31.227]  This is control.
[01:46:32.768 --> 01:46:40.730]  And we're so decadent, we've been so brainwashed that the public is still standing down to a great extent because they can't believe what's happening.
[01:46:41.330 --> 01:46:42.131]  Here's a quick example.
[01:46:42.151 --> 01:46:42.991]  I'm going to go back to your calls.
[01:46:45.259 --> 01:46:50.966]  I decided, I knew that Media Matters was owned by George Soros.
[01:46:51.306 --> 01:46:52.328]  He was the main financier.
[01:46:53.249 --> 01:47:00.858]  Lying about me, attacking me, really engaging in libel and slander and classical forms of defamation.
[01:47:03.439 --> 01:47:13.645]  But then I looked into Alternet, and you know who, if you go to the Federal Register, you can look it up, it is foundation run, Ford Foundation, Rockefeller Foundation, Soros Foundations.
[01:47:14.565 --> 01:47:19.648]  And so they're writing article after article, saying I need to be shot off the radio and have my free speech taken.
[01:47:24.551 --> 01:47:32.075]  You see, why am I being attacked directly by the Ford Foundation, directly by the Rockefeller Foundation, directly by George Soros?
[01:47:34.727 --> 01:47:36.008]  In fact, I've got that in the stack.
[01:47:36.048 --> 01:47:37.229]  I even printed it all off.
[01:47:37.249 --> 01:47:42.433]  If I have time near the end of the show, I'll get into it or I may do a show on it tomorrow.
[01:47:43.834 --> 01:47:44.835]  I've got the printouts right here.
[01:47:44.895 --> 01:47:45.755]  Ford Foundation.
[01:47:46.256 --> 01:47:46.836]  Alternet.
[01:47:49.258 --> 01:47:54.362]  You can go right to the federal websites that have all the foundation money telling you who gets what.
[01:47:57.684 --> 01:47:59.906]  They're doing this because they know we're telling the truth.
[01:47:59.966 --> 01:48:01.307]  They know we know what they're up to.
[01:48:04.915 --> 01:48:09.157]  And I'm glad they're attacking me, because it lets me know I'm doing my job.
[01:48:12.960 --> 01:48:21.524]  They have already engaged in irrevocable, devastating, terminal financial attacks on the country.
[01:48:21.564 --> 01:48:23.565]  We're like a nation that's been stabbed hundreds of times.
[01:48:24.226 --> 01:48:29.589]  We've gone into shock, the last blood's coming out of us, and we've turned white, and we're dying right now.
[01:48:30.677 --> 01:48:31.938]  And they're just sitting there with pleasure.
[01:48:32.298 --> 01:48:33.359]  All the American haters.
[01:48:33.439 --> 01:48:34.319]  All the control freaks.
[01:48:34.440 --> 01:48:35.220]  All the parasites.
[01:48:35.680 --> 01:48:36.801]  These are just bad people.
[01:48:36.861 --> 01:48:37.562]  They hate you.
[01:48:37.622 --> 01:48:38.482]  They hate your family.
[01:48:38.502 --> 01:48:39.583]  They hate your Second Amendment.
[01:48:39.863 --> 01:48:40.784]  They hate your freedoms.
[01:48:41.244 --> 01:48:42.145]  Look at all the other countries.
[01:48:42.165 --> 01:48:48.769]  They're all run by pot-bellied scum that loves the Lord around in fancy outfits with giant frongs of starving people outside their palaces.
[01:48:49.190 --> 01:48:50.410]  That's their tool of control.
[01:48:51.111 --> 01:48:52.592]  They enjoy degradation.
[01:48:52.632 --> 01:48:53.713]  They enjoy pain.
[01:48:53.993 --> 01:48:55.934]  They enjoy sorrow.
[01:48:56.875 --> 01:48:57.775]  They hate your freedoms.
[01:48:59.437 --> 01:48:59.897]  They're evil.
[01:49:02.418 --> 01:49:05.099]  And they control the left and the right.
[01:49:06.200 --> 01:49:08.681]  And until we wake up to them and say no, it's only going to get worse.
[01:49:11.162 --> 01:49:12.163]  Now they're scared now, though.
[01:49:14.056 --> 01:49:15.677]  You see, they've gone past the point of return.
[01:49:15.717 --> 01:49:19.798]  They've made the decision to go after the guns and start shootouts with the police.
[01:49:19.858 --> 01:49:25.700]  It'll go into martial law and have the economic displacement break down and use the collapse of Mexico to ban guns here.
[01:49:25.740 --> 01:49:27.080]  And they're now announcing it.
[01:49:27.880 --> 01:49:31.962]  And a lot of their minions and servants are starting to figure out we told them the truth and that this is real.
[01:49:32.002 --> 01:49:34.382]  And so they're getting a little concerned now.
[01:49:34.462 --> 01:49:35.683]  And so they're starting to blow the whistle.
[01:49:37.183 --> 01:49:38.824]  And the establishment's moved offshore.
[01:49:39.753 --> 01:49:45.055]  Because they know they're going to plan kind of a Soviet culling, the Great Harvest as they call it, the mass murder.
[01:49:46.996 --> 01:49:53.379]  But because we warned people before it happened, by them making this move and trying this, we're going to defeat them.
[01:49:53.999 --> 01:49:56.300]  Because they've gone past the point of incrementalism.
[01:49:56.340 --> 01:50:00.002]  They can't incrementally creep around and do this anymore.
[01:50:01.003 --> 01:50:06.045]  They've now thrown down the gauntlet, they've now put it in high gear, they're going right up against humanity.
[01:50:09.491 --> 01:50:12.814]  And so, the battle is joined, ladies and gentlemen.
[01:50:14.836 --> 01:50:16.177]  I wish every day this wasn't real.
[01:50:16.538 --> 01:50:20.381]  I wish every day they weren't shipping bird flu all over the world and shooting people up with it and they're dying.
[01:50:20.721 --> 01:50:23.884]  That's mainstream news, but nobody in the, quote, alternative movement wants to cover it.
[01:50:23.904 --> 01:50:28.809]  It's like there's mental block or something from covering real news, so they only can cover the weird, made-up crap.
[01:50:29.830 --> 01:50:31.651]  We'll come back, take a few calls, and go to Joe Bannister.
[01:50:31.671 --> 01:50:32.052]  Stay with me.
[01:50:36.809 --> 01:50:38.871]  Thank you for listening to GCN.
[01:50:39.411 --> 01:50:43.895]  Be sure to visit GCNlive.com today.
[01:50:44.916 --> 01:50:45.497]  Hello, friends.
[01:50:45.557 --> 01:50:46.498]  This is Alex Jones.
[01:50:46.618 --> 01:50:51.222]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:50:51.342 --> 01:50:54.145]  We need to be independent, and food and water is the key.
[01:50:54.325 --> 01:50:57.187]  You'll never have to stand in a bread line if you have your own bread.
[01:50:57.368 --> 01:51:03.213]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:51:03.433 --> 01:51:06.395]  No one is going to take care of your family in the final equation but you.
[01:51:06.676 --> 01:51:13.581]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:51:13.641 --> 01:51:16.784]  And they do it at almost half the cost of last year's grocery prices.
[01:51:16.944 --> 01:51:17.184]  Call 1-800-409-5633.
[01:51:17.204 --> 01:51:18.485]  Or on the web, go to efoodsdirect.com.
[01:51:22.068 --> 01:51:28.154]  Visit efoodsdirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[01:51:28.334 --> 01:51:35.200]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:51:35.280 --> 01:51:39.544]  Again, 800-409-5633, or on the web at efoodsdirect.com.
[01:51:39.704 --> 01:51:40.705]  Take action today.
[01:51:40.845 --> 01:51:42.627]  The first step is getting storable food.
[01:51:47.685 --> 01:51:49.586]  Waging War on Corruption.
[01:51:50.066 --> 01:51:53.008]  Alex Jones on the GCN Radio Network.
[01:51:56.449 --> 01:51:59.911]  We are now into the fourth and final hour.
[01:52:16.540 --> 01:52:17.541]  I'm Alex Jones, your host.
[01:52:17.561 --> 01:52:18.742]  Still taking your phone calls.
[01:52:19.803 --> 01:52:21.445]  Joe Bannister coming up in the next segment.
[01:52:23.246 --> 01:52:23.807]  I'm going to shout.
[01:52:23.827 --> 01:52:24.868]  I've got a ton of news at him.
[01:52:26.669 --> 01:52:29.852]  Let's talk to Bob in Washington, and Norma, Dave, Marcus, and others.
[01:52:30.273 --> 01:52:31.013]  Go ahead, Bob.
[01:52:32.935 --> 01:52:34.256]  Hey, Alex.
[01:52:35.938 --> 01:52:36.198]  Hey.
[01:52:36.238 --> 01:52:42.704]  Hey, I initially called you to find out what you make of this video that popped, that seemed to pop up over the
[01:52:43.610 --> 01:53:10.234]  over the weekend about the uh... bird flu shipments and uh... and um... that in tandem sort of with the one that popped up a couple of months ago about uh... mass graves in chicago and whether you think that that's all i mean obviously now i talk to the reporters who gave me the name of the emergency manager of the county i called him i confirmed it cc that's us saying this report is confirmed
[01:53:11.512 --> 01:53:19.099]  You know, we called the source, and then I presented you with mainstream news about the mass graves and incinerators.
[01:53:21.001 --> 01:53:21.901]  Did you hear me go over that?
[01:53:24.223 --> 01:53:25.164]  Unfortunately, I did not.
[01:53:26.325 --> 01:53:27.987]  Well, we've written articles about it and posted it.
[01:53:28.087 --> 01:53:30.109]  In fact, let me just show you again.
[01:53:31.124 --> 01:53:31.864]  I just had it earlier.
[01:53:31.884 --> 01:53:36.345]  I can't actually show this over and over and over and over and over and over and over and over.
[01:53:36.805 --> 01:53:38.346]  But here it is.
[01:53:38.586 --> 01:53:40.446]  I apologize for bringing it up again.
[01:53:40.486 --> 01:53:41.066]  Stop, stop.
[01:53:41.507 --> 01:53:41.987]  No, no, no.
[01:53:42.127 --> 01:53:43.047]  Just let me get it for you.
[01:53:46.828 --> 01:53:47.368]  Okay, here it is.
[01:53:47.388 --> 01:53:48.388]  I'm going to show it to you again.
[01:53:48.408 --> 01:53:49.108]  Okay?
[01:53:50.569 --> 01:53:51.689]  Masquerade folder, right here.
[01:53:52.609 --> 01:53:53.509]  This will be the fifth time.
[01:53:53.529 --> 01:53:54.510]  I don't mind doing this.
[01:53:54.590 --> 01:53:55.610]  People can't always listen.
[01:53:57.136 --> 01:54:02.041]  Rocky Mountain News, state prepares for bioterrorism, February 8, 2003.
[01:54:02.121 --> 01:54:13.291]  The state of Colorado sees antibodies cremate disease-ridden corpses and under extreme circumstances dig mass graves under executive orders drafted for the use in the event of a bioterrorism attack.
[01:54:14.512 --> 01:54:20.078]  Then it goes into the governor's measures, the mass grave sites, the incinerators,
[01:54:21.898 --> 01:54:23.139]  Uh, and how they're getting ready for that.
[01:54:23.399 --> 01:54:23.719]  Okay.
[01:54:24.180 --> 01:54:30.023]  Now, here, I go through these all day, but here's State of New York, Department of State, Division of Cemeteries.
[01:54:30.063 --> 01:54:32.425]  You can read this document, call the phone numbers, it's real.
[01:54:33.685 --> 01:54:39.609]  Out of the article written by Aaron Dykes, plans for mass graves confirmed, government surveying cemetery readiness for flu outbreak.
[01:54:40.069 --> 01:54:47.774]  So they're preparing for millions all over the country, tens of thousands per cemetery, and you can call the phone numbers and call the state, they admit this is real, okay?
[01:54:49.085 --> 01:55:00.074]  So, so see, we're covering what's real and admitted, but no one will talk about it, no one will put up a YouTube video, no one will discuss it, no one will get into it.
[01:55:00.635 --> 01:55:16.628]  We have bird flu knowingly shipped out all over the world, 18 countries in Europe, mixed with real normal vaccines, then suddenly there's secret vaccine trials with all these people dying in bird flu vaccine trials, but the media, London Telegraph,
[01:55:18.211 --> 01:55:26.955]  All these other publications, Bloomberg, won't do another investigation and won't say what companies it were that are lying to people saying it's a flu shot and then killing them.
[01:55:28.355 --> 01:55:32.277]  Did you hear me read a French news agency in London Telegraph earlier?
[01:55:34.278 --> 01:55:34.718]  Yeah, I did.
[01:55:35.118 --> 01:55:36.819]  Okay, well, people don't believe me watching.
[01:55:37.139 --> 01:55:38.240]  Right now, let me just dig it out again.
[01:55:39.280 --> 01:55:40.161]  It's here in the stack.
[01:55:40.201 --> 01:55:41.761]  Again, I go over so many articles here.
[01:55:42.422 --> 01:55:43.302]  Let me find it for you.
[01:55:43.322 --> 01:55:43.662]  Here it is.
[01:55:43.722 --> 01:55:45.123]  Okay, let me get this for folks one more time.
[01:55:45.854 --> 01:55:55.376]  Instead it's some crazy woman literally going, missiles and refrigerated and down silos and meanwhile we've got it all admitted right out in the open going on.
[01:55:55.416 --> 01:56:00.757]  Instead the media is going to look at that and anyone who knows how operations work or anything is going to think we're a bunch of idiots.
[01:56:02.397 --> 01:56:09.418]  Okay, just like the media all over the country is going out and saying these are just graves being expanded at VA cemeteries.
[01:56:10.018 --> 01:56:11.139]  It's sad but true.
[01:56:11.179 --> 01:56:12.899]  A lot of our veterans are passing now.
[01:56:14.713 --> 01:56:20.895]  Instead of going, by the way, this cemetery signed an agreement to be ready to bury 100,000 Americans, they're in a bio-attack.
[01:56:21.175 --> 01:56:22.615]  See, they don't tell you the other part.
[01:56:23.495 --> 01:56:29.657]  And so they strawman us, and they're able to do that because laymen, the general public, are now getting involved as reporters, which is great.
