[00:00:00.782 --> 00:00:03.355]  The Alex Jones Show!
[01:46:49.739 --> 01:46:53.062]  That a paper ballot recount be done.
[01:46:53.102 --> 01:47:00.387]  You have to sign the millions of petitions in your state, whatever is needed, to demand.
[01:47:00.487 --> 01:47:02.728]  And you go start the organizations, okay?
[01:47:03.009 --> 01:47:03.509]  You hear me?
[01:47:03.689 --> 01:47:04.470]  I can't do it all.
[01:47:04.910 --> 01:47:09.573]  You go out, you pick an issue, and you have the signatures.
[01:47:09.653 --> 01:47:12.436]  You get twice as many as you need because they'll throw out most of them.
[01:47:13.336 --> 01:47:14.237]  And then you go in.
[01:47:16.096 --> 01:47:43.472]  And in your petition, you lay out how it's done, the old-fashioned ballot, where they're hand-counted, and they're not put into computers for the tabulation, and you have to do a study before you do the petition of how many millions of dollars the state will have to spend to do this, and you have that ballot initiative to remove the electronic systems and go back to paper ballots.
[01:47:45.370 --> 01:47:47.051]  And they'll say, oh, that's terrible.
[01:47:47.071 --> 01:47:49.632]  You could take months or weeks to find out.
[01:47:49.692 --> 01:47:51.834]  Well, that's the way it used to be when we were a free country.
[01:47:51.874 --> 01:47:53.815]  Yes, that's how it'll work.
[01:47:53.855 --> 01:48:00.878]  And no more will you allow the county commissioners and the county clerk to lock up the building while they're doing the final voting.
[01:48:00.918 --> 01:48:02.759]  No, and final tabulations.
[01:48:02.819 --> 01:48:08.643]  No, and we have to have grand juries indict these electronic voting machine owners and start taking them to prison.
[01:48:08.723 --> 01:48:12.645]  And don't say you can't do it, because humanity's done it before.
[01:48:13.265 --> 01:48:14.806]  It's the same thing with the Second Amendment.
[01:48:15.993 --> 01:48:18.295]  You've got to have recall petitions.
[01:48:18.315 --> 01:48:19.736]  You've got to recall governors.
[01:48:19.776 --> 01:48:21.457]  You've got to recall city officials.
[01:48:21.497 --> 01:48:23.339]  You've got to put pro-gun people in.
[01:48:23.739 --> 01:48:34.087]  You've got to recall city officials in these amnesty havens like Denver and Austin, Texas and LA and remove those city councils and put in your own people.
[01:48:34.127 --> 01:48:36.729]  You've got to get angry and focused and never stop.
[01:48:39.210 --> 01:48:40.451]  It's just that simple.
[01:48:40.511 --> 01:48:41.412]  I mean, look at this.
[01:48:42.473 --> 01:48:45.355]  On Monday, I went on the air
[01:48:46.292 --> 01:49:00.175]  And I said, hidden in plain view, the company TiVo, the big fast-forward, rewind while it's happening, table box that millions of homes have.
[01:49:00.195 --> 01:49:14.558]  I go, hidden in plain view, they're bragging about how popular TiVo is and how they monitored TiVo users and how it was the biggest rewind, replay event of history when that idiot Jackson was up there at the Super Bowl.
[01:49:16.556 --> 01:49:21.401]  By the way, I was on the radio at the time fighting the globalists, so I didn't watch it.
[01:49:21.441 --> 01:49:28.968]  But the point here is that I said hidden in plain view, they're bragging that they're watching what you do and tracking you.
[01:49:30.330 --> 01:49:32.232]  And I've already reported that, but here it is again.
[01:49:32.552 --> 01:49:37.397]  Well, the Chicago Sun-Times, TiVo users beware, Big Brother's watching.
[01:49:39.136 --> 01:49:45.281]  Justin Timberlake and Janet Jackson exposed more than her distinctive taste in jewelry at halftime on the Super Bowl.
[01:49:45.521 --> 01:49:54.889]  You know TiVo, that newfangled digital video recorder that enables you to watch live telecasts as if they were on tape and remembers to record your favorite shows even when you don't?
[01:49:55.854 --> 01:50:04.178]  Justin and Janet's little dance with community standards served to remind us that when we watch TiVo, our TiVo can watch us.
[01:50:04.758 --> 01:50:05.679]  Can watch us?
[01:50:05.739 --> 01:50:06.019]  It does.
[01:50:06.559 --> 01:50:09.000]  All your scientific Atlantic cable boxes, everything.
[01:50:09.080 --> 01:50:11.021]  They got microphones in them, people.
[01:50:11.301 --> 01:50:12.862]  They're listening to you.
[01:50:12.882 --> 01:50:16.944]  Do you just think these companies let me say this on air?
[01:50:17.484 --> 01:50:18.945]  I don't make any of this up.
[01:50:19.825 --> 01:50:21.466]  But now you can read it in the Chicago Sun-Times.
[01:50:25.054 --> 01:50:27.916]  We'll come back, take calls, get more into this and all the other news.
[01:50:28.576 --> 01:50:30.277]  They're going to arrest you for what you think now.
[01:50:31.918 --> 01:50:34.960]  Brain scanners will be all over the streets scanning our brains.
[01:50:35.481 --> 01:50:36.521]  They will arrest you.
[01:50:36.561 --> 01:50:37.682]  You're having terror thoughts.
[01:50:37.762 --> 01:50:38.483]  BBC.
[01:50:39.643 --> 01:50:40.944]  Just hell upon earth.
[01:50:42.405 --> 01:50:47.068]  There's no way to describe how out of control this is, you stupid yuppies!
[01:50:47.468 --> 01:50:49.890]  Look what you've done to this country, you scum!
[01:50:50.230 --> 01:50:50.951]  You scum!
[01:50:55.629 --> 01:51:01.552]  Herbal Healer Academy is the global supplier of the finest natural medicine that you may need in these troubled times.
[01:51:01.792 --> 01:51:04.053]  We specialize in keeping you alive and healthy.
[01:51:04.253 --> 01:51:10.596]  We provide outstanding products like Esiac, colloidal silver 500 parts per million, olive leaf extract,
[01:51:10.976 --> 01:51:11.376]  I think so.
[01:51:31.186 --> 01:51:31.787]  We're good to go.
[01:51:53.360 --> 01:52:01.965]  Berkey water filters are the ultimate filters used worldwide for normal or hostile filtration environments to provide the most delicious, sparkling clean water possible.
[01:52:02.185 --> 01:52:13.471]  The Berkey Light self-sterilizing filter elements remove pathogenic bacteria, cysts, parasites, chemicals, and they reduce lead, mercury, aluminum, nitrate, salt for odors, foul tastes, and much, much more.
[01:52:13.691 --> 01:52:16.313]  Yet they leave in the nutritional minerals that your body needs.
[01:52:16.673 --> 01:52:17.634]  We're good to go.
[01:52:17.654 --> 01:52:18.314]  We're good to go.
[01:52:37.629 --> 01:52:46.136]  Get the Berkey Light, the ultimate filter for only $259 by calling New Millennium at 888-803-4438.
[01:52:46.196 --> 01:52:50.219]  That's toll-free, 888-803-4438.
[01:52:50.519 --> 01:52:51.820]  Not yet available in Iowa.
[01:52:53.321 --> 01:52:57.644]  Alex Jones here announcing the release of my new film, Police State 3 Total Enslavement.
[01:52:57.845 --> 01:53:02.248]  Police State 3 details the architecture, goals, and operations of the New World Order.
[01:53:02.428 --> 01:53:03.649]  There is a chance.
[01:53:04.172 --> 01:53:06.774]  To use this disaster is a new world order.
[01:53:06.834 --> 01:53:09.597]  The new world order can emerge.
[01:53:09.957 --> 01:53:14.161]  The film documents dozens of confirmed cases of government-sponsored terrorism worldwide.
[01:53:14.241 --> 01:53:21.168]  We rip the Senator Patriot Act legislation 1 and 2 apart piece by piece and reveal the arrogance of what Ashcroft has to say about your liberty.
[01:53:21.308 --> 01:53:23.310]  You will lose your liberty.
[01:53:23.550 --> 01:53:34.079]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
[01:53:34.299 --> 01:53:39.643]  If you want to understand what the new world order really is, then my new two-and-a-half-hour video, Police Day 3, is for you.
[01:53:40.184 --> 01:53:42.846]  Visit InfoWars.com or PrisonPlanet.com to order.
[01:53:42.946 --> 01:53:43.587]  Or call toll-free 1-888-253-3139.
[01:53:43.607 --> 01:53:43.947]  That's 888-253-3139.
[01:53:43.967 --> 01:53:45.268]  Order today and spread the word.
[01:54:00.962 --> 01:54:05.145]  And by the way, when I call out the scum on this show, I'm not talking about our listeners.
[01:54:06.286 --> 01:54:23.639]  I'm talking about the greasy-haired yuppie driving along in their Mercedes that thinks they're a member of the establishment and laughs at any government corruption as if it doesn't exist because in their little brains they make the split-second decision not to stand for anything and be a bunch of self-centered New World Order whores.
[01:54:25.274 --> 01:54:29.857]  It is up to the people of this country to research what we're bringing forward here.
[01:54:30.977 --> 01:54:33.499]  Well, I don't care if TiVo watches what I watch.
[01:54:33.579 --> 01:54:36.020]  I don't care if the cable boxes have microphones in them.
[01:54:36.441 --> 01:54:40.883]  I don't care if the NSA publicly listens through the OnStar system.
[01:54:40.943 --> 01:54:43.945]  I don't care if they're putting cameras in school bathrooms and showers.
[01:54:44.485 --> 01:54:46.967]  I guess cameras in the showers is freedom!
[01:54:47.767 --> 01:54:50.549]  Do I need to explain how bad that is?
[01:54:52.390 --> 01:54:52.470]  Oh...
[01:54:53.303 --> 01:54:57.366]  I got mainstream articles about the concentration camps again today.
[01:54:57.386 --> 01:55:02.670]  I mean, I just... Ah!
[01:55:03.831 --> 01:55:05.712]  They're taking our right to vote away.
[01:55:05.812 --> 01:55:07.233]  I'm angry about this.
[01:55:07.934 --> 01:55:09.155]  They're taking our guns.
[01:55:09.175 --> 01:55:10.576]  They're getting rid of our borders.
[01:55:11.036 --> 01:55:14.759]  All our jobs are being shipped overseas, and they tell you how great the economy is.
[01:55:14.859 --> 01:55:15.980]  What a fraud!
[01:55:18.991 --> 01:55:21.714]  Every show I see on television is how good torture is.
[01:55:21.754 --> 01:55:23.195]  They're warping our minds for that.
[01:55:23.215 --> 01:55:24.296]  I mean, they're warping us.
[01:55:24.517 --> 01:55:25.778]  You think things are bad now?
[01:55:25.978 --> 01:55:27.219]  They haven't even begun.
[01:55:27.239 --> 01:55:28.801]  And let me tell the globalists something.
[01:55:29.321 --> 01:55:32.685]  I haven't even begun, and neither have the good people of this country.
[01:55:33.446 --> 01:55:36.929]  There is an awakening taking place, but we've got to fight and fight hard.
[01:55:37.309 --> 01:55:39.131]  We are down to sudden death overtime.
[01:55:39.351 --> 01:55:42.715]  We're in the game, but we can lose this thing real fast.
[01:55:45.194 --> 01:55:48.195]  We're going to start the second hour here in a few minutes, and I'll go with some more calls.
[01:55:48.715 --> 01:55:55.437]  Trevor and Vince and Barry and Elizabeth and others, and then I'll get back into the stock of news I haven't even covered yet.
[01:55:56.997 --> 01:55:59.378]  Mexican troops attacking everything else.
[01:55:59.578 --> 01:55:59.838]  Folks!
[01:55:59.958 --> 01:56:10.261]  I mean, you wouldn't expect somebody on the news as an asteroid was about to hit the Earth the size of New York City to be calmly talking about it, would you?
[01:56:11.112 --> 01:56:20.439]  You know, I'm weird because I get excited about losing our right to vote and foreign troops attacking and the government building camps, but you're normal because you yelled and screamed during the Super Bowl?
[01:56:22.260 --> 01:56:26.323]  Get your priorities straight, or the world's going to get them straight for you.
[01:56:26.603 --> 01:56:28.365]  That's how it works.
[01:56:29.966 --> 01:56:34.970]  Just please study history, and then look at what we had in America, and you'll figure out what we're losing.
[01:56:35.670 --> 01:56:37.231]  Do you know what it's like to be a slave?
[01:56:38.412 --> 01:56:39.373]  Oh, my goodness.
[01:56:41.855 --> 01:56:44.556]  Okay, before I end this hour, I do need to plug the videos.
[01:56:44.636 --> 01:56:45.557]  I've made ten films.
[01:56:45.577 --> 01:56:48.738]  They're full-length features, over two hours, absolutely incredible.
[01:56:49.899 --> 01:56:51.739]  I mean, take two minutes of Masters of Terror.
[01:56:51.899 --> 01:56:53.080]  It's like four minutes, actually.
[01:56:53.140 --> 01:57:02.184]  It's my live TV show from two months before 9-11, where I predict that the government's going to attack New York World Trade Center using bin Laden as the patsy.
[01:57:04.265 --> 01:57:06.646]  Yeah, that's four minutes of that two-hour, five-minute film.
[01:57:07.842 --> 01:57:09.483]  And we go all through September 11th.
[01:57:09.883 --> 01:57:14.124]  Road to Tyranny does the same thing, covers different facets and areas and other terror attacks by the government.
[01:57:14.964 --> 01:57:21.066]  Dark Secrets Inside Bohemian Grove publicly admitted that I got in there and got the footage of world leaders engaging in Satanism.
[01:57:21.106 --> 01:57:26.587]  Mainstream news, but on national TV like 19 times now on the Trio Network.
[01:57:27.228 --> 01:57:30.148]  Get the video, Dark Secrets Inside Bohemian Grove.
[01:57:30.208 --> 01:57:32.129]  Find out how crazy stuff really is.
[01:57:32.873 --> 01:57:35.694]  Get Matrix to Evil, Police State 3 Total Enslavement.
[01:57:36.174 --> 01:57:42.037]  Get my book, Descent to Tyranny, Paul Watson's Book Order Out of Chaos, Elite Sponsored Terror, and the New World Order.
[01:57:44.117 --> 01:57:49.279]  Go to InfoWars.com or PrisonPlanet.com to order the t-shirts, the bumper stickers, all of it.
[01:57:49.840 --> 01:57:51.540]  Or call toll-free 1-888-253-3139.
[01:57:51.580 --> 01:57:55.782]  We've got the Loss of Liberty video about that terror attack.
[01:57:55.842 --> 01:57:56.462]  We've got...
[01:58:01.607 --> 01:58:03.468]  This is so much, folks.
[01:58:03.488 --> 01:58:05.789]  1-888-253-3139.
[01:58:05.809 --> 01:58:17.933]  Or just write to me, Alex Jones, at 3001 South Lamar, Suite 100, Austin, Texas, 78704.
