[00:00:05.805 --> 00:00:07.366]  Hello, my friends!
[01:52:34.475 --> 01:52:38.918]  Check out our online member testimonials and our hundreds of exceptional products.
[01:52:39.138 --> 01:52:42.220]  We have been working hard since 1988 to save the remnant.
[01:52:42.400 --> 01:52:48.264]  That's HerbalHealer.com, your website for safe, effective natural alternatives and education.
[01:52:58.476 --> 01:53:00.397]  Waging war on corruption.
[01:53:00.878 --> 01:53:03.680]  Alex Jones on the GCN Radio Network.
[01:53:04.661 --> 01:53:07.022]  Rashing lies and disinformation.
[01:53:08.723 --> 01:53:14.488]  About to go to Johnny in Hawaii, but he just hung up, so in the next hour I'll get to David and Steve and Eli and everybody else.
[01:53:14.528 --> 01:53:15.628]  We're about to let our guests go.
[01:53:16.949 --> 01:53:19.951]  Arrested for calling and complaining to the VA.
[01:53:20.452 --> 01:53:22.633]  Complaining to those that are supposed to be our servants.
[01:53:22.774 --> 01:53:27.517]  I don't think I know of any other more arrogant federal agency than maybe the BATF.
[01:53:28.354 --> 01:53:33.357]  But they are the most arrogant when it comes to a quote, service agency.
[01:53:34.557 --> 01:53:38.259]  And their crimes, their abuse of the veterans are legion.
[01:53:38.699 --> 01:53:46.163]  Doctor, for folks that would like to help you in your case or to even find out what it is, they just came and arrested him and haven't even charged him.
[01:53:46.723 --> 01:53:49.205]  But then they tell the newspaper it was for harassing phone calls.
[01:53:50.345 --> 01:53:51.806]  How do folks call you, Doctor?
[01:53:53.087 --> 01:53:53.747]  My number is 563-326-24.
[01:53:58.741 --> 01:54:00.424]  And my last name is Tennant.
[01:54:00.964 --> 01:54:03.127]  Your reference librarian can put you in touch.
[01:54:03.207 --> 01:54:04.990]  I'm in Bettendorf, Iowa.
[01:54:05.290 --> 01:54:06.592]  It's a part of the Quad Cities.
[01:54:06.912 --> 01:54:07.994]  That number one more time.
[01:54:09.350 --> 01:54:10.071]  5-6-3-3-2-6-2-4-9-5.
[01:54:11.732 --> 01:54:17.175]  Well, I want to thank you for exposing the vaccines locally on the radio shows.
[01:54:17.215 --> 01:54:18.736]  I want to thank you for being involved.
[01:54:19.177 --> 01:54:28.583]  I want to thank you for coming on the show and having the courage to expose this, and please get back in touch with us as new developments take place, and God bless you, Doctor.
[01:54:28.963 --> 01:54:29.864]  God bless America.
[01:54:29.984 --> 01:54:30.364]  Thank you.
[01:54:31.004 --> 01:54:31.805]  Thank you for coming on.
[01:54:33.857 --> 01:54:41.463]  Now, we're going to start the next hour here in a few minutes, and we'll go to your calls and a bunch of other news that's really important, but I just want to say something here right now.
[01:54:43.085 --> 01:54:57.937]  For about five years, the Sunshine Radio Network, three stations in Buffalo, Rochester, and Niagara, up in northern New York, have carried this radio show.
[01:54:59.583 --> 01:55:05.286]  And I've interviewed the owner many times, a great pastor, a good Baptist American.
[01:55:06.566 --> 01:55:10.048]  And I'm so busy working so hard, the whole network knew about it.
[01:55:11.148 --> 01:55:12.189]  They sent flowers.
[01:55:13.209 --> 01:55:15.810]  And I was not told until last night, and I got very sad about it.
[01:55:15.890 --> 01:55:18.932]  I know Ted Anderson was very sad about it when he mentioned it to me.
[01:55:19.192 --> 01:55:20.252]  You know about Dr. Wolfe.
[01:55:20.932 --> 01:55:26.555]  Dr. Wolfe, who owned the stations, died two weeks ago.
[01:55:27.600 --> 01:55:28.941]  And now his family's taking over.
[01:55:29.541 --> 01:55:31.002]  And he was just such a great guy.
[01:55:31.102 --> 01:55:35.684]  And in there so long, fighting for pro-life, fighting against the New World Order.
[01:55:36.485 --> 01:55:37.866]  I've been a guest at his church.
[01:55:37.886 --> 01:55:40.567]  We get the telephone for their services several times.
[01:55:40.987 --> 01:55:43.268]  I've been a guest on his program a dozen times.
[01:55:43.569 --> 01:55:45.350]  He's been on this show probably a dozen times.
[01:55:46.170 --> 01:55:47.231]  And he's been on this network.
[01:55:49.457 --> 01:55:51.017]  I don't even really listen to the radio anymore.
[01:55:51.057 --> 01:55:51.977]  I'm just working all the time.
[01:55:52.058 --> 01:55:56.998]  I hadn't heard about the announcements and everything, and I just feel terrible about his passing.
[01:55:57.038 --> 01:55:58.579]  But we know he's in a better place.
[01:56:00.239 --> 01:56:02.259]  And so, God bless you, Dr. Wolf.
[01:56:02.279 --> 01:56:03.000]  You're home now.
[01:56:04.200 --> 01:56:07.020]  And just pray that God will send comfort to your family.
[01:56:07.040 --> 01:56:15.362]  And I also just want to be thankful to all the listeners, all the affiliates, all the sponsors, the great people running the show, my producers here,
[01:56:16.272 --> 01:56:22.114]  My webmasters, my wife, Violet Jones, my webmaster, one of my webmasters, Paul Watson, Steve Watson.
[01:56:23.675 --> 01:56:27.476]  And just, I'm thankful to God for this radio show, this opportunity.
[01:56:27.496 --> 01:56:34.939]  You know, I do my best, and I know I'm obnoxious, and I know I'm angry, and I know I can't listen to myself sometimes when there's a re-broadcast.
[01:56:35.920 --> 01:56:42.422]  I try my hardest, though, and I think people know that in their guts, and that's why, that's why this is the number one program.
[01:56:42.542 --> 01:56:44.003]  I have no idea why I listen to other shows.
[01:56:44.023 --> 01:56:44.763]  I think they're much better.
[01:56:45.545 --> 01:56:48.068]  People listen because they can tell I mean what I'm saying.
[01:56:48.729 --> 01:56:49.609]  It just comes across.
[01:56:50.210 --> 01:56:54.474]  Because I don't pre-package or frame what I'm going to say or do.
[01:56:55.095 --> 01:56:57.237]  And I live my life fighting the New World Order.
[01:56:58.619 --> 01:57:02.763]  And I love Jesus.
[01:57:03.832 --> 01:57:06.293]  And you're mad at me because I don't call him Yahweh or Yeshua.
[01:57:06.353 --> 01:57:06.693]  Fine.
[01:57:07.414 --> 01:57:08.014]  Jehovah.
[01:57:08.034 --> 01:57:09.375]  You know, you'll say, well that's a bad name too.
[01:57:09.675 --> 01:57:10.095]  Whatever.
[01:57:10.155 --> 01:57:12.596]  And you're mad at me because I don't have all the proper names or whatever.
[01:57:12.896 --> 01:57:16.498]  I know I hate evil and I love God and I love decency and I love my family.
[01:57:17.058 --> 01:57:19.659]  And I can't stand evil and I have a drive to fight it.
[01:57:21.220 --> 01:57:28.403]  And I just want to thank all of you for your support and I want to thank all the affiliates out there and all the great people that make it possible and all those that support it.
[01:57:29.124 --> 01:57:29.684]  God bless you.
[01:57:31.400 --> 01:57:34.283]  And, uh, you know, I get a hundred positive emails for every mean one.
[01:57:35.424 --> 01:57:38.447]  But you're always welcome to disagree with me to call in, you'll go to the front of the line.
[01:57:39.709 --> 01:57:47.657]  But I don't think that last call was mean, I just, I don't agree with it.
[01:57:50.179 --> 01:57:50.840]  Big Brother.
[01:57:51.501 --> 01:57:52.622]  Mainstream media.
[01:57:53.263 --> 01:57:54.324]  Government cover-ups.
[01:57:54.998 --> 01:57:55.819]  You want answers?
[01:57:56.600 --> 01:57:57.480]  Well, so does he.
[01:57:57.941 --> 01:58:02.064]  He's Alex Jones on the GCN Radio Network.
[01:58:02.324 --> 01:58:06.468]  And now, live from Austin, Texas, Alex Jones.
[01:58:09.851 --> 01:58:13.634]  Monday through Friday from 11 a.m.
[01:58:13.674 --> 01:58:14.475]  until 2 p.m.
[01:58:14.515 --> 01:58:15.676]  Central Standard Time,
[01:58:16.624 --> 01:58:18.305]  We're here live, my friends.
[01:58:18.946 --> 01:58:20.306]  Back, of course, 9 to midnight.
[01:58:20.867 --> 01:58:22.548]  Central Standard Time as well.
[01:58:22.608 --> 01:58:26.290]  The rebroadcast from 1am to 4am Central Standard Time.
[01:58:27.871 --> 01:58:33.955]  Coming up, more on the Battle of Fallujah as that goes well for US forces.
[01:58:36.216 --> 01:58:39.058]  Supposedly, according to our media, and the foreign media is saying the same thing.
[01:58:39.859 --> 01:58:41.280]  Some new election night stuff.
[01:58:41.760 --> 01:58:44.942]  Because of the threat of terror, they had to count the votes in secret, of course.
[01:58:45.780 --> 01:58:46.481]  We'll be getting to that.
[01:58:46.861 --> 01:58:49.263]  Bus drivers on GPS plan get lost.
[01:58:49.864 --> 01:58:51.765]  This side of the Boston Herald.
[01:58:52.085 --> 01:58:54.548]  Tucson police use violence against marchers.
[01:58:54.568 --> 01:58:56.629]  This is out of mainstream news.
[01:58:56.669 --> 01:58:58.211]  Just opened fire on them for no reason.
[01:58:58.551 --> 01:58:59.292]  With rubber bullets.
[01:59:00.072 --> 01:59:03.395]  Prop 200 had a Hispanic support also out of Arizona.
[01:59:03.956 --> 01:59:05.337]  Wow, Hispanic voters.
[01:59:06.706 --> 01:59:10.187]  A majority of them voted for what's been called an anti-immigrant plan.
[01:59:10.207 --> 01:59:10.847]  See, it's not.
[01:59:10.927 --> 01:59:13.448]  It's not racial like the media tries to make it.
[01:59:13.528 --> 01:59:16.488]  It's survival of our economy and our sovereignty.
[01:59:19.049 --> 01:59:23.490]  And continuing also, we're going to get into just so much more.
[01:59:23.510 --> 01:59:26.191]  I've got several articles here about the New World Order.
[01:59:27.211 --> 01:59:29.391]  Here's another one out of the Sydney Morning Herald.
[01:59:29.771 --> 01:59:32.092]  A winning team, a New World Order.
[01:59:33.846 --> 01:59:37.529]  First off, let's get to all these callers that have been holding patiently.
[01:59:37.549 --> 01:59:41.613]  The toll-free number to join us on air is 1-800-259-9231.
[01:59:41.693 --> 01:59:46.317]  Let's talk to David in California.
[01:59:46.357 --> 01:59:47.277]  David, thanks for holding.
[01:59:47.297 --> 01:59:47.738]  Go ahead.
[01:59:47.998 --> 01:59:48.579]  Not a problem.
[01:59:48.599 --> 01:59:51.341]  Hey, Alex, first of all, let me tell you that you do great work.
[01:59:52.001 --> 01:59:53.042]  And you know what?
[01:59:53.082 --> 01:59:56.465]  You've never come off as gruff or rough or tough or anything like that to me.
[01:59:57.466 --> 02:00:00.949]  I just appreciate what you're doing, and I see through all of it.
[02:00:01.627 --> 02:00:03.808]  I appreciate the message that you put out there for everybody.
[02:00:03.828 --> 02:00:04.388]  Well, thank you!
[02:00:04.948 --> 02:00:07.249]  Honestly, you do great work, my man.
[02:00:07.769 --> 02:00:11.951]  Hey, what I wanted to do, and I wanted to get in when your guest was there, and unfortunately I just didn't.
[02:00:12.671 --> 02:00:17.013]  What I wanted to do is just give a heads up to your listeners about the law a little bit.
[02:00:19.214 --> 02:00:21.255]  You're familiar, obviously, with the Patriot Movement.
[02:00:22.395 --> 02:00:27.537]  First things first, though, you can't argue in two different jurisdictions.
[02:00:28.567 --> 02:00:34.963]  And what I mean simply by that is, as you know, we have a pseudo-admiralty law on land here in the United States.
[02:00:35.495 --> 02:00:39.818]  You have to pick your jurisdiction very carefully, and the only way to do that... Well, I'll tell you what, what you're saying is important.
[02:00:39.838 --> 02:00:42.320]  I'll hold you over if need be, but I've got to interrupt to do this.
[02:00:42.780 --> 02:00:43.020]  Go ahead.
[02:00:43.060 --> 02:00:48.524]  He's talking about the guest last hour, the doctor, no criminal record, arrested.
[02:00:48.564 --> 02:01:02.373]  They admit not for making threats, but making phone calls annoying the VA about not getting benefits, and so they sent Homeland Security to arrest him, and they admit he made no threats, and that's the story we were telling last hour.
[02:01:02.393 --> 02:01:02.653]  Go ahead.
[02:01:02.913 --> 02:01:18.657]  Okay, the point is, is that gentleman, first and foremost, before they ever came to visit him, he should have had on his identification, on his, and he should carry one of these, everybody should carry one of these in there, and that's a notice to an arresting officer.
[02:01:19.257 --> 02:01:28.299]  Everyone should carry one in their glove box at all times, or if they can, in some fashion, if they know they're going to be advocates, on their person at all times.
[02:01:28.800 --> 02:01:33.105]  On my driver's license, for example, here in California, it says, without prejudice, UCC 1207.
[02:01:35.067 --> 02:01:38.050]  In other words, what that does is that reserves the common law for me.
[02:01:38.430 --> 02:01:47.420]  In other words, if you read the United States Code... You're saying I'm not opting out of my God-given rights in your 14th Amendment slave status?
[02:01:47.580 --> 02:01:48.140]  That's correct.
[02:01:48.221 --> 02:01:51.384]  However, you have to make that claim prior
[02:01:52.185 --> 02:01:56.847]  to any uh... action against you if you make it you can't make that clear.
[02:01:56.867 --> 02:02:03.991]  Let me say this, I've seen some people win with this but now the system has become so criminal what do you do when the judges and people just totally ignore that?
[02:02:04.391 --> 02:02:12.194]  well uh... and and that's where the notice to arresting officer comes in handy uh... a false arrest under the U.S.
[02:02:12.234 --> 02:02:21.899]  title correct and the two hundred thousand dollar fine you know giving giving a notice to here uh... uh... I keep one of these in my glove box at all times
[02:02:22.883 --> 02:02:28.829]  Uh, and if I'm ever going to go anywhere, if I'm going to be out in public for any reason, I'll take it out of the glove box and actually keep it with me.
[02:02:28.889 --> 02:02:30.471]  Have you ever used that successfully?
