[00:00:00.000 --> 00:00:09.759]   *silence* *sad music*
[01:23:03.696 --> 01:23:06.899]  They would not have found you liable, not guilty, of defamation.
[01:23:06.919 --> 01:23:08.160]  No, they found me guilty.
[01:23:08.521 --> 01:23:09.662]  Liable means guilty.
[01:23:09.762 --> 01:23:10.883]  Stop lying.
[01:23:10.923 --> 01:23:17.148]  They found me guilty in the court orders.
[01:23:17.268 --> 01:23:18.910]  You cannot be guilty of defamation.
[01:23:19.230 --> 01:23:20.071]  That is impossible.
[01:23:20.111 --> 01:23:24.495]  He wasn't shown the actual evidence until the court... Brian, I'm just going to drop you and bring you back up.
[01:23:24.575 --> 01:23:25.275]  I think you can't hear me.
[01:23:25.315 --> 01:23:25.716]  Go ahead, Melissa.
[01:23:26.260 --> 01:23:31.304]  Brian, I'm just, let me tell you, we're going to drop you and bring you back up because I don't think you can hear us.
[01:23:31.324 --> 01:23:32.785]  I didn't mean to bring up Krasnostin.
[01:23:32.825 --> 01:23:36.367]  He's just, he just, if we said the sky was blue, he'd say it was red.
[01:23:36.387 --> 01:23:37.388]  It doesn't matter.
[01:23:37.408 --> 01:23:38.248]  Let's go to some other people.
[01:23:38.268 --> 01:23:42.171]  The point is I'm on record as saying it did happen the first year or so.
[01:23:42.531 --> 01:23:43.352]  Then I questioned it.
[01:23:43.372 --> 01:23:44.593]  I didn't do anything they claimed.
[01:23:44.613 --> 01:23:45.874]  They raised money off of me.
[01:23:45.894 --> 01:23:47.515]  It's a giant PR operation.
[01:23:47.535 --> 01:23:49.036]  They're trying to crush everybody's free speech.
[01:23:49.416 --> 01:23:50.917]  Everybody knows that it's disgusting.
[01:23:52.098 --> 01:23:53.499]  Alex, what did the Autopsy Report show?
[01:23:55.469 --> 01:23:56.590]  If I could pose a point here.
[01:23:57.250 --> 01:24:08.878]  Interestingly, Alex Jones is being attacked, but there was a book written by James Fetzer called Nobody Died at Sandy Hook, and nothing has happened to this author and his co-authors.
[01:24:08.898 --> 01:24:14.542]  A 450-page compilation of essays about this, and nobody said a word.
[01:24:15.022 --> 01:24:16.163]  Nobody's gone after them.
[01:24:16.243 --> 01:24:26.204]   The reason Alex Jones is being attacked is because he is a public figure of incredible reach, and because They want to make an example of him.
[01:24:26.444 --> 01:24:35.466]  And I believe that these Sandy Hook parents are certainly proxies for the actors that Alex has pointed to.
[01:24:36.006 --> 01:24:38.447]  And I would like to ask one question of Alex, if I might.
[01:24:39.287 --> 01:24:42.288]  Alex, who do you think was really responsible for the shootings?
[01:24:42.308 --> 01:24:44.349]  I want to be 100% clear.
[01:24:44.589 --> 01:24:45.709]  I believe children were killed.
[01:24:45.769 --> 01:24:46.809]  I've read the police reports.
[01:24:46.869 --> 01:24:47.930]  They're real police officers.
[01:24:48.010 --> 01:24:48.750]  I checked their names.
[01:24:49.480 --> 01:24:51.561]  The first officer responded within 16 years.
[01:24:52.241 --> 01:24:54.221]  He came in and was totally blown away.
[01:24:55.561 --> 01:25:05.624]  He forced open the bathroom door, it's in the police report, and there was a pile in a pyramid, he said placed there, of children stacked on top of each other with no blood.
[01:25:06.564 --> 01:25:08.864]  And in the police report he says, I believe they were moved there.
[01:25:09.585 --> 01:25:12.705]  Then the EMT show up, their report says the same thing.
[01:25:13.486 --> 01:25:15.546]  So no wonder whatever happened.
[01:25:16.021 --> 01:25:18.203]  They put out this info and got us all to cover it.
[01:25:18.243 --> 01:25:18.984]  And I took the bait.
[01:25:19.044 --> 01:25:19.724]  I'm smarter now.
[01:25:19.844 --> 01:25:20.065]  I'm 50.
[01:25:20.705 --> 01:25:21.626]  But I don't know what happened.
[01:25:21.806 --> 01:25:27.431]  I just know the police got there and there was a pile of dead kids in a pyramid in the bathroom with no blood.
[01:25:28.132 --> 01:25:30.554]  Alex, what did the autopsy report say?
[01:25:32.515 --> 01:25:34.217]  You know, they have sealed those.
[01:25:35.195 --> 01:25:40.677]  And redacted most of it, so it's not released, basically, from the last time I saw.
[01:25:41.097 --> 01:25:45.139]  It may be out now, but this whole thing is, the whole thing's crazy.
[01:25:45.499 --> 01:25:48.420]  And here's the thing, I don't want to talk about it, not because I was sued over it.
[01:25:49.000 --> 01:25:50.640]  It happened 11 years ago.
[01:25:51.321 --> 01:25:53.641]  I got sued five years ago.
[01:25:54.202 --> 01:25:55.362]  I barely ever talked about it.
[01:25:55.402 --> 01:25:56.663]  I'm not the Sandy Hook guy.
[01:25:57.423 --> 01:26:02.304]  And now, in these court hearings, they say, will you stop talking about it?
[01:26:02.364 --> 01:26:07.487]   I'm like, you're, you have age You're all over the news.
[01:26:08.168 --> 01:26:11.770]  They run PR ads everywhere, raising money, saying I'm attacking them.
[01:26:12.350 --> 01:26:14.692]  And then they say, stop talking about us.
[01:26:14.892 --> 01:26:21.857]  How am I supposed to sit here when all they do is say, no one knows who Adam Lanza is.
[01:26:22.697 --> 01:26:27.521]  People attack me at the grocery store and say, how dare you kill those kids?
[01:26:28.702 --> 01:26:30.363]  Alex Jones equals Sandy Hook.
[01:26:30.923 --> 01:26:35.484]   That's why I told a reporter, For an HBO special, you know, a year ago, I said, fine, I killed him.
[01:26:35.904 --> 01:26:37.045]  I confess, I killed the kids.
[01:26:37.065 --> 01:26:41.168]  And I didn't know how to respond to that because it's insane!
[01:26:41.288 --> 01:26:42.389]  It's insane!
[01:26:42.409 --> 01:26:44.811]  And so that's where we are.
[01:26:44.831 --> 01:26:55.118]  The internet... I said the name of one Sandy Hook parent because they came out laughing, smiling, saw the camera, started crying.
[01:26:55.338 --> 01:26:56.559]  The internet didn't believe it.
[01:26:56.579 --> 01:26:57.960]  The internet questioned it.
[01:26:57.980 --> 01:26:59.401]  I know people like Weird Under Pressure.
[01:26:59.461 --> 01:27:00.122]  It's probably real.
[01:27:00.822 --> 01:27:03.723]  But then I get to show up in court in Connecticut and Texas on Friday.
[01:27:03.743 --> 01:27:10.466]  And when I walk off the elevator, that same man literally walks halfway into my way and bugs his eyes out of me.
[01:27:11.227 --> 01:27:14.508]  He's the one guy, I said the name of his kids, his kid.
[01:27:14.828 --> 01:27:15.829]  I didn't attack him.
[01:27:15.849 --> 01:27:17.069]  I don't even know him.
[01:27:17.089 --> 01:27:21.411]  And so I think his kid died.
[01:27:22.092 --> 01:27:26.454]  So I'm literally looking at a guy who wants to attack me and I don't even know him.
[01:27:26.514 --> 01:27:29.035]  I just saw a video on YouTube and said, yeah, it looks fake.
[01:27:30.111 --> 01:27:31.992]  So, but then I've been through grief too.
[01:27:32.072 --> 01:27:33.193]  I've laughed when I'm sad.
[01:27:33.693 --> 01:27:35.955]  And I even said that on air like five years ago before I got sued.
[01:27:35.995 --> 01:27:38.757]  I said, no, I think, you know, but they don't care.
[01:27:38.817 --> 01:27:39.597]  I mean, here's an example.
[01:27:40.718 --> 01:27:42.419]  I take my show at like 6 a.m.
[01:27:42.879 --> 01:27:47.422]  Tuesday live, but two years ago during the Texas trial, I take it, it's like 7 a.m.
[01:27:48.323 --> 01:27:53.026]  And I said, Hey, I was in court yesterday with the Texas plaintiffs and I believe their kid died.
[01:27:53.046 --> 01:27:53.966]  They were great people.
[01:27:54.387 --> 01:27:55.367]  And I'm so sorry for them.
[01:27:56.088 --> 01:27:57.188]  She marches into court.
[01:27:57.248 --> 01:27:59.670]  The judge lets her talk for 10 minutes from the stand attacking me.
[01:28:00.842 --> 01:28:03.482]  Today on your show, you said my kid didn't die.
[01:28:04.243 --> 01:28:05.243]  You said I'm an actress.
[01:28:05.263 --> 01:28:06.043]  You said I'm fake.
[01:28:06.883 --> 01:28:07.943]  And they put it in an HBO show.
[01:28:08.683 --> 01:28:10.684]  And I'm sitting there, and the judge goes, don't talk to me.
[01:28:11.284 --> 01:28:15.505]  And she sat there for HBO and said, you attacked my child today.
[01:28:16.065 --> 01:28:17.065]  You attacked me.
[01:28:17.865 --> 01:28:19.025]  You said I'm not real.
[01:28:19.645 --> 01:28:21.986]  And I got up on the stand later that day, but nobody covered the media.
[01:28:22.006 --> 01:28:24.026]  And I said, lady, go watch my show.
[01:28:24.106 --> 01:28:24.966]  I taped it this morning.
[01:28:25.346 --> 01:28:26.486]  I said, you're a great lady.
[01:28:26.846 --> 01:28:27.767]  I said, your kid died.
[01:28:27.787 --> 01:28:28.607]  I said, I'm sorry.
[01:28:28.987 --> 01:28:30.047]  But it didn't matter.
[01:28:30.751 --> 01:28:33.273]  Because her lawyers told her something different.
[01:28:34.133 --> 01:28:35.094]  And it's on record.
[01:28:35.494 --> 01:28:37.595]  So I'm tired of apologizing to these people.
[01:28:37.955 --> 01:28:39.496]  I didn't plant WMDs in Iraq.
[01:28:39.816 --> 01:28:41.277]  I didn't ship fentanyl across the border.
[01:28:41.578 --> 01:28:42.938]  I didn't have drag queen story time.
[01:28:43.219 --> 01:28:44.659]  I didn't start World War III with Russia.
[01:28:44.960 --> 01:28:46.881]  I'm a populist that opposes the globalists.
[01:28:47.121 --> 01:28:48.322]  And that's why they want to silence me.
[01:28:48.542 --> 01:28:50.083]  That's why you should follow me at Real Alex Jones.
[01:28:51.083 --> 01:28:52.544]  And let me just say this too.
[01:28:53.004 --> 01:28:58.868]  Let's clear up this question about conspiracy theory that's being denigrated by these NPCs here.
[01:28:59.724 --> 01:29:08.349]  There is nothing wrong epistemologically with a conspiracy theory, if it's correct, and you can't tell me that conspiracies do not take place.
[01:29:08.769 --> 01:29:19.675]  They do take place, and we have uncovered numerous conspiracies, including the JFK assassination, that even Robert F. Kennedy Jr.
[01:29:19.715 --> 01:29:24.158]  says was conducted by the CIA, if not other actors as well.
[01:29:24.588 --> 01:29:33.690]  So let's clear up this nonsense that conspiracy theories are somehow utterly disingenuous and completely wrong from the outset.
[01:29:33.730 --> 01:29:36.611]  There's nothing epistemologically wrong.
[01:29:36.751 --> 01:29:37.391]  Absolutely!
[01:29:37.531 --> 01:29:40.132]  People are questioning the false narratives, and here's the deal.
[01:29:40.712 --> 01:29:42.072]  I never want to talk about San Diego Key End.
[01:29:42.632 --> 01:29:48.874]  They run PR advertisements all day long on X, raising money off my name, saying he's attacking us.
[01:29:49.194 --> 01:29:50.354]  Help the children, give us money.
[01:29:50.814 --> 01:29:53.735]  I don't ever want to say their name again, but they attack me!
[01:29:55.110 --> 01:29:57.791]  And then they bring this thing up constantly.
[01:29:57.811 --> 01:29:58.951]  It's like a franchise.
[01:29:59.432 --> 01:30:00.672]  What am I supposed to do?
[01:30:00.692 --> 01:30:06.874]  So Brian, I just want to ask you a question on this.
[01:30:06.914 --> 01:30:08.875]  I think I had a conversation with someone offline about this.
[01:30:12.532 --> 01:30:14.793]  Alex, this is how I understand it.
[01:30:15.414 --> 01:30:16.694]  He didn't kill the kids.
[01:30:17.175 --> 01:30:23.838]  He did not cause the situation or the atmosphere that caused the kids to be killed.
[01:30:25.859 --> 01:30:33.683]  Those who disagree with him make the argument that after the fact he questioned things that could have hurt the feelings of the parents.
[01:30:33.803 --> 01:30:35.604]  I mean, did he hurt the feelings of the parents?
[01:30:35.925 --> 01:30:40.167]  The question is, was he or should he be allowed to ask those questions if I've understood it right?
[01:30:41.232 --> 01:30:53.377]  And then his argument is, and then I'll add my own a bit and then I want to ask you the question, his argument is that there's people who have directly caused the death of people and there's been no action towards them.
[01:30:53.397 --> 01:31:09.544]  You know my feeling about many of the people, including yourself, who basically perpetuated this lie about Jihad Day, which caused an extreme atmosphere of Islamophobia, and later either directly, indirectly, or the atmosphere did cause a kid to die.
[01:31:10.097 --> 01:31:12.097]  So, and I'm not sure if that's direct or indirect.
[01:31:12.337 --> 01:31:20.259]  So, I mean, based on that, one may even argue you're much more liable if there was some form of liability and yet no action was taken against any of these people.
[01:31:20.319 --> 01:31:23.839]  I don't even know what you're talking about.
[01:31:23.919 --> 01:31:27.660]  So, I'll answer your question, but you say I'm liable for some kid's death?
[01:31:27.700 --> 01:31:28.640]  I don't even know what you're talking about.
[01:31:28.660 --> 01:31:29.060]  No, I didn't say that.
[01:31:29.080 --> 01:31:29.700]  Do you not understand?
[01:31:29.760 --> 01:31:30.741]  Now he's so close.
[01:31:30.781 --> 01:31:31.441]  He's so close.
[01:31:31.501 --> 01:31:32.121]  Now he gets it.
[01:31:32.141 --> 01:31:32.881]  Now he gets it.
[01:31:33.021 --> 01:31:33.401]  No, no.
[01:31:33.881 --> 01:31:35.421]  No, no, no, no.
[01:31:35.701 --> 01:31:36.282]  No, no.
[01:31:36.362 --> 01:31:38.122]  I said directly, indirectly.
[01:31:38.162 --> 01:31:38.782]  I'll respond.
[01:31:39.375 --> 01:31:39.815]  Atmosphere.
[01:31:40.376 --> 01:31:42.416]  I'll respond to what you're saying.
[01:31:42.717 --> 01:31:47.819]  So I'm not saying that Alex Jones is responsible for anybody's death.
[01:31:47.939 --> 01:31:48.659]  I'm not saying that.
[01:31:49.000 --> 01:31:54.702]  I'm also not saying there's any comparison to somebody killing somebody.
[01:31:54.802 --> 01:31:57.964]  Then why don't we know... Krasnosti, just say the name Adam Lanza.
