[00:00:07.543 --> 00:00:08.624]  ...government cover-ups.
[01:56:24.557 --> 01:56:26.438]  You know, I bought quite a few guns over the years.
[01:56:26.878 --> 01:56:28.958]  One time I had a bunch at my uncle's house.
[01:56:29.018 --> 01:56:31.559]  I think about ten guns and it got struck by lightning and burned down.
[01:56:32.119 --> 01:56:39.941]  Lost those preciouses, but a lot of the guns I bought, well all of them have gone up in value, but some of them have doubled, more than doubled in value.
[01:56:42.242 --> 01:56:49.284]  Guns are a great investment for resale and it's a very important investment for your safety and your future.
[01:56:50.424 --> 01:56:52.225]  So I hope everybody gets out there and
[01:56:53.283 --> 01:56:54.383]  Get yourself some more guns.
[01:56:57.604 --> 01:57:08.688]  Shotguns, handguns, long-range bolt-action rifles, semi-automatic battle rifles, M1s, things of that nature.
[01:57:10.209 --> 01:57:16.051]  I'm sorry, but I really don't like M16s and AR-15 variants, but I'm sure a lot of you love them, and that's great for you.
[01:57:17.571 --> 01:57:22.593]  But, I mean, you need weapons, and you need to be willing to use them, too, against criminals of every type.
[01:57:23.695 --> 01:57:24.876]  Just be prepared.
[01:57:24.916 --> 01:57:30.058]  You don't want to use them, but they're there, and if you ever have to use them, do not hesitate!
[01:57:30.978 --> 01:57:33.699]  Do not hesitate, or you will be dead!
[01:57:33.719 --> 01:57:37.801]  If you ever pick up a gun, use it!
[01:57:38.821 --> 01:57:41.122]  If you pick up a gun in self-defense, use it!
[01:57:41.162 --> 01:57:42.903]  Instinctively kill!
[01:57:44.143 --> 01:57:48.745]  Somebody comes in your house, and they're rummaging around, and they're there to do harm, fire at them!
[01:57:49.838 --> 01:57:53.501]  Fire into their center of mass until they're a bucket of jello on the ground.
[01:57:53.521 --> 01:57:58.726]  Alright, I'm now digressing.
[01:58:01.429 --> 01:58:03.210]  Do whatever you have to to defend your family.
[01:58:04.271 --> 01:58:06.253]  And just harden your heart against the enemy.
[01:58:06.734 --> 01:58:07.414]  But soften.
[01:58:07.755 --> 01:58:12.659]  You know, we harden our hearts against the enemy because our hearts are soft and tender.
[01:58:13.520 --> 01:58:14.661]  We do this because of love.
[01:58:17.902 --> 01:58:19.864]  Our hearts are soft for our tribe.
[01:58:19.884 --> 01:58:21.866]  Our hearts are soft for our loved ones.
[01:58:21.926 --> 01:58:23.367]  Our hearts are soft for our communities.
[01:58:23.847 --> 01:58:30.974]  But they're as hard... as hard as you can imagine.
[01:58:33.796 --> 01:58:34.697]  Start the next hour.
[01:58:34.977 --> 01:58:36.218]  I told you I'd get into all that news.
[01:58:36.238 --> 01:58:39.681]  We've got a Tony, John, and Brian First that we've been holding for about 20-30 minutes.
[01:58:41.129 --> 01:58:43.511]  And then we'll continue with calls for the broadcast 1-800-259-9231.
[01:58:43.531 --> 01:58:43.691]  1-800-259-9231.
[01:58:43.751 --> 01:58:50.436]  Please go to InfoWars.com and order Terror Storm.
[01:58:50.496 --> 01:58:51.436]  Please give it out to everybody.
[01:58:52.197 --> 01:58:54.999]  Please spread the free Google link to it far and wide as well.
[01:58:59.001 --> 01:59:03.885]  This broadcast is available on MP3 CD format at GCNLive.com or call toll free 877-300-7645.
[01:59:15.438 --> 01:59:16.078]  Big Brother.
[01:59:16.738 --> 01:59:17.778]  Mainstream media.
[01:59:18.518 --> 01:59:19.619]  Government cover-ups.
[01:59:20.279 --> 01:59:21.079]  You want answers?
[01:59:21.839 --> 01:59:22.720]  Well, so does he.
[01:59:22.740 --> 01:59:27.081]  He's Alex Jones on the GCN Radio Network.
[01:59:27.581 --> 01:59:29.942]  And now, live from Austin, Texas,
[01:59:30.840 --> 01:59:31.701]  Alex Jones.
[01:59:32.541 --> 01:59:44.848]  Under European Union law, the Times of London is reporting, under EU system, and the US will somehow be under this by treaty, that British law already covers material that might incite hate.
[01:59:44.888 --> 01:59:46.990]  See, it's not just hate now, it could incite it.
[01:59:48.290 --> 01:59:50.632]  Incite thought crime, or cause harm to children.
[01:59:51.672 --> 01:59:53.594]  The new rules have nothing to do with that.
[01:59:53.614 --> 01:59:54.814]  I mean, that's added into it.
[01:59:55.214 --> 01:59:59.257]  It's amateur video bloggers under threat from EU broadcast rules, period.
[02:00:00.023 --> 02:00:06.971]  The government is seeking to prevent the EU directive that could extend broadcasting regulations to the internet, hitting popular video sharing websites such as YouTube.
[02:00:07.672 --> 02:00:11.436]  And they go on to say, making it criminal for any type of hate, but it's not just the hate.
[02:00:11.777 --> 02:00:20.787]  Without the licensing and going to the proper companies and having everything confirmed and double checked and triple checked, basically no more YouTube, no more Google Video, no more nothing.
[02:00:21.862 --> 02:00:29.587]  We've got CENTCOM openly announcing they've got troops on the web attacking patriots, those that criticize the war.
[02:00:30.048 --> 02:00:31.428]  Guaranteed, it's a lot of the people.
[02:00:31.769 --> 02:00:33.069]  You'll see it on a hundred blogs.
[02:00:33.090 --> 02:00:37.172]  I mean, I'll go around looking at these late at night, just seeing what the enemy's doing with TerrorStorm.
[02:00:38.053 --> 02:00:38.933]  And it's the same guys.
[02:00:39.714 --> 02:00:42.716]  Same post, exact same post, same thing on hundreds of sites.
[02:00:42.736 --> 02:00:44.797]  They're just there cutting and pasting, putting it.
[02:00:44.817 --> 02:00:46.478]  They're paid, ladies and gentlemen.
[02:00:46.998 --> 02:00:48.579]  And here it is, openly announced.
[02:00:48.600 --> 02:00:49.180]  We'll get into that.
[02:00:50.262 --> 02:00:52.584]  Bush has signed the Military Commissions Act.
[02:00:53.285 --> 02:00:55.767]  I want to go back over some of the points in his little speech he gave.
[02:00:56.207 --> 02:00:58.129]  But let's take a lot of calls this hour.
[02:00:58.189 --> 02:00:59.430]  Let's get rolling with those.
[02:00:59.450 --> 02:01:00.751]  Never know which direction it will take us.
[02:01:01.192 --> 02:01:04.155]  Tony in Arkansas to John, Brian, Brian, David, and others.
[02:01:04.195 --> 02:01:04.695]  Go ahead, Tony.
[02:01:05.115 --> 02:01:05.616]  Hey, Alex.
[02:01:05.656 --> 02:01:06.897]  God bless you for what you do.
[02:01:07.097 --> 02:01:07.658]  God bless you.
[02:01:07.898 --> 02:01:09.219]  You take care of your family.
[02:01:09.239 --> 02:01:15.585]  Listen, I just had a comment if I could, a quick comment, and then just kind of a call to action, a word of advice to any voters out there.
[02:01:16.966 --> 02:01:21.110]  First of all, if you notice, the manipulation continues, of course, in the media.
[02:01:21.510 --> 02:01:30.238]  The administration wants to keep the focus as much as possible on terrorism and off of Iraq and off of Foley Gate and these various things and the manipulation of the stock market.
[02:01:30.298 --> 02:01:31.339]  I mean, now they're talking $12,000.
[02:01:32.765 --> 02:01:35.906]  You've gone up and pointed out many times how that's manipulated.
[02:01:36.287 --> 02:01:41.829]  Oh yeah, magically oil prices drop by over a dollar after two years of going up.
[02:01:42.169 --> 02:01:44.030]  Magically the stock market surges.
[02:01:44.350 --> 02:01:51.193]  And Bernanke, head of the Fed, said that the last head doubled the money supply in the last six years.
[02:01:51.533 --> 02:01:53.014]  He's going to double it the next two.
[02:01:53.274 --> 02:01:54.515]  We're now a year into that.
[02:01:55.295 --> 02:02:01.998]  Again folks, this is killing the value of the dollar, killing our economy, but short term it feels good.
[02:02:02.639 --> 02:02:04.752]  Right, and excellent points.
[02:02:05.094 --> 02:02:06.301]  My main thrust though is...
[02:02:06.801 --> 02:02:08.441]  They fear, then, the election.
[02:02:08.481 --> 02:02:13.182]  They don't control everything, or they wouldn't fear losing power in the House and the Senate.
[02:02:13.222 --> 02:02:16.503]  That's because they only have the CIA-controlled machines in 35% of the country?
[02:02:16.543 --> 02:02:17.243]  You're absolutely right.
[02:02:17.363 --> 02:02:19.384]  And that's what I wanted to talk about real fast.
[02:02:19.564 --> 02:02:24.685]  There is a way around that, and it's kind of a call to action to anyone who's registered to vote and gonna vote.
[02:02:24.845 --> 02:02:25.445]  Absentee?
[02:02:25.885 --> 02:02:26.385]  Absentee.
[02:02:26.425 --> 02:02:27.886]  We did it just this week already.
[02:02:27.926 --> 02:02:28.746]  We get our ballots.
[02:02:28.786 --> 02:02:29.626]  We voted.
[02:02:30.006 --> 02:02:32.707]  And I'm a lifelong Republican, a pro-life Christian.
[02:02:32.747 --> 02:02:34.527]  You know, the whole Ronald Reagan died in the wool.
[02:02:34.949 --> 02:02:41.498]  I've never voted, but one time in my entire vote, I'm 39, one time have I voted for a Democrat, and I'm telling you, we about went down the ticket.
[02:02:41.538 --> 02:02:46.865]  And I'm in touch with two Democrat, I'm about in touch with two representatives from our state.
[02:02:47.387 --> 02:02:53.654]  And they have said, and again, we know what we've got with what we've got, and we know, I don't know if much... We know the Democrats are evil.
[02:02:53.894 --> 02:03:01.362]  You're forced to vote for them if there's not a good third party candidate, because we've got to break up the monopoly of power in all three branches.
[02:03:01.622 --> 02:03:02.023]  Amen.
[02:03:02.563 --> 02:03:09.971]  And they are also, though, going to call for, I've talked to two representatives, impeachment hearings on the President within a month after they get the House.
[02:03:10.509 --> 02:03:12.050]  Hopefully they'll get the Senate as well.
[02:03:12.410 --> 02:03:20.897]  This could, and that's why we need to pray, because I believe God raised up Hugo Chavez to stop the free trade for the Americas and the Pan-American Union.
[02:03:21.617 --> 02:03:22.758]  This could stop.
[02:03:22.918 --> 02:03:29.163]  They've already got three aircraft carrier divisions in the Gulf, and they want this spring of 07 to be the spring of Iran.
[02:03:29.183 --> 02:03:30.484]  They're going for the war with Iran.
[02:03:31.300 --> 02:03:43.685]  This vote could stop that, and that's why I ask people to please pray, get your absentee balance, turn them in, we went right down to our courthouse, turn them in directly to the courthouse, and then you know your vote is counted.
[02:03:44.145 --> 02:03:46.867]  And that was just my word of advice and call to action for anybody voting in.
[02:03:46.887 --> 02:03:47.427]  I hear ya, absentee.
[02:03:47.447 --> 02:03:48.807]  Don't let the machines rob ya.
[02:03:48.968 --> 02:03:49.908]  Thank you, I agree.
[02:03:50.749 --> 02:03:53.533]  But they still are cheating with the absentees.
[02:03:53.613 --> 02:03:56.317]  It's just they get caught by police loading vans with them.
[02:03:57.378 --> 02:03:59.441]  It's a lot harder to do with that.
[02:03:59.901 --> 02:04:02.985]  Because they have to make the absentee match the fraud on the computer.
[02:04:03.967 --> 02:04:05.849]  So make them cheat out in the open.
[02:04:05.869 --> 02:04:06.370]  We'll be right back.
[02:04:14.270 --> 02:04:17.452]  It's here, after a year in production and traveling to distant lands.
[02:04:17.813 --> 02:04:19.734]  My new film, Terror Storm, is complete.
[02:04:20.114 --> 02:04:27.780]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:04:28.460 --> 02:04:35.505]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:04:35.905 --> 02:04:42.770]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying,
[02:04:43.263 --> 02:04:47.324]  Secret police torture, the latest 9-11 information, and much, much more.
[02:04:47.624 --> 02:04:51.125]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:04:51.585 --> 02:04:53.486]  It's an anthology of government crimes.
[02:04:53.846 --> 02:04:57.747]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:04:58.287 --> 02:05:05.289]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[02:05:11.204 --> 02:05:14.085]  Are terrorist cells or prime terror targets located near you?
[02:05:14.446 --> 02:05:17.307]  Where are military bases and hazardous waste sites located?
[02:05:17.547 --> 02:05:23.730]  How do you find the best area for solar, average rainfall, fish contamination advisories, and major transportation routes?
[02:05:24.110 --> 02:05:31.434]  In the new interactive CD book, Prudent Places USA, you will find the information you want with over 50 interactive parameters that you control.
[02:05:31.614 --> 02:05:35.696]  Find everything from housing prices and taxes to brewing environmental catastrophes.
[02:05:35.976 --> 02:05:41.519]  Locate billion-dollar disaster-prone areas, the safest cities, ideal solar locations, and much, much more.
