[00:00:26.592 --> 00:00:29.534]  It is Friday.
[01:52:00.992 --> 01:52:04.593]  Get the one-stop solution for your emergency and everyday needs.
[01:52:04.753 --> 01:52:07.415]  The Berkey Security Pack, a retail value of $518 for only $399.
[01:52:10.256 --> 01:52:14.419]  By calling New Millennium at 888-803-4438.
[01:52:14.599 --> 01:52:16.040]  Not yet available in Iowa.
[01:52:17.542 --> 01:52:23.366]  Hey ladies, if you love to shop, then visit HerbalHealer.com to browse through their online catalog.
[01:52:23.486 --> 01:52:28.930]  You'll find thousands of effective, alternative and natural products for you and the whole family.
[01:52:29.110 --> 01:52:36.356]  Besides the amazing products you'll find, this shopping is guilt free because you're investing in your health and your health is priceless.
[01:52:36.856 --> 01:52:39.920]  And more great products to help you soothe and relax after a long day.
[01:52:56.597 --> 01:52:59.278]  Want to learn more for yourself and to help others in the future?
[01:52:59.539 --> 01:53:01.900]  Join the Herbal Healer Correspondence Program.
[01:53:02.040 --> 01:53:04.921]  You can work at your own pace from the comfort of your own home.
[01:53:04.941 --> 01:53:09.083]  This accredited, exciting program can help you gain skills and knowledge.
[01:53:09.243 --> 01:53:11.564]  Can you believe you can find all this at one stop?
[01:53:11.804 --> 01:53:16.326]  HerbalHealer.com Celebrating 18 years of dedication.
[01:53:18.628 --> 01:53:21.349]  Crashing through the lies and disinformation.
[01:53:21.369 --> 01:53:25.231]  It's Alex Jones, only on the GCN Radio Network.
[01:53:34.054 --> 01:53:35.614]  Open phones in the third hour.
[01:53:36.715 --> 01:53:37.695]  Mike in Ohio.
[01:53:38.516 --> 01:53:39.336]  Kevin in Kansas.
[01:53:39.396 --> 01:53:40.217]  Bill in Chicago.
[01:53:40.237 --> 01:53:40.737]  Many others.
[01:53:41.397 --> 01:53:42.758]  Kevin Smith's coming in with a report.
[01:53:42.858 --> 01:53:44.118]  Big 9-11 developments.
[01:53:44.959 --> 01:53:49.621]  We have a top congressman alleging that Sandy Berger stole Able Danger files.
[01:53:50.181 --> 01:53:53.043]  That's our government protecting our CIA to Al Qaeda.
[01:53:54.964 --> 01:53:56.544]  It's that little piece of trash.
[01:53:56.684 --> 01:53:58.245]  Why do you think Bush is protecting him?
[01:53:58.605 --> 01:53:59.746]  Because they're all working together.
[01:54:00.794 --> 01:54:03.555]  And there's been some other, it's just masses of news in the next hour.
[01:54:03.595 --> 01:54:05.216]  Dr. Corsi, we were talking during the break.
[01:54:06.497 --> 01:54:07.517]  How do we avert this?
[01:54:07.577 --> 01:54:09.518]  Well, I think the answer is we really can't avert it.
[01:54:09.538 --> 01:54:11.679]  We can just soften the crash landing.
[01:54:11.739 --> 01:54:14.000]  I want to get your analysis on that.
[01:54:14.820 --> 01:54:16.421]  We respect that and appreciate it.
[01:54:16.481 --> 01:54:21.003]  And then, also, I think the key here is let everybody know who to blame.
[01:54:21.624 --> 01:54:29.007]  When all this comes down, don't let the very same globalists that set the policies that did this to consolidate, because they want this to happen.
[01:54:30.186 --> 01:54:34.528]  Alex, first of all, I think it's going to crash hard in terms of the mortgage market.
[01:54:35.168 --> 01:54:37.449]  I've been telling people to get out of debt.
[01:54:37.969 --> 01:54:39.610]  Both credit card debt, get out of it.
[01:54:39.870 --> 01:54:45.232]  Whatever you have to do, don't rip them up and throw them away until you get them paid off.
[01:54:46.193 --> 01:54:49.934]  And secondly, mortgages.
[01:54:50.054 --> 01:54:54.716]  Most people have not really lived through a serious collapse in the housing market.
[01:54:55.196 --> 01:54:59.518]  But if housing prices start going down 30-40% in some markets, and they will,
[01:55:00.425 --> 01:55:02.046]  We're down 50% in some markets.
[01:55:03.167 --> 01:55:05.868]  You won't be able to sell a property without taking a loss.
[01:55:06.829 --> 01:55:15.594]  Now, many people will then be faced with huge mortgages, not as many employment opportunities where that mortgage is going to be hard to maintain.
[01:55:16.134 --> 01:55:17.855]  You could lose the house very easily.
[01:55:18.675 --> 01:55:23.398]  Or if you sell the house, you're still going to lose because you'll have a mortgage you can't pay off with the sales price.
[01:55:23.458 --> 01:55:26.200]  It'll be too high, the mortgage that you currently have.
[01:55:26.780 --> 01:55:30.062]  I'm telling people before the housing markets totally collapsed,
[01:55:30.706 --> 01:55:37.870]  If they're worried about being in a mortgage right now that's too hard to afford, sell the house and go into something smaller.
[01:55:38.831 --> 01:55:42.053]  Downsize yourself before you lose what you have.
[01:55:42.133 --> 01:55:44.414]  But if you're going to do it, you better do it quick.
[01:55:44.434 --> 01:55:48.677]  Even mainstream analysts are saying by the middle of next year, we're going to be in the toilet.
[01:55:49.257 --> 01:55:55.040]  Do it now because in most markets, the housing market is extremely soft but has not yet collapsed.
[01:55:55.661 --> 01:55:57.522]  To sell something today, you're going to have to discount it.
[01:55:58.055 --> 01:55:58.295]  I think so.
[01:56:20.382 --> 01:56:40.652]  We've already seen in the last year we've seen a 22% on average reduction in housing prices and most of that is in the classic areas of Texas, Colorado, Michigan, Florida, and now we're even seeing it though in areas of California like San Francisco where you'd never think it would go down.
[01:56:41.153 --> 01:56:43.834]  How soon do you think we really start seeing a reduction?
[01:56:44.454 --> 01:56:45.435]  It's happening right now.
[01:56:46.075 --> 01:56:47.636]  I think in the first months of
[01:56:48.366 --> 01:56:50.847]  2007 will begin playing out as big news.
[01:56:51.087 --> 01:56:52.428]  How low do you think?
[01:56:52.868 --> 01:56:56.190]  Some are predicting we could see a 60% reduction.
[01:56:56.430 --> 01:56:59.832]  Oh, I think many, many markets across the country will be at least 50.
[01:57:00.972 --> 01:57:05.034]  And I think in general it's going to be 20 to 30.
[01:57:05.135 --> 01:57:10.037]  California markets that have gone up so... California could easily be 50% or more.
[01:57:10.837 --> 01:57:12.638]  And California is going to get hit very hard.
[01:57:12.658 --> 01:57:16.880]  You know, with the Midwest, Ohio...
[01:57:18.231 --> 01:57:23.315]  Michigan, Indiana, Illinois are just going to get clobbered.
[01:57:24.016 --> 01:57:25.917]  They're all going to start looking like West Virginia.
[01:57:25.937 --> 01:57:29.780]  You're going to have the Appalachians being spreading throughout the Midwest.
[01:57:30.821 --> 01:57:32.823]  Because people are going to be no jobs.
[01:57:33.203 --> 01:57:36.826]  But actually, the illegal aliens are going to thrive in that, though.
[01:57:36.846 --> 01:57:38.888]  That will actually trigger probably a bigger influx.
[01:57:39.048 --> 01:57:40.589]  There won't be any money to throw them out.
[01:57:40.749 --> 01:57:41.290]  They're renters.
[01:57:41.350 --> 01:57:42.431]  Everybody will want to keep them.
[01:57:42.471 --> 01:57:44.072]  And they're already at the bottom of the market.
[01:57:44.738 --> 01:57:46.759]  So they can't get much more hurt.
[01:57:46.779 --> 01:57:48.400]  They'll probably be benefited marginally.
[01:57:50.000 --> 01:57:50.661]  Absolutely.
[01:57:51.201 --> 01:57:52.381]  That's what's happened historically.
[01:57:53.062 --> 01:57:53.462]  All right.
[01:57:53.562 --> 01:57:54.602]  Death of the Republic.
[01:57:54.622 --> 01:57:55.463]  We'll be right back.
[01:57:58.184 --> 01:58:02.426]  Order a copy of this show for your friends and family at GCNlive.com or call 877-300-7645.
[01:58:13.988 --> 01:58:14.628]  Big Brother.
[01:58:15.289 --> 01:58:16.329]  Mainstream media.
[01:58:17.069 --> 01:58:18.170]  Government cover-ups.
[01:58:18.830 --> 01:58:19.630]  You want answers?
[01:58:20.390 --> 01:58:21.291]  Well, so does he.
[01:58:21.971 --> 01:58:25.712]  He's Alex Jones on the GCN Radio Network.
[01:58:26.132 --> 01:58:30.214]  And now, live from Austin, Texas, Alex Jones.
[01:58:31.258 --> 01:58:35.439]  We're now in the third and final hour of this live December 22nd, 2006 edition.
[01:58:35.459 --> 01:58:38.700]  This year has exploded past us.
[01:58:39.280 --> 01:58:41.080]  Trillions have been stolen from the Pentagon.
[01:58:41.100 --> 01:58:42.501]  The borders are wide open.
[01:58:42.901 --> 01:58:44.801]  The North American Union is now in effect.
[01:58:45.461 --> 01:58:52.223]  The big private banks are openly waging war against their housing prices to drive the middle class out of one of their final refuges.
[01:58:53.286 --> 01:58:59.929]  Don't worry, the middle class will worship and thank the banks and the Fed Chairman and the President and Hillary as they rape us.
[01:58:59.969 --> 01:59:01.890]  So that's always what makes me the maddest.
[01:59:02.330 --> 01:59:09.793]  Doesn't that make you mad, Dr. Corsi, to study this, to know who the players are, to know what's behind all this, and then to know that they'll just trick everybody again?
[01:59:10.433 --> 01:59:12.054]  People are getting increasingly mad, Alex.
[01:59:12.154 --> 01:59:14.315]  I'm sensing that, that they've about had it.
[01:59:14.355 --> 01:59:15.516]  They don't want to take any more of this.
[01:59:15.536 --> 01:59:17.257]  It's like the old film, Network.
[01:59:17.277 --> 01:59:18.677]  You know, bad as hell, won't take it anymore.
[01:59:18.697 --> 01:59:20.278]  You remember that film?
[01:59:20.298 --> 01:59:21.239]  Open up your windows and
[01:59:40.208 --> 01:59:40.689]  Shout out.
[01:59:40.729 --> 01:59:42.271]  You're mad as hell and won't take it anymore.
[01:59:42.291 --> 01:59:43.373]  Go to the window!
[01:59:43.773 --> 01:59:46.778]  Open it and stick your head out and tell them!
[01:59:47.399 --> 01:59:48.740]  That was a great film.
[01:59:48.781 --> 01:59:49.802]  People are back there again.
[01:59:49.842 --> 01:59:54.088]  I think the soft underbelly of the Bush administration is China.
[01:59:54.769 --> 01:59:56.612]  And I think China is going to be something that...
[01:59:57.219 --> 01:59:59.361]  We'll keep Hillary Clinton from being elected.
[01:59:59.401 --> 02:00:01.943]  I don't think Hillary Clinton's got a chance of being president.
[02:00:02.124 --> 02:00:04.886]  Now, there's one thing that... I'll write a book on her.
[02:00:04.906 --> 02:00:08.429]  If she's going to go at it seriously, I'll go after it, too.
[02:00:08.469 --> 02:00:13.934]  She's a horrible criminal and a warmonger, but how are they going to...
[02:00:15.407 --> 02:00:17.588]  Well, China has already formed an alliance with Russia and Iran.
[02:00:17.608 --> 02:00:19.949]  They formed this Shanghai Cooperation League.
[02:00:44.029 --> 02:00:47.591]  The last meeting they held, I believe it was in May, they invited Iran to attend it.
[02:00:48.071 --> 02:00:49.912]  They told Iran, Iran will be a member of it.
[02:00:50.472 --> 02:00:52.934]  Now that's an anti-American league if there ever was one.
[02:00:53.614 --> 02:00:58.176]  China and Russia held military exercises together at the end of 2005.
[02:00:58.837 --> 02:01:00.077]  It was unprecedented.
[02:01:01.038 --> 02:01:04.199]  Why do we have four groups of carriers there right now then?
[02:01:04.219 --> 02:01:06.361]  Well, that's a good question too.
[02:01:06.421 --> 02:01:10.663]  I mean, I think the events in Iran are heading toward a war.
[02:01:10.703 --> 02:01:11.043]  That's why...
[02:01:11.519 --> 02:01:13.980]  My most recent book was Showdown with Nuclear Iran.
[02:01:14.160 --> 02:01:17.141]  My second book on Iran with Michael Evans.
[02:01:17.201 --> 02:01:21.723]  I've been saying repeatedly that we're pursuing the wrong policy in Iran.
[02:01:22.363 --> 02:01:32.246]  We should be supporting everything we can do to support the dissidents around the world, the Iranian dissidents who want to come in and take control of their own country.
