[00:00:00.069 --> 00:00:00.689]  Cover-ups.
[02:06:22.208 --> 02:06:24.971]  These seeds have not been genetically modified in any way.
[02:06:24.991 --> 02:06:28.575]  And you actually get enough seeds to plant a full acre crisis garden.
[02:06:28.875 --> 02:06:31.716]  So visit them today at survivalseedbank.com.
[02:06:32.076 --> 02:06:33.957]  That's survivalseedbank.com.
[02:06:34.297 --> 02:06:35.157]  Or give them a call at 877-327-0365.
[02:06:35.237 --> 02:06:35.537]  That's 877-327-0365.
[02:06:35.558 --> 02:06:38.379]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:06:38.879 --> 02:06:40.599]  This is Alex Jones for survivalseedbank.com.
[02:06:52.864 --> 02:06:56.485]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[02:06:56.805 --> 02:07:04.947]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[02:07:05.667 --> 02:07:09.728]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[02:07:10.308 --> 02:07:21.110]  The Silver Lungs Generator infuses the respiratory system with your self-produced nanosilver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[02:07:21.750 --> 02:07:30.753]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[02:07:31.273 --> 02:07:36.335]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[02:07:36.695 --> 02:07:43.878]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[02:07:44.178 --> 02:07:46.579]  That's www.silverlungs.com.
[02:07:52.148 --> 02:07:57.192]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[02:07:57.553 --> 02:07:59.895]  Because there's a war on for your mind.
[02:07:59.915 --> 02:08:07.321]  Alright, it is the final hour of this syndicated broadcast.
[02:08:07.601 --> 02:08:14.287]  We are premiering Invisible Empire New Order Defined at PrisonPlanet.TV in 52 minutes at PrisonPlanet.TV.
[02:08:16.741 --> 02:08:18.983]  Okay, I did a psychological test yesterday.
[02:08:19.003 --> 02:08:21.826]  I shot this video, did this in the office yesterday evening.
[02:08:21.846 --> 02:08:26.091]  Aaron worked very late and then today to put this video together.
[02:08:26.131 --> 02:08:27.252]  Great job to Aaron Dykes.
[02:08:27.712 --> 02:08:33.078]  This is a psychological test and I explain why at the end of the video.
[02:08:33.138 --> 02:08:35.661]  And I predict this will create somewhat of a hubbub.
[02:08:36.061 --> 02:08:37.342]  People are going to be upset by this.
[02:08:38.123 --> 02:08:46.528]  They're not upset by humans being tortured, by war, by police state, by seeing their fellow humans beaten for no reason, because we've been dehumanized.
[02:08:47.208 --> 02:08:53.231]  You see Marines throw a puppy off a cliff, everybody gets upset because we haven't seen millions of simulated murders of animals.
[02:08:54.112 --> 02:08:56.893]  What would happen though if we did it to a computer?
[02:08:57.393 --> 02:09:00.235]  Something new, something trendy, something filled with hype.
[02:09:00.995 --> 02:09:03.397]  Let's go ahead and go to this video.
[02:09:04.137 --> 02:09:05.598]  The torture of an iPod.
[02:09:20.151 --> 02:09:24.854]  Torture!
[02:09:26.455 --> 02:09:28.177]  I was always taught torture was wrong.
[02:09:28.817 --> 02:09:38.163]  But I'm pro-America, and now that they say torture's good, well, I've decided that when in Rome, do as the Romans did.
[02:09:39.123 --> 02:09:42.866]  But humans don't care about seeing other humans tortured.
[02:09:43.735 --> 02:09:44.736]  We've been dehumanized.
[02:09:45.076 --> 02:09:49.942]  They got mad when the Marines threw that puppy off the cliff because people still have empathy for animals.
[02:09:50.522 --> 02:09:52.825]  I thought, what about an iPad?
[02:09:53.506 --> 02:09:54.407]  What is it gonna think?
[02:09:54.907 --> 02:09:57.350]  People love inanimate objects.
[02:09:57.370 --> 02:09:58.050]  They love things.
[02:09:58.070 --> 02:09:59.152]  They love possessions.
[02:09:59.632 --> 02:10:01.214]  They don't get upset by humans being tortured.
[02:10:10.723 --> 02:10:11.103]  Yes!
[02:10:11.524 --> 02:10:12.705]  Naughty little boys!
[02:10:13.025 --> 02:10:18.849]  So I thought, what would happen if we tortured an iPad?
[02:10:20.030 --> 02:10:22.292]  And that's what we're about to do.
[02:10:22.312 --> 02:10:27.816]  Okay, 12 pound sledgehammer.
[02:10:27.836 --> 02:10:32.460]  Make sure this is working.
[02:10:35.171 --> 02:10:37.693]  Just a professional interrogation for America.
[02:10:37.733 --> 02:10:38.893]  What we do, the good guys.
[02:10:39.053 --> 02:10:41.515]  After all, Joseph Mengele wasn't that bad, was he now?
[02:10:41.535 --> 02:10:42.395]  According to our government.
[02:10:42.676 --> 02:10:44.717]  Got the electrical power here.
[02:10:45.157 --> 02:10:50.440]  And of course... Made the USA waterboarding equipment.
[02:10:51.141 --> 02:10:54.563]  We're gonna have a discussion with you, Mr. iPad.
[02:10:55.123 --> 02:10:55.564]  You understand?
[02:10:55.584 --> 02:10:57.485]  And you're gonna answer our questions.
[02:10:58.005 --> 02:10:59.306]  Al Gore's on your board.
[02:10:59.326 --> 02:11:02.728]  And you guys pose as a bunch of egalitarian liberals.
[02:11:03.669 --> 02:11:03.809]  But...
[02:11:04.747 --> 02:11:07.790]  You're made in China by basically slave labor.
[02:11:09.091 --> 02:11:13.516]  Well, Mr. iPad, again I'm gonna ask you, why are you made in China?
[02:11:13.556 --> 02:11:15.838]  This is gonna go on for a long time here.
[02:11:16.298 --> 02:11:17.279]  It's only gonna get rougher.
[02:11:17.439 --> 02:11:17.880]  Oh, you're gonna...
[02:11:19.241 --> 02:11:20.142]  You're going to not respond?
[02:11:20.442 --> 02:11:21.082]  Well, that's fine.
[02:11:21.823 --> 02:11:27.507]  At the end of our little session with the iPad, I'm going to explain exactly why we're doing this in detail.
[02:11:28.047 --> 02:11:29.949]  But overall, it's an important experiment.
[02:11:30.529 --> 02:11:40.096]  We've got all these different implements of torture or enhanced interrogation, but I figured we'd just go ahead and cut right to the chase with the power drill.
[02:11:40.616 --> 02:11:41.557]  Again, one of the tools
[02:11:42.497 --> 02:11:43.957]  Of the CIA.
[02:11:44.338 --> 02:11:48.819]  I've told it to explain to us why it's in league with Al Gore, and it will not answer my question.
[02:11:49.059 --> 02:11:50.559]  We're gonna get really serious right now.
[02:11:50.819 --> 02:11:51.659]  We're gonna get some answers.
[02:12:01.182 --> 02:12:02.982]  Now I'm not even gonna ask you questions.
[02:12:03.382 --> 02:12:06.603]  This is like in Pakistan when a predator drone drops a bomb on a wedding.
[02:12:07.023 --> 02:12:10.044]  Now we're just gonna kill your ass, because that's pro-America!
[02:12:21.929 --> 02:12:23.130]  Answer my questions!
[02:12:23.651 --> 02:12:25.292]  We're the good guys!
[02:12:25.352 --> 02:12:25.792]  We're America!
[02:12:26.013 --> 02:12:28.435]  You will answer our questions!
[02:12:28.495 --> 02:12:29.616]  Torture is good!
[02:12:31.918 --> 02:12:33.239]  I smell China!
[02:12:34.320 --> 02:12:35.421]  Literally, you can smell it.
[02:12:35.561 --> 02:12:36.562]  Look at that smoke coming out.
[02:12:38.363 --> 02:12:40.305]  Let me get you cleaned up for the next round.
[02:12:42.847 --> 02:12:44.108]  Well, you're still alive.
[02:12:44.148 --> 02:12:45.830]  We've been torturing you for quite a while.
[02:12:45.850 --> 02:12:47.671]  Because again, that's the American way.
[02:12:47.711 --> 02:12:48.272]  That's freedom.
[02:12:49.401 --> 02:12:54.265]  And now we're going to go ahead and put you out of your misery with a firing squad.
[02:12:55.726 --> 02:12:57.547]  So let's put your little blindfold on.
[02:12:59.349 --> 02:13:01.831]  Let's give you a cigarette.
[02:13:02.551 --> 02:13:02.831]  Good.
[02:13:03.092 --> 02:13:09.437]  It's time for the firing squad for high treason.
[02:13:10.529 --> 02:13:12.350]  No judge, no court, no nothing.
[02:13:12.830 --> 02:13:15.032]  Under the Enemy Belligerence Act, now in the U.S.
[02:13:15.072 --> 02:13:18.093]  Senate, we're allowed to arrest you as a U.S.
[02:13:18.133 --> 02:13:22.316]  citizen, torture you, kill you, do whatever we want, because that is freedom.
[02:13:22.356 --> 02:13:23.196]  Enjoy your cigarette.
[02:13:25.177 --> 02:13:26.518]  No trial, no nothing.
[02:13:26.578 --> 02:13:29.980]  Under the USA Patriot Act, iPad, you are terminated.
[02:13:30.180 --> 02:13:32.201]  Ready, aim, fire!
[02:13:34.823 --> 02:13:36.084]  Well, looks like that didn't do it.
[02:13:36.104 --> 02:13:37.625]  We have to shoot you a couple more times here.
[02:13:37.645 --> 02:13:39.686]  This is going to continue for a while here.
[02:13:40.540 --> 02:13:41.901]  I'm doing this because I'm a patriot.
[02:13:42.702 --> 02:13:44.683]  I'm going to take your bank accounts because I'm a patriot.
[02:13:45.084 --> 02:13:46.785]  I'm going to set up checkpoints because I'm a patriot.
[02:13:47.286 --> 02:13:50.989]  Everything I do is because I'm a patriot and you're an evil iPad.
[02:13:53.851 --> 02:13:56.473]  And one more right between the eyes just to get you out of your pain.
[02:13:58.375 --> 02:14:01.017]  And that, ladies and gentlemen, is how we deal with terrorists.
[02:14:01.837 --> 02:14:04.920]  You know, after we torture somebody to death, we've got to get rid of the body.
[02:14:04.940 --> 02:14:05.821]  We've got to dismember it.
[02:14:06.021 --> 02:14:09.484]  So even though the iPad's no longer with us, we've got to get rid of the evidence.
[02:14:14.598 --> 02:14:15.239]  Oh, the guts!
[02:14:18.242 --> 02:14:20.705]  It's almost as funny as one of them dead Iraqi kids.
[02:14:20.725 --> 02:14:27.773]  Oh yeah, look at that, right through the windshield.
[02:14:27.993 --> 02:14:30.075]  Those weapons of mass destruction gotta be somewhere.
[02:14:30.936 --> 02:14:33.038]  It's their fault for bringing their kids to a battle.
[02:14:33.078 --> 02:14:33.839]  That's right.
[02:14:33.879 --> 02:14:35.041]  Nope, no weapons over there.
[02:14:37.415 --> 02:14:39.879]  It's almost as funny as one of them dead Iraqi kids.
[02:14:41.121 --> 02:14:42.182]  Designed in America.
[02:14:43.024 --> 02:14:43.905]  Made in China.
[02:14:44.706 --> 02:14:47.611]  You have just taken part in a psychological test.
[02:14:48.132 --> 02:14:48.612]  A study.
[02:14:49.053 --> 02:14:50.515]  There's a lot of different facets to it.
[02:14:51.624 --> 02:14:53.505]  Number one, I like Apple.
[02:14:53.825 --> 02:14:54.966]  I like the iPad.
[02:14:55.106 --> 02:14:57.067]  We have a couple in the office and I bought one at home.
[02:14:58.028 --> 02:15:01.009]  But I've seen people literally worshipping these machines.
[02:15:01.449 --> 02:15:05.452]  You know, humans don't care about fellow humans anymore, but they care about inanimate objects.
[02:15:06.292 --> 02:15:16.698]  And I said, we ought to do a psychological test to show how people get upset out on the web about watching the video you just saw, but don't care about Iraqi kids in a minivan being murdered in front of everybody.
[02:15:17.358 --> 02:15:18.439]  This is the dehumanization.
[02:15:18.499 --> 02:15:30.824]  We saw that a year ago when the Marines threw the puppy off the cliff, and it was admitted the Marines had done it, and the Marine Corps admitted they'd done it, and actually kicked him out of the Corps, but people were still living in denial, saying, no, the Marines didn't kill that puppy, it's too evil.
[02:15:31.404 --> 02:15:34.025]  See, Iraqis are dehumanized, but the puppy, it matters.
