[00:00:07.276 --> 00:00:08.583]  We are simulcasting.
[01:41:48.728 --> 01:41:56.175]  And the answer is, at a certain level, you know, some are not even meant to understand what I'm saying.
[01:41:56.615 --> 01:42:00.219]  Some can't even understand it right now, because they've hardened their hearts.
[01:42:00.739 --> 01:42:07.926]  My heart gets softer and softer and bigger, and it's full of more love, and it just, I don't even know how to describe it.
[01:42:08.908 --> 01:42:11.569]  And I just, I just want the evil to stop.
[01:42:11.709 --> 01:42:14.229]  I want the hurting of the little ones to stop.
[01:42:14.249 --> 01:42:19.750]  I mean, do you understand what I'm saying, David?
[01:42:19.770 --> 01:42:21.330]  Yeah, I understand.
[01:42:21.370 --> 01:42:26.731]  And you know, that's the whole thing that Jesus talked about, that there would be a day when all that stops.
[01:42:27.192 --> 01:42:34.633]  And the reason that it exists is because of the fact that the people who are in power now are under the influence of the original rebel.
[01:42:35.351 --> 01:42:40.212]  As described in Saul Alinsky's book, the way he dedicated that book to the original rebel, Satan.
[01:42:40.532 --> 01:42:43.473]  And then had the nerve to say, at least he got his own kingdom out of the deal.
[01:42:43.833 --> 01:42:50.315]  Well, the thing about it is, this is turning out to be, you know, the kingdom of Satan.
[01:42:50.755 --> 01:42:51.075]  Okay?
[01:42:51.355 --> 01:42:52.815]  So... There's no doubt.
[01:42:52.835 --> 01:43:02.518]  I mean, even if people don't believe in the old serpent as an entity, collectively what's being manifested and what the elite are turning us into is hell.
[01:43:04.687 --> 01:43:16.469]  The thing about it is, Alex, you mentioned earlier, and I saw, I was watching the program, because I get the simulcast and all that, and I was watching where Mr. Dice was doing the interviews yesterday.
[01:43:17.049 --> 01:43:22.630]  Well, the thing about that is that every human being has been infected with a lie.
[01:43:22.910 --> 01:43:23.970]  We believe a lie.
[01:43:24.250 --> 01:43:32.772]  That's why these people come across as though they're God, because the original lie that the human race believed was that you can be God.
[01:43:34.525 --> 01:43:35.726]  They still believe that.
[01:43:36.626 --> 01:43:37.807]  Yeah, they think they're God.
[01:43:38.627 --> 01:43:49.193]  You're talking about, at the Capitol, he's literally 60, 70 yards away from cops, where they said the media could be, and he marches up and just gets in his face, and is looking at Aaron like he wants to kill him.
[01:43:50.234 --> 01:43:50.454]  Wow.
[01:43:51.475 --> 01:43:52.275]  Have you seen that video?
[01:43:53.196 --> 01:44:02.061]  No, I haven't seen that part, but I'm talking about where yesterday on your program you gave a snippet of, I think it was Dice,
[01:44:02.785 --> 01:44:03.586]  Everybody has that.
[01:44:03.606 --> 01:44:04.687]  Everybody has that.
[01:44:04.747 --> 01:44:07.229]  Now before I was awakened,
[01:44:27.065 --> 01:44:30.547]  And I can't say that I woke up, I was awakened, okay?
[01:44:31.007 --> 01:44:37.530]  I had similar views, not the totalitarian type of thing where if you defend against this view, you need to shut up.
[01:44:37.590 --> 01:44:37.850]  No!
[01:44:38.230 --> 01:44:42.412]  But the thing about it is I had disdain for people who didn't think as I thought.
[01:44:42.732 --> 01:44:46.774]  And now, whereas now, I mean, you know, the whole left-right thing has been shattered for me.
[01:44:46.834 --> 01:44:49.255]  I mean, totally just blown to smithereens.
[01:44:49.575 --> 01:44:53.076]  Every talk show that I get to call into, and I'm a truck driver, so I get to listen all day.
[01:44:53.517 --> 01:44:56.398]  So every show that I call into, the first thing is,
[01:44:57.048 --> 01:44:59.189]  You're coming at this from the wrong perspective.
[01:44:59.409 --> 01:45:00.410]  There is no left, right?
[01:45:00.450 --> 01:45:01.110]  They're all one.
[01:45:02.391 --> 01:45:22.884]  So, you know... But if I've done one thing, if I've done one thing, David, is I coined the left-right paradigm term, I've hammered it for 14 years, really about 12 when I really woke up to that fully, for about 12 years, and now people go, wait, I've been kept in this little box, there's a whole other system?
[01:45:24.008 --> 01:45:27.751]  I gotta tell you, the first time I saw the Obama deception, I stayed up.
[01:45:27.931 --> 01:45:30.833]  I thought somehow it was some
[01:45:47.594 --> 01:45:57.179]  Vision Revisited or something website that I clicked onto, and then it led me to the Obama deception, and I could not sleep.
[01:45:58.560 --> 01:45:59.641]  It was about a year ago.
[01:45:59.741 --> 01:46:03.783]  Right about, it was like the first or second week of February, or third week of February, somewhere around there.
[01:46:04.163 --> 01:46:05.184]  Somewhere around that area.
[01:46:05.944 --> 01:46:10.426]  It was shortly after the movie first came out, and I couldn't sleep.
[01:46:10.767 --> 01:46:12.688]  And I was up for like two days straight.
[01:46:13.068 --> 01:46:16.069]  I'm like, and I'm just devouring all of the information that's coming.
[01:46:17.867 --> 01:46:24.670]  When I found out about eight, nine years ago that the eugenics was absolutely real, going on worse than I thought, I actually threw up.
[01:46:34.016 --> 01:46:48.443]  I actually, my mouth started watering and it was like a, you know, a spiritual thing, a physical manifestation of my soul was just like, bleh, when I realized, because my body, my soul, my subconscious already knew all this information at a base level.
[01:46:49.063 --> 01:46:56.927]  But it was the conscious binding of that and realizing it and the images of the children they're murdering and it was just, bleh, you know, just,
[01:46:59.770 --> 01:47:05.991]  If you owe the IRS money you can't pay, then listen carefully because you already know that the problem won't go away by itself.
[01:47:06.491 --> 01:47:10.352]  You can get help today from the leading tax expert in the country, Dan Pilla.
[01:47:10.692 --> 01:47:11.652]  Hi, I'm Dan Pilla.
[01:47:11.952 --> 01:47:13.693]  The IRS isn't going to just forget about you.
[01:47:14.153 --> 01:47:18.954]  Right now, the IRS is hiring thousands of tax collectors to go after delinquent accounts just like yours.
[01:47:19.354 --> 01:47:22.054]  That's why you need to take action today and I can help.
[01:47:22.595 --> 01:47:25.655]  I take a simple but proven approach to solving your tax debt problem.
[01:47:26.135 --> 01:47:29.496]  First, I stabilize collections so you don't have to worry about wage and bank levies.
[01:47:30.037 --> 01:47:35.401]  Next, I build a detailed plan to get your debt reduced to the fullest extent possible, sometimes even eliminated.
[01:47:36.041 --> 01:47:39.684]  Finally, I work with you every step of the way to get your problem solved once and for all.
[01:47:39.724 --> 01:47:41.585]  So call now for a free consultation.
[01:47:42.106 --> 01:47:42.646]  Call 1-800-346-6829.
[01:47:42.746 --> 01:47:47.810]  Dan Pilla will solve your tax problem, guaranteed.
[01:47:48.190 --> 01:47:50.492]  He's helped thousands of people and he can help you too.
[01:47:50.872 --> 01:47:51.773]  Call us today at 800-346-6829.
[01:47:51.833 --> 01:47:52.193]  That's 800-34-NO-TAX.
[01:47:58.052 --> 01:48:07.795]  Originally, we the people have entrusted government to be the guardians of currency, to ensure purity, content, weights and measures of gold and silver coins citizens would use for commerce.
[01:48:08.076 --> 01:48:12.157]  This reinstalled confidence after the demise of the fiat continental system.
[01:48:12.557 --> 01:48:23.361]  Wisdom being lost with time, the government we once entrusted to protect from counterfeit has colluded with private business, creating the largest fiat counterfeiting scheme our country ever experienced.
[01:48:23.741 --> 01:48:32.653]  This is not only a transfer of power to an institution that is not accountable to our elected government, but has also caused the dollar to lose more than 90 cents of its original value.
[01:48:32.933 --> 01:48:37.519]  Now foreign governments are trying to divest themselves from this once world reserve currency.
[01:48:37.539 --> 01:48:39.101]  Hi, this is Ted Anderson.
[01:48:39.342 --> 01:48:41.845]  I'm offering a book that explains how the system works.
[01:48:42.105 --> 01:48:43.005]  Call me today at 800-686-2237.
[01:48:43.145 --> 01:48:49.267]  I will give you a silver dollar free just for purchasing the book.
[01:48:49.608 --> 01:48:50.328]  Call today at 800-686-2237.
[01:48:50.348 --> 01:48:50.648]  Again, that's 800-686-2237.
[01:48:50.668 --> 01:48:53.449]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:48:53.469 --> 01:48:55.130]  This is our last chance to not relive history.
[01:48:55.190 --> 01:48:56.790]  As we're finishing off this agenda,
[01:49:08.692 --> 01:49:11.355]  That we're pulling the rug from underneath Americans at home.
[01:49:11.375 --> 01:49:17.580]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[01:49:17.761 --> 01:49:22.785]  I think it's incumbent upon all of us as American citizens to pay attention.
[01:49:23.306 --> 01:49:32.955]  For the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[01:49:33.055 --> 01:49:35.176]  Tim Geithner, Bernanke, they're arsonists!
[01:49:35.396 --> 01:49:36.737]  They're asking for more matches!
[01:49:36.997 --> 01:49:39.258]  And the Congress is saying, who do we make the check out to?
[01:49:39.438 --> 01:49:41.278]  Today seems like nobody does care.
[01:49:41.579 --> 01:49:46.341]  And right now in Washington, D.C., we have seen a fall of the Republic.
[01:49:46.721 --> 01:49:51.503]  Get your copy of Fall of the Republic on DVD at InfoWars.com.
[01:49:51.723 --> 01:49:55.824]  Or watch it online right now in super high quality at PrisonPlanet.tv.
[01:49:58.220 --> 01:49:58.721]  We're good to go.
[01:50:13.720 --> 01:50:14.120]  We're good to go.
[01:50:32.449 --> 01:50:32.989]  That's right.
[01:51:03.206 --> 01:51:07.969]  Ira hates you.
[01:51:11.391 --> 01:51:14.873]  Ira hates you.
[01:51:18.324 --> 01:51:28.628]  One of the most painful things in my life is knowing that, with my listeners, we've woken up tens of millions of people.
[01:51:29.309 --> 01:51:39.953]  And to see the system, not just Glenn Beck and others at the top, but lower down, groups that co-opt it, co-opt all the work we've done, and then turn it into something nasty with their COINTELPRO tricks.
[01:51:40.713 --> 01:51:44.515]  Most of the idiots dancing to the tune and the string don't even know they're doing it.
[01:51:46.377 --> 01:51:47.578]  But again, that's going to happen.
[01:51:48.359 --> 01:51:54.625]  I mean, if you wake people up that they're being lied to, that doesn't necessarily mean that they're not going to be lied to at other levels.
[01:51:54.985 --> 01:52:01.372]  So you can't look at other people failing, other people falling, other people's problems, all the nastiness, and get wrapped up in it.
[01:52:01.892 --> 01:52:16.125]  You've just got to continue to love God and love what's true and love honor and love beauty and love decency and love innocence and stand up against the New World Order and give the people an alternative to say, this is your enemy, the New World Order.
[01:52:16.145 --> 01:52:16.966]  Look what they've done to you.
[01:52:17.306 --> 01:52:19.228]  Look what the other opportunities could be.
[01:52:19.628 --> 01:52:20.910]  Look at what history has shown.
[01:52:21.710 --> 01:52:23.031]  Chris in Florida, you're on the air.
[01:52:23.072 --> 01:52:23.352]  Welcome.
[01:52:26.545 --> 01:52:47.993]  Alex, it is your life to revamp, and I respect your life choices, but when it comes down to your life, your own life, and your empathy for the lives of others, it's really, I think it's obvious from your predictions coming true that you do have a greater forethought to see how the thoughts and the actions
[01:52:49.093 --> 01:52:49.554]  We're good.
[01:53:07.589 --> 01:53:14.514]  It's your sense of concern that would still bring you these greater insights and an even deeper connection with God.
[01:53:14.654 --> 01:53:18.137]  But no matter what you choose, God works through everyone.
[01:53:18.377 --> 01:53:22.460]  Earlier I was saying I just miss not being able to see my grandmother or spend as much time with my kids.
[01:53:23.000 --> 01:53:26.022]  So I feel like my time is stolen by having to fight this.
[01:53:26.082 --> 01:53:28.524]  It's not like it's some delicious pleasure.
[01:53:29.204 --> 01:53:32.587]  Ten years ago it was kind of the worldly triumph of defeating them.
[01:53:32.927 --> 01:53:34.568]  And I still get happy when we have victories.
[01:53:34.608 --> 01:53:35.329]  That's not bad.
[01:53:35.849 --> 01:53:36.390]  It's just that
[01:53:37.458 --> 01:53:40.680]  That now, I just, I mean, it's like, whoa, I know too much.
[01:53:40.800 --> 01:53:43.022]  I mean, it just gets deeper and deeper and deeper.
[01:53:43.722 --> 01:53:54.330]  And the understanding, it just accelerates to the point of like, I'm saying, God, you know, whatever you want me to do, I'm going to do, but this is really hard to handle.
[01:53:55.771 --> 01:54:02.679]  Well, it never ends, and when it comes to Reverend James David Manning, I wanted to speak with him and ask him this.
[01:54:03.239 --> 01:54:05.982]  He has a right to say that Obama ought to be tried for treason.
[01:54:06.042 --> 01:54:15.633]  I agree that Barack is the butcher, but he's also an unindicted war criminal, and his treasonous, he's illegitimate by virtue of his lies and the Constitution.
