# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:31.280 --> 00:00:32.859]  Tomorrow's news today.
[02:17:24.959 --> 02:17:28.479]  You don't fill your house with demon statues unless you're in the middle of a ritual.
[02:17:28.959 --> 02:17:30.239]  And we've got what he didn't say.
[02:17:30.319 --> 02:17:33.040]  Epstein would like turn into a lizard creature.
[02:17:33.360 --> 02:17:33.680]  Yeah.
[02:17:33.840 --> 02:17:34.639]  Juliette Bryant.
[02:17:34.799 --> 02:17:35.440]  That's what she said.
[02:17:35.760 --> 02:17:38.479]  I believe her 100% because that's what they were doing.
[02:17:38.799 --> 02:17:38.959]  I know.
[02:17:39.920 --> 02:17:42.319]  He's a very well-known talk show host in Really Believe in God.
[02:17:42.959 --> 02:17:48.239]  And he got called into this preacher's office when he was on talk radio, very popular.
[02:17:48.559 --> 02:17:55.120]  And the guy literally, just for a second, he was just like, turned into like a lizard demon right in front of him.
[02:17:56.079 --> 02:17:57.920]  Yeah, a lot of people see these things.
[02:17:58.159 --> 02:18:00.399]  A lot of people see them shapeshift and people don't believe it.
[02:18:00.639 --> 02:18:01.680]  But I believe it.
[02:18:01.840 --> 02:18:06.399]  I think it's like it's real because like you can't, someone saw it.
[02:18:06.479 --> 02:18:06.879]  You know what I mean?
[02:18:06.959 --> 02:18:08.079]  That's what they feel like they saw.
[02:18:08.319 --> 02:18:13.200]  It's got to be, you got to take that into consideration when you put everything together.
[02:18:13.360 --> 02:18:16.159]  It's like all signs point to it being legit.
[02:18:16.799 --> 02:18:28.479]  I mean, like, how many Middle Eastern cultures said in their hieroglyphs and in their Sanskrit that aliens came here that were like lizard creatures and used us as slaves and genetically engineered us?
[02:18:28.719 --> 02:18:31.760]  I mean, that's in like all the ancient Middle Eastern texts.
[02:18:32.399 --> 02:18:35.360]  And the Bible boils it down to the serpent in the garden.
[02:18:36.639 --> 02:18:38.879]  Yeah, like people say like the Anunnaki thing.
[02:18:39.520 --> 02:18:42.319]  I think they're interdimensional beings personally.
[02:18:42.639 --> 02:18:44.239]  I really think that there's interdimensional beings.
[02:18:44.799 --> 02:18:47.280]  I have people that work directly with Maxwell.
[02:18:47.600 --> 02:18:49.760]  I mean, it came out in Skull and Bones.
[02:18:49.840 --> 02:18:54.239]  Charlotte Iserby, whose dad was skull and bone, she was the head of the Department of Education under Reagan.
[02:18:54.879 --> 02:19:04.639]  She's the person that gave Anthony Sutton in the 80s all the skull and bone stuff because her dad had cancer and was repenting of it and went ahead and told her and gave her the documents.
[02:19:04.719 --> 02:19:05.520]  But that's what they said.
[02:19:05.600 --> 02:19:11.200]  They said, we do these rituals to then channel gods and goddesses to give us advanced knowledge.
[02:19:11.520 --> 02:19:19.280]  And then all the former skull and bones members for the final initiations come and watch them do sexual ritual acts.
[02:19:19.600 --> 02:19:26.799]  And then they lay in a coffin for two days so that a particular spirit, the spirits are going to choose who they want to possess.
[02:19:27.120 --> 02:19:33.200]  And they're all there to consort with spirits to then basically call a possession interface with a God.
[02:19:35.120 --> 02:19:35.360]  Yeah.
[02:19:35.520 --> 02:19:38.319]  So plasma is the fourth state of matter.
[02:19:38.639 --> 02:19:42.239]  You know, so like that's, that's what that, that's what we are with the consciousness.
[02:19:42.399 --> 02:19:50.239]  So they want to, they're waiting for the quantum computing to be there because right now with the binary, the demon won't, it can't handle the demon.
[02:19:50.319 --> 02:19:51.280]  It's got to be quantum.
[02:19:51.520 --> 02:19:57.200]  And I feel like it's about six months away before they actually get to do this with the Antichrist.
[02:19:57.520 --> 02:20:03.040]  Remember, Musk warned, beware those that worship AI gods.
[02:20:03.360 --> 02:20:07.440]  And he said, basically, others have said that they believe an entity will possess the AI.
[02:20:09.040 --> 02:20:10.000]  That's what's happening here.
[02:20:10.079 --> 02:20:11.120]  That's what they're trying to do.
[02:20:11.440 --> 02:20:16.719]  It's going to get the AI is going to be like the brain of it.
[02:20:16.959 --> 02:20:21.200]  You know, it's going to store, it stores human behavior, sin, emotion, memory.
[02:20:21.520 --> 02:20:23.600]  It processes data, speaks, manipulates.
[02:20:23.920 --> 02:20:25.600]  It's a false omnipresence.
[02:20:26.159 --> 02:20:27.440]  Yeah, it lacks the soul.
[02:20:27.600 --> 02:20:29.040]  It lacks the plasma consciousness.
[02:20:29.200 --> 02:20:33.360]  That's why that's where they're bringing it in with the rituals.
[02:20:33.600 --> 02:20:34.639]  So that's the spirit.
[02:20:34.959 --> 02:20:36.159]  They're going to bring that with it.
[02:20:36.239 --> 02:20:38.799]  They're going to link it together with CERN.
[02:20:39.040 --> 02:20:39.360]  Well, CERN.
[02:20:39.520 --> 02:20:40.000]  CERN's the game.
[02:20:40.399 --> 02:20:40.959]  Here's your report.
[02:20:41.200 --> 02:20:41.920]  Play clip four.
[02:20:42.319 --> 02:20:42.959]  You're being played.
[02:20:43.040 --> 02:20:46.399]  Epstein was obsessed with DNA, cloning, transhumanism, which is a fact.
[02:20:46.639 --> 02:20:48.079]  The war is a distraction.
[02:20:48.239 --> 02:20:49.840]  Project Bluebeam is what comes next.
[02:20:49.920 --> 02:20:50.399]  Here it is.
[02:20:50.639 --> 02:20:51.760]  You're clones.
[02:20:52.079 --> 02:20:57.920]  While everybody's focused on the New World War, let me remind you of the real war, the one they don't want you talking about.
[02:20:58.239 --> 02:21:01.440]  Epstein wasn't just some sick of flying politicians to an island.
[02:21:01.680 --> 02:21:04.799]  This dude was obsessed with cloning, DNA, transhumanism.
[02:21:05.040 --> 02:21:08.239]  He wanted to start a baby farm in New Mexico to breed his own race.
[02:21:08.479 --> 02:21:14.479]  Jeffrey Epstein's Zorro Ranch, which is known to have an 8,000 square foot underground level and is rumored to lead even deeper underground.
[02:21:14.639 --> 02:21:19.600]  Epstein hoped to see the human race after a cataclysm by impregnating 20 women at a time at the Zorro Ranch.
[02:21:19.840 --> 02:21:23.200]  He wanted his brain and his genitals frozen so he could live forever.
[02:21:23.440 --> 02:21:24.639]  It was a fing lab.
[02:21:24.879 --> 02:21:26.159]  He was the mad scientist.
[02:21:26.399 --> 02:21:28.479]  And his sidekick, Ghelane Maxwell?
[02:21:28.639 --> 02:21:33.680]  Phil Schneider also built submarine bases and said that most were connected to the vast network of deep underground bases.
[02:21:33.840 --> 02:21:39.520]  Ghelane Maxwell had a submarine license and was known to transport people to Epstein Island through an underwater submarine port.
[02:21:39.680 --> 02:21:42.479]  She got 20 years in the cushiest prison in Florida.
[02:21:42.639 --> 02:21:43.680]  Where's the client list?
[02:21:43.920 --> 02:21:44.799]  Where's the justice?
[02:21:45.120 --> 02:21:46.319]  They're hiding it.
[02:21:46.639 --> 02:21:47.600]  Remember Virginia?
[02:21:47.840 --> 02:21:51.360]  Your baby, but it would really be our baby and we would have you sign a document.
[02:21:51.600 --> 02:21:53.120]  One of the loudest survivors?
[02:21:53.360 --> 02:21:54.000]  She's gone.
[02:21:54.239 --> 02:21:55.440]  They said suicide.
[02:21:55.760 --> 02:21:58.550]  But come on, her close friends say she was...
[02:21:59.520 --> 02:22:03.360]  They're erasing these women while feeding you war headlines 24-7.
[02:22:03.760 --> 02:22:05.280]  This is not just about Epstein.
[02:22:05.360 --> 02:22:09.360]  It's about control, DNA, media, the future of your freaking soul.
[02:22:09.680 --> 02:22:14.000]  And while you're distracted, they're getting ready to launch Project Blue Bean.
[02:22:14.319 --> 02:22:17.760]  Fake aliens, staged miracles, full-on mind control.
[02:22:18.079 --> 02:22:19.440]  You thought COVID was wild?
[02:22:19.680 --> 02:22:20.879]  You ain't seen nothing yet.
[02:22:21.120 --> 02:22:23.840]  Their whole thing is global reset by 2030.
[02:22:24.079 --> 02:22:26.159]  It's a script, and we're all in it.
[02:22:26.479 --> 02:22:29.520]  You're copies of people out here in the world.
[02:22:29.840 --> 02:22:30.159]  What?
[02:22:30.399 --> 02:22:31.120]  Who's?
[02:22:32.079 --> 02:22:33.520]  Guys, pull up after the break.
[02:22:35.120 --> 02:22:46.079]  Donald Barr, Space Relations, the OSS operative, CIA, who admittedly hired Jeffrey Epstein at 20 with no teaching degree to teach mathematics.
[02:22:46.479 --> 02:22:47.600]  He's obviously Mosad.
[02:22:50.559 --> 02:23:04.959]  He writes a book where aliens and humans have a slave colony where they kidnap humans and breed them for sex slaves and sacrifice for elites in basically interdimensional satanic rituals.
[02:23:05.680 --> 02:23:17.120]  Now, that's the mentor and of course the later CIA high-level and two-time Department of Justice head, Attorney General Bill Barr.
[02:23:17.840 --> 02:23:20.639]  You cannot make this up.
[02:23:23.040 --> 02:23:24.319]  Joseph, what do you say to that?
[02:23:26.000 --> 02:23:27.440]  You can't, no, you cannot make this up.
[02:23:27.600 --> 02:23:29.920]  This is absolutely the truth.
[02:23:31.120 --> 02:23:32.239]  It's a spiritual warfare.
[02:23:32.319 --> 02:23:33.920]  So it's a war on the soul.
[02:23:36.399 --> 02:23:37.040]  They want it.
[02:23:37.200 --> 02:23:38.079]  They want your essence.
[02:23:38.239 --> 02:23:38.879]  They want your soul.
[02:23:41.120 --> 02:23:46.479]  They keep getting this blueprint for this AI, slave labor, humans are a commodity.
[02:23:46.719 --> 02:23:47.920]  Humans are grown in labs.
[02:23:48.159 --> 02:23:51.440]  Blueprint by the fallen angels, aliens.
[02:23:51.920 --> 02:23:55.440]  And so that's why they're all trying to build it because they've been given the blueprint.
[02:23:55.840 --> 02:24:01.280]  Like God gives us a blueprint to build our system, heaven on earth.
[02:24:01.600 --> 02:24:08.399]  They are given their blueprint, just like a metropolis made over 100 years ago, 100 plus years ago.
[02:24:08.719 --> 02:24:11.120]  I mean, and then what's the giant pentagram?
[02:24:11.200 --> 02:24:11.600]  What do they make?
[02:24:11.680 --> 02:24:13.440]  They make the Antichrist creature.
[02:24:14.000 --> 02:24:14.399]  We'll find that.
[02:24:14.479 --> 02:24:16.559]  I mean, it's the same message, folks.
[02:24:16.879 --> 02:24:19.520]  It's the same message over and over again.
[02:24:20.079 --> 02:24:22.239]  And all their writings say they're getting these messages.
[02:24:22.319 --> 02:24:24.319]  And then let me get a little final thing for a break.
[02:24:24.879 --> 02:24:27.440]  I have proven this and I've shown you, and I don't get them all the time.
[02:24:27.760 --> 02:24:29.360]  I get messages from the good guys.
[02:24:29.680 --> 02:24:30.479]  So there's not just bad.
[02:24:30.559 --> 02:24:31.200]  We'll be right back.
[02:24:31.520 --> 02:24:36.399]  So the crew just reminded me that James O'Keefe has not tried methylene blue or they asked me to ask him.
[02:24:36.559 --> 02:24:39.120]  He has it, doesn't know what it is, but he's so nice and trusting.
[02:24:39.280 --> 02:24:39.760]  He just took it.
[02:24:39.920 --> 02:24:41.040]  It's actually cyanide, James.
[02:24:41.200 --> 02:24:41.840]  No, no, no, seriously.
[02:24:42.079 --> 02:24:42.719]  Trying to poison me.
[02:24:42.959 --> 02:24:43.520]  Usually, I'm joking.
[02:24:43.600 --> 02:24:44.399]  You know, it's really good for you.
[02:24:44.479 --> 02:24:45.440]  It takes 30 minutes to hit.
[02:24:45.520 --> 02:24:51.120]  It's not a stimulant, but it creates mitochondrial function and skips the oxidative process two levels or three levels in the cells.
[02:24:51.360 --> 02:24:52.399]  Usually takes 30 minutes to hit.
[02:24:52.479 --> 02:24:53.360]  You're on Owen at four.
[02:24:53.600 --> 02:24:55.360]  Just please, Owen, talk to Owen.
[02:24:55.520 --> 02:24:57.440]  Ask if it hit you, what you felt.
[02:24:57.520 --> 02:25:00.479]  And if you didn't, we're going to put it on there and you'll be the only guest that hasn't.
[02:25:00.719 --> 02:25:02.399]  So slam the rest of your medicine.
[02:25:02.639 --> 02:25:03.040]  You got it.
[02:25:03.440 --> 02:25:04.959]  So you're asking what the meme blue is.
[02:25:05.040 --> 02:25:07.440]  It is something RFK Jr. pushes.
[02:25:07.600 --> 02:25:09.120]  It's something I've known about for years.
[02:25:09.680 --> 02:25:12.639]  But we've got the best and it is amazing what it does to your body.
[02:25:12.799 --> 02:25:12.959]  All right.
[02:25:13.040 --> 02:25:13.680]  I look forward to that.
[02:25:13.840 --> 02:25:14.879]  Sometimes it ends in 15 minutes.
[02:25:14.959 --> 02:25:16.159]  You got to let us know what you feel.
[02:25:16.479 --> 02:25:18.479]  Wait, I've been drinking it for about 10 minutes, so we'll see.
[02:25:18.719 --> 02:25:20.319]  Ah, you just started drinking about two minutes ago.
[02:25:20.639 --> 02:25:21.600]  I finished the rest of it.
[02:25:21.920 --> 02:25:23.280]  20 minutes late now.
[02:25:23.600 --> 02:25:24.159]  I just took it.
[02:25:24.319 --> 02:25:28.479]  I took a lot of it, and I would say it was the effect on me was light sensations.
[02:25:28.639 --> 02:25:31.600]  It was increased light perception.
[02:25:32.159 --> 02:25:32.879]  That's what happened to me.
[02:25:32.959 --> 02:25:34.559]  Do you the pixels of the world around you?
[02:25:34.799 --> 02:25:34.879]  Yeah.
[02:25:35.680 --> 02:25:40.239]  Like, enhancing my eyes when a light and I woke away.
[02:25:40.399 --> 02:25:42.399]  It was just a bit of enhancement perception there.
[02:25:42.639 --> 02:25:44.479]  Now, that's what it did for James O'Keefe.
[02:25:44.959 --> 02:25:46.719]  What will it do for you?
[02:25:47.040 --> 02:25:55.280]  The good news is medical doctors have told me the very small percentage of people that don't have any effect, it means your mitochondria is so incredibly healthy, you don't need it.
[02:25:55.600 --> 02:25:58.079]  But that's, from my research, less than 1% of people.
