# Transcription model: large-v3
[00:00:27.980 --> 00:00:30.780]  InfoWars. InfoWars.
[02:29:40.819 --> 02:29:41.719]  I'm overall very, very pleased.
[02:29:41.799 --> 02:29:44.959]  I'm going to throw the baby out with the bathwater, but 30 plus million dead in insurance actuaries.
[02:29:44.959 --> 02:29:47.319]  Those are hard numbers from the shots and growing is a serious issue.
[02:29:47.459 --> 02:29:56.020]  Here is the full breakdown where he recounts exactly what happened in that dinner with President Trump.
[02:29:56.139 --> 02:29:56.639]  Here it is.
[02:29:56.780 --> 02:29:57.559]  We're sitting there.
[02:29:58.200 --> 02:30:03.379]  And everybody's eating their food and President Trump is not president at this time.
[02:30:03.739 --> 02:30:07.200]  And he's talking to the senators and talking about really important stuff.
[02:30:07.260 --> 02:30:10.100]  And I'm just minding my own business going, I don't know how I got in this room.
[02:30:10.459 --> 02:30:11.180]  Well, okay.
[02:30:11.739 --> 02:30:13.120]  I'm sitting elbow to elbow with him.
[02:30:13.180 --> 02:30:14.319]  It's about an hour into dinner.
[02:30:14.420 --> 02:30:16.100]  I hadn't said a word, just been listening.
[02:30:16.780 --> 02:30:21.340]  And Trump gets to eating and you've seen him do this move right here.
[02:30:24.020 --> 02:30:25.340]  Wherever, in the big boardroom.
[02:30:25.520 --> 02:30:26.819]  Okay, that's what he does.
[02:30:27.020 --> 02:30:30.319]  He goes, can I ask you a question, John Rich?
[02:30:30.479 --> 02:30:31.239]  He never calls me John.
[02:30:31.299 --> 02:30:31.819]  John Rich?
[02:30:32.620 --> 02:30:35.659]  I look at him, I go, yes, sir.
[02:30:36.659 --> 02:30:37.340]  What's the question?
[02:30:37.420 --> 02:30:39.340]  He goes, well, you do a lot of big shows.
[02:30:39.500 --> 02:30:40.379]  You're an entertainer.
[02:30:40.399 --> 02:30:40.799]  Yes, sir.
[02:30:41.239 --> 02:30:42.540]  You play for really big crowds.
[02:30:42.680 --> 02:30:43.340]  I go, I do.
[02:30:43.379 --> 02:30:45.020]  I play for really big crowds for a long time.
[02:30:45.239 --> 02:30:47.139]  He goes, have you seen these rallies I'm doing?
[02:30:47.319 --> 02:30:48.899]  It's 30,000, 40,000 people.
[02:30:49.120 --> 02:30:50.159]  I said, yeah, it's unbelievable.
[02:30:50.969 --> 02:30:52.750]  He goes, so here's the question.
[02:30:52.950 --> 02:30:58.129]  Why are people booing me at my rallies when I bring up the vaccine?
[02:30:59.870 --> 02:31:03.110]  This is the question from the President of the United States.
[02:31:03.629 --> 02:31:15.569]  A guy who is very proud at that moment of the fact that he was able to stomp the gas pedal and get that thing out because he's under the impression this is going to fix the problem.
[02:31:15.770 --> 02:31:16.829]  Operation Warp Speed.
[02:31:16.969 --> 02:31:17.389]  That's it.
[02:31:17.870 --> 02:31:19.790]  Okay, so here's a guy who...
[02:31:20.719 --> 02:31:23.979]  To his own admission, one of the biggest egos on the earth.
[02:31:24.139 --> 02:31:25.719]  And he's very proud of this.
[02:31:25.899 --> 02:31:27.100]  And I respect him.
[02:31:27.780 --> 02:31:29.020]  There is no limit.
[02:31:29.239 --> 02:31:31.799]  But I'm being asked a very direct question.
[02:31:32.780 --> 02:31:40.180]  And so, man, I went, looked at him and I said, okay, I'm going to tell you the answer and you're not going to like it.
[02:31:40.840 --> 02:31:43.659]  He goes, okay, what's the answer?
[02:31:43.940 --> 02:31:44.940]  You're going to look at me like this?
[02:31:45.600 --> 02:31:47.600]  I said, let me start off by saying this.
[02:31:48.739 --> 02:31:56.959]  We, the American people, do not trust the people that you were forced to trust at the time when this was happening.
[02:31:57.139 --> 02:31:58.079]  Let's start there.
[02:31:58.260 --> 02:32:01.719]  And I said, by the people we don't trust, here's who I mean.
[02:32:01.940 --> 02:32:07.040]  The FDA, the CDC, the NIH, the WHO, Fauci, and all the rest of them.
[02:32:07.120 --> 02:32:13.340]  I said, Mr. President, we consider them to be a bunch of murderous depopulationist psychopaths.
[02:32:14.989 --> 02:32:16.569]  And his reaction was?
[02:32:16.909 --> 02:32:17.750]  That's a good way to start.
[02:32:17.750 --> 02:32:21.209]  His eyes are, he goes, unbelievable.
[02:32:23.469 --> 02:32:25.489]  Unbelievable. He's stunned.
[02:32:25.909 --> 02:32:28.430]  No, he is stunned that I said that.
[02:32:28.629 --> 02:32:31.690]  I said, now, let me tell you why they're booing you.
[02:32:32.170 --> 02:32:37.430]  I said, because all of them, including me, I said, I would boo you.
[02:32:37.729 --> 02:32:43.989]  I. I would boo you if you brought that up, and here's why.
[02:32:44.190 --> 02:32:48.850]  And he's looking at me, and I'm thinking to myself, this is the last time this guy's going to invite me to anything.
[02:32:49.010 --> 02:32:50.430]  He's never going to call me again.
[02:32:50.750 --> 02:32:57.389]  I'm throwing massive shade on a former president's, in his mind, one of his biggest accomplishments.
[02:32:57.829 --> 02:33:03.530]  And it dawned on me, nobody had told the man what I was telling him right now, because they all worked for him.
[02:33:03.569 --> 02:33:05.329]  They all got something to gain from him.
[02:33:05.370 --> 02:33:07.090]  They're not going to tell him this.
[02:33:07.659 --> 02:33:09.239]  Because they're not serving him well.
[02:33:09.659 --> 02:33:10.819]  I don't work for him.
[02:33:11.540 --> 02:33:12.879]  And I think a lot of him.
[02:33:12.940 --> 02:33:15.020]  And I want him to understand the truth about it.
[02:33:15.059 --> 02:33:16.600]  So I said, here's the problem.
[02:33:16.700 --> 02:33:18.120]  Here's why they're booing you, Mr. President.
[02:33:18.299 --> 02:33:29.139]  Because every human being out in that rally, either themselves or they know someone directly who has been harmed by the vaccine or has even died from it, including me.
[02:33:30.360 --> 02:33:35.860]  I said, I got members of my own family who were forced to take it against their will to keep their jobs.
[02:33:36.000 --> 02:33:36.819]  And now they've got.
[02:33:37.290 --> 02:33:38.069]  All kinds of problems.
[02:33:38.469 --> 02:33:39.329]  Big problems.
[02:33:39.409 --> 02:33:40.149]  Heart problems.
[02:33:40.530 --> 02:33:41.290]  Lung problems.
[02:33:41.829 --> 02:33:47.709]  And he's looking at me and he looks around the table and he goes, this is unbelievable.
[02:33:48.209 --> 02:33:51.989]  I mean, he goes, has anyone else heard this?
[02:33:53.229 --> 02:33:53.950]  Herschel Walker.
[02:33:54.969 --> 02:33:56.729]  He was running for Senate at the time.
[02:33:56.809 --> 02:34:04.350]  He goes, Mr. President, I mean, down in Georgia, my constituents come up at my rallies and what John just said, man, I hear it every single day.
[02:34:05.120 --> 02:34:06.200]  Looks over at Marsha.
[02:34:06.200 --> 02:34:12.840]  Marsha's sitting there going, you know, looks around the table, and then Lindsey Graham, who's sitting across.
[02:34:12.940 --> 02:34:14.819]  So you're here, or I'm here.
[02:34:15.260 --> 02:34:16.879]  I'm sorry, but you're Lindsey Graham.
[02:34:18.020 --> 02:34:23.459]  You're Lindsey Graham, and you're me.
[02:34:25.420 --> 02:34:43.280]  As I'm going into the part where I said, even in my own family, I have Lindsey Graham busts in with it swishing his Chardonnay around and said, Mr. President, if you listen to conspiracy theorists like John Rich,
[02:34:43.399 --> 02:34:48.819]  the Democrats are going to take credit for what you did and they're going to beat you in the next election with it.
[02:34:50.719 --> 02:35:00.100]  Oh. So I'm looking at Trump and he's sitting over there and he does that and I looked at him and I said, do not interrupt me when I'm speaking.
[02:35:00.299 --> 02:35:01.399]  Do you understand me?
[02:35:01.479 --> 02:35:08.739]  What? And he looked at me and he goes, well, I didn't mean to disrespect you.
[02:35:08.780 --> 02:35:10.420]  I go, yeah, but you did.
[02:35:11.620 --> 02:35:14.920]  Right now you look like Wyatt Earp.
[02:35:16.520 --> 02:35:18.139]  Trump is right here.
[02:35:18.260 --> 02:35:19.639]  You're Lindsey Graham, okay?
[02:35:19.760 --> 02:35:20.860]  I'm holding him.
[02:35:20.940 --> 02:35:21.979]  You're Lindsey Graham.
[02:35:23.100 --> 02:35:27.620]  I look at him one more time.
[02:35:27.659 --> 02:35:30.540]  I go, now let me finish what I was saying.
[02:35:31.130 --> 02:35:31.930]  Oh, man.
[02:35:32.229 --> 02:35:33.229]  And then I finished it.
[02:35:34.209 --> 02:35:41.469]  Okay. Trump ended that by saying, so I guess no more vaccine talk.
[02:35:41.629 --> 02:35:43.270]  I said, I think that's a good idea.
[02:35:43.729 --> 02:35:45.930]  I said, I think you're going to learn a lot about it.
[02:35:46.790 --> 02:35:51.729]  But yes, I think that's a good idea because that's the only thing that would make us ever boo you, Mr. President.
[02:35:51.729 --> 02:35:52.290]  Yeah, because you're right.
[02:35:52.370 --> 02:35:57.090]  I mean, that's one of the things that I think a lot of people didn't agree with him on.
[02:35:57.229 --> 02:35:59.590]  And it was the vaccine and him being proud of it.
[02:35:59.649 --> 02:36:01.690]  And Jason actually has a story that's similar.
[02:36:01.790 --> 02:36:06.329]  Well, the thing about Trump and the vaccine, Trump never mandated the vaccine.
[02:36:06.430 --> 02:36:06.770]  No, exactly.
[02:36:06.909 --> 02:36:09.010]  Trump said, you're all the doctors.
[02:36:09.090 --> 02:36:10.450]  Go figure out how to make this stop.
[02:36:10.530 --> 02:36:15.450]  And he trusted these people that we now all know are a bunch of depopulationist animals.
[02:36:16.059 --> 02:36:22.639]  We all know that now, but he never mandated it because mandating an experimental medical procedure violates the Nuremberg Code.
[02:36:22.700 --> 02:36:29.860]  It's a crime against humanity, which I hope we see that play out because people need to be held accountable for that in a major way.
[02:36:30.280 --> 02:36:31.879]  I think it will.
[02:36:32.579 --> 02:36:34.920]  So that was the story there.
[02:36:35.059 --> 02:36:39.420]  So, you know, again, he has called me since then.
[02:36:39.500 --> 02:36:41.939]  He does text me back from the Super Bowl.
[02:36:41.939 --> 02:36:43.079]  He has invited me to more.
[02:36:43.079 --> 02:36:44.780]  So I did not lose my friendship with him.
[02:36:44.780 --> 02:36:56.338]  I think if anything, based on a couple of things he's asked me over the last year or so, he probably appreciates the fact that I'll give him, say something to him that he don't really want to hear that.
[02:36:56.338 --> 02:36:59.409]  Bye. Thank you.
[02:36:59.419 --> 02:37:02.360]  Well, ladies and gentlemen, crazy day in the way of news.
[02:37:02.500 --> 02:37:03.979]  Kudos to John Rich for doing that.
[02:37:04.000 --> 02:37:06.600]  I one time went to a party at John Rich's house when I was in Nashville.
[02:37:08.170 --> 02:37:12.069]  I think his guitar player was trying to bang my girlfriend at the time, so we got invited to this awesome party.
[02:37:12.149 --> 02:37:14.569]  He had a crystal chandelier that rotated.
[02:37:14.709 --> 02:37:15.670]  It was a cowboy saddle.
[02:37:16.049 --> 02:37:18.209]  He's famous for that song, Save a Horse, Ride a Cowboy.
[02:37:19.530 --> 02:37:22.110]  I just remember he had this giant chair in the middle of the party.
[02:37:22.590 --> 02:37:25.950]  There was a stage, and he was on the dance floor in this giant chair.
[02:37:26.149 --> 02:37:29.750]  And there were just women coming over and sitting on the arms of the chair and flirting with him.
[02:37:30.209 --> 02:37:32.229]  And I remember when I left, I went up to him to thank him.
[02:37:32.729 --> 02:37:34.149]  Didn't interact with him at all during the party.
[02:37:34.209 --> 02:37:35.010]  He had no idea who I was.
[02:37:35.049 --> 02:37:35.610]  It was a large party.
[02:37:36.159 --> 02:37:37.780]  I took his hand and said, thanks for having me in your home.
[02:37:38.239 --> 02:37:42.680]  And he just gave me a very serious look and squeezed the hell out of my hand.
[02:37:42.780 --> 02:37:43.579]  And I have a good handshake.
[02:37:44.680 --> 02:37:49.559]  And I just remember, however hard they squeeze, you gotta squeeze back just as hard, and that counteracts the discomfort.
[02:37:49.940 --> 02:37:52.079]  So I just squeezed back as hard as I could, and I left.
[02:37:53.520 --> 02:37:58.840]  Never heard from him again, never really saw much from him again, but now he's just really killing it with this.
[02:37:58.940 --> 02:38:02.659]  And what's so shocking about that specific report is...
