# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:15.580 --> 00:01:04.030]  Tomorrow's news today.
[02:07:42.369 --> 02:07:43.810]  So all things work together.
[02:07:43.989 --> 02:07:47.649]  And again, we need to put on the magnifying glasses and really look at what's going on behind it.
[02:07:47.710 --> 02:07:49.770]  Tell me what you say is happening, because I know this.
[02:07:49.829 --> 02:07:50.850]  I do put on the magnifying glasses.
[02:07:50.989 --> 02:07:51.449]  That's what I do.
[02:07:51.909 --> 02:07:55.390]  And the old globalist system is going to get us all killed.
[02:07:55.800 --> 02:07:59.260]  We've still got AI and all these systems, and we're not out of the woods yet.
[02:07:59.460 --> 02:08:03.579]  But, I mean, Trump is very pragmatically doing what I would be doing right now.
[02:08:03.659 --> 02:08:05.819]  I mean, it's amazing.
[02:08:06.640 --> 02:08:10.260]  Yes, if you wanted to, like, say again, problem, reaction, solution.
[02:08:10.539 --> 02:08:19.939]  If you're creating the problem and you want the reaction, you're going to bring in an individual that is like Trump, that's going to react in a systematic way.
[02:08:20.270 --> 02:08:22.989]  And you can almost predict the outcome of how he's reacting.
[02:08:22.989 --> 02:08:26.289]  Just like you have the power to cut off monies to Russia.
[02:08:26.529 --> 02:08:33.789]  Well, how come we haven't cut off the money to the globalist, whatever his name is, the little Nazi guy, Jewish dude?
[02:08:34.010 --> 02:08:35.750]  They have cut most of the funding to Ukraine.
[02:08:36.409 --> 02:08:38.430]  Okay, but they haven't done it fast enough.
[02:08:38.609 --> 02:08:41.430]  And I'm saying that if we look at how we're...
[02:08:41.430 --> 02:08:42.489]  Okay, well, you know why they haven't done that?
[02:08:42.670 --> 02:08:44.289]  They've got to keep Russia at the table.
[02:08:44.829 --> 02:08:47.130]  And then we would literally be siding with Russia.
[02:08:47.569 --> 02:08:50.189]  That's a negotiation point to balance it.
[02:08:51.329 --> 02:08:52.270]  That's my point.
[02:08:52.470 --> 02:09:05.029]  All in negotiations still need to pay very close attention at the agenda that's being set by the Trump administration, especially when we're talking about the Palestinians and being pushed into the sea.
[02:09:05.430 --> 02:09:08.670]  That comes, again, to remind everybody of the war of 1812.
[02:09:09.350 --> 02:09:13.210]  America declared war on the British, right?
[02:09:13.449 --> 02:09:18.149]  And we're at, again, the standoff of the War of 1812 here once again.
[02:09:18.390 --> 02:09:20.270]  So we need to pay particular attention.
[02:09:20.750 --> 02:09:24.890]  I know states have rights, and at the same time, the federal government is a federal government.
[02:09:25.069 --> 02:09:25.890]  Trump is the president.
[02:09:26.029 --> 02:09:30.470]  We need to push back on everybody and make everybody be accountable for what we're driving for.
[02:09:30.489 --> 02:09:34.109]  Well, you're live on air talking about it, and a lot of your points I agree with.
[02:09:34.109 --> 02:09:36.130]  I'm trying to get where you're going at.
[02:09:36.949 --> 02:09:39.489]  Okay, what do we do to keep—what do you mean, what accountable?
[02:09:40.460 --> 02:09:43.180]  I mean, we're cutting the globalists that are out of control down to size right now.
[02:09:43.300 --> 02:09:43.899]  That is accountability.
[02:09:44.880 --> 02:09:49.619]  Yeah, we're cutting globalists, but we're not seeing the slices of the cake.
[02:09:49.859 --> 02:09:52.840]  Say, like, again, not Zelensky, but...
[02:09:52.840 --> 02:09:55.220]  I mean, we're seeing the slices are coming to the people.
[02:09:56.859 --> 02:09:57.500]  Hold on.
[02:09:57.979 --> 02:09:59.060]  I appreciate your call.
[02:09:59.140 --> 02:10:00.319]  I can't spend 10 minutes per caller.
[02:10:00.479 --> 02:10:01.180]  I appreciate your call.
[02:10:01.260 --> 02:10:02.359]  I never got where you were going.
[02:10:02.720 --> 02:10:03.140]  We'll be right back.
[02:10:03.260 --> 02:10:03.659]  Stay with us.
[02:10:03.750 --> 02:10:08.869]  Stay with us.
[02:10:08.880 --> 02:10:15.779]  President Trump is not projecting US power with our military starting wars.
[02:10:17.380 --> 02:10:32.020]  President Trump is going into making major economic deals that invest and build in the United States to make us the economic total superpower of the world with a powerful military backup to ensure peace.
[02:10:32.020 --> 02:10:44.909]  and I look at his policies, they couldn't be more even-handed and smart when it comes to foreign policy and the economy.
[02:10:45.770 --> 02:11:00.470]  His blind spot is still believing in mRNA garbage and not backing off of that than his people are, than Kennedy is, but just juxtapose what it would be like right now with Kamala Harris in power.
[02:11:01.670 --> 02:11:05.630]  The CFR, the globalist Larry Fink, had America scheduled to be gone.
[02:11:05.960 --> 02:11:07.079]  It's super-powered by now.
[02:11:08.000 --> 02:11:09.460]  That was where we were.
[02:11:09.899 --> 02:11:13.619]  But at the last minute, we grabbed victory from the jaws of defeat.
[02:11:14.180 --> 02:11:15.659]  All right, I'm going to move quick to your calls.
[02:11:15.739 --> 02:11:17.640]  Calls are great, but I didn't spend five minutes per caller.
[02:11:17.760 --> 02:11:20.159]  I've said I wouldn't do that, so just please, I want to hear from you.
[02:11:20.359 --> 02:11:22.020]  Make your point about what you think is happening.
[02:11:22.159 --> 02:11:23.359]  I'll make my comment and move on.
[02:11:23.659 --> 02:11:25.380]  Jack in Wisconsin, you're on the air.
[02:11:25.479 --> 02:11:25.779]  Go ahead.
[02:11:27.119 --> 02:11:31.079]  Yeah, I think Trump is beyond like 5D chess.
[02:11:31.239 --> 02:11:33.920]  Everyone says chess, but you know...
[02:11:34.109 --> 02:11:38.310]  Bobby Fischer, who was critical of Israel and the Jewish people, couldn't figure out.
[02:11:38.409 --> 02:11:39.590]  Trump is like a superhero.
[02:11:40.310 --> 02:11:46.329]  It's like almost he has time travel knowledge and can, like, dodge bullets and think ahead.
[02:11:46.329 --> 02:11:47.670]  It's amazing what he's doing.
[02:11:47.949 --> 02:11:51.710]  You just wait a couple days and a couple weeks and things actually change.
[02:11:52.229 --> 02:12:00.649]  I totally agree with him doing business deals in Israel and with the Jewish people and also with the Muslim nations because, like, as seen in Serbia.
[02:12:01.569 --> 02:12:05.489]  The Muslim nations invested a bunch of money there to mend ties.
[02:12:05.689 --> 02:12:10.430]  Nothing better than using a boatload of money to kind of forget about all the bloodshed.
[02:12:10.649 --> 02:12:21.810]  And given what we've seen with Macron and the other leaders literally being cokeheads, which also lends me to believe that they're having these crazy sex orgies because that's a side effect of heavy cocaine use.
[02:12:21.970 --> 02:12:31.010]  And also megalomania and wanting the world to go into a nuclear apocalypse, like you were saying, with Pakistan and India if there's a nuclear war between them.
[02:12:31.310 --> 02:12:43.109]  There's going to be like 125 tons, they have metric tons of dust put in the atmosphere and nuclear winter, along with like 25 tons of curry and 25 tons of turbans, you know?
[02:12:43.229 --> 02:12:44.630]  So it'll be a giant disaster.
[02:12:44.810 --> 02:12:50.090]  So I think Trump is doing a phenomenal job, and he's literally like a modern-day superhero.
[02:12:51.989 --> 02:12:52.510]  Absolutely.
[02:12:52.529 --> 02:13:03.170]  Look, when I look at Zelensky particularly, and people like Jacinda Ardennes, and then Freeland up in Canada, When they're on TV, they are on cocaine.
[02:13:03.170 --> 02:13:04.149]  They are on meth.
[02:13:04.810 --> 02:13:07.210]  There's a reported video of her smoking meth.
[02:13:08.010 --> 02:13:10.869]  And, I mean, they look like crackheads.
[02:13:10.989 --> 02:13:12.109]  They act like crackheads.
[02:13:12.189 --> 02:13:17.050]  And they've got statistics over half of Congress is on serious drugs, amphetamines, you name it.
[02:13:17.850 --> 02:13:20.050]  I'm even concerned about the first Trump White House.
[02:13:20.210 --> 02:13:26.750]  Later, the drug prescriptions out of the White House doctor came out, and it was scary, the amount of, you know, things that people were taking.
[02:13:31.039 --> 02:13:33.520]  Macron and all of them, and they're clearly hiding something.
[02:13:33.680 --> 02:13:38.560]  They clearly look like they've been caught with the hand of the cookie jar, and they look lit up like Christmas trees.
[02:13:39.180 --> 02:13:43.979]  And anybody that's been around has been around people on cocaine and on amphetamines.
[02:13:44.079 --> 02:13:45.279]  And you know how they act.
[02:13:45.359 --> 02:13:46.420]  You know what they do.
[02:13:47.100 --> 02:13:50.199]  I mean, look, I love my crew.
[02:13:50.300 --> 02:13:51.039]  They're great people.
[02:13:51.800 --> 02:13:54.020]  And most people smoke pot in Austin.
[02:13:54.159 --> 02:13:55.100]  I don't smoke pot.
[02:13:55.300 --> 02:13:56.520]  I mean, I smoke it every once in a while.
[02:13:56.600 --> 02:13:57.300]  Joe Rogan, literally.
[02:13:57.940 --> 02:13:59.359]  Hey, man, take a hit of this for dinner.
[02:13:59.560 --> 02:14:03.420]  He always has really good weed, the type that doesn't make you sleepy or whatever.
[02:14:03.539 --> 02:14:05.340]  So, I mean, I might smoke pot literally once a year.
[02:14:05.979 --> 02:14:10.199]  But I had a crew member today, and I go, oh, you're baked.
[02:14:10.380 --> 02:14:12.020]  So you probably shouldn't be doing that at work.
[02:14:12.319 --> 02:14:13.159]  And he starts laughing.
[02:14:13.159 --> 02:14:15.039]  I said, yeah, try to open your eyes.
[02:14:15.460 --> 02:14:16.420]  Must be some good stuff.
[02:14:16.779 --> 02:14:18.939]  I know what people look like when they're smoking pot.
[02:14:19.960 --> 02:14:21.840]  I know what people look like when they're on cocaine.
[02:14:22.140 --> 02:14:23.800]  I know what people look like when they're on ecstasy.
[02:14:24.180 --> 02:14:25.880]  I know how people act when they're on acid.
[02:14:26.000 --> 02:14:26.880]  I've seen it all.
[02:14:27.939 --> 02:14:32.359]  And, yeah, they are on cocaine on that train.
[02:14:32.880 --> 02:14:34.800]  Their mannerisms, all of it.
[02:14:34.920 --> 02:14:36.060]  You can see it.
[02:14:36.479 --> 02:14:37.979]  Great points, great call.
[02:14:39.439 --> 02:14:42.020]  And, yeah, people have always been thinking about me.
[02:14:42.180 --> 02:14:45.539]  Jones is on cocaine because he gets so excited.
[02:14:46.520 --> 02:14:49.439]  Yeah, 30 years on air with all this energy from cocaine.
[02:14:49.439 --> 02:14:50.020]  Yeah, right.
[02:14:50.260 --> 02:14:51.920]  I hate cocaine.
[02:14:53.300 --> 02:14:55.279]  I hate amphetamines.
[02:14:56.500 --> 02:14:59.720]  Because, yeah, I've been completely honest about it 30 years on air.
[02:15:00.560 --> 02:15:03.880]  I've done cocaine three or four times, done methamphetamine two or three times.
[02:15:05.159 --> 02:15:13.600]  And I couldn't believe the next time I got talked into doing it, when I was younger, high school, you can't sleep for two days.
[02:15:14.779 --> 02:15:18.180]  You feel like, and then you get sick and throw up for another day.
[02:15:19.140 --> 02:15:21.520]  And then cocaine, oh my gosh.
[02:15:21.979 --> 02:15:23.720]  Every time I've done cocaine, it's a girl.
[02:15:27.330 --> 02:15:33.090]  And I would describe it like when you've been in a car wreck and you don't get hurt, but you're like really excited and you're on edge.
[02:15:33.229 --> 02:15:34.489]  It's a horrible feeling.
[02:15:35.810 --> 02:15:36.930]  Absolutely horrible feeling.
[02:15:37.050 --> 02:15:38.329]  But I guess some people like that feeling.
[02:15:38.470 --> 02:15:39.310]  I'm already awake.
[02:15:39.310 --> 02:15:40.250]  I already feel good.
[02:15:41.590 --> 02:15:43.430]  You know, I take things like methylene blue.
[02:15:43.590 --> 02:15:44.430]  That's not a stimulant.
[02:15:44.529 --> 02:15:45.489]  It just has that effect.
[02:15:45.630 --> 02:15:51.550]  But at a cellular level, more energy, not agitating the cell, but the inner cell producing more energy.
[02:15:51.649 --> 02:15:52.189]  It's totally different.
[02:15:53.370 --> 02:15:57.630]  And so, but I would never take it or endorse it if it gave me a come down or the jitters.
[02:15:59.689 --> 02:16:01.010]  And it's good for you.
[02:16:01.470 --> 02:16:06.010]  So, you know, I saw commenters, what's Jones doing promoting and, you know, some type of amphetamine?
[02:16:06.149 --> 02:16:06.710]  Yeah, right.
[02:16:07.229 --> 02:16:19.189]  So, it's, my point is, I've been around a lot of people and I've been around the block and I know what people look like when they're on drugs.
[02:16:19.760 --> 02:16:21.779]  You know, I've been invited to parties before.
[02:16:21.859 --> 02:16:28.100]  I'm not a big partier, but, you know, you go to some condo party or some party and you see some women all, ah, and their faces are all flushed.
[02:16:28.100 --> 02:16:28.979]  Oh, hi.
[02:16:29.319 --> 02:16:29.720]  Ooh.
[02:16:30.000 --> 02:16:31.899]  I'm like, oh, you guys are taking Molly, huh?
[02:16:32.440 --> 02:16:33.659]  Yeah, you want some?
[02:16:35.159 --> 02:16:41.040]  I mean, that guy right there, clearly on probably five hits of X. That's probably five, six.
[02:16:41.620 --> 02:16:42.840]  Yeah, go back to him.
[02:16:42.940 --> 02:16:48.079]  That guy's on probably a near lethal dose of MDMA.
[02:16:48.459 --> 02:16:49.620]  That's MDMA.
[02:16:51.620 --> 02:16:53.920]  That guy probably had a fever for three days after that.
[02:16:53.920 --> 02:16:54.520]  That can kill you.
