# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: a23bf4b0a482f14c0e2864bd70b6756b
[00:00:03.040 --> 00:00:04.240]  It's Sunday night.
[01:34:43.840 --> 01:34:45.280]  And they say it's Russia doing it.
[01:34:45.360 --> 01:34:47.440]  Russia says, Why the hell will we blow up Chernobyl?
[01:34:48.080 --> 01:34:51.280]  Again, this is the type of insanity we're dealing with that I predicted.
[01:34:52.480 --> 01:34:55.920]  Russia rapidly gaining territory in Ukraine as peace talks stall.
[01:34:56.720 --> 01:35:00.240]  Ukraine peace talks continue as Russia intensifies missile strikes.
[01:35:02.400 --> 01:35:03.840]  It's getting serious.
[01:35:04.480 --> 01:35:06.560]  Now, I've got this OCD neurotic thing.
[01:35:06.640 --> 01:35:09.280]  I know I sent you guys 500 things like literally it's too much.
[01:35:09.600 --> 01:35:10.640]  I'm going to find that one thing.
[01:35:10.960 --> 01:35:11.680]  It was a tweet.
[01:35:12.000 --> 01:35:12.400]  There it is.
[01:35:12.640 --> 01:35:18.240]  Oh, This is Europe.
[01:35:18.560 --> 01:35:19.120]  That's real.
[01:35:19.280 --> 01:35:19.920]  That's the people.
[01:35:20.080 --> 01:35:20.800]  That's the cultures.
[01:35:20.880 --> 01:35:22.160]  That's the real governments.
[01:35:22.480 --> 01:35:23.920]  The EU is that.
[01:35:27.440 --> 01:35:29.440]  Brussels and Stroudsburg.
[01:35:31.040 --> 01:35:32.640]  That's all you need to know.
[01:35:32.960 --> 01:35:34.880]  That's what you need to know.
[01:35:36.800 --> 01:35:38.960]  And that's what Elon Musk is saying.
[01:35:40.240 --> 01:35:40.640]  All right.
[01:35:40.720 --> 01:35:41.440]  I didn't have time.
[01:35:41.680 --> 01:35:50.640]  I got some more time left to get into all the other stuff.
[01:35:50.960 --> 01:36:01.440]  But the Federalist Courts and the Supreme Court have all been ruling for Trump because everything he's doing is cut and dry constitutional.
[01:36:02.080 --> 01:36:10.640]  That's why they tell you everything he does is illegal to undermine and hope enough idiots in the general culture and the government and the military buy into it.
[01:36:12.240 --> 01:36:16.640]  They're planting seeds of doubt, but never with any real evidence.
[01:36:17.600 --> 01:36:25.200]  Supreme Court allows Texas redistricting reps Al Green and Jasmine Crockett lose house seats in 2026.
[01:36:25.520 --> 01:36:26.640]  Bye-bye.
[01:36:29.120 --> 01:36:37.440]  Only way these people could be there.
[01:36:37.520 --> 01:36:38.720]  It was unnatural.
[01:36:39.360 --> 01:36:42.160]  They got 18 seats from the illegal aliens alone, they admit.
[01:36:42.400 --> 01:36:43.680]  They brag about it.
[01:36:44.000 --> 01:36:44.640]  Bye-bye.
[01:36:44.720 --> 01:36:45.520]  That's gone.
[01:36:45.840 --> 01:36:49.600]  And ruling after ruling after ruling in favor of Trump.
[01:36:49.840 --> 01:36:50.960]  Huge win for Trump.
[01:36:51.200 --> 01:36:52.320]  Appeals court rules.
[01:36:52.560 --> 01:36:57.760]  President had full authority to fire rogue independent agency heads that refuse to leave.
[01:36:58.000 --> 01:36:59.280]  It's the executive branch.
[01:36:59.520 --> 01:37:04.880]  He can fire any one of these slobs he wants any time.
[01:37:09.840 --> 01:37:11.200]  It's that simple.
[01:37:13.760 --> 01:37:14.560]  And then you got this.
[01:37:14.800 --> 01:37:16.000]  See, here's my problem.
[01:37:17.440 --> 01:37:19.120]  I'm going to tell you the truth no matter what.
[01:37:19.360 --> 01:37:20.400]  I can't help it, actually.
[01:37:21.680 --> 01:37:24.560]  My brain doesn't even work like think how to tell a lie.
[01:37:27.760 --> 01:37:33.040]  Unless my wife's asking me to relate to that woman, oh no, honey, I don't even do that anymore.
[01:37:33.360 --> 01:37:34.560]  Just makes them love you even more.
[01:37:34.800 --> 01:37:35.600]  You know, lie about it.
[01:37:35.920 --> 01:37:36.160]  Yeah.
[01:37:37.280 --> 01:37:40.320]  So get your clothes torn off before you even get home doing that.
[01:37:40.640 --> 01:37:43.920]  I don't even lie to my wife anymore about that stuff.
[01:37:44.240 --> 01:37:49.040]  The point is, because your brain, once you start lying, you got to train it to think about what you're about to say.
[01:37:49.200 --> 01:37:51.760]  I'm just don't even think about it.
[01:37:52.240 --> 01:37:53.360]  Feels so good.
[01:37:54.000 --> 01:37:56.720]  It is a form of insanity, though, I guess, to liars.
[01:37:56.800 --> 01:37:58.240]  They're like, you're not lying.
[01:37:58.480 --> 01:37:58.800]  I'm sorry.
[01:37:59.280 --> 01:38:00.960]  I just can't even do it anymore.
[01:38:01.280 --> 01:38:02.960]  It's like a long-lost memory.
[01:38:03.120 --> 01:38:04.320]  I was never a big liar.
[01:38:05.280 --> 01:38:06.560]  But I lied plenty in my life.
[01:38:06.640 --> 01:38:07.440]  Everybody has.
[01:38:07.760 --> 01:38:08.480]  Yeah, my mom.
[01:38:08.720 --> 01:38:10.400]  Alex, I had a couple hundred dollars in my wallet.
[01:38:10.480 --> 01:38:11.360]  I'm missing like $30.
[01:38:11.600 --> 01:38:12.080]  You didn't tell you.
[01:38:12.400 --> 01:38:14.000]  Oh, no, mom, I didn't.
[01:38:14.880 --> 01:38:21.280]  Meanwhile, I got a whole pack of cigars and candy I just bought at the store with it when I'm like 12 years old.
[01:38:21.600 --> 01:38:23.600]  And my dad finds it, whoops my ass.
[01:38:26.160 --> 01:38:32.160]  But I investigated Trump.
[01:38:32.320 --> 01:38:34.720]  Everybody has never any connection to Epstein and kids.
[01:38:35.040 --> 01:38:37.440]  He's tried to get the documents released before, done all this.
[01:38:37.600 --> 01:38:39.520]  First guy to drop a dime on Epstein.
[01:38:40.720 --> 01:38:44.160]  So, why did he suddenly change gears the last 10 months and cover up?
[01:38:44.240 --> 01:38:47.360]  And I told you, because the Queen of England and them lauded their money through him.
[01:38:47.680 --> 01:38:48.720]  MI6 is involved.
[01:38:48.800 --> 01:38:51.440]  He got leverage on them to roll over to him with Mossad.
[01:38:53.040 --> 01:38:56.480]  And now it's all come out in the new documents that it all implicates them.
[01:38:56.720 --> 01:39:00.720]  But they think you're so dumb, they'll just cherry pick and cover up.
[01:39:00.800 --> 01:39:03.920]  It implicates and proves the Democrats are involved in all this.
[01:39:04.880 --> 01:39:10.320]  But Trump went out six months ago and said to all the federal judges and stuff, release all the files.
[01:39:10.560 --> 01:39:11.600]  And they said no.
[01:39:11.920 --> 01:39:15.840]  So the Trump admin went to other federal judges that could release it and released it.
[01:39:17.120 --> 01:39:19.280]  But you're not going to see it on the nightly news.
[01:39:19.600 --> 01:39:24.560]  And if you are a conservative and you say, look, Trump's trying to actually release stuff, they'll say you're covering up.
[01:39:24.880 --> 01:39:25.520]  But look at this.
[01:39:25.680 --> 01:39:26.180]  Breaking.
[01:39:26.440 --> 01:39:30.819]  Trump-appointed judge orders release of Epstein grand jury documents.
[01:39:37.789 --> 01:39:40.350]  And the Democrats have pledged to try to appeal and block it.
[01:39:41.680 --> 01:39:48.560]  Just like a few days ago, a Thursday or Wednesday or whatever, they released, oh, never before seen Epstein Island footage.
[01:39:49.200 --> 01:39:56.160]  And it was released in May of last year by James O'Keefe.
[01:39:56.560 --> 01:39:57.280]  But it gets better.
[01:39:57.360 --> 01:40:02.640]  The Democrats blacked out the names of Democrats that were on the video.
[01:40:03.520 --> 01:40:05.440]  And I said, boy, I wish people cared about this.
[01:40:05.760 --> 01:40:10.480]  Look, Democrats caught putting out old files, edited, and there's no Trump.
[01:40:14.320 --> 01:40:16.480]  But liberals didn't want to cover it because they want to cover it up.
[01:40:16.560 --> 01:40:19.200]  And while conservatives are like, yeah, we want to act coal year now.
[01:40:19.360 --> 01:40:20.480]  It's just better to say Trump's bad.
[01:40:20.560 --> 01:40:21.280]  So we're not going to cover this.
[01:40:21.440 --> 01:40:21.600]  All right.
[01:40:21.680 --> 01:40:21.760]  Fine.
[01:40:21.920 --> 01:40:23.120]  Knock yourselves out.
[01:40:26.000 --> 01:40:28.720]  Drew Hernandez is set to take over.
[01:40:29.040 --> 01:40:36.080]  I don't know if we're going to hit Venezuela tonight, but they don't normally put all those command and control aircraft up there and bring them into close to the border to play Teddywinks.
[01:40:36.720 --> 01:40:38.160]  So we'll continue to watch that.
[01:40:38.320 --> 01:40:39.520]  Pray for our military personnel.
[01:40:39.600 --> 01:40:41.600]  Pray for the civilians in Venezuela.
[01:40:42.240 --> 01:40:44.400]  Trump's going after the globalist piggy bank.
[01:40:45.040 --> 01:40:46.080]  I don't like regime change.
[01:40:46.320 --> 01:40:48.720]  I don't trust this, but I understand Trump's perspective.
[01:40:49.040 --> 01:40:53.680]  So I'm not going to be a wimp and say I'm against it just so I can ride the fence.
[01:40:53.920 --> 01:40:57.280]  I support the president, but I have major reservations.
[01:40:58.240 --> 01:40:59.360]  And I'm seriously concerned.
[01:40:59.440 --> 01:41:00.480]  So pray for this operation.
[01:41:00.720 --> 01:41:03.120]  And hopefully, Maduro just leaves and this doesn't happen.
[01:41:03.440 --> 01:41:04.000]  All right.
[01:41:04.880 --> 01:41:08.320]  Separately, remember, who am I back by?
[01:41:08.400 --> 01:41:12.320]  Not Qatar, not the Israelis, not the Chikoms, not the Globalists, not any of them.
[01:41:12.640 --> 01:41:13.600]  By you.
[01:41:14.240 --> 01:41:17.680]  You decide how hard this dog hunts and fights.
[01:41:18.000 --> 01:41:20.640]  You decide when you share the articles and videos, how many people see it?
[01:41:20.880 --> 01:41:23.760]  You decide when you pray for the broadcast that we're going to get God's ear.
[01:41:23.840 --> 01:41:25.280]  And believe me, it matters.
[01:41:26.480 --> 01:41:28.560]  And you decide if we have the funds to operate.
[01:41:28.880 --> 01:41:31.520]  ThealexjonStore.com.
[01:41:33.040 --> 01:41:38.800]  Tomorrow night at midnight, the biggest sale ever and the biggest this Christmas season ends.
[01:41:39.120 --> 01:41:43.280]  Buy any amazing, game-changing supplement and get any other free.
[01:41:43.520 --> 01:41:48.400]  Again, that means you can buy a $25 supplement and get a $40 supplement free.
[01:41:48.720 --> 01:41:55.760]  It's not, oh, buy one ultra breathalye and blue, get another free, or buy a shilaj, get one get free, or the new ultra DNA revival that's so amazing, get one free.
[01:41:56.320 --> 01:41:57.600]  Sure, you can do that.
[01:41:57.920 --> 01:42:06.480]  Any other supplement, regardless of its cost, the new creatine gummies in two different flavors, super nano size, concentrated.
[01:42:07.120 --> 01:42:10.640]  We private labeled the top producer, but made these ourselves to their big factory.
[01:42:10.960 --> 01:42:13.120]  Well, let's just say we private ordered it from them.
[01:42:13.280 --> 01:42:17.440]  So it is proprietary, best creatine out there, but our new formula.
[01:42:18.000 --> 01:42:18.720]  It's all there.
[01:42:19.280 --> 01:42:20.640]  By the way, look at the size of this bottle.
[01:42:21.280 --> 01:42:22.560]  Look how many gummies you get right here.
[01:42:22.720 --> 01:42:24.720]  And each one of these is a full dose of creatine.
[01:42:25.040 --> 01:42:27.040]  Weight loss, stamina, energy, you name it.
[01:42:27.200 --> 01:42:28.080]  Creatine is just mad.
[01:42:28.240 --> 01:42:28.960]  Look at the size of that.
[01:42:29.280 --> 01:42:30.480]  Let me just show you this.
[01:42:31.360 --> 01:42:36.320]  Oh, somebody's already been in these because I didn't open these up on Thursday.
[01:42:36.400 --> 01:42:37.280]  I already got some of them.
[01:42:37.440 --> 01:42:38.320]  Who got into my?
[01:42:39.120 --> 01:42:39.440]  What?
[01:42:39.760 --> 01:42:40.960]  What the hell is that?
[01:42:41.120 --> 01:42:42.640]  A jelly donut.
[01:42:42.960 --> 01:42:45.200]  And why are you not allowed to have jelly donut?
[01:42:48.320 --> 01:42:51.200]  Because you, Private Powell, are discussing fat ass.
[01:42:51.360 --> 01:42:53.360]  But unlike Private Powell, these are good for you.
[01:42:53.520 --> 01:42:54.080]  Look at this.
[01:42:54.320 --> 01:42:55.600]  Oh, my goodness.
[01:42:56.560 --> 01:42:58.000]  Even though it's been pilfered, there's even more.
[01:42:58.400 --> 01:42:59.040]  Oh, my.
[01:42:59.280 --> 01:43:00.000]  Let me have one of those.
[01:43:03.360 --> 01:43:03.840]  Oh, my God.
[01:43:03.920 --> 01:43:04.800]  They're so strong.
[01:43:06.640 --> 01:43:07.680]  Full-dose grid to him.
[01:43:09.200 --> 01:43:09.600]  Nano.
[01:43:09.760 --> 01:43:10.400]  Concentrate.
[01:43:11.360 --> 01:43:12.240]  There you go.
[01:43:12.800 --> 01:43:13.120]  So.
[01:43:15.040 --> 01:43:15.600]  Sorry.
[01:43:15.920 --> 01:43:16.560]  Man, they're strong.
[01:43:16.720 --> 01:43:17.120]  Wow.
[01:43:19.040 --> 01:43:20.080]  Talk about sour.
[01:43:20.960 --> 01:43:21.520]  All right.
[01:43:22.400 --> 01:43:23.040]  I'm out of time.
[01:43:23.200 --> 01:43:25.040]  We got sour apple and blue raspberry.
[01:43:25.600 --> 01:43:26.640]  You want to fight tyranny?
[01:43:26.720 --> 01:43:27.360]  Well, so do we.
[01:43:27.600 --> 01:43:31.840]  And there ain't no organization I get to hold the credit more effective than us.
[01:43:32.160 --> 01:43:33.120]  That means because of you.
[01:43:33.440 --> 01:43:36.800]  So if you ain't bagging us, you got a death wish, quite frankly.
[01:43:37.120 --> 01:43:38.160]  Because I'll never give up.
[01:43:38.240 --> 01:43:39.760]  I'll never back down, but I could give out.
[01:43:40.000 --> 01:43:41.840]  Back me now, the alexieldstore.com.
[01:43:41.920 --> 01:43:42.400]  God bless you.
[01:43:42.560 --> 01:43:44.320]  Ternandez coming up.
[01:43:45.840 --> 01:43:49.360]  Drew HLive on X and on Rumble.
[01:43:49.680 --> 01:43:51.440]  Really smart reporter.
[01:43:51.760 --> 01:43:54.640]  Done some very, very daring reporting, obviously, on Antifa over the years.
[01:43:54.800 --> 01:43:57.520]  Good friend of mine and a pastor, really smart theologian.
