# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:30.000 --> 00:00:32.320]  InfoWars, tomorrow's news.
[02:03:59.520 --> 02:04:10.399]  It was kind of an inside joke in the Veritas office with James O'Keefe because I had this way of kind of like maneuvering and wiggling in all these exclusive Democrat events undercover.
[02:04:10.720 --> 02:04:15.119]  And so I would just take selfies with all of the targets that we were investigating.
[02:04:15.439 --> 02:04:25.600]  And we had a selfie while in the office to make fun of the fact that, you know, I found myself in the same room as Huma Abedin and Bill Clinton and Hillary Clinton and John Podesta, right?
[02:04:25.760 --> 02:04:27.439]  Exposing these people undercover.
[02:04:27.680 --> 02:04:38.720]  Of course, they thought that I was one of them, but really ultimately our investigations is what CNN called the October surprise of the 2016 presidential election, if you recall.
[02:04:38.960 --> 02:04:42.479]  And so, look, there's a lot of people that say a lot of things about me.
[02:04:42.640 --> 02:04:43.920]  They say I'm a Saad.
[02:04:44.000 --> 02:04:45.600]  There's people that call me transgender.
[02:04:45.840 --> 02:04:51.520]  There's people that say that I'm a spy, that I'm a Democrat plant, just like people say things about you.
[02:04:52.319 --> 02:05:02.560]  And, you know, I think that it's very unfounded and it's very easy for people to see that these things are completely false if they were to just read my book or do a little bit of research.
[02:05:03.199 --> 02:05:14.239]  But of course, when you're effective, just like you've been effective on many issues, Alex, and when you're ahead of the curve and doing this for a long time, people will say things about you to try to discredit you.
[02:05:14.399 --> 02:05:22.319]  And, you know, I know things got heated this week in the debate about the conflict, the war between Israel and Iran.
[02:05:22.640 --> 02:05:33.199]  But I think that a lot of us who have worked together, a lot of us who have known each other for 10 years, I mean, I had been on the ground with your team in New York covering the presidential debates.
[02:05:33.359 --> 02:05:36.079]  And we all have known each other for a very long time.
[02:05:36.640 --> 02:05:47.439]  It would be unfortunate for decade-long relationships to be completely burned to the ground over minor disagreements for foreign policy.
[02:05:47.760 --> 02:05:50.319]  Yeah, well, I don't think you're a Mossad agent.
[02:05:50.399 --> 02:05:51.760]  I think Mark Levin probably is.
[02:05:52.079 --> 02:05:53.680]  And I'm not against people that are pro-Israel.
[02:05:53.760 --> 02:05:56.960]  I just don't want Israel controlling our foreign policy, but I've never really thought he was an Israeli operative.
[02:05:57.199 --> 02:06:05.199]  Like you've been critical of Israel some, but what I got mad about was I just saw you like, I'm getting screenshots, these people criticizing Trump, and we're going to remember this.
[02:06:05.520 --> 02:06:09.279]  And you didn't do this to me, but you said some stuff about Infowars, but other people were doing it.
[02:06:09.359 --> 02:06:10.800]  And I'm like, we're doing it all publicly.
[02:06:10.880 --> 02:06:11.920]  We want to influence Trump.
[02:06:12.239 --> 02:06:12.800]  Well, you're scary.
[02:06:15.279 --> 02:06:21.920]  There's some people out there, though, that have never been with President Trump or people that jumped on the bandwagon for MAGA during the 2024 campaign.
[02:06:22.239 --> 02:06:28.720]  And what bothers me is just this very two-phased approach where people will, I don't think it's a problem to be critical.
[02:06:28.960 --> 02:06:34.960]  You can be critical all you want, but there were people out there that were calling for President Trump's impeachment, like Dave Smith.
[02:06:35.119 --> 02:06:47.600]  I mean, when you go around and you gain a lot more clout for your podcast or your show by deceiving people on the right into thinking that you're supporting Trump or you're endorsing Trump, and then every chance you get, you badmouth him or undermine him.
[02:06:47.840 --> 02:06:48.960]  I think it's disrespectful.
[02:06:49.199 --> 02:06:56.720]  Also, a lot of these people will say one thing on their show and then they're trying to get into the White House or they're trying to go to Bedminster, go to Mar-a-Lago.
[02:06:56.960 --> 02:07:05.039]  I think people should just be very honest about where they stand instead of trying to be opportunistic or transactional in their activity.
[02:07:05.279 --> 02:07:15.520]  And there's a lot of transactionalism that takes place in this movement, especially since the 2024 election, where you have a lot of people that are pretending like they've been day one Trump supporters.
[02:07:15.840 --> 02:07:17.520]  And there's people that betrayed the president.
[02:07:17.600 --> 02:07:20.880]  There's people that called for him to be impeached after January 6th.
[02:07:21.520 --> 02:07:29.680]  There's conservatives that said he couldn't win when he was facing indictments and had a smug shot taken and was facing felony charges.
[02:07:29.920 --> 02:07:40.640]  And the reality is, is that there are some of us who have actually lost a lot, made a lot of sacrifices, paid a lot of, had a lot of consequences as a result of our loyalty.
[02:07:41.039 --> 02:07:46.640]  Well, yeah, I mean, people can say what they want about Laura Loomer because most, you don't spend a lot of time whining about it.
[02:07:46.720 --> 02:07:50.800]  Neither do I. But I mean, they have, you've been sued, attacked, debanked.
[02:07:50.880 --> 02:07:52.399]  They tried to indict you.
[02:07:52.720 --> 02:07:57.840]  I mean, it's, you definitely chewed a lot of dirt in the trenches for Trump.
[02:07:58.000 --> 02:07:58.960]  And he knows that.
[02:07:59.199 --> 02:08:01.359]  And they also get really upset about the fact that you guys are.
[02:08:01.520 --> 02:08:02.239]  Let me just ask you this.
[02:08:02.399 --> 02:08:03.520]  I mean, you know, there's the big thing.
[02:08:03.680 --> 02:08:05.920]  Oh, Laura Loomer and Trump are having sex.
[02:08:06.239 --> 02:08:07.359]  All that ridiculous garbage.
[02:08:07.439 --> 02:08:09.920]  They're so upset that he loves to talk to you, has you in the White House listening to you.
[02:08:10.000 --> 02:08:12.720]  Why don't you talk about what your real relationship with President Trump is?
[02:08:13.600 --> 02:08:19.039]  Well, I'm actually suing Bill Maher right now for falsely accusing me of having sex with President Trump.
[02:08:19.279 --> 02:08:22.560]  They do that to smear women when women are making a difference.
[02:08:22.880 --> 02:08:24.159]  And look, I'm not a feminist.
[02:08:24.239 --> 02:08:31.279]  I'm not one of these people that's going to, you know, pretend to be, you know, attacked in life only because I'm a woman.
[02:08:31.600 --> 02:08:34.079]  But what Bill Maher did was very misogynistic.
[02:08:34.239 --> 02:08:36.560]  He knows that I'm not having sex with President Trump.
[02:08:36.720 --> 02:08:41.840]  Yet he broadcasted this all over his show, all over HBO, which is why I've since sued them.
[02:08:42.000 --> 02:08:43.119]  I had my deposition with them.
[02:08:43.279 --> 02:08:46.720]  Now they just recently filed a motion to seal the deposition.
[02:08:47.039 --> 02:08:49.840]  Why would you not want my own deposition to be public, right?
[02:08:50.479 --> 02:08:55.359]  He wants to hide his own deposition and now he's trying to hide my deposition when I have nothing to hide.
[02:08:55.680 --> 02:09:00.800]  I was happy to release my video deposition to the public because I'm telling the truth.
[02:09:01.119 --> 02:09:05.439]  I've been a supporter of President Trump since before he even filed to run for office.
[02:09:05.680 --> 02:09:11.840]  I first met President Trump when I was, I believe, a junior or senior in college in Miami.
[02:09:12.079 --> 02:09:16.560]  And I met him at one of his events in Miami at his golf club.
[02:09:16.800 --> 02:09:20.239]  And I took a photo with him and Melania Trump at the time.
[02:09:21.760 --> 02:09:41.359]  And then when I got kicked out of college for, you know, creating this ISIS club at my university to highlight the fact that they were discriminatory against conservatives, Republican students on campus, but they had no problem if I wanted to launch a student-funded, government-funded, financially-backed ISIS club.
[02:09:41.439 --> 02:09:42.079]  I was kicked out.
[02:09:42.159 --> 02:09:51.439]  And James O'Keefe was so impressed by the script that I had developed for this undercover investigation that he wanted to try to implement it at other universities.
[02:09:51.680 --> 02:09:55.520]  And so we implemented the scripts that I wrote at Cornell.
[02:09:55.840 --> 02:09:59.279]  And we released it on Cornell Giving Day.
[02:09:59.439 --> 02:10:09.279]  And we actually Caught one of the dean of students at Cornell saying that we could use their athletic facilities to allow for ISIS training camps.
[02:10:09.600 --> 02:10:10.640]  The story went viral.
[02:10:10.800 --> 02:10:12.319]  It was all over the news in New York.
[02:10:12.479 --> 02:10:15.840]  And this was before President Trump had filed to run for president.
[02:10:16.079 --> 02:10:20.000]  This was like March of 2015, and he filed in June, right?
[02:10:20.079 --> 02:10:24.479]  We just had the 10-year anniversary since President Trump officially filed to run for president.
[02:10:24.720 --> 02:10:29.840]  So when he saw this investigation, President Trump doesn't use computers.
[02:10:30.000 --> 02:10:30.960]  He doesn't use email.
[02:10:31.039 --> 02:10:32.800]  He doesn't type on any computers.
[02:10:33.359 --> 02:10:35.680]  He doesn't even post on his own social media, right?
[02:10:35.840 --> 02:10:38.640]  Everybody knows that Natalie, who works for him, is the one that dictates everything.
[02:10:38.960 --> 02:10:40.720]  He dates like most classic CEOs.
[02:10:40.800 --> 02:10:41.600]  That's what I do mainly.
[02:10:41.760 --> 02:10:42.479]  That's when they sue me.
[02:10:42.560 --> 02:10:43.439]  They go, where's the emails?
[02:10:43.520 --> 02:10:44.079]  Where's the audience?
[02:10:44.319 --> 02:10:44.720]  I dictate.
[02:10:45.199 --> 02:10:45.600]  He texts.
[02:10:46.319 --> 02:10:46.880]  Or I text you.
[02:10:47.119 --> 02:10:47.279]  Yeah.
[02:10:47.600 --> 02:10:49.199]  He texts, but he doesn't email.
[02:10:49.439 --> 02:11:02.319]  And so what he would do when he was, you know, just Donald Trump of The Apprentice and billionaire businessman and real estate mogul, he would actually print out articles and scan them, like fax them over.
[02:11:02.560 --> 02:11:08.159]  And so we actually received a fax from Donald Trump at Project Veritas in 2015.
[02:11:08.319 --> 02:11:10.239]  I believe this was in March or April.
[02:11:10.560 --> 02:11:12.560]  And he was like, oh, this is great.
[02:11:12.960 --> 02:11:13.840]  Come to my office.
[02:11:14.159 --> 02:11:18.239]  And James O'Keefe wanted to bring me to Trump Tower to go meet with Donald Trump.
[02:11:18.560 --> 02:11:29.359]  Well, what ended up happening is I was involved in what almost became a lawsuit against my college because they were trying to deprive me my diploma, even though I was set to be the valedictorian.
[02:11:29.520 --> 02:11:32.880]  And I had already finished a month early because I was in the honors program.
[02:11:33.199 --> 02:11:36.960]  And they were debating not allowing me to defend my thesis.
[02:11:37.199 --> 02:11:43.119]  And so I wasn't able to go to Trump Tower because I couldn't leave Florida until my case was resolved.
[02:11:43.439 --> 02:11:51.439]  And so then James O'Keefe was able to have a meeting with Donald Trump in Trump Tower, in President Trump's office when he was then Donald Trump.
[02:11:51.760 --> 02:11:55.520]  And he wrote a check to Project Veritas.
[02:11:56.079 --> 02:11:59.039]  And that's how I began my connection to the public.
[02:12:01.439 --> 02:12:06.079]  And I'm going to spend all day on this most interesting story, but I can put a photos of you and Trump together.
[02:12:06.640 --> 02:12:14.720]  I think the issue is when people see you on TV with him and at Mar-a-Lago and at golf courses, whatever, he does get really excited and happy.
[02:12:15.039 --> 02:12:15.840]  And so do you.
[02:12:16.000 --> 02:12:16.479]  And they see that.
[02:12:16.640 --> 02:12:18.079]  They go, oh, God, this is an item.
[02:12:18.399 --> 02:12:19.920]  And I know you guys aren't having sex.
[02:12:20.159 --> 02:12:20.800]  I know that's true.
[02:12:21.119 --> 02:12:24.960]  My point is, and Bill Maher's got his issues, but he's kind of coming around.
[02:12:25.520 --> 02:12:27.279]  You can just see why people would say that.
[02:12:27.439 --> 02:12:29.279]  I mean, why do you think Trump brightens up?
[02:12:29.439 --> 02:12:30.960]  He doesn't do that with even most women.
[02:12:31.199 --> 02:12:32.960]  Why does he get so excited when he's around you?
[02:12:34.800 --> 02:12:39.439]  Well, I actually don't see why people would say that because he is a very friendly person.
[02:12:40.079 --> 02:12:40.479]  No, I know.
[02:12:40.800 --> 02:12:41.680]  President Trump likes me.
[02:12:41.920 --> 02:12:42.239]  I think that's a good idea.
[02:12:42.800 --> 02:12:43.680]  Stop, stop, stop, stop, stop.
[02:12:44.239 --> 02:12:45.199]  I'm not saying that's the case.
[02:12:45.279 --> 02:12:46.079]  I'm going to say that's the case.
[02:12:46.319 --> 02:12:48.000]  I'm just saying I watch body language.
[02:12:48.960 --> 02:12:50.560]  He does particularly like you.
[02:12:50.880 --> 02:12:53.039]  I guess that's because he's known you so long, I think.
[02:12:54.000 --> 02:12:57.840]  Well, look, like I said, I've known President Trump for over 10 years now, right?
