[00:00:00.110 --> 00:00:06.719]  It's Friday.
[02:18:24.479 --> 02:18:25.700]  We're in a battle with Trump.
[02:18:26.040 --> 02:18:27.040]  We're not going to do what he says.
[02:18:27.139 --> 02:18:32.100]  And then they don't hand over the child molestation stuff that Comey and his daughter and this guy are overseeing.
[02:18:32.180 --> 02:18:34.520]  And now it's in the news that they did send people in.
[02:18:34.639 --> 02:18:35.620]  She wanted the stuff at 8 a.m.
[02:18:35.979 --> 02:18:42.159]  You coming out Sunday from your high-level FBI source in that office, it's all been confirmed.
[02:18:42.239 --> 02:18:50.719]  Bondi's all confirmed it now that you had more information for us on Wednesday that indeed this information had gotten to them.
[02:18:51.069 --> 02:19:02.549]  And now, Bonnie says that what she's been told by your sources and others is that, indeed, it's not just they destroyed and hid stuff, that good agents kept it and had it to prove they did it, and Kosh has confirmed that.
[02:19:02.870 --> 02:19:05.450]  So, from your—have you gotten any new information?
[02:19:05.629 --> 02:19:11.750]  Have you—and knowing how this works and what's going on at the FBI investigation headquarters in New York?
[02:19:12.629 --> 02:19:19.969]  I'm going to keep a little bit of it close just so Cash and his team can have a little bit of time to take the proper steps.
[02:19:20.350 --> 02:19:28.889]  But I will tell you that there are whistleblowers coming forward, going through the proper channels, because they're seeing this type of malfeasance.
[02:19:29.010 --> 02:19:32.129]  They're seeing the same type of malfeasance that I saw when I was there.
[02:19:32.450 --> 02:19:34.170]  And they don't want to be incompetent.
[02:19:34.309 --> 02:19:35.229]  They don't want to be accomplices.
[02:19:35.370 --> 02:19:36.389]  They have to talk about it.
[02:19:37.209 --> 02:19:37.629]  Absolutely.
[02:19:37.750 --> 02:19:38.450]  Absolutely right.
[02:19:38.690 --> 02:19:49.950]  And so it's good to see, because over the last 29 months, there have been many times where I've wondered to myself, where are they?
[02:19:50.170 --> 02:19:55.870]  Where are the good men and women, as we always hear about the FBI? Why aren't they coming forward?
[02:19:56.409 --> 02:20:03.989]  But the things I'm hearing now is encouraging to me because people in the agency are seeing this wrongdoing.
[02:20:04.629 --> 02:20:13.309]  And to their credit, some of them are perhaps playing the part, going along with the program, and then they're...
[02:20:13.899 --> 02:20:17.200]  Going to the proper channels and saying, hey, this is the wrongdoing I'm seeing.
[02:20:17.360 --> 02:20:18.500]  This is the information.
[02:20:18.700 --> 02:20:19.420]  Here are the names.
[02:20:19.620 --> 02:20:26.200]  These are the people we need to go after who are willfully and actively trying to subvert the administration and it needs to stop.
[02:20:26.420 --> 02:20:39.799]  So it kind of warms my soul a little bit because it's already starting to build back a little bit of confidence that, quite frankly, I lost in the FBI the day they walked me out of there.
[02:20:41.540 --> 02:20:57.139]  It'll be interesting to see what happens in the coming days and weeks, but this is a proper step in the right direction to see Kash Patel sending FBI agents, FBI personnel, to the FBI in New York and saying, no, we're not playing this game.
[02:20:57.420 --> 02:20:59.200]  Turn the information over now.
[02:20:59.760 --> 02:21:03.840]  Look, Gary, you know more about the FBI than I do, obviously, but I've been the victim of it for a long time.
[02:21:03.920 --> 02:21:10.840]  That gets you to really learn about things, and I've been studying and having a lot of experts on, and FBI agents like Ted Gunters have done so many hundreds over the years probably.
[02:21:13.119 --> 02:21:26.959]  But it's key, your credibility, which is absolutely amazing, for everything you've done in the last few years, and obviously your record before that in the military, highly decorated and all the rest of it, that everything you said has actually been proven.
[02:21:27.399 --> 02:21:33.000]  And so I don't want you to give anything out that would hurt anything, but the bad guys, you know, are jacked into the NSA everything.
[02:21:33.159 --> 02:21:34.459]  They know the calls.
[02:21:34.479 --> 02:21:35.459]  They know the people that have raided them.
[02:21:35.520 --> 02:21:36.479]  They know what's going on.
[02:21:37.530 --> 02:21:41.629]  But it's just, Bonnie's confirmed everything that you had your sources tell her.
[02:21:41.809 --> 02:21:43.590]  They're now saying it's more sources.
[02:21:44.329 --> 02:21:48.770]  Cash told reporters that I've talked to that don't, but basically this is working out perfectly.
[02:21:48.969 --> 02:21:50.469]  Quite frankly, we hope they would do this.
[02:21:51.350 --> 02:21:54.809]  And we've got people that already have material that they didn't put forward.
[02:21:54.950 --> 02:21:56.149]  I mean, this is open and shut stuff.
[02:21:56.729 --> 02:21:58.329]  And Trump's not playing games.
[02:21:58.430 --> 02:21:59.290]  He's going for the juggler.
[02:21:59.370 --> 02:21:59.790]  He has to.
[02:21:59.829 --> 02:22:00.530]  They tried to kill him.
[02:22:00.629 --> 02:22:01.270]  They're killing the country.
[02:22:01.530 --> 02:22:03.969]  I mean, they put us in this wheelhouse, okay?
[02:22:03.969 --> 02:22:04.729]  This is real war.
[02:22:04.750 --> 02:22:05.530]  And we're winning.
[02:22:05.930 --> 02:22:21.649]  But just, Specifics on, do you know anything about, have they, because I've heard there's stuff going out of there since last night, about anything, I mean, I respect you, I'm sure you're right, you can't tell us, but how big are these developments?
[02:22:22.950 --> 02:22:29.930]  I think they're huge, because this shows that the FBI and the Southern District of New York were actively trying to hide this information.
[02:22:30.190 --> 02:22:34.629]  This is information that Donald Trump, in part, ran on.
[02:22:34.840 --> 02:22:36.299]  He said, we're going to release these files.
[02:22:36.440 --> 02:22:40.819]  We're going to release the MLK files, the JFK files, the RFK files, the Epstein files.
[02:22:41.200 --> 02:22:49.879]  And then it appeared that it was just a dud, just a couple pages of information that people essentially already knew.
[02:22:50.020 --> 02:22:51.219]  It was already out in the public sphere.
[02:22:51.719 --> 02:22:53.500]  Well, then we learned.
[02:22:53.799 --> 02:22:55.299]  No, there is more.
[02:22:55.420 --> 02:22:56.739]  Because, of course, there's more.
[02:22:56.899 --> 02:23:02.120]  Because it's on video of FBI personnel pulling out...
[02:23:02.510 --> 02:23:07.110]  You know, boxes of evidence, labeled as evidence, labeled as such.
[02:23:07.329 --> 02:23:13.149]  So, a couple days ago when they say, oh, here's the information from the Epstein case.
[02:23:13.409 --> 02:23:14.110]  Well, no.
[02:23:14.409 --> 02:23:16.069]  Of course that's not all there is.
[02:23:16.090 --> 02:23:22.569]  Look, I've seen the court reports, the FBI agents in these civil cases, that they said houses full of stuff from Zorro Ranch.
[02:23:23.329 --> 02:23:26.690]  18 wheelers full out of the compound in New York.
[02:23:28.090 --> 02:23:29.690]  Massive amounts of stuff pulled out.
[02:23:30.209 --> 02:23:33.409]  Out of the Little St. John's Pedo command base.
[02:23:33.629 --> 02:23:36.930]  I mean, this is a frickin' warehouse.
[02:23:38.590 --> 02:23:39.030]  Right.
[02:23:39.290 --> 02:23:46.450]  And per FBI guidelines and authorities, they're supposed to retain that evidence until...
[02:23:46.450 --> 02:23:48.370]  Well, yeah, how do you lose...
[02:23:48.370 --> 02:23:50.090]  I played Dan Bongino earlier.
[02:23:50.190 --> 02:23:50.649]  This is in the record.
[02:23:50.770 --> 02:23:51.370]  This is the New York Times.
[02:23:51.510 --> 02:23:54.329]  A few years ago, oh, we just lost all that stuff we got out.
[02:23:54.450 --> 02:23:55.110]  We have photos.
[02:23:55.329 --> 02:23:58.569]  How do you lose trucks full of stuff?
[02:23:59.319 --> 02:24:00.059]  Come on.
[02:24:00.620 --> 02:24:01.059]  You're right.
[02:24:01.180 --> 02:24:02.920]  It's a lie.
[02:24:03.340 --> 02:24:04.500]  They're not losing it.
[02:24:04.959 --> 02:24:09.139]  Could something get, especially with a case like that, where you have so much evidence?
[02:24:09.879 --> 02:24:14.200]  It could get mislabeled, it could get lost in the bureaucracy, but they can find it.
[02:24:15.020 --> 02:24:15.780]  Absolutely right.
[02:24:15.698 --> 02:24:15.808]  Right.
[02:24:15.928 --> 02:24:27.098]  Because this stuff, when you do a search warrant like this, you got in a case like this, when they're pulling out this much evidence, there's dozens, if not 100 people involved.
[02:24:27.158 --> 02:24:29.807]  And then you're taking up, you know, you're labeling it.
[02:24:29.887 --> 02:24:31.698]  You're sealing the evidence on scene.
[02:24:31.698 --> 02:24:36.417]  You've got you've got, you know, check in, sign in logs for people who are on the scene.
[02:24:36.417 --> 02:24:43.377]  This isn't like just some bank robbery case or some meth lab where, OK, you got to have it, but it gets shoveled in some place later for the prosecutors.
[02:24:43.520 --> 02:24:45.680]  This is the big holy grail case.
[02:24:45.819 --> 02:24:46.719]  This stuff's powerful.
[02:24:46.920 --> 02:24:48.500]  You can control governments with this.
[02:24:48.600 --> 02:24:51.260]  This stuff's worth more than diamonds for blackmail.
[02:24:51.420 --> 02:24:53.639]  Oh, they don't just lose truckloads of diamonds.
[02:24:54.760 --> 02:24:55.559]  Absolutely right.
[02:24:55.680 --> 02:24:56.180]  Absolutely right.
[02:24:56.340 --> 02:24:58.540]  And all this stuff gets labeled and barcoded.
[02:24:58.799 --> 02:25:01.180]  I mean, this is the king's brother.
[02:25:01.379 --> 02:25:03.600]  This is the Israeli prime minister.
[02:25:03.819 --> 02:25:05.079]  This is Bill Gates.
[02:25:05.219 --> 02:25:06.239]  This is world leaders.
[02:25:06.500 --> 02:25:08.600]  This is them screwing kids on video.
[02:25:10.340 --> 02:25:10.819]  100%.
[02:25:10.819 --> 02:25:16.700]  You know, this is Jeffrey Epstein, his ties to Mossad, his ties even to the FBI as a confidential human source.
[02:25:17.159 --> 02:25:20.379]  I don't know all the details of that, but that information is out there.
[02:25:20.500 --> 02:25:25.180]  I think going back to 2008 or 2009, there's some FBI document that names him.
[02:25:25.700 --> 02:25:31.319]  Well, I mean, I've never seen, and I've seen a lot, so we looked at hours of time.
[02:25:31.319 --> 02:25:33.819]  We could not find about 10 pages that was in there.
[02:25:35.319 --> 02:25:39.260]  It was Ehud Barak, Israeli Prime Minister, Secret Service Protection, all around.
[02:25:39.440 --> 02:25:40.139]  Here's the woman.
[02:25:40.299 --> 02:25:40.959]  She's got her daughter.
[02:25:41.079 --> 02:25:42.040]  Naked pick of the daughter.
[02:25:42.239 --> 02:25:43.200]  That's covered up.
[02:25:43.520 --> 02:25:45.079]  And then it was just a menu.
[02:25:45.379 --> 02:25:50.940]  And then it's a guy that procured girls for him that they hung, later got rid of the big French guy.
[02:25:51.079 --> 02:25:55.799]  And then you've got, you know, talk about, yeah, underage girls being delivered.
[02:25:56.020 --> 02:25:59.100]  So I'm surprised they even turned that over.
[02:25:59.239 --> 02:26:01.979]  So they did, I guess, stick a few things in there so it wasn't total perjury.
[02:26:02.960 --> 02:26:10.559]  Yeah, they're trying to hide the ball and say, hey, let's just give them just enough just to placate them and keep the real damning stuff under lock and key.
[02:26:10.799 --> 02:26:14.899]  And it was already known that Ehud Barak was at Epstein's a bunch and coming out with girls.
[02:26:15.059 --> 02:26:16.459]  So that's nothing new.
[02:26:17.840 --> 02:26:18.620]  Right, right.
[02:26:18.819 --> 02:26:19.280]  Nothing new.
[02:26:19.420 --> 02:26:20.959]  And I think that was intentional.
[02:26:21.719 --> 02:26:27.299]  Just shovel them a little bit of information that's already out there that people already know.
[02:26:27.600 --> 02:26:31.479]  And maybe they won't pay too much attention or they won't be able to recollect.
[02:26:31.719 --> 02:26:32.700]  Like you have.
[02:26:32.840 --> 02:26:36.200]  Or they don't have the receipts like you're showing throughout the show.
[02:26:37.000 --> 02:26:40.139]  Or maybe even a lot of people who weren't aware of this stuff.
[02:26:40.280 --> 02:26:41.920]  Well, listen, people are mad at Pam Bondi.
[02:26:42.239 --> 02:26:47.760]  I mean, those of us in the bubble that study this all the time think everybody else knows all this.
[02:26:48.659 --> 02:26:51.440]  And so they're like, oh, here it is.
[02:26:51.459 --> 02:26:55.079]  And then she found out that before and puts a letter in saying, I'm demanding and I've been set up.
[02:26:55.239 --> 02:26:57.000]  She still releases it and goes, ugh.
[02:26:57.200 --> 02:26:59.620]  But then she took immediate action after them.
[02:26:59.979 --> 02:27:01.819]  And so, again...
[02:27:01.819 --> 02:27:08.860]  This is the piece that I'm really excited about, is because it was immediate.
[02:27:09.299 --> 02:27:16.979]  You know, that memo that she put out, that she sent to Director Cash Patel, saying, hey, we need to get to the bottom of this.
[02:27:17.100 --> 02:27:19.540]  Well, then you see action immediately the next day.
[02:27:20.100 --> 02:27:23.959]  And at least for me, as long as I've been paying attention...
[02:27:23.959 --> 02:27:28.579]  That means the supervisors are stomping around through the halls, literally saying, go, go, go, go!
[02:27:31.069 --> 02:27:31.349]  100%.
[02:27:31.349 --> 02:27:31.629]  100%.
[02:27:31.629 --> 02:27:36.090]  Describe what it would look like from what you know in the FBI to move this quick.
[02:27:36.510 --> 02:27:37.750]  I mean, people are probably getting screamed at, right?
[02:27:39.069 --> 02:27:39.829]  They gotta be.
[02:27:40.590 --> 02:27:43.290]  That being said, though, the modern day FBI... I mean, in a nice way, just like the military.
