# Transcription model: nvidia/parakeet-tdt-0.6b-v2, and large-v3-turbo
[00:00:00.000 --> 00:00:01.040]  He's like, yeah, kid.
[01:16:14.880 --> 01:16:24.400]  And so, I mean, I really take Tucker's word for it that because he's really close friends with her, been close friends, really close with Charlie.
[01:16:24.640 --> 01:16:25.520]  I knew Charlie well.
[01:16:25.760 --> 01:16:27.280]  He wanted me to go back on tour with him.
[01:16:27.600 --> 01:16:29.600]  I called me three, four weeks before he got killed.
[01:16:29.920 --> 01:16:32.000]  He was like, hey, thanks for putting pressure on Trump with the Epstein.
[01:16:32.079 --> 01:16:35.199]  He's listened to idiots like Todd Blanche.
[01:16:35.360 --> 01:16:37.600]  I mean, he was just like, people at DOJ, you know what I mean?
[01:16:37.840 --> 01:16:41.600]  You know, the guy that did, you know, and I, so everybody behind the scenes about Todd Blanche.
[01:16:41.680 --> 01:16:41.840]  Yeah.
[01:16:42.000 --> 01:16:44.400]  That's who they dispatched to go talk to Ghislaine Maxwell.
[01:16:44.560 --> 01:16:45.760]  I mean, he's the bad guy.
[01:16:46.079 --> 01:16:52.000]  And not just because he, you know, killed an investigation, what was happening with me, we were already looking at Blanche.
[01:16:53.119 --> 01:16:56.480]  I just was, but I'm kind of all over the map here.
[01:16:56.800 --> 01:16:59.920]  My point is: the official story on the shooter doesn't add up.
[01:17:00.239 --> 01:17:02.000]  Well, you have a really good spiel on this.
[01:17:02.159 --> 01:17:03.199]  You're a former Navy SEAL.
[01:17:03.360 --> 01:17:06.159]  You watch, you talk to all the guys in your security area.
[01:17:06.320 --> 01:17:08.960]  You do security, high-level stuff.
[01:17:09.280 --> 01:17:17.360]  And all the Green Berets, all the Navy SEALs, all the Delta Force, all the Army Rangers I talk to, obviously not a 30-odd six hitting here and not going through.
[01:17:17.680 --> 01:17:19.119]  Obviously, not at the 20-degree angle.
[01:17:19.199 --> 01:17:20.239]  It would have gone through regardless.
[01:17:20.480 --> 01:17:21.360]  Did it come down?
[01:17:21.920 --> 01:17:23.680]  It just goes on and on and on and on.
[01:17:23.920 --> 01:17:28.079]  So I mean, the thing is, it's a riddle wrapped in an enigma.
[01:17:28.159 --> 01:17:28.480]  What do you think?
[01:17:28.560 --> 01:17:28.960]  What do you think about?
[01:17:29.280 --> 01:17:31.840]  Well, to me, I don't know.
[01:17:32.079 --> 01:17:37.119]  Like, there's no answer that answers all the question marks, right?
[01:17:37.280 --> 01:17:38.720]  And there's a lot of influencers.
[01:17:38.800 --> 01:17:44.560]  And yes, maybe some of these guys are out there peddling just to get likes and clicks and try to go viral.
[01:17:44.880 --> 01:17:45.280]  Maybe.
[01:17:46.079 --> 01:17:50.880]  Well, yeah, people saying the TPUSA leadership are having orgies are completely full of crap.
[01:17:51.039 --> 01:17:52.480]  Yeah, I mean, that's stuff I don't give a shit about.
[01:17:53.039 --> 01:17:55.360]  Like, I mean, I'm talking about the Charlie scene.
[01:17:55.520 --> 01:17:58.960]  You know, there's certain, when they bring up certain facts, like, where's the blood?
[01:17:59.199 --> 01:18:01.199]  We saw the blood squirt out at the beginning.
[01:18:01.440 --> 01:18:01.600]  Okay.
[01:18:01.840 --> 01:18:02.400]  No, they're helping him.
[01:18:02.480 --> 01:18:03.119]  Where's the blood on their hands?
[01:18:03.440 --> 01:18:03.920]  He falls down.
[01:18:04.000 --> 01:18:04.159]  Yeah.
[01:18:04.320 --> 01:18:05.680]  There should have been blood everywhere.
[01:18:06.000 --> 01:18:07.600]  It should have been like that entire.
[01:18:08.000 --> 01:18:10.640]  I've had Army medics on, all of them, they say they've never seen them like.
[01:18:10.880 --> 01:18:10.960]  Yeah.
[01:18:11.039 --> 01:18:15.199]  And the first thing you're doing is you're trying to put your hands on that to try to, you know, put some pressure on.
[01:18:15.360 --> 01:18:20.640]  Plus, when you watch the looks on the guys' faces, they're like, I mean, they look strange.
[01:18:20.880 --> 01:18:26.159]  And the Green Beret medics, the people I talk to say that when your hands are shaking no matter what you try to, because you're trying to go so fast.
[01:18:26.720 --> 01:18:28.000]  And it's like there's blood everywhere.
[01:18:28.320 --> 01:18:31.520]  Well, the other thing is like, why is nobody asking questions?
[01:18:31.840 --> 01:18:32.000]  Right.
[01:18:32.320 --> 01:18:35.039]  Why did everybody just immediately go, oh, it was Tyler?
[01:18:35.199 --> 01:18:36.239]  Well, let's move on, guys.
[01:18:36.400 --> 01:18:37.199]  Let's have a party.
[01:18:37.440 --> 01:18:43.360]  You know, like to me, especially if I'm Trump, I'm going to be exhausting every effort.
[01:18:43.600 --> 01:18:47.840]  This guy brought in the younger demographic that got me elected into office.
[01:18:48.159 --> 01:18:49.280]  Well, take Chat GPT.
[01:18:49.360 --> 01:18:59.600]  I mean, that letter from the supposed shooter, Tyler Robbins, to his boyfriend is literally like, all the alibis are destroyed.
[01:18:59.680 --> 01:19:00.400]  It's perfectly written.
[01:19:00.560 --> 01:19:01.840]  Sounds like a cop wrote it.
[01:19:01.920 --> 01:19:04.079]  I mean, it just sounds like a prosecution wrote it.
[01:19:04.560 --> 01:19:05.440]  Nobody buys that.
[01:19:05.760 --> 01:19:08.640]  And then you had security guards like immediately after he gets shot.
[01:19:08.800 --> 01:19:10.320]  He's falling backwards in a chair.
[01:19:10.640 --> 01:19:15.680]  The security guards jump over the table and he gets immediately hounded by like three or four of these guys.
[01:19:16.000 --> 01:19:46.480]  Then there's guys that are picking stuff up off the ground and handing it off to other people almost like they knew that they were going to grab it, like down low, grabbing it, putting it in an it looked very coordinated and it was like a football like hut hut hood and then extremely exactly it was you can see that and all the security guys I talked to that have done you know big event stuff like this they're just like rehearsed they go it's rehearsed and we've never seen anything like it we don't know what it is it's like really it's it's nothing in the it's very strange and and that's what I said to Tucker and
[01:19:46.479 --> 01:19:50.019]  And he said, yeah, he said, my issue is I know those guys.
[01:19:50.019 --> 01:19:56.439]  And, but he said, yeah, I, I understand what you're saying.
[01:19:56.439 --> 01:20:02.779]  And he said, he said, he said, he said, basically, I do think there's a cover up and we just don't know what it is.
[01:20:02.779 --> 01:20:05.579]  And I mean, they just had, I'm not going to say it.
[01:20:05.678 --> 01:20:13.919]  They had people from the FBI that day when I was there screaming at them, blowing up over, over just Tucker.
[01:20:14.139 --> 01:20:14.428]  Now who?
[01:20:14.428 --> 01:20:16.079]  The Tucker?
[01:20:16.079 --> 01:20:20.079]  Yeah, his producer, Lexi.
[01:20:20.689 --> 01:20:22.338]  Just scream.
[01:20:22.369 --> 01:20:25.609]  I'm not, you know, point was, they didn't say it was off record, but I'm just going to take it as that.
[01:20:25.619 --> 01:20:29.719]  The point was, all Tucker started saying was, I'm a crime reporter.
[01:20:29.719 --> 01:20:34.979]  I did this for many years to go, oh, we don't release our proof because that'll mess up the case.
[01:20:34.979 --> 01:20:36.139]  That's never done.
[01:20:36.198 --> 01:20:40.698]  And so by not releasing your proof, like, why don't we have him in the prone position of shooting?
[01:20:40.698 --> 01:20:41.488]  There's all these other cameras.
[01:20:41.500 --> 01:20:42.959]  Why don't we have a shot of him shooting?
[01:20:43.979 --> 01:20:46.988]  Why do we have, again, it goes on and on and on and on and on.
[01:20:47.018 --> 01:20:51.879]  And then when the FBI starts covering it up, that implicates the FBI.
[01:20:51.879 --> 01:20:52.399]  Yeah.
[01:20:52.399 --> 01:20:59.149]  And you got the same FBI and Secret Service that clearly there was another shooter in Butler, Pennsylvania with Trump.
[01:20:59.959 --> 01:21:02.838]  Clearly, Trump needs to know about this, not just for Charlie, but for his own safety.
[01:21:02.837 --> 01:21:07.909]  Because I'm not saying Cash Patel's involved in any of this.
[01:21:07.917 --> 01:21:10.879]  From everything I know, Pam Bonney's not a bad person.
[01:21:10.879 --> 01:21:12.179]  Cash Patel's not a bad person.
[01:21:12.179 --> 01:21:13.459]  Bongino's not a bad person.
[01:21:15.079 --> 01:21:15.909]  Everybody's in over their death.
[01:21:16.028 --> 01:21:17.039]  But anybody would be.
[01:21:17.039 --> 01:21:19.218]  You could be a 40-year veteran of the FBI.
[01:21:19.218 --> 01:21:21.119]  The world's so crazy now.
[01:21:21.119 --> 01:21:22.079]  We're all in over our heads.
[01:21:22.079 --> 01:21:26.739]  So when I say Pam Bonney's in over her head, I'm in over my head.
[01:21:26.739 --> 01:21:27.399]  I mean, I can't.
[01:21:28.328 --> 01:21:34.659]  But see, immediately they go, oh, look, the security guy shoots him under the arm at an angle.
[01:21:34.659 --> 01:21:36.138]  And we slowed it down.
[01:21:36.138 --> 01:21:37.039]  And it's a cell phone.
[01:21:37.039 --> 01:21:37.679]  They hear the boom.
[01:21:37.679 --> 01:21:38.259]  He goes like this.
[01:21:38.259 --> 01:21:39.909]  There's another guy behind him.
[01:21:39.918 --> 01:21:42.679]  And they go, oh, it's a camera phone gun.
[01:21:42.679 --> 01:21:43.659]  You blow it up.
[01:21:43.739 --> 01:21:46.778]  It's a guy sitting there screwing the top off a bottle of water.
[01:21:46.778 --> 01:21:46.959]  Yeah.
[01:21:47.088 --> 01:21:52.459]  So, and then I even had a lot of people online, even my listeners, like, how dare you cover up?
[01:21:52.579 --> 01:21:53.859]  No, he shoots him under the arm.
[01:21:53.859 --> 01:21:54.918]  No, this guy shoots him.
[01:21:54.918 --> 01:21:55.888]  And I'm like, which is it?
[01:21:55.918 --> 01:21:58.559]  And later they release HD, better shots.
[01:21:58.559 --> 01:21:59.638]  It's a phone.
[01:21:59.638 --> 01:22:00.339]  It's a thing.
[01:22:00.339 --> 01:22:01.559]  They're not doing it that way.
[01:22:01.559 --> 01:22:02.939]  And then it's the next thing.
[01:22:02.939 --> 01:22:05.708]  And, oh, his microphone blew up and did that.
[01:22:05.819 --> 01:22:09.779]  But the microphone doesn't fly off backwards with the ejection.
[01:22:09.798 --> 01:22:14.149]  And then does a pin gun blow a hole that big?
[01:22:14.179 --> 01:22:22.659]  Because the exit wound, the entrance wound looks like a smaller exit wound of a full metal jacket, smaller round.
[01:22:22.659 --> 01:22:23.879]  I mean, it just goes on and on.
[01:22:23.899 --> 01:22:24.379]  Yeah.
[01:22:24.379 --> 01:22:25.798]  What about that?
[01:22:25.798 --> 01:22:29.159]  I mean, 100% impossible the 30-on-6 goes in and doesn't go through.
[01:22:29.179 --> 01:22:29.539]  Yeah.
[01:22:29.539 --> 01:22:37.750]  What got me was the response from people that I thought would have been saying a lot more in regards to what happened.
[01:22:37.759 --> 01:22:41.409]  And, like, Trump, obviously, he did what Trump does.
[01:22:41.429 --> 01:22:44.858]  And he's very calculated with what he says because he doesn't want to incite violence.
[01:22:45.138 --> 01:22:45.339]  Right?
[01:22:45.339 --> 01:22:46.988]  He doesn't want a repeat of January 6th.
[01:22:47.768 --> 01:23:05.078]  But I was looking at other people around him that I thought would have put in much more effort to, I don't know, like, put out, like, console the public about how everybody's feeling.
[01:23:05.200 --> 01:23:06.080]  Everybody's in shock.
[01:23:06.240 --> 01:23:08.080]  This dude just got shot in front of all of us.
[01:23:08.240 --> 01:23:08.640]  He's dead.
[01:23:08.880 --> 01:23:12.160]  He was the poster boy child of the MAGA movement.
[01:23:12.400 --> 01:23:12.640]  Okay.
[01:23:13.840 --> 01:23:18.960]  RFK, his father and his uncle, both got publicly assassinated.
[01:23:19.280 --> 01:23:19.440]  Right.
[01:23:19.760 --> 01:23:22.480]  And it was, I mean, everybody's still talking about it.
[01:23:22.560 --> 01:23:24.880]  They're never going to stop talking about the JFK assassination.
[01:23:25.200 --> 01:23:25.360]  Okay.
[01:23:26.000 --> 01:23:33.680]  If anybody out of that administration should have put out a huge long post to like talk about it, it should have been RFK.
[01:23:34.000 --> 01:23:34.560]  What did he do?
[01:23:34.720 --> 01:23:36.720]  Go back and look at his social media.
[01:23:36.960 --> 01:23:41.840]  He put out a small little snippet that, again, looked like a chat GPT.
[01:23:41.920 --> 01:23:43.520]  It was just very bland.
[01:23:44.480 --> 01:23:49.280]  The next day, he puts out basically like for the vigil, announcing that the vigil for Charlie.
[01:23:49.520 --> 01:23:54.720]  And then three days after that, he puts out a video of him talking at the vigil.
[01:23:54.960 --> 01:23:55.120]  Okay.
[01:23:55.680 --> 01:23:57.040]  So three posts.
[01:23:57.280 --> 01:24:06.560]  And the only time he was talking about the situation was a small little tiny paragraph that didn't, like, that's, dude, you are the guy.
[01:24:06.880 --> 01:24:08.800]  Like, this has been happening to your family.
[01:24:08.960 --> 01:24:13.120]  This is like, why are you not, I don't know, diving in more?
[01:24:13.760 --> 01:24:15.120]  I think he could have been shocked.
[01:24:15.280 --> 01:24:17.840]  I mean, of everybody up there, RFK Jr. is the best.
[01:24:18.000 --> 01:24:19.280]  I mean, that guy's 100% real deal.
[01:24:19.520 --> 01:24:19.840]  But I know that.
[01:24:20.080 --> 01:24:24.960]  But did you see him at the speech, though, talk about Charlie and there's things worth dying for?
[01:24:25.280 --> 01:24:26.640]  I mean, RFK is ready to die.
[01:24:26.720 --> 01:24:27.760]  He's a tough son of a bitch.
[01:24:28.000 --> 01:24:28.320]  I know.
[01:24:28.400 --> 01:24:30.080]  But don't you think he would have put out more?
[01:24:30.320 --> 01:24:40.240]  Even Trump, you don't have to incite violence, but like, like we talked about, this kid brought in like the, what is it, the 18 to 30 demographic.
