[00:00:00.109 --> 00:00:00.550]  Big Brother!
[01:59:57.639 --> 01:59:58.739]  InfoWarshop.com
[02:00:02.910 --> 02:00:04.871]  Waging war on corruption.
[02:00:05.311 --> 02:00:08.232]  Alex Jones on the GCN Radio Network.
[02:00:14.794 --> 02:00:15.454]  Big Brother.
[02:00:16.115 --> 02:00:17.155]  Mainstream media.
[02:00:17.875 --> 02:00:18.976]  Government cover-ups.
[02:00:19.636 --> 02:00:20.456]  You want answers?
[02:00:21.216 --> 02:00:22.217]  Well, so does he.
[02:00:22.777 --> 02:00:26.378]  He's Alex Jones on the GCN Radio Network.
[02:00:26.958 --> 02:00:31.040]  And now, live from Austin, Texas, Alex Jones.
[02:00:35.361 --> 02:00:45.624]  We've got the video up on Infowars.com with all these MSNBC hosts saying Obama should act as a dictator.
[02:00:47.145 --> 02:00:48.305]  There's video of this.
[02:00:48.886 --> 02:00:50.346]  You guys gave me a great video list.
[02:00:50.386 --> 02:00:51.046]  I can't find it.
[02:00:51.066 --> 02:00:53.287]  I'm not even sure if we have it, but I saw the video this morning.
[02:00:54.027 --> 02:00:58.549]  Al Sharpton literally donned a white lab coat like he's a doctor.
[02:00:59.725 --> 02:01:03.227]  And he says these right-wingers are boiling over with denial.
[02:01:03.247 --> 02:01:03.668]  We do have it.
[02:01:03.688 --> 02:01:04.468]  I'm going to play that in a moment.
[02:01:05.509 --> 02:01:06.609]  About global warming.
[02:01:06.689 --> 02:01:10.032]  It's real, folks, and that's what's causing the record cold temperatures.
[02:01:11.853 --> 02:01:19.037]  Who's that top astrophysicist with the big weather center in England I've had on so many times over the years?
[02:01:20.438 --> 02:01:27.723]  Who was on back in the summer and predicted a record cold winter because the sun was going into a dormant phase.
[02:01:29.329 --> 02:01:29.889]  What's his name?
[02:01:29.909 --> 02:01:32.831]  I brought his card back from Bilderberg because I was there covering it and he was there.
[02:01:33.852 --> 02:01:34.412]  It doesn't matter.
[02:01:34.432 --> 02:01:35.573]  He looks like the mad scientist.
[02:01:36.313 --> 02:01:40.336]  And I mean, that guy comes on like a year before, six months before, and it's just exactly what he says happens.
[02:01:40.976 --> 02:01:43.658]  Because he's an astrophysicist and a meteorologist.
[02:01:44.259 --> 02:01:53.925]  And I can't believe I've got to explain to Al Sharpton, of course he knows, and Al Gore, of course who knows, that it's the sun is the main driver.
[02:01:54.946 --> 02:01:56.167]  Yeah, Piers Corbin, that's his name.
[02:01:56.787 --> 02:01:57.408]  Piers Corbin.
[02:01:57.768 --> 02:01:59.189]  Not Piers Morgan, Piers Corbin.
[02:01:59.849 --> 02:02:01.210]  Yeah, let's pull this side up and show folks.
[02:02:01.490 --> 02:02:12.116]  But he predicted record cold because the sun was going into a dormant phase, was cooling off, was not putting off as much heat.
[02:02:12.176 --> 02:02:20.822]  Now, I'm not a meteorologist or an astrophysicist like him, but we stand next to the sun's fire, to quote Jimi Hendrix.
[02:02:21.866 --> 02:02:36.630]  And we would be absolute zero, weather action, that's the site, we would be at absolute zero if it wasn't, it's time to get him back on next week, if it wasn't for the sun.
[02:02:36.850 --> 02:02:39.691]  Now the UN voted five years ago and said the sun has no effect on climate.
[02:02:40.491 --> 02:02:41.251]  Ladies and gentlemen,
[02:02:43.519 --> 02:02:49.588]  That is like saying, in freezing cold weather, standing next to a fire has no effect on whether you're hot or cold.
[02:02:50.470 --> 02:02:52.833]  Or like if you jump in a fire, it won't set you on fire.
[02:02:53.939 --> 02:03:04.681]  The sun goes through cycles and it's going into a cooling cycle so the ice caps of Mars, that I assure you your SUVs aren't hurting, they're now getting bigger again.
[02:03:04.901 --> 02:03:05.902]  Our ice caps are getting bigger.
[02:03:06.302 --> 02:03:11.383]  Now again, radiation being released, GMO, toxic waste, that's a real issue.
[02:03:11.863 --> 02:03:15.764]  I'm at the top of the food chain just like you are as a mammal, as a homo sapien sapien.
[02:03:16.184 --> 02:03:17.204]  I want a clean environment.
[02:03:17.964 --> 02:03:20.585]  The fake environmental movement is about a power grab.
[02:03:20.865 --> 02:03:24.766]  I'm not worried about a farmer's wood stove that the EPA wants to ban.
[02:03:25.426 --> 02:03:27.306]  I'm worried about nuclear reactors leaking.
[02:03:27.947 --> 02:03:34.688]  I'm worried about the Chinese having backcodes Chinese government into our computers and into our weapon systems.
[02:03:35.229 --> 02:03:36.569]  Let's go to the Al Sharpton clip.
[02:03:38.257 --> 02:03:45.239]  Someone going around for the first time with a Geiger counter is likely to discover these great variations in levels from time to time.
[02:03:45.540 --> 02:03:50.361]  UC Berkeley professor Edward Morse says... They called it unusually thick ice.
[02:03:50.421 --> 02:04:01.205]  Well, I think it's because they're unusually thick people who have not been paying attention to the actual science on global warming for the past 18 years and still think that we're all about to roast like a chestnut on open fire.
[02:04:02.561 --> 02:04:08.882]  These right-wingers are boiling over with denial just because it snows in winter.
[02:04:09.563 --> 02:04:12.663]  Doesn't mean the planet isn't getting warmer.
[02:04:13.263 --> 02:04:21.405]  Remember, a UN panel said there's a 90% probability that humans are the primary cause of global warming.
[02:04:21.945 --> 02:04:29.507]  And over 97% of climate researchers surveyed in the United States Academy of Science agrees.
[02:04:30.502 --> 02:04:35.745]  It sure doesn't take much for the folks at Fox to hit their melting point.
[02:04:35.805 --> 02:04:39.087]  The results of tonight's experiments are in.
[02:04:39.928 --> 02:04:44.550]  And we've deduced the right wing could use a new... Uh, there we go.
[02:04:45.011 --> 02:04:47.672]  Turned out almost none of those scientists ever signed on to that report.
[02:04:47.712 --> 02:04:49.133]  They just agreed to be part of the panel.
[02:04:49.413 --> 02:04:50.154]  That's all a lie.
[02:04:50.174 --> 02:04:51.895]  That's been discredited for four years.
[02:04:52.835 --> 02:04:54.997]  Uh, now it's not global warming, it's climate change.
[02:04:55.497 --> 02:04:57.018]  Well, the climate's always changing.
[02:04:58.447 --> 02:05:01.828]  Hey, Sharpton, why don't you talk about the radiation levels going up?
[02:05:02.508 --> 02:05:08.010]  No, no, no, because Al Gore doesn't have a radiation trading market, and neither does Barack Obama.
[02:05:09.871 --> 02:05:18.893]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[02:05:18.973 --> 02:05:27.056]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:05:27.356 --> 02:05:32.058]  We have now managed to secure these sought-after beans in a highly customized blend.
[02:05:32.238 --> 02:05:38.941]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[02:05:39.021 --> 02:05:46.103]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:05:46.203 --> 02:05:53.066]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:05:53.226 --> 02:05:57.587]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:05:57.707 --> 02:06:00.967]  Available in original or with our immune support infusion blend.
[02:06:01.087 --> 02:06:07.229]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:06:07.389 --> 02:06:09.629]  Available at Infowarslife.com.
[02:06:09.889 --> 02:06:11.529]  Introducing Pro-1.
[02:06:11.769 --> 02:06:15.290]  All of your filtration in one system, portable, on the go.
[02:06:15.430 --> 02:06:19.951]  No more do you have two or three filters to just reduce sodium fluoride.
[02:06:20.111 --> 02:06:25.955]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[02:06:26.075 --> 02:06:37.062]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[02:06:37.082 --> 02:06:39.744]  It is the only one that does it and out of the gates.
[02:06:39.924 --> 02:06:43.367]  We have it discounted at 10% off with promo code water.
[02:06:43.567 --> 02:06:49.971]  This is the only system that in one unit helps reduce or remove pesticides, herbicides,
[02:06:50.211 --> 02:07:00.538]  Chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[02:07:00.858 --> 02:07:06.181]  Get your Pro-Pure with the new Pro-1 filters today at infowarstore.com or by calling 888-253-3139.
[02:07:09.583 --> 02:07:10.423]  The facts are in.
[02:07:10.603 --> 02:07:11.744]  The studies are legion.
[02:07:12.004 --> 02:07:19.367]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[02:07:19.527 --> 02:07:22.988]  So why are the social engineers adding it to the water?
[02:07:23.348 --> 02:07:23.748]  Simple.
[02:07:23.928 --> 02:07:28.370]  Dumb down the host population that the parasitic technocracy is feeding on.
[02:07:28.630 --> 02:07:34.072]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[02:07:34.352 --> 02:07:39.735]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation.
[02:07:39.895 --> 02:07:50.422]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[02:07:50.682 --> 02:07:54.985]  Let's take a stand against the globalists by blocking their poisons with Fluoride Shield.
[02:07:55.265 --> 02:07:57.086]  I use Fluoride Shield every day.
[02:07:57.426 --> 02:08:00.628]  Secure your Fluoride Shield and other pioneering formulations
[02:08:00.828 --> 02:08:02.729]  At Infowarslife.com today.
[02:08:02.969 --> 02:08:07.212]  Let's start cleansing our bodies now and support the Infowar at the same time.
[02:08:07.372 --> 02:08:09.233]  That's Infowarslife.com.
[02:08:26.303 --> 02:08:30.126]  Live from Austin, Texas, it's Alex Jones.
[02:08:41.093 --> 02:08:41.913]  Isn't it epic?
[02:08:43.374 --> 02:08:59.657]  We actually follow the ice core samples, the meteorologists, the real astrophysicists, and the vast majority of them are on record saying the sun is the main driver of climate.
[02:09:01.297 --> 02:09:04.438]  And the only constant is change.
[02:09:04.458 --> 02:09:07.299]  So now they've gone from global freezing in the 60s and 70s
[02:09:09.229 --> 02:09:26.958]  As being the reason for a global government, with the UN regulating all human activity, to the 90s it's global warming because the sun had heated up, and that we were all going to die if we didn't have a global VAT and global carbon tax, to now moving to just change period.
[02:09:27.538 --> 02:09:31.721]  There's a tornado, there's a hurricane, there's a typhoon, they've always had those.
[02:09:32.481 --> 02:09:35.324]  Doesn't matter if we're at a 60-year low of tornadoes.
