[00:00:00.009 --> 00:00:02.093]  Host, direct from Austin.
[01:56:17.899 --> 01:56:18.739]  I appreciate you holding.
[01:56:19.559 --> 01:56:22.440]  Gene in Florida about the mystery illness killing so many people.
[01:56:22.480 --> 01:56:22.840]  Go ahead.
[01:56:23.860 --> 01:56:24.861]  Hey, how you doing today?
[01:56:24.881 --> 01:56:26.401]  I'm sorry to hear about your uncle, man.
[01:56:26.869 --> 01:56:32.071]  Oh, well, he was a great man, lived a great life, and a great example of the sweetest, most Christian man I ever knew.
[01:56:32.111 --> 01:56:34.732]  Wasn't a Bible thumper, but was a deeply Christian man.
[01:56:35.652 --> 01:56:36.192]  Well, good.
[01:56:36.232 --> 01:56:37.733]  That's always a good thing, isn't it?
[01:56:38.673 --> 01:56:40.354]  Yes, sir.
[01:56:40.494 --> 01:56:43.675]  Have you heard of the term AUAG?
[01:56:43.735 --> 01:56:44.475]  I know you have.
[01:56:45.296 --> 01:56:45.616]  I have.
[01:56:45.656 --> 01:56:46.376]  Refresh my memory.
[01:56:47.156 --> 01:56:47.637]  Okay.
[01:56:47.877 --> 01:56:49.937]  It was at the Denver Airport.
[01:56:49.997 --> 01:56:54.379]  It was underneath one of the murals, and it was in a mining cart.
[01:56:57.278 --> 01:56:58.378]  She was on the floor.
[01:56:58.398 --> 01:57:02.400]  So you're talking about all the cryptic stuff that's all over the Denver Airport showing?
[01:57:02.780 --> 01:57:08.182]  Yes, and I'm leading into these illnesses that we have.
[01:57:08.942 --> 01:57:15.944]  If you put in the computer, AUAG, and you do a search on it, that brings you to the Australian antigen.
[01:57:16.945 --> 01:57:17.785]  Have you heard of that?
[01:57:18.305 --> 01:57:19.305]  Yes, tell folks about it.
[01:57:20.106 --> 01:57:20.606]  Okay.
[01:57:21.366 --> 01:57:26.988]  Well, unfortunately, if you go a little deeper, this AUAG symbol, or what they're saying,
[01:57:27.620 --> 01:57:30.723]  Really is not about the Australian antigen.
[01:57:30.763 --> 01:57:33.666]  You're talking about nanoparticles and nanos.
[01:57:33.786 --> 01:57:36.408]  Have you heard of these things called nanocages?
[01:57:37.249 --> 01:57:38.691]  Yes I have and that's what I'm saying.
[01:57:38.731 --> 01:57:40.893]  They have biological nanotech now.
[01:57:41.633 --> 01:57:50.382]  They have other forms of nanotech where they can just literally have a drone fly over, sprinkle it over, it grows and the doctors then say there's something there but we can't tell what it is.
[01:57:50.822 --> 01:57:52.304]  It's basically tied to Morgellons.
[01:57:53.423 --> 01:57:55.684]  And it's just God help us is all I can say.
[01:57:55.724 --> 01:57:59.366]  They're totally... Look at all the criminal, lethal experiments they've done on us before.
[01:58:00.046 --> 01:58:01.947]  And it's still all going on under U.S.
[01:58:01.967 --> 01:58:03.488]  Code Title 50, Chapter 32.
[01:58:03.788 --> 01:58:07.950]  They can kill you for, quote, any research or law enforcement purpose.
[01:58:08.350 --> 01:58:10.771]  I don't care they have it on paper, it still doesn't make it legal.
[01:58:11.151 --> 01:58:12.432]  That's how evil this government is.
[01:58:13.733 --> 01:58:16.114]  It goes even deeper and more evil than that.
[01:58:16.154 --> 01:58:20.616]  These nano-cages, they go into our bodies.
[01:58:21.807 --> 01:58:36.658]  And all they have to do, Alex, is take a certain light beam of some sort, an ultraviolet, and they can shine it on us, and it activates these nano-gates.
[01:58:36.698 --> 01:58:38.179]  No, no, yeah, they can activate them.
[01:58:38.219 --> 01:58:38.920]  It's a time bomb.
[01:58:39.260 --> 01:58:40.701]  They put them in you, and they activate them.
[01:58:40.741 --> 01:58:42.843]  No, in fact, we just put them on screen, yes.
[01:58:43.283 --> 01:58:44.284]  No, listen.
[01:58:45.345 --> 01:58:47.606]  I mean, they injected black people with syphilis, folks.
[01:58:47.646 --> 01:58:48.267]  Come on.
[01:58:52.347 --> 01:58:56.329]  This is GCN, the Genesis Communications Radio Network.
[01:58:59.551 --> 01:59:02.292]  Alex Jones here with a message to fellow freedom lovers.
[01:59:02.552 --> 01:59:07.394]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:59:07.574 --> 01:59:14.758]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:59:14.878 --> 01:59:20.283]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:59:20.523 --> 01:59:24.146]  These are items that I did research on, that I personally use.
[01:59:24.547 --> 01:59:29.071]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:59:29.271 --> 01:59:34.496]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:59:34.716 --> 01:59:37.817]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:59:37.977 --> 01:59:40.218]  When Disaster Strikes by Matthew Stein.
[01:59:40.478 --> 01:59:45.039]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:59:45.239 --> 01:59:47.680]  Hand-cranked shortwave AM FM radios.
[01:59:48.120 --> 01:59:55.143]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[01:59:55.323 --> 01:59:56.363]  We're getting prepared.
[01:59:56.583 --> 01:59:57.003]  Are you?
[01:59:57.263 --> 01:59:58.044]  Infowarshop.com
[02:00:02.626 --> 02:00:04.567]  Waging war on corruption.
[02:00:04.987 --> 02:00:07.909]  Alex Jones on the GCN Radio Network.
[02:00:14.553 --> 02:00:15.194]  Big Brother.
[02:00:15.854 --> 02:00:16.895]  Mainstream media.
[02:00:17.615 --> 02:00:18.716]  Government cover-ups.
[02:00:19.376 --> 02:00:20.196]  You want answers?
[02:00:20.957 --> 02:00:21.877]  Well, so does he.
[02:00:22.498 --> 02:00:26.120]  He's Alex Jones on the GCN Radio Network.
[02:00:26.700 --> 02:00:30.783]  And now, live from Austin, Texas, Alex Jones.
[02:00:34.690 --> 02:00:34.950]  Hey Alex.
[02:00:35.650 --> 02:00:36.011]  Hey buddy.
[02:00:36.311 --> 02:00:38.492]  You know, I can usually deal with all this.
[02:01:08.268 --> 02:01:08.648]  We're good to go.
[02:01:29.694 --> 02:01:39.537]  And, you know, her daughter comes on the phone and talks about them trying to take her daughter away, and obviously that little girl was intelligent or else they would have easily manipulated that situation.
[02:01:40.637 --> 02:01:50.020]  But, you know, and people like in Fukushima, you know, all these people who have no chance of what's going on, they have, you know, hearing stuff like that is what really tears at my heart, you know, and...
[02:01:50.919 --> 02:01:52.600]  That's the stuff I can't really deal with.
[02:01:52.800 --> 02:01:53.561]  No, and exactly.
[02:01:53.581 --> 02:01:56.102]  And I was telling that story, you know, the day after that happened.
[02:01:56.703 --> 02:01:59.265]  I mean, they're teaching pedophilia in the schools now.
[02:01:59.585 --> 02:02:02.887]  They've legalized it in Italy to literally have people kidnap your kids.
[02:02:02.927 --> 02:02:11.893]  If you fight back, you're a pedophobe, a pedophobe, I don't know what you call it, a pervert phobe, a scumbag phobe, a child molester phobe.
[02:02:12.213 --> 02:02:14.094]  And if you're a child molester phobe, you're going to jail.
[02:02:14.635 --> 02:02:16.156]  And it's like, they're not just going to take our guns.
[02:02:16.176 --> 02:02:17.897]  They're taking everything and they're coming for us.
[02:02:19.955 --> 02:02:21.376]  And it's just political correctness.
[02:02:21.396 --> 02:02:30.159]  You can't say anything without being crucified or, you know, held accountable for something that they can twist any context, any words you say.
[02:02:30.179 --> 02:02:34.341]  Well, the answer is stop letting them have the moral authority and say, you're a bunch of perverts, sick of filth.
[02:02:34.821 --> 02:02:36.542]  It's a badge of honor when you attack us.
[02:02:36.582 --> 02:02:37.782]  And that's what's beginning to happen.
[02:02:38.202 --> 02:02:39.203]  We can beat these people.
[02:02:39.843 --> 02:02:42.944]  People have just become such spectators that we just bow to authority.
[02:02:43.284 --> 02:02:44.605]  Well, when the authority is evil,
[02:02:45.781 --> 02:02:48.583]  It is absolute imperative to resist it.
[02:02:49.263 --> 02:02:51.344]  Resistance to tyrants is obedience to God.
[02:02:52.705 --> 02:02:53.585]  I agree, I agree.
[02:02:53.605 --> 02:02:55.346]  I don't back down to this stuff.
[02:02:55.366 --> 02:02:57.067]  When I hear people trying to single me out.
[02:02:57.427 --> 02:02:58.548]  What, you don't like Chinese?
[02:02:58.588 --> 02:02:59.268]  You don't like Japanese?
[02:02:59.308 --> 02:03:00.208]  No, I love Japanese.
[02:03:00.288 --> 02:03:01.269]  I love Chinese people.
[02:03:01.349 --> 02:03:02.490]  I love humanity.
[02:03:02.530 --> 02:03:05.511]  Listen, they only do that to get you off kilter.
[02:03:07.887 --> 02:03:12.029]  You'll be talking about, don't take my guns, and they go, why do you not like black people?
[02:03:12.610 --> 02:03:15.311]  Or you'll be talking about, let's not have abortion, and they say, why are you racist?
[02:03:15.351 --> 02:03:17.552]  Or, I don't like Obamacare.
[02:03:17.913 --> 02:03:18.733]  It's all they know.
[02:03:18.793 --> 02:03:24.396]  These are really dumb people that think they're like political geniuses who just know how to call you a name.
[02:03:24.416 --> 02:03:28.458]  And then they'll smile like they're a political scientist because they did that.
[02:03:29.319 --> 02:03:31.280]  We need to stop bowing to these people.
[02:03:31.720 --> 02:03:33.361]  We need to get politically aggressive.
[02:03:33.381 --> 02:03:34.162]  I appreciate your call.
[02:03:34.182 --> 02:03:34.682]  Great points.
[02:03:35.182 --> 02:03:36.423]  Chuck in Texas, go ahead.
[02:03:38.035 --> 02:03:39.716]  Hey Alex, thanks for taking my call.
[02:03:39.756 --> 02:03:41.478]  My condolences to your family.
[02:03:41.738 --> 02:03:42.459]  Thank you, buddy.
[02:03:43.039 --> 02:03:44.380]  A couple of things I'd like to talk about.
[02:03:44.440 --> 02:03:53.207]  First is, I'd like everybody to make the connection of Eric Holder getting on national TV and saying we need to brainwash everybody into a different way of thinking about guns.
[02:03:53.667 --> 02:04:00.092]  And then you see the level of fear being injected into our schools when a child points his finger in Bill's pout.
[02:04:00.553 --> 02:04:01.674]  No, that's brainwashing.
[02:04:01.694 --> 02:04:04.336]  The federal government is brainwashing our children.
[02:04:05.222 --> 02:04:10.484]  It's absolutely a direct result of our fascist ideology being forced down the throat of American people.
[02:04:10.524 --> 02:04:12.084]  It's an act of war against the American people.
[02:04:12.124 --> 02:04:12.344]  It is!
[02:04:12.404 --> 02:04:13.465]  No, we're under war!
[02:04:13.505 --> 02:04:14.645]  I mean, that's not rhetoric!
[02:04:14.865 --> 02:04:19.207]  These people are actual technocratic, control freak agents of evil.
[02:04:19.647 --> 02:04:20.987]  People ask what army they serve.
[02:04:21.587 --> 02:04:24.748]  Folks, they literally are actually servants of Satan.
[02:04:24.768 --> 02:04:25.509]  I mean, I've studied them.
[02:04:25.769 --> 02:04:27.249]  These people are devil worshippers.
[02:04:28.710 --> 02:04:32.391]  They have a refusal to administer the laws for this country.
[02:04:33.144 --> 02:04:34.046]  I don't know.
[02:04:46.078 --> 02:04:46.678]  No, no, stay there.
[02:04:46.699 --> 02:04:47.679]  We got our guests coming up.
[02:04:47.699 --> 02:04:49.541]  I'm going to let you tell your story real quick because I interrupted.
