[00:00:00.029 --> 00:00:00.629]  It's your family.
[01:54:09.019 --> 01:54:12.340]  It's Alex Jones, only on the GCN Radio Network.
[01:54:16.862 --> 01:54:20.744]  We got Jack McClam and Colonel Craig Roberts together in the next hour.
[01:54:20.764 --> 01:54:22.904]  I'll get to more of the news we have not yet detailed.
[01:54:25.425 --> 01:54:35.289]  Frank Morales, the White House has been caught, this is admitted, issuing fake terror alerts to quote, create hysteria.
[01:54:36.480 --> 01:54:44.134]  And the alerts in Arizona, the alerts in France, the alerts in Nevada, the alerts in San Antonio, it's all staged!
[01:54:45.859 --> 01:54:49.201]  And they've been caught doing this yet again, but no one's held accountable.
[01:54:49.481 --> 01:55:02.229]  And then with Iraq, they come out and they tell wild lies, claim they've captured the same person three or four times, get caught lying about that, get caught lying about mass graves, get caught lying about uranium, the Jessica Lynch fable.
[01:55:03.069 --> 01:55:06.151]  They're torturing all these Iraqis and they let us learn about it.
[01:55:06.492 --> 01:55:11.915]  It seems like they're practicing getting caught lying to almost titrate the dose
[01:55:12.535 --> 01:55:14.297]  Or condition us to accept that?
[01:55:14.337 --> 01:55:16.318]  I mean, this is very sophisticated.
[01:55:18.961 --> 01:55:38.677]  I mean, I guess it's a 21st century version of the Big Lie, which is Hitler's approach, which is that you could cover one thing with another thing and another thing, and just a series of lies, and just create a whirlwind of malfeasance and fraudulency.
[01:55:39.589 --> 01:55:53.018]  Yeah, I mean, you know, I agree with that, but as you and I can sit here and see through this, and I'm sure people who are listening right now can see through this, it's really a question of what it is we do about it.
[01:55:53.578 --> 01:55:58.902]  We understand clearly that we're up against a desperate
[01:55:59.946 --> 01:56:05.788]  elite in this country who are involved in an agenda that... Why are they so desperate?
[01:56:05.828 --> 01:56:06.928]  We were leaving them alone.
[01:56:06.988 --> 01:56:07.969]  They had all the power.
[01:56:08.009 --> 01:56:09.249]  Why do they want everything?
[01:56:09.509 --> 01:56:26.835]  Well, I think their projections over the next 25 years quite possibly dictate that unless they remove large portions of the population, unless they contain and control large
[01:56:27.833 --> 01:56:33.855]  Well, we're putting most of it up on the website, because I'm interested in getting this information out to people.
[01:56:54.642 --> 01:56:58.305]  And so if they go to the website, a good chunk of it is on there already.
[01:56:58.325 --> 01:56:59.386]  Well, it's a beautiful book.
[01:56:59.887 --> 01:57:00.688]  How do folks buy it?
[01:57:01.308 --> 01:57:03.070]  They can contact people.
[01:57:03.130 --> 01:57:07.854]  Well, you know, because it's out of print, and we're trying to get them to reprint it.
[01:57:08.274 --> 01:57:13.819]  But if they contact me, I can get them in touch with a new publication.
[01:57:13.859 --> 01:57:17.162]  It's just in the process now of going through a second printing with some other publisher.
[01:57:18.277 --> 01:57:22.859]  But let me give you my email and people can contact me and we'll get them the information.
[01:57:22.919 --> 01:57:26.920]  Or they can actually leave me a note on the website, at our email on the website.
[01:57:27.221 --> 01:57:31.642]  And that's F-R-M at P-A-N-I-X dot com?
[01:57:31.742 --> 01:57:32.243]  Exactly.
[01:57:32.823 --> 01:57:35.064]  Okay, I'm going to give out a gun in the next hour.
[01:57:35.224 --> 01:57:37.345]  Yeah, people can contact me there.
[01:57:37.405 --> 01:57:44.127]  We also have a link on the website for the Urban Warrior movie, which is a documentary on the militarization of the Klingons.
[01:57:44.147 --> 01:57:45.248]  And I believe I'm in that, aren't I?
[01:57:46.596 --> 01:57:47.757]  Alright, that's a great film.
[01:57:48.117 --> 01:57:50.619]  Frank, thanks so much for coming on and I'll talk to you in the New Year.
[01:57:50.659 --> 01:57:53.921]  Yeah, you take care and Happy New Year to you and all the listeners.
[01:57:54.221 --> 01:57:55.061]  God bless, my friend.
[01:57:55.282 --> 01:57:55.722]  Likewise.
[01:57:57.423 --> 01:57:59.204]  He's also an Episcopal priest, folks.
[01:58:00.405 --> 01:58:06.929]  Folks, if you want to support this show, if you believe in what we're doing, please tell ten people a day about the show.
[01:58:06.969 --> 01:58:07.409]  It's easy.
[01:58:08.010 --> 01:58:09.171]  Please buy my videos.
[01:58:09.731 --> 01:58:14.174]  Police State 2000, The Takeover, Police State 3, 9-11, The Road to Tyranny.
[01:58:14.434 --> 01:58:15.174]  Make copies of them.
[01:58:15.214 --> 01:58:16.035]  I'm the same as Frank.
[01:58:16.832 --> 01:58:19.194]  He says, oh, my whole book's on the website, or almost all of it.
[01:58:19.214 --> 01:58:19.794]  I've seen it there.
[01:58:20.035 --> 01:58:20.895]  Go read it for free.
[01:58:20.995 --> 01:58:21.896]  Email it out to people.
[01:58:22.216 --> 01:58:23.637]  Take advantage of this.
[01:58:24.578 --> 01:58:25.599]  Get my videos.
[01:58:26.199 --> 01:58:29.302]  Go to Infowars.com or PrisonPlanet.com.
[01:58:29.462 --> 01:58:30.182]  Order them now.
[01:58:30.823 --> 01:58:32.544]  New Year's resolution to take action.
[01:58:33.865 --> 01:58:34.986]  Our call toll free.
[01:58:35.006 --> 01:58:36.307]  1-888-253-3139.
[01:58:36.347 --> 01:58:37.308]  Call right now.
[01:58:43.263 --> 01:58:45.368]  They're trying to set up a military dictatorship!
[01:58:45.608 --> 01:58:46.029]  Fight them!
[01:58:46.390 --> 01:58:47.051]  With the info!
[01:58:47.071 --> 01:58:47.132]  1-888-253-3139.
[01:58:47.152 --> 01:58:48.635]  Third hour coming up.
[01:58:48.655 --> 01:58:49.677]  Get those videos.
[01:58:55.257 --> 01:59:05.981]  The Berkey Light's unique design combines the age-old process of microporous filtration coupled with modern state-of-the-art technology and the highest quality materials, bringing you the finest water filter available anywhere.
[01:59:06.161 --> 01:59:13.703]  The revolutionary Berkey Light, with its exclusive black Berkey filter elements, remove pathogenic bacteria, cysts, and parasites to non-detectable levels.
[01:59:13.943 --> 01:59:14.444]  I don't know.
[01:59:29.952 --> 01:59:33.836]  The Berkey Light is transparent, so there is no guesswork when refilling the system.
[01:59:33.896 --> 01:59:35.798]  The water level is always visible.
[01:59:35.958 --> 01:59:41.904]  The rechargeable LED lighting system is beautiful as a night light, and as necessary in emergency situations.
[01:59:42.144 --> 01:59:44.346]  Get the Berkey Light, the transparent water.
[01:59:44.386 --> 01:59:44.487]  It's $44.38.
[01:59:44.527 --> 01:59:45.728]  This is the GCN Radio Network.
[02:00:01.075 --> 02:00:05.238]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:05.898 --> 02:00:06.699]  You want answers?
[02:00:07.479 --> 02:00:08.380]  Well, so does he.
[02:00:09.040 --> 02:00:12.723]  He's Alex Jones on the GCN Radio Network.
[02:00:13.223 --> 02:00:17.286]  And now, live from Austin, Texas, Alex Jones.
[02:00:33.792 --> 02:00:53.379]  All right it's the last hour of the last show of 2003 and we had the doctor on in the first hour talking about mad cow disease and just how serious it is how it's in the pigs how it's in the in the lamb and how that's being covered up
[02:00:54.731 --> 02:00:58.613]  And we had Frank Morales, the police state expert, on the last hour.
[02:00:58.653 --> 02:01:01.435]  They are publicly setting up a military dictatorship.
[02:01:01.455 --> 02:01:03.496]  Do you realize how serious this is?
[02:01:03.556 --> 02:01:04.517]  Has it sunk in yet?
[02:01:04.537 --> 02:01:06.438]  We're going to take calls this hour.
[02:01:06.458 --> 02:01:11.741]  We're going to have police and military against the New World Order founder and head, Jack McClam, back on with us.
[02:01:11.921 --> 02:01:13.422]  And my good buddy, Colonel Craig Roberts.
[02:01:13.782 --> 02:01:16.103]  Both are great patriots and great Americans.
[02:01:16.123 --> 02:01:18.905]  Because we had them on last week and ran out of time.
[02:01:18.945 --> 02:01:21.566]  So they'll be with us right into the end of this year.
[02:01:24.565 --> 02:01:27.566]  And we're so honored to have both of these gentlemen.
[02:01:27.586 --> 02:01:37.287]  There's so much news, the fake terror alerts, the fear mongering, a congressman saying nobody should go to any big events, it's not safe, he wouldn't be caught dead doing it.
[02:01:37.847 --> 02:01:40.328]  A lot of key stuff this hour and your calls.
[02:01:41.548 --> 02:01:43.988]  Let's go to Jack McClam, who I know we've got on now.
[02:01:44.068 --> 02:01:45.249]  Jack, good to have you back on.
[02:01:45.489 --> 02:01:50.950]  Hey brothers, good to be back on with you and also our dear brother Craig there.
[02:01:53.564 --> 02:01:57.126]  Jack, you've been warning folks for 22, 23 years.
[02:01:58.007 --> 02:01:59.528]  You've laid out what was going to happen.
[02:01:59.568 --> 02:02:00.568]  It's now happening.
[02:02:01.269 --> 02:02:05.792]  It's got to be painful to watch the entrails of America being torn out.
[02:02:08.093 --> 02:02:15.798]  It's like having a front row seat in the Coliseum and seeing your fellow Christians being eaten by the lions.
[02:02:15.818 --> 02:02:17.539]  I mean, it's just incredible, brother.
[02:02:17.999 --> 02:02:19.760]  As I know you guys feel the same.
[02:02:20.821 --> 02:02:22.442]  We've known for years because
[02:02:22.904 --> 02:02:46.033]  The enemy of God and liberty has explained their plans and made them available, and so we knew what was going to happen, but it is tragic, especially here at Aid in the Bed Police Military Newsletter and Police Against the New World Order, where we're getting mail, just got more mail today from a young brother, Master Sergeant in the Middle East, and it just tears your heart out.
[02:02:46.073 --> 02:02:47.994]  He and a couple of his buddies,
[02:02:48.672 --> 02:02:53.773]  They're trying to be secret patriots over there and trying to hand out information.
[02:02:53.853 --> 02:02:59.295]  They can't hand it out because they get in deep trouble if they find out they're true informed patriots.
[02:02:59.335 --> 02:03:12.779]  So this brother says they have to secretly put things on bulletin boards and leave things in public places where their fellow colleagues will find them to try to help educate them on what's really going on.
[02:03:12.819 --> 02:03:16.059]  And you know, it's amazing.
[02:03:16.099 --> 02:03:17.840]  This is American soldiers.
[02:03:18.382 --> 02:03:30.057]  They can't even talk about the Constitution, can't talk about their oath of office, what they should be doing and what they shouldn't be doing, and talking about this conspiracy to destroy the United States of America.
[02:03:31.038 --> 02:03:32.060]  It just breaks your heart.
[02:03:32.200 --> 02:03:33.842]  Just absolutely breaks your heart.
[02:03:34.741 --> 02:03:38.406]  Well, I want to talk about solutions today and get a little bit into Mad Cubs.
[02:03:38.426 --> 02:03:39.947]  We didn't have time to do that last time.
[02:03:39.967 --> 02:03:43.432]  We're about to break, but let's bring Colonel Craig Roberts up.
[02:03:44.113 --> 02:03:47.336]  Craig, what's on your mind today here at the final show of this year?
[02:03:47.937 --> 02:03:51.822]  Oh, well, you know, Alex, it's always good to be back with you and, of course, Jack.
[02:03:51.842 --> 02:03:53.424]  Jack and I go back a long time.
[02:03:54.148 --> 02:03:55.828]  And a couple of things.
[02:03:56.569 --> 02:04:05.771]  I've got all kinds of stuff on this mad cow that we didn't get a chance to talk about because I don't think people realize how serious it is and how long it's been here and how many people actually have died from it and what's been done to cover it up.
